2410aa387dc18f8a644771357fe3b07fb14d4d72f7189c1079e73172a0b1ba94,d26e8001f779822d033d4d108b3eee4c9e74dbbec83a3b7c864ef464d51cf730,4e4aad7e66ed0793f251a71248e60aea3dd567eeb1b01099613567e09610cc76,2a672b096cff4a467336f77139570a2e69c35448e8cbf9eefda9a8641b27a741,caf2e038d70fb9bc33f9e535599dfec6fb4d117ddeb9b9c8d8d3aaff05aa865a
"31053","10","9105303","2","161"
"31027","10","9102703","2","162"
"31108","10","9110803","2","163"
"31043","10","9104303","2","164"
"31004","10","9100403","2","165"
"31037","10","9103703","2","166"
"31061","10","9106103","2","167"
"31018","10","9101803","2","168"
"31013","10","9101303","2","169"
"31011","10","9101103","2","170"
"31001","10","9100103","2","171"
"31030","10","9103003","2","172"
"31060","10","9106003","2","173"
"31015","10","9101503","2","174"
"31054","10","9105403","2","175"
"31185","10","9118503","2","176"
"31109","10","9110903","2","177"
"31180","10","9118003","2","178"
"31010","10","9101003","2","179"
"31066","10","9106603","2","180"
"31028","10","9102803","2","181"
"31008","10","9100803","2","182"
"31049","10","9104903","2","183"
"31047","10","9104703","2","184"
"31038","10","9103803","2","185"
"31014","10","9101403","2","186"
"31094","10","9109403","2","187"
"31048","10","9104803","2","188"
"31045","10","9104503","2","189"
"31022","10","9100603","2","190"
"31006","10","9100603","2","191"
"31005","10","9100503","2","192"
"31092","10","9109203","2","193"
"31025","10","9102503","2","194"
"31064","10","9106403","2","195"
"31031","10","9103103","2","196"
"31012","10","9101203","2","197"
"31181","10","9118103","2","198"
"31026","10","9102603","2","199"
"31050","10","9105003","2","200"
"31003","10","9100303","2","201"
"31007","10","9100703","2","202"
"31029","10","9102903","2","203"
"31036","10","9103603","2","204"
"31093","10","9109303","2","205"
"31071","10","9107103","2","206"
"31230","10","9123003","2","207"
"31110","10","9111003","2","208"
"31046","10","9104603","2","209"
"31033","10","9103303","2","210"
"31051","10","9105103","2","211"
"31057","10","9105703","2","212"
"31032","10","9103203","2","213"
"31052","10","9105203","2","214"
"31034","10","9103403","2","215"
"31070","10","9107003","2","216"
