f6bfb9d4e7d5ef1dc88f791dc8d05fbe43661242fb27e5bb6fa2909ca4907899,4b07f5faa31754178e4d103209e128c1086520a0c6c00b83eb04ef769f848c05,c90610e7c7335f49b9ee4700642a765fffa8db7fdedc2650c1a795159e1e8a31,f3bba35b1a91572a7a42f4c9735633e9d98befe12a4d695259e1a78d85b920c6,e3630b2af47ebeb93ba7e5fcde1e44345942c27754ba15830413545d7ce2c735,2dc0b49f78ec19f0da11310efa011a9e03b7b8d4ecc139fd23fd7325ad7d88e3,82cdd9182d10ce9307e4cb9ef4200485c1a1c7ec533c12d6040e7a0e1e2a8b8c,12aa488ac081ac2de1f10a01685c5de204039045d2f8348d069af479dff71d0f,0a82967f444f8c98fbd569323b94c9057b8ed47965fc8c35a73963c4d173ffc0,3a162eac18cc2ca6be2fc9e5aba48cbaa160b69fce86689c9c4fb95831ba75ea,f0174161a205f96f1572e3e6ae71c659766c626625df9cb2400a284570f0501e,e0c4646241998a06329fd61941939fe5dea0f88a4b44ab38af6e0000da8a98c3
"1001303","0","0","0","10013","1001302","0","0","0","0","0","0"
"1001304","0","0","0","10013","0","0","0","3","0","0","0"
"1001401","0","0","10014115","10014","0","0","1001402","0","2019/08/19 12:00:00","0","10014201"
"1001402","0","0","0","10014","1001401","0","1001403","0","0","0","0"
"1001403","0","0","0","10014","1001402","0","0","0","0","0","0"
"1001501","0","0","10015115","10015","0","0","1001502","0","2019/09/09 12:00:00","0","10015201"
"1001502","0","0","0","10015","1001501","0","1001503","0","0","0","0"
"1001503","0","0","0","10015","1001502","0","0","0","0","0","0"
"1001504","0","0","0","10015","0","0","0","3","0","0","0"
"1001601","0","0","10016115","10016","0","0","1001602","0","2019/09/20 12:00:00","0","10016201"
"1001602","0","0","0","10016","1001601","0","1001603","0","0","0","0"
"1001603","0","0","0","10016","1001602","0","0","0","0","0","0"
"1001701","0","0","10017115","10017","0","0","1001702","0","2019/10/08 12:00:00","0","10017201"
"1001702","0","0","0","10017","1001701","0","1001703","0","0","0","0"
"1001703","0","0","0","10017","1001702","0","0","0","0","0","0"
"1001704","0","0","0","10017","0","0","0","3","0","0","0"
"1001705","0","0","0","10017","1001704","0","0","0","0","0","0"
"1001801","0","0","10018115","10018","0","0","1001802","0","2019/10/20 12:00:00","0","10018201"
"1001802","0","0","0","10018","1001801","0","1001803","0","0","0","0"
"1001803","0","0","0","10018","1001802","0","0","0","0","0","0"
"1001901","0","0","10019115","10019","0","0","1001902","0","2019/11/08 12:00:00","0","10019201"
"1001902","0","0","0","10019","1001901","0","1001903","0","0","0","0"
"1001903","0","0","0","10019","1001902","0","1001904","0","0","0","0"
"1001904","0","0","0","10019","1001903","0","0","0","0","0","0"
"1001905","0","0","0","10019","1001904","0","0","0","0","0","0"
"1002001","0","0","10020115","10020","0","0","1002002","0","2019/11/20 12:00:00","0","10020201"
"1002002","0","0","0","10020","1002001","0","1002003","0","0","0","0"
"1002003","0","0","0","10020","1002002","0","0","0","0","0","0"
"1002101","0","0","10021115","10021","0","0","1002102","0","2019/12/09 12:00:00","0","10021201"
"1002102","0","0","0","10021","1002101","0","1002103","0","0","0","0"
"1002103","0","0","0","10021","1002102","0","1002104","0","0","0","0"
"1002104","0","0","0","10021","1002103","0","0","0","0","0","0"
"1002105","0","0","0","10021","1002104","0","0","0","0","0","0"
"1002201","0","0","10022115","10022","0","0","1002202","0","2019/12/20 12:00:00","0","10022201"
"1002202","0","0","0","10022","1002201","0","1002203","0","0","0","0"
"1002203","0","0","0","10022","1002202","0","0","0","0","0","0"
"1002301","0","0","10023115","10023","0","0","1002302","0","2020/01/09 12:00:00","0","10023201"
"1002302","0","0","0","10023","1002301","0","1002303","0","0","0","0"
"1002303","0","0","0","10023","1002302","0","1002304","0","0","0","0"
"1002304","0","0","0","10023","1002303","0","0","0","0","0","0"
"1002305","0","0","0","10023","1002304","0","0","0","0","0","0"
"1002401","0","0","10024115","10024","0","0","1002402","0","2020/01/19 12:00:00","0","10024201"
"1002402","0","0","0","10024","1002401","0","1002403","0","0","0","0"
"1002403","0","0","0","10024","1002402","0","0","0","0","0","0"
"1002501","0","0","10025115","10025","0","0","1002502","0","2020/02/11 12:00:00","0","10025201"
"1002502","0","0","0","10025","1002501","0","1002503","0","0","0","0"
"1002503","0","0","0","10025","1002502","0","1002504","0","0","0","0"
"1002504","0","0","0","10025","1002503","0","0","0","0","0","0"
"1002505","0","0","0","10025","1002504","0","0","0","0","0","0"
"1002601","0","0","10026115","10026","0","0","1002602","0","2020/02/21 12:00:00","0","10026201"
"1002602","0","0","0","10026","1002601","0","1002603","0","0","0","0"
"1002603","0","0","0","10026","1002602","0","0","0","0","0","0"
"1002701","0","0","10027115","10027","0","0","1002702","0","2020/03/09 12:00:00","0","10027201"
"1002702","0","0","0","10027","1002701","0","1002703","0","0","0","0"
"1002703","0","0","0","10027","1002702","0","1002704","0","0","0","0"
"1002704","0","0","0","10027","1002703","0","0","0","0","0","0"
"1002705","0","0","0","10027","1002704","0","0","0","0","0","0"
"1002801","0","0","10028115","10028","0","0","1002802","0","2020/03/19 12:00:00","0","10028201"
"1002802","0","0","0","10028","1002801","0","1002803","0","0","0","0"
"1002803","0","0","0","10028","1002802","0","0","0","0","0","0"
"1002901","0","0","10029115","10029","0","0","1002902","0","2020/04/08 12:00:00","0","10029201"
"1002902","0","0","0","10029","1002901","0","1002903","0","0","0","0"
"1002903","0","0","0","10029","1002902","0","1002904","0","0","0","0"
"1002904","0","0","0","10029","1002903","0","0","0","0","0","0"
"1002905","0","0","0","10029","1002904","0","0","0","0","0","0"
"1003001","0","0","10030115","10030","0","0","1003002","0","2020/04/18 12:00:00","0","10030201"
"1003002","0","0","0","10030","1003001","0","1003003","0","0","0","0"
"1003003","0","0","0","10030","1003002","0","0","0","0","0","0"
"1003101","0","0","10031115","10031","0","0","1003102","0","2020/05/12 12:00:00","0","10031201"
"1003102","0","0","0","10031","1003101","0","1003103","0","0","0","0"
"1003103","0","0","0","10031","1003102","0","1003104","0","0","0","0"
"1003104","0","0","0","10031","1003103","0","0","0","0","0","0"
"1003105","0","0","0","10031","1003104","0","0","0","0","0","0"
"1003201","0","0","10032115","10032","0","0","1003202","0","2020/05/22 12:00:00","0","10032201"
"1003202","0","0","0","10032","1003201","0","1003203","0","0","0","0"
"1003203","0","0","0","10032","1003202","0","0","0","0","0","0"
"1003301","0","0","10033115","10033","0","0","1003302","0","2020/06/10 12:00:00","0","10033201"
"1003302","0","0","0","10033","1003301","0","1003303","0","0","0","0"
"1003303","0","0","0","10033","1003302","0","1003304","0","0","0","0"
"1003304","0","0","0","10033","1003303","0","0","0","0","0","0"
"1003305","0","0","0","10033","1003304","0","0","0","0","0","0"
"1003401","0","0","10034115","10034","0","0","1003402","0","2020/06/20 12:00:00","0","10034201"
"1003402","0","0","0","10034","1003401","0","1003403","0","0","0","0"
"1003403","0","0","0","10034","1003402","0","1003404","0","0","0","0"
"1003404","0","0","0","10034","1003403","0","0","0","0","0","0"
"1003405","0","0","0","10034","1003404","0","0","0","0","0","0"
"1003501","0","0","10035115","10035","0","0","1003502","0","2020/10/07 12:00:00","0","10035201"
"1003502","0","0","0","10035","1003501","0","1003503","0","0","0","0"
"1003503","0","0","0","10035","1003502","0","1003504","0","0","0","0"
"1003504","0","0","0","10035","1003503","0","0","0","0","0","0"
"1003505","0","0","0","10035","1003504","0","0","0","0","0","0"
"1003601","0","0","10036115","10036","0","0","1003602","0","2020/10/19 12:00:00","0","10036201"
"1003602","0","0","0","10036","1003601","0","1003603","0","0","0","0"
"1003603","0","0","0","10036","1003602","0","1003604","0","0","0","0"
"1003604","0","0","0","10036","1003603","0","0","0","0","0","0"
"1003605","0","0","0","10036","1003604","0","0","0","0","0","0"
"1003701","0","0","10037115","10037","0","0","1003702","0","2020/08/20 12:00:00","0","10037201"
"1003702","0","0","0","10037","1003701","0","1003703","0","0","0","0"
"1003703","0","0","0","10037","1003702","0","1003704","0","0","0","0"
"1003704","0","0","0","10037","1003703","0","0","0","0","0","0"
"1003705","0","0","0","10037","1003704","0","0","0","0","0","0"
"1003801","0","0","10038115","10038","0","0","1003802","0","2020/07/09 12:00:00","0","10038201"
"1003802","0","0","0","10038","1003801","0","1003803","0","0","0","0"
"1003803","0","0","0","10038","1003802","0","1003804","0","0","0","0"
"1003804","0","0","0","10038","1003803","0","0","0","0","0","0"
"1003805","0","0","0","10038","1003804","0","0","0","0","0","0"
"1003901","0","0","10039115","10039","0","0","1003902","0","2020/07/19 12:00:00","0","10039201"
"1003902","0","0","0","10039","1003901","0","1003903","0","0","0","0"
"1003903","0","0","0","10039","1003902","0","1003904","0","0","0","0"
"1003904","0","0","0","10039","1003903","0","0","0","0","0","0"
"1003905","0","0","0","10039","1003904","0","0","0","0","0","0"
"1004001","0","0","10040115","10040","0","0","1004002","0","2020/08/10 12:00:00","0","10040201"
"1004002","0","0","0","10040","1004001","0","1004003","0","0","0","0"
"1004003","0","0","0","10040","1004002","0","1004004","0","0","0","0"
"1004004","0","0","0","10040","1004003","0","0","0","0","0","0"
"1004005","0","0","0","10040","1004004","0","0","0","0","0","0"
"1004101","0","0","10041115","10041","0","0","1004102","0","2020/09/21 12:00:00","0","10041201"
"1004102","0","0","0","10041","1004101","0","1004103","0","0","0","0"
"1004103","0","0","0","10041","1004102","0","1004104","0","0","0","0"
"1004104","0","0","0","10041","1004103","0","0","0","0","0","0"
"1004105","0","0","0","10041","1004104","0","0","0","0","0","0"
"1004201","0","0","10042115","10042","0","0","1004202","0","2020/09/11 16:00:00","0","10042201"
"1004202","0","0","0","10042","1004201","0","1004203","0","0","0","0"
"1004203","0","0","0","10042","1004202","0","1004204","0","0","0","0"
"1004204","0","0","0","10042","1004203","0","0","0","0","0","0"
"1004205","0","0","0","10042","1004204","0","0","0","0","0","0"
"1004301","0","0","10043115","10043","0","0","1004302","0","2020/10/22 12:00:00","0","10043201"
"1004302","0","0","0","10043","1004301","0","1004303","0","0","0","0"
"1004303","0","0","0","10043","1004302","0","1004304","0","0","0","0"
"1004304","0","0","0","10043","1004303","0","0","0","0","0","0"
"1004305","0","0","0","10043","1004304","0","0","0","0","0","0"
"1004401","0","0","10044115","10044","0","0","1004402","0","2020/11/09 12:00:00","0","10044201"
"1004402","0","0","0","10044","1004401","0","1004403","0","0","0","0"
"1004403","0","0","0","10044","1004402","0","1004404","0","0","0","0"
"1004404","0","0","0","10044","1004403","0","0","0","0","0","0"
"1004405","0","0","0","10044","1004404","0","0","0","0","0","0"
"1004501","0","0","10045115","10045","0","0","1004502","0","2020/11/20 12:00:00","0","10045201"
"1004502","0","0","0","10045","1004501","0","1004503","0","0","0","0"
"1004503","0","0","0","10045","1004502","0","1004504","0","0","0","0"
"1004504","0","0","0","10045","1004503","0","0","0","0","0","0"
"1004505","0","0","0","10045","1004504","0","0","0","0","0","0"
"1004601","0","0","10046115","10046","0","0","1004602","0","2020/12/11 12:00:00","0","10046201"
"1004602","0","0","0","10046","1004601","0","1004603","0","0","0","0"
"1004603","0","0","0","10046","1004602","0","1004604","0","0","0","0"
"1004604","0","0","0","10046","1004603","0","0","0","0","0","0"
"1004605","0","0","0","10046","1004604","0","0","0","0","0","0"
"1004701","0","0","10047115","10047","0","0","1004702","0","2020/12/21 12:00:00","0","10047201"
"1004702","0","0","0","10047","1004701","0","1004703","0","0","0","0"
"1004703","0","0","0","10047","1004702","0","1004704","0","0","0","0"
"1004704","0","0","0","10047","1004703","0","0","0","0","0","0"
"1004705","0","0","0","10047","1004704","0","0","0","0","0","0"
"1004801","0","0","10048115","10048","0","0","1004802","0","2021/01/07 12:00:00","0","10048201"
"1004802","0","0","0","10048","1004801","0","1004803","0","0","0","0"
"1004803","0","0","0","10048","1004802","0","1004804","0","0","0","0"
"1004804","0","0","0","10048","1004803","0","0","0","0","0","0"
"1004805","0","0","0","10048","1004804","0","0","0","0","0","0"
"1004901","0","0","10049115","10049","0","0","1004902","0","2021/01/21 12:00:00","0","10049201"
"1004902","0","0","0","10049","1004901","0","1004903","0","0","0","0"
"1004903","0","0","0","10049","1004902","0","1004904","0","0","0","0"
"1004904","0","0","0","10049","1004903","0","0","0","0","0","0"
"1004905","0","0","0","10049","1004904","0","0","0","0","0","0"
"1005001","0","0","10050115","10050","0","0","1005002","0","2021/02/08 12:00:00","0","10050201"
"1005002","0","0","0","10050","1005001","0","1005003","0","0","0","0"
"1005003","0","0","0","10050","1005002","0","1005004","0","0","0","0"
"1005004","0","0","0","10050","1005003","0","0","0","0","0","0"
"1005005","0","0","0","10050","1005004","0","0","0","0","0","0"
"1005101","0","0","10051115","10051","0","0","1005102","0","2021/02/22 12:00:00","0","10051201"
"1005102","0","0","0","10051","1005101","0","1005103","0","0","0","0"
"1005103","0","0","0","10051","1005102","0","1005104","0","0","0","0"
"1005104","0","0","0","10051","1005103","0","0","0","0","0","0"
"1005105","0","0","0","10051","1005104","0","0","0","0","0","0"
"1005201","0","0","10052115","10052","0","0","1005202","0","2021/03/09 12:00:00","0","10052201"
"1005202","0","0","0","10052","1005201","0","1005203","0","0","0","0"
"1005203","0","0","0","10052","1005202","0","1005204","0","0","0","0"
"1005204","0","0","0","10052","1005203","0","0","0","0","0","0"
"1005205","0","0","0","10052","1005204","0","0","0","0","0","0"
"1005301","0","0","10053115","10053","0","0","1005302","0","2021/04/21 12:00:00","0","10053201"
"1005302","0","0","0","10053","1005301","0","1005303","0","0","0","0"
"1005303","0","0","0","10053","1005302","0","1005304","0","0","0","0"
"1005304","0","0","0","10053","1005303","0","0","0","0","0","0"
"1005305","0","0","0","10053","1005304","0","0","0","0","0","0"
"1005401","0","0","10054115","10054","0","0","1005402","0","2021/04/08 12:00:00","0","10054201"
"1005402","0","0","0","10054","1005401","0","1005403","0","0","0","0"
"1005403","0","0","0","10054","1005402","0","1005404","0","0","0","0"
"1005404","0","0","0","10054","1005403","0","0","0","0","0","0"
"1005405","0","0","0","10054","1005404","0","0","0","0","0","0"
"1005501","0","0","10055115","10055","0","0","1005502","0","2021/03/20 12:00:00","0","10055201"
"1005502","0","0","0","10055","1005501","0","1005503","0","0","0","0"
"1005503","0","0","0","10055","1005502","0","1005504","0","0","0","0"
"1005504","0","0","0","10055","1005503","0","0","0","0","0","0"
"1005505","0","0","0","10055","1005504","0","0","0","0","0","0"
"1005601","0","0","10056115","10056","0","0","1005602","0","2021/05/11 12:00:00","0","10056201"
"1005602","0","0","0","10056","1005601","0","1005603","0","0","0","0"
"1005603","0","0","0","10056","1005602","0","1005604","0","0","0","0"
"1005604","0","0","0","10056","1005603","0","0","0","0","0","0"
"1005605","0","0","0","10056","1005604","0","0","0","0","0","0"
"1005701","0","0","10057115","10057","0","0","1005702","0","2021/05/22 12:00:00","0","10057201"
"1005702","0","0","0","10057","1005701","0","1005703","0","0","0","0"
"1005703","0","0","0","10057","1005702","0","1005704","0","0","0","0"
"1005704","0","0","0","10057","1005703","0","0","0","0","0","0"
"1005705","0","0","0","10057","1005704","0","0","0","0","0","0"
"1005801","0","0","10058115","10058","0","0","1005802","0","2021/06/09 12:00:00","0","10058201"
"1005802","0","0","0","10058","1005801","0","1005803","0","0","0","0"
"1005803","0","0","0","10058","1005802","0","1005804","0","0","0","0"
"1005804","0","0","0","10058","1005803","0","0","0","0","0","0"
"1005805","0","0","0","10058","1005804","0","0","0","0","0","0"
"1005901","0","0","10059115","10059","0","0","1005902","0","2021/06/19 12:00:00","0","10059201"
"1005902","0","0","0","10059","1005901","0","1005903","0","0","0","0"
"1005903","0","0","0","10059","1005902","0","1005904","0","0","0","0"
"1005904","0","0","0","10059","1005903","0","0","0","0","0","0"
"1005905","0","0","0","10059","1005904","0","0","0","0","0","0"
"1006001","0","0","10060115","10060","0","0","1006002","0","2021/06/21 12:00:00","0","10060201"
"1006002","0","0","0","10060","1006001","0","1006003","0","0","0","0"
"1006003","0","0","0","10060","1006002","0","1006004","0","0","0","0"
"1006004","0","0","0","10060","1006003","0","0","0","0","0","0"
"1006005","0","0","0","10060","1006004","0","0","0","0","0","0"
"1006101","0","0","10061115","10061","0","0","1006102","0","2021/07/12 12:00:00","0","10061201"
"1006102","0","0","0","10061","1006101","0","1006103","0","0","0","0"
"1006103","0","0","0","10061","1006102","0","1006104","0","0","0","0"
"1006104","0","0","0","10061","1006103","0","0","0","0","0","0"
"1006105","0","0","0","10061","1006104","0","0","0","0","0","0"
"1006201","0","0","10062115","10062","0","0","1006202","0","2021/08/13 12:00:00","0","10062201"
"1006202","0","0","0","10062","1006201","0","1006203","0","0","0","0"
"1006203","0","0","0","10062","1006202","0","1006204","0","0","0","0"
"1006204","0","0","0","10062","1006203","0","0","0","0","0","0"
"1006205","0","0","0","10062","1006204","0","0","0","0","0","0"
"1006301","0","0","10063115","10063","0","0","1006302","0","2021/08/21 12:00:00","0","10063201"
"1006302","0","0","0","10063","1006301","0","1006303","0","0","0","0"
"1006303","0","0","0","10063","1006302","0","1006304","0","0","0","0"
"1006304","0","0","0","10063","1006303","0","0","0","0","0","0"
"1006305","0","0","0","10063","1006304","0","0","0","0","0","0"
"1006401","0","0","10064115","10064","0","0","1006402","0","2021/08/09 12:00:00","0","10064201"
"1006402","0","0","0","10064","1006401","0","1006403","0","0","0","0"
"1006403","0","0","0","10064","1006402","0","1006404","0","0","0","0"
"1006404","0","0","0","10064","1006403","0","0","0","0","0","0"
"1006405","0","0","0","10064","1006404","0","0","0","0","0","0"
"1006501","0","0","10065115","10065","0","0","1006502","0","2021/07/22 12:00:00","0","10065201"
"1006502","0","0","0","10065","1006501","0","1006503","0","0","0","0"
"1006503","0","0","0","10065","1006502","0","1006504","0","0","0","0"
"1006504","0","0","0","10065","1006503","0","0","0","0","0","0"
"1006505","0","0","0","10065","1006504","0","0","0","0","0","0"
"1006601","0","0","10066115","10066","0","0","1006602","0","2021/09/08 12:00:00","0","10066201"
"1006602","0","0","0","10066","1006601","0","1006603","0","0","0","0"
"1006603","0","0","0","10066","1006602","0","1006604","0","0","0","0"
"1006604","0","0","0","10066","1006603","0","0","0","0","0","0"
"1006605","0","0","0","10066","1006604","0","0","0","0","0","0"
"1006701","0","0","10067115","10067","0","0","1006702","0","2021/09/20 12:00:00","0","10067201"
"1006702","0","0","0","10067","1006701","0","1006703","0","0","0","0"
"1006703","0","0","0","10067","1006702","0","1006704","0","0","0","0"
"1006704","0","0","0","10067","1006703","0","0","0","0","0","0"
"1006705","0","0","0","10067","1006704","0","0","0","0","0","0"
"1006801","0","0","10068115","10068","0","0","1006802","0","2021/10/08 12:00:00","0","10068201"
"1006802","0","0","0","10068","1006801","0","1006803","0","0","0","0"
"1006803","0","0","0","10068","1006802","0","1006804","0","0","0","0"
"1006804","0","0","0","10068","1006803","0","0","0","0","0","0"
"1006805","0","0","0","10068","1006804","0","0","0","0","0","0"
"1006901","0","0","10069115","10069","0","0","1006902","0","2021/10/21 12:00:00","0","10069201"
"1006902","0","0","0","10069","1006901","0","1006903","0","0","0","0"
"1006903","0","0","0","10069","1006902","0","1006904","0","0","0","0"
"1006904","0","0","0","10069","1006903","0","0","0","0","0","0"
"1006905","0","0","0","10069","1006904","0","0","0","0","0","0"
"1007001","0","0","10070115","10070","0","0","1007002","0","2021/11/08 12:00:00","0","10070201"
"1007002","0","0","0","10070","1007001","0","1007003","0","0","0","0"
"1007003","0","0","0","10070","1007002","0","1007004","0","0","0","0"
"1007004","0","0","0","10070","1007003","0","0","0","0","0","0"
"1007005","0","0","0","10070","1007004","0","0","0","0","0","0"
"1007101","0","0","10071115","10071","0","0","1007102","0","2021/11/21 12:00:00","0","10071201"
"1007102","0","0","0","10071","1007101","0","1007103","0","0","0","0"
"1007103","0","0","0","10071","1007102","0","1007104","0","0","0","0"
"1007104","0","0","0","10071","1007103","0","0","0","0","0","0"
"1007105","0","0","0","10071","1007104","0","0","0","0","0","0"
"1007201","0","0","10072115","10072","0","0","1007202","0","2021/12/09 12:00:00","0","10072201"
"1007202","0","0","0","10072","1007201","0","1007203","0","0","0","0"
"1007203","0","0","0","10072","1007202","0","1007204","0","0","0","0"
"1007204","0","0","0","10072","1007203","0","0","0","0","0","0"
"1007205","0","0","0","10072","1007204","0","0","0","0","0","0"
"1007301","0","0","10073115","10073","0","0","1007302","0","2021/12/20 12:00:00","0","10073201"
"1007302","0","0","0","10073","1007301","0","1007303","0","0","0","0"
"1007303","0","0","0","10073","1007302","0","1007304","0","0","0","0"
"1007304","0","0","0","10073","1007303","0","0","0","0","0","0"
"1007305","0","0","0","10073","1007304","0","0","0","0","0","0"
"1007401","0","0","10074115","10074","0","0","1007402","0","2022/01/10 12:00:00","0","10074201"
"1007402","0","0","0","10074","1007401","0","1007403","0","0","0","0"
"1007403","0","0","0","10074","1007402","0","1007404","0","0","0","0"
"1007404","0","0","0","10074","1007403","0","0","0","0","0","0"
"1007405","0","0","0","10074","1007404","0","0","0","0","0","0"
"1007501","0","0","10075115","10075","0","0","1007502","0","2022/01/22 12:00:00","0","10075201"
"1007502","0","0","0","10075","1007501","0","1007503","0","0","0","0"
"1007503","0","0","0","10075","1007502","0","1007504","0","0","0","0"
"1007504","0","0","0","10075","1007503","0","0","0","0","0","0"
"1007505","0","0","0","10075","1007504","0","0","0","0","0","0"
"1007601","0","0","10076115","10076","0","0","1007602","0","2022/02/08 12:00:00","0","10076201"
"1007602","0","0","0","10076","1007601","0","1007603","0","0","0","0"
"1007603","0","0","0","10076","1007602","0","1007604","0","0","0","0"
"1007604","0","0","0","10076","1007603","0","0","0","0","0","0"
"1007605","0","0","0","10076","1007604","0","0","0","0","0","0"
"1007701","0","0","10077115","10077","0","0","1007702","0","2022/02/19 12:00:00","0","10077201"
"1007702","0","0","0","10077","1007701","0","1007703","0","0","0","0"
"1007703","0","0","0","10077","1007702","0","1007704","0","0","0","0"
"1007704","0","0","0","10077","1007703","0","0","0","0","0","0"
"1007705","0","0","0","10077","1007704","0","0","0","0","0","0"
"1007801","0","0","10078115","10078","0","0","1007802","0","2022/03/08 12:00:00","0","10078201"
"1007802","0","0","0","10078","1007801","0","1007803","0","0","0","0"
"1007803","0","0","0","10078","1007802","0","1007804","0","0","0","0"
"1007804","0","0","0","10078","1007803","0","0","0","0","0","0"
"1007805","0","0","0","10078","1007804","0","0","0","0","0","0"
"1007901","0","0","10079115","10079","0","0","1007902","0","2022/03/21 12:00:00","0","10079201"
"1007902","0","0","0","10079","1007901","0","1007903","0","0","0","0"
"1007903","0","0","0","10079","1007902","0","1007904","0","0","0","0"
"1007904","0","0","0","10079","1007903","0","0","0","0","0","0"
"1007905","0","0","0","10079","1007904","0","0","0","0","0","0"
"1008001","0","0","10080115","10080","0","0","1008002","0","2022/04/08 12:00:00","0","10080201"
"1008002","0","0","0","10080","1008001","0","1008003","0","0","0","0"
"1008003","0","0","0","10080","1008002","0","1008004","0","0","0","0"
"1008004","0","0","0","10080","1008003","0","0","0","0","0","0"
"1008005","0","0","0","10080","1008004","0","0","0","0","0","0"
"1008101","0","0","10081115","10081","0","0","1008102","0","2022/04/21 12:00:00","0","10081201"
"1008102","0","0","0","10081","1008101","0","1008103","0","0","0","0"
"1008103","0","0","0","10081","1008102","0","1008104","0","0","0","0"
"1008104","0","0","0","10081","1008103","0","0","0","0","0","0"
"1008105","0","0","0","10081","1008104","0","0","0","0","0","0"
"1008201","0","0","10082115","10082","0","0","1008202","0","2022/05/09 12:00:00","0","10082201"
"1008202","0","0","0","10082","1008201","0","1008203","0","0","0","0"
"1008203","0","0","0","10082","1008202","0","1008204","0","0","0","0"
"1008204","0","0","0","10082","1008203","0","0","0","0","0","0"
"1008205","0","0","0","10082","1008204","0","0","0","0","0","0"
"1008301","0","0","10083115","10083","0","0","1008302","0","2022/05/22 12:00:00","0","10083201"
"1008302","0","0","0","10083","1008301","0","1008303","0","0","0","0"
"1008303","0","0","0","10083","1008302","0","1008304","0","0","0","0"
"1008304","0","0","0","10083","1008303","0","0","0","0","0","0"
"1008305","0","0","0","10083","1008304","0","0","0","0","0","0"
