f7b81ee57143bb2c4107260b9e5ca008f9a80a24e389ceb84dc99dc96ec4b2b0,7bd5e9d5198a9390bb989cf9013d3f317b01fd45da40ddfacc1d166dfef382fb,701b630b1d99d1de2fe5a577cef6a01033a39e6e6a1ec0ad22d42eecc98ee497,c644a3d67467308d409d81d128548475d9faad4eecbf89d1ea0bdfe967e4a7e4,5536159d09ac052cb83e1e55a68e6b80aea1315bf5586d7688e2be5b21026af5,ed9b3eff0d18fc15feaaae4574437624edd4751ec9ee1de638d36edfd74d6284,d9b4262d7d957d0f4390a0f046a980f48a1869bb95413507e774858909f89ade,d95e6e81bfe16e058ef3730cd2d61d0ae370baaf425dc00d72cc123f97602677,6f82d88a064f1d98380343ec493dc90753b57498e32fb036547a8bc48cc0cd47,f067df64ec5bb8f889a45a785752afd030d21e724fd1ce7ad641a27a29dd83e9,121040c64dba17b9ede1e172b23a5ad96c8a6ec635a64a4394dd728457de3918,6c43622e37cff844f4345eb73e334c20e059a10e688d2385298314b11bb66b37,b27bac62283e08aa686bbb17274ba460bd1c10b8c6615fda1179d19195abc07f,9f8787db21b69953a074ff5a8898efcc8c639a56fceb842ed19cedca92f291dc
"-470","3","涅妃‧涅羅","2024/07/23 15:59:59","1","0","2024/04/16 16:00:00","歡迎光臨\n用巡遊幣在這裡進行交換吧","10011","2002","1","1","129701","0"
"-470","3","涅妃‧涅羅","2024/07/23 15:59:59","2","6.2","2024/04/16 16:00:00","話說回來，\n要花多少錢才能買到你呢？\n──呵呵，開玩笑的","10012","2002","2","1","129701","0"
"-470","4","華音","2024/10/23 15:59:59","3","3.1","2024/07/16 16:00:00","歡、歡迎光臨！\n……唔……本小姐\n竟然要顧店……真是屈辱。","10013","2002","1","5","130301","0"
"-470","4","華音","2024/10/23 15:59:59","3","6.15","2024/07/16 16:00:00","哎呀，你需要我嗎？\n真遺憾，用那點錢\n……就可以買了嗎！？","10014","2002","2","2","130301","0"
"-470","4","拿娜","2024/10/23 15:59:59","2","0","2024/07/16 16:00:00","歡迎光臨～♪\n聽說可以交換\n巡遊幣──？","10015","2002","1","2","130401","0"
"-470","4","拿娜","2024/10/23 15:59:59","2","3.35","2024/07/16 16:00:00","要是給我甜食，\n就給你拿娜撿到的\n松果作為謝禮喔！","10016","2002","2","1","130401","0"
"-470","5","鳳凰","2025/01/23 15:59:59","1","0","2024/10/16 16:00:00","歡迎光臨本店。\n就由本鳳凰\n為大家獻上祝福吧。","10017","2002","1","1","130502","0"
"-470","5","鳳凰","2025/01/23 15:59:59","2","3.18","2024/10/16 16:00:00","我可沒有對外販售\n稱呼小鳳的權利哦？\n這是騎士先生的特別待遇！","10018","2002","2","1","130502","0"
"-470","5","鳳凰","2025/01/23 15:59:59","4","0","2024/10/16 16:00:00","唔啊啊啊！\n又變成這副模樣了！\n拜託捐贈點什麼吧～！","10019","2002","3","4","130503","0"
"-470","5","涅婭","2025/01/23 15:59:59","1","4.9","2024/10/16 16:00:00","你好～♪\n什麼都可以交換～\n小卡里莎除外。","10020","2002","1","2","123301","0"
"-470","5","涅婭","2025/01/23 15:59:59","1","4.8","2024/10/16 16:00:00","順便問一下，\n小騎士要多少盧幣呀？\n說‧真‧的♡","10021","2002","2","2","123301","0"
"-470","6","卡里莎","2025/04/24 15:59:59","3","4.922","2025/01/16 16:00:00","哼，為什麼我得當\n店員……別過來，黃的，\n我可不是商品啊！","10022","2002","1","1","133301","0"
"-470","6","卡里莎","2025/04/24 15:59:59","3","9.638","2025/01/16 16:00:00","一、一定要說不可嗎？\n「……歡迎光臨……」\n可惡，不准笑！","10023","2002","2","5","133301","0"
"-470","6","米亞","2025/04/24 15:59:59","1","2.88","2025/01/16 16:00:00","歡迎光臨商店～\n就由有如涅羅殿下之心腹的\n我來擔任店員～","10024","2002","1","2","133401","0"
"-470","6","米亞","2025/04/24 15:59:59","5","4.818","2025/01/16 16:00:00","我蛻下的空殼\n會有人想要嗎～\n我是在說笑的啦！","10025","2002","2","1","133401","0"
"-470","7","格蕾斯","2025/07/23 15:59:59","2","1.78","2025/04/17 16:00:00","歡迎光臨。\n好啦騎士氏。你想要什麼東西\n當下地獄的伴手禮呢？","10026","2002","1","1","133002","0"
"-470","7","格蕾斯","2025/07/23 15:59:59","1","6.15","2025/04/17 16:00:00","每次購買商品時，\n都會給你小格蕾點數。\n我開玩笑的啦。","10027","2002","2","7","133002","0"
"-470","7","薇歐莉特","2025/07/23 15:59:59","6","4.28","2025/04/17 16:00:00","歡迎光臨。\n……接待客人\n是像這樣子做就可以了嗎？","10028","2002","1","2","133102","0"
"-470","7","薇歐莉特","2025/07/23 15:59:59","1","0","2025/04/17 16:00:00","因為這裡沒有\n潮濕的商品，\n所以請放心選購。","10029","2002","2","1","133102","0"
"-470","8","璐璐伊","2025/10/17 15:59:59","2","5.53","2025/07/16 16:00:00","歡迎光臨，\n需要什麼嗎？\n也有賣章魚燒滴喔！","10030","2002","1","1","136902","0"
"-470","8","璐璐伊","2025/10/17 15:59:59","9","6.05","2025/07/16 16:00:00","那枚硬幣……亮晶晶的，\n會害偶想收集，\n會被罵的……","10031","2002","2","7","136902","0"
"-470","8","杜蘭","2025/10/17 15:59:59","2","0","2025/07/16 16:00:00","既然是公主的朋友，\n以禮款待就是爺爺我的職責。\n來，說說看想要什麼？","10032","2002","1","1","137001","0"
"-470","8","杜蘭","2025/10/17 15:59:59","2","0","2025/07/16 16:00:00","能不能別拿巡遊幣，\n換成拿首級來支付呢？\n……此乃玩笑哦？","10033","2002","2","1","137001","0"
"-470","9","剎鬼","2026/01/17 15:59:59","2","0","2025/10/10 16:00:00","喲，\n喜歡什麼就拿來吧。","10034","2002","1","2","135902","0"
"-470","9","剎鬼","2026/01/17 15:59:59","1","4.935","2025/10/10 16:00:00","別做出把錢留到隔天\n那樣掃興的事啊，\n要是運氣耗盡了可別怪我沒提醒你喔。","10035","2002","2","6","135902","0"
"-470","9","雪野","2026/01/17 15:59:59","2","7.441","2025/10/10 16:00:00","歡、歡、歡迎光臨……\n你有什麼想要的東西嗎？\n刨、刨冰之類的怎麼樣……？","10036","2002","1","5","135802","0"
"-470","9","雪野","2026/01/17 15:59:59","7","0","2025/10/10 16:00:00","別、別那樣看儂……\n儂可不是拿來賣的\n東西喔……？","10037","2002","2","7","135802","0"
