0a59146a4f680aebe602f52deee73a3a5c4db58409bbc6c921553d14184c3ec1,6cccc86ab2ac3fc5cc819b31b3a24dec07d370ed03568d2e2995502c90549dd6,102c2f7ae133e4a5098fe931b0e0fc4eecaeb15320f257adf725768bcfd08f46,7497056f3dcca7224260e2d0e5fc254bf5b2b6e4067a7d9d56a37172e7ae113b,77cf3514cab6d6c85a58ae01e7024598286af8605cedd55a1da74c053a70f15d,3201e39edf12788a6d8543499a50b030a021c4180c86b6690606a914dd17143f,a0754d1a6e8df4875faae24597dff74ab91cb466dc450b6d1219bfff7476bc14,78574c3681722bb1db02bbf8e10f37908abb0e32c8c7d5fa9487abbc75256dfb,57917dccc8f044ff0c379c7fc6cf2e82bc3bd89d7f123c7ee6d0feac20423c6a,554daa1b59ad60b8dc82a634745db48e13bfea97075e41a76c3f851074aca14f,ab21ebf12d6512005ccd14bac97109e846674f5686033ca755ba8c3095631a0c,20761242ff76d1ce0bfae5707b7626c9efbb9830544476978e5936b0ce339111,7288deccea4949c4ccb3387517712a978147c0818fb1d827169a6963626a362d
"1","","3511001","1","4","3","","2","0","","","0","1"
"1","純淨記憶碎片","3511002","0","0","0","記憶碎片","0","1","公主寶珠","公主之心","0","1"
"1","將軍","3520001","0","0","0","演員","0","0","欠行","順子","0","1"
"1","雙六","3520002","0","0","0","麻將","0","1","骰寶","花牌","0","1"
"1","紅眼啤酒","3520003","0","0","0","螺絲起子","0","0","血腥瑪麗","琴通寧","0","1"
"1","小提琴","3520004","0","0","0","大提琴","0","1","中提琴","吉他","0","1"
"1","吃到一半把筷子平放在碗上","3520005","0","0","0","用筷子刺食物","0","1","舉筷不定","蓋筷","0","1"
"1","落語","3520006","0","0","0","漫才","0","1","相聲","歌舞伎","1","0"
"1","玉米","3520009","0","0","0","小麥","0","1","馬鈴薯","燕麥","0","1"
"1","Grand","3520010","0","0","0","Electric","0","1","Upright","Great","0","1"
"1","梅","3520011","0","0","0","桃","0","0","櫻","椿","0","1"
"1","D","3520012","0","0","0","K","0","0","C","Q","0","1"
"1","白色","3520015","0","0","0","灰色","0","1","黑色","紅色","0","1"
"1","U","3520016","0","0","0","V","0","1","S","E","0","1"
"1","薄荷","3521001","0","0","0","巧克力","0","0","香草","草莓","0","1"
"1","葡萄","3521002","0","0","0","奇異果","0","1","草莓","哈密瓜","0","1"
"1","紅色","3530001","0","0","0","1～12","0","1","奇數","40","0","1"
"1","蜂蜜","3530002","0","0","0","母乳","0","0","果泥","堅果","1","0"
"1","巴拉萊卡琴","3530003","0","0","0","吉他","0","0","三味線","貝斯","0","1"
"1","A","3530005","0","0","0","９","0","0","J","２","0","1"
"1","Copy","3530006","0","0","0","Creative","0","0","Carbon","Call","0","1"
"1","旦","3530007","0","0","0","靜","0","0","生","妞","0","1"
"1","Color","3530008","0","0","0","Carat","0","1","Cut","Cabon","0","1"
"1","5000","3530010","0","0","0","1000","0","1","10000","2500","0","1"
"1","短笛","3530011","0","0","0","雙簧管","0","0","長笛","單簧管","0","1"
"1","同花","3530012","0","0","0","葫蘆","0","1","順子","三對","0","1"
"1","吹牛","3530013","0","0","0","大富豪","0","1","21點","遊艇","0","1"
"1","蝶","3530016","0","0","0","鯉","0","0","豬","銀杏","0","1"
"1","七七香","3531001","0","0","0","鏡華","0","1","智","栞","1","0"
"1","奢侈鯛魚燒","3531002","0","0","0","彩虹鯛魚燒","0","0","包果凍紅豆鯛魚燒","白金鯛魚燒","0","1"
"1","單槓","3610003","0","0","0","平衡木","0","1","舞蹈","吊環","1","0"
"1","球拍","3610004","0","0","0","球棒","0","0","連指手套","棒球手套","0","1"
"1","棒球","3610005","0","0","0","足球","0","0","網球","籃球","0","1"
"1","弓道","3610006","0","0","0","劍道","0","0","射箭","袋棍球","0","1"
"1","滑雪","3610007","0","0","0","摔角","0","0","游泳","柔道","0","1"
"1","羽球","3610008","0","0","0","網球","0","1","排球","籃球","0","1"
"1","溜冰","3610010","0","0","0","網球","0","0","滑雪","衝浪","0","1"
"1","前鋒","3610011","0","0","0","中場","0","1","守門員","後衛","1","0"
"1","足球","3610012","0","0","0","網球","0","0","冰上曲棍球","棒球","0","1"
"1","擊劍","3610013","0","0","0","摔角","0","0","劍道","跳傘","0","1"
"1","柔道","3610014","0","0","0","拳擊","0","1","摔角","劍道","0","1"
"1","浮潛","3610015","0","0","0","跳傘","0","0","衝浪","拳擊","0","1"
"1","黑月守護像","3611001","0","0","0","波賽頓‧嵐擊之槍","0","1","狂怒綠龍","賈巴沃克","0","1"
"1","空花","3611002","0","0","0","莉瑪","0","0","望","宮子","0","1"
"1","50m","3620001","0","0","0","100m","0","0","25m","15m","0","1"
"1","刺","3620002","0","0","0","掃堂腿","0","0","雙刀流","出到場外","0","1"
"1","胴","3620003","0","0","0","小手","0","1","面","小腿","0","1"
"1","腹滾式","3620006","0","0","0","剪式","0","1","背越式","三段式","0","1"
"1","Count-up","3620007","0","0","0","Zero One","0","1","板球","倒數","0","1"
"0","正四角形","3620008","0","0","0","正五角形","0","1","正三角形","正六角形","1","0"
"1","白色","3620009","0","0","0","黑色","0","0","紅色","藍色","0","1"
"1","腳踏車","3620010","0","0","0","長跑","0","1","游泳","鉛球","0","1"
"1","７號球","3620013","0","0","0","５號球","0","0","９號球","11號球","0","1"
"1","硬舉","3620014","0","0","0","深蹲","0","1","引體向上","臥推","1","0"
"1","Second Baseman","3620015","0","0","0","Left Fielder","0","0","First Baseman","Right Fielder","0","1"
"1","自由式","3620016","0","0","0","組隊","0","0","希羅式角力","全方位","0","1"
"1","法師石像鬼","3621001","0","0","0","石像鬼‧炸裂","0","0","石像鬼‧魔幻","石像鬼","0","1"
"1","咲戀（夏日）","3621002","0","0","0","花凜","0","1","莫妮卡","愛梅斯","0","1"
"0","５號","3630001","0","0","0","７號","0","1","１號","10號","1","0"
"1","極限運動","3630003","0","0","0","釣魚","0","0","板球","火箭","0","1"
"1","羽毛球","3630004","0","0","0","回力球","0","1","排球","網球","1","0"
"0","下旋式發球","3630005","0","0","0","吊臂式發球","0","0","平擊式發球","側旋式發球","1","1"
"1","副將","3630006","0","0","0","准將","0","0","大將","將軍","0","1"
"1","打者","3630007","0","0","0","投手","0","0","捕手","游擊手","0","1"
"1","關脇","3630008","0","0","0","小結","0","1","大關","橫綱","0","1"
"1","跳馬","3630010","0","0","0","單槓","0","0","地板","雙槓","0","1"
"1","橫拍","3630012","0","0","0","側拍","0","0","直拍","斜拍","0","1"
"1","大前鋒","3630013","0","0","0","進攻後衛","0","0","得分後衛","中場","0","1"
"1","中衛","3630014","0","0","0","線衛","0","1","跑衛","得分後衛","0","1"
"1","舉球員","3630016","0","0","0","扣球員","0","0","自由球員","中央阻擋","0","1"
"1","水靈破壞者","3631001","0","0","0","湛藍之血","0","0","蒼海之斧‧諾亞","蓋亞戰斧","0","1"
"1","颶風‧愛與夢","3631002","0","0","0","利維坦之槍","0","1","延展愛意","霸海姬‧龍征冥風裂波斬","0","1"
