866c259f8965e2206dd8bc1866f07dba045977424f1075b87c0dce643658977b,c5be1e3c854fdd68d20943624bdd43baecaa9035a9ebe468e7ddf0666147e5ac,d56e5ae91a7b979010afe9cca7fbf58b9c7398d02473a2c56a3b72869551f1ab,c27539c776fb21999539fec1f1cc8f76ff1dd4f6a754299cf96f11032a282171,3a7058fb84e2a27ab4a1f58ece951e6a6f1d38ab3dfae2ff60e59d43ad64e563,0c6432f26cfbb932444a779827b86e7fe660f9ac17fc952680966c16894e838a,0728ec4499371eb24f67e45eb4ab4d53cd11b3636c5ce7b9381fe36cee9b6f3b,4a9f72cd45b2637bdc199d2329a239c0955e988862a7cced21ea5b36d184fc31,236d31c2cca1151435dee941b540c3232b27739e6e6a5a8f8b7e423ac1bbc2a4,e14819837fc7ecee16a05a1ccf3c3366f4247cd3d460bc62d85766eacea02c5b,4c0b30c3639d03c5bbb7e279cb1ee3a45192e9360ceaa41bc1c7d6a77bd19c75,fa5a414225a5ffcfdc282eb5ad2a2d4a9d1515b4b21079a7c5da3bcb1d8ef211,361df0706d38ea6718bc9a200f48ea3a39ff96acc39bb3a0806a7ae0c1cc375e,8b7806f8b6db0617035d8bf373578a17295ee0ffd8d069d9c0cf44e76a128e52,427b3faaf72f2784af82a5410681fa1eb4557a7e17c14775cad635e8eb83bc49,20d9dd3b50b72a8153feaa6ce61cb9851577c1daf1ad9930c42b8ee4b8bb58d8,27c8c5181990849c9f2e9aebedffe45e521bf16d3ce1ffdead775e19684b4f33,03b824a9a1116588ae6c1cefbdff1391977c0a036e2c530f333c648991b1bc56,8d5f25b63275b1b91ae041c5ee5959fb284e227e9aedda9c323665a8be31e6c9,e62f9bdb96931a565c85f2859f33a002d660c173b9bfcadae9cf64217b42040a,e074874db13f23f2f13d32af7d224a63d1f0f64f495d635cf56fbc7bf3b665ae,cdb10f46fef9d567ecb375d33d249f4da3d3239641313f044ad3645666d53ef6,a6e99e8738550ed4ab49299622466722f08a5f4338b722c93e9fefccf2df3c9f,18f4c596a8805e6d24f69c5517da0a160a4ffefb261f039019b7329d15297cc7,b9ac1328a6a726aff9b0e6f640f3580d9b114ae54fa5416b60ddaf934a57f07d,66bc197c5f26ed8d5e5067959619212f5a332ce9d95f20eca15b6366d25f35da,55a71b8880675d3faf558b5570d4babb060b256078c4ae1383f2c5f746f10af6,3ff33e5f7e1ae9dae42a4f357dd42ddb152ebdd8fed355391b260a0ff99e9bd5,b74649cbb08300e32abb6339e75f51ef7f9f2e0e8d24116a0c089030a2dfd211,7bd4cfbeab79ae7035e83d8180d09784647d759d3213cda640d5dd9d5bda14a1,bfa7d63f94ce1d77d4586bba45c9d114b24bc37a8999091cbe04e400c0d28adb,d65c3896abd61613c2f94a220cd192681056bbadd0fba167009694127ca5cf70,5fc57b281d90fcbf8f23d1e0a6d1508a908d390bc07ffb86c1d8979bd246ed25,a2a027e6e5aae7465c204d3a3abcb12e319918fc08b52084d3e620f41b690eda,adc7c89c45f39648364af0c54e843142bc2ab60294d7b280843b43a0f2cb05ba,5ea2b7c3eef1572e5071146f0e76d5733e3f1bae363577ead3ccb13dfa832989,1088dd7ec91bc0506912b23d9dda5620bc1fe5468c38ae549ce855f759120960,d974f703c56fb44b6294bd65a3cabc76359fdf27d7b88fd45a5840e0ff4b2550,be4cec6b806b6a8ed5413dfb80e86e85adc7ac754344833b293d23410b2fee83,d582bc6ade4f50293a1f06f41046222d1bd2f30beb685b957825ff264db0daa6,4d8967569835cfd6fea3a7f613d470d5bb19a424c7ea37d04abe72c5bd8ea758,1770a6210e0f4ee9a93438d82b24df51e90d4f102ba5e0d6be460a1f2022620b,585f40bcc239df129d6cf20aefd2ec4c31b0fdb13e15212d9d8b607da4bd33ff,720d991c71c549326255886d784975b09303ec5d6b4c033256711c87b26aafd9
"10","90","塔爾格姆地區 1-13","0","10","0","1","20","0","0","bgm_M41","0","100043","100041","650250013","0","650250012","bgm_M41","bgm_M41","0","100041","0","bgm_M41","0","650250011","10","13","20001101","0","20001","0","150","650001126","650001113","470","0","100040","100042","bgm_M41","bgm_M41","20001113","0","0","0"
"10","90","塔爾格姆地區 1-14","0","10","0","1","-100","0","0","bgm_M41","0","100093","100091","650260013","0","650260012","bgm_M41","bgm_M41","0","100091","0","bgm_M41","0","650260011","10","14","20001101","0","20001","0","150","650001127","650001114","570","0","100030","100092","bgm_M41","bgm_M41","20001114","0","0","0"
"10","90","塔爾格姆地區 1-15","0","10","0","1","74","0","0","bgm_M41","0","100093","100091","650280013","0","650280012","bgm_M41","bgm_M41","0","100091","0","bgm_M41","0","650280011","10","15","20001101","0","20001","0","150","650001123","650001115","649","0","100030","100092","bgm_M41","bgm_M41","20001115","0","0","0"
"16","90","塔爾格姆地區 1-1","0","16","0","1","-12","54","0","bgm_M41","0","100369","100367","650280023","0","650280022","bgm_M41","bgm_M41","31012","100367","1","bgm_M41","0","650280021","10","16","20001201","5","20001","0","240","650001121","650001116","-571","0","100020","100368","bgm_M41","bgm_M41","20001201","0","0","2"
"16","90","塔爾格姆地區 1-2","0","16","0","1","-148","54","0","bgm_M41","0","100773","100771","650300013","0","650300012","bgm_M41","bgm_M41","31038","100771","1","bgm_M41","0","650300011","10","17","20001201","5","20001","0","240","650001121","650001117","-319","0","100060","100772","bgm_M41","bgm_M41","20001202","0","0","2"
"18","90","塔爾格姆地區 1-3","0","18","0","1","34","54","0","bgm_M41","0","100453","100451","650330013","0","650330012","bgm_M41","bgm_M41","31012","100451","1","bgm_M41","0","650330011","10","18","20001201","5","20001","0","270","650001121","650001118","-107","0","100090","100452","bgm_M41","bgm_M41","20001203","0","0","2"
"18","90","塔爾格姆地區 1-4","0","18","0","1","110","54","0","bgm_M41","0","100733","100731","650350013","0","650350012","bgm_M41","bgm_M41","31038","100731","1","bgm_M41","0","650350011","10","19","20001201","5","20001","0","270","650001121","650001119","140","0","100070","100732","bgm_M41","bgm_M41","20001204","0","0","2"
"20","90","塔爾格姆地區 1-5","0","20","0","1","-90","54","0","bgm_M41","0","100383","100381","650380013","0","650380012","bgm_M41","bgm_M41","31012","100381","1","bgm_M41","0","650380011","10","20","20001201","5","20001","0","300","650001121","650001120","310","0","100030","100382","bgm_M41","bgm_M41","20001205","0","0","2"
"8","90","馬席納地區 1-1","0","8","0","1","-120","0","0","bgm_M41","0","100063","100061","650002013","0","650002012","bgm_M41","bgm_M41","0","100061","0","bgm_M41","0","650002011","8","1","20002101","0","20002","0","120","650002124","650002101","-820","0","100010","100062","bgm_M41","bgm_M41","20002101","0","0","0"
"8","90","馬席納地區 1-2","0","8","0","1","20","0","0","bgm_M41","0","100016","100014","650002023","0","650002022","bgm_M41","bgm_M41","0","100014","0","bgm_M41","0","650002021","8","2","20002101","0","20002","0","120","650002125","650002102","-710","0","100020","100015","bgm_M41","bgm_M41","20002102","0","0","0"
"8","90","馬席納地區 1-3","0","8","0","1","-120","0","0","bgm_M41","0","100063","100061","650002033","0","650002032","bgm_M41","bgm_M41","0","100061","0","bgm_M41","0","650002031","8","3","20002101","0","20002","0","120","650002126","650002103","-580","0","100010","100062","bgm_M41","bgm_M41","20002103","0","0","0"
"8","90","馬席納地區 1-4","0","8","0","1","50","0","0","bgm_M41","0","100016","100014","650002043","0","650002042","bgm_M41","bgm_M41","0","100014","0","bgm_M41","0","650002041","8","4","20002101","0","20002","0","120","650002127","650002104","-510","0","100020","100015","bgm_M41","bgm_M41","20002104","0","0","0"
"8","90","馬席納地區 1-5","0","8","0","1","-60","0","0","bgm_M41","0","100043","100041","650002053","0","650002052","bgm_M41","bgm_M41","0","100041","0","bgm_M41","0","650002051","8","5","20002101","0","20002","0","120","650002123","650002105","-430","0","100040","100042","bgm_M41","bgm_M41","20002105","0","0","0"
"9","90","馬席納地區 1-6","0","9","0","1","-150","0","0","bgm_M41","0","100023","100021","650002063","0","650002062","bgm_M41","bgm_M41","0","100021","0","bgm_M41","0","650002061","9","6","20002101","0","20002","0","135","650002124","650002106","-340","0","100050","100022","bgm_M41","bgm_M41","20002106","0","0","0"
"9","90","馬席納地區 1-7","0","9","0","1","-80","0","0","bgm_M41","0","100203","100201","650002073","0","650002072","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650002071","9","7","20002101","0","20002","0","135","650002125","650002107","-215","0","100110","100202","bgm_M41","bgm_M41","20002107","0","0","0"
"9","90","馬席納地區 1-8","0","9","0","1","-110","0","0","bgm_M41","0","100203","100201","650002083","0","650002082","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650002081","9","8","20002101","0","20002","0","135","650002126","650002108","-75","0","100110","100202","bgm_M41","bgm_M41","20002108","0","0","0"
"9","90","馬席納地區 1-9","0","9","0","1","-50","0","0","bgm_M41","0","100203","100201","650002093","0","650002092","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650002091","9","9","20002101","0","20002","0","135","650002127","650002109","45","0","100110","100202","bgm_M41","bgm_M41","20002109","0","0","0"
"9","90","馬席納地區 1-10","0","9","0","1","40","0","0","bgm_M41","0","100063","100061","650002103","0","650002102","bgm_M41","bgm_M41","0","100061","0","bgm_M41","0","650002101","9","10","20002101","0","20002","0","135","650002122","650002110","150","0","100010","100062","bgm_M41","bgm_M41","20002110","0","0","0"
"10","90","馬席納地區 1-11","0","10","0","1","-70","0","0","bgm_M41","0","100173","100171","650002113","0","650002112","bgm_M41","bgm_M41","0","100171","0","bgm_M41","0","650002111","10","11","20002101","0","20002","0","150","650002124","650002111","260","0","100070","100172","bgm_M41","bgm_M41","20002111","0","0","0"
"10","90","馬席納地區 1-12","0","10","0","1","30","0","0","bgm_M41","0","100153","100151","650002123","0","650002122","bgm_M41","bgm_M41","0","100151","0","bgm_M41","0","650002121","10","12","20002101","0","20002","0","150","650002125","650002112","380","0","100120","100152","bgm_M41","bgm_M41","20002112","0","0","0"
"10","90","馬席納地區 1-13","0","10","0","1","-100","0","0","bgm_M41","0","101143","101141","650002133","0","650002132","bgm_M41","bgm_M41","0","101141","0","bgm_M41","0","650002131","10","13","20002101","0","20002","0","150","650002126","650002113","470","0","100080","101142","bgm_M41","bgm_M41","20002113","0","0","0"
"10","90","馬席納地區 1-14","0","10","0","1","40","0","0","bgm_M41","0","101143","101141","650002143","0","650002142","bgm_M41","bgm_M41","0","101141","0","bgm_M41","0","650002141","10","14","20002101","0","20002","0","150","650002127","650002114","570","0","100080","101142","bgm_M41","bgm_M41","20002114","0","0","0"
"10","90","馬席納地區 1-15","0","10","0","1","-70","0","0","bgm_M41","0","101143","101141","650002153","0","650002152","bgm_M41","bgm_M41","0","101141","0","bgm_M41","0","650002151","10","15","20002101","0","20002","0","150","650002123","650002115","680","0","100080","101142","bgm_M41","bgm_M41","20002115","0","0","0"
"16","90","馬席納地區 1-1","0","16","0","1","-10","54","0","bgm_M41","0","100473","100471","650002163","0","650002162","bgm_M41","bgm_M41","31020","100471","1","bgm_M41","0","650002161","10","16","20002201","5","20002","0","240","650002121","650002116","-450","0","100110","100472","bgm_M41","bgm_M41","20002201","0","0","2"
"16","90","馬席納地區 1-2","0","16","0","1","-100","54","0","bgm_M41","0","100813","100811","650002173","0","650002172","bgm_M41","bgm_M41","31004","100811","1","bgm_M41","0","650002171","10","17","20002201","5","20002","0","240","650002121","650002117","-250","0","100070","100812","bgm_M41","bgm_M41","20002202","0","0","2"
"18","90","馬席納地區 1-3","0","18","0","1","20","54","0","bgm_M41","0","100793","100791","650002183","0","650002182","bgm_M41","bgm_M41","31020","100791","1","bgm_M41","0","650002181","10","18","20002201","5","20002","0","270","650002121","650002118","-50","0","100120","100792","bgm_M41","bgm_M41","20002203","0","0","2"
"18","90","馬席納地區 1-4","0","18","0","1","-110","54","0","bgm_M41","0","101153","101151","650002193","0","650002192","bgm_M41","bgm_M41","31004","101151","1","bgm_M41","0","650002191","10","19","20002201","5","20002","0","270","650002121","650002119","110","0","100080","101152","bgm_M41","bgm_M41","20002204","0","0","2"
"20","90","馬席納地區 1-5","0","20","0","1","-10","54","0","bgm_M41","0","101153","101151","650002203","0","650002202","bgm_M41","bgm_M41","31020","101151","1","bgm_M41","0","650002201","10","20","20002201","5","20002","0","300","650002121","650002120","290","0","100080","101152","bgm_M41","bgm_M41","20002205","0","0","2"
"8","90","蘭德索爾郊外 1-1","0","8","0","1","-90","0","0","bgm_M41","0","100066","100064","650003013","0","650003012","bgm_M41","bgm_M41","0","100064","0","bgm_M41","0","650003011","8","1","20003101","0","20003","0","120","650003124","650003101","-820","0","100010","100065","bgm_M41","bgm_M41","20003101","0","0","0"
"8","90","蘭德索爾郊外 1-2","0","8","0","1","20","0","0","bgm_M41","0","100023","100021","650003023","0","650003022","bgm_M41","bgm_M41","0","100021","0","bgm_M41","0","650003021","8","2","20003101","0","20003","0","120","650003125","650003102","-700","0","100020","100022","bgm_M41","bgm_M41","20003102","0","0","0"
"8","90","蘭德索爾郊外 1-3","0","8","0","1","-120","0","0","bgm_M41","0","100069","100067","650003033","0","650003032","bgm_M41","bgm_M41","0","100067","0","bgm_M41","0","650003031","8","3","20003101","0","20003","0","120","650003126","650003103","-600","0","100010","100068","bgm_M41","bgm_M41","20003103","0","0","0"
"8","90","蘭德索爾郊外 1-4","0","8","0","1","40","0","0","bgm_M41","0","100127","100125","650003043","0","650003042","bgm_M41","bgm_M41","0","100125","0","bgm_M41","0","650003041","8","4","20003101","0","20003","0","120","650003127","650003104","-500","0","100040","100126","bgm_M41","bgm_M41","20003104","0","0","0"
"8","90","蘭德索爾郊外 1-5","0","8","0","1","-70","0","0","bgm_M41","0","100083","100081","650003053","0","650003052","bgm_M41","bgm_M41","0","100081","0","bgm_M41","0","650003051","8","5","20003101","0","20003","0","120","650003123","650003105","-400","0","100050","100082","bgm_M41","bgm_M41","20003105","0","0","0"
"9","90","蘭德索爾郊外 1-6","0","9","0","1","-110","0","0","bgm_M41","0","100076","100074","650003063","0","650003062","bgm_M41","bgm_M41","0","100074","0","bgm_M41","0","650003061","9","6","20003101","0","20003","0","135","650003124","650003106","-260","0","100010","100075","bgm_M41","bgm_M41","20003106","0","0","0"
"9","90","蘭德索爾郊外 1-7","0","9","0","1","25","0","0","bgm_M41","0","100113","100111","650003073","0","650003072","bgm_M41","bgm_M41","0","100111","0","bgm_M41","0","650003071","9","7","20003101","0","20003","0","135","650003125","650003107","-180","0","100040","100112","bgm_M41","bgm_M41","20003107","0","0","0"
"9","90","蘭德索爾郊外 1-8","0","9","0","1","-110","0","0","bgm_M41","0","100079","100077","650003083","0","650003082","bgm_M41","bgm_M41","0","100077","0","bgm_M41","0","650003081","9","8","20003101","0","20003","0","135","650003126","650003108","-75","0","100010","100078","bgm_M41","bgm_M41","20003108","0","0","0"
"9","90","蘭德索爾郊外 1-9","0","9","0","1","-50","0","0","bgm_M41","0","100053","100051","650003093","0","650003092","bgm_M41","bgm_M41","0","100051","0","bgm_M41","0","650003091","9","9","20003101","0","20003","0","135","650003127","650003109","50","0","100080","100052","bgm_M41","bgm_M41","20003109","0","0","0"
"9","90","蘭德索爾郊外 1-10","0","9","0","1","20","0","0","bgm_M41","0","100053","100051","650003103","0","650003102","bgm_M41","bgm_M41","0","100051","0","bgm_M41","0","650003101","9","10","20003101","0","20003","0","135","650003122","650003110","180","0","100080","100052","bgm_M41","bgm_M41","20003110","0","0","0"
"10","90","蘭德索爾郊外 1-11","0","10","0","1","-100","0","0","bgm_M41","0","100033","100031","650003113","0","650003112","bgm_M41","bgm_M41","0","100031","0","bgm_M41","0","650003111","10","11","20003101","0","20003","0","150","650003124","650003111","270","0","100050","100032","bgm_M41","bgm_M41","20003111","0","0","0"
"10","90","蘭德索爾郊外 1-12","0","10","0","1","40","0","0","bgm_M41","0","100153","100151","650003123","0","650003122","bgm_M41","bgm_M41","0","100151","0","bgm_M41","0","650003121","10","12","20003101","0","20003","0","150","650003125","650003112","390","0","100120","100152","bgm_M41","bgm_M41","20003112","0","0","0"
"10","90","蘭德索爾郊外 1-13","0","10","0","1","-110","0","0","bgm_M41","0","100013","100011","650003133","0","650003132","bgm_M41","bgm_M41","0","100011","0","bgm_M41","0","650003131","10","13","20003101","0","20003","0","150","650003126","650003113","490","0","100020","100012","bgm_M41","bgm_M41","20003113","0","0","0"
"10","90","蘭德索爾郊外 1-14","0","10","0","1","40","0","0","bgm_M41","0","100016","100014","650003143","0","650003142","bgm_M41","bgm_M41","0","100014","0","bgm_M41","0","650003141","10","14","20003101","0","20003","0","150","650003127","650003114","570","0","100020","100015","bgm_M41","bgm_M41","20003114","0","0","0"
"10","90","蘭德索爾郊外 1-15","0","10","0","1","-80","0","0","bgm_M41","0","100019","100017","650003153","0","650003152","bgm_M41","bgm_M41","0","100017","0","bgm_M41","0","650003151","10","15","20003101","0","20003","0","150","650003123","650003115","670","0","100020","100018","bgm_M41","bgm_M41","20003115","0","0","0"
"16","90","蘭德索爾郊外 1-1","0","16","0","1","-10","54","0","bgm_M41","0","100793","100791","650003163","0","650003162","bgm_M41","bgm_M41","31010","100791","1","bgm_M41","0","650003161","10","16","20003201","5","20003","0","240","650003121","650003116","-450","0","100120","100792","bgm_M41","bgm_M41","20003201","0","0","2"
"16","90","蘭德索爾郊外 1-2","0","16","0","1","-100","54","0","bgm_M41","0","100773","100771","650003173","0","650003172","bgm_M41","bgm_M41","31017","100771","1","bgm_M41","0","650003171","10","17","20003201","5","20003","0","240","650003121","650003117","-250","0","100040","100772","bgm_M41","bgm_M41","20003202","0","0","2"
"18","90","蘭德索爾郊外 1-3","0","18","0","1","20","54","0","bgm_M41","0","100759","100757","650003183","0","650003182","bgm_M41","bgm_M41","31010","100757","1","bgm_M41","0","650003181","10","18","20003201","5","20003","0","270","650003121","650003118","-40","0","100050","100758","bgm_M41","bgm_M41","20003203","0","0","2"
"18","90","蘭德索爾郊外 1-4","0","18","0","1","-130","54","0","bgm_M41","0","100363","100361","650003193","0","650003192","bgm_M41","bgm_M41","31017","100361","1","bgm_M41","0","650003191","10","19","20003201","5","20003","0","270","650003121","650003119","100","0","100020","100362","bgm_M41","bgm_M41","20003204","0","0","2"
"20","90","蘭德索爾郊外 1-5","0","20","0","1","-70","54","0","bgm_M41","0","100366","100364","650003203","0","650003202","bgm_M41","bgm_M41","31010","100364","1","bgm_M41","0","650003201","10","20","20003201","5","20003","0","300","650003121","650003120","290","0","100020","100365","bgm_M41","bgm_M41","20003205","0","0","2"
"8","90","塔帕斯海灘 周邊 1-1","0","8","0","1","-70","0","0","bgm_M41","0","100203","100201","650004013","0","650004012","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650004011","8","1","20004101","0","20004","0","120","650004124","650004101","-820","0","100110","100202","bgm_M41","bgm_M41","20004101","0","0","0"
"8","90","塔帕斯海灘 周邊 1-2","0","8","0","1","50","0","0","bgm_M41","0","100203","100201","650004023","0","650004022","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650004021","8","2","20004101","0","20004","0","120","650004125","650004102","-700","0","100110","100202","bgm_M41","bgm_M41","20004102","0","0","0"
"8","90","塔帕斯海灘 周邊 1-3","0","8","0","1","-120","0","0","bgm_M41","0","100203","100201","650004033","0","650004032","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650004031","8","3","20004101","0","20004","0","120","650004126","650004103","-600","0","100180","100202","bgm_M41","bgm_M41","20004103","0","0","0"
"8","90","塔帕斯海灘 周邊 1-4","0","8","0","1","40","0","0","bgm_M41","0","100203","100201","650004043","0","650004042","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650004041","8","4","20004101","0","20004","0","120","650004127","650004104","-500","0","100110","100202","bgm_M41","bgm_M41","20004104","0","0","0"
"8","90","塔帕斯海灘 周邊 1-5","0","8","0","1","-70","0","0","bgm_M41","0","100203","100201","650004053","0","650004052","bgm_M41","bgm_M41","0","100201","0","bgm_M41","0","650004051","8","5","20004101","0","20004","0","120","650004123","650004105","-400","0","100180","100202","bgm_M41","bgm_M41","20004105","0","0","0"
"9","90","塔帕斯海灘 周邊 1-6","0","9","0","1","-110","0","0","bgm_M41","0","100053","100051","650004063","0","650004062","bgm_M41","bgm_M41","0","100051","0","bgm_M41","0","650004061","9","6","20004101","0","20004","0","135","650004124","650004106","-260","0","100080","100052","bgm_M41","bgm_M41","20004106","0","0","0"
