538a7ed0843b73451e59d803f154ffde6a59efe2d1946f1fbd9703b29d498919,5a3b9a52feed1dddcea1b962e0c569a4f8f8bec16acd4b8dd710bcbe4a733d3e,9037319c78c33a8d9cce0890bb28fa934ce6e062f9493b7ffca045de27fe3251,729fc5f0daa21c2ac3a2ef2b2be1a5b79e99e831a54a146a1c2a225aaf2ccf24,bb0e491dd0c998bc750507a1051c1c526c5310e65fbf3244288967660158daea,67663cbce5c32c5fe19574eb4eb85ca73c03d1fd00c5793480359a7b8a701ce3,723d5590884447aae4755dab84b9a476b94d7fecb21970276d4ae51b3202909b,97c8e3b5c3b68a3f48d5ba843d2463271cf3b9842ffcc70aac8c114f4228b853,8410f513e53ea9b1fa3f1f73a6712e951abed6d8b851f8b9f0fb16f5ec9c25ae,2b7d07deb7e339a7a2bb86bc8fbf002f919fc97986104a91d2f46fce5f57beae,70f78261a82532bc1eed8cd199b90e7bcbcde6bdbd83ba93d2edb835ae02c279
"10","29","45","130","281001045","91002","25021","25011","2","8","2"
"10","30","46","132","281001046","91002","25021","25011","2","8","2"
"10","30","47","135","281001047","91002","25021","25011","2","8","2"
"10","31","48","137","281001048","91002","25021","25011","2","8","2"
"10","31","49","139","281001049","91002","25021","25011","2","8","2"
"30","31","50","142","281001050","91002","25021","25011","2","8","2"
"10","32","51","144","281001051","91002","25021","25011","2","8","2"
"10","32","52","146","281001052","91002","25021","25011","2","8","2"
"10","32","53","149","281001053","91002","25021","25011","2","8","2"
"10","33","54","152","281001054","91002","25021","25011","2","8","2"
"10","33","55","155","281001055","91002","25021","25011","2","8","2"
"10","33","56","157","281001056","91002","25021","25011","2","8","2"
"10","34","57","160","281001057","91002","25021","25011","2","8","2"
"10","34","58","163","281001058","91002","25021","25011","2","8","2"
"10","34","59","166","281001059","91002","25021","25011","2","8","2"
"30","35","60","169","281001060","91002","25021","25011","2","8","2"
"10","35","61","171","281001061","91002","25021","25011","2","8","2"
"10","35","62","174","281001062","91002","25021","25011","2","8","2"
"10","36","63","177","281001063","91002","25021","25011","2","8","2"
"10","36","64","180","281001064","91002","25021","25011","2","8","2"
"10","36","65","182","281001065","91002","25021","25011","2","8","2"
"10","37","66","185","281001066","91002","25021","25011","2","8","2"
"10","37","67","187","281001067","91002","25021","25011","2","8","2"
"10","37","68","190","281001068","91002","25021","25011","2","8","2"
"10","38","69","193","281001069","91002","25021","25011","2","8","2"
"30","38","70","196","281001070","91002","25021","25011","2","8","2"
"10","39","71","200","281001071","91002","25021","25011","2","8","2"
"10","39","72","204","281001072","91002","25021","25011","2","8","2"
"10","40","73","208","281001073","91002","25021","25011","2","8","2"
"10","40","74","212","281001074","91002","25021","25011","2","8","2"
"10","41","75","216","281001075","91002","25021","25011","2","8","2"
"10","41","76","220","281001076","91002","25021","25011","2","8","2"
"10","42","77","224","281001077","91002","25021","25011","2","8","2"
"10","42","78","228","281001078","91002","25021","25011","2","8","2"
"10","43","79","232","281001079","91002","25021","25011","2","8","2"
"30","43","80","236","281001080","91002","25021","25011","2","8","2"
"10","44","81","240","281001081","91002","25021","25011","2","8","2"
"10","44","82","244","281001082","91002","25021","25011","2","8","2"
"10","45","83","248","281001083","91002","25021","25011","2","8","2"
"10","45","84","252","281001084","91002","25021","25011","2","8","2"
"10","46","85","256","281001085","91002","25021","25011","2","8","2"
"10","46","86","260","281001086","91002","25021","25011","2","8","2"
"10","47","87","264","281001087","91002","25021","25011","2","8","2"
"10","47","88","268","281001088","91002","25021","25011","2","8","2"
"10","48","89","272","281001089","91002","25021","25011","2","8","2"
"30","48","90","276","281001090","91002","25021","25011","2","8","2"
