d0f3f73938f7dbf03a4ba92c5addbecbabbe89dada19da4958b23a47f2e76cc8,223ea44f74170885d78a09183f0e393c40b11a94e0fcff3d265e1df4ae749b9d,d2e8a43d0725d2c8eddf3dd3356022e33c2ac4f4ff0e41e7e94c7d4506e90d8e,1b9dd2f871605da61102a877ba1cf8971e9c6879c54920ceb09c6d148fa9ed98,fd74d32d25e07f48678302ee47d9bbfcb5bb7523abfd53ff39f869a91b699863
"4","107551","97514","1","97514010"
"4","107581","97514","1","97514011"
"4","107611","97514","1","97514012"
"4","107281","97514","1","97514013"
"4","107311","97514","1","97514014"
"4","107371","97514","1","97514015"
"4","107341","97514","1","97514016"
"4","107461","97514","1","97514017"
"4","107491","97514","1","97514018"
"4","107042","97514","1","97514019"
"4","107072","97514","1","97514020"
"4","107132","97514","1","97514021"
"4","107192","97514","1","97514022"
"4","107012","97514","1","97514023"
"4","107102","97514","1","97514024"
"4","107162","97514","1","97514025"
"4","107222","97514","1","97514026"
"4","107252","97514","1","97514027"
"4","107552","97514","1","97514028"
"4","107582","97514","1","97514029"
"4","107612","97514","1","97514030"
"6","93001","97515","1000","97515001"
"12","94002","97515","6000000","97515002"
"2","90005","97515","60","97515003"
"4","140001","97515","20","97515004"
"2","20004","97515","300","97515005"
"2","24001","97515","12","97515006"
"4","105011","97516","1","97516001"
"4","105161","97516","1","97516002"
"4","105221","97516","1","97516003"
"4","105071","97516","1","97516004"
"4","105041","97516","1","97516005"
"4","105131","97516","1","97516006"
"4","105191","97516","1","97516007"
"4","105101","97516","1","97516008"
"4","105251","97516","1","97516009"
"4","105581","97516","1","97516010"
"4","105551","97516","1","97516011"
"4","105611","97516","1","97516012"
"4","105311","97516","1","97516013"
"4","105341","97516","1","97516014"
"4","105281","97516","1","97516015"
"4","105371","97516","1","97516016"
"4","105401","97516","1","97516017"
"4","105521","97516","1","97516018"
"4","105012","97516","1","97516019"
"4","105222","97516","1","97516020"
"4","105042","97516","1","97516021"
"4","105102","97516","1","97516022"
"4","105072","97516","1","97516023"
"4","105162","97516","1","97516024"
"4","105192","97516","1","97516025"
"4","105132","97516","1","97516026"
"4","105252","97516","1","97516027"
"4","105552","97516","1","97516028"
"4","105612","97516","1","97516029"
"4","105582","97516","1","97516030"
"4","105522","97516","1","97516031"
"4","105431","97516","1","97516032"
"4","105282","97516","1","97516033"
"4","105372","97516","1","97516034"
"4","105342","97516","1","97516035"
"4","105312","97516","1","97516036"
"4","105043","97516","1","97516037"
"4","105073","97516","1","97516038"
"4","105133","97516","1","97516039"
"4","105013","97516","1","97516040"
"4","105223","97516","1","97516041"
"4","105193","97516","1","97516042"
"4","105103","97516","1","97516043"
"4","105253","97516","1","97516044"
"4","105163","97516","1","97516045"
"4","105553","97516","1","97516046"
"4","105583","97516","1","97516047"
"4","105613","97516","1","97516048"
"4","105283","97516","1","97516049"
"4","105491","97516","1","97516050"
"4","105373","97516","1","97516051"
"4","105313","97516","1","97516052"
"4","105343","97516","1","97516053"
"4","105462","97516","1","97516054"
"4","105044","97516","1","97516055"
"4","105254","97516","1","97516056"
"4","105104","97516","1","97516057"
"4","105224","97516","1","97516058"
"4","105194","97516","1","97516059"
"4","105074","97516","1","97516060"
"4","105134","97516","1","97516061"
"4","105164","97516","1","97516062"
"4","105014","97516","1","97516063"
"4","105614","97516","1","97516064"
"4","105584","97516","1","97516065"
"4","105554","97516","1","97516066"
"4","105314","97516","1","97516067"
"4","105523","97516","1","97516068"
"4","105374","97516","1","97516069"
"4","105344","97516","1","97516070"
"4","105432","97516","1","97516071"
"4","105284","97516","1","97516072"
"4","105015","97517","1","97517001"
"4","105045","97517","1","97517002"
"4","105075","97517","1","97517003"
"4","105105","97517","1","97517004"
"4","105135","97517","1","97517005"
"4","105165","97517","1","97517006"
"4","105195","97517","1","97517007"
"4","105225","97517","1","97517008"
"4","105255","97517","1","97517009"
"4","105555","97517","1","97517010"
"4","105585","97517","1","97517011"
"4","105615","97517","1","97517012"
"4","105285","97517","1","97517013"
"4","105315","97517","1","97517014"
"4","105345","97517","1","97517015"
"4","105375","97517","1","97517016"
"4","105463","97517","1","97517017"
"4","105402","97517","1","97517018"
"4","105016","97517","1","97517019"
"4","105046","97517","1","97517020"
"4","105076","97517","1","97517021"
"4","105106","97517","1","97517022"
"4","105136","97517","1","97517023"
"4","105166","97517","1","97517024"
"4","105196","97517","1","97517025"
"4","105226","97517","1","97517026"
"4","105256","97517","1","97517027"
"4","105556","97517","1","97517028"
"4","105586","97517","1","97517029"
"4","105616","97517","1","97517030"
"4","105286","97517","1","97517031"
"4","105316","97517","1","97517032"
"4","105346","97517","1","97517033"
"4","105376","97517","1","97517034"
"4","105433","97517","1","97517035"
"4","105524","97517","1","97517036"
"4","105017","97517","1","97517037"
"4","105047","97517","1","97517038"
"4","105077","97517","1","97517039"
"4","105107","97517","1","97517040"
"4","105137","97517","1","97517041"
"4","105167","97517","1","97517042"
"4","105197","97517","1","97517043"
"4","105227","97517","1","97517044"
"4","105257","97517","1","97517045"
"4","105557","97517","1","97517046"
"4","105587","97517","1","97517047"
"4","105617","97517","1","97517048"
"4","105287","97517","1","97517049"
"4","105317","97517","1","97517050"
"4","105347","97517","1","97517051"
"4","105377","97517","1","97517052"
"4","105464","97517","1","97517053"
"4","105403","97517","1","97517054"
"4","106011","97518","1","97518001"
"4","106041","97518","1","97518002"
"4","106071","97518","1","97518003"
"4","106101","97518","1","97518004"
"4","106131","97518","1","97518005"
"4","106161","97518","1","97518006"
"4","106191","97518","1","97518007"
"4","106221","97518","1","97518008"
"4","106251","97518","1","97518009"
"4","106551","97518","1","97518010"
"4","106581","97518","1","97518011"
"4","106611","97518","1","97518012"
"4","106281","97518","1","97518013"
"4","106311","97518","1","97518014"
"4","106341","97518","1","97518015"
"4","106371","97518","1","97518016"
"4","106401","97518","1","97518017"
"4","106461","97518","1","97518018"
"4","106042","97518","1","97518019"
"4","106072","97518","1","97518020"
"4","106132","97518","1","97518021"
"4","106192","97518","1","97518022"
"4","106012","97518","1","97518023"
"4","106102","97518","1","97518024"
"4","106162","97518","1","97518025"
"4","106222","97518","1","97518026"
"4","106252","97518","1","97518027"
"4","106552","97518","1","97518028"
"4","106582","97518","1","97518029"
"4","106612","97518","1","97518030"
"4","106312","97518","1","97518031"
"4","106282","97518","1","97518032"
"4","106342","97518","1","97518033"
"4","106372","97518","1","97518034"
"4","106431","97518","1","97518035"
"4","106521","97518","1","97518036"
"4","106013","97518","1","97518037"
"4","106043","97518","1","97518038"
"4","106073","97518","1","97518039"
"4","106103","97518","1","97518040"
"4","106133","97518","1","97518041"
"4","106163","97518","1","97518042"
"4","106193","97518","1","97518043"
"4","106253","97518","1","97518044"
"4","106223","97518","1","97518045"
"4","106553","97518","1","97518046"
"4","106583","97518","1","97518047"
"4","106613","97518","1","97518048"
"4","106313","97518","1","97518049"
"4","106283","97518","1","97518050"
"4","106343","97518","1","97518051"
"4","106373","97518","1","97518052"
"4","106491","97518","1","97518053"
"4","106462","97518","1","97518054"
"4","107041","97519","1","97519001"
"4","107071","97519","1","97519002"
"4","107131","97519","1","97519003"
"4","107191","97519","1","97519004"
"4","107011","97519","1","97519005"
"4","107101","97519","1","97519006"
"4","107161","97519","1","97519007"
"4","107221","97519","1","97519008"
"4","107251","97519","1","97519009"
"4","107551","97519","1","97519010"
"4","107581","97519","1","97519011"
"4","107611","97519","1","97519012"
"4","107281","97519","1","97519013"
"4","107311","97519","1","97519014"
"4","107371","97519","1","97519015"
"4","107341","97519","1","97519016"
"4","107461","97519","1","97519017"
"4","107491","97519","1","97519018"
"4","107042","97519","1","97519019"
"4","107072","97519","1","97519020"
"4","107132","97519","1","97519021"
"4","107192","97519","1","97519022"
"4","107012","97519","1","97519023"
"4","107102","97519","1","97519024"
"4","107162","97519","1","97519025"
"4","107222","97519","1","97519026"
"4","107252","97519","1","97519027"
"4","107552","97519","1","97519028"
"4","107582","97519","1","97519029"
"4","107612","97519","1","97519030"
"4","107312","97519","1","97519031"
"4","107372","97519","1","97519032"
"4","107492","97519","1","97519033"
"4","107282","97519","1","97519034"
"4","107342","97519","1","97519035"
"4","107462","97519","1","97519036"
"4","107013","97519","1","97519037"
"4","107073","97519","1","97519038"
"4","107103","97519","1","97519039"
"4","107163","97519","1","97519040"
"4","107223","97519","1","97519041"
"4","107253","97519","1","97519042"
"4","107043","97519","1","97519043"
"4","107133","97519","1","97519044"
"4","107193","97519","1","97519045"
"4","107553","97519","1","97519046"
"4","107613","97519","1","97519047"
"4","107583","97519","1","97519048"
"4","107343","97519","1","97519049"
"4","107463","97519","1","97519050"
"4","107493","97519","1","97519051"
"4","107283","97519","1","97519052"
"4","107313","97519","1","97519053"
"4","107373","97519","1","97519054"
"4","108011","97520","1","97520001"
"4","108071","97520","1","97520002"
"4","108101","97520","1","97520003"
"4","108191","97520","1","97520004"
"4","108221","97520","1","97520005"
"4","108251","97520","1","97520006"
"4","108041","97520","1","97520007"
"4","108131","97520","1","97520008"
"4","108161","97520","1","97520009"
"4","108551","97520","1","97520010"
"4","108581","97520","1","97520011"
"4","108611","97520","1","97520012"
"4","108281","97520","1","97520013"
"4","108311","97520","1","97520014"
"4","108371","97520","1","97520015"
"4","108401","97520","1","97520016"
"4","108431","97520","1","97520017"
"4","108521","97520","1","97520018"
"4","108012","97520","1","97520019"
"4","108042","97520","1","97520020"
"4","108072","97520","1","97520021"
"4","108102","97520","1","97520022"
"4","108132","97520","1","97520023"
"4","108162","97520","1","97520024"
"4","108192","97520","1","97520025"
"4","108222","97520","1","97520026"
"4","108252","97520","1","97520027"
"4","108552","97520","1","97520028"
"4","108582","97520","1","97520029"
"4","108612","97520","1","97520030"
"4","108342","97520","1","97520031"
"4","108462","97520","1","97520032"
"4","108492","97520","1","97520033"
"4","108282","97520","1","97520034"
"4","108312","97520","1","97520035"
"4","108372","97520","1","97520036"
"4","108013","97520","1","97520037"
"4","108043","97520","1","97520038"
"4","108073","97520","1","97520039"
"4","108103","97520","1","97520040"
"4","108133","97520","1","97520041"
"4","108163","97520","1","97520042"
"4","108193","97520","1","97520043"
"4","108223","97520","1","97520044"
"4","108253","97520","1","97520045"
"4","108553","97520","1","97520046"
"4","108583","97520","1","97520047"
"4","108613","97520","1","97520048"
"6","93001","97521","1000","97520049"
"2","90005","97521","80","97520050"
"4","140001","97521","120","97520051"
"2","23002","97521","60","97520052"
"2","24001","97521","12","97520053"
"6","93001","97522","1000","97520054"
"2","90005","97522","80","97520055"
"4","140001","97522","120","97520056"
"2","23002","97522","60","97520057"
"2","24001","97522","12","97520058"
"6","93001","97523","1000","97520059"
"2","90005","97523","80","97520060"
"4","140001","97523","120","97520061"
"2","23002","97523","60","97520062"
"2","24001","97523","12","97520063"
"6","93001","97524","1000","97520064"
"2","90005","97524","80","97520065"
"4","140001","97524","120","97520066"
"2","23002","97524","60","97520067"
"2","24001","97524","12","97520068"
"6","93001","97525","1000","97520069"
"2","90005","97525","80","97520070"
"4","140001","97525","120","97520071"
"2","23002","97525","60","97520072"
"2","24001","97525","12","97520073"
