6f622fa078added61b38fbae1247b59167ccd8c60f4e360de185114a1d88364a,7a96135fee6b74e47f6f0ef4fbb394080ed7de2444bf3d91b8e779236e65931e,4e248766ea08fe839e39d126eb197b5aaf5d786170cbb793c90013ca06770470,05f78cea847e13441cea03b6f41befc998c35ca0acf215c8919ad6f6e1943f92,5ca9d7bf0fc33be7a19ff0489fdd5326a25517e9ba7b4e0dc84aa7b227e7e311,64e7273084d0ad9e6eaf90197ddcb519cc2974bf03c40a4c4d40577ca65d352c,adc063315d8d86a6838c5ffa8427e2f95157083301d6f69b306e5e3df3422bd9,a8cc9673e63dc4a94c3215fe8c4d211fa4daf5017035943a51fe419c5f777eb7,3e2765959235d2f1f2db800bd1c9f6c0d9ac49e2a891c2ceffecbc219111c190,52c8d6854e004e0dcdd92ca7fcbfbac4976b47be5619eb1241ebdd614a4644b5,7e3e57fbc8550590e4f390f2bf4361ead5550374329f88702ddb9bf1239a581e,488115ec78b6388806ce0e77ce7850775aa1d8e8215abdbfdb582988080aec50,2a4212fad55985e1e8f1a27f8ffe126351174a3f021e81d03458ecf4d7b2bcf0,5b6c3c68ddb440699379d2ee59b45230328fa37141c27b21e1cfd438ca15ffdf,3d6c3269ef8d3777fdf7b6bc97d753926ea5601db106adf67a12dc33df1f8293,ee0ef03f1896286dd21644d912bddb579cb45dd0635e6c25f96ca22ffde27b29,76d825e0571b058b204f5412a9360cc56a3837ebf8c2ea9847b5ced3265cd1a5,9e8ed7bde2134f317f734a677d6ebd8e6f0e461cf48a9ba59033f3418414a748,1a8c181ac654cfe670d6906316db767d3164170ba1e129565beaa58a468bd54b,6c8a03edf444add8854646b8ddf415daa653ad71ad63a6006ab9c7b9ad7aa551,c1f3cea4facbbabaa9deb53e140552fc6572d055c347d76ae4e2e8bc3db4199c,b685e7536f87549664ff803a4f22146248804b9f992c6aacd9fb7d2ac798b011,c75b5f5382dd9d5ef0837581950e57e32fb63684a07823892e72399d6eba2b5d,6bfeb6a9b803fbea9112df933a255b36ef165d131344d3e519e36848bf2699a6,c7a713778ca0abc12cce31f0e01e1db1ee83ca91e0ca36c632f6283ce53b9eac,bb6c367b327ccc08f4f0dfc15bb578a04ab32452efde7ca9e1e0cfd4869b0780
"0","0","0","0","0","0","0","0","1","0","100","0","1000510103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000520101","0","0","0","0","0","1000520101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000520102","0","0","0","0","0","1000520102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60042","33","0","1000520103","2","0","0","60042","33","0","5","2","0","0","6","60042","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1000520104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000520105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31080","100","0","1000530101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60042","33","0","1000530102","2","0","0","60042","33","0","5","2","0","0","8","60042","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1000530103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1000530104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60052","33","0","1000610101","2","0","0","60052","33","0","3","2","0","0","4","60052","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1000610102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000610103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000620101","0","0","0","0","0","1000620101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000620102","0","0","0","0","0","1000620102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60052","33","0","1000620103","2","0","0","60052","33","0","5","2","0","0","6","60052","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1000620104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000620105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31047","100","0","1000630101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60052","33","0","1000630102","2","0","0","60052","33","0","5","2","0","0","8","60052","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1000630103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1000630104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60062","33","0","1000710101","2","0","0","60062","33","0","3","2","0","0","4","60062","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1000710102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000710103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000720101","0","0","0","0","0","1000720101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000720102","0","0","0","0","0","1000720102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60062","33","0","1000720103","2","0","0","60062","33","0","5","2","0","0","6","60062","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1000720104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000720105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31082","100","0","1000730101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60062","33","0","1000730102","2","0","0","60062","33","0","5","2","0","0","8","60062","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1000730103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1000730104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60072","33","0","1000810101","2","0","0","60072","33","0","3","2","0","0","4","60072","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1000810102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000810103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000820101","0","0","0","0","0","1000820101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000820102","0","0","0","0","0","1000820102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60072","33","0","1000820103","2","0","0","60072","33","0","5","2","0","0","6","60072","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1000820104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000820105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31009","100","0","1000830101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60072","33","0","1000830102","2","0","0","60072","33","0","5","2","0","0","8","60072","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1000830103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1000830104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60082","33","0","1000910101","2","0","0","60082","33","0","3","2","0","0","4","60082","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1000910102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000910103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000920101","0","0","0","0","0","1000920101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000920102","0","0","0","0","0","1000920102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60082","33","0","1000920103","2","0","0","60082","33","0","5","2","0","0","6","60082","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1000920104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1000920105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31085","100","0","1000930101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60082","33","0","1000930102","2","0","0","60082","33","0","5","2","0","0","8","60082","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1000930103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1000930104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60092","33","0","1001010101","2","0","0","60092","33","0","3","2","0","0","4","60092","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1001010102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001010103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001020101","0","0","0","0","0","1001020101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001020102","0","0","0","0","0","1001020102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60092","33","0","1001020103","2","0","0","60092","33","0","5","2","0","0","6","60092","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1001020104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001020105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31089","100","0","1001030101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60092","33","0","1001030102","2","0","0","60092","33","0","5","2","0","0","8","60092","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1001030103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1001030104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","4","31089","100","0","1001040101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","491","60092","100","0","1001040102","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115011","100","0","1001040103","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115221","100","0","1001040104","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115251","100","0","1001040105","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114014","100","0","1001040106","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","124224","100","0","1001040107","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114043","100","0","1001040108","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","108","23001","100","0","1001040109","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","163500","94002","100","0","1001040110","12","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60102","33","0","1001110101","2","0","0","60102","33","0","3","2","0","0","4","60102","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1001110102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001110103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001120101","0","0","0","0","0","1001120101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001120102","0","0","0","0","0","1001120102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60102","33","0","1001120103","2","0","0","60102","33","0","5","2","0","0","6","60102","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1001120104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001120105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31090","100","0","1001130101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60102","33","0","1001130102","2","0","0","60102","33","0","5","2","0","0","8","60102","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1001130103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1001130104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","4","31090","100","0","1001140101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","491","60102","100","0","1001140102","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115011","100","0","1001140103","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115221","100","0","1001140104","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115251","100","0","1001140105","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114014","100","0","1001140106","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","124224","100","0","1001140107","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114043","100","0","1001140108","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","108","23001","100","0","1001140109","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","163500","94002","100","0","1001140110","12","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60112","33","0","1001210101","2","0","0","60112","33","0","3","2","0","0","4","60112","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1001210102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001210103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001220101","0","0","0","0","0","1001220101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001220102","0","0","0","0","0","1001220102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60112","33","0","1001220103","2","0","0","60112","33","0","5","2","0","0","6","60112","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1001220104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001220105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31043","100","0","1001230101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60112","33","0","1001230102","2","0","0","60112","33","0","5","2","0","0","8","60112","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1001230103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1001230104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","31043","100","0","1001240101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","675","60112","100","0","1001240102","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","125101","100","0","1001240103","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","125191","100","0","1001240104","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115161","100","0","1001240105","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114014","100","0","1001240106","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114104","100","0","1001240107","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114133","100","0","1001240108","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","108","23001","100","0","1001240109","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","200000","94002","100","0","1001240110","12","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60122","33","0","1001310101","2","0","0","60122","33","0","3","2","0","0","4","60122","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1001310102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001310103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001320101","0","0","0","0","0","1001320101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001320102","0","0","0","0","0","1001320102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60122","33","0","1001320103","2","0","0","60122","33","0","5","2","0","0","6","60122","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1001320104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001320105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","31093","100","0","1001330101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60122","33","0","1001330102","2","0","0","60122","33","0","5","2","0","0","8","60122","0"
"0","12","0","0","0","0","0","34","30000","94002","33","0","1001330103","12","0","0","94002","33","0","31500","12","0","0","33000","94002","0"
"0","0","0","0","0","0","0","0","3","0","100","0","1001330104","0","0","0","0","0","eq_rank_5-8","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","31093","100","0","1001340101","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","675","60122","100","0","1001340102","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115011","100","0","1001340103","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115221","100","0","1001340104","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","115251","100","0","1001340105","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114014","100","0","1001340106","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","124224","100","0","1001340107","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","3","114043","100","0","1001340108","4","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","108","23001","100","0","1001340109","2","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","200000","94002","100","0","1001340110","12","0","0","0","0","0","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","2","60132","33","0","1001410101","2","0","0","60132","33","0","3","2","0","0","4","60132","0"
"0","12","0","0","0","0","0","34","3000","94002","33","0","1001410102","12","0","0","94002","33","0","4000","12","0","0","5000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001410103","0","0","0","0","0","eq_rank_3-6","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001420101","0","0","0","0","0","1001420101","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001420102","0","0","0","0","0","1001420102","0","0","0","0","0","0","0"
"0","2","0","0","0","0","0","34","4","60132","33","0","1001420103","2","0","0","60132","33","0","5","2","0","0","6","60132","0"
"0","12","0","0","0","0","0","34","10000","94002","33","0","1001420104","12","0","0","94002","33","0","10500","12","0","0","11000","94002","0"
"0","0","0","0","0","0","0","0","1","0","100","0","1001420105","0","0","0","0","0","eq_rank_4-7","0","0","0","0","0","0","0"
