c54e6e41e77ff433d048938f729255d5aabb8300d826f689c0db9bbd4b5c22f9,c81e299b5e87b11ee8fa750849c7c4a3cff8eaf0b1b32cecc8b88c2bfc0f8950,0be9c2e385e27bc29a1aade642610a9eb2714a66ea8e0674d146743c93db04b1,2e72e77a2caaaf71bc1c4e54d69052dc2f4913c750234943c1995388bd4738b5,c3716b7c9a016ba4bcc3a7c11072396b7d91f8c7579b7384d20a83f6e9480afa,92d88f697e2128c7008a6e2eeedf8aaca35b4cb4bce1b33a8a7ad08d8211a27f,3041bf8ccdece387122a7dd40f3116fdc5ccbcf4f26e588bdba8c50713ee4749,90a51e0340c711696d801a13884d813e0387343ba8bc292c21c2c85fc1579e64
"1005601","0","1","","5056000","5056","bgm_M435","1"
"1005801","0","1","","5058000","5058","bgm_M442A","1"
"1006101","0","1","","5061000","5061","bgm_M451","1"
"1006401","0","1","","5064000","5064","bgm_M457","1"
"1006601","0","1","","5066000","5066","bgm_M467","1"
"1006801","0","1","","5068000","5068","bgm_M478_Lofi","1"
"1007001","0","1","","5070000","5070","bgm_M486","1"
"1007201","0","1","","5072000","5072","bgm_M496","1"
"1007401","0","1","","5074000","5074","bgm_M508","1"
"1007601","0","1","","5076000","5076","bgm_M520","1"
"1007801","0","1","","5078000","5078","bgm_M527","1"
"1008001","0","1","","5080000","5080","bgm_M536","1"
"1008201","0","1","","5082000","5082","bgm_M543","1"
"1008401","0","1","","5084000","5084","bgm_M552","1"
"1008801","0","1","","5088000","5088","bgm_M565","1"
"1009001","0","1","","5090000","5090","bgm_M574","1"
"1009201","0","1","","5092000","5092","bgm_M582","1"
"1009401","0","1","","5094000","5094","bgm_M595","1"
"1009601","0","1","","5096000","5096","bgm_M601","1"
"1009801","0","1","","5098000","5098","bgm_M608","1"
"1010001","0","1","","5100000","5100","bgm_M618","1"
"1010201","0","1","","5102000","5102","bgm_M623","1"
"1010401","0","1","","5104000","5104","bgm_M630","1"
"1010601","0","1","","5106000","5106","bgm_M638","1"
"1010801","0","1","","5108000","5108","bgm_M647","1"
"1011001","0","1","","5110000","5110","bgm_M659","1"
"1011401","0","1","","5114000","5114","bgm_M668","1"
"1011601","0","1","","5116000","5116","bgm_MC017","1"
"1011801","0","1","","5118000","5118","bgm_MC026","1"
"1012001","0","1","","5120000","5120","bgm_MC036","1"
"1012201","0","1","","5122000","5122","bgm_MC046","1"
"1012401","0","1","","5124000","5124","bgm_MC056","1"
"1012601","0","1","","5126000","5126","bgm_MC063","1"
"1012801","0","1","","5128000","5128","bgm_MC075","1"
"1013001","0","1","","5130000","5130","bgm_MC082","1"
"1013201","0","1","","5132000","5132","bgm_MC091","1"
"1013401","0","1","","5134000","5134","bgm_MC099","1"
"1013601","0","1","","5136000","5136","bgm_MC110","1"
"1014001","0","1","","5140000","5140","bgm_MC124","1"
"1014201","0","1","","5142000","5142","bgm_MC136","1"
"1014401","0","1","","5144000","5144","bgm_MC143","1"
"1014601","0","1","","5146000","5146","bgm_MC147","1"
"1014801","0","1","","5148000","5148","bgm_MC156","1"
"180100301","1","1","","1801003","1801","","1"
"180200301","1","1","","1802003","1802","","1"
"180300301","1","1","","1803003","1803","","1"
"180400301","1","1","","1804003","1804","","1"
"180500301","0","1","","1805003","1805","","1"
"180600301","1","1","","1806003","1806","","1"
"200000101","0","0","amb_adv_mystery_01","2000001","2000","","1"
"200000102","0","0","","2000001","2000","bgm_M38","1"
"200000103","0","0","","2000001","2000","bgm_M38","1"
"200000201","1","1","","2000002","2000","","1"
"200000280","1","1","","2000002","2000","","1"
"200100101","1","1","","2001001","2001","bgm_M12_emt01_001","1"
"200100201","1","1","","2001002","2001","","1"
"200100301","1","1","","2001003","2001","bgm_M13","1"
"200100401","1","1","","2001004","2001","bgm_M43","1"
"200100501","1","1","","2001005","2001","","1"
"200100580","1","1","","2001005","2001","","1"
"200100581","0","1","","2001005","2001","","1"
"200200101","1","1","amb_adv_room_noise_01","2002001","2002","","1"
"200200201","1","1","","2002002","2002","bgm_M23_emt02_002","1"
"200200301","1","1","amb_adv_wind_01","2002003","2002","bgm_M23_emt02_003","1"
"200200401","1","1","","2002004","2002","bgm_M22_emt02_004","1"
"200200501","1","1","","2002005","2002","bgm_M23_emt02_005","1"
"200200580","1","1","","2002005","2002","","1"
"200200581","0","1","","2002005","2002","","1"
"200300101","1","1","","2003001","2003","bgm_M35_emt03_001","1"
"200300201","1","1","amb_adv_room_noise_night_01","2003002","2003","bgm_M19","1"
"200300401","1","1","","2003004","2003","","1"
"200300501","1","1","amb_adv_outdoors_night_02","2003005","2003","","1"
"200300580","1","1","","2003005","2003","","1"
"200300581","0","1","","2003005","2003","","1"
"200400201","1","1","","2004002","2004","bgm_M17_emt04_002","1"
"200400301","1","1","amb_adv_outdoors_day_01","2004003","2004","bgm_M17_emt04_003","1"
"200400401","1","1","","2004004","2004","bgm_M63_emt04_004","1"
"200400501","1","1","","2004005","2004","bgm_M24_emt04_005","1"
"200400580","1","1","","2004005","2004","","1"
"200400581","0","1","","2004005","2004","","1"
"200500301","1","1","amb_adv_prison_01","2005003","2005","bgm_M50","1"
"200500401","1","1","amb_adv_between_the_kings_01","2005004","2005","bgm_M49_emt05_004","1"
"200500501","1","1","","2005005","2005","","1"
"200500601","1","1","amb_adv_wind_04","2005006","2005","bgm_M34_emt05_006","1"
"200500602","1","1","amb_adv_wind_04","2005006","2005","bgm_M49_emt05_006","1"
"200500603","1","1","","2005006","2005","","1"
"200500680","1","1","","2005006","2005","","1"
"200500681","0","1","","2005006","2005","","1"
"200600201","1","1","","2006002","2006","bgm_M105_emt06_002","1"
"200600202","1","1","amb_adv_room_noise_night_01","2006002","2006","","1"
"200600601","1","1","amb_adv_outdoors_day_01","2006006","2006","bgm_M55_emt06_006","1"
"200601301","1","1","amb_adv_prison_01","2006013","2006","bgm_M24_emt06_013","1"
"200601380","1","1","","2006013","2006","","1"
"200601381","0","1","","2006013","2006","","1"
"200700101","1","1","amb_adv_forest_01","2007001","2007","bgm_M34_emt07_001","1"
"200700401","1","1","amb_adv_town_day_01","2007004","2007","bgm_M34_emt07_004","1"
"200701001","1","1","","2007010","2007","","1"
"200701002","1","1","","2007010","2007","bgm_M93_emt07_010","1"
"200701101","1","1","","2007011","2007","bgm_M57_emt07_011","1"
"200701201","1","1","","2007012","2007","","1"
"200701380","1","1","","2007013","2007","","1"
"200701381","0","1","","2007013","2007","","1"
"200800101","1","1","","2008001","2008","bgm_M05_emt08_001","1"
"200800601","1","1","amb_adv_room_noise_01","2008006","2008","bgm_M15_emt08_006","1"
"200800701","1","1","","2008007","2008","","1"
"200801201","1","1","","2008012","2008","","1"
"200801502","1","1","","2008015","2008","","1"
"200801580","1","1","","2008015","2008","","1"
"200801581","0","1","","2008015","2008","","1"
"200900201","1","1","","2009002","2009","","1"
"200900501","1","1","","2009005","2009","bgm_M177_emt09_005","1"
"200900901","1","1","","2009009","2009","","1"
"200901101","1","1","","2009011","2009","bgm_M60_emt09_011","1"
"200901380","1","1","","2009013","2009","","1"
"200901381","0","1","","2009013","2009","","1"
"200909901","1","1","","2009099","2009","bgm_M188_emt10_00","1"
"201000101","1","1","","2010001","2010","bgm_M201_emt10_001","1"
"201000401","1","1","","2010004","2010","bgm_M204_emt10_004","1"
"201000601","1","1","","2010006","2010","","1"
"201000801","1","1","","2010008","2010","","1"
"201000880","1","1","","2010008","2010","","1"
"201000881","0","1","","2010008","2010","","1"
"201100101","1","1","","2011001","2011","bgm_M211_emt11_001","1"
"201100301","1","1","","2011003","2011","bgm_M234_emt11_003","1"
"201100701","1","1","","2011007","2011","bgm_M95_emt11_007","1"
"201100801","1","1","","2011008","2011","","1"
"201100880","1","1","","2011008","2011","","1"
"201100881","0","1","","2011008","2011","","1"
"201200301","1","1","","2012003","2012","bgm_M131_emt12_003","1"
"201200701","1","1","","2012007","2012","bgm_M109_emt12_007","1"
"201201001","1","1","","2012010","2012","bgm_M241_emt12_010","1"
"201201501","0","1","","2012015","2012","bgm_M242_emt12_015","1"
"201201580","1","1","","2012015","2012","","1"
"201201581","0","1","","2012015","2012","","1"
"201300401","1","1","","2013004","2013","bgm_M177_emt13_004","1"
"201301001","1","1","","2013010","2013","bgm_M209_NoChorus_emt13_010","1"
"201301501","1","1","","2013015","2013","bgm_M55_emt13_015","1"
"201301680","1","1","","2013016","2013","","1"
"201301681","0","1","","2013016","2013","","1"
"201400101","1","1","","2014001","2014","","1"
"201400401","1","1","","2014004","2014","","1"
"201400801","1","1","","2014008","2014","bgm_M231_emt14_008","1"
"201400901","1","1","","2014009","2014","","1"
"201400980","1","1","","2014009","2014","","1"
"201400981","0","1","","2014009","2014","","1"
"201500301","1","1","","2015003","2015","","1"
"201500501","1","1","","2015005","2015","bgm_M307_emt015_005","1"
"201500502","1","1","","2015005","2015","","1"
"201500601","1","1","","2015006","2015","bgm_M300_emt015_006","1"
"201500980","1","1","","2015009","2015","","1"
"201500981","0","1","","2015009","2015","","1"
"210100101","1","1","","2101001","2101","","1"
"210100102","1","1","","2101001","2101","","0.6"
"210100301","0","1","","2101003","2101","","1"
"210101301","1","1","","2101013","2101","","1"
"210101401","1","1","","2101014","2101","","1"
"210101480","1","1","","2101014","2101","","0.6"
"210101481","0","1","","2101014","2101","","1"
"210200101","1","1","","2102001","2102","bgm_M12_pt02_emt02_001","1"
"210200501","1","1","","2102005","2102","","1"
"210201001","1","1","","2102010","2102","","1"
"210201101","1","1","","2102011","2102","","1"
"210201180","1","1","","2102011","2102","","0.3"
"210201181","0","1","","2102011","2102","","1"
"210300101","1","1","","2103001","2103","","1"
"210301201","1","1","","2103012","2103","","1"
"210301301","1","1","","2103013","2103","","1"
"210301501","1","1","","2103015","2103","bgm_M409_pt02_emt03_015","1"
"210301701","1","1","","2103017","2103","","1"
"210301880","1","1","","2103018","2103","","0.3"
"210301881","0","1","","2103018","2103","","1"
"210400201","1","1","","2104002","2104","bgm_M321_pt02_emt04_002","1"
"210400401","1","1","","2104004","2104","","1"
"210400801","1","1","","2104008","2104","","1"
"210401080","1","1","","2104010","2104","","0.3"
"210401081","0","1","","2104010","2104","","1"
"210409801","1","1","","2104098","2104","bgm_M109_pt02_emt04_011","1"
"210500101","1","1","","2105001","2105","","1"
"210500201","1","1","","2105002","2105","","1"
"210500401","1","1","","2105004","2105","bgm_M431_pt02_emt05_004","1"
"210500801","1","1","","2105008","2105","","1"
"210500901","1","1","","2105009","2105","","1"
"210501001","1","1","","2105010","2105","","1"
"210501080","1","1","","2105010","2105","","0.3"
"210501081","0","1","","2105010","2105","","1"
"210600101","1","1","","2106001","2106","bgm_M321_pt02_emt06_001","1"
"210600401","1","1","","2106004","2106","","1"
"210600601","1","1","","2106006","2106","","1"
"210600801","1","1","","2106008","2106","","1"
"210601080","1","1","","2106010","2106","","0.3"
"210601081","0","1","","2106010","2106","","1"
"210700101","1","1","","2107001","2107","bgm_M23_pt02_emt07_001","1"
"210700501","1","1","","2107005","2107","","1"
"210700901","1","1","","2107009","2107","","1"
"210701080","1","1","","2107010","2107","","0.3"
"210701081","0","1","","2107010","2107","","1"
"210709901","1","1","","2107099","2107","","1"
"210709902","1","1","","2107099","2107","bgm_M473_pt02_emt07_011","1"
"210800401","1","1","","2108004","2108","","1"
"210800501","1","1","","2108005","2108","bgm_M482_pt02_emt08_005","1"
"210800701","1","1","","2108007","2108","","1"
"210800901","1","1","","2108009","2108","","1"
"210801080","1","1","","2108010","2108","","0.3"
"210801081","0","1","","2108010","2108","","1"
"210900201","1","1","","2109002","2109","","1"
"210900401","1","1","","2109004","2109","","1"
"210900701","1","1","","2109007","2109","","1"
"210900801","1","1","","2109008","2109","bgm_M94_pt02_emt09_007","1"
"210900802","1","1","","2109008","2109","","1"
"210900901","1","1","","2109009","2109","","1"
"210901201","1","1","","2109012","2109","bgm_M514_pt02_emt08_011","1"
"210901202","1","1","","2109012","2109","","1"
"210901280","1","1","","2109012","2109","","0.3"
"210901281","0","1","","2109012","2109","","1"
"211000101","1","1","","2110001","2110","bgm_M106_pt02_emt10_001","1"
"211000501","1","1","","2110005","2110","","1"
"211001001","1","1","","2110010","2110","","1"
"211001002","1","1","","2110010","2110","","1"
"211001080","1","1","","2110010","2110","","0.3"
"211001081","0","1","","2110010","2110","","1"
"211100101","1","1","","2111001","2111","","1"
"211100102","1","1","","2111001","2111","","1"
"211100301","1","1","","2111003","2111","","1"
"211100701","1","1","","2111007","2111","","1"
"211100901","1","1","","2111009","2111","","1"
"211101080","1","1","","2111010","2111","","0.3"
"211101081","0","1","","2111010","2111","","1"
"211200101","1","1","","2112001","2112","","1"
"211200501","1","1","","2112005","2112","","1"
"211200701","1","1","","2112007","2112","","1"
"211200801","1","1","","2112008","2112","","1"
"211201080","1","1","","2112010","2112","","0.3"
"211201081","0","1","","2112010","2112","","1"
"211300201","1","1","","2113002","2113","","1"
"211300301","1","1","","2113003","2113","","1"
"211300701","1","1","","2113007","2113","","1"
"211300801","1","1","","2113008","2113","","1"
"211301080","1","1","","2113010","2113","","0.3"
"211301081","0","1","","2113010","2113","","1"
"211400501","1","1","","2114005","2114","","1"
"211400502","1","1","","2114005","2114","","1"
"211400601","1","1","","2114006","2114","","1"
"211401080","1","1","","2114010","2114","","0.3"
"211401081","0","1","","2114010","2114","","1"
"211409901","1","1","","2114099","2114","","1"
"211409981","0","1","","2114099","2114","","1"
"211500201","1","1","","2115002","2115","bgm_M626_emt2115_002","1"
"211500501","1","1","","2115005","2115","","1"
"211500801","1","1","","2115008","2115","","1"
"211501001","1","1","","2115010","2115","","1"
"211501080","1","1","","2115010","2115","","0.3"
"211501081","0","1","","2115010","2115","","1"
"211600201","1","1","","2116002","2116","","1"
"211600401","1","1","","2116004","2116","","1"
"211600501","1","1","","2116005","2116","","1"
"211600701","1","1","","2116007","2116","","1"
"211600801","1","1","","2116008","2116","","1"
"211600802","1","1","","2116008","2116","","1"
"211600901","1","1","","2116009","2116","","1"
"211601101","1","1","","2116011","2116","","1"
"211601180","1","1","","2116011","2116","","1"
"211609981","0","1","","2116099","2116","","1"
"220100401","1","1","","2201004","2201","","1"
"220100502","1","1","","2201005","2201","","1"
"220100503","1","1","","2201005","2201","","1"
"220100504","1","1","","2201005","2201","","1"
"220100601","1","1","","2201006","2201","","1"
"220100701","1","1","","2201007","2201","","1"
"220100880","1","1","","2201008","2201","","0.3"
"220100881","0","1","","2201008","2201","","1"
"220200101","1","1","","2202001","2202","bgm_MC032_emt0302_001","1"
"220200201","1","1","","2202002","2202","bgm_MC033_emt0302_002","1"
"220200401","1","1","","2202004","2202","","1"
"220200601","1","1","","2202006","2202","","1"
"220200680","1","1","","2202006","2202","","0.3"
"220200681","0","1","","2202006","2202","","1"
"220300101","1","1","","2203001","2203","","1"
"220300201","1","1","","2203002","2203","bgm_MC050_emt2203_002","1"
"220300301","1","1","","2203003","2203","","1"
"220300501","1","1","","2203005","2203","","1"
"220300601","1","1","","2203006","2203","","1"
"220300602","1","1","","2203006","2203","bgm_MC059_emt2203_006","1"
"220300680","1","1","","2203006","2203","","0.3"
"220300681","0","1","","2203006","2203","","1"
"220400101","1","1","","2204001","2204","","1"
"220400201","1","1","","2204002","2204","bgm_MC069B_emt2204_002","1"
"220400401","1","1","","2204004","2204","","1"
"220400601","1","1","","2204006","2204","","1"
"220400680","1","1","","2204006","2204","","0.3"
"220409981","0","1","","2204099","2204","","1"
"220500101","1","1","","2205001","2205","","1"
"220500102","1","1","","2205001","2205","","1"
"220500103","1","1","","2205001","2205","","1"
"220500201","1","1","","2205002","2205","","1"
"220500501","1","1","","2205005","2205","","1"
"220500601","1","1","","2205006","2205","","1"
"220500602","1","1","","2205006","2205","","1"
"220500680","1","1","","2205006","2205","","1"
"220500681","0","1","","2205006","2205","","1"
"220600101","1","1","","2206001","2206","","1"
"220600301","1","1","","2206003","2206","","1"
"220600401","1","1","","2206004","2206","","1"
"220600501","1","1","","2206005","2206","","1"
"220600502","1","1","","2206005","2206","","1"
"220600680","1","1","","2206006","2206","","1"
"220600681","0","1","","2206006","2206","","1"
"220700101","1","1","","2207001","2207","","1"
"220700301","1","1","","2207003","2207","","1"
"220700401","1","1","","2207004","2207","bgm_MC088B_emt2207_004","1"
"220700402","1","1","","2207004","2207","","1"
"220700501","1","1","","2207005","2207","bgm_M385_emt2207_005","1"
"220700601","1","1","","2207006","2207","","1"
"220700680","1","1","","2207006","2207","","1"
"220700681","0","1","","2207006","2207","","1"
"220800101","1","1","","2208001","2208","","1"
"220800102","1","1","","2208001","2208","","1"
"220800301","1","1","","2208003","2208","","1"
"220800401","1","1","","2208004","2208","","1"
"220800402","1","1","","2208004","2208","","1"
"220800601","1","1","","2208006","2208","bgm_MC176A_emt2208_006","1"
"220800680","1","1","","2208006","2208","","1"
"220800681","0","1","","2208006","2208","","1"
"220900201","1","1","","2209002","2209","","1"
"220900301","1","1","","2209003","2209","bgm_MC177_emt2209_003","1"
"301000301","1","1","","3010003","3010","","1"
"500100701","1","1","","5001007","5001","","1"
"500200701","1","1","","5002007","5002","","1"
"500300701","1","1","","5003007","5003","","1"
"500400601","1","1","","5004006","5004","","1"
"500400701","1","1","","5004007","5004","","1"
"500500301","1","1","","5005003","5005","","1"
"500500701","1","1","","5005007","5005","","1"
"500600601","1","1","","5006006","5006","","1"
"500600701","0","1","","5006007","5006","","1"
"500700601","0","1","","5007006","5007","","1"
"500700701","1","1","","5007007","5007","","1"
"500800601","1","1","","5008006","5008","","1"
"500800701","1","1","","5008007","5008","","1"
"500900601","1","1","","5009006","5009","","1"
"500900701","1","1","","5009007","5009","","1"
"501000601","1","1","","5010006","5010","","1"
"501000702","1","1","","5010007","5010","","1"
"501050101","0","1","","5010501","5010","","1"
"501100601","1","1","","5011006","5011","bgm_M192_emt5011_005","1"
"501100701","1","1","","5011007","5011","","1"
"501200601","1","1","","5012006","5012","bgm_M209_emt5012_006","1"
"501200701","1","1","","5012007","5012","","1"
"501300601","1","1","","5013006","5013","bgm_M218_emt5013_006","1"
"501300701","1","1","","5013007","5013","","1"
"501500601","1","1","","5015006","5015","","1"
"501500701","1","1","","5015007","5015","","1"
"501700601","1","1","","5017006","5017","","1"
"501700701","0","1","","5017007","5017","","1"
"501900601","1","1","","5019006","5019","","1"
"501900701","1","1","","5019007","5019","","1"
"502100601","1","1","","5021006","5021","","1"
"502100701","1","1","","5021007","5021","","1"
"502300601","1","1","","5023006","5023","bgm_M256_emt5023_006","1"
"502300701","1","1","","5023007","5023","","1"
"502500601","1","1","","5025006","5025","","1"
"502500701","0","1","","5025007","5025","","1"
"502500801","1","1","","5025008","5025","","1"
"502700601","1","1","","5027006","5027","","1"
"502700701","1","1","","5027007","5027","","1"
"502900601","1","1","","5029006","5029","","1"
"502900701","1","1","","5029007","5029","","1"
"503100001","1","1","","5031000","5031","bgm_M185_emt5031_000","1"
"503100601","1","1","","5031006","5031","","1"
"503100701","1","1","","5031007","5031","","1"
"503150101","0","1","","5031501","5031","","1"
"503300001","1","1","","5033000","5033","","1"
"503300601","1","1","","5033006","5033","","1"
"503300701","0","1","","5033007","5033","","1"
"503300801","1","1","","5033008","5033","","1"
"503500001","1","1","","5035000","5035","","1"
"503600401","1","1","","5036004","5036","","1"
"503600501","0","1","","5036005","5036","","1"
"503650101","0","1","","5036501","5036","","1"
"503650201","0","1","","5036502","5036","","1"
"503650301","0","1","","5036503","5036","","1"
"503650401","0","1","","5036504","5036","","1"
"503800101","1","1","","5038001","5038","bgm_M122_emt5038_001","1"
"503800501","1","1","","5038005","5038","bgm_M346_emt5038_005","1"
"503800701","1","1","","5038007","5038","","1"
"504000001","1","1","","5040000","5040","","1"
"504000601","1","1","","5040006","5040","","1"
"504000701","1","1","","5040007","5040","","1"
"504200101","1","1","","5042001","5042","","1"
"504200601","1","1","","5042006","5042","","1"
"504200701","1","1","","5042007","5042","","1"
"504400101","1","1","","5044001","5044","bgm_M113_emt5044_001","1"
"504400601","1","1","","5044006","5044","bgm_M384_emt5044_006","1"
"504400701","1","1","","5044007","5044","","1"
"504600101","1","1","","5046001","5046","bgm_M394_emt5046_001","1"
"504600601","1","1","","5046006","5046","bgm_M397_emt5046_006","1"
"504600701","1","1","","5046007","5046","","1"
"504800301","1","1","","5048003","5048","","1"
"504800601","1","1","","5048006","5048","","1"
"504800701","1","1","","5048007","5048","","1"
"505000101","0","1","","5050001","5050","","1"
"505000601","0","1","","5050006","5050","","1"
"505000701","0","1","","5050007","5050","","1"
"505000801","1","1","","5050008","5050","","1"
"505200001","1","1","","5052000","5052","","1"
"505200601","1","1","","5052006","5052","","1"
"505200701","0","1","","5052007","5052","","1"
"505200801","1","1","","5052008","5052","","1"
"505400001","1","1","","5054000","5054","bgm_M282_emt5054_000","1"
"505400701","0","1","","5054007","5054","","1"
"505400801","1","1","","5054008","5054","","1"
"505400802","1","1","","5054008","5054","","1"
"505600001","1","1","","5056000","5056","","1"
"505600601","1","1","","5056006","5056","bgm_M438_emt5056_006","1"
"505600701","1","1","","5056007","5056","","1"
"505650101","0","1","","5056501","5056","","1"
"505800301","1","1","","5058003","5058","","1"
"505900601","1","1","","5059006","5059","","1"
"505900603","1","1","","5059006","5059","","1"
"505900604","1","1","","5059006","5059","","1"
"505900701","1","1","","5059007","5059","","1"
"505900702","1","1","","5059007","5059","","1"
"506100101","1","1","","5061001","5061","bgm_M452_emt5061_001","1"
"506100601","1","1","","5061006","5061","","1"
"506100701","1","1","","5061007","5061","","1"
"506400101","1","1","","5064001","5064","bgm_M459_emt5064_001","1"
"506400601","1","1","","5064006","5064","","1"
"506400701","1","1","","5064007","5064","","1"
"506600001","1","1","","5066000","5066","","1"
"506600601","1","1","","5066006","5066","","1"
"506600701","1","1","","5066007","5066","","1"
"506800101","1","1","","5068001","5068","","1"
"506800601","1","1","","5068006","5068","bgm_M480_emt5068_006","1"
"506800701","1","1","","5068007","5068","","1"
"507000101","1","1","","5070001","5070","","1"
"507000501","1","1","","5070005","5070","bgm_M488_emt5070_005","1"
"507000701","1","1","","5070007","5070","","1"
"507200001","1","1","","5072000","5072","","1"
"507200601","1","1","","5072006","5072","","1"
"507200602","1","1","","5072006","5072","","1"
"507400301","1","1","","5074003","5074","bgm_M512_emt5074_003","1"
"507400601","1","1","","5074006","5074","","1"
"507400701","1","1","","5074007","5074","","1"
"507600201","1","1","","5076002","5076","bgm_M192_emt5076_002","1"
"507600601","1","1","","5076006","5076","","1"
"507600701","0","1","","5076007","5076","","1"
"507600801","1","1","","5076008","5076","","1"
"507800401","1","1","","5078004","5078","","1"
"507800601","1","1","","5078006","5078","","1"
"507800701","0","1","","5078007","5078","","1"
"507800801","1","1","","5078008","5078","","1"
"508000201","1","1","","5080002","5080","bgm_M173_emt5080_002","1"
"508000601","1","1","","5080006","5080","","1"
"508000701","1","1","","5080007","5080","","1"
"508200001","1","1","","5082000","5082","","1"
"508200601","1","1","","5082006","5082","","1"
"508200701","1","1","","5082007","5082","","1"
"508250101","0","1","","5082501","5082","","1"
"508400001","1","1","","5084000","5084","","1"
"508500501","1","1","","5085005","5085","","1"
"508500601","1","1","","5085006","5085","bgm_M557_emt5085_010","1"
"508500602","1","1","","5085006","5085","","1"
"508800301","1","1","","5088003","5088","","1"
"508800601","1","1","","5088006","5088","","1"
"508800701","1","1","","5088007","5088","","1"
"509000201","1","1","","5090002","5090","","1"
"509000601","1","1","","5090006","5090","","1"
"509000701","1","1","","5090007","5090","","1"
"509200101","1","1","","5092001","5092","","1"
"509200601","1","1","","5092006","5092","","1"
"509200701","1","1","","5092007","5092","","1"
"509400501","1","1","","5094005","5094","","1"
"509400701","1","1","","5094007","5094","","1"
"509400702","1","1","","5094007","5094","","1"
"509600201","1","1","","5096002","5096","","1"
"509600701","1","1","","5096007","5096","","1"
"509600702","1","1","","5096007","5096","","1"
"509800001","1","1","","5098000","5098","","1"
"509800601","1","1","","5098006","5098","","1"
"509800701","1","1","","5098007","5098","","1"
"510000101","1","1","","5100001","5100","","1"
"510000601","1","1","","5100006","5100","bgm_M108_emt5100_006","1"
"510000701","1","1","","5100007","5100","","1"
"510200201","1","1","","5102002","5102","","1"
"510200601","1","1","","5102006","5102","","1"
"510200701","1","1","","5102007","5102","","1"
"510400001","1","1","","5104000","5104","","1"
"510400601","1","1","","5104006","5104","","1"
"510400701","1","1","","5104007","5104","","1"
"510600201","1","1","","5106002","5106","","1"
"510600701","1","1","","5106007","5106","","1"
"510600702","1","1","","5106007","5106","","1"
"510800001","1","1","","5108000","5108","","1"
"510800701","1","1","","5108007","5108","","1"
"510800702","1","1","","5108007","5108","","1"
"510850101","0","1","","5108501","5108","","1"
"511000501","1","1","","5110005","5110","","1"
"511100401","1","1","","5111004","5111","","1"
"511100402","1","1","","5111004","5111","","1"
"511100501","1","1","","5111005","5111","","1"
"511400301","1","1","","5114003","5114","","1"
"511400701","1","1","","5114007","5114","","1"
"511400702","1","1","","5114007","5114","","1"
"511600101","1","1","","5116001","5116","","1"
"511600601","1","1","","5116006","5116","bgm_MC019_emt5116_006","1"
"511600701","1","1","","5116007","5116","","1"
"511800001","1","1","","5118000","5118","bgm_MC027_emt5118_000","1"
"511800501","1","1","","5118005","5118","","1"
"511800701","1","1","","5118007","5118","","1"
"512000501","1","1","","5120005","5120","","1"
"512000601","1","1","","5120006","5120","","1"
