f492c82b285e6fce636f4dbb70ead4f7d6ba1a05de7cd0ee5b74e6f51e71814f,88b6d42d798675ae157f7247f47b46757daf519fec145bd261e142b29b36c85c,cac1d00fdde3dabdac7e2e40c7eec798919ba27a757a6749ecf6bdfd85d61a08,f5ac76d77b6397093c45e939cd9502c5b3e32f648b21850e6e1716df31f113b6,4fc25830eb0c6cb9366b29f4c93888e7a7246122afa51a7255733869cc501634,93566ef72ed673cd999a52b0141471abf22eaa7f5d9d81e576a7dde44bb7ac37,039a2d5540f1d8fb4a3da953b38a0f206320c6c93065178ec221ed2c48d05d7d,408780927b88e4ce0c5121fbcefeb76a4fb7e6e4a660ecd03018aa8b69157d39,45826e19b779fb1d84d51634f264ce60c058cc6e29cf412d01d6387d811ff343,228ef110048b7c280abbe032ea94498d455a69b7436b72edb161b641ec4941d6,1fc2d3f7248b5b1d8e24a68354eee93b2e4f118898acbcc0ef4cc6ede3ac44a9,589f573b3040727a8969d47711138d6e9d2b3ef34f774b8740ddc4bbe7ac302e,db1eace372bde4a7de87ac9bcfba7aa1804c6d9e6733f71922f85e260d39b2b0,fdc378882a161a702a2675ea5ac8e24ecbd6f433d2d6b267e8d9e6a8a815111e,1d8b365cac1850ecff210388d5438d08442e69617bae02202a5799cbbb4493a2,95db5e3aaf497a4f467919d058dae1343fc4e11e1befc3ff7b30aa9b8b854987,f980f48222259ba9e97d4d9779fdb3a3bd353f115aa79d486fd5cc18702f3801,a571e6b540777bc7252fd9a6a9898d74fe0446320399601e771223e5867c8b46,0626ce863b35dee916041233f93f434ddd7ff1c460a3168179a266dc3fa1fa5b
"1000","240803","2","25102","25021","500","0","3000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","240804","2","25021","25011","1000","0","4000000000","2","92408","2","500","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"1000","240805","2","25102","25021","1000","0","5000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","240806","2","25021","25011","1000","0","6000000000","2","92408","2","1000","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"3000","240807","2","25102","25021","1000","0","7000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","240808","2","25021","25011","3000","0","8000000000","2","92408","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"3000","240809","2","25102","25021","1000","0","9000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","240810","2","25102","25021","1000","0","10000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25011","0","0","25012"
"3000","240811","2","25102","25021","1000","0","12000000000","2","92408","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25013","0","0","25015"
"3000","240812","2","25021","25011","3000","0","16000000000","2","92408","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25014"
"3000","240813","2","25021","25013","3000","0","20000000000","2","92408","2","1000","2","abyss_reward_icon_astralshard","3000","25014","0","0","25015"
"3000","240814","2","25021","25011","3000","0","25000000000","2","92408","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"0","240815","0","90005","0","0","0","30000000000","0","92408","2","10","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240816","0","90005","0","0","0","35000000000","0","92408","2","20","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240817","0","90005","0","0","0","40000000000","0","92408","2","30","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240818","0","90005","0","0","0","50000000000","0","92408","2","50","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"1000","240901","2","25102","25021","200","0","1000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","240902","2","25021","25011","1000","0","2000000000","2","92409","2","300","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"1000","240903","2","25102","25021","500","0","3000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","240904","2","25021","25011","1000","0","4000000000","2","92409","2","500","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"1000","240905","2","25102","25021","1000","0","5000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","240906","2","25021","25011","1000","0","6000000000","2","92409","2","1000","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"3000","240907","2","25102","25021","1000","0","7000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","240908","2","25021","25011","3000","0","8000000000","2","92409","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"3000","240909","2","25102","25021","1000","0","9000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","240910","2","25102","25021","1000","0","10000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25011","0","0","25012"
"3000","240911","2","25102","25021","1000","0","12000000000","2","92409","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25013","0","0","25015"
"3000","240912","2","25021","25011","3000","0","16000000000","2","92409","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25014"
"3000","240913","2","25021","25013","3000","0","20000000000","2","92409","2","1000","2","abyss_reward_icon_astralshard","3000","25014","0","0","25015"
"3000","240914","2","25021","25011","3000","0","25000000000","2","92409","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"0","240915","0","90005","0","0","0","30000000000","0","92409","2","10","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240916","0","90005","0","0","0","35000000000","0","92409","2","20","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240917","0","90005","0","0","0","40000000000","0","92409","2","30","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240918","0","90005","0","0","0","50000000000","0","92409","2","50","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","240919","0","140001","0","0","0","60000000000","0","92409","4","50","0","abyss_reward_icon_piece_p_heart","0","0","0","0","0"
"0","240920","0","140001","0","0","0","70000000000","0","92409","4","50","0","abyss_reward_icon_piece_p_heart","0","0","0","0","0"
"1000","241001","2","25102","25021","200","0","1000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","241002","2","25021","25011","1000","0","2000000000","2","92410","2","300","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"1000","241003","2","25102","25021","500","0","3000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","241004","2","25021","25011","1000","0","4000000000","2","92410","2","500","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"1000","241005","2","25102","25021","1000","0","5000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","1000","25014","0","0","25015"
"1000","241006","2","25021","25011","1000","0","6000000000","2","92410","2","1000","2","abyss_reward_icon_astralshard","1000","25012","0","0","25013"
"3000","241007","2","25102","25021","1000","0","7000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","241008","2","25021","25011","3000","0","8000000000","2","92410","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"3000","241009","2","25102","25021","1000","0","9000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25014","0","0","25015"
"3000","241010","2","25102","25021","1000","0","10000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25011","0","0","25012"
"3000","241011","2","25102","25021","1000","0","12000000000","2","92410","2","10","2","abyss_reward_icon_masterpieces_piece","3000","25013","0","0","25015"
"3000","241012","2","25021","25011","3000","0","16000000000","2","92410","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25014"
"3000","241013","2","25021","25013","3000","0","20000000000","2","92410","2","1000","2","abyss_reward_icon_astralshard","3000","25014","0","0","25015"
"3000","241014","2","25021","25011","3000","0","25000000000","2","92410","2","1000","2","abyss_reward_icon_astralshard","3000","25012","0","0","25013"
"0","241015","0","90005","0","0","0","30000000000","0","92410","2","10","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","241016","0","90005","0","0","0","35000000000","0","92410","2","20","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","241017","0","90005","0","0","0","40000000000","0","92410","2","30","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","241018","0","90005","0","0","0","50000000000","0","92410","2","50","0","abyss_reward_icon_hiseki","0","0","0","0","0"
"0","241019","0","140001","0","0","0","60000000000","0","92410","4","50","0","abyss_reward_icon_piece_p_heart","0","0","0","0","0"
"0","241020","0","140001","0","0","0","70000000000","0","92410","4","50","0","abyss_reward_icon_piece_p_heart","0","0","0","0","0"
