234c94fcdc6804528298ab06aad639840c0bd9345bf3915147f27a9b810fc158,d66b48fcabc745290237bb943c8b76aa793cef786f874d03255ad3e2d4088076,fecafa00efb6d4d003af332213925ebf38e212fd7fc17b1bd7acb7fe4d884c9c,ec1e12a30ec681feed8aceb7f0d4668c57aa10d0ab3ca7ca230f5388c3a3edf8,af8398a7f4ff1223976f5aab876f24803f7d85dee372082525b0a509025fd6aa,b9521bcded10d18f3352a46dcd9132c33de7295aba9eec4a423d05b15a626789,ee27b3906ee47dbaf8b4dea166b156412b0eb8b72fe36fc7f9b0b0124a86fa30,e3b430466df8eca2bf38140efb8c87e331ef3134dca771b3abb642f4fc86ecdc,1f2a553fe0f8c6f4c14d2d88b3c4ac39efa786e59199aa45b1f1ace1459f2fe4,e5bb2388fc998f0cf777a24d668aaec80b3f7fb8809698b01c7fd62a83cf6c37,2119a39f79f72e1b716b5efaacf45f6efd9b1ba6b067ecc52c9091e6c592c827,1498a13b111f6b9193f825a4693d7d1c6de7ac4eb1737c4e1c812c3a81a4ac4c,8df4a81407988ef64e6adf685871c3555482a85b35ec3c6875cd62032358a24c,59c426c7620f9af63775eb679c2d478607637420106ae6be9d9f441ffee8d4a0,1100c028fe9a830a81b3a9360153b78c19c63221443547c3de2c26efc90fbcc4,f663c5d199303072f363f78e7937cf270e2d5c61a84b1c9cbba1d51512f1d5eb,742a1307af6fa7a5232aad8543efd18c34db15f7b44d4a85097f7642f18d4f07,bb82764bd1172e6b6928c77c702216138e1a30b5f01a0b10c3ec3b01160529ef,d1e1a9d05b39d052b38942ebe61a29b5774c2b37260fc7f462a4db5a06e76d6a
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","240715","0","0","92407","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","240716","0","0","92407","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","240717","0","0","92407","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","240718","0","0","92407","0","abyss_reward_icon_hiseki","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","240801","25015","1000","92408","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","240802","25013","1000","92408","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","240803","25015","1000","92408","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","240804","25013","1000","92408","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","240805","25015","1000","92408","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","240806","25013","1000","92408","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","240807","25015","3000","92408","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","240808","25013","3000","92408","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","240809","25015","3000","92408","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","240810","25012","3000","92408","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","240811","25015","3000","92408","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","240812","25014","3000","92408","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","240813","25015","3000","92408","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","240814","25013","3000","92408","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","240815","0","0","92408","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","240816","0","0","92408","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","240817","0","0","92408","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","240818","0","0","92408","0","abyss_reward_icon_hiseki","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","240901","25015","1000","92409","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","240902","25013","1000","92409","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","240903","25015","1000","92409","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","240904","25013","1000","92409","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","240905","25015","1000","92409","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","240906","25013","1000","92409","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","240907","25015","3000","92409","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","240908","25013","3000","92409","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","240909","25015","3000","92409","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","240910","25012","3000","92409","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","240911","25015","3000","92409","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","240912","25014","3000","92409","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","240913","25015","3000","92409","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","240914","25013","3000","92409","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","240915","0","0","92409","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","240916","0","0","92409","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","240917","0","0","92409","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","240918","0","0","92409","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","240919","0","0","92409","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","240920","0","0","92409","0","abyss_reward_icon_piece_p_heart","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","241001","25015","1000","92410","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","241002","25013","1000","92410","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","241003","25015","1000","92410","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","241004","25013","1000","92410","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","241005","25015","1000","92410","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","241006","25013","1000","92410","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","241007","25015","3000","92410","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","241008","25013","3000","92410","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","241009","25015","3000","92410","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","241010","25012","3000","92410","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","241011","25015","3000","92410","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","241012","25014","3000","92410","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","241013","25015","3000","92410","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","241014","25013","3000","92410","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","241015","0","0","92410","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","241016","0","0","92410","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","241017","0","0","92410","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","241018","0","0","92410","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","241019","0","0","92410","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","241020","0","0","92410","0","abyss_reward_icon_piece_p_heart","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","241101","25015","1000","92411","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","241102","25013","1000","92411","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","241103","25015","1000","92411","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","241104","25013","1000","92411","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","241105","25015","1000","92411","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","241106","25013","1000","92411","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","241107","25015","3000","92411","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","241108","25013","3000","92411","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","241109","25015","3000","92411","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","241110","25012","3000","92411","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","241111","25015","3000","92411","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","241112","25014","3000","92411","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","241113","25015","3000","92411","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","241114","25013","3000","92411","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","241115","0","0","92411","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","241116","0","0","92411","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","241117","0","0","92411","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","241118","0","0","92411","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","241119","0","0","92411","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","241120","0","0","92411","0","abyss_reward_icon_piece_p_heart","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","241201","25015","1000","92412","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","241202","25013","1000","92412","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","241203","25015","1000","92412","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","241204","25013","1000","92412","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","241205","25015","1000","92412","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","241206","25013","1000","92412","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","241207","25015","3000","92412","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","241208","25013","3000","92412","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","241209","25015","3000","92412","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","241210","25012","3000","92412","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","241211","25015","3000","92412","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","241212","25014","3000","92412","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","241213","25015","3000","92412","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","241214","25013","3000","92412","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","241215","0","0","92412","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","241216","0","0","92412","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","241217","0","0","92412","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","241218","0","0","92412","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","241219","0","0","92412","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","241220","0","0","92412","0","abyss_reward_icon_piece_p_heart","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","241401","25015","1000","92414","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","241402","25013","1000","92414","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","241403","25015","1000","92414","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","241404","25013","1000","92414","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","241405","25015","1000","92414","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","241406","25013","1000","92414","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","241407","25015","3000","92414","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","241408","25013","3000","92414","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","241409","25015","3000","92414","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","241410","25012","3000","92414","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","241411","25015","3000","92414","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","241412","25014","3000","92414","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","241413","25015","3000","92414","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","241414","25013","3000","92414","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","241415","0","0","92414","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","241416","0","0","92414","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","241417","0","0","92414","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","241418","0","0","92414","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","241419","0","0","92414","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","241420","0","0","92414","0","abyss_reward_icon_piece_p_heart","0"
"25021","1000000000","2","2","25014","2","2","10","1000","0","25102","0","250101","25015","1000","92413","0","abyss_reward_icon_masterpieces_piece","200"
"25011","2000000000","2","2","25012","2","2","300","1000","0","25021","0","250102","25013","1000","92413","0","abyss_reward_icon_astralshard","1000"
"25021","3000000000","2","2","25014","2","2","10","1000","0","25102","0","250103","25015","1000","92413","0","abyss_reward_icon_masterpieces_piece","500"
"25011","4000000000","2","2","25012","2","2","500","1000","0","25021","0","250104","25013","1000","92413","0","abyss_reward_icon_astralshard","1000"
"25021","5000000000","2","2","25014","2","2","10","1000","0","25102","0","250105","25015","1000","92413","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","6000000000","2","2","25012","2","2","1000","1000","0","25021","0","250106","25013","1000","92413","0","abyss_reward_icon_astralshard","1000"
"25021","7000000000","2","2","25014","2","2","10","3000","0","25102","0","250107","25015","3000","92413","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","8000000000","2","2","25012","2","2","1000","3000","0","25021","0","250108","25013","3000","92413","0","abyss_reward_icon_astralshard","3000"
"25021","9000000000","2","2","25014","2","2","10","3000","0","25102","0","250109","25015","3000","92413","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","10000000000","2","2","25011","2","2","10","3000","0","25102","0","250110","25012","3000","92413","0","abyss_reward_icon_masterpieces_piece","1000"
"25021","12000000000","2","2","25013","2","2","10","3000","0","25102","0","250111","25015","3000","92413","0","abyss_reward_icon_masterpieces_piece","1000"
"25011","16000000000","2","2","25012","2","2","1000","3000","0","25021","0","250112","25014","3000","92413","0","abyss_reward_icon_astralshard","3000"
"25013","20000000000","2","2","25014","2","2","1000","3000","0","25021","0","250113","25015","3000","92413","0","abyss_reward_icon_astralshard","3000"
"25011","25000000000","2","2","25012","2","2","1000","3000","0","25021","0","250114","25013","3000","92413","0","abyss_reward_icon_astralshard","3000"
"0","30000000000","0","0","0","0","2","10","0","0","90005","0","250115","0","0","92413","0","abyss_reward_icon_hiseki","0"
"0","35000000000","0","0","0","0","2","20","0","0","90005","0","250116","0","0","92413","0","abyss_reward_icon_hiseki","0"
"0","40000000000","0","0","0","0","2","30","0","0","90005","0","250117","0","0","92413","0","abyss_reward_icon_hiseki","0"
"0","50000000000","0","0","0","0","2","50","0","0","90005","0","250118","0","0","92413","0","abyss_reward_icon_hiseki","0"
"0","60000000000","0","0","0","0","4","50","0","0","140001","0","250119","0","0","92413","0","abyss_reward_icon_piece_p_heart","0"
"0","70000000000","0","0","0","0","4","50","0","0","140001","0","250120","0","0","92413","0","abyss_reward_icon_piece_p_heart","0"
