06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"17","94002","1","1","0","13600","-100","0","91002","0","0.7","71010017","0","0","1","0","710100171","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123281","101181","0.7","0","333","0","0","30","0","0","2100117"
"18","94002","3","1","0","13700","-100","0","91002","0","0.7","71010018","0","0","1","0","710100181","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123282","101181","0.7","0","333","0","0","30","0","0","2100118"
"19","94002","4","1","0","13800","-100","0","91002","0","0.7","71010019","0","0","1","0","710100191","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113283","101181","0.7","0","333","0","0","30","0","0","2100119"
"20","123311","2","1","0","5","-100","0","140000","0","0.7","71010020","13900","0","1","1","710100201","100","-1","40004","100","-1","0","1","0","248","0","1","0.7","90","100","0","-240","bgm_M126","0","500","0.7","0","0","91002","101183","0.7","0","0","94002","0","1","-20","0","2100120"
"21","94002","1","1","0","14000","-100","0","91002","0","0.7","71010021","0","0","1","0","710100211","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123341","101181","0.7","0","333","0","0","30","0","0","2100121"
"22","94002","3","1","0","14100","-100","0","91002","0","0.7","71010022","0","0","1","0","710100221","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113342","101181","0.7","0","333","0","0","30","0","0","2100122"
"23","94002","4","1","0","14200","-100","0","91002","0","0.7","71010023","0","0","1","0","710100231","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123343","101181","0.7","0","333","0","0","30","0","0","2100123"
"24","94002","2","1","0","14300","-100","0","91002","0","0.7","71010024","0","0","1","0","710100241","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123371","101181","0.7","0","333","0","0","30","0","0","2100124"
"25","94002","1","1","0","14400","-100","0","91002","0","0.7","71010025","0","0","1","0","710100251","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113372","101181","0.7","0","333","0","0","30","0","0","2100125"
"26","94002","3","1","0","14500","-100","0","91002","0","0.7","71010026","0","0","1","0","710100261","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113401","101181","0.7","0","333","0","0","30","0","0","2100126"
"27","94002","4","1","0","14600","-100","0","91002","0","0.7","71010027","0","0","1","0","710100271","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113431","101181","0.7","0","333","0","0","30","0","0","2100127"
"28","94002","2","1","0","14700","-100","0","91002","0","0.7","71010028","0","0","1","0","710100281","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123432","101181","0.7","0","333","0","0","30","0","0","2100128"
"29","94002","1","1","0","14800","-100","0","91002","0","0.7","71010029","0","0","1","0","710100291","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123461","101181","0.7","0","333","0","0","30","0","0","2100129"
"30","31032","3","1","0","2","-100","0","140000","0","0.7","71010030","14900","-20","1","1","710100301","100","-1","40004","100","-101","0","1","0","99","0","0.7","0.7","90","100","0","-301","bgm_M126","0","500","0.7","299","0","91002","101183","1","0","0","94002","0","1","0","0","2100130"
"31","94002","4","1","0","15000","-100","0","91002","0","0.7","71010031","0","0","1","0","710100311","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123491","101181","0.7","0","333","0","0","30","0","0","2100131"
"32","94002","2","1","0","15100","-100","0","91002","0","0.7","71010032","0","0","1","0","710100321","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113521","101181","0.7","0","333","0","0","30","0","0","2100132"
"33","94002","1","1","0","15200","-100","0","91002","0","0.7","71010033","0","0","1","0","710100331","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113522","101181","0.7","0","333","0","0","30","0","0","2100133"
"34","94002","3","1","0","15300","-100","0","91002","0","0.7","71010034","0","0","1","0","710100341","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113551","101181","0.7","0","333","0","0","30","0","0","2100134"
"35","94002","4","1","0","15400","-100","0","91002","0","0.7","71010035","0","0","1","0","710100351","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113552","101181","0.7","0","333","0","0","30","0","0","2100135"
"36","94002","2","1","0","15500","-100","0","91002","0","0.7","71010036","0","0","1","0","710100361","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113553","101181","0.7","0","333","0","0","30","0","0","2100136"
"37","94002","1","1","0","15600","-100","0","91002","0","0.7","71010037","0","0","1","0","710100371","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113581","101181","0.7","0","333","0","0","30","0","0","2100137"
"38","94002","3","1","0","15700","-100","0","91002","0","0.7","71010038","0","0","1","0","710100381","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123582","101181","0.7","0","333","0","0","30","0","0","2100138"
"39","94002","4","1","0","15800","-100","0","91002","0","0.7","71010039","0","0","1","0","710100391","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113611","101181","0.7","0","333","0","0","30","0","0","2100139"
"40","31023","2","1","0","2","-100","0","140000","0","0.7","71010040","15900","-20","1","1","710100401","100","-1","40004","100","-101","0","1","0","99","0","0.7","0.7","90","100","0","-301","bgm_M126","0","500","0.7","299","0","91002","101183","1","0","0","94002","0","1","0","0","2100140"
"41","94002","1","1","0","16000","-100","0","91002","0","0.7","71010041","0","0","1","0","710100411","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123583","101181","0.7","0","333","0","0","30","0","0","2100141"
"42","94002","3","1","0","16100","-100","0","91002","0","0.7","71010042","0","0","1","0","710100421","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","123612","101181","0.7","0","333","0","0","30","0","0","2100142"
"43","94002","4","1","0","16200","-100","0","91002","0","0.7","71010043","0","0","1","0","710100431","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","113614","101181","0.7","0","333","0","0","30","0","0","2100143"
"44","94002","2","1","0","16300","-100","0","91002","0","0.7","71010044","0","0","1","0","710100441","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","114222","101181","0.7","0","333","0","0","30","0","0","2100144"
"45","94002","1","1","0","16400","-100","0","91002","0","0.7","71010045","0","0","1","0","710100451","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","124251","101181","0.7","0","333","0","0","30","0","0","2100145"
"46","94002","3","1","0","16500","-100","0","91002","0","0.7","71010046","0","0","1","0","710100461","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","114252","101181","0.7","0","333","0","0","30","0","0","2100146"
"47","94002","4","1","0","16600","-100","0","91002","0","0.7","71010047","0","0","1","0","710100471","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","114281","101181","0.7","0","333","0","0","30","0","0","2100147"
"48","94002","2","1","0","16700","-100","0","91002","0","0.7","71010048","0","0","1","0","710100481","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","124311","101181","0.7","0","333","0","0","30","0","0","2100148"
"49","94002","1","1","0","16800","-100","0","91002","0","0.7","71010049","0","0","1","0","710100491","5","1","40004","100","-168","0","1","0","-1","0","0.7","0.7","90","100","0","-335","bgm_M127","0","500","0.7","166","0","114341","101181","0.7","0","333","0","0","30","0","0","2100149"
"50","31049","3","1","0","3","-100","0","140000","0","0.7","71010050","16900","-20","1","1","710100501","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101183","1","0","333","94002","0","1","0","0","2100150"
"51","94002","4","1","0","17000","-100","0","91002","0","0.7","71010051","0","0","1","0","710100511","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124101","101181","0.7","0","333","0","0","30","0","0","2100151"
"52","94002","2","1","0","17100","-100","0","91002","0","0.7","71010052","0","0","1","0","710100521","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114102","101181","0.7","0","333","0","0","30","0","0","2100152"
"53","94002","1","1","0","17200","-100","0","91002","0","0.7","71010053","0","0","1","0","710100531","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124131","101181","0.7","0","333","0","0","30","0","0","2100153"
"54","94002","3","1","0","17300","-100","0","91002","0","0.7","71010054","0","0","1","0","710100541","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114132","101181","0.7","0","333","0","0","30","0","0","2100154"
"55","94002","4","1","0","17400","-100","0","91002","0","0.7","71010055","0","0","1","0","710100551","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124161","101181","0.7","0","333","0","0","30","0","0","2100155"
"56","94002","2","1","0","17500","-100","0","91002","0","0.7","71010056","0","0","1","0","710100561","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114162","101181","0.7","0","333","0","0","30","0","0","2100156"
"57","94002","1","1","0","17600","-100","0","91002","0","0.7","71010057","0","0","1","0","710100571","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114191","101181","0.7","0","333","0","0","30","0","0","2100157"
"58","94002","3","1","0","17700","-100","0","91002","0","0.7","71010058","0","0","1","0","710100581","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124192","101181","0.7","0","333","0","0","30","0","0","2100158"
"59","94002","4","1","0","17800","-100","0","91002","0","0.7","71010059","0","0","1","0","710100591","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114221","101181","0.7","0","333","0","0","30","0","0","2100159"
"60","31053","2","1","0","3","-100","0","140000","0","0.7","71010060","17900","-20","1","1","710100601","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101183","1","0","333","94002","0","1","0","0","2100160"
"61","94002","1","1","0","18000","-100","0","91002","0","0.7","71010061","0","0","1","0","710100611","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124101","101181","0.7","0","333","0","0","30","0","0","2100161"
"62","94002","3","1","0","18100","-100","0","91002","0","0.7","71010062","0","0","1","0","710100621","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114102","101181","0.7","0","333","0","0","30","0","0","2100162"
"63","94002","4","1","0","18200","-100","0","91002","0","0.7","71010063","0","0","1","0","710100631","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124131","101181","0.7","0","333","0","0","30","0","0","2100163"
"64","94002","2","1","0","18300","-100","0","91002","0","0.7","71010064","0","0","1","0","710100641","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124071","101181","0.7","0","333","0","0","30","0","0","2100164"
"65","94002","1","1","0","18400","-100","0","91002","0","0.7","71010065","0","0","1","0","710100651","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114011","101181","0.7","0","333","0","0","30","0","0","2100165"
"66","94002","3","1","0","18500","-100","0","91002","0","0.7","71010066","0","0","1","0","710100661","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114072","101181","0.7","0","333","0","0","30","0","0","2100166"
"67","94002","4","1","0","18600","-100","0","91002","0","0.7","71010067","0","0","1","0","710100671","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114041","101181","0.7","0","333","0","0","30","0","0","2100167"
"68","94002","2","1","0","18700","-100","0","91002","0","0.7","71010068","0","0","1","0","710100681","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124042","101181","0.7","0","333","0","0","30","0","0","2100168"
"69","94002","1","1","0","18800","-100","0","91002","0","0.7","71010069","0","0","1","0","710100691","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114012","101181","0.7","0","333","0","0","30","0","0","2100169"
"70","31011","4","1","0","3","-100","72010070","140000","0","0.7","71010070","18900","-20","1","1","710100701","100","-1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","91002","101183","1","0","333","94002","0","1","0","0","2100170"
"71","94002","2","1","0","19000","-100","0","91002","0","0.7","71020071","0","0","2","0","710200711","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124282","101311","0.7","0","333","0","0","30","0","0","2100171"
"72","94002","1","1","0","19100","-100","0","91002","0","0.7","71020072","0","0","2","0","710200721","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","114222","101311","0.7","0","333","0","0","30","0","0","2100172"
"73","94002","3","1","0","19200","-100","0","91002","0","0.7","71020073","0","0","2","0","710200731","5","1","40004","50","-168","0","1","0","-1","0","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","124312","101311","0.7","0","333","0","0","30","0","0","2100173"
