a4b3bb0198f8bd335d8f5ca238dad1cd95fb838e0d932cc2181bd63796b72dff,477c600019006d29037bd04a138f4cd3cd6ce48ca23dfb36b2e4fe84f9a6760f,0c37757a753e568b3d31b905f10e36f7e9aa366bbe1483cfdb84fd92deef39e3,4959479cc82caae206f34201353f3afb911784e22eec6a7a1844c0c5bedb5f89,ec5c511858cbd1030c4e078054bf60de49f142e140630410106249f5286166b8,18201c3420d4749b019b3ef32f6013a902cd496c793374c58d87697ea7237359,5b24d28ac7651251cf5949a119b1beff661cf08caaaa5ccf4e5603191cef05d5,6fc0403b4b111fcba768ee013dbf296811af80bbd6a0619e586bb2d408b099f4
"102","bgm_M483","2021/11/15 16:00:00","11048","48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","bgm_M483_E46","48.埃斯塔荒野‧南部"
"102","bgm_M483","2021/12/15 16:00:00","11049","49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","bgm_M483_E46","49.埃斯塔荒野‧北部"
"102","bgm_M483","2015/12/17 15:00:00","11050","50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","bgm_M483_E50","50.涅羅礁岩‧西部"
"102","bgm_M483","2015/12/17 15:00:00","11051","51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","bgm_M483_E50","51.涅羅礁岩‧東部"
"102","bgm_M483","2015/12/17 15:00:00","11052","52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸"
"102","bgm_M483","2015/12/17 15:00:00","11053","53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸"
"102","bgm_M483","2015/12/17 15:00:00","11054","54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483_E50","54.托塔提斯沙岸‧西部"
"102","bgm_M483","2022/06/15 16:00:00","11055","55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483_E50","55.托塔提斯沙岸‧東部"
"102","bgm_M483","2022/07/15 16:00:00","11056","56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483_E50","56.歐呂克斯沙島‧北部"
"102","bgm_M571","2022/08/15 16:00:00","11057","57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","57.歐呂克斯沙島‧南部"
"102","bgm_M599A","2022/09/15 16:00:00","11058","58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","bgm_M599A","58.克魯斯密林‧東部"
"102","bgm_M599A","2022/11/15 16:00:00","11059","59.克魯斯\n　　　　　密林‧西部","2030/12/17 14:59:59","bgm_M599A","59.克魯斯密林‧西部"
"102","bgm_M599A","2023/01/16 16:00:00","11060","60.考達\n　　　　　海灘‧北部","2030/12/17 14:59:59","bgm_M599A","60.考達海灘‧北部"
"102","bgm_M599A","2023/03/15 16:00:00","11061","61.考達\n　　　　　海灘‧南部","2030/12/17 14:59:59","bgm_M599A","61.考達海灘‧南部"
"102","bgm_M599A","2023/05/15 16:00:00","11062","62.普洛庇那海角","2030/12/17 14:59:59","bgm_M599A","62.普洛庇那海角"
"103","bgm_MC001","2023/07/14 16:00:00","11063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","63.阿帕雷尤街道‧西側"
"103","bgm_MC001","2023/09/15 16:00:00","11064","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","bgm_MC001","64.阿帕雷尤街道‧東側"
"103","bgm_MC001","2023/11/15 16:00:00","11065","65.帕菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","bgm_MC001","65.帕菲之城　城鎮"
"103","bgm_MC001","2015/12/17 15:00:00","11066","66.拉摩利爾平原","2030/12/17 14:59:59","bgm_MC001","66.拉摩利爾平原"
"104","bgm_MC079","2015/12/17 15:00:00","11067","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"104","bgm_MC079","2015/12/17 15:00:00","11068","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"104","bgm_MC079","2015/12/17 15:00:00","11069","69.鬼的跟前","2030/12/17 14:59:59","bgm_MC079","69.鬼的跟前"
"104","bgm_MC079","2015/12/17 15:00:00","11070","70.炎繩河","2030/12/17 14:59:59","bgm_MC079","70.炎繩河"
"104","bgm_MC079","2015/12/17 15:00:00","11071","71.崩豹山巔","2030/12/17 14:59:59","bgm_MC079","71.崩豹山巔"
"104","bgm_MC079","2015/12/17 15:00:00","11072","72.怒錐山岳","2030/12/17 14:59:59","bgm_MC079","72.怒錐山岳"
"105","bgm_MC201","2015/12/17 15:00:00","11073","73.久遠冰河‧南端","2030/12/17 14:59:59","bgm_MC201","73.久遠冰河‧南端"
"105","bgm_MC201","2015/12/17 15:00:00","11074","74.幽魂濕地","2030/12/17 14:59:59","bgm_MC201","74.幽魂濕地"
"105","bgm_MC201","2015/12/17 15:00:00","11075","75.巨鯨城‧近郊","2030/12/17 14:59:59","bgm_MC201","75.巨鯨城‧近郊"
"105","bgm_MC201","2015/12/17 15:00:00","11076","76.被遺忘的城鎮","2030/12/17 14:59:59","bgm_MC201","76.被遺忘的城鎮"
"105","bgm_MC201","2015/12/17 15:00:00","11077","77.面對黑曜的山丘","2030/12/17 14:59:59","bgm_MC201","77.面對黑曜的山丘"
"105","bgm_MC201","2015/12/17 15:00:00","11078","78.屍蠟的沉眠之城","2030/12/17 14:59:59","bgm_MC201","78.屍蠟的沉眠之城"
"105","bgm_MC201","2015/12/17 15:00:00","11079","79.離群鬼的聚落","2030/12/17 14:59:59","bgm_MC201","79.離群鬼的聚落"
"101","bgm_M61","2015/12/17 15:00:00","12001","1.朱諾平原","2030/12/17 14:59:59","bgm_M61","1.朱諾平原"
"101","bgm_M61","2015/12/17 15:00:00","12002","2.帕拉斯高原","2030/12/17 14:59:59","bgm_M61_02","2.帕拉斯高原"
"101","bgm_M61","2015/12/17 15:00:00","12003","3.赫柏丘陵","2030/12/17 14:59:59","bgm_M61_03","3.赫柏丘陵"
"101","bgm_M61","2015/12/17 15:00:00","12004","4.維斯塔溪谷","2030/12/17 14:59:59","bgm_M61_04","4.維斯塔溪谷"
"101","bgm_M62","2015/12/17 15:00:00","12005","5.刻瑞斯森林","2030/12/17 14:59:59","bgm_M62_01","5.刻瑞斯森林"
"101","bgm_M62","2015/12/17 15:00:00","12006","6.佛洛拉湖畔","2030/12/17 14:59:59","bgm_M62_02","6.佛洛拉湖畔"
"101","bgm_M62","2015/12/17 15:00:00","12007","7.墨提斯大瀑布","2030/12/17 14:59:59","bgm_M62_03","7.墨提斯大瀑布"
"101","bgm_M42","2015/12/17 15:00:00","12008","8.伊麗絲樹海","2030/12/17 14:59:59","bgm_M42_02","8.伊麗絲樹海"
"101","bgm_M58","2015/12/17 15:00:00","12009","9.弗麗嘉雪原","2030/12/17 14:59:59","bgm_M58","9.弗麗嘉雪原"
"101","bgm_M101","2018/10/05 16:00:00","12010","10.洛麗泰海岸","2030/12/17 14:59:59","bgm_M101","10.洛麗泰海岸"
"101","bgm_M93","2018/11/07 16:00:00","12011","11.蓋奴亞荒漠","2030/12/17 14:59:59","bgm_M93","11.蓋奴亞荒漠"
"101","bgm_M94","2018/12/07 16:00:00","12012","12.波諾尼亞砂丘","2030/12/17 14:59:59","bgm_M94","12.波諾尼亞砂丘"
"101","bgm_M118","2019/01/03 16:00:00","12013","13.朵羅西亞濕地","2030/12/17 14:59:59","bgm_M118","13.朵羅西亞溼地"
"101","bgm_M95","2019/01/30 16:00:00","12014","14.尤金尼亞熱地","2030/12/17 14:59:59","bgm_M95","14.尤金尼亞熱地"
"101","bgm_M96","2019/02/18 16:00:00","12015","15.塔利亞火山","2030/12/17 14:59:59","bgm_M96","15.塔利亞火山"
"101","bgm_M140","2019/03/21 16:00:00","12016","16.泰美斯銀嶺","2030/12/17 14:59:59","bgm_M140","16.泰美斯銀嶺"
"101","bgm_M141","2019/04/19 16:00:00","12017","17.菲得斯冰原","2030/12/17 14:59:59","bgm_M141","17.菲得斯冰原"
"102","bgm_M179","2019/05/21 16:00:00","12018","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:59","bgm_M179","18.法艾頓草原"
"102","bgm_M179","2019/06/17 16:00:00","12019","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","bgm_M179","19.法艾頓草原‧南部"
"102","bgm_M180","2019/08/15 16:00:00","12020","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","bgm_M180","20.卡斯塔利亞樹林‧西部"
"102","bgm_M180","2019/08/15 16:00:00","12021","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","bgm_M180","21.卡斯塔利亞樹林‧東部"
"102","bgm_M232","2019/09/17 16:00:00","12022","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","bgm_M232","22.馬提爾德岩峰‧南部"
"102","bgm_M232","2019/09/17 16:00:00","12023","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","bgm_M232","23.馬提爾德岩峰‧北部"
"102","bgm_M233","2019/10/15 16:00:00","12024","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","bgm_M233","24.雷蒂烏斯群峰‧西麓"
"102","bgm_M233","2019/11/15 16:00:00","12025","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","bgm_M233","25.雷蒂烏斯群峰‧東麓"
"102","bgm_M260","2019/12/13 16:00:00","12026","26.佩特羅大森林‧西部","2030/12/17 14:59:59","bgm_M260","26.佩特羅大森林‧西部"
"102","bgm_M260","2020/01/10 16:00:00","12027","27.佩特羅大森林‧東部","2030/12/17 14:59:59","bgm_M260","27.佩特羅大森林‧東部"
"102","bgm_M278","2020/02/14 16:00:00","12028","28.迪茲塔爾河\n　　　　　蝕岸‧北部","2030/12/17 14:59:59","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部"
"102","bgm_M278","2020/03/13 16:00:00","12029","29.迪茲塔爾河\n　　　　　蝕岸‧南部","2030/12/17 14:59:59","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部"
"102","bgm_M293","2020/04/14 16:00:00","12030","30.弗泰拉斷崖‧北部","2030/12/17 14:59:59","bgm_M293","30.弗泰拉斷崖‧北部"
"102","bgm_M293","2020/05/15 16:00:00","12031","31.弗泰拉斷崖‧南部","2030/12/17 14:59:59","bgm_M293","31.弗泰拉斷崖‧南部"
"102","bgm_M339","2020/06/15 16:00:00","12032","32.法斯奇亞\n　　　　　　森林‧南部","2030/12/17 14:59:59","bgm_M339","32.法斯奇亞森林‧南部"
"102","bgm_M339","2020/07/13 16:00:00","12033","33.法斯奇亞\n　　　　　　森林‧東部","2030/12/17 14:59:59","bgm_M339","33.法斯奇亞森林‧東部"
"102","bgm_M374","2020/08/17 16:00:00","12034","34.迪克斯提亞\n　　　　　岩崖‧西壁","2030/12/17 14:59:59","bgm_M374","34.迪克斯提亞岩崖‧西壁"
"102","bgm_M374","2015/12/17 15:00:00","12035","35.迪克斯提亞\n　　　　　岩崖‧東壁","2030/12/17 14:59:59","bgm_M374","35.迪克斯提亞岩崖‧東壁"
"102","bgm_M392","2020/11/13 16:00:00","12036","36.維娜\n　　　　　湖畔道‧南部","2030/12/17 14:59:59","bgm_M392","36.維娜湖畔道‧南部"
"102","bgm_M392","2020/12/14 16:00:00","12037","37.維娜\n　　　　　湖畔道‧北部","2030/12/17 14:59:59","bgm_M392","37.維娜湖畔道‧北部"
"102","bgm_M411","2021/01/15 16:00:00","12038","38.拉圖斯\n　　　　　斷崖‧南部","2030/12/17 14:59:59","bgm_M411","38.拉圖斯斷崖‧南部"
"102","bgm_M411","2021/02/09 16:00:00","12039","39.拉圖斯\n　　　　　斷崖‧北部","2030/12/17 14:59:59","bgm_M411","39.拉圖斯斷崖‧北部"
"102","bgm_M411","2021/03/15 16:00:00","12040","40.斯卡普\n　　　　　山系‧西麓","2030/12/17 14:59:59","bgm_M411_E40","40.斯卡普山系‧西麓"
"102","bgm_M411","2021/04/16 16:00:00","12041","41.斯卡普\n　　　　　山系‧東麓","2030/12/17 14:59:59","bgm_M411_E40","41.斯卡普山系‧東麓"
"102","bgm_M411","2021/05/17 16:00:00","12042","42.佩克托斯\n　　　　　冰峰‧西壁","2030/12/17 14:59:59","bgm_M411_E40","42.佩克托斯冰峰‧西壁"
"102","bgm_M411","2021/06/16 16:00:00","12043","43.佩克托斯\n　　　　　冰峰‧東壁","2030/12/17 14:59:59","bgm_M411_E40","43.佩克托斯冰峰‧東壁"
"102","bgm_M411","2021/07/16 16:00:00","12044","44.斯夸瑪\n　　　　　冰脈‧西壁","2030/12/17 14:59:59","bgm_M411_E40","44.斯夸瑪冰脈‧西壁"
"102","bgm_M411","2021/08/17 16:00:00","12045","45.斯夸瑪\n　　　　　冰脈‧東壁","2030/12/17 14:59:59","bgm_M411_E40","45.斯夸瑪冰脈‧東壁"
"102","bgm_M483","2021/09/16 16:00:00","12046","46.拉泰里\n　　　　　山脈‧崖上","2030/12/17 14:59:59","bgm_M483_E46","46.拉泰里山脈‧崖上"
"102","bgm_M483","2021/10/15 16:00:00","12047","47.拉泰里\n　　　　　山脈‧崖下","2030/12/17 14:59:59","bgm_M483_E46","47.拉泰里山脈‧崖下"
"102","bgm_M483","2021/11/15 16:00:00","12048","48.埃斯塔\n　　　　　荒野‧南部","2030/12/17 14:59:59","bgm_M483_E46","48.埃斯塔荒野‧南部"
"102","bgm_M483","2021/12/15 16:00:00","12049","49.埃斯塔\n　　　　　荒野‧北部","2030/12/17 14:59:59","bgm_M483_E46","49.埃斯塔荒野‧北部"
"102","bgm_M483","2022/01/17 16:00:00","12050","50.涅羅\n　　　　　礁岩‧西部","2030/12/17 14:59:59","bgm_M483_E50","50.涅羅礁岩‧西部"
"102","bgm_M483","2022/04/15 16:00:00","12051","51.涅羅\n　　　　　礁岩‧東部","2030/12/17 14:59:59","bgm_M483_E50","51.涅羅礁岩‧東部"
"102","bgm_M483","2022/06/15 16:00:00","12052","52.皮尼翁\n　　　　　沿岸堤‧西岸","2030/12/17 14:59:59","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸"
"102","bgm_M483","2022/08/15 16:00:00","12053","53.皮尼翁\n　　　　　沿岸堤‧東岸","2030/12/17 14:59:59","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸"
"102","bgm_M483","2022/10/14 16:00:00","12054","54.托塔提斯沙岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483_E50","54.托塔提斯沙岸‧西部"
"102","bgm_M483","2022/12/15 16:00:00","12055","55.托塔提斯沙岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483_E50","55.托塔提斯沙岸‧東部"
"102","bgm_M483","2023/02/15 16:00:00","12056","56.歐呂克斯沙島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483_E50","56.歐呂克斯沙島‧北部"
"102","bgm_M571","2023/04/14 16:00:00","12057","57.歐呂克斯沙島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","57.歐呂克斯沙島‧南部"
"102","bgm_M599A","2023/06/15 16:00:00","12058","58.克魯斯\n　　　　　密林‧東部","2030/12/17 14:59:59","bgm_M599A","58.克魯斯密林‧東部"
"103","bgm_MC001","2023/08/15 16:00:00","12063","63.阿帕雷尤\n　　　　　街道‧西側","2030/12/17 14:59:59","bgm_MC001","63.阿帕雷尤街道‧西側"
"103","bgm_MC001","2023/10/16 16:00:00","12064","64.阿帕雷尤\n　　　　　街道‧東側","2030/12/17 14:59:59","bgm_MC001","64.阿帕雷尤街道‧東側"
"103","bgm_MC001","2015/12/17 15:00:00","12065","65.帕菲之城\n　　　　　　城鎮","2030/12/17 14:59:59","bgm_MC001","65.帕菲之城　城鎮"
"103","bgm_MC001","2015/12/17 15:00:00","12066","66.拉摩利爾平原","2030/12/17 14:59:59","bgm_MC001","66.拉摩利爾平原"
"104","bgm_MC079","2015/12/17 15:00:00","12067","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","67.渦炎密林"
"104","bgm_MC079","2015/12/17 15:00:00","12068","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","68.思索樹海"
"104","bgm_MC079","2015/12/17 15:00:00","12069","69.鬼的跟前","2030/12/17 14:59:59","bgm_MC079","69.鬼的跟前"
"104","bgm_MC079","2015/12/17 15:00:00","12070","70.炎繩河","2030/12/17 14:59:59","bgm_MC079","70.炎繩河"
"104","bgm_MC079","2015/12/17 15:00:00","12071","71.崩豹山巔","2030/12/17 14:59:59","bgm_MC079","71.崩豹山巔"
"104","bgm_MC079","2015/12/17 15:00:00","12072","72.怒錐山岳","2030/12/17 14:59:59","bgm_MC079","72.怒錐山岳"
"105","bgm_MC201","2015/12/17 15:00:00","12073","73.久遠冰河‧南端","2030/12/17 14:59:59","bgm_MC201","73.久遠冰河‧南端"
"105","bgm_MC201","2015/12/17 15:00:00","12074","74.幽魂濕地","2030/12/17 14:59:59","bgm_MC201","74.幽魂濕地"
"105","bgm_MC201","2015/12/17 15:00:00","12075","75.巨鯨城‧近郊","2030/12/17 14:59:59","bgm_MC201","75.巨鯨城‧近郊"
"105","bgm_MC201","2015/12/17 15:00:00","12076","76.被遺忘的城鎮","2030/12/17 14:59:59","bgm_MC201","76.被遺忘的城鎮"
"105","bgm_MC201","2015/12/17 15:00:00","12077","77.面對黑曜的山丘","2030/12/17 14:59:59","bgm_MC201","77.面對黑曜的山丘"
"105","bgm_MC201","2015/12/17 15:00:00","12078","78.屍蠟的沉眠之城","2030/12/17 14:59:59","bgm_MC201","78.屍蠟的沉眠之城"
"102","bgm_M179","2020/01/02 16:00:00","13018","18.法艾頓\n　　　　　草原‧北部","2030/12/17 14:59:00","bgm_M179","18.法艾頓草原‧北部"
"102","bgm_M179","2020/02/04 16:00:00","13019","19.法艾頓\n　　　　　草原‧南部","2030/12/17 14:59:59","bgm_M179","19.法艾頓草原‧南部"
"102","bgm_M180","2020/05/05 16:00:00","13020","20.卡斯塔利亞\n　　　　　樹林‧西部","2030/12/17 14:59:59","bgm_M180","20.卡斯塔利亞樹林‧西部"
"102","bgm_M180","2020/07/02 16:00:00","13021","21.卡斯塔利亞\n　　　　　樹林‧東部","2030/12/17 14:59:59","bgm_M180","21.卡斯塔利亞樹林‧東部"
"102","bgm_M232","2020/09/04 16:00:00","13022","22.馬提爾德\n　　　　　岩峰‧南部","2030/12/17 14:59:59","bgm_M232","22.馬提爾德岩峰‧南部"
"102","bgm_M232","2015/12/17 15:00:00","13023","23.馬提爾德\n　　　　　岩峰‧北部","2030/12/17 14:59:59","bgm_M232","23.馬提爾德岩峰‧北部"
"102","bgm_M233","2021/02/09 16:00:00","13024","24.雷蒂烏斯\n　　　　　群峰‧西麓","2030/12/17 14:59:59","bgm_M233","24.雷蒂烏斯群峰‧西麓"
"102","bgm_M233","2021/05/11 16:00:00","13025","25.雷蒂烏斯\n　　　　　群峰‧東麓","2030/12/17 14:59:59","bgm_M233","25.雷蒂烏斯群峰‧東麓"
"102","bgm_M260","2015/12/17 15:00:00","13026","26.佩特羅大森林‧西部","2030/12/17 14:59:59","bgm_M260","26.佩特羅大森林‧西部"
