4c96b9e787def1e89c54b32847c44d43cc51826be32a2d2c2e0d0d897ec2382b,c0fb009c03920bf2556e31065c4e7cf27de5cd61e1caf3837d8c21a9301bc8ca,da7477265b7215ed18ee9ac02fa29bb956a5f03167a4972c8f8747da2e8bc9b3,3d9f45e91cfe18cedaad2a72fd0d1db274149c100f27ba62a004bf7224a138d6,6fdd5a73c1978f53c5681718730923a4d9482f17f09be81e95d292a5b6be53e2,aa2a357ed5725f791d67c06e9b0b5c6e6b53b46028e3476f0a0583dbe31c8317,c21a6f0371f8972b9df33ac442d1bd404d7dcaec040a97e50bd44eeb71fa4aff,d779cfccf59d083f27e4041fc2f12362677ab7ab20a824d4cfaa09814f41e05d,9e2d552ae9f5a200537ee80a210c58a963a21edf49ce2def774dca399be73980,7df036b895448a5704af39026a395654cf6d9cf9688437bdc0ab3884e92b8e5a,d928da22e53c996a8400be81480e869efbad32a1fdabb5c04e0ffd0bfe918d02,0586721ea526d2a344ae7cbfe1b216506efa42c55b702587f12275c0aa415b0f,f793cc6b4dc2772d10bbbbea32573bb344ca55a4bb36509a39d8347012daff34,e21aa99d6b0f92c09a98907bb2d8b346bb85491d6a23d3d693de72f40abe25b8,55b0d6ec78133e4fcfc5e88161bfea1fae17d5d83cdf92c79f7996fc9da48ce8
"430001011","43","810010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001012","43","810010121","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001013","43","810010131","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001014","43","810010141","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001015","43","810010151","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001016","43","810010161","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001017","43","810010171","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001018","43","810010181","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001019","43","810010191","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001020","43","810010201","0","0","1","1","1","0","0","810102002","810102003","810102004","0","0"
"430001021","43","810010211","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001022","43","810010221","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001023","43","810010231","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001024","43","810010241","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001025","43","810010251","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001026","43","810010261","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001027","43","810010271","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001028","43","810010281","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001029","43","810010291","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001030","43","810010301","0","0","1","1","1","0","0","810103002","810103003","810103004","0","0"
"430001031","43","810010311","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001032","43","810010321","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001033","43","810010331","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001034","43","810010341","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001035","43","810010351","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001036","43","810010361","0","0","1","1","2","0","0","810103106","810103107","810103606","0","0"
"430001037","43","810010371","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001038","43","810010381","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001039","43","810010391","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001040","43","810010401","0","0","1","1","1","0","0","810104002","810104003","0","0","0"
"430001041","43","810010411","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001042","43","810010421","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001043","43","810010431","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001044","43","810010441","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001045","43","810010451","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001046","43","810010461","0","0","1","1","2","2","0","810103106","810103107","810104606","810104607","0"
"430001047","43","810010471","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001048","43","810010481","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001049","43","810010491","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001050","43","810010501","0","0","1","1","1","0","0","810105002","810105003","810105004","0","0"
"430001051","43","820010011","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001052","43","820010021","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001053","43","820010031","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001054","43","820010041","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001055","43","820010051","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001056","43","820010061","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001057","43","820010071","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001058","43","820010081","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001059","43","820010091","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001060","43","820010101","0","0","1","1","0","0","0","820101002","820101003","0","0","0"
"430001061","43","820010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001062","43","820010121","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001063","43","820010131","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001064","43","820010141","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001065","43","820010151","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001066","43","820010161","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001067","43","820010171","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001068","43","820010181","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001069","43","820010191","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001070","43","820010201","0","0","1","1","1","0","0","820102002","820102003","820102004","0","0"
"430001071","43","820010211","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001072","43","820010221","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001073","43","820010231","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001074","43","820010241","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001075","43","820010251","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001076","43","820010261","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001077","43","820010271","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001078","43","820010281","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001079","43","820010291","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001080","43","820010301","0","0","1","1","1","0","0","820103005","820103006","820103007","0","0"
"430001081","43","820010311","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001082","43","820010321","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001083","43","820010331","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001084","43","820010341","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001085","43","820010351","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001086","43","820010361","0","0","1","1","2","0","0","810103106","810103107","820103606","0","0"
"430001087","43","820010371","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001088","43","820010381","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001089","43","820010391","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001090","43","820010401","0","0","1","1","1","0","0","820104005","820104006","820104007","0","0"
"430001091","43","820010411","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001092","43","820010421","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001093","43","820010431","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001094","43","820010441","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001095","43","820010451","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001096","43","820010461","0","0","1","1","2","0","0","810103106","810103107","820104606","0","0"
"430001097","43","820010471","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001098","43","820010481","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001099","43","820010491","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001100","43","820010501","0","0","1","1","0","0","0","820105002","820105003","0","0","0"
"430001101","43","830010011","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001102","43","830010021","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001103","43","830010031","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001104","43","830010041","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001105","43","830010051","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001106","43","830010061","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001107","43","830010071","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001108","43","830010081","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001109","43","830010091","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001110","43","830010101","0","0","1","1","0","0","0","830101002","830101003","0","0","0"
"430001111","43","830010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001112","43","830010121","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001113","43","830010131","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001114","43","830010141","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001115","43","830010151","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001116","43","830010161","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001117","43","830010171","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001118","43","830010181","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001119","43","830010191","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001120","43","830010201","0","0","1","1","0","0","0","830102004","830102005","0","0","0"
"430001121","43","830010211","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001122","43","830010221","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001123","43","830010231","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001124","43","830010241","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001125","43","830010251","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001126","43","830010261","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001127","43","830010271","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001128","43","830010281","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001129","43","830010291","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001130","43","830010301","0","0","1","1","1","0","0","830103002","830103003","830103004","0","0"
"430001131","43","830010311","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001132","43","830010321","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001133","43","830010331","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001134","43","830010341","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001135","43","830010351","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001136","43","830010361","0","0","1","1","2","0","0","810103106","830103607","830103606","0","0"
"430001137","43","830010371","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001138","43","830010381","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001139","43","830010391","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001140","43","830010401","0","0","1","1","1","0","0","830104002","830104003","830104004","0","0"
"430001141","43","830010411","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001142","43","830010421","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001143","43","830010431","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001144","43","830010441","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001145","43","830010451","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001146","43","830010461","0","0","1","1","2","2","0","810103106","810103107","830104606","830104607","0"
"430001147","43","830010471","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001148","43","830010481","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001149","43","830010491","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001150","43","830010501","0","0","1","1","1","0","0","830105002","830105003","830105004","0","0"
"430001151","43","840010011","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001152","43","840010021","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001153","43","840010031","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001154","43","840010041","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001155","43","840010051","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001156","43","840010061","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001157","43","840010071","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001158","43","840010081","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001159","43","840010091","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001160","43","840010101","0","0","1","1","1","0","0","840101002","840101003","840101004","0","0"
"430001161","43","840010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001162","43","840010121","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001163","43","840010131","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001164","43","840010141","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001165","43","840010151","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001166","43","840010161","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001167","43","840010171","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001168","43","840010181","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001169","43","840010191","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001170","43","840010201","0","0","1","1","4","0","0","840102005","840102006","840102007","0","0"
"430001171","43","840010211","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001172","43","840010221","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001173","43","840010231","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001174","43","840010241","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001175","43","840010251","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001176","43","840010261","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001177","43","840010271","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001178","43","840010281","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001179","43","840010291","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001180","43","840010301","0","0","1","1","0","0","0","840103002","840103003","0","0","0"
"430001181","43","840010311","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001182","43","840010321","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001183","43","840010331","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001184","43","840010341","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001185","43","840010351","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001186","43","840010361","0","0","1","1","2","0","0","810103106","810103107","840103606","0","0"
"430001187","43","840010371","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001188","43","840010381","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001189","43","840010391","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001190","43","840010401","0","0","1","1","1","0","0","840104002","840104003","840104004","0","0"
"430001191","43","840010411","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001192","43","840010421","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001193","43","840010431","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001194","43","840010441","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001195","43","840010451","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001196","43","840010461","0","0","1","1","2","0","0","810103106","810103107","840104606","0","0"
"430001197","43","840010471","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001198","43","840010481","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001199","43","840010491","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001200","43","840010501","0","0","1","1","1","0","0","840105005","840105006","840105007","0","0"
"430001201","43","850010011","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001202","43","850010021","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001203","43","850010031","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001204","43","850010041","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001205","43","850010051","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001206","43","850010061","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001207","43","850010071","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001208","43","850010081","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001209","43","850010091","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001210","43","850010101","0","0","1","1","1","0","0","850101002","850101003","850101004","0","0"
"430001211","43","850010111","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001212","43","850010121","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001213","43","850010131","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001214","43","850010141","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001215","43","850010151","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001216","43","850010161","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001217","43","850010171","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001218","43","850010181","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001219","43","850010191","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001220","43","850010201","0","0","1","1","1","0","0","850102002","850102003","850102004","0","0"
"430001221","43","850010211","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001222","43","850010221","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001223","43","850010231","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001224","43","850010241","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001225","43","850010251","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001226","43","850010261","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001227","43","850010271","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001228","43","850010281","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001229","43","850010291","0","0","1","1","0","0","0","810100106","810100107","0","0","0"
"430001230","43","850010301","0","0","1","1","4","0","0","850103005","850103006","850103007","0","0"
"430001231","43","850010311","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001232","43","850010321","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001233","43","850010331","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001234","43","850010341","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001235","43","850010351","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001236","43","850010361","0","0","1","1","2","0","0","810103106","810103107","850103606","0","0"
"430001237","43","850010371","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001238","43","850010381","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001239","43","850010391","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001240","43","850010401","0","0","1","1","4","0","0","850104002","850104003","850104004","0","0"
"430001241","43","850010411","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001242","43","850010421","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001243","43","850010431","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001244","43","850010441","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001245","43","850010451","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001246","43","850010461","0","0","1","1","2","0","0","810103106","850104607","850104606","0","0"
"430001247","43","850010471","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001248","43","850010481","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001249","43","850010491","0","0","1","1","0","0","0","810103106","810103107","0","0","0"
"430001250","43","850010501","0","0","1","1","4","0","0","850105005","850105006","850105007","0","0"
"740051031","36","74005103","0","0","1","0","0","0","0","550105306","0","0","0","0"
"740051041","36","74005104","0","0","1","0","0","0","0","550105406","0","0","0","0"
"740051051","36","74005105","0","0","1","0","0","0","0","550105506","0","0","0","0"
"740052031","36","74005203","0","0","1","0","0","0","0","550105312","0","0","0","0"
"740052041","36","74005204","0","0","1","0","0","0","0","550105412","0","0","0","0"
"740052051","36","74005205","0","0","1","0","0","0","0","550105512","0","0","0","0"
"740053011","36","74005301","0","0","1","0","0","0","0","550105115","0","0","0","0"
"740053021","36","74005302","0","0","1","0","0","0","0","550105217","0","0","0","0"
"740053031","36","74005303","0","0","1","0","0","0","0","550105319","0","0","0","0"
"740053041","36","74005304","0","0","1","0","0","0","0","550105420","0","0","0","0"
"740053051","36","74005305","0","0","1","0","0","0","0","550105520","0","0","0","0"
"740054011","36","74005401","0","0","1","0","0","0","0","550105117","0","0","0","0"
"740054021","36","74005402","0","0","1","0","0","0","0","550105221","0","0","0","0"
"740054031","36","74005403","0","0","1","0","0","0","0","550105323","0","0","0","0"
"740054041","36","74005404","0","0","1","0","0","0","0","550105425","0","0","0","0"
"740054051","36","74005405","0","0","1","0","0","0","0","550105525","0","0","0","0"
"740055011","36","74005501","0","0","1","0","0","0","0","550105119","0","0","0","0"
"740055021","36","74005502","0","0","1","0","0","0","0","550105225","0","0","0","0"
"740055031","36","74005503","0","0","1","0","0","0","0","550105327","0","0","0","0"
"740055041","36","74005504","0","0","1","0","0","0","0","550105430","0","0","0","0"
"740055051","36","74005505","0","0","1","0","0","0","0","550105530","0","0","0","0"
