a32c551c5a78863683f11cbb7e9d5271be8e3e3140c8a506d02e696a0a53f1aa,93a6b904ca7a196aa1e6662a0433b5292ac9425c31a82b2cae30c368f5ec366b,24658c4ab0e54e74187c5f91ff69f9c7ff05d8fc2fc62e0d2377142ebaa33707,46ced1757e1db53fc543da07f5d798d431e58541cf08defd036ddfb311ba4ae1,1b165ae2ba05350f1159d090bd744e90b4314aaecae8dc69f30bd600c024e5ab,a99bf76a800538dc61ce8e84606c8f3ff1a727fdea26b43dda2458903ea2b0a2,103b3e1fc07553a8a72c0a723467cfc0eee5429c9b0b52ee10ff17d2b4f75026,fd7a0eb021f9ee6e357a740d9665216cbb744bd2d5fa7bfe7a7c07d8eeb82a5e,fe484d188dfb3f4d51b7af592cbc0c01f08a981ba469a073654f66b5fe881e13,96ca85c264ec61a2b4085f379e7ff42b756ec3d7d98446cda607234a9f676ae5,162121b76956b64b0cf8a443d3035e97bc76bd077af70a2fc595c4058a715dc5,1b1f5117b338e23e8834f75dad5a806eaa20b619108284e4a0ae291714ddb07c,21699dd7fbe45c6f12c38e8458cfac8a8234d0b22c1c1661cc70ffa674aeeab4,7a0a99bbb73edea3d1ee049ace488e4216b7f1418c048f7b83ff46f2f8756b07,c94ced04b7863abf7192424f025db578c4f4b41aadf56789c3a61a7ef7926333,aa10c7b1527bcefe3f88f8a701e9c7b14ba9e6ead254244df35855b60bffea0b,59cd0f2c98ea2aba6aee07719f817add2d3c90958b58a64140fbde3ad9d1181e,39b72858dd3c3d9ae878d3116b9e971a42a9ef4699ae36bd5e9be1043b4331e0,1cbb3313c44e1ac0289382986d93d0fe21fce9667865023eb65f238f5e7e163a,13d36197fdf5b553b9a8d3da3267b47d75c7840292153de623c4dc1ae9eaee27,8d23096d5daf95c03a84ec55c042107dfc2e4486aaf77e30dcb580136f90518f,358c82708eddcaf25c81685e3353b8f85b19e1883e9971ff958f68c6f7afdb10,7f3694ed93649314059043bdcbf3e870266eb45e3762203beb8c17de84689119,b89944f3b9cc277cd2ca03540bdb1731e7dec8fa9fed2688ecc0b0f455901669,cbd07302d777235b1301299a47e6a0eb81d128ab20a37c14d4e64d78cc1731ee,b979fa89b7c4a613d664a37aea71253503f4da182367900ae5d1fd34b4cfe919,337f9bde3640f3ec1bed8244661081a94b8c268ca9b48b31497f2932ca271f5c,3905baadb5c22f9f4bd08dc49347f3b0ad3e1f7d769af9114a440a31131625fe,b0786bf7932847cffcf9bf694cb92b3a6b8741afee2e5a6664e9ea8ebac55008,2cbbfc10e0f23757f78ce6ba6fadaa0a92c4c023f6c629773ebd6c6cc013cac1,e4019054e4b457c2773ae417606e88c0ce96b394e55eb06dfce57c02d302ac8f
"0","1000710103","1","0","33","0","1","0","0","0","0","0","1000710103","1","0","100","10007101","0","0","1000710101","1","0","0","1000710102","34","0","100","100","0","1000710103","1"
"1","1000720102","1","100","100","1000720105","1","1","1000720105","1000720104","1","1000720105","1000720105","1","100","3","10007201","100","34","1000720101","6","33","1","1000720105","100","1","3","100","1000720105","1000720103","6"
"1","1000730102","1","100","100","1000730104","1","1","1000730104","0","1","1000730104","1000730104","1","34","100","10007301","0","33","1000730101","1","100","1","1000730104","100","0","100","100","1000730103","1000730104","6"
"0","1000810103","1","0","33","0","1","0","0","0","0","0","1000810103","1","0","100","10008101","0","0","1000810101","1","0","0","1000810102","34","0","100","100","0","1000810103","1"
"1","1000820102","1","100","100","1000820105","1","1","1000820105","1000820104","1","1000820105","1000820105","1","100","3","10008201","100","34","1000820101","6","33","1","1000820105","100","1","3","100","1000820105","1000820103","6"
"1","1000830102","1","100","100","1000830104","1","1","1000830104","0","1","1000830104","1000830104","1","34","100","10008301","0","33","1000830101","1","100","1","1000830104","100","0","100","100","1000830103","1000830104","6"
"0","1000910103","1","0","33","0","1","0","0","0","0","0","1000910103","1","0","100","10009101","0","0","1000910101","1","0","0","1000910102","34","0","100","100","0","1000910103","1"
"1","1000920102","1","100","100","1000920105","1","1","1000920105","1000920104","1","1000920105","1000920105","1","100","3","10009201","100","34","1000920101","6","33","1","1000920105","100","1","3","100","1000920105","1000920103","6"
"1","1000930102","1","100","100","1000930104","1","1","1000930104","0","1","1000930104","1000930104","1","34","100","10009301","0","33","1000930101","1","100","1","1000930104","100","0","100","100","1000930103","1000930104","6"
"0","1001010103","1","0","33","0","1","0","0","0","0","0","1001010103","1","0","100","10010101","0","0","1001010101","1","0","0","1001010102","34","0","100","100","0","1001010103","1"
"1","1001020102","1","100","100","1001020105","1","1","1001020105","1001020104","1","1001020105","1001020105","1","100","3","10010201","100","34","1001020101","6","33","1","1001020105","100","1","3","100","1001020105","1001020103","6"
"1","1001030102","1","100","100","1001030104","1","1","1001030104","0","1","1001030104","1001030104","1","34","100","10010301","0","33","1001030101","1","100","1","1001030104","100","0","100","100","1001030103","1001030104","6"
"1","1001040102","1","100","100","1001040107","1","1","1001040108","1001040110","1","1001040106","1001040104","1","100","100","10010401","100","100","1001040101","1","100","1","1001040105","100","1","100","100","1001040109","1001040103","6"
"0","1001110103","1","0","33","0","1","0","0","0","0","0","1001110103","1","0","100","10011101","0","0","1001110101","1","0","0","1001110102","34","0","100","100","0","1001110103","1"
"1","1001120102","1","100","100","1001120105","1","1","1001120105","1001120104","1","1001120105","1001120105","1","100","3","10011201","100","34","1001120101","6","33","1","1001120105","100","1","3","100","1001120105","1001120103","6"
"1","1001130102","1","100","100","1001130104","1","1","1001130104","0","1","1001130104","1001130104","1","34","100","10011301","0","33","1001130101","1","100","1","1001130104","100","0","100","100","1001130103","1001130104","6"
"1","1001140102","1","100","100","1001140107","1","1","1001140108","1001140110","1","1001140106","1001140104","1","100","100","10011401","100","100","1001140101","1","100","1","1001140105","100","1","100","100","1001140109","1001140103","6"
"0","1001210103","1","0","33","0","1","0","0","0","0","0","1001210103","1","0","100","10012101","0","0","1001210101","1","0","0","1001210102","34","0","100","100","0","1001210103","1"
"1","1001220102","1","100","100","1001220105","1","1","1001220105","1001220104","1","1001220105","1001220105","1","100","3","10012201","100","34","1001220101","6","33","1","1001220105","100","1","3","100","1001220105","1001220103","6"
"1","1001230102","1","100","100","1001030104","1","1","1001230104","0","1","1001230104","1001230104","1","34","100","10012301","0","33","1001230101","1","100","1","1001230104","100","0","100","100","1001230103","1001230104","6"
"1","1001240102","1","100","100","1001040107","1","1","1001240108","1001240110","1","1001240106","1001240104","1","100","100","10012401","100","100","1001240101","1","100","1","1001240105","100","1","100","100","1001240109","1001240103","6"
"0","1001310103","1","0","33","0","1","0","0","0","0","0","1001310103","1","0","100","10013101","0","0","1001310101","1","0","0","1001310102","34","0","100","100","0","1001310103","1"
"1","1001320102","1","100","100","1001320105","1","1","1001320105","1001320104","1","1001320105","1001320105","1","100","3","10013201","100","34","1001320101","6","33","1","1001320105","100","1","3","100","1001320105","1001320103","6"
"1","1001330102","1","100","100","1001330104","1","1","1001330104","0","1","1001330104","1001330104","1","34","100","10013301","0","33","1001330101","1","100","1","1001330104","100","0","100","100","1001330103","1001330104","6"
"1","1001340102","1","100","100","1001340107","1","1","1001340108","1001340110","1","1001340106","1001340104","1","100","100","10013401","100","100","1001340101","1","100","1","1001340105","100","1","100","100","1001340109","1001340103","6"
"0","1001410103","1","0","33","0","1","0","0","0","0","0","1001410103","1","0","100","10014101","0","0","1001410101","1","0","0","1001410102","34","0","100","100","0","1001410103","1"
"1","1001420102","1","100","100","1001420105","1","1","1001420105","1001420104","1","1001420105","1001420105","1","100","3","10014201","100","34","1001420101","6","33","1","1001420105","100","1","3","100","1001420105","1001420103","6"
"1","1001430102","1","100","100","1001430104","1","1","1001430104","0","1","1001430104","1001430104","1","34","100","10014301","0","33","1001430101","1","100","1","1001430104","100","0","100","100","1001430103","1001430104","6"
"0","1001510103","1","0","33","0","1","0","0","0","0","0","1001510103","1","0","100","10015101","0","0","1001510101","1","0","0","1001510102","34","0","100","100","0","1001510103","1"
"1","1001520102","1","100","100","1001520105","1","1","1001520105","1001520104","1","1001520105","1001520105","1","100","3","10015201","100","34","1001520101","6","33","1","1001520105","100","1","3","100","1001520105","1001520103","6"
"1","1001530102","1","100","100","1001530104","1","1","1001530104","0","1","1001530104","1001530104","1","34","100","10015301","0","33","1001530101","1","100","1","1001530104","100","0","100","100","1001530103","1001530104","6"
"1","1001540102","1","100","100","1001540107","1","1","1001540108","1001540110","1","1001540106","1001540104","1","100","100","10015401","100","100","1001540101","1","100","1","1001540105","100","1","100","100","1001540109","1001540103","6"
"0","1001610103","1","0","33","0","1","0","0","0","0","0","1001610103","1","0","100","10016101","0","0","1001610101","1","0","0","1001610102","34","0","100","100","0","1001610103","1"
"1","1001620102","1","100","100","1001620105","1","1","1001620105","1001620104","1","1001620105","1001620105","1","100","3","10016201","100","34","1001620101","6","33","1","1001620105","100","1","3","100","1001620105","1001620103","6"
"1","1001630102","1","100","100","1001630104","1","1","1001630104","0","1","1001630104","1001630104","1","34","100","10016301","0","33","1001630101","1","100","1","1001630104","100","0","100","100","1001630103","1001630104","6"
"0","1001710103","1","0","33","0","1","0","0","0","0","0","1001710103","1","0","100","10017101","0","0","1001710101","1","0","0","1001710102","34","0","100","100","0","1001710103","1"
"1","1001720102","1","100","100","1001720105","1","1","1001720105","1001720104","1","1001720105","1001720105","1","100","3","10017201","100","34","1001720101","6","33","1","1001720105","100","1","3","100","1001720105","1001720103","6"
"1","1001730102","1","100","100","1001730104","1","1","1001730104","0","1","1001730104","1001730104","1","34","100","10017301","0","33","1001730101","1","100","1","1001730104","100","0","100","100","1001730103","1001730104","6"
"1","1001740102","1","100","100","1001740107","1","1","1001740108","1001740110","1","1001740106","1001740104","1","100","100","10017401","100","100","1001740101","1","100","1","1001740105","100","1","100","100","1001740109","1001740103","6"
"0","1001810103","1","0","33","0","1","0","0","0","0","0","1001810103","1","0","100","10018101","0","0","1001810101","1","0","0","1001810102","34","0","100","100","0","1001810103","1"
"1","1001820102","1","100","100","1001820105","1","1","1001820105","1001820104","1","1001820105","1001820105","1","100","3","10018201","100","34","1001820101","6","33","1","1001820105","100","1","3","100","1001820105","1001820103","6"
"1","1001830102","1","100","100","1001830104","1","1","1001830104","0","1","1001830104","1001830104","1","34","100","10018301","0","33","1001830101","1","100","1","1001830104","100","0","100","100","1001830103","1001830104","6"
"0","1001910103","1","0","33","0","1","0","0","0","0","0","1001910103","1","0","100","10019101","0","0","1001910101","1","0","0","1001910102","34","0","100","100","0","1001910103","1"
"1","1001920102","1","100","100","1001920105","1","1","1001920105","1001920104","1","1001920105","1001920105","1","100","3","10019201","100","34","1001920101","6","33","1","1001920105","100","1","3","100","1001920105","1001920103","6"
"1","1001930102","1","100","100","1001930104","1","1","1001930104","0","1","1001930104","1001930104","1","34","100","10019301","0","33","1001930101","1","100","1","1001930104","100","0","100","100","1001930103","1001930104","6"
"1","1001940102","1","100","100","1001940107","1","1","1001940108","1001940110","1","1001940106","1001940104","1","100","100","10019401","100","100","1001940101","1","100","1","1001940105","100","1","100","100","1001940109","1001940103","6"
"0","1002010103","1","0","33","0","1","0","0","0","0","0","1002010103","1","0","100","10020101","0","0","1002010101","1","0","0","1002010102","34","0","100","100","0","1002010103","1"
"1","1002020102","1","100","100","1002020105","1","1","1002020105","1002020104","1","1002020105","1002020105","1","100","3","10020201","100","34","1002020101","6","33","1","1002020105","100","1","3","100","1002020105","1002020103","6"
"1","1002030102","1","100","100","1002030104","1","1","1002030104","0","1","1002030104","1002030104","1","34","100","10020301","0","33","1002030101","1","100","1","1002030104","100","0","100","100","1002030103","1002030104","6"
"0","1002110103","1","0","33","0","1","0","0","0","0","0","1002110103","1","0","100","10021101","0","0","1002110101","1","0","0","1002110102","34","0","100","100","0","1002110103","1"
"1","1002120102","1","100","100","1002120105","1","1","1002120105","1002120104","1","1002120105","1002120105","1","100","3","10021201","100","34","1002120101","6","33","1","1002120105","100","1","3","100","1002120105","1002120103","6"
"1","1002130102","1","100","100","1002130104","1","1","1002130104","0","1","1002130104","1002130104","1","34","100","10021301","0","33","1002130101","1","100","1","1002130104","100","0","100","100","1002130103","1002130104","6"
"1","1002140102","1","100","100","1002140107","1","1","1002140108","1002140110","1","1002140106","1002140104","1","100","100","10021401","100","100","1002140101","1","100","1","1002140105","100","1","100","100","1002140109","1002140103","6"
"0","1002210103","1","0","33","0","1","0","0","0","0","0","1002210103","1","0","100","10022101","0","0","1002210101","1","0","0","1002210102","34","0","100","100","0","1002210103","1"
"1","1002220102","1","100","100","1002220105","1","1","1002220105","1002220104","1","1002220105","1002220105","1","100","3","10022201","100","34","1002220101","6","33","1","1002220105","100","1","3","100","1002220105","1002220103","6"
"1","1002230102","1","100","100","1002230104","1","1","1002230104","0","1","1002230104","1002230104","1","34","100","10022301","0","33","1002230101","1","100","1","1002230104","100","0","100","100","1002230103","1002230104","6"
"0","1002310103","1","0","33","0","1","0","0","0","0","0","1002310103","1","0","100","10023101","0","0","1002310101","1","0","0","1002310102","34","0","100","100","0","1002310103","1"
"1","1002320102","1","100","100","1002320105","1","1","1002320105","1002320104","1","1002320105","1002320105","1","100","3","10023201","100","34","1002320101","6","33","1","1002320105","100","1","3","100","1002320105","1002320103","6"
"1","1002330102","1","100","100","1002330104","1","1","1002330104","0","1","1002330104","1002330104","1","34","100","10023301","0","33","1002330101","1","100","1","1002330104","100","0","100","100","1002330103","1002330104","6"
"1","1002340102","1","100","100","1002340107","1","1","1002340108","1002340110","1","1002340106","1002340104","1","100","100","10023401","100","100","1002340101","1","100","1","1002340105","100","1","100","100","1002340109","1002340103","6"
"0","1002410103","1","0","33","0","1","0","0","0","0","0","1002410103","1","0","100","10024101","0","0","1002410101","1","0","0","1002410102","34","0","100","100","0","1002410103","1"
"1","1002420102","1","100","100","1002420105","1","1","1002420105","1002420104","1","1002420105","1002420105","1","100","3","10024201","100","34","1002420101","6","33","1","1002420105","100","1","3","100","1002420105","1002420103","6"
"1","1002430102","1","100","100","1002430104","1","1","1002430104","0","1","1002430104","1002430104","1","34","100","10024301","0","33","1002430101","1","100","1","1002430104","100","0","100","100","1002430103","1002430104","6"
"0","1002510103","1","0","33","0","1","0","0","0","0","0","1002510103","1","0","100","10025101","0","0","1002510101","1","0","0","1002510102","34","0","100","100","0","1002510103","1"
"1","1002520102","1","100","100","1002520105","1","1","1002520105","1002520104","1","1002520105","1002520105","1","100","3","10025201","100","34","1002520101","6","33","1","1002520105","100","1","3","100","1002520105","1002520103","6"
"1","1002530102","1","100","100","1002530104","1","1","1002530104","0","1","1002530104","1002530104","1","34","100","10025301","0","33","1002530101","1","100","1","1002530104","100","0","100","100","1002530103","1002530104","6"
"1","1002540102","1","100","100","1002540107","1","1","1002540108","1002540110","1","1002540106","1002540104","1","100","100","10025401","100","100","1002540101","1","100","1","1002540105","100","1","100","100","1002540109","1002540103","6"
"0","1002610103","1","0","33","0","1","0","0","0","0","0","1002610103","1","0","100","10026101","0","0","1002610101","1","0","0","1002610102","34","0","100","100","0","1002610103","1"
"1","1002620102","1","100","100","1002620105","1","1","1002620105","1002620104","1","1002620105","1002620105","1","100","3","10026201","100","34","1002620101","6","33","1","1002620105","100","1","3","100","1002620105","1002620103","6"
"1","1002630102","1","100","100","1002630104","1","1","1002630104","0","1","1002630104","1002630104","1","34","100","10026301","0","33","1002630101","1","100","1","1002630104","100","0","100","100","1002630103","1002630104","6"
"0","1002710103","1","0","33","0","1","0","0","0","0","0","1002710103","1","0","100","10027101","0","0","1002710101","1","0","0","1002710102","34","0","100","100","0","1002710103","1"
"1","1002720102","1","100","100","1002720105","1","1","1002720105","1002720104","1","1002720105","1002720105","1","100","3","10027201","100","34","1002720101","6","33","1","1002720105","100","1","3","100","1002720105","1002720103","6"
"1","1002730102","1","100","100","1002730104","1","1","1002730104","0","1","1002730104","1002730104","1","34","100","10027301","0","33","1002730101","1","100","1","1002730104","100","0","100","100","1002730103","1002730104","6"
"1","1002740102","1","100","100","1002740107","1","1","1002740108","1002740110","1","1002740106","1002740104","1","100","100","10027401","100","100","1002740101","1","100","1","1002740105","100","1","100","100","1002740109","1002740103","6"
"0","1002810103","1","0","33","0","1","0","0","0","0","0","1002810103","1","0","100","10028101","0","0","1002810101","1","0","0","1002810102","34","0","100","100","0","1002810103","1"
"1","1002820102","1","100","100","1002820105","1","1","1002820105","1002820104","1","1002820105","1002820105","1","100","3","10028201","100","34","1002820101","6","33","1","1002820105","100","1","3","100","1002820105","1002820103","6"
"1","1002830102","1","100","100","1002830104","1","1","1002830104","0","1","1002830104","1002830104","1","34","100","10028301","0","33","1002830101","1","100","1","1002830104","100","0","100","100","1002830103","1002830104","6"
"0","1002910103","1","0","33","0","1","0","0","0","0","0","1002910103","1","0","100","10029101","0","0","1002910101","1","0","0","1002910102","34","0","100","100","0","1002910103","1"
"1","1002920102","1","100","100","1002920105","1","1","1002920105","1002920104","1","1002920105","1002920105","1","100","3","10029201","100","34","1002920101","6","33","1","1002920105","100","1","3","100","1002920105","1002920103","6"
"1","1002930102","1","100","100","1002930104","1","1","1002930104","0","1","1002930104","1002930104","1","34","100","10029301","0","33","1002930101","1","100","1","1002930104","100","0","100","100","1002930103","1002930104","6"
"1","1002940102","1","100","100","1002940107","1","1","1002940108","1002940110","1","1002940106","1002940104","1","100","100","10029401","100","100","1002940101","1","100","1","1002940105","100","1","100","100","1002940109","1002940103","6"
"0","1003010103","1","0","33","0","1","0","0","0","0","0","1003010103","1","0","100","10030101","0","0","1003010101","1","0","0","1003010102","34","0","100","100","0","1003010103","1"
"1","1003020102","1","100","100","1003020105","1","1","1003020105","1003020104","1","1003020105","1003020105","1","100","3","10030201","100","34","1003020101","6","33","1","1003020105","100","1","3","100","1003020105","1003020103","6"
"1","1003030102","1","100","100","1003030104","1","1","1003030104","0","1","1003030104","1003030104","1","34","100","10030301","0","33","1003030101","1","100","1","1003030104","100","0","100","100","1003030103","1003030104","6"
"0","1003110103","1","0","33","0","1","0","0","0","0","0","1003110103","1","0","100","10031101","0","0","1003110101","1","0","0","1003110102","34","0","100","100","0","1003110103","1"
"1","1003120102","1","100","100","1003120105","1","1","1003120105","1003120104","1","1003120105","1003120105","1","100","3","10031201","100","34","1003120101","6","33","1","1003120105","100","1","3","100","1003120105","1003120103","6"
"1","1003130102","1","100","100","1003130104","1","1","1003130104","0","1","1003130104","1003130104","1","34","100","10031301","0","33","1003130101","1","100","1","1003130104","100","0","100","100","1003130103","1003130104","6"
"1","1003140102","1","100","100","1003140107","1","1","1003140108","1003140110","1","1003140106","1003140104","1","100","100","10031401","100","100","1003140101","1","100","1","1003140105","100","1","100","100","1003140109","1003140103","6"
"0","1003210103","1","0","33","0","1","0","0","0","0","0","1003210103","1","0","100","10032101","0","0","1003210101","1","0","0","1003210102","34","0","100","100","0","1003210103","1"
"1","1003220102","1","100","100","1003220105","1","1","1003220105","1003220104","1","1003220105","1003220105","1","100","3","10032201","100","34","1003220101","6","33","1","1003220105","100","1","3","100","1003220105","1003220103","6"
"1","1003230102","1","100","100","1003230104","1","1","1003230104","0","1","1003230104","1003230104","1","34","100","10032301","0","33","1003230101","1","100","1","1003230104","100","0","100","100","1003230103","1003230104","6"
"0","1003310103","1","0","33","0","1","0","0","0","0","0","1003310103","1","0","100","10033101","0","0","1003310101","1","0","0","1003310102","34","0","100","100","0","1003310103","1"
"1","1003320102","1","100","100","1003320105","1","1","1003320105","1003320104","1","1003320105","1003320105","1","100","3","10033201","100","34","1003320101","6","33","1","1003320105","100","1","3","100","1003320105","1003320103","6"
"1","1003330102","1","100","100","1003330104","1","1","1003330104","0","1","1003330104","1003330104","1","34","100","10033301","0","33","1003330101","1","100","1","1003330104","100","0","100","100","1003330103","1003330104","6"
"1","1003340102","1","100","100","1003340107","1","1","1003340108","1003340110","1","1003340106","1003340104","1","100","100","10033401","100","100","1003340101","1","100","1","1003340105","100","1","100","100","1003340109","1003340103","6"
"0","1003410103","1","0","33","0","1","0","0","0","0","0","1003410103","1","0","100","10034101","0","0","1003410101","1","0","0","1003410102","34","0","100","100","0","1003410103","1"
"1","1003420102","1","100","100","1003420105","1","1","1003420105","1003420104","1","1003420105","1003420105","1","100","3","10034201","100","34","1003420101","6","33","1","1003420105","100","1","3","100","1003420105","1003420103","6"
"1","1003430102","1","100","100","1003430104","1","1","1003430104","0","1","1003430104","1003430104","1","34","100","10034301","0","33","1003430101","1","100","1","1003430104","100","0","100","100","1003430103","1003430104","6"
"1","1003440102","1","100","100","1003440107","1","1","1003440108","1003440110","1","1003440106","1003440104","1","100","100","10034401","100","100","1003440101","1","100","1","1003440105","100","1","100","100","1003440109","1003440103","6"
"0","1003510103","1","0","33","0","1","0","0","0","0","0","1003510103","1","0","100","10035101","0","0","1003510101","1","0","0","1003510102","34","0","100","100","0","1003510103","1"
"1","1003520102","1","100","100","1003520105","1","1","1003520105","1003520104","1","1003520105","1003520105","1","100","3","10035201","100","34","1003520101","6","33","1","1003520105","100","1","3","100","1003520105","1003520103","6"
"1","1003530102","1","100","100","1003530104","1","1","1003530104","0","1","1003530104","1003530104","1","34","100","10035301","0","33","1003530101","1","100","1","1003530104","100","0","100","100","1003530103","1003530104","6"
"1","1003540102","1","100","100","1003540107","1","1","1003540108","1003540110","1","1003540106","1003540104","1","100","100","10035401","100","100","1003540101","1","100","1","1003540105","100","1","100","100","1003540109","1003540103","6"
"0","1003610103","1","0","33","0","1","0","0","0","0","0","1003610103","1","0","100","10036101","0","0","1003610101","1","0","0","1003610102","34","0","100","100","0","1003610103","1"
"1","1003620102","1","100","100","1003620105","1","1","1003620105","1003620104","1","1003620105","1003620105","1","100","3","10036201","100","34","1003620101","6","33","1","1003620105","100","1","3","100","1003620105","1003620103","6"
"1","1003630102","1","100","100","1003630104","1","1","1003630104","0","1","1003630104","1003630104","1","34","100","10036301","0","33","1003630101","1","100","1","1003630104","100","0","100","100","1003630103","1003630104","6"
"1","1003640102","1","100","100","1003640107","1","1","1003640108","1003640110","1","1003640106","1003640104","1","100","100","10036401","100","100","1003640101","1","100","1","1003640105","100","1","100","100","1003640109","1003640103","6"
"0","1003710103","1","0","33","0","1","0","0","0","0","0","1003710103","1","0","100","10037101","0","0","1003710101","1","0","0","1003710102","34","0","100","100","0","1003710103","1"
"1","1003720102","1","100","100","1003720105","1","1","1003720105","1003720104","1","1003720105","1003720105","1","100","3","10037201","100","34","1003720101","6","33","1","1003720105","100","1","3","100","1003720105","1003720103","6"
