04c5181ffc8d6d401c50b7d79218239c5769c7286f9add16a9ae2b0b61b2f206,0fb152b88a780be88724a78f181c0031faabc769bed9298f24e716f613c55955,7c7a9c402b7f0a6b770bf1658810b935f1cfa2ae13f261550a77f8ff26f026a6,b742d7dd3d27edc36b9ce88174104488bd3316879d8a2058949939de01220dfc,59cd6a7f54473f49c3f1eea2f64c7b4a42a9dd0ccfe58abac20a94078148189b,cab1f3c34799d1a86c282f67d2dcdff3f367df7d5f8420527a245b868ac46d82,9f3784db3366e5ce1b21a73fd7651dc5f357fd816b3a95785c96555315a23c63,e29675b3511e65f220bf525d3db264458be413069bf3b4f4e9bcb100cd34f3fb,3c3dec4c43d91a79b29a555fb8d059faf878c0e222a0f5ec368c4973ad6407cd,569621e7192626d7422f5f93449b89124fc3a824048c39e04ab0d470268551ce,7a165e4826f648fa6c37748235396dba45405160498af79bdfcd99ab5cbdc391
"2130","107101","104701","100501","0","0","0","0","0","0","103701"
"2135","104301","101401","0","0","0","0","0","0","0","0"
"2137","100801","103001","105501","0","105301","0","0","0","0","104501"
"2139","101801","101601","0","0","0","0","0","0","0","105001"
"2143","102901","104401","0","0","0","0","0","0","0","107101"
"2148","106601","101101","106701","0","0","0","0","0","0","100101"
"2149","100601","102201","0","0","0","0","0","0","0","0"
"2151","103701","105301","101401","0","0","0","0","0","0","103801"
"2154","103201","102801","0","0","0","0","0","0","0","0"
"2157","101001","105201","0","0","0","0","0","0","0","103301"
"2162","102701","104901","0","0","0","0","0","0","0","0"
"2163","111001","104001","110801","0","0","0","0","0","0","110901"
"2164","101001","104401","0","0","0","0","0","0","0","101701"
"2167","103001","101701","0","0","0","0","0","0","0","101601"
"2169","105901","105801","102501","0","0","0","0","0","0","106001"
"2229","101001","104301","101701","0","0","0","0","0","0","101401"
"2230","0","106001","0","0","0","0","0","0","0","0"
"2231","102301","102801","102501","0","0","0","0","0","0","102101"
"2248","0","101601","0","0","0","0","0","0","0","0"
"2279","102001","100401","0","0","0","0","0","0","0","103601"
"2280","103701","105301","101401","0","0","0","0","0","0","103801"
"2281","101801","104901","0","0","0","0","0","0","0","104501"
"2282","106501","106701","0","0","0","0","0","0","0","106601"
"2283","107101","104701","100501","0","0","0","0","0","0","103701"
"2284","102101","102301","0","0","0","0","0","0","0","104201"
"2285","103201","104801","0","0","0","0","0","0","0","104601"
"2287","0","104001","0","0","0","0","0","0","0","0"
"2288","0","103601","0","0","0","0","0","0","0","0"
"2289","0","102101","0","0","0","0","0","0","0","0"
"2290","0","102101","0","0","0","0","0","0","0","0"
"3002","0","100901","0","0","0","0","0","0","0","0"
"3016","0","105901","0","0","0","0","0","0","0","0"
"3020","0","106001","0","0","0","0","0","0","0","0"
"3026","0","102001","0","0","0","0","0","0","0","0"
"3029","0","101201","0","0","0","0","0","0","0","0"
"3066","0","104001","0","0","0","0","0","0","0","0"
"3067","103801","101201","0","0","0","0","0","0","0","0"
"3068","0","107101","0","0","0","0","0","0","0","0"
"3069","0","100501","0","0","0","0","0","0","0","0"
"3070","0","102301","0","0","0","0","0","0","0","0"
"3073","0","104801","0","0","0","0","0","0","0","0"
"3074","0","104601","0","0","0","0","0","0","0","0"
"3075","0","101801","0","0","0","0","0","0","0","0"
"3076","0","105001","0","0","0","0","0","0","0","0"
"3077","0","100801","0","0","0","0","0","0","0","0"
"3080","0","106301","0","0","0","0","0","0","0","0"
"3082","0","109401","0","0","0","0","0","0","0","0"
"3085","0","111401","0","0","0","0","0","0","0","0"
"3086","102701","104901","0","0","0","0","0","0","0","0"
"3087","0","104501","0","0","0","0","0","0","0","0"
"3088","0","101701","0","0","0","0","0","0","0","0"
"3089","106601","106501","0","0","0","0","0","0","0","0"
"3090","0","102601","0","0","0","0","0","0","0","0"
"3091","0","101501","0","0","0","0","0","0","0","0"
"3103","0","100701","0","0","0","0","0","0","0","0"
"3124","0","102901","0","0","0","0","0","0","0","0"
"3134","0","100601","0","0","0","0","0","0","0","0"
"3143","106001","105801","106401","0","0","0","0","0","0","105901"
"3144","106001","105801","106401","0","0","0","0","0","0","105901"
"3145","0","106001","0","0","0","0","0","0","0","0"
"3146","102501","102801","0","0","0","0","0","0","0","0"
"3147","104901","101101","0","0","0","0","0","0","0","0"
"3148","104301","101401","0","0","0","0","0","0","0","0"
"3149","100801","103001","105501","0","105301","0","0","0","0","104501"
"3150","101801","101601","0","0","0","0","0","0","0","105001"
"3151","111001","110901","0","0","0","0","0","0","0","110801"
"3152","106001","105801","106401","0","100101","0","100201","100301","0","105901"
"3153","102601","103301","0","0","0","0","0","0","0","0"
"3154","105401","100301","0","0","0","0","0","0","0","0"
"3155","104201","102901","0","0","0","0","0","0","0","105401"
"3156","0","100801","0","0","0","0","0","0","0","0"
"3157","111001","110901","0","0","0","0","0","0","0","110801"
"3158","0","100701","0","0","0","0","0","0","0","0"
"3167","0","104501","0","0","0","0","0","0","0","0"
"3168","0","104501","0","0","0","0","0","0","0","0"
"3169","0","104501","0","0","0","0","0","0","0","0"
"3171","0","104501","0","0","0","0","0","0","0","0"
"3173","0","104501","0","0","0","0","0","0","0","0"
"3174","0","104501","0","0","0","0","0","0","0","0"
"3175","0","104501","0","0","0","0","0","0","0","0"
"3177","0","104501","0","0","0","0","0","0","0","0"
"3179","106601","106501","0","0","0","0","0","0","0","0"
"3244","104201","102901","0","0","0","0","0","0","0","105401"
"3245","104201","102901","0","0","0","0","0","0","0","105401"
"3287","0","101601","0","0","0","0","0","0","0","0"
"4017","105201","103301","102601","0","0","0","0","0","0","103801"
"4049","0","111001","0","0","0","0","0","0","0","0"
"4050","104601","104001","0","0","0","0","0","0","0","104801"
"4053","106601","106501","0","0","0","0","0","0","0","0"
"4054","105901","105801","0","0","0","0","0","0","0","106001"
"4087","0","110901","0","0","0","0","0","0","0","0"
"4088","0","111001","0","0","0","0","0","0","0","0"
"4200","0","105901","0","0","0","0","0","0","0","0"
"4204","0","101201","0","0","0","0","0","0","0","0"
"4212","0","101601","0","0","0","0","0","0","0","0"
"4218","0","107001","0","0","0","0","0","0","0","0"
"5003","0","104001","0","0","0","0","0","0","0","0"
"5032","0","105801","0","0","0","0","0","0","0","0"
"5035","0","105801","0","0","0","0","0","0","0","0"
"5036","0","104601","0","0","0","0","0","0","0","0"
"5038","100901","102701","105601","0","105101","0","0","0","0","101301"
"5039","102201","100701","104401","0","103101","0","0","0","0","100601"
"5040","100801","105301","105501","0","103001","0","0","0","0","104501"
"5041","103301","102601","103801","0","0","0","0","0","0","105201"
"5042","0","106801","0","0","0","0","0","0","0","0"
"5043","107101","104701","100501","0","0","0","0","0","0","103701"
"5044","103201","104801","0","0","0","0","0","0","0","104601"
"5049","0","105801","0","0","0","0","0","0","0","0"
"5103","0","101001","0","0","0","0","0","0","0","0"
"5107","106001","105801","106401","0","0","0","0","0","0","105901"
"5112","0","106801","0","0","0","0","0","0","0","0"
"5116","0","105901","0","0","0","0","0","0","0","0"
"5209","0","118001","0","0","0","0","0","0","0","0"
"5220","0","105901","0","0","0","0","0","0","0","0"
"5221","106001","105801","0","0","0","0","0","0","0","105901"
"5223","102901","107101","0","0","0","0","0","0","0","104401"
"6003","0","103601","0","0","0","0","0","0","0","0"
"6004","0","111001","0","0","0","0","0","0","0","0"
"6005","0","110901","0","0","0","0","0","0","0","0"
"6006","0","110801","0","0","0","0","0","0","0","0"
"6020","105801","118001","0","0","0","0","0","0","0","0"
"6021","0","102201","0","0","0","0","0","0","0","0"
"6024","0","110901","0","0","0","0","0","0","0","0"
"6025","0","100901","0","0","0","0","0","0","0","0"
"6028","0","101501","0","0","0","0","0","0","0","0"
"6041","0","106001","0","0","0","0","0","0","0","0"
"6042","104301","101401","0","0","0","0","0","0","0","105501"
"6043","0","101101","0","0","0","0","0","0","0","0"
"6044","100901","105601","0","0","0","0","0","0","0","101301"
"6045","105801","105901","0","0","0","0","0","0","0","106001"
"6046","104201","102901","0","0","0","0","0","0","0","105401"
"6047","101801","104501","0","0","0","0","0","0","0","104901"
"6048","0","105001","0","0","0","0","0","0","0","0"
"6055","0","105301","0","0","0","0","0","0","0","0"
"6056","0","105101","0","0","0","0","0","0","0","0"
"6057","0","101301","0","0","0","0","0","0","0","0"
"6058","0","105701","0","0","0","0","0","0","0","0"
"6065","0","106101","0","0","0","0","0","0","0","0"
"6066","0","100901","0","0","0","0","0","0","0","0"
"6067","0","105801","0","0","0","0","0","0","0","0"
"6070","0","101801","0","0","0","0","0","0","0","0"
"6071","0","118001","0","0","0","0","0","0","0","0"
"6074","0","106001","0","0","0","0","0","0","0","0"
"6080","0","106401","0","0","0","0","0","0","0","0"
"6085","0","102901","0","0","0","0","0","0","0","0"
"6086","0","104201","0","0","0","0","0","0","0","0"
"6088","0","100501","0","0","0","0","0","0","0","0"
"6091","0","107001","0","0","0","0","0","0","0","0"
"6092","0","106501","0","0","0","0","0","0","0","0"
"6094","0","103201","0","0","0","0","0","0","0","0"
"6095","0","106101","0","0","0","0","0","0","0","0"
"6096","0","118001","0","0","0","0","0","0","0","0"
"6097","107001","107101","0","0","0","0","0","0","0","0"
"6100","0","106601","0","0","0","0","0","0","0","0"
"6102","0","104401","0","0","0","0","0","0","0","0"
"6104","100401","102001","0","0","0","0","0","0","0","103601"
"6105","0","102701","0","0","0","0","0","0","0","0"
"6112","0","105801","0","0","0","0","0","0","0","0"
"6114","0","106801","0","0","0","0","0","0","0","0"
"6115","0","106801","0","0","0","0","0","0","0","0"
"6117","0","104401","0","0","0","0","0","0","0","0"
"6132","0","101101","0","0","0","0","0","0","0","0"
"6135","100601","102201","0","0","0","0","0","0","0","0"
"6136","0","104601","0","0","0","0","0","0","0","0"
"6138","0","104001","0","0","0","0","0","0","0","0"
"6139","0","101001","0","0","0","0","0","0","0","0"
"6140","0","105001","0","0","0","0","0","0","0","0"
"6141","0","101001","0","0","0","0","0","0","0","0"
"6142","0","105901","0","0","0","0","0","0","0","0"
"6143","0","104501","0","0","0","0","0","0","0","0"
"6144","0","111001","0","0","0","0","0","0","0","0"
"6151","0","103801","0","0","0","0","0","0","0","0"
"6153","0","103701","0","0","0","0","0","0","0","0"
"6161","0","101401","0","0","0","0","0","0","0","0"
"6165","0","100101","0","0","0","0","0","0","0","0"
"6166","0","106001","0","0","0","0","0","0","0","0"
"6169","0","103601","0","0","0","0","0","0","0","0"
"6173","0","101201","0","0","0","0","0","0","0","0"
"6176","0","100301","0","0","0","0","0","0","0","0"
"6184","0","104301","0","0","0","0","0","0","0","0"
"6185","0","101401","0","0","0","0","0","0","0","0"
"6186","0","103301","0","0","0","0","0","0","0","0"
"6187","0","100301","0","0","0","0","0","0","0","0"
"6188","0","105201","0","0","0","0","0","0","0","0"
"6189","0","105601","0","0","0","0","0","0","0","0"
"6224","0","104501","0","0","0","0","0","0","0","0"
"6230","106601","106501","0","0","0","0","0","0","0","0"
"6234","0","100801","0","0","0","0","0","0","0","0"
"6235","0","102101","0","0","0","0","0","0","0","0"
"6252","0","104401","0","0","0","0","0","0","0","0"
"6253","0","100701","0","0","0","0","0","0","0","0"
"6254","0","104701","0","0","0","0","0","0","0","0"
"6255","106101","100201","0","0","0","0","0","0","0","0"
"6256","0","102801","0","0","0","0","0","0","0","0"
