1c9f7d0c0533ae1c9d4495d703c027a431ef3bf39384744f3c94778274754f9b,70f1d49f81947e369927b77e08dea3d32503407bf648aac5ab8b85987f48a4dd,763178635cf0a0bbe053ab1d45945a1b38b6d08e2a65ea8953f8166759825517,436aeb291020db9505d181cb2dcaf0d976a23cfec7e1c98bca513da593c4d6e3,45f1b03b1c782bab17d21bfb42d2f235ca48698f6a72472700c4634965403757,4d79fe7b4dd28de9639a922e243a31771a5322190a2ba472632473640e1c67bf,58013708677e4d3174d62ca6a36092e5e2fc875bea7b8cfea3ed17719bbbe42f
"820106104","820106101","820010611","820106103","820106102","820106105","82001061"
"820106204","820106201","820010621","820106203","820106202","820106205","82001062"
"820106304","820106301","820010631","820106303","820106302","820106305","82001063"
"820106404","820106401","820010641","820106403","820106402","820106405","82001064"
"820106504","820106501","820010651","820106503","820106502","820106505","82001065"
"820106604","820106601","820010661","820106603","820106602","820106605","82001066"
"820106704","820106701","820010671","820106703","820106702","820106705","82001067"
"820106804","820106801","820010681","820106803","820106802","820106805","82001068"
"820106904","820106901","820010691","820106903","820106902","820106905","82001069"
"0","820107001","820010701","0","0","0","82001070"
"830100104","830100101","830010011","830100103","830100102","830100105","83001001"
"830100204","830100201","830010021","830100203","830100202","830100205","83001002"
"830100304","830100301","830010031","830100303","830100302","830100305","83001003"
"830100404","830100401","830010041","830100403","830100402","830100405","83001004"
"830100504","830100501","830010051","830100503","830100502","830100505","83001005"
"830100604","830100601","830010061","830100603","830100602","830100605","83001006"
"830100704","830100701","830010071","830100703","830100702","830100705","83001007"
"830100804","830100801","830010081","830100803","830100802","830100805","83001008"
"830100904","830100901","830010091","830100903","830100902","830100905","83001009"
"0","830101001","830010101","0","0","0","83001010"
"830101104","830101101","830010111","830101103","830101102","830101105","83001011"
"830101204","830101201","830010121","830101203","830101202","830101205","83001012"
"830101304","830101301","830010131","830101303","830101302","830101305","83001013"
"830101404","830101401","830010141","830101403","830101402","830101405","83001014"
"830101504","830101501","830010151","830101503","830101502","830101505","83001015"
"830101604","830101601","830010161","830101603","830101602","830101605","83001016"
"830101704","830101701","830010171","830101703","830101702","830101705","83001017"
"830101804","830101801","830010181","830101803","830101802","830101805","83001018"
"830101904","830101901","830010191","830101903","830101902","830101905","83001019"
"0","830102001","830010201","0","0","0","83001020"
"830102104","830102101","830010211","830102103","830102102","830102105","83001021"
"830102204","830102201","830010221","830102203","830102202","830102205","83001022"
"830102304","830102301","830010231","830102303","830102302","830102305","83001023"
"830102404","830102401","830010241","830102403","830102402","830102405","83001024"
"830102504","830102501","830010251","830102503","830102502","830102505","83001025"
"830102604","830102601","830010261","830102603","830102602","830102605","83001026"
"830102704","830102701","830010271","830102703","830102702","830102705","83001027"
"830102804","830102801","830010281","830102803","830102802","830102805","83001028"
"830102904","830102901","830010291","830102903","830102902","830102905","83001029"
"0","830103001","830010301","0","0","0","83001030"
"830103104","830103101","830010311","830103103","830103102","830103105","83001031"
"830103204","830103201","830010321","830103203","830103202","830103205","83001032"
"830103304","830103301","830010331","830103303","830103302","830103305","83001033"
"830103404","830103401","830010341","830103403","830103402","830103405","83001034"
"830103504","830103501","830010351","830103503","830103502","830103505","83001035"
"830103604","830103601","830010361","830103603","830103602","830103605","83001036"
"830103704","830103701","830010371","830103703","830103702","830103705","83001037"
"830103804","830103801","830010381","830103803","830103802","830103805","83001038"
"830103904","830103901","830010391","830103903","830103902","830103905","83001039"
"0","830104001","830010401","0","0","0","83001040"
"830104104","830104101","830010411","830104103","830104102","830104105","83001041"
"830104204","830104201","830010421","830104203","830104202","830104205","83001042"
"830104304","830104301","830010431","830104303","830104302","830104305","83001043"
"830104404","830104401","830010441","830104403","830104402","830104405","83001044"
"830104504","830104501","830010451","830104503","830104502","830104505","83001045"
"830104604","830104601","830010461","830104603","830104602","830104605","83001046"
"830104704","830104701","830010471","830104703","830104702","830104705","83001047"
"830104804","830104801","830010481","830104803","830104802","830104805","83001048"
"830104904","830104901","830010491","830104903","830104902","830104905","83001049"
"0","830105001","830010501","0","0","0","83001050"
"830105104","830105101","830010511","830105103","830105102","830105105","83001051"
"830105204","830105201","830010521","830105203","830105202","830105205","83001052"
"830105304","830105301","830010531","830105303","830105302","830105305","83001053"
"830105404","830105401","830010541","830105403","830105402","830105405","83001054"
"830105504","830105501","830010551","830105503","830105502","830105505","83001055"
"830105604","830105601","830010561","830105603","830105602","830105605","83001056"
"830105704","830105701","830010571","830105703","830105702","830105705","83001057"
"830105804","830105801","830010581","830105803","830105802","830105805","83001058"
"830105904","830105901","830010591","830105903","830105902","830105905","83001059"
"0","830106001","830010601","0","0","0","83001060"
"830106104","830106101","830010611","830106103","830106102","830106105","83001061"
"830106204","830106201","830010621","830106203","830106202","830106205","83001062"
"830106304","830106301","830010631","830106303","830106302","830106305","83001063"
"830106404","830106401","830010641","830106403","830106402","830106405","83001064"
"830106504","830106501","830010651","830106503","830106502","830106505","83001065"
"830106604","830106601","830010661","830106603","830106602","830106605","83001066"
"830106704","830106701","830010671","830106703","830106702","830106705","83001067"
"830106804","830106801","830010681","830106803","830106802","830106805","83001068"
"830106904","830106901","830010691","830106903","830106902","830106905","83001069"
"0","830107001","830010701","0","0","0","83001070"
"840100104","840100101","840010011","840100103","840100102","840100105","84001001"
"840100204","840100201","840010021","840100203","840100202","840100205","84001002"
"840100304","840100301","840010031","840100303","840100302","840100305","84001003"
"840100404","840100401","840010041","840100403","840100402","840100405","84001004"
"840100504","840100501","840010051","840100503","840100502","840100505","84001005"
"840100604","840100601","840010061","840100603","840100602","840100605","84001006"
"840100704","840100701","840010071","840100703","840100702","840100705","84001007"
"840100804","840100801","840010081","840100803","840100802","840100805","84001008"
"840100904","840100901","840010091","840100903","840100902","840100905","84001009"
"0","840101001","840010101","0","0","0","84001010"
"840101104","840101101","840010111","840101103","840101102","840101105","84001011"
"840101204","840101201","840010121","840101203","840101202","840101205","84001012"
"840101304","840101301","840010131","840101303","840101302","840101305","84001013"
"840101404","840101401","840010141","840101403","840101402","840101405","84001014"
"840101504","840101501","840010151","840101503","840101502","840101505","84001015"
"840101604","840101601","840010161","840101603","840101602","840101605","84001016"
"840101704","840101701","840010171","840101703","840101702","840101705","84001017"
"840101804","840101801","840010181","840101803","840101802","840101805","84001018"
"840101904","840101901","840010191","840101903","840101902","840101905","84001019"
"0","840102001","840010201","0","0","0","84001020"
"840102104","840102101","840010211","840102103","840102102","840102105","84001021"
"840102204","840102201","840010221","840102203","840102202","840102205","84001022"
"840102304","840102301","840010231","840102303","840102302","840102305","84001023"
"840102404","840102401","840010241","840102403","840102402","840102405","84001024"
"840102504","840102501","840010251","840102503","840102502","840102505","84001025"
"840102604","840102601","840010261","840102603","840102602","840102605","84001026"
"840102704","840102701","840010271","840102703","840102702","840102705","84001027"
"840102804","840102801","840010281","840102803","840102802","840102805","84001028"
"840102904","840102901","840010291","840102903","840102902","840102905","84001029"
"0","840103001","840010301","0","0","0","84001030"
"840103104","840103101","840010311","840103103","840103102","840103105","84001031"
"840103204","840103201","840010321","840103203","840103202","840103205","84001032"
"840103304","840103301","840010331","840103303","840103302","840103305","84001033"
"840103404","840103401","840010341","840103403","840103402","840103405","84001034"
"840103504","840103501","840010351","840103503","840103502","840103505","84001035"
"840103604","840103601","840010361","840103603","840103602","840103605","84001036"
"840103704","840103701","840010371","840103703","840103702","840103705","84001037"
"840103804","840103801","840010381","840103803","840103802","840103805","84001038"
"840103904","840103901","840010391","840103903","840103902","840103905","84001039"
"0","840104001","840010401","0","0","0","84001040"
"840104104","840104101","840010411","840104103","840104102","840104105","84001041"
"840104204","840104201","840010421","840104203","840104202","840104205","84001042"
"840104304","840104301","840010431","840104303","840104302","840104305","84001043"
"840104404","840104401","840010441","840104403","840104402","840104405","84001044"
"840104504","840104501","840010451","840104503","840104502","840104505","84001045"
"840104604","840104601","840010461","840104603","840104602","840104605","84001046"
"840104704","840104701","840010471","840104703","840104702","840104705","84001047"
"840104804","840104801","840010481","840104803","840104802","840104805","84001048"
"840104904","840104901","840010491","840104903","840104902","840104905","84001049"
"0","840105001","840010501","0","0","0","84001050"
"840105104","840105101","840010511","840105103","840105102","840105105","84001051"
"840105204","840105201","840010521","840105203","840105202","840105205","84001052"
"840105304","840105301","840010531","840105303","840105302","840105305","84001053"
"840105404","840105401","840010541","840105403","840105402","840105405","84001054"
"840105504","840105501","840010551","840105503","840105502","840105505","84001055"
"840105604","840105601","840010561","840105603","840105602","840105605","84001056"
"840105704","840105701","840010571","840105703","840105702","840105705","84001057"
"840105804","840105801","840010581","840105803","840105802","840105805","84001058"
"840105904","840105901","840010591","840105903","840105902","840105905","84001059"
"0","840106001","840010601","0","0","0","84001060"
"840106104","840106101","840010611","840106103","840106102","840106105","84001061"
"840106204","840106201","840010621","840106203","840106202","840106205","84001062"
"840106304","840106301","840010631","840106303","840106302","840106305","84001063"
"840106404","840106401","840010641","840106403","840106402","840106405","84001064"
"840106504","840106501","840010651","840106503","840106502","840106505","84001065"
"840106604","840106601","840010661","840106603","840106602","840106605","84001066"
"840106704","840106701","840010671","840106703","840106702","840106705","84001067"
"840106804","840106801","840010681","840106803","840106802","840106805","84001068"
"840106904","840106901","840010691","840106903","840106902","840106905","84001069"
"0","840107001","840010701","0","0","0","84001070"
"850100104","850100101","850010011","850100103","850100102","850100105","85001001"
"850100204","850100201","850010021","850100203","850100202","850100205","85001002"
"850100304","850100301","850010031","850100303","850100302","850100305","85001003"
"850100404","850100401","850010041","850100403","850100402","850100405","85001004"
"850100504","850100501","850010051","850100503","850100502","850100505","85001005"
"850100604","850100601","850010061","850100603","850100602","850100605","85001006"
"850100704","850100701","850010071","850100703","850100702","850100705","85001007"
"850100804","850100801","850010081","850100803","850100802","850100805","85001008"
"850100904","850100901","850010091","850100903","850100902","850100905","85001009"
"0","850101001","850010101","0","0","0","85001010"
"850101104","850101101","850010111","850101103","850101102","850101105","85001011"
"850101204","850101201","850010121","850101203","850101202","850101205","85001012"
"850101304","850101301","850010131","850101303","850101302","850101305","85001013"
"850101404","850101401","850010141","850101403","850101402","850101405","85001014"
"850101504","850101501","850010151","850101503","850101502","850101505","85001015"
"850101604","850101601","850010161","850101603","850101602","850101605","85001016"
"850101704","850101701","850010171","850101703","850101702","850101705","85001017"
"850101804","850101801","850010181","850101803","850101802","850101805","85001018"
"850101904","850101901","850010191","850101903","850101902","850101905","85001019"
"0","850102001","850010201","0","0","0","85001020"
"850102104","850102101","850010211","850102103","850102102","850102105","85001021"
"850102204","850102201","850010221","850102203","850102202","850102205","85001022"
"850102304","850102301","850010231","850102303","850102302","850102305","85001023"
"850102404","850102401","850010241","850102403","850102402","850102405","85001024"
"850102504","850102501","850010251","850102503","850102502","850102505","85001025"
"850102604","850102601","850010261","850102603","850102602","850102605","85001026"
"850102704","850102701","850010271","850102703","850102702","850102705","85001027"
"850102804","850102801","850010281","850102803","850102802","850102805","85001028"
"850102904","850102901","850010291","850102903","850102902","850102905","85001029"
"0","850103001","850010301","0","0","0","85001030"
"850103104","850103101","850010311","850103103","850103102","850103105","85001031"
"850103204","850103201","850010321","850103203","850103202","850103205","85001032"
"850103304","850103301","850010331","850103303","850103302","850103305","85001033"
"850103404","850103401","850010341","850103403","850103402","850103405","85001034"
"850103504","850103501","850010351","850103503","850103502","850103505","85001035"
"850103604","850103601","850010361","850103603","850103602","850103605","85001036"
"850103704","850103701","850010371","850103703","850103702","850103705","85001037"
"850103804","850103801","850010381","850103803","850103802","850103805","85001038"
"850103904","850103901","850010391","850103903","850103902","850103905","85001039"
"0","850104001","850010401","0","0","0","85001040"
"850104104","850104101","850010411","850104103","850104102","850104105","85001041"
"850104204","850104201","850010421","850104203","850104202","850104205","85001042"
"850104304","850104301","850010431","850104303","850104302","850104305","85001043"
"850104404","850104401","850010441","850104403","850104402","850104405","85001044"
"850104504","850104501","850010451","850104503","850104502","850104505","85001045"
"850104604","850104601","850010461","850104603","850104602","850104605","85001046"
"850104704","850104701","850010471","850104703","850104702","850104705","85001047"
"850104804","850104801","850010481","850104803","850104802","850104805","85001048"
"850104904","850104901","850010491","850104903","850104902","850104905","85001049"
"0","850105001","850010501","0","0","0","85001050"
"850105104","850105101","850010511","850105103","850105102","850105105","85001051"
"850105204","850105201","850010521","850105203","850105202","850105205","85001052"
"850105304","850105301","850010531","850105303","850105302","850105305","85001053"
"850105404","850105401","850010541","850105403","850105402","850105405","85001054"
"850105504","850105501","850010551","850105503","850105502","850105505","85001055"
"850105604","850105601","850010561","850105603","850105602","850105605","85001056"
"850105704","850105701","850010571","850105703","850105702","850105705","85001057"
"850105804","850105801","850010581","850105803","850105802","850105805","85001058"
"850105904","850105901","850010591","850105903","850105902","850105905","85001059"
"0","850106001","850010601","0","0","0","85001060"
"850106104","850106101","850010611","850106103","850106102","850106105","85001061"
"850106204","850106201","850010621","850106203","850106202","850106205","85001062"
"850106304","850106301","850010631","850106303","850106302","850106305","85001063"
"850106404","850106401","850010641","850106403","850106402","850106405","85001064"
"850106504","850106501","850010651","850106503","850106502","850106505","85001065"
"850106604","850106601","850010661","850106603","850106602","850106605","85001066"
"850106704","850106701","850010671","850106703","850106702","850106705","85001067"
"850106804","850106801","850010681","850106803","850106802","850106805","85001068"
"850106904","850106901","850010691","850106903","850106902","850106905","85001069"
"0","850107001","850010701","0","0","0","85001070"
