166543828b17950d9190737ffb8ed82e17a53b32cc2eb4700853e746b049642b,7a37838250ec5d5de9f98c44bf260084208a4540880f1cadfe0b9b3968aa7e68,05092627a1b5e23728ac8584d0f7bc420920175629eb11b5a70afdf60c364590,bcfa388abe0072f6b5de53cc2dc800d44aa8832e390e985c7a102190ee535a86,967cbc9ee6155f24cfc370e290c2627f460fd01ca561b2b47306db91f210a6e3,653656675b98a7968b24104e86729565f509e4d7442225601f4dd709bda958ad,a241ff8c6f36811dba222ac2ca0c8cacff6e7a0f91f62029db694845c416c19e,4226a70e2ec9ef9db5a2f8a530ee54873f35bcbbab311fc7920360632e55e58c,01df54d5b9b80b7acbe61962e2c829537fa88ce2b7863b78d6d94c944bf86c28,c6b258dbf26283d9d16123ac1222f58ce07b1471d602b07179bff5e58350e4dc,89b051f5705171e6a1862280fed234ba85fdcb45751a05597e7e6cc7d08a1af4,ff626e10bf61ae08b1457d24cce0cb514f5bec41ac231d83047ec98c6fbc6197,9d2cd74d4a78e0e94236526386eca229035af4aedacd4b87c93bcb6c5056b5e4,2798b248cf51908dbfad018d6f8bd80048dea6e18fff174d45eb44a4fc23253e,0fe5a72348f266148ce8ce2f8811c6c08627f1d8a2700a9b6e3da64d13a2e1a2,9fbc154fd9027cf8c1aaac0958d5494f6580c46d3396dc3312508a5332333cc1,dec981e57bdf3ceabbcebfafce9fc0cda091671fe3a1d43ef5bc3475318d7af3,0eec9b0c1a5de560d1538e9d7dd1bd91bfd20818329594c3b6d4f86738723737,6d8f82386e21b540d6df214008b37673da9a609e45340a144363044a81b13f17,c716196e87323d6b7418a3c3ecf36266df4748977d5c63ac83ffa81865ba88cc,6844932d6f58a10856d66eca683c187f47e0698a9e88b10f79d180566ed6846d,1bd589d4dc8b365fd91f107e3174673303c9410fc877cc7f0b19644ace07c004,b06a6d7028bdf4c3fbb27d0b94f846b50c752dd9799243d7c5853ea1233011fb,8c48fba8ae2c8803f3079c7cdde494e4056ce9492059e678885f4613bb31f7e3,42023f231d515d9d4967a3ad592f637f7cf7e5ac9ee340e1243c41a2858897be,fddd051fe5dd4c073c3f900aa06c4953f326719bac78993d76854501e23d831f,14531f249c3a4952be1e7c27115e7ae3e02ca27f985639542db2affe0a316351,61f4b102fb62cd2ecd945758a9598509dc7e174f7ad6c2683c1845fde061e906,3b6d4c1116d7b912d956154568142cdba46f7fbca6ac3c9501c2b9090bdef79b,b0ff59303cf58fd6e3eabfc40f62b6aa9214055515a3b2b809d2f06e7301c47a,16068688c6c5b9169d0e56f0250d5f0476642bd6be6fe0f9bad93abe13382073,e4091e495eedfea3912041b37ebdca0fa34e95eda068b92baac59ee9e9cdf4a7,5972312a19ee6e9322f757bb769b7a685a9e1aa5aa99191c322b6a22df09f06d,0211eaf41895f570dfe2ac7a7f3435763ab77ad45934b3871a1e6deeb1f893c7,de345f2229c21ea5317c040d3391d5b38d8760393acf7fec0e88e8c180362f45,84e4cca0f839677454fc75ceb4295aeb10c3ecf8a341b9c3091589d35a243578,468a6c5ed91e470085175567f72614dbdaccd0230627f176fecb1e58024c3c3d,6a01735eada64ace895030967a9ec32dcbeddd1b1a75630de4fda2758c07ffb9,f9c5b1c4edead1326131ff923a5da24a9b45d03fb70c481dbd95408ce9f3ccd4,90479a21d4b604de0cc7d3923c0ca3ab322e79cbedc25bc7d79ebbf3bbc90ba7,7093d1840fe1215809cd8c024be3a00e9ff039a798101760a92eeb50369150e0,32ea4645b7a0c9d0888381662c5e2150aef63c507d6a62f5b1d367e209d094ea,fcd5b3d8fdfea8e9e81aca4551a27c9998815042085f7aaf1c02da205d4bf7ea,4acb98db2457bb748bfcf234827cc2001fba8cd01dd282283d72bdd1ec0c95e9
"650250013","bgm_M41","20001113","150","650001113","650001126","0","0","20","0","20001","0","100043","650250011","13","0","10","10","0","0","100041","bgm_M41","塔爾格姆地區 1-13","10","100042","20001101","0","0","0","0","bgm_M41","bgm_M41","1","0","100041","0","bgm_M41","1","650250012","470","bgm_M41","90","100040","0"
"650260013","bgm_M41","20001114","150","650001114","650001127","0","0","-100","0","20001","0","100093","650260011","14","0","10","10","0","0","100091","bgm_M41","塔爾格姆地區 1-14","10","100092","20001101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650260012","570","bgm_M41","90","100030","0"
"650280013","bgm_M41","20001115","150","650001115","650001123","0","0","74","0","20001","0","100093","650280011","15","0","10","10","0","0","100091","bgm_M41","塔爾格姆地區 1-15","10","100092","20001101","0","0","0","0","bgm_M41","bgm_M41","1","0","100091","0","bgm_M41","1","650280012","649","bgm_M41","90","100030","0"
"650280023","bgm_M41","20001201","240","650001116","650001121","0","54","-12","0","20001","0","100369","650280021","16","0","16","16","0","0","100367","bgm_M41","塔爾格姆地區 1-1","10","100368","20001201","1","0","0","2","bgm_M41","bgm_M41","2","5","100367","31012","bgm_M41","1","650280022","-571","bgm_M41","90","100020","0"
"650300013","bgm_M41","20001202","240","650001117","650001121","0","54","-148","0","20001","0","100773","650300011","17","0","16","16","0","0","100771","bgm_M41","塔爾格姆地區 1-2","10","100772","20001201","1","0","0","2","bgm_M41","bgm_M41","2","5","100771","31038","bgm_M41","1","650300012","-319","bgm_M41","90","100060","0"
"650330013","bgm_M41","20001203","270","650001118","650001121","0","54","34","0","20001","0","100453","650330011","18","0","18","18","0","0","100451","bgm_M41","塔爾格姆地區 1-3","10","100452","20001201","1","0","0","2","bgm_M41","bgm_M41","2","5","100451","31012","bgm_M41","1","650330012","-107","bgm_M41","90","100090","0"
"650350013","bgm_M41","20001204","270","650001119","650001121","0","54","110","0","20001","0","100733","650350011","19","0","18","18","0","0","100731","bgm_M41","塔爾格姆地區 1-4","10","100732","20001201","1","0","0","2","bgm_M41","bgm_M41","2","5","100731","31038","bgm_M41","1","650350012","140","bgm_M41","90","100070","0"
"650380013","bgm_M41","20001205","300","650001120","650001121","0","54","-90","0","20001","0","100383","650380011","20","0","20","20","0","0","100381","bgm_M41","塔爾格姆地區 1-5","10","100382","20001201","1","0","0","2","bgm_M41","bgm_M41","2","5","100381","31012","bgm_M41","1","650380012","310","bgm_M41","90","100030","0"
"650002013","bgm_M41","20002101","120","650002101","650002124","0","0","-120","0","20002","0","100063","650002011","1","0","8","8","0","0","100061","bgm_M41","馬席納地區 1-1","8","100062","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100061","0","bgm_M41","1","650002012","-820","bgm_M41","90","100010","0"
"650002023","bgm_M41","20002102","120","650002102","650002125","0","0","20","0","20002","0","100016","650002021","2","0","8","8","0","0","100014","bgm_M41","馬席納地區 1-2","8","100015","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100014","0","bgm_M41","1","650002022","-710","bgm_M41","90","100020","0"
"650002033","bgm_M41","20002103","120","650002103","650002126","0","0","-120","0","20002","0","100063","650002031","3","0","8","8","0","0","100061","bgm_M41","馬席納地區 1-3","8","100062","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100061","0","bgm_M41","1","650002032","-580","bgm_M41","90","100010","0"
"650002043","bgm_M41","20002104","120","650002104","650002127","0","0","50","0","20002","0","100016","650002041","4","0","8","8","0","0","100014","bgm_M41","馬席納地區 1-4","8","100015","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100014","0","bgm_M41","1","650002042","-510","bgm_M41","90","100020","0"
"650002053","bgm_M41","20002105","120","650002105","650002123","0","0","-60","0","20002","0","100043","650002051","5","0","8","8","0","0","100041","bgm_M41","馬席納地區 1-5","8","100042","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100041","0","bgm_M41","1","650002052","-430","bgm_M41","90","100040","0"
"650002063","bgm_M41","20002106","135","650002106","650002124","0","0","-150","0","20002","0","100023","650002061","6","0","9","9","0","0","100021","bgm_M41","馬席納地區 1-6","9","100022","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650002062","-340","bgm_M41","90","100050","0"
"650002073","bgm_M41","20002107","135","650002107","650002125","0","0","-80","0","20002","0","100203","650002071","7","0","9","9","0","0","100201","bgm_M41","馬席納地區 1-7","9","100202","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650002072","-215","bgm_M41","90","100110","0"
"650002083","bgm_M41","20002108","135","650002108","650002126","0","0","-110","0","20002","0","100203","650002081","8","0","9","9","0","0","100201","bgm_M41","馬席納地區 1-8","9","100202","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650002082","-75","bgm_M41","90","100110","0"
"650002093","bgm_M41","20002109","135","650002109","650002127","0","0","-50","0","20002","0","100203","650002091","9","0","9","9","0","0","100201","bgm_M41","馬席納地區 1-9","9","100202","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650002092","45","bgm_M41","90","100110","0"
"650002103","bgm_M41","20002110","135","650002110","650002122","0","0","40","0","20002","0","100063","650002101","10","0","9","9","0","0","100061","bgm_M41","馬席納地區 1-10","9","100062","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100061","0","bgm_M41","1","650002102","150","bgm_M41","90","100010","0"
"650002113","bgm_M41","20002111","150","650002111","650002124","0","0","-70","0","20002","0","100173","650002111","11","0","10","10","0","0","100171","bgm_M41","馬席納地區 1-11","10","100172","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100171","0","bgm_M41","1","650002112","260","bgm_M41","90","100070","0"
"650002123","bgm_M41","20002112","150","650002112","650002125","0","0","30","0","20002","0","100153","650002121","12","0","10","10","0","0","100151","bgm_M41","馬席納地區 1-12","10","100152","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","100151","0","bgm_M41","1","650002122","380","bgm_M41","90","100120","0"
"650002133","bgm_M41","20002113","150","650002113","650002126","0","0","-100","0","20002","0","101143","650002131","13","0","10","10","0","0","101141","bgm_M41","馬席納地區 1-13","10","101142","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","101141","0","bgm_M41","1","650002132","470","bgm_M41","90","100080","0"
"650002143","bgm_M41","20002114","150","650002114","650002127","0","0","40","0","20002","0","101143","650002141","14","0","10","10","0","0","101141","bgm_M41","馬席納地區 1-14","10","101142","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","101141","0","bgm_M41","1","650002142","570","bgm_M41","90","100080","0"
"650002153","bgm_M41","20002115","150","650002115","650002123","0","0","-70","0","20002","0","101143","650002151","15","0","10","10","0","0","101141","bgm_M41","馬席納地區 1-15","10","101142","20002101","0","0","0","0","bgm_M41","bgm_M41","1","0","101141","0","bgm_M41","1","650002152","680","bgm_M41","90","100080","0"
"650002163","bgm_M41","20002201","240","650002116","650002121","0","54","-10","0","20002","0","100473","650002161","16","0","16","16","0","0","100471","bgm_M41","馬席納地區 1-1","10","100472","20002201","1","0","0","2","bgm_M41","bgm_M41","2","5","100471","31020","bgm_M41","1","650002162","-450","bgm_M41","90","100110","0"
"650002173","bgm_M41","20002202","240","650002117","650002121","0","54","-100","0","20002","0","100813","650002171","17","0","16","16","0","0","100811","bgm_M41","馬席納地區 1-2","10","100812","20002201","1","0","0","2","bgm_M41","bgm_M41","2","5","100811","31004","bgm_M41","1","650002172","-250","bgm_M41","90","100070","0"
"650002183","bgm_M41","20002203","270","650002118","650002121","0","54","20","0","20002","0","100793","650002181","18","0","18","18","0","0","100791","bgm_M41","馬席納地區 1-3","10","100792","20002201","1","0","0","2","bgm_M41","bgm_M41","2","5","100791","31020","bgm_M41","1","650002182","-50","bgm_M41","90","100120","0"
"650002193","bgm_M41","20002204","270","650002119","650002121","0","54","-110","0","20002","0","101153","650002191","19","0","18","18","0","0","101151","bgm_M41","馬席納地區 1-4","10","101152","20002201","1","0","0","2","bgm_M41","bgm_M41","2","5","101151","31004","bgm_M41","1","650002192","110","bgm_M41","90","100080","0"
"650002203","bgm_M41","20002205","300","650002120","650002121","0","54","-10","0","20002","0","101153","650002201","20","0","20","20","0","0","101151","bgm_M41","馬席納地區 1-5","10","101152","20002201","1","0","0","2","bgm_M41","bgm_M41","2","5","101151","31020","bgm_M41","1","650002202","290","bgm_M41","90","100080","0"
"650003013","bgm_M41","20003101","120","650003101","650003124","0","0","-90","0","20003","0","100066","650003011","1","0","8","8","0","0","100064","bgm_M41","蘭德索爾郊外 1-1","8","100065","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100064","0","bgm_M41","1","650003012","-820","bgm_M41","90","100010","0"
"650003023","bgm_M41","20003102","120","650003102","650003125","0","0","20","0","20003","0","100023","650003021","2","0","8","8","0","0","100021","bgm_M41","蘭德索爾郊外 1-2","8","100022","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100021","0","bgm_M41","1","650003022","-700","bgm_M41","90","100020","0"
"650003033","bgm_M41","20003103","120","650003103","650003126","0","0","-120","0","20003","0","100069","650003031","3","0","8","8","0","0","100067","bgm_M41","蘭德索爾郊外 1-3","8","100068","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100067","0","bgm_M41","1","650003032","-600","bgm_M41","90","100010","0"
"650003043","bgm_M41","20003104","120","650003104","650003127","0","0","40","0","20003","0","100127","650003041","4","0","8","8","0","0","100125","bgm_M41","蘭德索爾郊外 1-4","8","100126","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100125","0","bgm_M41","1","650003042","-500","bgm_M41","90","100040","0"
"650003053","bgm_M41","20003105","120","650003105","650003123","0","0","-70","0","20003","0","100083","650003051","5","0","8","8","0","0","100081","bgm_M41","蘭德索爾郊外 1-5","8","100082","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100081","0","bgm_M41","1","650003052","-400","bgm_M41","90","100050","0"
"650003063","bgm_M41","20003106","135","650003106","650003124","0","0","-110","0","20003","0","100076","650003061","6","0","9","9","0","0","100074","bgm_M41","蘭德索爾郊外 1-6","9","100075","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100074","0","bgm_M41","1","650003062","-260","bgm_M41","90","100010","0"
"650003073","bgm_M41","20003107","135","650003107","650003125","0","0","25","0","20003","0","100113","650003071","7","0","9","9","0","0","100111","bgm_M41","蘭德索爾郊外 1-7","9","100112","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100111","0","bgm_M41","1","650003072","-180","bgm_M41","90","100040","0"
"650003083","bgm_M41","20003108","135","650003108","650003126","0","0","-110","0","20003","0","100079","650003081","8","0","9","9","0","0","100077","bgm_M41","蘭德索爾郊外 1-8","9","100078","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100077","0","bgm_M41","1","650003082","-75","bgm_M41","90","100010","0"
"650003093","bgm_M41","20003109","135","650003109","650003127","0","0","-50","0","20003","0","100053","650003091","9","0","9","9","0","0","100051","bgm_M41","蘭德索爾郊外 1-9","9","100052","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100051","0","bgm_M41","1","650003092","50","bgm_M41","90","100080","0"
"650003103","bgm_M41","20003110","135","650003110","650003122","0","0","20","0","20003","0","100053","650003101","10","0","9","9","0","0","100051","bgm_M41","蘭德索爾郊外 1-10","9","100052","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100051","0","bgm_M41","1","650003102","180","bgm_M41","90","100080","0"
"650003113","bgm_M41","20003111","150","650003111","650003124","0","0","-100","0","20003","0","100033","650003111","11","0","10","10","0","0","100031","bgm_M41","蘭德索爾郊外 1-11","10","100032","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100031","0","bgm_M41","1","650003112","270","bgm_M41","90","100050","0"
"650003123","bgm_M41","20003112","150","650003112","650003125","0","0","40","0","20003","0","100153","650003121","12","0","10","10","0","0","100151","bgm_M41","蘭德索爾郊外 1-12","10","100152","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100151","0","bgm_M41","1","650003122","390","bgm_M41","90","100120","0"
"650003133","bgm_M41","20003113","150","650003113","650003126","0","0","-110","0","20003","0","100013","650003131","13","0","10","10","0","0","100011","bgm_M41","蘭德索爾郊外 1-13","10","100012","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100011","0","bgm_M41","1","650003132","490","bgm_M41","90","100020","0"
"650003143","bgm_M41","20003114","150","650003114","650003127","0","0","40","0","20003","0","100016","650003141","14","0","10","10","0","0","100014","bgm_M41","蘭德索爾郊外 1-14","10","100015","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100014","0","bgm_M41","1","650003142","570","bgm_M41","90","100020","0"
"650003153","bgm_M41","20003115","150","650003115","650003123","0","0","-80","0","20003","0","100019","650003151","15","0","10","10","0","0","100017","bgm_M41","蘭德索爾郊外 1-15","10","100018","20003101","0","0","0","0","bgm_M41","bgm_M41","1","0","100017","0","bgm_M41","1","650003152","670","bgm_M41","90","100020","0"
"650003163","bgm_M41","20003201","240","650003116","650003121","0","54","-10","0","20003","0","100793","650003161","16","0","16","16","0","0","100791","bgm_M41","蘭德索爾郊外 1-1","10","100792","20003201","1","0","0","2","bgm_M41","bgm_M41","2","5","100791","31010","bgm_M41","1","650003162","-450","bgm_M41","90","100120","0"
"650003173","bgm_M41","20003202","240","650003117","650003121","0","54","-100","0","20003","0","100773","650003171","17","0","16","16","0","0","100771","bgm_M41","蘭德索爾郊外 1-2","10","100772","20003201","1","0","0","2","bgm_M41","bgm_M41","2","5","100771","31017","bgm_M41","1","650003172","-250","bgm_M41","90","100040","0"
"650003183","bgm_M41","20003203","270","650003118","650003121","0","54","20","0","20003","0","100759","650003181","18","0","18","18","0","0","100757","bgm_M41","蘭德索爾郊外 1-3","10","100758","20003201","1","0","0","2","bgm_M41","bgm_M41","2","5","100757","31010","bgm_M41","1","650003182","-40","bgm_M41","90","100050","0"
"650003193","bgm_M41","20003204","270","650003119","650003121","0","54","-130","0","20003","0","100363","650003191","19","0","18","18","0","0","100361","bgm_M41","蘭德索爾郊外 1-4","10","100362","20003201","1","0","0","2","bgm_M41","bgm_M41","2","5","100361","31017","bgm_M41","1","650003192","100","bgm_M41","90","100020","0"
"650003203","bgm_M41","20003205","300","650003120","650003121","0","54","-70","0","20003","0","100366","650003201","20","0","20","20","0","0","100364","bgm_M41","蘭德索爾郊外 1-5","10","100365","20003201","1","0","0","2","bgm_M41","bgm_M41","2","5","100364","31010","bgm_M41","1","650003202","290","bgm_M41","90","100020","0"
"650004013","bgm_M41","20004101","120","650004101","650004124","0","0","-70","0","20004","0","100203","650004011","1","0","8","8","0","0","100201","bgm_M41","塔帕斯海灘 周邊 1-1","8","100202","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650004012","-820","bgm_M41","90","100110","0"
"650004023","bgm_M41","20004102","120","650004102","650004125","0","0","50","0","20004","0","100203","650004021","2","0","8","8","0","0","100201","bgm_M41","塔帕斯海灘 周邊 1-2","8","100202","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650004022","-700","bgm_M41","90","100110","0"
"650004033","bgm_M41","20004103","120","650004103","650004126","0","0","-120","0","20004","0","100203","650004031","3","0","8","8","0","0","100201","bgm_M41","塔帕斯海灘 周邊 1-3","8","100202","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650004032","-600","bgm_M41","90","100180","0"
"650004043","bgm_M41","20004104","120","650004104","650004127","0","0","40","0","20004","0","100203","650004041","4","0","8","8","0","0","100201","bgm_M41","塔帕斯海灘 周邊 1-4","8","100202","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650004042","-500","bgm_M41","90","100110","0"
"650004053","bgm_M41","20004105","120","650004105","650004123","0","0","-70","0","20004","0","100203","650004051","5","0","8","8","0","0","100201","bgm_M41","塔帕斯海灘 周邊 1-5","8","100202","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100201","0","bgm_M41","1","650004052","-400","bgm_M41","90","100180","0"
"650004063","bgm_M41","20004106","135","650004106","650004124","0","0","-110","0","20004","0","100053","650004061","6","0","9","9","0","0","100051","bgm_M41","塔帕斯海灘 周邊 1-6","9","100052","20004101","0","0","0","0","bgm_M41","bgm_M41","1","0","100051","0","bgm_M41","1","650004062","-260","bgm_M41","90","100080","0"
