bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"點選公會小屋4","vo_room_100102_tap_004","100102","vo_room_100102","","10010237"
"勝利1","vo_btl_100201_win_001","100201","vo_btl_100201","","10020101"
"勝利2","vo_btl_100201_win_002","100201","vo_btl_100201","","10020102"
"勝利3","vo_btl_100201_win_003","100201","vo_btl_100201","","10020103"
"失敗1","vo_btl_100201_lose_001","100201","vo_btl_100201","","10020104"
"失敗2","vo_btl_100201_lose_002","100201","vo_btl_100201","","10020105"
"失敗3","vo_btl_100201_lose_003","100201","vo_btl_100201","","10020106"
"暈眩1","vo_btl_100201_retire_001","100201","vo_btl_100201","","10020107"
"暈眩2","vo_btl_100201_retire_002","100201","vo_btl_100201","","10020108"
"暈眩3","vo_btl_100201_retire_003","100201","vo_btl_100201","","10020109"
"技能切入1","vo_btl_100201_cutin_001","100201","vo_btl_100201","","10020110"
"技能切入2","vo_btl_100201_cutin_002","100201","vo_btl_100201","","10020111"
"技能切入3","vo_btl_100201_cutin_003","100201","vo_btl_100201","","10020112"
"必殺技1","vo_btl_100201_skill_000_001","100201","vo_btl_100201","","10020113"
"必殺技2","vo_btl_100201_skill_000_002","100201","vo_btl_100201","","10020114"
"必殺技3","vo_btl_100201_skill_000_003","100201","vo_btl_100201","","10020115"
"戰鬥開始","vo_btl_100201_wavestart","100201","vo_btl_100201","","10020116"
"到下一波","vo_btl_100201_nextwave","100201","vo_btl_100201","","10020117"
"到最後一波","vo_btl_100201_lastwave","100201","vo_btl_100201","","10020118"
"讀取戰鬥前","vo_cmn_100201_battlestart_001","100201","vo_cmn_100201","","10020119"
"戰鬥結果1","vo_cmn_100201_battleresult_001","100201","vo_cmn_100201","","10020120"
"戰鬥結果2","vo_cmn_100201_battleresult_002","100201","vo_cmn_100201","","10020121"
"主頁1","vo_cmn_100201_mypage_001","100201","vo_cmn_100201","","10020122"
"主頁2","vo_cmn_100201_mypage_002","100201","vo_cmn_100201","","10020123"
"主頁3","vo_cmn_100201_mypage_003","100201","vo_cmn_100201","","10020124"
"主頁4","vo_cmn_100201_mypage_004","100201","vo_cmn_100201","","10020125"
"主頁5","vo_cmn_100201_mypage_005","100201","vo_cmn_100201","","10020126"
"轉蛋登場台詞","vo_cmn_100201_gacha_001","100201","vo_cmn_100201","","10020127"
"自我介紹","vo_cmn_100201_profile_001","100201","vo_cmn_100201","","10020128"
"公會小屋1","vo_room_100201_auto_001","100201","vo_room_100201","","10020129"
"公會小屋2","vo_room_100201_auto_002","100201","vo_room_100201","","10020130"
"公會小屋3","vo_room_100201_auto_003","100201","vo_room_100201","","10020131"
"公會小屋4","vo_room_100201_auto_004","100201","vo_room_100201","","10020132"
"公會小屋5","vo_room_100201_auto_005","100201","vo_room_100201","","10020133"
"點選公會小屋1","vo_room_100201_tap_001","100201","vo_room_100201","","10020134"
"點選公會小屋2","vo_room_100201_tap_002","100201","vo_room_100201","","10020135"
"點選公會小屋3","vo_room_100201_tap_003","100201","vo_room_100201","","10020136"
"點選公會小屋4","vo_room_100201_tap_004","100201","vo_room_100201","","10020137"
"勝利1","vo_btl_100202_win_001","100202","vo_btl_100202","","10020201"
"勝利2","vo_btl_100202_win_002","100202","vo_btl_100202","","10020202"
"勝利3","vo_btl_100202_win_003","100202","vo_btl_100202","","10020203"
"失敗1","vo_btl_100202_lose_001","100202","vo_btl_100202","","10020204"
"失敗2","vo_btl_100202_lose_002","100202","vo_btl_100202","","10020205"
"失敗3","vo_btl_100202_lose_003","100202","vo_btl_100202","","10020206"
"暈眩1","vo_btl_100202_retire_001","100202","vo_btl_100202","","10020207"
"暈眩2","vo_btl_100202_retire_002","100202","vo_btl_100202","","10020208"
"暈眩3","vo_btl_100202_retire_003","100202","vo_btl_100202","","10020209"
"技能切入1","vo_btl_100202_cutin_001","100202","vo_btl_100202","","10020210"
"技能切入2","vo_btl_100202_cutin_002","100202","vo_btl_100202","","10020211"
"技能切入3","vo_btl_100202_cutin_003","100202","vo_btl_100202","","10020212"
"必殺技1","vo_btl_100202_skill_000_001","100202","vo_btl_100202","","10020213"
"必殺技2","vo_btl_100202_skill_000_002","100202","vo_btl_100202","","10020214"
"必殺技3","vo_btl_100202_skill_000_003","100202","vo_btl_100202","","10020215"
"戰鬥開始","vo_btl_100202_wavestart","100202","vo_btl_100202","","10020216"
"到下一波","vo_btl_100202_nextwave","100202","vo_btl_100202","","10020217"
"到最後一波","vo_btl_100202_lastwave","100202","vo_btl_100202","","10020218"
"讀取戰鬥前","vo_cmn_100202_battlestart_001","100202","vo_cmn_100202","","10020219"
"戰鬥結果1","vo_cmn_100202_battleresult_001","100202","vo_cmn_100202","","10020220"
"戰鬥結果2","vo_cmn_100202_battleresult_002","100202","vo_cmn_100202","","10020221"
"主頁1","vo_cmn_100202_mypage_001","100202","vo_cmn_100202","","10020222"
"主頁2","vo_cmn_100202_mypage_002","100202","vo_cmn_100202","","10020223"
"主頁3","vo_cmn_100202_mypage_003","100202","vo_cmn_100202","","10020224"
"主頁4","vo_cmn_100202_mypage_004","100202","vo_cmn_100202","","10020225"
"主頁5","vo_cmn_100202_mypage_005","100202","vo_cmn_100202","","10020226"
"轉蛋登場台詞","vo_cmn_100202_gacha_001","100202","vo_cmn_100202","","10020227"
"自我介紹","vo_cmn_100202_profile_001","100202","vo_cmn_100202","","10020228"
"公會小屋1","vo_room_100202_auto_001","100202","vo_room_100202","","10020229"
"公會小屋2","vo_room_100202_auto_002","100202","vo_room_100202","","10020230"
"公會小屋3","vo_room_100202_auto_003","100202","vo_room_100202","","10020231"
"公會小屋4","vo_room_100202_auto_004","100202","vo_room_100202","","10020232"
"公會小屋5","vo_room_100202_auto_005","100202","vo_room_100202","","10020233"
"點選公會小屋1","vo_room_100202_tap_001","100202","vo_room_100202","","10020234"
"點選公會小屋2","vo_room_100202_tap_002","100202","vo_room_100202","","10020235"
"點選公會小屋3","vo_room_100202_tap_003","100202","vo_room_100202","","10020236"
"點選公會小屋4","vo_room_100202_tap_004","100202","vo_room_100202","","10020237"
"勝利1","vo_btl_100301_win_001","100301","vo_btl_100301","","10030101"
"勝利2","vo_btl_100301_win_002","100301","vo_btl_100301","","10030102"
"勝利3","vo_btl_100301_win_003","100301","vo_btl_100301","","10030103"
"失敗1","vo_btl_100301_lose_001","100301","vo_btl_100301","","10030104"
"失敗2","vo_btl_100301_lose_002","100301","vo_btl_100301","","10030105"
"失敗3","vo_btl_100301_lose_003","100301","vo_btl_100301","","10030106"
"暈眩1","vo_btl_100301_retire_001","100301","vo_btl_100301","","10030107"
"暈眩2","vo_btl_100301_retire_002","100301","vo_btl_100301","","10030108"
"暈眩3","vo_btl_100301_retire_003","100301","vo_btl_100301","","10030109"
"技能切入1","vo_btl_100301_cutin_001","100301","vo_btl_100301","","10030110"
"技能切入2","vo_btl_100301_cutin_002","100301","vo_btl_100301","","10030111"
"技能切入3","vo_btl_100301_cutin_003","100301","vo_btl_100301","","10030112"
"必殺技1","vo_btl_100301_skill_000_001","100301","vo_btl_100301","","10030113"
"必殺技2","vo_btl_100301_skill_000_002","100301","vo_btl_100301","","10030114"
"必殺技3","vo_btl_100301_skill_000_003","100301","vo_btl_100301","","10030115"
"戰鬥開始","vo_btl_100301_wavestart","100301","vo_btl_100301","","10030116"
"到下一波","vo_btl_100301_nextwave","100301","vo_btl_100301","","10030117"
"到最後一波","vo_btl_100301_lastwave","100301","vo_btl_100301","","10030118"
"讀取戰鬥前","vo_cmn_100301_battlestart_001","100301","vo_cmn_100301","","10030119"
"戰鬥結果1","vo_cmn_100301_battleresult_001","100301","vo_cmn_100301","","10030120"
"戰鬥結果2","vo_cmn_100301_battleresult_002","100301","vo_cmn_100301","","10030121"
"主頁1","vo_cmn_100301_mypage_001","100301","vo_cmn_100301","","10030122"
"主頁2","vo_cmn_100301_mypage_002","100301","vo_cmn_100301","","10030123"
"主頁3","vo_cmn_100301_mypage_003","100301","vo_cmn_100301","","10030124"
"主頁4","vo_cmn_100301_mypage_004","100301","vo_cmn_100301","","10030125"
"主頁5","vo_cmn_100301_mypage_005","100301","vo_cmn_100301","","10030126"
"轉蛋登場台詞","vo_cmn_100301_gacha_001","100301","vo_cmn_100301","","10030127"
"自我介紹","vo_cmn_100301_profile_001","100301","vo_cmn_100301","","10030128"
"公會小屋1","vo_room_100301_auto_001","100301","vo_room_100301","","10030129"
"公會小屋2","vo_room_100301_auto_002","100301","vo_room_100301","","10030130"
"公會小屋3","vo_room_100301_auto_003","100301","vo_room_100301","","10030131"
"公會小屋4","vo_room_100301_auto_004","100301","vo_room_100301","","10030132"
"公會小屋5","vo_room_100301_auto_005","100301","vo_room_100301","","10030133"
"點選公會小屋1","vo_room_100301_tap_001","100301","vo_room_100301","","10030134"
"點選公會小屋2","vo_room_100301_tap_002","100301","vo_room_100301","","10030135"
"點選公會小屋3","vo_room_100301_tap_003","100301","vo_room_100301","","10030136"
"點選公會小屋4","vo_room_100301_tap_004","100301","vo_room_100301","","10030137"
"勝利1","vo_btl_100302_win_001","100302","vo_btl_100302","","10030201"
"勝利2","vo_btl_100302_win_002","100302","vo_btl_100302","","10030202"
"勝利3","vo_btl_100302_win_003","100302","vo_btl_100302","","10030203"
"失敗1","vo_btl_100302_lose_001","100302","vo_btl_100302","","10030204"
"失敗2","vo_btl_100302_lose_002","100302","vo_btl_100302","","10030205"
"失敗3","vo_btl_100302_lose_003","100302","vo_btl_100302","","10030206"
"暈眩1","vo_btl_100302_retire_001","100302","vo_btl_100302","","10030207"
"暈眩2","vo_btl_100302_retire_002","100302","vo_btl_100302","","10030208"
"暈眩3","vo_btl_100302_retire_003","100302","vo_btl_100302","","10030209"
"技能切入1","vo_btl_100302_cutin_001","100302","vo_btl_100302","","10030210"
"技能切入2","vo_btl_100302_cutin_002","100302","vo_btl_100302","","10030211"
"技能切入3","vo_btl_100302_cutin_003","100302","vo_btl_100302","","10030212"
"必殺技1","vo_btl_100302_skill_000_001","100302","vo_btl_100302","","10030213"
"必殺技2","vo_btl_100302_skill_000_002","100302","vo_btl_100302","","10030214"
"必殺技3","vo_btl_100302_skill_000_003","100302","vo_btl_100302","","10030215"
"戰鬥開始","vo_btl_100302_wavestart","100302","vo_btl_100302","","10030216"
"到下一波","vo_btl_100302_nextwave","100302","vo_btl_100302","","10030217"
"到最後一波","vo_btl_100302_lastwave","100302","vo_btl_100302","","10030218"
"讀取戰鬥前","vo_cmn_100302_battlestart_001","100302","vo_cmn_100302","","10030219"
"戰鬥結果1","vo_cmn_100302_battleresult_001","100302","vo_cmn_100302","","10030220"
"戰鬥結果2","vo_cmn_100302_battleresult_002","100302","vo_cmn_100302","","10030221"
"主頁1","vo_cmn_100302_mypage_001","100302","vo_cmn_100302","","10030222"
"主頁2","vo_cmn_100302_mypage_002","100302","vo_cmn_100302","","10030223"
"主頁3","vo_cmn_100302_mypage_003","100302","vo_cmn_100302","","10030224"
"主頁4","vo_cmn_100302_mypage_004","100302","vo_cmn_100302","","10030225"
"主頁5","vo_cmn_100302_mypage_005","100302","vo_cmn_100302","","10030226"
"轉蛋登場台詞","vo_cmn_100302_gacha_001","100302","vo_cmn_100302","","10030227"
"自我介紹","vo_cmn_100302_profile_001","100302","vo_cmn_100302","","10030228"
"公會小屋1","vo_room_100302_auto_001","100302","vo_room_100302","","10030229"
"公會小屋2","vo_room_100302_auto_002","100302","vo_room_100302","","10030230"
"公會小屋3","vo_room_100302_auto_003","100302","vo_room_100302","","10030231"
"公會小屋4","vo_room_100302_auto_004","100302","vo_room_100302","","10030232"
"公會小屋5","vo_room_100302_auto_005","100302","vo_room_100302","","10030233"
"點選公會小屋1","vo_room_100302_tap_001","100302","vo_room_100302","","10030234"
"點選公會小屋2","vo_room_100302_tap_002","100302","vo_room_100302","","10030235"
"點選公會小屋3","vo_room_100302_tap_003","100302","vo_room_100302","","10030236"
"點選公會小屋4","vo_room_100302_tap_004","100302","vo_room_100302","","10030237"
"勝利1","vo_btl_100401_win_001","100401","vo_btl_100401","","10040101"
"勝利2","vo_btl_100401_win_002","100401","vo_btl_100401","","10040102"
"勝利3","vo_btl_100401_win_003","100401","vo_btl_100401","","10040103"
"失敗1","vo_btl_100401_lose_001","100401","vo_btl_100401","","10040104"
"失敗2","vo_btl_100401_lose_002","100401","vo_btl_100401","","10040105"
"失敗3","vo_btl_100401_lose_003","100401","vo_btl_100401","","10040106"
"暈眩1","vo_btl_100401_retire_001","100401","vo_btl_100401","","10040107"
"暈眩2","vo_btl_100401_retire_002","100401","vo_btl_100401","","10040108"
"暈眩3","vo_btl_100401_retire_003","100401","vo_btl_100401","","10040109"
"技能切入1","vo_btl_100401_cutin_001","100401","vo_btl_100401","","10040110"
"技能切入2","vo_btl_100401_cutin_002","100401","vo_btl_100401","","10040111"
"技能切入3","vo_btl_100401_cutin_003","100401","vo_btl_100401","","10040112"
"必殺技1","vo_btl_100401_skill_000_001","100401","vo_btl_100401","","10040113"
"必殺技2","vo_btl_100401_skill_000_002","100401","vo_btl_100401","","10040114"
"必殺技3","vo_btl_100401_skill_000_003","100401","vo_btl_100401","","10040115"
"戰鬥開始","vo_btl_100401_wavestart","100401","vo_btl_100401","","10040116"
"到下一波","vo_btl_100401_nextwave","100401","vo_btl_100401","","10040117"
"到最後一波","vo_btl_100401_lastwave","100401","vo_btl_100401","","10040118"
"讀取戰鬥前","vo_cmn_100401_battlestart_001","100401","vo_cmn_100401","","10040119"
"戰鬥結果1","vo_cmn_100401_battleresult_001","100401","vo_cmn_100401","","10040120"
"戰鬥結果2","vo_cmn_100401_battleresult_002","100401","vo_cmn_100401","","10040121"
"主頁1","vo_cmn_100401_mypage_001","100401","vo_cmn_100401","","10040122"
"主頁2","vo_cmn_100401_mypage_002","100401","vo_cmn_100401","","10040123"
"主頁3","vo_cmn_100401_mypage_003","100401","vo_cmn_100401","","10040124"
"主頁4","vo_cmn_100401_mypage_004","100401","vo_cmn_100401","","10040125"
"主頁5","vo_cmn_100401_mypage_005","100401","vo_cmn_100401","","10040126"
"轉蛋登場台詞","vo_cmn_100401_gacha_001","100401","vo_cmn_100401","","10040127"
"自我介紹","vo_cmn_100401_profile_001","100401","vo_cmn_100401","","10040128"
"公會小屋1","vo_room_100401_auto_001","100401","vo_room_100401","","10040129"
"公會小屋2","vo_room_100401_auto_002","100401","vo_room_100401","","10040130"
"公會小屋3","vo_room_100401_auto_003","100401","vo_room_100401","","10040131"
"公會小屋4","vo_room_100401_auto_004","100401","vo_room_100401","","10040132"
"公會小屋5","vo_room_100401_auto_005","100401","vo_room_100401","","10040133"
"點選公會小屋1","vo_room_100401_tap_001","100401","vo_room_100401","","10040134"
"點選公會小屋2","vo_room_100401_tap_002","100401","vo_room_100401","","10040135"
"點選公會小屋3","vo_room_100401_tap_003","100401","vo_room_100401","","10040136"
"點選公會小屋4","vo_room_100401_tap_004","100401","vo_room_100401","","10040137"
"勝利1","vo_btl_100402_win_001","100402","vo_btl_100402","","10040201"
"勝利2","vo_btl_100402_win_002","100402","vo_btl_100402","","10040202"
"勝利3","vo_btl_100402_win_003","100402","vo_btl_100402","","10040203"
"失敗1","vo_btl_100402_lose_001","100402","vo_btl_100402","","10040204"
"失敗2","vo_btl_100402_lose_002","100402","vo_btl_100402","","10040205"
"失敗3","vo_btl_100402_lose_003","100402","vo_btl_100402","","10040206"
"暈眩1","vo_btl_100402_retire_001","100402","vo_btl_100402","","10040207"
"暈眩2","vo_btl_100402_retire_002","100402","vo_btl_100402","","10040208"
"暈眩3","vo_btl_100402_retire_003","100402","vo_btl_100402","","10040209"
"技能切入1","vo_btl_100402_cutin_001","100402","vo_btl_100402","","10040210"
"技能切入2","vo_btl_100402_cutin_002","100402","vo_btl_100402","","10040211"
"技能切入3","vo_btl_100402_cutin_003","100402","vo_btl_100402","","10040212"
"必殺技1","vo_btl_100402_skill_000_001","100402","vo_btl_100402","","10040213"
"必殺技2","vo_btl_100402_skill_000_002","100402","vo_btl_100402","","10040214"
"必殺技3","vo_btl_100402_skill_000_003","100402","vo_btl_100402","","10040215"
"戰鬥開始","vo_btl_100402_wavestart","100402","vo_btl_100402","","10040216"
"到下一波","vo_btl_100402_nextwave","100402","vo_btl_100402","","10040217"
"到最後一波","vo_btl_100402_lastwave","100402","vo_btl_100402","","10040218"
"讀取戰鬥前","vo_cmn_100402_battlestart_001","100402","vo_cmn_100402","","10040219"
"戰鬥結果1","vo_cmn_100402_battleresult_001","100402","vo_cmn_100402","","10040220"
"戰鬥結果2","vo_cmn_100402_battleresult_002","100402","vo_cmn_100402","","10040221"
"主頁1","vo_cmn_100402_mypage_001","100402","vo_cmn_100402","","10040222"
"主頁2","vo_cmn_100402_mypage_002","100402","vo_cmn_100402","","10040223"
"主頁3","vo_cmn_100402_mypage_003","100402","vo_cmn_100402","","10040224"
"主頁4","vo_cmn_100402_mypage_004","100402","vo_cmn_100402","","10040225"
"主頁5","vo_cmn_100402_mypage_005","100402","vo_cmn_100402","","10040226"
"轉蛋登場台詞","vo_cmn_100402_gacha_001","100402","vo_cmn_100402","","10040227"
"自我介紹","vo_cmn_100402_profile_001","100402","vo_cmn_100402","","10040228"
"公會小屋1","vo_room_100402_auto_001","100402","vo_room_100402","","10040229"
"公會小屋2","vo_room_100402_auto_002","100402","vo_room_100402","","10040230"
"公會小屋3","vo_room_100402_auto_003","100402","vo_room_100402","","10040231"
"公會小屋4","vo_room_100402_auto_004","100402","vo_room_100402","","10040232"
"公會小屋5","vo_room_100402_auto_005","100402","vo_room_100402","","10040233"
"點選公會小屋1","vo_room_100402_tap_001","100402","vo_room_100402","","10040234"
"點選公會小屋2","vo_room_100402_tap_002","100402","vo_room_100402","","10040235"
"點選公會小屋3","vo_room_100402_tap_003","100402","vo_room_100402","","10040236"
"點選公會小屋4","vo_room_100402_tap_004","100402","vo_room_100402","","10040237"
"勝利1","vo_btl_100601_win_001","100601","vo_btl_100601","","10060101"
"勝利2","vo_btl_100601_win_002","100601","vo_btl_100601","","10060102"
"勝利3","vo_btl_100601_win_003","100601","vo_btl_100601","","10060103"
"失敗1","vo_btl_100601_lose_001","100601","vo_btl_100601","","10060104"
"失敗2","vo_btl_100601_lose_002","100601","vo_btl_100601","","10060105"
"失敗3","vo_btl_100601_lose_003","100601","vo_btl_100601","","10060106"
"暈眩1","vo_btl_100601_retire_001","100601","vo_btl_100601","","10060107"
"暈眩2","vo_btl_100601_retire_002","100601","vo_btl_100601","","10060108"
"暈眩3","vo_btl_100601_retire_003","100601","vo_btl_100601","","10060109"
"技能切入1","vo_btl_100601_cutin_001","100601","vo_btl_100601","","10060110"
"技能切入2","vo_btl_100601_cutin_002","100601","vo_btl_100601","","10060111"
"技能切入3","vo_btl_100601_cutin_003","100601","vo_btl_100601","","10060112"
"必殺技1","vo_btl_100601_skill_000_001","100601","vo_btl_100601","","10060113"
"必殺技2","vo_btl_100601_skill_000_002","100601","vo_btl_100601","","10060114"
"必殺技3","vo_btl_100601_skill_000_003","100601","vo_btl_100601","","10060115"
"戰鬥開始","vo_btl_100601_wavestart","100601","vo_btl_100601","","10060116"
"到下一波","vo_btl_100601_nextwave","100601","vo_btl_100601","","10060117"
"到最後一波","vo_btl_100601_lastwave","100601","vo_btl_100601","","10060118"
"讀取戰鬥前","vo_cmn_100601_battlestart_001","100601","vo_cmn_100601","","10060119"
"戰鬥結果1","vo_cmn_100601_battleresult_001","100601","vo_cmn_100601","","10060120"
"戰鬥結果2","vo_cmn_100601_battleresult_002","100601","vo_cmn_100601","","10060121"
"主頁1","vo_cmn_100601_mypage_001","100601","vo_cmn_100601","","10060122"
"主頁2","vo_cmn_100601_mypage_002","100601","vo_cmn_100601","","10060123"
"主頁3","vo_cmn_100601_mypage_003","100601","vo_cmn_100601","","10060124"
"主頁4","vo_cmn_100601_mypage_004","100601","vo_cmn_100601","","10060125"
"主頁5","vo_cmn_100601_mypage_005","100601","vo_cmn_100601","","10060126"
"轉蛋登場台詞","vo_cmn_100601_gacha_001","100601","vo_cmn_100601","","10060127"
"自我介紹","vo_cmn_100601_profile_001","100601","vo_cmn_100601","","10060128"
"公會小屋1","vo_room_100601_auto_001","100601","vo_room_100601","","10060129"
"公會小屋2","vo_room_100601_auto_002","100601","vo_room_100601","","10060130"
"公會小屋3","vo_room_100601_auto_003","100601","vo_room_100601","","10060131"
"公會小屋4","vo_room_100601_auto_004","100601","vo_room_100601","","10060132"
"公會小屋5","vo_room_100601_auto_005","100601","vo_room_100601","","10060133"
"點選公會小屋1","vo_room_100601_tap_001","100601","vo_room_100601","","10060134"
"點選公會小屋2","vo_room_100601_tap_002","100601","vo_room_100601","","10060135"
"點選公會小屋3","vo_room_100601_tap_003","100601","vo_room_100601","","10060136"
"點選公會小屋4","vo_room_100601_tap_004","100601","vo_room_100601","","10060137"
"勝利1","vo_btl_100602_win_001","100602","vo_btl_100602","","10060201"
"勝利2","vo_btl_100602_win_002","100602","vo_btl_100602","","10060202"
"勝利3","vo_btl_100602_win_003","100602","vo_btl_100602","","10060203"
