ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0
"100201","108252","108371","24","107463","108581","107583","108251"
"100201","108253","108372","25","108371","108582","108581","108252"
"100201","108254","108373","26","108372","108583","108582","108253"
"100201","109251","108374","27","108373","108584","108583","108254"
"100201","109252","109371","28","108374","109581","108584","109251"
"100201","109253","109372","29","109371","109582","109581","109252"
"100201","109254","109373","30","109372","109583","109582","109253"
"100201","10025032","109374","31","109373","109584","109583","109254"
"100201","10025033","10037032","32","109374","10058032","109584","10025032"
"100201","999999","10037033","33","10037032","10058033","10058032","10025033"
"100301","101011","101281","1","101401","101071","101581","101011"
"100301","102014","102311","2","102493","101071","101551","102011"
"100301","103011","102282","3","102401","102071","102551","102014"
"100301","103012","103311","4","103581","102582","102552","103011"
"100301","103013","103282","5","103401","103071","103551","103012"
"100301","104011","103283","6","103401","103552","103552","103013"
"100301","104012","104311","7","103553","103072","103582","104011"
"100301","104013","104312","8","104401","104551","103553","104012"
"100301","104014","104402","9","104432","104552","104551","104013"
"100301","105011","104284","10","104402","104554","104552","104014"
"100301","105012","105281","11","104284","105551","104553","105011"
"100301","105013","105431","12","105281","105552","105551","105012"
"100301","105014","105343","13","105282","105553","105552","105013"
"100301","105015","105314","14","105283","105554","105553","105014"
"100301","105016","105285","15","105284","105555","105554","105015"
"100301","105017","105286","16","105285","105556","105555","105016"
"100301","106011","105287","17","105286","105557","105556","105017"
"100301","106012","106281","18","105287","106551","105557","106011"
"100301","106013","106282","19","106281","106552","106551","106012"
"100301","107011","106343","20","106282","106553","106552","106013"
"100301","107012","107341","21","106343","107551","106553","107011"
"100301","107013","107342","22","107341","107552","107551","107012"
"100301","108011","107343","23","107342","107553","107552","107013"
"100301","108012","108431","24","107343","108551","107553","108011"
"100301","108013","108492","25","108431","108552","108551","108012"
"100301","108014","108343","26","108492","108553","108552","108013"
"100301","109011","108494","27","108343","108554","108553","108014"
"100301","109012","109401","28","108494","109551","108554","109011"
"100301","109013","109402","29","109401","109552","109551","109012"
"100301","109014","109493","30","109402","109553","109552","109013"
"100301","10001032","109494","31","109493","109554","109553","109014"
"100301","10001033","10040032","32","109494","10055032","109554","10001032"
"100301","999999","10040033","33","10040032","10055033","10055032","10001033"
"100401","101101","101281","1","101431","101581","101581","101101"
"100401","102101","102341","2","102431","101581","101581","102071"
"100401","103071","102342","3","102432","102581","102581","102101"
"100401","103101","103341","4","103431","102582","102582","103071"
"100401","103072","103342","5","103432","103551","103581","103101"
"100401","104101","103343","6","103432","103552","103582","103072"
"100401","104102","104341","7","103583","103583","103552","104101"
"100401","104103","104342","8","104431","104581","103583","104102"
"100401","104104","104343","9","104432","104582","104581","104103"
"100401","105101","104433","10","104343","104583","104582","104104"
"100401","105102","105401","11","104433","105581","104583","105101"
"100401","105103","105312","12","105401","105552","105581","105102"
"100401","105104","105283","13","105431","105553","105582","105103"
"100401","105105","105432","14","105491","105554","105583","105104"
"100401","105106","105345","15","105432","105555","105584","105105"
"100401","105107","105346","16","105345","105556","105585","105106"
"100401","106101","105347","17","105346","105557","105586","105107"
"100401","106102","106281","18","105347","106551","105587","106101"
"100401","106103","106282","19","106281","106552","106581","106102"
"100401","107101","106491","20","106282","106553","106582","106103"
"100401","107102","107281","21","106491","107551","106583","107101"
"100401","107103","107342","22","107281","107552","107581","107102"
"100401","108101","107343","23","107342","107553","107582","107103"
"100401","108102","108281","24","107343","108551","107583","108101"
"100401","108103","108282","25","108281","108552","108581","108102"
"100401","108104","108283","26","108282","108553","108582","108103"
"100401","109101","108284","27","108283","108554","108583","108104"
"100401","109102","109401","28","108284","109581","108584","109101"
"100401","109103","109402","29","109401","109582","109581","109102"
"100401","109104","109343","30","109402","109583","109582","109103"
"100401","10010032","109494","31","109343","109584","109583","109104"
"100401","10010033","10040032","32","109494","10058032","109584","10010032"
"100401","999999","10040033","33","10040032","10058033","10058032","10010033"
"100501","101071","101281","1","101401","101581","101581","101401"
"100501","102013","102281","2","102431","101581","101581","102491"
"100501","103071","102282","3","102401","102581","102581","102401"
"100501","103012","103311","4","103431","102582","102582","103431"
"100501","103072","103282","5","103401","103581","103581","103401"
"100501","104071","103283","6","103401","103582","103582","103072"
"100501","104072","104281","7","103583","103583","103582","104401"
"100501","104073","104432","8","104401","104581","103583","104072"
"100501","104074","104402","9","104282","104582","104581","104073"
"100501","105071","104284","10","104402","104583","104582","104074"
"100501","105072","105311","11","104284","105581","104583","105071"
"100501","105073","105431","12","105281","105582","105581","105072"
"100501","105074","105283","13","105282","105583","105582","105073"
"100501","105075","105432","14","105283","105584","105583","105074"
"100501","105076","105402","15","105284","105585","105584","105075"
"100501","105077","105433","16","105402","105586","105585","105076"
"100501","106071","105403","17","105433","105587","105586","105077"
"100501","106072","106401","18","105403","106581","105587","106071"
"100501","106073","106431","19","106401","106582","106581","106072"
"100501","107071","106491","20","106431","106583","106582","106073"
"100501","107072","107281","21","106491","107581","106583","107071"
"100501","107073","107342","22","107281","107582","107581","107072"
"100501","108071","107343","23","107342","107583","107582","107073"
"100501","108072","108281","24","107343","108581","107583","108071"
"100501","108073","108282","25","108281","108582","108581","108072"
"100501","108074","108283","26","108282","108583","108582","108073"
"100501","109071","108314","27","108283","108584","108583","108074"
"100501","109072","109311","28","108314","109581","108584","109071"
"100501","109073","109312","29","109311","109582","109581","109072"
"100501","109074","109313","30","109312","109583","109582","109073"
"100501","10007032","109314","31","109313","109584","109583","109074"
"100501","10007033","10031032","32","109314","10058032","109584","10007032"
"100501","999999","10031033","33","10031032","10058033","10058032","10007033"
"100601","101251","101371","1","101521","101611","101581","101251"
"100601","102252","102371","2","102461","101611","101581","102251"
"100601","103251","102372","3","102521","102612","102581","102252"
"100601","103252","103521","4","103521","102614","102582","103251"
"100601","103222","103371","5","103461","103612","103581","103252"
"100601","104251","103372","6","103522","103613","103582","103222"
"100601","104252","104371","7","103614","103583","103613","104521"
"100601","104253","104372","8","104461","104581","103614","104252"
"100601","104254","104523","9","104372","104612","104581","104253"
"100601","105251","104373","10","104523","104613","104582","104254"
"100601","105252","105371","11","104463","105611","104583","105251"
"100601","105253","105372","12","105521","105612","105581","105252"
"100601","105254","105373","13","105522","105613","105582","105253"
"100601","105255","105374","14","105462","105614","105583","105254"
"100601","105256","105463","15","105374","105615","105584","105255"
"100601","105257","105524","16","105463","105616","105585","105256"
"100601","106251","105464","17","105524","105617","105586","105257"
"100601","106252","106461","18","105464","106611","105587","106251"
"100601","106253","106521","19","106461","106612","106581","106252"
"100601","107251","106462","20","106521","106613","106582","106253"
"100601","107252","107461","21","106462","107611","106583","107251"
"100601","107253","107462","22","107461","107612","107581","107252"
"100601","108251","107463","23","107462","107613","107582","107253"
"100601","108252","108371","24","107463","108611","107583","108251"
"100601","108253","108372","25","108371","108612","108581","108252"
"100601","108254","108373","26","108372","108613","108582","108253"
"100601","109251","108374","27","108373","108614","108583","108254"
"100601","109252","109371","28","108374","109611","108584","109251"
"100601","109253","109372","29","109371","109612","109581","109252"
"100601","109254","109373","30","109372","109613","109582","109253"
"100601","10025032","109374","31","109373","109614","109583","109254"
"100601","10025033","10037032","32","109374","10061032","109584","10025032"
"100601","999999","10037033","33","10037032","10061033","10058032","10025033"
"100701","101161","101431","1","101431","101581","101581","101281"
"100701","102163","102341","2","102431","101581","101581","102162"
"100701","103161","102342","3","102432","102581","102581","102432"
"100701","103162","103341","4","103431","102582","102582","103161"
"100701","103343","103432","5","103162","103581","103581","103162"
"100701","104161","103343","6","103432","103582","103582","103583"
"100701","104162","104341","7","103583","103583","103432","104431"
"100701","104163","104342","8","104431","104581","103583","104162"
"100701","104164","104343","9","104342","104582","104581","104163"
"100701","105161","104433","10","104343","104583","104582","104164"
"100701","105162","105341","11","104433","105581","104583","105161"
"100701","105163","105342","12","105341","105582","105581","105162"
"100701","105164","105343","13","105342","105583","105582","105163"
"100701","105165","105432","14","105343","105584","105583","105164"
"100701","105166","105345","15","105344","105585","105584","105165"
"100701","105167","105346","16","105345","105586","105585","105166"
"100701","106161","105347","17","105346","105587","105586","105167"
"100701","106162","106341","18","105347","106581","105587","106161"
"100701","106163","106342","19","106341","106582","106581","106162"
"100701","107161","106491","20","106342","106583","106582","106073"
"100701","107162","107341","21","106491","107581","106583","107071"
"100701","107163","107342","22","107341","107582","107581","107162"
"100701","108161","107343","23","107342","107583","107582","107163"
"100701","108162","108281","24","107343","108581","107583","108161"
"100701","108163","108282","25","108281","108582","108581","108162"
"100701","108164","108283","26","108282","108583","108582","108163"
"100701","109161","108314","27","108283","108584","108583","108164"
"100701","109162","109281","28","108314","109581","108584","109161"
"100701","109163","109312","29","109281","109582","109581","109162"
"100701","109164","109313","30","109312","109583","109582","109163"
"100701","10016032","109314","31","109313","109584","109583","109164"
"100701","10016033","10031032","32","109314","10058032","109584","10016032"
"100701","999999","10031033","33","10031032","10058033","10058032","10016033"
"100801","101251","101371","1","101521","101611","101581","101251"
"100801","102252","102371","2","102461","101611","101581","102251"
"100801","103251","102372","3","102521","102612","102581","102252"
"100801","103252","103521","4","103521","102614","102582","103251"
"100801","103222","103371","5","103461","103612","103581","103252"
"100801","104251","103372","6","103522","103613","103582","103222"
"100801","104252","104371","7","103614","103614","103582","104251"
"100801","104253","104372","8","104461","104581","103614","104252"
"100801","104254","104523","9","104522","104582","104611","104253"
"100801","105251","104373","10","104462","104613","104612","104254"
"100801","105252","105371","11","104463","105611","104613","105251"
"100801","105253","105372","12","105521","105612","105611","105252"
"100801","105254","105373","13","105522","105613","105612","105253"
"100801","105255","105374","14","105462","105614","105613","105254"
"100801","105256","105463","15","105374","105615","105614","105255"
"100801","105257","105524","16","105463","105616","105615","105256"
"100801","106251","105464","17","105524","105617","105616","105257"
"100801","106252","106461","18","105464","106611","105617","106251"
"100801","106253","106521","19","106461","106612","106611","106252"
"100801","107251","106462","20","106372","106613","106612","106253"
"100801","107252","107461","21","106462","107611","106613","107251"
"100801","107253","107462","22","107461","107612","107611","107252"
"100801","108251","107463","23","107462","107613","107612","107253"
"100801","108252","108371","24","107463","108611","107613","108251"
"100801","108253","108372","25","108371","108612","108611","108252"
"100801","108254","108373","26","108372","108613","108612","108253"
"100801","109251","108374","27","108373","108614","108613","108254"
"100801","109252","109371","28","108374","109611","108614","109251"
"100801","109253","109372","29","109371","109612","109611","109252"
"100801","109254","109373","30","109372","109613","109612","109253"
"100801","10025032","109374","31","109373","109614","109613","109254"
"100801","10025033","10037032","32","109374","10061032","109614","10025032"
"100801","999999","10037033","33","10037032","10061033","10061032","10025033"
"100901","101251","101371","1","101521","101611","101611","101251"
"100901","102222","102371","2","102461","101611","101611","102221"
"100901","103221","102372","3","102521","102611","102611","102222"
"100901","103252","103251","4","103611","102613","102613","103521"
"100901","103222","103371","5","103522","103611","103611","103252"
"100901","104221","103372","6","103522","103371","103613","103222"
"100901","104222","104371","7","103614","103614","103613","104221"
"100901","104223","104522","8","104221","104611","103583","104222"
"100901","104224","104462","9","104222","104612","104581","104223"
"100901","105221","104463","10","104223","104613","104582","104224"
"100901","105222","105521","11","104224","105611","104613","105221"
"100901","105223","105372","12","105221","105612","105611","105222"
"100901","105224","105373","13","105222","105613","105612","105223"
"100901","105225","105523","14","105223","105614","105613","105224"
"100901","105226","105375","15","105224","105615","105614","105225"
"100901","105227","105376","16","105225","105616","105615","105226"
"100901","106221","105377","17","105226","105617","105616","105227"
"100901","106222","106371","18","105227","106611","105617","106221"
"100901","106223","106372","19","106221","106612","106611","106222"
"100901","107221","106373","20","106222","106613","106612","106223"
"100901","107222","107371","21","106223","107611","106613","107221"
"100901","107223","107372","22","107221","107612","107611","107222"
"100901","108221","107373","23","107222","107613","107612","107223"
"100901","108222","108521","24","107223","108611","107613","108221"
"100901","108223","108462","25","108221","108612","108611","108222"
"100901","108224","108523","26","108222","108613","108612","108223"
"100901","109221","108524","27","108523","108614","108613","108224"
"100901","109222","109461","28","108224","109611","108614","109221"
"100901","109223","109522","29","109221","109612","109611","109222"
"100901","109224","109463","30","109222","109613","109612","109223"
"100901","10022032","109524","31","109223","109614","109613","109224"
"100901","10022033","10046032","32","109224","10061032","109614","10022032"
"100901","999999","10046033","33","10022032","10061033","10061032","10022033"
"101001","101251","101371","1","101521","101611","101581","101251"
"101001","102252","102371","2","102461","101611","101581","102251"
"101001","103251","102372","3","102521","102612","102581","102252"
"101001","103252","103521","4","103521","102614","102582","103251"
"101001","103222","103371","5","103461","103612","103581","103252"
"101001","104251","103372","6","103522","103613","103582","103222"
"101001","104252","104371","7","103614","103222","103582","104461"
"101001","104253","104372","8","104461","104581","103614","104252"
"101001","104254","104523","9","104522","104582","104611","104253"
"101001","105251","104373","10","104462","104583","104612","104254"
"101001","105252","105371","11","104463","105581","104613","105251"
"101001","105253","105522","12","105521","105582","105611","105252"
"101001","105254","105462","13","105522","105583","105612","105253"
"101001","105255","105374","14","105462","105584","105613","105254"
"101001","105256","105463","15","105374","105585","105614","105255"
"101001","105257","105524","16","105463","105586","105615","105256"
"101001","106251","105464","17","105524","105587","105616","105257"
"101001","106252","106461","18","105464","106581","105617","106251"
"101001","106253","106521","19","106461","106582","106611","106252"
"101001","107251","106462","20","106372","106583","106612","106253"
"101001","107252","107461","21","106462","107581","106613","107251"
"101001","107253","107462","22","107461","107582","107611","107252"
"101001","108251","107463","23","107462","107583","107612","107253"
"101001","108252","108371","24","107463","108581","107613","108251"
"101001","108253","108372","25","108371","108582","108611","108252"
"101001","108254","108373","26","108372","108583","108612","108253"
"101001","109251","108374","27","108373","108584","108613","108254"
"101001","109252","109371","28","108374","109581","108614","109251"
"101001","109253","109372","29","109371","109582","109611","109252"
"101001","109254","109373","30","109372","109583","109612","109253"
"101001","10025032","109374","31","109373","109584","109613","109254"
"101001","10025033","10037032","32","109374","10058032","109614","10025032"
"101001","999999","10037033","33","10037032","10058033","10061032","10025033"
"101101","101131","101281","1","101551","101131","101551","101131"
"101101","102131","102341","2","102551","101131","101551","102071"
"101101","103071","102342","3","102552","102071","102551","102131"
"101101","103131","103341","4","103431","102131","102552","103071"
"101101","103132","103342","5","103342","103071","103551","103131"
"101101","104131","103343","6","103432","103131","103552","103132"
"101101","104132","104341","7","103553","103132","103582","104131"
"101101","104133","104342","8","104431","104551","103553","104132"
"101101","104134","104343","9","104432","104552","104551","104133"
"101101","105131","104344","10","104133","104553","104552","104134"
"101101","105132","105341","11","104433","105551","104553","105131"
"101101","105133","105282","12","105131","105552","105551","105132"
"101101","105134","105343","13","105132","105553","105552","105133"
"101101","105135","105344","14","105133","105554","105553","105134"
"101101","105136","105345","15","105134","105555","105554","105135"
"101101","105137","105286","16","105135","105556","105555","105136"
"101101","106131","105287","17","105136","105557","105556","105137"
"101101","106132","106341","18","105137","106551","105557","106131"
"101101","106133","106282","19","106131","106552","106551","106132"
"101101","107131","106283","20","106132","106553","106552","106133"
"101101","107132","107281","21","106133","107551","106553","107131"
"101101","107133","107282","22","107131","107552","107551","107132"
"101101","108131","107283","23","107132","107553","107552","107133"
"101101","108132","108431","24","107133","108551","107553","108131"
"101101","108133","108342","25","108131","108552","108551","108132"
"101101","108134","108343","26","108132","108553","108552","108133"
"101101","109131","108434","27","108133","108554","108553","108134"
"101101","109132","109341","28","108134","109551","108554","109131"
"101101","109133","109432","29","109131","109552","109551","109132"
"101101","109134","109343","30","109132","109553","109552","109133"
"101101","10013032","109434","31","109133","109554","109553","109134"
"101101","10013033","10034032","32","109134","10055032","109554","10013032"
"101101","999999","10043033","33","10013032","10055033","10055032","10013033"
"101201","101251","101371","1","101521","101611","101611","101251"
"101201","102222","102371","2","102461","101611","101611","102221"
"101201","103221","102372","3","102521","102611","102611","102222"
"101201","103252","103521","4","103521","102613","102613","103221"
"101201","103222","103371","5","103522","103611","103611","103252"
"101201","104221","103372","6","103522","103371","103613","103222"
"101201","104222","104371","7","103614","103614","103613","104221"
"101201","104223","104522","8","104461","104611","103583","104222"
"101201","104224","104462","9","104522","104612","104581","104223"
"101201","105221","104463","10","104523","104613","104612","104224"
"101201","105222","105521","11","104463","105611","104613","105221"
"101201","105223","105372","12","105521","105612","105611","105222"
"101201","105224","105373","13","105522","105613","105612","105223"
"101201","105225","105523","14","105462","105614","105613","105224"
"101201","105226","105375","15","105523","105615","105614","105225"
"101201","105227","105376","16","105375","105616","105615","105226"
"101201","106221","105377","17","105376","105617","105616","105227"
"101201","106222","106371","18","105377","106611","105617","106221"
"101201","106223","106372","19","106371","106612","106611","106222"
"101201","107221","106373","20","106521","106613","106612","106223"
"101201","107222","107371","21","106373","107611","106613","107221"
"101201","107223","107372","22","107371","107612","107611","107222"
"101201","108221","107373","23","107372","107613","107612","107223"
"101201","108222","108521","24","107373","108611","107613","108221"
"101201","108223","108462","25","108521","108612","108611","108222"
"101201","108224","108523","26","108462","108613","108612","108223"
"101201","109221","108524","27","108523","108614","108613","108224"
"101201","109222","109461","28","108524","109611","108614","109221"
"101201","109223","109522","29","109461","109612","109611","109222"
"101201","109224","109463","30","109522","109613","109612","109223"
"101201","10022032","109524","31","109463","109614","109613","109224"
"101201","10022033","10046032","32","109524","10061032","109614","10022032"
"101201","999999","10046033","33","10046032","10061033","10061032","10022033"
"101301","101251","101371","1","101521","101611","101611","101251"
"101301","102222","102371","2","102461","101611","101611","102221"
"101301","103221","102372","3","102521","102611","102611","102222"
"101301","103252","103521","4","103521","102613","102613","103221"
"101301","103222","103371","5","103522","103611","103611","103252"
"101301","104221","103372","6","103522","103371","103613","103222"
"101301","104222","104371","7","103614","103614","103613","104221"
"101301","104223","104522","8","104461","104611","103583","104222"
"101301","104224","104462","9","104522","104612","104581","104223"
"101301","105221","104463","10","104523","104613","104612","104224"
"101301","105222","105521","11","104463","105611","104613","105221"
"101301","105223","105372","12","105521","105612","105611","105222"
"101301","105224","105373","13","105522","105613","105612","105223"
"101301","105225","105523","14","105462","105614","105613","105224"
"101301","105226","105375","15","105523","105615","105614","105225"
"101301","105227","105376","16","105375","105616","105615","105226"
"101301","106221","105377","17","105376","105617","105616","105227"
"101301","106222","106371","18","105377","106611","105617","106221"
"101301","106223","106372","19","106371","106612","106611","106222"
"101301","107221","106373","20","106521","106613","106612","106223"
"101301","107222","107371","21","106373","107611","106613","107221"
"101301","107223","107372","22","107371","107612","107611","107222"
"101301","108221","107373","23","107372","107613","107612","107223"
"101301","108222","108521","24","107373","108611","107613","108221"
"101301","108223","108462","25","108521","108612","108611","108222"
"101301","108224","108523","26","108462","108613","108612","108223"
"101301","109221","108524","27","108523","108614","108613","108224"
"101301","109222","109461","28","108524","109611","108614","109221"
"101301","109223","109522","29","109461","109612","109611","109222"
"101301","109224","109463","30","109522","109613","109612","109223"
"101301","10022032","109524","31","109463","109614","109613","109224"
"101301","10022033","10046032","32","109524","10061032","109614","10022032"
"101301","999999","10046033","33","10046032","10061033","10061032","10022033"
"101401","101251","101371","1","101521","101611","101581","101251"
"101401","102252","102371","2","102461","101611","101581","102251"
"101401","103251","102372","3","102521","102612","102581","102252"
"101401","103252","103521","4","103521","102614","102582","103251"
"101401","103222","103371","5","103461","103612","103581","103252"
"101401","104251","103372","6","103522","103613","103582","103222"
"101401","104252","104371","7","103614","103583","103613","104521"
"101401","104253","104372","8","104461","104581","103614","104252"
"101401","104254","104523","9","104372","104612","104581","104253"
"101401","105251","104373","10","104523","104613","104582","104254"
"101401","105252","105371","11","104463","105611","104583","105251"
"101401","105253","105372","12","105521","105612","105581","105252"
"101401","105254","105373","13","105522","105613","105582","105253"
"101401","105255","105374","14","105462","105614","105583","105254"
"101401","105256","105463","15","105374","105615","105584","105255"
"101401","105257","105524","16","105463","105616","105585","105256"
"101401","106251","105464","17","105524","105617","105586","105257"
"101401","106252","106461","18","105464","106611","105587","106251"
"101401","106253","106521","19","106461","106612","106581","106252"
"101401","107251","106462","20","106372","106613","106582","106253"
"101401","107252","107461","21","106462","107611","106583","107251"
"101401","107253","107462","22","107461","107612","107581","107252"
"101401","108251","107463","23","107462","107613","107582","107253"
"101401","108252","108371","24","107463","108611","107583","108251"
"101401","108253","108372","25","108371","108612","108581","108252"
"101401","108254","108373","26","108372","108613","108582","108253"
"101401","109251","108374","27","108373","108614","108583","108254"
"101401","109252","109371","28","108374","109611","108584","109251"
"101401","109253","109372","29","109371","109612","109581","109252"
"101401","109254","109373","30","109372","109613","109582","109253"
"101401","10025032","109374","31","109373","109614","109583","109254"
"101401","10025033","10037032","32","109374","10061032","109584","10025032"
"101401","999999","10037033","33","10037032","10061033","10058032","10025033"
"101501","101251","101371","1","101521","101611","101581","101251"
"101501","102252","102371","2","102461","101611","101611","102251"
"101501","103251","102372","3","102521","102612","102581","102252"
"101501","103252","103521","4","103521","102613","102614","103251"
"101501","103222","103371","5","103461","103612","103581","103252"
"101501","104251","103372","6","103522","103613","103613","103222"
"101501","104252","104371","7","103614","103614","103461","104251"
"101501","104253","104372","8","104461","104611","103614","104252"
"101501","104254","104523","9","104522","104612","104611","104253"
"101501","105251","104373","10","104523","104613","104612","104254"
"101501","105252","105371","11","104463","105581","104613","105251"
"101501","105253","105522","12","105521","105582","105611","105252"
"101501","105254","105462","13","105522","105583","105612","105253"
"101501","105255","105374","14","105462","105584","105613","105254"
"101501","105256","105375","15","105374","105585","105614","105255"
"101501","105257","105376","16","105375","105586","105615","105256"
"101501","106251","105464","17","105376","105587","105616","105257"
"101501","106252","106461","18","105464","106581","105617","106251"
"101501","106253","106521","19","106461","106582","106611","106252"
"101501","107251","106462","20","106372","106583","106612","106253"
"101501","107252","107461","21","106462","107581","106613","107251"
"101501","107253","107462","22","107461","107582","107611","107252"
"101501","108251","107463","23","107462","107583","107612","107253"
"101501","108252","108371","24","107463","108581","107613","108251"
"101501","108253","108372","25","108371","108582","108611","108252"
"101501","108254","108373","26","108372","108583","108612","108253"
"101501","109251","108374","27","108373","108584","108613","108254"
"101501","109252","109371","28","108374","109581","108614","109251"
"101501","109253","109372","29","109371","109582","109611","109252"
"101501","109254","109373","30","109372","109583","109612","109253"
"101501","10025032","109374","31","109373","109584","109613","109254"
"101501","10025033","10037032","32","109374","10058032","109614","10025032"
"101501","999999","10037033","33","10037032","10058033","10061032","10025033"
"101601","101131","101281","1","101551","101131","101551","101131"
"101601","102131","102341","2","102551","101131","101551","102071"
"101601","103071","102342","3","102552","102071","102551","102131"
"101601","103131","103341","4","103551","102131","102552","103071"
"101601","103132","103342","5","103552","103071","103551","103131"
"101601","104131","103343","6","103552","103131","103552","103132"
"101601","104132","104341","7","103553","103553","103582","104131"
"101601","104133","104342","8","104131","104551","103553","104132"
"101601","104134","104343","9","104132","104552","104551","104133"
"101601","105131","104344","10","104133","104554","104552","104134"
"101601","105132","105281","11","104134","105551","104553","105131"
"101601","105133","105282","12","105131","105552","105551","105132"
"101601","105134","105491","13","105132","105553","105552","105133"
"101601","105135","105284","14","105133","105554","105553","105134"
"101601","105136","105345","15","105134","105555","105554","105135"
"101601","105137","105286","16","105135","105556","105555","105136"
"101601","106131","105287","17","105136","105557","105556","105137"
"101601","106132","106341","18","105137","106551","105557","106131"
"101601","106133","106282","19","106131","106552","106551","106132"
"101601","107131","106283","20","106132","106553","106552","106133"
"101601","107132","107491","21","106133","107551","106553","107131"
"101601","107133","107492","22","107131","107552","107551","107132"
"101601","108131","107343","23","107132","107553","107552","107133"
"101601","108132","108431","24","107133","108551","107553","108131"
"101601","108133","108492","25","108131","108552","108551","108132"
"101601","108134","108343","26","108132","108553","108552","108133"
"101601","109131","108434","27","108133","108554","108553","108134"
"101601","109132","109341","28","108134","109551","108554","109131"
"101601","109133","109432","29","109131","109552","109551","109132"
"101601","109134","109493","30","109132","109553","109552","109133"
"101601","10013032","109494","31","109133","109554","109553","109134"
