ac8bb98475d0d87762a2d9c827bcaaed6318fafc6405a47f807ad9ea67b5dd9c,34c4810c4d0d6c6155def79045d7a06188d8c583f7633a62332f7e47e3d7a783,5f10afeb8936ff98ad9e3c1eeb1d06efdd6a4caebcf8e4d99497e3f8e8f48766,6a7b060c890b46cf624c37d36ca72e27f8884c68ca900919a67029dbba53ab46,6ab3856d755f1fc499967f3a949a9984eb1270b51aff5fb6edf96096e8603f5d,3e703eda5f373dc9521eb688ef82f99fcd27605ab7d61d2bd37ddd6f8e9e04bf,db0d5ff407de767e46f8c1b6b1691d61776397ee3493a26afb2bc5df0fd0f7b1,6e9a27fe0330e6cf4bb9d2fcbcb35513f431f3075436e94fe5f9a4b8cbf652e5,bedc55a0c233781a6078857d840626cdaa144fa79010fe83392c4689c1983205,c924f4bd9db1d1990a200d805a22a172386495280473524aa18f344dfa0376d1,7f27a9143454cd30f465af93835bad630cbc5151061e00b9268cd0e65740ac02
"1","1","nop_16_kaya_idle_normal2","-215","116003","116","-127","1.5","110","106531","0"
"5","1","nop_rago_idle","180","116004","116","-150","1.5","116","2","1"
"1","1","nop_idle_normal","100","117001","117","-150","1.5","115","111031","1"
"1","1","nop_idle_joy2","-100","117002","117","-150","1.5","114","110931","0"
"1","1","nop_17_chloe_idle_normal2","-215","117003","117","-127","1.5","110","110831","0"
"5","1","NoItem_idle","-100","117004","117","-150","1.5","115","1","0"
"1","1","nop_18_muimi_idle_joy_normal","-100","118001","118","-150","1.5","115","114711","1"
"1","1","nop_18_karin_idle_normal","100","118002","118","-150","1.5","114","118511","0"
"1","1","nop_idle_normal","-215","118003","118","-127","1.5","111","115031","0"
"1","1","nop_idle_joy1","215","118004","118","-127","1.5","110","118031","1"
"1","1","nop_idle_joy1","-60","201001","201","0","1.2","100","111831","0"
"1","1","nop_idle_normal_joy","60","201002","201","0","1.2","101","120731","1"
"1","1","nop_idle_arm_crossed","-130","201003","201","-5","1.2","102","120831","0"
"1","1","nop_idle_normal","130","201004","201","-5","1.2","103","111931","1"
"1","1","nop_idle_thinking","-200","201005","201","-20","1.2","104","120931","0"
"1","1","nop_idle_normal","200","201006","201","-20","1.2","105","112031","1"
"1","1","nop_idle_joy1","-60","202001","202","0","1.2","100","108731","0"
"1","1","nop_idle_joy_normal","60","202002","202","0","1.2","101","108831","1"
"1","1","nop_idle_normal","-130","202003","202","-5","1.2","102","108931","0"
"1","1","nop_idle_joy1","-60","203001","203","0","1.2","100","102011","0"
"1","1","nop_idle_normal","-130","203002","203","-5","1.2","101","100411","0"
"1","1","nop_idle_wish","60","203003","203","-5","1.2","102","103631","1"
"1","1","nop_idle_normal","-60","204001","204","0","1.2","100","101231","0"
"1","1","nop_idle_normal","60","204002","204","0","1.2","101","104011","1"
"1","1","nop_idle_normal","-130","204003","204","-5","1.2","102","101511","0"
"1","1","nop_idle_normal","-80","205001","205","0","1.2","100","103111","0"
"1","1","nop_idle_sad","60","205002","205","0","1.2","101","102211","1"
"1","1","nop_05_miyako_idle_normal","-150","205003","205","-5","1.2","104","100711","0"
"1","1","nop_idle_joy1","130","205004","205","-5","1.2","103","100611","1"
"5","1","nop_skull_idle","-20","205005","205","0","1.2","102","2051","1"
"1","1","nop_idle_arm_crossed","-130","206001","206","-5","1.2","102","104731","0"
"1","1","nop_idle_arm_crossed","130","206002","206","-5","1.2","103","107131","1"
"1","1","nop_idle_normal","-60","206003","206","0","1.2","100","103731","0"
"1","1","nop_idle_joy1","60","206004","206","0","1.2","101","100511","1"
"1","1","nop_idle_normal","-60","207001","207","0","1.2","100","102831","0"
"1","1","nop_idle_normal","60","207002","207","0","1.2","101","102111","1"
"1","1","nop_idle_normal","-130","207003","207","-5","1.2","102","102511","0"
"1","1","nop_idle_normal","130","207004","207","-5","1.2","103","102311","1"
"1","1","nop_idle_joy_normal","-60","208001","208","0","1.2","100","101011","0"
"1","1","nop_idle_arm_crossed","60","208002","208","0","1.2","101","104331","1"
"1","1","nop_idle_joy1","-130","208003","208","-5","1.2","102","101711","0"
"1","1","nop_idle_normal","130","208004","208","-5","1.2","103","101431","1"
"1","1","nop_idle_joy1","-60","209001","209","0","1.2","100","103311","0"
"1","1","nop_idle_joy_normal","-130","209002","209","-5","1.2","102","105211","0"
"1","1","nop_idle_sad2","60","209003","209","0","1.2","101","102611","1"
"1","1","nop_idle_normal","130","209004","209","-5","1.2","103","103811","1"
"1","1","nop_idle_joy1","-60","210001","210","0","1.2","100","103231","0"
"1","1","nop_10_yukari_02","130","210002","210","-5","1.2","103","103411","1"
"5","1","nop_10_yukari_02","130","210003","210","-5","1.2","104","11","1"
"1","1","nop_idle_doya","60","210004","210","0","1.2","101","104811","1"
"1","1","nop_idle_joy_normal","-130","210005","210","-5","1.2","102","104611","0"
"1","1","nop_11_anna_idle_arm_crossed","-60","211001","211","0","1.2","100","100911","0"
"1","1","nop_idle_joy_normal","60","211002","211","0","1.2","101","101311","1"
"1","1","nop_11_eriko_idle_wish","-130","211003","211","-5","1.2","102","102711","0"
"1","1","nop_idle_normal","130","211004","211","-5","1.2","103","105111","1"
"1","1","nop_idle_joy1","60","212001","212","0","1.2","100","101831","1"
"1","1","nop_idle_joy_normal","-60","212002","212","0","1.2","101","101611","0"
"1","1","nop_idle_joy_normal","-130","212003","212","-5","1.2","102","105011","0"
"1","1","nop_idle_normal_joy","60","213001","213","0","1.2","100","105331","1"
"1","1","nop_13_kuka_idle_memory2","-60","213002","213","0","1.2","101","104511","0"
"1","1","nop_idle_joy1","-130","213003","213","-5","1.2","102","103031","0"
"1","1","nop_idle_thinking","-200","213004","213","-20","1.2","103","100811","0"
"1","1","nop_idle_sad","130","213005","213","-20","1.2","104","105511","1"
"1","1","nop_idle_normal","60","214001","214","0","1.2","100","106831","1"
"1","1","nop_idle_normal","-60","214002","214","0","1.2","101","101131","0"
"1","1","nop_idle_normal","-130","214003","214","-5","1.2","103","104931","0"
"1","1","nop_idle_joy1","60","215001","215","0","1.2","100","102931","1"
"1","1","nop_idle_wish","-60","215002","215","0","1.2","101","104211","0"
"1","1","nop_idle_normal","-130","215003","215","-5","1.2","102","105411","0"
"1","1","nop_idle_normal","60","216001","216","0","1.2","100","106731","1"
"1","1","nop_idle_joy1","-60","216002","216","0","1.2","101","106631","0"
"1","1","nop_16_kaya_idle_normal2","-130","216003","216","-5","1.2","103","106531","0"
"5","1","nop_rago_idle","140","216004","216","0","1.2","101","2","1"
"1","1","nop_idle_normal","60","217001","217","0","1.2","100","111031","1"
"1","1","nop_idle_joy2","-60","217002","217","0","1.2","101","110931","0"
"1","1","nop_17_chloe_idle_normal2","-130","217003","217","-5","1.2","103","110831","0"
"5","1","NoItem_idle","-60","217004","217","0","1.2","102","1","0"
"1","1","nop_18_muimi_idle_joy_normal","-40","218001","218","0","1.2","100","114711","1"
"1","1","nop_18_karin_idle_normal","40","218002","218","0","1.2","101","118511","0"
"1","1","nop_idle_normal","-130","218003","218","-5","1.2","102","115031","0"
"1","1","nop_idle_joy1","130","218004","218","-5","1.2","103","118031","1"
"3","111831","","","301001","301","","0.2","1","nop_talk_joy1",""
"11","111831","0.5","0","301002","301","0","0","5","接下來要吃什麼呢？\n小凱留想吃什麼？","0"
"91","301002","","","301003","301","","","","",""
"3","111831","","","301004","301","","0.2","1","nop_idle_joy_normal",""
"3","112031","","nop_idle_doya","301005","301","1","0.2","0","nop_18_neneka_humu","0.3"
"11","112031","0.5","0","301006","301","0","0","7","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0"
"91","301006","","","301007","301","","","","",""
"3","120831","","nop_talk_arm_crossed_loop","301008","301","1","0.2","0","nop_talk_arm_crossed","0"
"11","120831","0.5","0","301009","301","0","0","6","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0"
"91","301009","","","301010","301","","","","",""
"3","120831","","","301011","301","","0.2","1","nop_idle_arm_crossed",""
"3","120931","","nop_11_anna_huhuStand_loop","301012","301","1","0.2","0","nop_11_anna_huhuStand_in","0"
"11","120931","0.5","0","301013","301","0","0","7","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0"
"93","1","","","301014","301","","","","0",""
"3","120931","","nop_11_anna_ahahaStand_loop","301015","301","1","0.2","0","nop_11_anna_ahahaStand_in","0"
"91","301013","","","301016","301","","","","",""
"3","120931","","","301017","301","1","0.2","1","nop_11_anna_ahahaStand_loop",""
"3","111931","","nop_01_coccoro_an_loop","301018","301","1","0.2","0","nop_01_coccoro_an_in","0"
"11","111931","0.5","0","301019","301","0","0","5","雪菲小姐，請用。\n來，啊～","0"
"93","0.2","","","301020","301","","","","0",""
"4","120731","","","301021","301","","","","0",""
"93","0.8","","","301022","301","","","","0",""
"3","120731","","nop_idle_shy","301023","301","1","0.2","0","nop_surprise","0.2"
"91","301019","","","301024","301","","","","",""
"3","120731","","","301025","301","","0.2","1","nop_talk_shy",""
"11","120731","0.5","0","301026","301","0","0","8","可、可可蘿小姐……\n這樣好讓人害臊……","0"
"91","301026","","","301027","301","","","","",""
"3","120731","","","301028","301","","0.2","1","nop_idle_shy",""
"93","0.5","","","301029","301","","","","0",""
"3","111931","","nop_idle_normal","301030","301","1","0.2","0","nop_01_coccoro_an_out","0"
"93","1","","","301031","301","","","","0",""
"4","120731","","","301032","301","","","","1",""
"3","120731","","","301033","301","","0.2","1","nop_idle_joy1",""
"11","108831","0.5","0","302001","302","0","0","6","騎士先生\n難得找我們來，\n要好好享受才行！","0"
"3","108831","","","302002","302","","0.2","1","nop_talk_joy3_blink",""
"93","2.75","","","302003","302","","","","1",""
"3","108831","","","302004","302","","0.2","1","nop_talk_joy1_normal",""
"91","302001","","","302005","302","","","","",""
"3","108831","","","302006","302","1","0.2","1","nop_idle_joy_normal",""
"11","108931","0.5","0","302007","302","0","0","9","得讓今年也成為美好的一年啊。","0"
"3","108931","","","302008","302","","0.2","1","nop_talk_joy1_normal",""
"91","302007","","","302009","302","","","","",""
"3","108931","","","302010","302","","0.2","1","nop_idle_normal",""
"11","108731","0.5","0","302011","302","0","0","7","只要有大家在，一定沒問題的！","0"
"3","108731","","","302012","302","","0.2","1","nop_talk_joy2",""
"91","302011","","","302013","302","","","","",""
"3","108731","","","302014","302","1","0.2","1","nop_idle_joy1",""
"91","0","","","302015","302","","","","",""
"11","102011","0.5","0","303001","303","0","0","6","哇！好大的會場喔！\n料理也好多！","0"
"3","102011","","","303002","303","","0.2","1","nop_talk_joy2",""
"91","303001","","","303003","303","","","","",""
"3","102011","","","303004","303","1","0.2","1","nop_idle_joy1",""
"11","100411","0.5","0","303005","303","0","0","6","嘿嘿嘿，\n這樣很值得來惡作劇耶～","0"
"3","100411","","","303006","303","","0.2","1","nop_talk_joy2",""
"91","303005","","","303007","303","","","","",""
"3","100411","","","303008","303","1","0.2","1","nop_idle_normal",""
"11","103631","0.5","0","303009","303","0","0","6","變態可疑分子……\n不對，那個人在哪裡呢？","0"
"3","103631","","","303010","303","","0.2","1","nop_talk_wish",""
"91","303009","","","303011","303","","","","",""
"3","103631","","","303012","303","","0.2","1","nop_idle_wish",""
"11","101511","0.5","0","304001","304","0","0","11","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0"
"3","101511","","","304002","304","","0.2","1","nop_talk_normal",""
"93","1.5","","","304003","304","","","","0",""
"3","101511","","","304004","304","","0.2","1","nop_talk_joy3",""
"91","304001","","","304005","304","","","","",""
"3","101511","","","304006","304","","0.2","1","nop_idle_joy1",""
"11","101231","0.5","0","304007","304","0","0","7","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0"
"3","101231","","","304008","304","","0.2","1","nop_idle_surprise_kira",""
"93","1.5","","","304009","304","","","","0",""
"3","101231","","","304010","304","","0.2","1","nop_talk_joy2",""
"91","304007","","","304011","304","","","","",""
"3","101231","","","304012","304","","0.2","1","nop_idle_joy_normal",""
"11","104011","0.5","0","304013","304","0","0","6","啊哇哇……\n有好多閃閃發亮的人～！","0"
"3","104011","","","304014","304","","0.2","1","nop_idle_surprise2",""
"91","304013","","","304015","304","","","","",""
"3","104011","","","304016","304","1","0.2","1","nop_idle_normal",""
"3","101511","","","304017","304","","0.2","1","nop_idle_normal",""
"3","101231","","","304018","304","","0.2","1","nop_idle_normal",""
"11","100711","0.5","0","305001","305","0","0","6","布丁布丁……布丁在哪裡？\n快給人家布丁～！","0"
"3","100711","","","305002","305","","0.2","1","nop_05_miyako_talk_anger",""
"91","305001","","","305003","305","","","","",""
"3","100711","","","305004","305","1","0.2","1","nop_05_miyako_idle_anger",""
"11","103111","0.5","0","305005","305","0","0","7","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0"
"3","103111","","","305006","305","","0.2","1","nop_talk_worry",""
"91","305005","","","305007","305","","","","",""
"3","103111","","","305008","305","1","0.2","1","nop_idle_worry",""
"11","100611","0.5","0","305009","305","0","0","7","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0"
"3","100611","","","305010","305","","0.2","1","nop_talk_surprise_kira",""
"93","2","","","305011","305","","","","0",""
"3","100611","","","305012","305","","0.2","1","nop_talk_memory",""
"91","305009","","","305013","305","","","","",""
"3","100611","","","305014","305","","0.2","1","nop_idle_memory2",""
"11","102211","0.5","0","305015","305","0","0","6","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0"
"3","102211","","","305016","305","","0.2","1","nop_talk_sad",""
"93","2.8","","","305017","305","","","","0",""
"3","102211","","","305018","305","","0.2","1","nop_talk_anger2",""
"91","305015","","","305019","305","","","","",""
"3","102211","","","305020","305","1","0.2","1","nop_idle_anger2",""
"11","107131","0.5","0","306001","306","0","0","6","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0"
"3","107131","","nop_06_cris_ahaha_loop","306002","306","1","0.2","0","nop_06_cris_ahaha_in","0"
"93","1.5","","","306003","306","","","","0",""
"3","107131","","nop_talk_arm_crossed_loop","306004","306","1","0.2","0","nop_talk_arm_crossed","0.2"
"91","306001","","","306005","306","","","","",""
"3","107131","","","306006","306","1","0.2","1","nop_idle_arm_crossed",""
"11","100511","0.5","0","306007","306","0","0","6","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0"
"3","100511","","","306008","306","","0.2","1","nop_talk_surprise_kira",""
"93","4.5","","","306009","306","","","","0",""
"3","100511","","","306010","306","","0.2","1","nop_talk_joy2",""
"91","306007","","","306011","306","","","","",""
"3","100511","","","306012","306","","0.2","1","nop_idle_normal",""
"11","103731","0.5","0","306013","306","0","0","6","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0"
"3","103731","","","306014","306","","0.2","1","nop_talk_worry",""
"91","306013","","","306015","306","","","","",""
"3","103731","","","306016","306","1","0.2","1","nop_idle_worry",""
"11","104731","0.5","0","306017","306","0","0","6","大家好像都很享受啊。\n和平果然是最棒的。","0"
"3","104731","","","306018","306","","0.2","1","nop_talk_arm_crossed_loop",""
"91","306017","","","306019","306","","","","",""
"3","104731","","","306020","306","1","0.2","1","nop_idle_arm_crossed",""
"11","102831","0.5","0","307001","307","0","0","7","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0"
"3","102831","","","307002","307","","0.2","1","nop_talk_surprise1",""
"93","1.2","","","307003","307","","","","0",""
"3","102831","","","307004","307","","0.2","1","nop_talk_joy1_normal",""
"91","307001","","","307005","307","","","","",""
"3","102831","","","307006","307","1","0.2","1","nop_idle_normal",""
"11","102111","0.5","0","307007","307","0","0","6","好～咲戀媽媽！\n大家都有當個乖孩子喔。","0"
"3","102111","","","307008","307","","0.2","1","nop_talk_joy3_dere",""
"93","1.7","","","307009","307","","","","0",""
"3","102111","","","307010","307","","0.2","1","nop_talk_wish",""
"91","307007","","","307011","307","","","","",""
"11","102511","0.5","0","307012","307","0","0","8","大小姐！\n我、我也會陪著大家，\n不會有事的！","0"
"3","102511","","nop_talk_guts3_loop","307013","307","1","0.2","0","nop_talk_guts3_NoBlink","0"
"91","307012","","","307014","307","","","","",""
"11","102311","0.5","0","307015","307","0","0","7","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0"
"3","102311","","","307016","307","","0.2","1","nop_talk_worry",""
"91","307015","","","307017","307","","","","",""
"3","102311","","","307018","307","","0.2","1","nop_idle_normal",""
"3","102111","","","307019","307","1","0.2","1","nop_idle_normal",""
"3","102511","","","307020","307","1","0.2","1","nop_idle_normal",""
"11","101011","0.5","0","308001","308","0","0","8","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0"
"3","101011","","","308002","308","","0.2","1","nop_talk_joy3_blink2",""
"93","1.5","","","308003","308","","","1","1",""
"3","101011","","","308004","308","","0.2","1","nop_talk_joy1",""
"91","308001","","","308005","308","","","","",""
"3","101011","","","308006","308","1","0.2","1","nop_idle_joy_normal",""
"11","104331","0.5","0","308007","308","0","0","7","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0"
"3","104331","","nop_talk_arm_crossed_loop2","308008","308","1","0.2","0","nop_talk_arm_crossed2","0.2"
"93","3","","","308009","308","","","1","1",""
"3","104331","","","308010","308","","0.2","1","nop_talk_thinking",""
"91","308007","","","308011","308","","","","",""
"3","104331","","","308012","308","1","0.2","1","nop_idle_thinking",""
"11","101711","0.5","0","308013","308","0","0","7","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0"
"3","101711","","","308014","308","","0.2","1","nop_talk_joy1_wink",""
"93","2.5","","","308015","308","","","1","1",""
"3","101711","","","308016","308","","0.2","1","nop_talk_joy2",""
"91","308013","","","308017","308","","","","",""
"3","101711","","","308018","308","1","0.2","1","nop_idle_joy1",""
"11","101431","0.5","0","308019","308","0","0","7","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0"
"3","101431","","","308020","308","","0.2","1","nop_talk_joy3_blink2",""
"93","3","","","308021","308","","","1","1",""
"3","101431","","nop_talk_arm_crossed_loop","308022","308","1","0.2","0","nop_talk_arm_crossed","0.2"
"91","308019","","","308023","308","","","","",""
"3","101431","","","308024","308","","0.2","1","nop_idle_arm_crossed",""
"91","0","","","308025","308","","","1","",""
"11","103311","0.5","0","309001","309","0","0","6","我想到新年第一笑的哽了！\n有誰想聽的嗎？","0"
"3","103311","","nop_talk_guts2_loop","309002","309","1","0.2","0","nop_talk_guts2","0.2"
"93","2.5","","","309003","309","","","","1",""
"3","103311","","","309004","309","","0.2","1","nop_talk_joy2",""
"91","309001","","","309005","309","","","","",""
"3","103311","","","309006","309","1","0.2","1","nop_idle_joy1",""
"11","105211","0.5","0","309007","309","0","0","8","這裡像是會舉辦舞會的場地呢。\n好棒呀。","0"
"3","105211","","","309008","309","","0.2","1","nop_talk_joy1_normal",""
"93","2","","","309009","309","","","","1",""
"3","105211","","","309010","309","","0.2","1","nop_talk_memory",""
"91","309007","","","309011","309","","","","",""
"3","105211","","","309012","309","1","0.2","1","nop_idle_memory",""
"11","102611","0.5","0","309013","309","0","0","6","人太多了，好累哦～\n莉瑪～背我嘛～","0"
"3","102611","","","309014","309","","0.2","1","nop_talk_sad2",""
"93","1.5","","","309015","309","","","","1",""
"3","102611","","","309016","309","","0.2","1","nop_talk_worry",""
"91","309013","","","309017","309","","","","",""
"3","102611","","","309018","309","1","0.2","1","nop_idle_worry",""
"11","103811","0.5","0","309019","309","0","0","6","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0"
"3","103811","","","309020","309","","0.2","1","nop_talk_joy3_blink",""
"91","309019","","","309021","309","","","","",""
"3","103811","","","309022","309","","0.2","1","nop_idle_normal_joy",""
"91","0","","","309023","309","","","","",""
"11","103231","0.5","0","310001","310","0","0","7","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0"
"3","103231","","","310002","310","","0.2","1","nop_talk_joy1",""
"91","310001","","","310003","310","","","","",""
"3","103231","","","310004","310","1","0.2","1","nop_idle_joy1",""
"11","104611","0.5","0","310005","310","0","0","7","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0"
"3","104611","","","310006","310","","0.2","1","nop_talk_joy2",""
"93","2.5","","","310007","310","","","","1",""
"3","104611","","","310008","310","","0.2","1","nop_talk_thinking",""
"91","310005","","","310009","310","","","","",""
"3","104611","","","310010","310","","0.2","1","nop_idle_thinking",""
"11","103411","0.5","0","310011","310","0","0","6","大家～新年快熱～！\n開玩笑的。嗝。","0"
"3","103411","","","310012","310","","0.2","1","nop_10_yukari_04",""
"3","11","","","310013","310","","0.2","1","nop_10_yukari_04",""
"93","2.5","","","310014","310","","","","1",""
"3","103411","","nop_10_yukari_02","310015","310","1","0.2","0","nop_10_yukari_06","0.5"
"3","11","","nop_10_yukari_02","310016","310","1","0.2","0","nop_10_yukari_06","0.5"
"91","310011","","","310017","310","","","","",""
"11","104811","0.5","0","310018","310","0","0","5","咦？優花梨？\n已經醉成這樣了……","0"
"3","104811","","","310019","310","","0.2","1","nop_talk_surprise1",""
"4","104811","","","310020","310","","","","0",""
"93","1","","","310021","310","","","","1",""
"3","104811","","","310022","310","","0.2","1","nop_talk_worry",""
"91","310018","","","310023","310","","","","",""
"3","104811","","","310024","310","1","0.2","1","nop_idle_worry",""
"91","0","","","310025","310","","","","",""
"3","102711","","","311001","311","","0.2","1","nop_talk_wish",""
"11","102711","0.5","0","311002","311","0","0","7","我能感覺到那位大人\n就身在這寬廣會場的某處……","0"
"91","311002","","","311003","311","","","","",""
"3","102711","","","311004","311","","0.2","1","nop_idle_wish",""
"3","100911","","nop_11_anna_huhuStand_loop","311005","311","1","0.2","0","nop_11_anna_huhuStand_in","0"
"11","100911","0.5","0","311006","311","0","0","8","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0"
"91","311006","","","311007","311","","","","",""
"3","100911","","","311008","311","","0.2","1","nop_11_anna_huhuStand_loop",""
"3","101311","","","311009","311","","0.2","1","nop_talk_joy2",""
"11","101311","0.5","0","311010","311","0","0","6","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0"
"91","311010","","","311011","311","","","","",""
