51a431d1f1c21061597a625648fe60f8a47524bd83eb3df60176ce03589f5133,363551875ae8749bd0708ed7b977cbb5e91e457648ee3212c325a5477b3ec170,93cd82887151e0c3b05978a0c26419fca78616b8fa57e6f6ca4ad2a0f2aa10e7,96464bac00cbeae55dfe7257d2593e8ad4d1845092cef0e38415e0a9ceb9f2bd,f4f90498680e10039b6d3d584f77b66f9f3f497e788a8ddbbdf300908a321d4e,b387061d35e48c72c5a76866da11c8aef86f30f9fc5106ee4f7d45cac08a6c29,c1139631babdccf3f62070d637bf01b153c1430842a5e6ac222d6b12b4adc9d7,2917f593baff5a68c2cefba757004194e79b2557707a749b774190745c496f4e,e29cd7b95f0d63ab4cfae89ad1d4c487f50efd7ac52d7b15731b2201a0d2d76a,dbfb0127841c7676b97fea452d243aecaed846aa23dd68d2ad541b1e727e75e4,f1d3e73849fcb77d70ef7ac8b1c7d837bf923ec5fe3ec4f811bec89653fcb4d0,877f4620a451f95cd6d89976ace80c6bcbea7727fba5ab49a5422fa360818a71,a9288b7d710471cdd7a4264cbdf90c9514dca239797674bd43572cd2fa108293
"2020/02/24 05:00:00","1","bgm_M139","1018","2020/03/25 04:59:59","2","2020/02/17 12:00:00","2020/02/22 11:59:00","2","2020/02/21 11:59:00","1","1","1019"
"2020/03/25 05:00:00","2","bgm_M166","1019","2020/04/24 04:59:59","2","2020/03/18 12:00:00","2020/03/23 11:59:00","3","2020/03/22 11:59:00","1","1","1020"
"2020/04/24 05:00:00","1","bgm_M175","1020","2020/05/25 04:59:59","2","2020/04/17 12:00:00","2020/04/22 11:59:00","4","2020/04/21 11:59:00","1","1","1021"
"2020/05/25 05:00:00","2","bgm_M181","1021","2020/06/24 04:59:59","2","2020/05/18 12:00:00","2020/05/23 11:59:00","5","2020/05/22 11:59:00","1","1","1022"
"2020/06/24 05:00:00","1","bgm_M186","1022","2020/07/25 04:59:59","2","2020/06/17 12:00:00","2020/06/22 11:59:00","6","2020/06/21 11:59:00","1","1","1023"
"2020/07/25 05:00:00","2","bgm_M205","1023","2020/08/25 04:59:59","2","2020/07/18 12:00:00","2020/07/23 11:59:00","7","2020/07/22 11:59:00","1","1","1024"
"2020/08/25 05:00:00","1","bgm_M90","1024","2020/09/25 04:59:59","2","2020/08/18 12:00:00","2020/08/23 11:59:00","8","2020/08/22 11:59:00","1","1","1025"
"2020/09/25 05:00:00","2","bgm_M97","1025","2020/10/26 04:59:59","2","2020/09/18 12:00:00","2020/09/23 11:59:00","9","2020/09/22 11:59:00","1","1","1026"
"2020/10/26 05:00:00","1","bgm_M104","1026","2020/11/26 04:59:59","2","2020/10/19 12:00:00","2020/10/24 11:59:00","10","2020/10/23 11:59:00","1","1","1027"
"2020/11/26 05:00:00","2","bgm_M115","1027","2020/12/26 04:59:59","2","2020/11/19 12:00:00","2020/11/24 11:59:00","11","2020/11/23 11:59:00","1","1","1028"
"2020/12/26 05:00:00","1","bgm_M119","1028","2021/01/26 04:59:59","2","2020/12/19 12:00:00","2020/12/24 11:59:00","12","2020/12/23 11:59:00","1","1","1029"
"2021/01/26 05:00:00","2","bgm_M132","1029","2021/02/24 04:59:59","2","2021/01/19 12:00:00","2021/01/24 11:59:00","1","2021/01/23 11:59:00","1","1","1030"
"2021/02/24 05:00:00","1","bgm_M139","1030","2021/03/26 04:59:59","2","2021/02/17 12:00:00","2021/02/22 11:59:00","2","2021/02/21 11:59:00","1","1","1031"
"2021/03/26 05:00:00","2","bgm_M166","1031","2021/04/26 04:59:59","2","2021/03/19 12:00:00","2021/03/24 11:59:00","3","2021/03/23 11:59:00","1","1","1032"
"2021/04/26 05:00:00","1","bgm_M175","1032","2021/05/27 04:59:59","2","2021/04/19 12:00:00","2021/04/24 11:59:00","4","2021/04/23 11:59:00","1","1","1033"
"2021/05/27 05:00:00","2","bgm_M181","1033","2021/06/26 04:59:59","2","2021/05/20 12:00:00","2021/05/25 11:59:00","5","2021/05/24 11:59:00","1","1","1034"
"2021/06/26 05:00:00","1","bgm_M186","1034","2021/07/27 04:59:59","2","2021/06/19 12:00:00","2021/06/24 11:59:00","6","2021/06/23 11:59:00","1","1","1035"
"2021/07/27 05:00:00","2","bgm_M205","1035","2021/08/27 04:59:59","2","2021/07/20 12:00:00","2021/07/25 11:59:00","7","2021/07/24 11:59:00","1","1","1036"
"2021/08/27 05:00:00","1","bgm_M90","1036","2021/09/26 04:59:59","2","2021/08/20 12:00:00","2021/08/25 11:59:00","8","2021/08/24 11:59:00","1","1","1037"
"2021/09/26 05:00:00","2","bgm_M97","1037","2021/10/27 04:59:59","2","2021/09/19 12:00:00","2021/09/24 11:59:00","9","2021/09/23 11:59:00","1","1","1038"
"2021/10/27 05:00:00","1","bgm_M104","1038","2021/11/26 04:59:59","2","2021/10/20 12:00:00","2021/10/25 11:59:00","10","2021/10/24 11:59:00","1","1","1039"
"2021/11/26 05:00:00","2","bgm_M115","1039","2021/12/27 04:59:59","2","2021/11/19 12:00:00","2021/11/24 11:59:00","11","2021/11/23 11:59:00","1","1","1040"
"2021/12/27 05:00:00","1","bgm_M119","1040","2022/01/27 04:59:59","2","2021/12/20 12:00:00","2021/12/25 11:59:00","12","2021/12/24 11:59:00","1","1","1041"
"2022/01/27 05:00:00","2","bgm_M132","1041","2022/02/24 04:59:59","2","2022/01/20 12:00:00","2022/01/25 11:59:00","1","2022/01/24 11:59:00","1","1","1042"
"2022/02/24 05:00:00","1","bgm_M139","1042","2022/03/27 04:59:59","2","2022/02/17 12:00:00","2022/02/22 11:59:00","2","2022/02/21 11:59:00","1","1","1043"
"2022/03/27 05:00:00","2","bgm_M166","1043","2022/04/26 04:59:59","2","2022/03/20 12:00:00","2022/03/25 11:59:00","3","2022/03/24 11:59:00","1","1","1044"
"2022/04/26 05:00:00","1","bgm_M175","1044","2022/05/27 04:59:59","2","2022/04/19 12:00:00","2022/04/24 11:59:00","4","2022/04/23 11:59:00","1","1","1045"
"2022/05/27 05:00:00","2","bgm_M181","1045","2022/06/26 04:59:59","2","2022/05/20 12:00:00","2022/05/25 11:59:00","5","2022/05/24 11:59:00","1","1","1046"
"2022/06/26 05:00:00","1","bgm_M186","1046","2022/07/27 04:59:59","2","2022/06/19 12:00:00","2022/06/24 11:59:00","6","2022/06/23 11:59:00","1","1","1047"
"2022/07/27 05:00:00","2","bgm_M205","1047","2022/08/27 04:59:59","2","2022/07/20 12:00:00","2022/07/25 11:59:00","7","2022/07/24 11:59:00","1","1","1048"
"2022/08/27 05:00:00","1","bgm_M90","1048","2022/09/26 04:59:59","2","2022/08/20 12:00:00","2022/08/25 11:59:00","8","2022/08/24 11:59:00","1","1","1049"
"2022/09/26 05:00:00","2","bgm_M97","1049","2022/10/27 04:59:59","2","2022/09/19 12:00:00","2022/09/24 11:59:00","9","2022/09/23 11:59:00","1","1","1050"
"2022/10/27 05:00:00","1","bgm_M104","1050","2022/11/26 04:59:59","2","2022/10/20 12:00:00","2022/10/25 11:59:00","10","2022/10/24 11:59:00","1","1","1051"
"2022/11/26 05:00:00","2","bgm_M115","1051","2022/12/26 04:59:59","2","2022/11/19 12:00:00","2022/11/24 11:59:00","11","2022/11/23 11:59:00","1","1","1052"
"2022/12/26 05:00:00","1","bgm_M119","1052","2023/01/27 04:59:59","2","2022/12/19 12:00:00","2022/12/24 11:59:00","12","2022/12/23 11:59:00","1","1","1053"
"2023/01/27 05:00:00","2","bgm_M132","1053","2023/02/24 04:59:59","2","2023/01/20 12:00:00","2023/01/25 11:59:00","1","2023/01/24 11:59:00","1","1","1054"
"2023/02/24 05:00:00","1","bgm_M139","1054","2023/03/27 04:59:59","2","2023/02/17 12:00:00","2023/02/22 11:59:00","2","2023/02/21 11:59:00","1","1","1055"
"2023/03/27 05:00:00","2","bgm_M166","1055","2023/04/26 04:59:59","2","2023/03/20 12:00:00","2023/03/25 11:59:00","3","2023/03/24 11:59:00","1","1","1056"
"2023/04/26 05:00:00","1","bgm_M175","1056","2023/05/27 04:59:59","2","2023/04/19 12:00:00","2023/04/24 11:59:00","4","2023/04/23 11:59:00","1","1","1057"
"2023/05/27 05:00:00","2","bgm_M181","1057","2023/06/26 04:59:59","2","2023/05/20 12:00:00","2023/05/25 11:59:00","5","2023/05/24 11:59:00","1","1","1058"
"2023/06/26 05:00:00","1","bgm_M186","1058","2023/07/27 04:59:59","2","2023/06/19 12:00:00","2023/06/24 11:59:00","6","2023/06/23 11:59:00","1","1","1059"
"2023/07/27 05:00:00","2","bgm_M205","1059","2023/08/27 04:59:59","2","2023/07/20 12:00:00","2023/07/25 11:59:00","7","2023/07/24 11:59:00","1","1","1060"
"2023/08/27 05:00:00","1","bgm_M90","1060","2023/09/26 04:59:59","2","2023/08/20 12:00:00","2023/08/25 11:59:00","8","2023/08/24 11:59:00","1","1","1061"
"2023/09/26 05:00:00","2","bgm_M97","1061","2023/10/27 04:59:59","2","2023/09/19 12:00:00","2023/09/24 11:59:00","9","2023/09/23 11:59:00","1","1","1063"
"2023/10/27 05:00:00","1","bgm_M104","1063","2023/11/26 04:59:59","2","2023/10/20 12:00:00","2023/10/25 11:59:00","10","2023/10/24 11:59:00","1","1","1064"
"2023/11/26 05:00:00","2","bgm_M115","1064","2023/12/26 04:59:59","2","2023/11/19 12:00:00","2023/11/24 11:59:00","11","2023/11/23 11:59:00","1","1","1065"
"2023/12/26 05:00:00","1","bgm_M119","1065","2024/01/27 04:59:59","2","2023/12/19 12:00:00","2023/12/24 11:59:00","12","2023/12/23 11:59:00","1","1","1066"
"2024/01/27 05:00:00","2","bgm_M132","1066","2024/02/25 04:59:59","2","2024/01/20 12:00:00","2024/01/25 11:59:00","1","2024/01/24 11:59:00","1","1","1067"
"2024/02/25 05:00:00","1","bgm_M139","1067","2024/03/27 04:59:59","2","2024/02/18 12:00:00","2024/02/23 11:59:00","2","2024/02/22 11:59:00","1","1","1068"
"2024/03/27 05:00:00","2","bgm_M166","1068","2024/04/26 04:59:59","2","2024/03/20 12:00:00","2024/03/25 11:59:00","3","2024/03/24 11:59:00","1","1","1069"
"2024/04/26 05:00:00","1","bgm_M175","1069","2024/05/27 04:59:59","2","2024/04/19 12:00:00","2024/04/24 11:59:00","4","2024/04/23 11:59:00","1","1","1070"
"2024/05/27 05:00:00","2","bgm_M181","1070","2024/06/26 04:59:59","2","2024/05/20 12:00:00","2024/05/25 11:59:00","5","2024/05/24 11:59:00","1","1","1071"
"2024/06/26 05:00:00","1","bgm_M186","1071","2024/07/27 04:59:59","2","2024/06/19 12:00:00","2024/06/24 11:59:00","6","2024/06/23 11:59:00","1","1","1072"
"2024/07/27 05:00:00","2","bgm_M205","1072","2024/08/27 04:59:59","2","2024/07/14 12:00:00","2024/07/19 11:59:59","7","2024/07/18 11:59:59","1","1","1073"
"2024/08/27 05:00:00","1","bgm_M90","1073","2024/09/26 04:59:59","2","2024/08/20 12:00:00","2024/08/25 11:59:59","8","2024/08/24 11:59:59","1","1","1074"
"2024/09/26 05:00:00","2","bgm_M97","1074","2024/10/27 04:59:59","2","2024/09/19 12:00:00","2024/09/24 11:59:59","9","2024/09/23 11:59:59","1","1","1075"
"2024/10/27 05:00:00","1","bgm_M104","1075","2024/11/26 04:59:59","2","2024/10/20 12:00:00","2024/10/25 11:59:59","10","2024/10/24 11:59:59","1","1","1076"
"2024/11/26 05:00:00","2","bgm_M115","1076","2024/12/27 04:59:59","2","2024/11/19 12:00:00","2024/11/24 11:59:59","11","2024/11/23 11:59:59","1","1","1077"
"2024/12/27 05:00:00","1","bgm_M119","1077","2025/01/27 04:59:59","2","2024/12/20 12:00:00","2024/12/25 11:59:59","12","2024/12/24 11:59:59","1","1","1078"
"2025/01/27 05:00:00","2","bgm_M132","1078","2025/02/24 04:59:59","2","2025/01/20 12:00:00","2025/01/25 11:59:59","1","2025/01/24 11:59:59","1","1","1079"
"2025/02/24 05:00:00","1","bgm_M139","1079","2025/03/27 04:59:59","2","2025/02/17 12:00:00","2025/02/22 11:59:59","2","2025/02/21 11:59:59","1","1","1080"
"2025/03/27 05:00:00","2","bgm_M166","1080","2025/04/26 04:59:59","2","2025/03/20 12:00:00","2025/03/25 11:59:59","3","2025/03/24 11:59:59","1","1","1081"
"2025/04/26 05:00:00","1","bgm_M175","1081","2025/05/27 04:59:59","2","2025/04/19 12:00:00","2025/04/24 11:59:59","4","2025/04/23 11:59:59","1","1","1082"
"2025/05/27 05:00:00","2","bgm_M181","1082","2025/06/26 04:59:59","2","2025/05/20 12:00:00","2025/05/25 11:59:59","5","2025/05/24 11:59:59","1","1","1083"
"2025/06/26 05:00:00","1","bgm_M186","1083","2025/07/27 04:59:59","2","2025/06/19 12:00:00","2025/06/24 11:59:59","6","2025/06/23 11:59:59","1","1","1084"
