0f4a4dd6e6fdd683c17a605e09dee4236063dd16cae73e2f9fe8ab7c85372afe,78381a0f30fa5521d312be2e41740be0de951a683e198f79a83c4372af51c9af,e29128d6ca1a81a8ad6d761f242713d292f74e249cbe4162d469b3f53e7bd4f2,01c2c2b613f9c227bed7ef80b898962579a695d6f736d4fbc5048fe784d25599,cf1519d9a0893c63821739dcc60e0327a64b16aaaa80b8d27d5a2357063607da,8f4837ab4557c7a541e83cac12bee32d69e6ddab6968dd722549569c64ebac08,257ac9df365fac3d0031e505497593fc113ecd13bb8696959f057eb95ee2aa59,aaf11dec1767ec7ab55bfc46975a24b296540bf665f762a3142c04f2c7b66298,c2eb09d0a23b5428d7f693b887f2be7304a43873685bd75999879b9da6eae37c,9f1b5359b15c9aeefb9b1b0bf1bd8326bbec67589f3f582a4551628174be9d95,382f83fcc98e8e6a9c450abc9785287ae4b2d139cc3ea747f01513abc39ffaf0,5b2bb426ebc73079202700b3b009c7f4de4eb158ffc929e194c552a9252146b3
"3600000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300103","3001","300103","3"
"3480000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300104","3001","300104","3"
"3360000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300105","3001","300105","3"
"3080000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300106","3001","300106","3"
"2960000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300107","3001","300107","3"
"2840000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300108","3001","300108","3"
"2680000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","36000","-1","每秒HP恢復90秒","0","300109","3001","300109","3"
"2560000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300110","3001","300110","3"
"2400000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300111","3001","300111","3"
"2280000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300112","3001","300112","3"
"2160000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300113","3001","300113","3"
"1880000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300114","3001","300114","3"
"1760000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300115","3001","300115","3"
"1640000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300116","3001","300116","3"
"1480000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300117","3001","300117","3"
"1360000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","36000","-1","每秒HP恢復90秒","0","300118","3001","300118","3"
"1240000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300119","3001","300119","3"
"1080000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300120","3001","300120","3"
"960000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300121","3001","300121","3"
"840000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300122","3001","300122","3"
"720000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300123","3001","300123","3"
"560000000000","1","戰鬥開始時，我方的TP提升150","1","36000","-1","TP提升150","0","300124","3001","300124","3"
"440000000000","1","戰鬥開始15秒內，我方進入無敵狀態","1","36000","-1","無敵15秒","0","300125","3001","300125","3"
"320000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300126","3001","300126","3"
"160000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300127","3001","300127","3"
"40000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300128","3001","300128","3"
"4656000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300201","3002","300201","3"
"4464000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300202","3002","300202","3"
"4320000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300203","3002","300203","3"
"4176000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300204","3002","300204","3"
"4032000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300205","3002","300205","3"
"3840000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300206","3002","300206","3"
"3552000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300207","3002","300207","3"
"3408000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300208","3002","300208","3"
"3216000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300209","3002","300209","3"
"3072000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300210","3002","300210","3"
"2880000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300211","3002","300211","3"
"2736000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300212","3002","300212","3"
"2592000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300213","3002","300213","3"
"2448000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300214","3002","300214","3"
"2256000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300215","3002","300215","3"
"1968000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300216","3002","300216","3"
"1776000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300217","3002","300217","3"
"1632000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300218","3002","300218","3"
"1488000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300219","3002","300219","3"
"1296000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300220","3002","300220","3"
"1152000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300221","3002","300221","3"
"1008000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300222","3002","300222","3"
"864000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300223","3002","300223","3"
"672000000000","1","戰鬥開始時，我方的TP提升150","1","36000","-1","TP提升150","0","300224","3002","300224","3"
"528000000000","1","戰鬥開始15秒內，我方進入無敵狀態","1","36000","-1","無敵15秒","0","300225","3002","300225","3"
"384000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300226","3002","300226","3"
"192000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300227","3002","300227","3"
"48000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300228","3002","300228","3"
"3880000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300301","3003","300301","3"
"3720000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300302","3003","300302","3"
"3480000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300303","3003","300303","3"
"3360000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300304","3003","300304","3"
"3200000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300305","3003","300305","3"
"3080000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300306","3003","300306","3"
"2960000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300307","3003","300307","3"
"2840000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","36000","-1","每秒HP恢復90秒","0","300308","3003","300308","3"
"2680000000000","1","戰鬥開始90秒內，每秒提升我方的TP","1","36000","-1","每秒TP提升90秒","0","300309","3003","300309","3"
"2560000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300310","3003","300310","3"
"2400000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300311","3003","300311","3"
"2160000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300312","3003","300312","3"
"2040000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300313","3003","300313","3"
"1880000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300314","3003","300314","3"
"1760000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300315","3003","300315","3"
"1640000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300316","3003","300316","3"
"1480000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","36000","-1","每秒HP恢復90秒","0","300317","3003","300317","3"
"1360000000000","1","戰鬥開始90秒內，每秒提升我方的TP","1","36000","-1","每秒TP提升90秒","0","300318","3003","300318","3"
"1240000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300319","3003","300319","3"
"1080000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300320","3003","300320","3"
"960000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300321","3003","300321","3"
"840000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300322","3003","300322","3"
"720000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300323","3003","300323","3"
"560000000000","1","戰鬥開始時，我方的TP提升150","1","36000","-1","TP提升150","0","300324","3003","300324","3"
"440000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300325","3003","300325","3"
"320000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","36000","-1","降低魔法攻擊90秒","0","300326","3003","300326","3"
"160000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","36000","-1","每秒HP恢復90秒","0","300327","3003","300327","3"
"40000000000","1","戰鬥開始90秒內，每秒提升我方的TP","1","36000","-1","每秒TP提升90秒","0","300328","3003","300328","3"
"4656000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300401","3004","300401","3"
"4464000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300402","3004","300402","3"
"4320000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300403","3004","300403","3"
"4176000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300404","3004","300404","3"
"4032000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300405","3004","300405","3"
"3696000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300406","3004","300406","3"
"3552000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300407","3004","300407","3"
"3408000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300408","3004","300408","3"
"3216000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300409","3004","300409","3"
"3072000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300410","3004","300410","3"
"2880000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300411","3004","300411","3"
"2736000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300412","3004","300412","3"
"2592000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300413","3004","300413","3"
"2448000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300414","3004","300414","3"
"2112000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300415","3004","300415","3"
"1968000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300416","3004","300416","3"
"1776000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300417","3004","300417","3"
"1632000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300418","3004","300418","3"
"1488000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300419","3004","300419","3"
"1296000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300420","3004","300420","3"
"1152000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300421","3004","300421","3"
"1008000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300422","3004","300422","3"
"864000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300423","3004","300423","3"
"672000000000","1","戰鬥開始時，我方的TP提升150","1","36000","-1","TP提升150","0","300424","3004","300424","3"
"528000000000","1","戰鬥開始15秒內，我方進入無敵狀態","1","36000","-1","無敵15秒","0","300425","3004","300425","3"
"384000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300426","3004","300426","3"
"192000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300427","3004","300427","3"
"48000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300428","3004","300428","3"
"17363000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300501","3005","300501","3"
"16647000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300502","3005","300502","3"
"16110000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300503","3005","300503","3"
"15573000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300504","3005","300504","3"
"15036000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300505","3005","300505","3"
"14320000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300506","3005","300506","3"
"13783000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300507","3005","300507","3"
"13246000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300508","3005","300508","3"
"12709000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300509","3005","300509","3"
"11993000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300510","3005","300510","3"
"11456000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300511","3005","300511","3"
"10740000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300512","3005","300512","3"
"10203000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300513","3005","300513","3"
"9666000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300514","3005","300514","3"
"9129000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300515","3005","300515","3"
"8413000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300516","3005","300516","3"
"7876000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300517","3005","300517","3"
"7339000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300518","3005","300518","3"
"6623000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","36000","-1","降低物理防禦90秒","0","300519","3005","300519","3"
"6086000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","36000","-1","降低魔法防禦90秒","0","300520","3005","300520","3"
"5549000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300521","3005","300521","3"
"4833000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300522","3005","300522","3"
"4296000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300523","3005","300523","3"
"3759000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300524","3005","300524","3"
"3222000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300525","3005","300525","3"
"2506000000000","1","戰鬥開始時，我方的TP提升150","1","36000","-1","TP提升150","0","300526","3005","300526","3"
"1969000000000","1","戰鬥開始15秒內，我方進入無敵狀態","1","36000","-1","無敵15秒","0","300527","3005","300527","3"
"1432000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","36000","-1","提升物理攻擊90秒","0","300528","3005","300528","3"
"716000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","36000","-1","提升魔法攻擊90秒","0","300529","3005","300529","3"
"179000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","36000","-1","降低物理攻擊90秒","0","300530","3005","300530","3"
"7857000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300601","3006","300601","3"
"7290000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","54000","-1","提升物理攻擊90秒","0","300602","3006","300602","3"
"6804000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","54000","-1","降低物理防禦90秒","0","300603","3006","300603","3"
"6237000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300604","3006","300604","3"
"5751000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","54000","-1","降低魔法防禦90秒","0","300605","3006","300605","3"
"5184000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300606","3006","300606","3"
"4617000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","54000","-1","每秒HP恢復90秒","0","300607","3006","300607","3"
"4131000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300608","3006","300608","3"
"3564000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","54000","-1","提升物理攻擊90秒","0","300609","3006","300609","3"
"2997000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","54000","-1","降低物理防禦90秒","0","300610","3006","300610","3"
"2511000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300611","3006","300611","3"
"2187000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","54000","-1","降低魔法防禦90秒","0","300612","3006","300612","3"
"1701000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300613","3006","300613","3"
"1134000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","54000","-1","每秒HP恢復90秒","0","300614","3006","300614","3"
"891000000000","1","戰鬥開始15秒內，我方進入無敵狀態","1","54000","-1","無敵15秒","0","300615","3006","300615","3"
"648000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300616","3006","300616","3"
"324000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","54000","-1","降低物理防禦90秒","0","300617","3006","300617","3"
"81000000000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","54000","-1","降低魔法防禦90秒","0","300618","3006","300618","3"
"9409000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","54000","-1","每秒HP恢復90秒","0","300701","3007","300701","3"
"8730000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","54000","-1","降低物理攻擊90秒","0","300702","3007","300702","3"
"8148000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","54000","-1","降低魔法攻擊90秒","0","300703","3007","300703","3"
"7469000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","54000","-1","提升物理攻擊90秒","0","300704","3007","300704","3"
"6887000000000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","54000","-1","提升魔法攻擊90秒","0","300705","3007","300705","3"
"6208000000000","1","戰鬥開始90秒內，使敵人的物理防禦力下降","1","54000","-1","降低物理防禦90秒","0","300706","3007","300706","3"
"5529000000000","1","戰鬥開始90秒內，每秒提升我方的TP","1","54000","-1","每秒TP提升90秒","0","300707","3007","300707","3"
"4947000000000","1","戰鬥開始90秒內，每秒恢復我方的HP","1","54000","-1","每秒HP恢復90秒","0","300708","3007","300708","3"
"4268000000000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","54000","-1","降低物理攻擊90秒","0","300709","3007","300709","3"
"3589000000000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","54000","-1","降低魔法攻擊90秒","0","300710","3007","300710","3"
"3007000000000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","54000","-1","提升物理攻擊90秒","0","300711","3007","300711","3"
