79dd580c454c70c1b487c847ba8e8393d171427f8012f6e3db0a2eb139e1d11e,6ffcf7c19d49bc63d0bcf4b8494fcb2c33a7999de143e108c303f118e1ac58ac,52f408d6abde4f72e11d91a0a42d3dcd50e08502fc902e69d89a0e1d6867d1f0,a805ed8d798996dcff05dbd781a31983c03af3024a391450c05fbbfc3801ea58,08e7d6be14ce0c1712a624a46c1eb9b8ffcc0d8a5eae239a83e754a84c529fe9,c5ab3c06fe961b09b3a370e687a6fdcc46e2f5ae213c573858f75e15615a06f0
"對歐姆蛋附加<1>HP+62%","62","1","1","1","10101062"
"對歐姆蛋附加<1>HP+63%","63","1","1","1","10101063"
"對歐姆蛋附加<1>HP+64%","64","1","1","1","10101064"
"對歐姆蛋附加<1>HP+65%","65","1","1","1","10101065"
"對歐姆蛋附加<1>HP+66%","66","1","1","1","10101066"
"對歐姆蛋附加<1>HP+67%","67","1","1","1","10101067"
"對歐姆蛋附加<1>HP+68%","68","1","1","1","10101068"
"對歐姆蛋附加<1>HP+69%","69","1","1","1","10101069"
"對歐姆蛋附加<1>HP+70%","70","1","1","1","10101070"
"對歐姆蛋附加<1>HP+71%","71","1","1","1","10101071"
"對歐姆蛋附加<1>HP+72%","72","1","1","1","10101072"
"對歐姆蛋附加<1>HP+73%","73","1","1","1","10101073"
"對歐姆蛋附加<1>HP+74%","74","1","1","1","10101074"
"對歐姆蛋附加<1>HP+75%","75","1","1","1","10101075"
"對歐姆蛋附加<1>HP+76%","76","1","1","1","10101076"
"對歐姆蛋附加<1>HP+77%","77","1","1","1","10101077"
"對歐姆蛋附加<1>HP+78%","78","1","1","1","10101078"
"對歐姆蛋附加<1>HP+79%","79","1","1","1","10101079"
"對歐姆蛋附加<1>HP+80%","80","1","1","1","10101080"
"對歐姆蛋附加<1>HP+81%","81","1","1","1","10101081"
"對歐姆蛋附加<1>HP+82%","82","1","1","1","10101082"
"對歐姆蛋附加<1>HP+83%","83","1","1","1","10101083"
"對歐姆蛋附加<1>HP+84%","84","1","1","1","10101084"
"對歐姆蛋附加<1>HP+85%","85","1","1","1","10101085"
"對歐姆蛋附加<1>HP+86%","86","1","1","1","10101086"
"對歐姆蛋附加<1>HP+87%","87","1","1","1","10101087"
"對歐姆蛋附加<1>HP+88%","88","1","1","1","10101088"
"對歐姆蛋附加<1>HP+89%","89","1","1","1","10101089"
"對歐姆蛋附加<1>HP+90%","90","1","1","1","10101090"
"對歐姆蛋附加<1>HP+91%","91","1","1","1","10101091"
"對歐姆蛋附加<1>HP+92%","92","1","1","1","10101092"
"對歐姆蛋附加<1>HP+93%","93","1","1","1","10101093"
"對歐姆蛋附加<1>HP+94%","94","1","1","1","10101094"
"對歐姆蛋附加<1>HP+95%","95","1","1","1","10101095"
"對歐姆蛋附加<1>HP+96%","96","1","1","1","10101096"
"對歐姆蛋附加<1>HP+97%","97","1","1","1","10101097"
"對歐姆蛋附加<1>HP+98%","98","1","1","1","10101098"
"對歐姆蛋附加<1>HP+99%","99","1","1","1","10101099"
"對歐姆蛋附加<1>HP+100%","100","1","1","1","10101100"
"對餃子附加<1>HP+10%","10","1","2","1","10201010"
"對餃子附加<1>HP+11%","11","1","2","1","10201011"
"對餃子附加<1>HP+12%","12","1","2","1","10201012"
"對餃子附加<1>HP+13%","13","1","2","1","10201013"
"對餃子附加<1>HP+14%","14","1","2","1","10201014"
"對餃子附加<1>HP+15%","15","1","2","1","10201015"
"對餃子附加<1>HP+16%","16","1","2","1","10201016"
"對餃子附加<1>HP+17%","17","1","2","1","10201017"
"對餃子附加<1>HP+18%","18","1","2","1","10201018"
"對餃子附加<1>HP+19%","19","1","2","1","10201019"
"對餃子附加<1>HP+20%","20","1","2","1","10201020"
"對餃子附加<1>HP+21%","21","1","2","1","10201021"
"對餃子附加<1>HP+22%","22","1","2","1","10201022"
"對餃子附加<1>HP+23%","23","1","2","1","10201023"
"對餃子附加<1>HP+24%","24","1","2","1","10201024"
"對餃子附加<1>HP+25%","25","1","2","1","10201025"
"對餃子附加<1>HP+26%","26","1","2","1","10201026"
"對餃子附加<1>HP+27%","27","1","2","1","10201027"
"對餃子附加<1>HP+28%","28","1","2","1","10201028"
"對餃子附加<1>HP+29%","29","1","2","1","10201029"
"對餃子附加<1>HP+30%","30","1","2","1","10201030"
"對餃子附加<1>HP+31%","31","1","2","1","10201031"
"對餃子附加<1>HP+32%","32","1","2","1","10201032"
"對餃子附加<1>HP+33%","33","1","2","1","10201033"
"對餃子附加<1>HP+34%","34","1","2","1","10201034"
"對餃子附加<1>HP+35%","35","1","2","1","10201035"
"對餃子附加<1>HP+36%","36","1","2","1","10201036"
"對餃子附加<1>HP+37%","37","1","2","1","10201037"
"對餃子附加<1>HP+38%","38","1","2","1","10201038"
"對餃子附加<1>HP+39%","39","1","2","1","10201039"
"對餃子附加<1>HP+40%","40","1","2","1","10201040"
"對餃子附加<1>HP+41%","41","1","2","1","10201041"
"對餃子附加<1>HP+42%","42","1","2","1","10201042"
"對餃子附加<1>HP+43%","43","1","2","1","10201043"
"對餃子附加<1>HP+44%","44","1","2","1","10201044"
"對餃子附加<1>HP+45%","45","1","2","1","10201045"
"對餃子附加<1>HP+46%","46","1","2","1","10201046"
"對餃子附加<1>HP+47%","47","1","2","1","10201047"
"對餃子附加<1>HP+48%","48","1","2","1","10201048"
"對餃子附加<1>HP+49%","49","1","2","1","10201049"
"對餃子附加<1>HP+50%","50","1","2","1","10201050"
"對餃子附加<1>HP+51%","51","1","2","1","10201051"
"對餃子附加<1>HP+52%","52","1","2","1","10201052"
"對餃子附加<1>HP+53%","53","1","2","1","10201053"
"對餃子附加<1>HP+54%","54","1","2","1","10201054"
"對餃子附加<1>HP+55%","55","1","2","1","10201055"
"對餃子附加<1>HP+56%","56","1","2","1","10201056"
"對餃子附加<1>HP+57%","57","1","2","1","10201057"
"對餃子附加<1>HP+58%","58","1","2","1","10201058"
"對餃子附加<1>HP+59%","59","1","2","1","10201059"
"對餃子附加<1>HP+60%","60","1","2","1","10201060"
"對餃子附加<1>HP+61%","61","1","2","1","10201061"
"對餃子附加<1>HP+62%","62","1","2","1","10201062"
"對餃子附加<1>HP+63%","63","1","2","1","10201063"
"對餃子附加<1>HP+64%","64","1","2","1","10201064"
"對餃子附加<1>HP+65%","65","1","2","1","10201065"
"對餃子附加<1>HP+66%","66","1","2","1","10201066"
"對餃子附加<1>HP+67%","67","1","2","1","10201067"
"對餃子附加<1>HP+68%","68","1","2","1","10201068"
"對餃子附加<1>HP+69%","69","1","2","1","10201069"
"對餃子附加<1>HP+70%","70","1","2","1","10201070"
"對餃子附加<1>HP+71%","71","1","2","1","10201071"
"對餃子附加<1>HP+72%","72","1","2","1","10201072"
"對餃子附加<1>HP+73%","73","1","2","1","10201073"
"對餃子附加<1>HP+74%","74","1","2","1","10201074"
"對餃子附加<1>HP+75%","75","1","2","1","10201075"
"對餃子附加<1>HP+76%","76","1","2","1","10201076"
"對餃子附加<1>HP+77%","77","1","2","1","10201077"
"對餃子附加<1>HP+78%","78","1","2","1","10201078"
"對餃子附加<1>HP+79%","79","1","2","1","10201079"
"對餃子附加<1>HP+80%","80","1","2","1","10201080"
"對餃子附加<1>HP+81%","81","1","2","1","10201081"
"對餃子附加<1>HP+82%","82","1","2","1","10201082"
"對餃子附加<1>HP+83%","83","1","2","1","10201083"
"對餃子附加<1>HP+84%","84","1","2","1","10201084"
"對餃子附加<1>HP+85%","85","1","2","1","10201085"
"對餃子附加<1>HP+86%","86","1","2","1","10201086"
"對餃子附加<1>HP+87%","87","1","2","1","10201087"
"對餃子附加<1>HP+88%","88","1","2","1","10201088"
"對餃子附加<1>HP+89%","89","1","2","1","10201089"
"對餃子附加<1>HP+90%","90","1","2","1","10201090"
"對餃子附加<1>HP+91%","91","1","2","1","10201091"
"對餃子附加<1>HP+92%","92","1","2","1","10201092"
"對餃子附加<1>HP+93%","93","1","2","1","10201093"
"對餃子附加<1>HP+94%","94","1","2","1","10201094"
"對餃子附加<1>HP+95%","95","1","2","1","10201095"
"對餃子附加<1>HP+96%","96","1","2","1","10201096"
"對餃子附加<1>HP+97%","97","1","2","1","10201097"
"對餃子附加<1>HP+98%","98","1","2","1","10201098"
"對餃子附加<1>HP+99%","99","1","2","1","10201099"
"對餃子附加<1>HP+100%","100","1","2","1","10201100"
"對章魚燒附加<1>HP+10%","10","1","3","1","10301010"
"對章魚燒附加<1>HP+11%","11","1","3","1","10301011"
"對章魚燒附加<1>HP+12%","12","1","3","1","10301012"
"對章魚燒附加<1>HP+13%","13","1","3","1","10301013"
"對章魚燒附加<1>HP+14%","14","1","3","1","10301014"
"對章魚燒附加<1>HP+15%","15","1","3","1","10301015"
"對章魚燒附加<1>HP+16%","16","1","3","1","10301016"
"對章魚燒附加<1>HP+17%","17","1","3","1","10301017"
"對章魚燒附加<1>HP+18%","18","1","3","1","10301018"
"對章魚燒附加<1>HP+19%","19","1","3","1","10301019"
"對章魚燒附加<1>HP+20%","20","1","3","1","10301020"
"對章魚燒附加<1>HP+21%","21","1","3","1","10301021"
"對章魚燒附加<1>HP+22%","22","1","3","1","10301022"
"對章魚燒附加<1>HP+23%","23","1","3","1","10301023"
"對章魚燒附加<1>HP+24%","24","1","3","1","10301024"
"對章魚燒附加<1>HP+25%","25","1","3","1","10301025"
"對章魚燒附加<1>HP+26%","26","1","3","1","10301026"
"對章魚燒附加<1>HP+27%","27","1","3","1","10301027"
"對章魚燒附加<1>HP+28%","28","1","3","1","10301028"
"對章魚燒附加<1>HP+29%","29","1","3","1","10301029"
"對章魚燒附加<1>HP+30%","30","1","3","1","10301030"
"對章魚燒附加<1>HP+31%","31","1","3","1","10301031"
"對章魚燒附加<1>HP+32%","32","1","3","1","10301032"
"對章魚燒附加<1>HP+33%","33","1","3","1","10301033"
"對章魚燒附加<1>HP+34%","34","1","3","1","10301034"
"對章魚燒附加<1>HP+35%","35","1","3","1","10301035"
"對章魚燒附加<1>HP+36%","36","1","3","1","10301036"
"對章魚燒附加<1>HP+37%","37","1","3","1","10301037"
"對章魚燒附加<1>HP+38%","38","1","3","1","10301038"
"對章魚燒附加<1>HP+39%","39","1","3","1","10301039"
"對章魚燒附加<1>HP+40%","40","1","3","1","10301040"
"對章魚燒附加<1>HP+41%","41","1","3","1","10301041"
"對章魚燒附加<1>HP+42%","42","1","3","1","10301042"
"對章魚燒附加<1>HP+43%","43","1","3","1","10301043"
"對章魚燒附加<1>HP+44%","44","1","3","1","10301044"
"對章魚燒附加<1>HP+45%","45","1","3","1","10301045"
"對章魚燒附加<1>HP+46%","46","1","3","1","10301046"
"對章魚燒附加<1>HP+47%","47","1","3","1","10301047"
"對章魚燒附加<1>HP+48%","48","1","3","1","10301048"
"對章魚燒附加<1>HP+49%","49","1","3","1","10301049"
"對章魚燒附加<1>HP+50%","50","1","3","1","10301050"
"對章魚燒附加<1>HP+51%","51","1","3","1","10301051"
"對章魚燒附加<1>HP+52%","52","1","3","1","10301052"
"對章魚燒附加<1>HP+53%","53","1","3","1","10301053"
"對章魚燒附加<1>HP+54%","54","1","3","1","10301054"
"對章魚燒附加<1>HP+55%","55","1","3","1","10301055"
"對章魚燒附加<1>HP+56%","56","1","3","1","10301056"
"對章魚燒附加<1>HP+57%","57","1","3","1","10301057"
"對章魚燒附加<1>HP+58%","58","1","3","1","10301058"
"對章魚燒附加<1>HP+59%","59","1","3","1","10301059"
"對章魚燒附加<1>HP+60%","60","1","3","1","10301060"
"對章魚燒附加<1>HP+61%","61","1","3","1","10301061"
"對章魚燒附加<1>HP+62%","62","1","3","1","10301062"
"對章魚燒附加<1>HP+63%","63","1","3","1","10301063"
"對章魚燒附加<1>HP+64%","64","1","3","1","10301064"
"對章魚燒附加<1>HP+65%","65","1","3","1","10301065"
"對章魚燒附加<1>HP+66%","66","1","3","1","10301066"
"對章魚燒附加<1>HP+67%","67","1","3","1","10301067"
"對章魚燒附加<1>HP+68%","68","1","3","1","10301068"
"對章魚燒附加<1>HP+69%","69","1","3","1","10301069"
"對章魚燒附加<1>HP+70%","70","1","3","1","10301070"
"對章魚燒附加<1>HP+71%","71","1","3","1","10301071"
"對章魚燒附加<1>HP+72%","72","1","3","1","10301072"
"對章魚燒附加<1>HP+73%","73","1","3","1","10301073"
"對章魚燒附加<1>HP+74%","74","1","3","1","10301074"
"對章魚燒附加<1>HP+75%","75","1","3","1","10301075"
"對章魚燒附加<1>HP+76%","76","1","3","1","10301076"
"對章魚燒附加<1>HP+77%","77","1","3","1","10301077"
"對章魚燒附加<1>HP+78%","78","1","3","1","10301078"
"對章魚燒附加<1>HP+79%","79","1","3","1","10301079"
"對章魚燒附加<1>HP+80%","80","1","3","1","10301080"
"對章魚燒附加<1>HP+81%","81","1","3","1","10301081"
"對章魚燒附加<1>HP+82%","82","1","3","1","10301082"
"對章魚燒附加<1>HP+83%","83","1","3","1","10301083"
"對章魚燒附加<1>HP+84%","84","1","3","1","10301084"
"對章魚燒附加<1>HP+85%","85","1","3","1","10301085"
"對章魚燒附加<1>HP+86%","86","1","3","1","10301086"
"對章魚燒附加<1>HP+87%","87","1","3","1","10301087"
"對章魚燒附加<1>HP+88%","88","1","3","1","10301088"
"對章魚燒附加<1>HP+89%","89","1","3","1","10301089"
"對章魚燒附加<1>HP+90%","90","1","3","1","10301090"
"對章魚燒附加<1>HP+91%","91","1","3","1","10301091"
"對章魚燒附加<1>HP+92%","92","1","3","1","10301092"
"對章魚燒附加<1>HP+93%","93","1","3","1","10301093"
"對章魚燒附加<1>HP+94%","94","1","3","1","10301094"
"對章魚燒附加<1>HP+95%","95","1","3","1","10301095"
"對章魚燒附加<1>HP+96%","96","1","3","1","10301096"
"對章魚燒附加<1>HP+97%","97","1","3","1","10301097"
"對章魚燒附加<1>HP+98%","98","1","3","1","10301098"
"對章魚燒附加<1>HP+99%","99","1","3","1","10301099"
"對章魚燒附加<1>HP+100%","100","1","3","1","10301100"
"對飯糰附加<1>HP+10%","10","1","4","1","10401010"
"對飯糰附加<1>HP+11%","11","1","4","1","10401011"
"對飯糰附加<1>HP+12%","12","1","4","1","10401012"
"對飯糰附加<1>HP+13%","13","1","4","1","10401013"
"對飯糰附加<1>HP+14%","14","1","4","1","10401014"
"對飯糰附加<1>HP+15%","15","1","4","1","10401015"
"對飯糰附加<1>HP+16%","16","1","4","1","10401016"
"對飯糰附加<1>HP+17%","17","1","4","1","10401017"
"對飯糰附加<1>HP+18%","18","1","4","1","10401018"
"對飯糰附加<1>HP+19%","19","1","4","1","10401019"
"對飯糰附加<1>HP+20%","20","1","4","1","10401020"
"對飯糰附加<1>HP+21%","21","1","4","1","10401021"
"對飯糰附加<1>HP+22%","22","1","4","1","10401022"
"對飯糰附加<1>HP+23%","23","1","4","1","10401023"
"對飯糰附加<1>HP+24%","24","1","4","1","10401024"
"對飯糰附加<1>HP+25%","25","1","4","1","10401025"
"對飯糰附加<1>HP+26%","26","1","4","1","10401026"
"對飯糰附加<1>HP+27%","27","1","4","1","10401027"
"對飯糰附加<1>HP+28%","28","1","4","1","10401028"
"對飯糰附加<1>HP+29%","29","1","4","1","10401029"
"對飯糰附加<1>HP+30%","30","1","4","1","10401030"
"對飯糰附加<1>HP+31%","31","1","4","1","10401031"
"對飯糰附加<1>HP+32%","32","1","4","1","10401032"
"對飯糰附加<1>HP+33%","33","1","4","1","10401033"
"對飯糰附加<1>HP+34%","34","1","4","1","10401034"
"對飯糰附加<1>HP+35%","35","1","4","1","10401035"
"對飯糰附加<1>HP+36%","36","1","4","1","10401036"
"對飯糰附加<1>HP+37%","37","1","4","1","10401037"
"對飯糰附加<1>HP+38%","38","1","4","1","10401038"
"對飯糰附加<1>HP+39%","39","1","4","1","10401039"
"對飯糰附加<1>HP+40%","40","1","4","1","10401040"
"對飯糰附加<1>HP+41%","41","1","4","1","10401041"
"對飯糰附加<1>HP+42%","42","1","4","1","10401042"
"對飯糰附加<1>HP+43%","43","1","4","1","10401043"
"對飯糰附加<1>HP+44%","44","1","4","1","10401044"
"對飯糰附加<1>HP+45%","45","1","4","1","10401045"
"對飯糰附加<1>HP+46%","46","1","4","1","10401046"
"對飯糰附加<1>HP+47%","47","1","4","1","10401047"
"對飯糰附加<1>HP+48%","48","1","4","1","10401048"
"對飯糰附加<1>HP+49%","49","1","4","1","10401049"
"對飯糰附加<1>HP+50%","50","1","4","1","10401050"
"對飯糰附加<1>HP+51%","51","1","4","1","10401051"
"對飯糰附加<1>HP+52%","52","1","4","1","10401052"
"對飯糰附加<1>HP+53%","53","1","4","1","10401053"
"對飯糰附加<1>HP+54%","54","1","4","1","10401054"
"對飯糰附加<1>HP+55%","55","1","4","1","10401055"
"對飯糰附加<1>HP+56%","56","1","4","1","10401056"
"對飯糰附加<1>HP+57%","57","1","4","1","10401057"
"對飯糰附加<1>HP+58%","58","1","4","1","10401058"
"對飯糰附加<1>HP+59%","59","1","4","1","10401059"
"對飯糰附加<1>HP+60%","60","1","4","1","10401060"
"對飯糰附加<1>HP+61%","61","1","4","1","10401061"
"對飯糰附加<1>HP+62%","62","1","4","1","10401062"
"對飯糰附加<1>HP+63%","63","1","4","1","10401063"
"對飯糰附加<1>HP+64%","64","1","4","1","10401064"
"對飯糰附加<1>HP+65%","65","1","4","1","10401065"
"對飯糰附加<1>HP+66%","66","1","4","1","10401066"
"對飯糰附加<1>HP+67%","67","1","4","1","10401067"
"對飯糰附加<1>HP+68%","68","1","4","1","10401068"
"對飯糰附加<1>HP+69%","69","1","4","1","10401069"
"對飯糰附加<1>HP+70%","70","1","4","1","10401070"
"對飯糰附加<1>HP+71%","71","1","4","1","10401071"
"對飯糰附加<1>HP+72%","72","1","4","1","10401072"
"對飯糰附加<1>HP+73%","73","1","4","1","10401073"
"對飯糰附加<1>HP+74%","74","1","4","1","10401074"
"對飯糰附加<1>HP+75%","75","1","4","1","10401075"
"對飯糰附加<1>HP+76%","76","1","4","1","10401076"
"對飯糰附加<1>HP+77%","77","1","4","1","10401077"
"對飯糰附加<1>HP+78%","78","1","4","1","10401078"
"對飯糰附加<1>HP+79%","79","1","4","1","10401079"
"對飯糰附加<1>HP+80%","80","1","4","1","10401080"
"對飯糰附加<1>HP+81%","81","1","4","1","10401081"
"對飯糰附加<1>HP+82%","82","1","4","1","10401082"
"對飯糰附加<1>HP+83%","83","1","4","1","10401083"
"對飯糰附加<1>HP+84%","84","1","4","1","10401084"
"對飯糰附加<1>HP+85%","85","1","4","1","10401085"
"對飯糰附加<1>HP+86%","86","1","4","1","10401086"
"對飯糰附加<1>HP+87%","87","1","4","1","10401087"
"對飯糰附加<1>HP+88%","88","1","4","1","10401088"
"對飯糰附加<1>HP+89%","89","1","4","1","10401089"
"對飯糰附加<1>HP+90%","90","1","4","1","10401090"
"對飯糰附加<1>HP+91%","91","1","4","1","10401091"
"對飯糰附加<1>HP+92%","92","1","4","1","10401092"
"對飯糰附加<1>HP+93%","93","1","4","1","10401093"
"對飯糰附加<1>HP+94%","94","1","4","1","10401094"
"對飯糰附加<1>HP+95%","95","1","4","1","10401095"
"對飯糰附加<1>HP+96%","96","1","4","1","10401096"
"對飯糰附加<1>HP+97%","97","1","4","1","10401097"
"對飯糰附加<1>HP+98%","98","1","4","1","10401098"
"對飯糰附加<1>HP+99%","99","1","4","1","10401099"
"對飯糰附加<1>HP+100%","100","1","4","1","10401100"
"對沙威瑪附加<1>HP+10%","10","1","5","1","10501010"
"對沙威瑪附加<1>HP+11%","11","1","5","1","10501011"
"對沙威瑪附加<1>HP+12%","12","1","5","1","10501012"
"對沙威瑪附加<1>HP+13%","13","1","5","1","10501013"
"對沙威瑪附加<1>HP+14%","14","1","5","1","10501014"
"對沙威瑪附加<1>HP+15%","15","1","5","1","10501015"
"對沙威瑪附加<1>HP+16%","16","1","5","1","10501016"
"對沙威瑪附加<1>HP+17%","17","1","5","1","10501017"
"對沙威瑪附加<1>HP+18%","18","1","5","1","10501018"
"對沙威瑪附加<1>HP+19%","19","1","5","1","10501019"
"對沙威瑪附加<1>HP+20%","20","1","5","1","10501020"
"對沙威瑪附加<1>HP+21%","21","1","5","1","10501021"
"對沙威瑪附加<1>HP+22%","22","1","5","1","10501022"
"對沙威瑪附加<1>HP+23%","23","1","5","1","10501023"
"對沙威瑪附加<1>HP+24%","24","1","5","1","10501024"
"對沙威瑪附加<1>HP+25%","25","1","5","1","10501025"
"對沙威瑪附加<1>HP+26%","26","1","5","1","10501026"
"對沙威瑪附加<1>HP+27%","27","1","5","1","10501027"
"對沙威瑪附加<1>HP+28%","28","1","5","1","10501028"
"對沙威瑪附加<1>HP+29%","29","1","5","1","10501029"
"對沙威瑪附加<1>HP+30%","30","1","5","1","10501030"
"對沙威瑪附加<1>HP+31%","31","1","5","1","10501031"
"對沙威瑪附加<1>HP+32%","32","1","5","1","10501032"
"對沙威瑪附加<1>HP+33%","33","1","5","1","10501033"
"對沙威瑪附加<1>HP+34%","34","1","5","1","10501034"
"對沙威瑪附加<1>HP+35%","35","1","5","1","10501035"
"對沙威瑪附加<1>HP+36%","36","1","5","1","10501036"
"對沙威瑪附加<1>HP+37%","37","1","5","1","10501037"
"對沙威瑪附加<1>HP+38%","38","1","5","1","10501038"
"對沙威瑪附加<1>HP+39%","39","1","5","1","10501039"
"對沙威瑪附加<1>HP+40%","40","1","5","1","10501040"
"對沙威瑪附加<1>HP+41%","41","1","5","1","10501041"
"對沙威瑪附加<1>HP+42%","42","1","5","1","10501042"
"對沙威瑪附加<1>HP+43%","43","1","5","1","10501043"
"對沙威瑪附加<1>HP+44%","44","1","5","1","10501044"
"對沙威瑪附加<1>HP+45%","45","1","5","1","10501045"
"對沙威瑪附加<1>HP+46%","46","1","5","1","10501046"
"對沙威瑪附加<1>HP+47%","47","1","5","1","10501047"
"對沙威瑪附加<1>HP+48%","48","1","5","1","10501048"
"對沙威瑪附加<1>HP+49%","49","1","5","1","10501049"
"對沙威瑪附加<1>HP+50%","50","1","5","1","10501050"
"對沙威瑪附加<1>HP+51%","51","1","5","1","10501051"
"對沙威瑪附加<1>HP+52%","52","1","5","1","10501052"
"對沙威瑪附加<1>HP+53%","53","1","5","1","10501053"
"對沙威瑪附加<1>HP+54%","54","1","5","1","10501054"
"對沙威瑪附加<1>HP+55%","55","1","5","1","10501055"
"對沙威瑪附加<1>HP+56%","56","1","5","1","10501056"
"對沙威瑪附加<1>HP+57%","57","1","5","1","10501057"
"對沙威瑪附加<1>HP+58%","58","1","5","1","10501058"
"對沙威瑪附加<1>HP+59%","59","1","5","1","10501059"
"對沙威瑪附加<1>HP+60%","60","1","5","1","10501060"
"對沙威瑪附加<1>HP+61%","61","1","5","1","10501061"
"對沙威瑪附加<1>HP+62%","62","1","5","1","10501062"
"對沙威瑪附加<1>HP+63%","63","1","5","1","10501063"
"對沙威瑪附加<1>HP+64%","64","1","5","1","10501064"
"對沙威瑪附加<1>HP+65%","65","1","5","1","10501065"
"對沙威瑪附加<1>HP+66%","66","1","5","1","10501066"
"對沙威瑪附加<1>HP+67%","67","1","5","1","10501067"
"對沙威瑪附加<1>HP+68%","68","1","5","1","10501068"
"對沙威瑪附加<1>HP+69%","69","1","5","1","10501069"
"對沙威瑪附加<1>HP+70%","70","1","5","1","10501070"
"對沙威瑪附加<1>HP+71%","71","1","5","1","10501071"
"對沙威瑪附加<1>HP+72%","72","1","5","1","10501072"
"對沙威瑪附加<1>HP+73%","73","1","5","1","10501073"
"對沙威瑪附加<1>HP+74%","74","1","5","1","10501074"
"對沙威瑪附加<1>HP+75%","75","1","5","1","10501075"
"對沙威瑪附加<1>HP+76%","76","1","5","1","10501076"
"對沙威瑪附加<1>HP+77%","77","1","5","1","10501077"
"對沙威瑪附加<1>HP+78%","78","1","5","1","10501078"
"對沙威瑪附加<1>HP+79%","79","1","5","1","10501079"
