9d640a5cc3533a3652225f3969060f0fd18ad5c5ed8d8d6cfe93e1353cfe298a,2eea9344c4dd1653a2250f937660abaa2eefae5251d2f70b5ec44b9dd6cc4f35,a260c5c6dd4bfc8f1e97f3b7db0f9e084fa05965a6294cfd6f129e1a0df319f9,92a3e87ecbea255985c32e159156b4867b4edd737a34d709ec246f5f0fb1c36e,6c4e2d874d7c1f5f3c307324232665fd5c092cd625c45194eec6e28a4913fec8,385347b8fc817129347c79288ea113fae9d49bac4d6633a179bb0483c5f00d15,b950b2d32551e0b6a52fbd4e65363d22b3186985c8b983b30f20a5191a5dc853,d31fd09bcc738527b9b00ded9d1875eab9cceb1acdd3986023fe836708167676,3092393a304de8d0f07beae7de286b4709a1216a3af4784f30e581f6f95cb519,10d04041025354f0412c29e3858bf17f161fea3099766fff0cd1623f2b750439,ee7642053e4201a223841686bd045fe82532b50bc35f5e9ee53879de25bd60b9
"0","106001","0","0","0","3020","0","0","0","0","0"
"0","102001","0","0","0","3026","0","0","0","0","0"
"0","101201","0","0","0","3029","0","0","0","0","0"
"0","104001","0","0","0","3066","0","0","0","0","0"
"0","101201","0","0","0","3067","0","0","0","103801","0"
"0","107101","0","0","0","3068","0","0","0","0","0"
"0","100501","0","0","0","3069","0","0","0","0","0"
"0","102301","0","0","0","3070","0","0","0","0","0"
"0","104801","0","0","0","3073","0","0","0","0","0"
"0","104601","0","0","0","3074","0","0","0","0","0"
"0","101801","0","0","0","3075","0","0","0","0","0"
"0","105001","0","0","0","3076","0","0","0","0","0"
"0","100801","0","0","0","3077","0","0","0","0","0"
"0","106301","0","0","0","3080","0","0","0","0","0"
"0","109401","0","0","0","3082","0","0","0","0","0"
"0","111401","0","0","0","3085","0","0","0","0","0"
"0","104901","0","0","0","3086","0","0","0","102701","0"
"0","104501","0","0","0","3087","0","0","0","0","0"
"0","101701","0","0","0","3088","0","0","0","0","0"
"0","106501","0","0","0","3089","0","0","0","106601","0"
"0","102601","0","0","0","3090","0","0","0","0","0"
"0","101501","0","0","0","3091","0","0","0","0","0"
"0","100701","0","0","0","3103","0","0","0","0","0"
"0","102901","0","0","0","3124","0","0","0","0","0"
"0","100601","0","0","0","3134","0","0","0","0","0"
"105901","105801","0","0","0","3143","0","0","0","106001","106401"
"105901","105801","0","0","0","3144","0","0","0","106001","106401"
"0","106001","0","0","0","3145","0","0","0","0","0"
"0","102801","0","0","0","3146","0","0","0","102501","0"
"0","101101","0","0","0","3147","0","0","0","104901","0"
"0","101401","0","0","0","3148","0","0","0","104301","0"
"104501","103001","0","0","0","3149","0","0","105301","100801","105501"
"105001","101601","0","0","0","3150","0","0","0","101801","0"
"110801","110901","0","0","0","3151","0","0","0","111001","0"
"105901","105801","0","0","100201","3152","100301","0","100101","106001","106401"
"0","103301","0","0","0","3153","0","0","0","102601","0"
"0","100301","0","0","0","3154","0","0","0","105401","0"
"105401","102901","0","0","0","3155","0","0","0","104201","0"
"0","100801","0","0","0","3156","0","0","0","0","0"
"110801","110901","0","0","0","3157","0","0","0","111001","0"
"0","100701","0","0","0","3158","0","0","0","0","0"
"0","104501","0","0","0","3167","0","0","0","0","0"
"0","104501","0","0","0","3168","0","0","0","0","0"
"0","104501","0","0","0","3169","0","0","0","0","0"
"0","104501","0","0","0","3171","0","0","0","0","0"
"0","104501","0","0","0","3173","0","0","0","0","0"
"0","104501","0","0","0","3174","0","0","0","0","0"
"0","104501","0","0","0","3175","0","0","0","0","0"
"0","104501","0","0","0","3177","0","0","0","0","0"
"0","106501","0","0","0","3179","0","0","0","106601","0"
"105401","102901","0","0","0","3244","0","0","0","104201","0"
"105401","102901","0","0","0","3245","0","0","0","104201","0"
"0","101601","0","0","0","3287","0","0","0","0","0"
"103801","103301","0","0","0","4017","0","0","0","105201","102601"
"0","111001","0","0","0","4049","0","0","0","0","0"
"104801","104001","0","0","0","4050","0","0","0","104601","0"
"0","106501","0","0","0","4053","0","0","0","106601","0"
"106001","105801","0","0","0","4054","0","0","0","105901","0"
"0","110901","0","0","0","4087","0","0","0","0","0"
"0","111001","0","0","0","4088","0","0","0","0","0"
"0","105901","0","0","0","4200","0","0","0","0","0"
"0","101201","0","0","0","4204","0","0","0","0","0"
"0","101601","0","0","0","4212","0","0","0","0","0"
"0","107001","0","0","0","4218","0","0","0","0","0"
"0","104001","0","0","0","5003","0","0","0","0","0"
"0","105801","0","0","0","5032","0","0","0","0","0"
"0","105801","0","0","0","5035","0","0","0","0","0"
"0","104601","0","0","0","5036","0","0","0","0","0"
"101301","102701","0","0","0","5038","0","0","105101","100901","105601"
"100601","100701","0","0","0","5039","0","0","103101","102201","104401"
"104501","105301","0","0","0","5040","0","0","103001","100801","105501"
"105201","102601","0","0","0","5041","0","0","0","103301","103801"
"0","106801","0","0","0","5042","0","0","0","0","0"
"103701","104701","0","0","0","5043","0","0","0","107101","100501"
"104601","104801","0","0","0","5044","0","0","0","103201","0"
"0","105801","0","0","0","5049","0","0","0","0","0"
"0","101001","0","0","0","5103","0","0","0","0","0"
"105901","105801","0","0","0","5107","0","0","0","106001","106401"
"0","106801","0","0","0","5112","0","0","0","0","0"
"0","105901","0","0","0","5116","0","0","0","0","0"
"0","118001","0","0","0","5209","0","0","0","0","0"
"0","105901","0","0","0","5220","0","0","0","0","0"
"105901","105801","0","0","0","5221","0","0","0","106001","0"
"104401","107101","0","0","0","5223","0","0","0","102901","0"
"0","103601","0","0","0","6003","0","0","0","0","0"
"0","111001","0","0","0","6004","0","0","0","0","0"
"0","110901","0","0","0","6005","0","0","0","0","0"
"0","110801","0","0","0","6006","0","0","0","0","0"
"0","118001","0","0","0","6020","0","0","0","105801","0"
"0","102201","0","0","0","6021","0","0","0","0","0"
"0","110901","0","0","0","6024","0","0","0","0","0"
"0","100901","0","0","0","6025","0","0","0","0","0"
"0","101501","0","0","0","6028","0","0","0","0","0"
"0","106001","0","0","0","6041","0","0","0","0","0"
"105501","101401","0","0","0","6042","0","0","0","104301","0"
"0","101101","0","0","0","6043","0","0","0","0","0"
"101301","105601","0","0","0","6044","0","0","0","100901","0"
"106001","105901","0","0","0","6045","0","0","0","105801","0"
"105401","102901","0","0","0","6046","0","0","0","104201","0"
"104901","104501","0","0","0","6047","0","0","0","101801","0"
"0","105001","0","0","0","6048","0","0","0","0","0"
"0","105301","0","0","0","6055","0","0","0","0","0"
"0","105101","0","0","0","6056","0","0","0","0","0"
"0","101301","0","0","0","6057","0","0","0","0","0"
"0","105701","0","0","0","6058","0","0","0","0","0"
"0","106101","0","0","0","6065","0","0","0","0","0"
"0","100901","0","0","0","6066","0","0","0","0","0"
"0","105801","0","0","0","6067","0","0","0","0","0"
"0","101801","0","0","0","6070","0","0","0","0","0"
"0","118001","0","0","0","6071","0","0","0","0","0"
"0","106001","0","0","0","6074","0","0","0","0","0"
"0","106401","0","0","0","6080","0","0","0","0","0"
"0","102901","0","0","0","6085","0","0","0","0","0"
"0","104201","0","0","0","6086","0","0","0","0","0"
"0","100501","0","0","0","6088","0","0","0","0","0"
"0","107001","0","0","0","6091","0","0","0","0","0"
"0","106501","0","0","0","6092","0","0","0","0","0"
"0","103201","0","0","0","6094","0","0","0","0","0"
"0","106101","0","0","0","6095","0","0","0","0","0"
"0","118001","0","0","0","6096","0","0","0","0","0"
"0","107101","0","0","0","6097","0","0","0","107001","0"
"0","106601","0","0","0","6100","0","0","0","0","0"
"0","104401","0","0","0","6102","0","0","0","0","0"
"103601","102001","0","0","0","6104","0","0","0","100401","0"
"0","102701","0","0","0","6105","0","0","0","0","0"
"0","105801","0","0","0","6112","0","0","0","0","0"
"0","106801","0","0","0","6114","0","0","0","0","0"
"0","106801","0","0","0","6115","0","0","0","0","0"
"0","104401","0","0","0","6117","0","0","0","0","0"
"0","101101","0","0","0","6132","0","0","0","0","0"
"0","102201","0","0","0","6135","0","0","0","100601","0"
"0","104601","0","0","0","6136","0","0","0","0","0"
"0","104001","0","0","0","6138","0","0","0","0","0"
"0","101001","0","0","0","6139","0","0","0","0","0"
"0","105001","0","0","0","6140","0","0","0","0","0"
"0","101001","0","0","0","6141","0","0","0","0","0"
"0","105901","0","0","0","6142","0","0","0","0","0"
"0","104501","0","0","0","6143","0","0","0","0","0"
"0","111001","0","0","0","6144","0","0","0","0","0"
"0","103801","0","0","0","6151","0","0","0","0","0"
"0","103701","0","0","0","6153","0","0","0","0","0"
"0","101401","0","0","0","6161","0","0","0","0","0"
"0","100101","0","0","0","6165","0","0","0","0","0"
"0","106001","0","0","0","6166","0","0","0","0","0"
"0","103601","0","0","0","6169","0","0","0","0","0"
"0","101201","0","0","0","6173","0","0","0","0","0"
"0","100301","0","0","0","6176","0","0","0","0","0"
"0","104301","0","0","0","6184","0","0","0","0","0"
"0","101401","0","0","0","6185","0","0","0","0","0"
"0","103301","0","0","0","6186","0","0","0","0","0"
"0","100301","0","0","0","6187","0","0","0","0","0"
"0","105201","0","0","0","6188","0","0","0","0","0"
"0","105601","0","0","0","6189","0","0","0","0","0"
"0","104501","0","0","0","6224","0","0","0","0","0"
"0","106501","0","0","0","6230","0","0","0","106601","0"
"0","100801","0","0","0","6234","0","0","0","0","0"
"0","102101","0","0","0","6235","0","0","0","0","0"
"0","104401","0","0","0","6252","0","0","0","0","0"
"0","100701","0","0","0","6253","0","0","0","0","0"
"0","104701","0","0","0","6254","0","0","0","0","0"
"0","100201","0","0","0","6255","0","0","0","106101","0"
"0","102801","0","0","0","6256","0","0","0","0","0"
