aef502848c4ecfa14b94e32b18f5e149951c0f7772d2475b27ee4277c9b96519,d4be4abe09479c82b91d7c6736f9fbc36fa54256866cb4aeaa1fb32924e6f4e4,b0bb941abffc26627a82c1b4a43852471298402341fac6f84a0fc9740ecd4396,2d365a9eb699e1b60dc97be94c31782331db4baa1de675ed4a8c5afd3178a98d,9108ad943e8be55b47cbc3b9167ceef13adec83d4063845ef3683c9a8e8b6588
"97511009","105251","1","97511","4"
"97511010","105581","1","97511","4"
"97511011","105551","1","97511","4"
"97511012","105611","1","97511","4"
"97511013","105311","1","97511","4"
"97511014","105341","1","97511","4"
"97511015","105281","1","97511","4"
"97511016","105371","1","97511","4"
"97511017","105401","1","97511","4"
"97511018","105521","1","97511","4"
"97511019","105012","1","97511","4"
"97511020","105222","1","97511","4"
"97511021","105042","1","97511","4"
"97511022","105102","1","97511","4"
"97511023","105072","1","97511","4"
"97511024","105162","1","97511","4"
"97511025","105192","1","97511","4"
"97511026","105132","1","97511","4"
"97511027","105252","1","97511","4"
"97511028","105552","1","97511","4"
"97511029","105612","1","97511","4"
"97511030","105582","1","97511","4"
"97511031","105522","1","97511","4"
"97511032","105431","1","97511","4"
"97511033","105282","1","97511","4"
"97511034","105372","1","97511","4"
"97511035","105342","1","97511","4"
"97511036","105312","1","97511","4"
"97511037","105043","1","97511","4"
"97511038","105073","1","97511","4"
"97511039","105133","1","97511","4"
"97511040","105013","1","97511","4"
"97511041","105223","1","97511","4"
"97511042","105193","1","97511","4"
"97511043","105103","1","97511","4"
"97511044","105253","1","97511","4"
"97511045","105163","1","97511","4"
"97511046","105553","1","97511","4"
"97511047","105583","1","97511","4"
"97511048","105613","1","97511","4"
"97511049","105283","1","97511","4"
"97511050","105491","1","97511","4"
"97511051","105373","1","97511","4"
"97511052","105313","1","97511","4"
"97511053","105343","1","97511","4"
"97511054","105462","1","97511","4"
"97511055","105044","1","97511","4"
"97511056","105254","1","97511","4"
"97511057","105104","1","97511","4"
"97511058","105224","1","97511","4"
"97511059","105194","1","97511","4"
"97511060","105074","1","97511","4"
"97511061","105134","1","97511","4"
"97511062","105164","1","97511","4"
"97511063","105014","1","97511","4"
"97511064","105614","1","97511","4"
"97511065","105584","1","97511","4"
"97511066","105554","1","97511","4"
"97511067","105314","1","97511","4"
"97511068","105523","1","97511","4"
"97511069","105374","1","97511","4"
"97511070","105344","1","97511","4"
"97511071","105432","1","97511","4"
"97511072","105284","1","97511","4"
"97512001","105015","1","97512","4"
"97512002","105045","1","97512","4"
"97512003","105075","1","97512","4"
"97512004","105105","1","97512","4"
"97512005","105135","1","97512","4"
"97512006","105165","1","97512","4"
"97512007","105195","1","97512","4"
"97512008","105225","1","97512","4"
"97512009","105255","1","97512","4"
"97512010","105555","1","97512","4"
"97512011","105585","1","97512","4"
"97512012","105615","1","97512","4"
"97512013","105285","1","97512","4"
"97512014","105315","1","97512","4"
"97512015","105345","1","97512","4"
"97512016","105375","1","97512","4"
"97512017","105463","1","97512","4"
"97512018","105402","1","97512","4"
"97512019","105016","1","97512","4"
"97512020","105046","1","97512","4"
"97512021","105076","1","97512","4"
"97512022","105106","1","97512","4"
"97512023","105136","1","97512","4"
"97512024","105166","1","97512","4"
"97512025","105196","1","97512","4"
"97512026","105226","1","97512","4"
"97512027","105256","1","97512","4"
"97512028","105556","1","97512","4"
"97512029","105586","1","97512","4"
"97512030","105616","1","97512","4"
"97512031","105286","1","97512","4"
"97512032","105316","1","97512","4"
"97512033","105346","1","97512","4"
"97512034","105376","1","97512","4"
"97512035","105433","1","97512","4"
"97512036","105524","1","97512","4"
"97512037","105017","1","97512","4"
"97512038","105047","1","97512","4"
"97512039","105077","1","97512","4"
"97512040","105107","1","97512","4"
"97512041","105137","1","97512","4"
"97512042","105167","1","97512","4"
"97512043","105197","1","97512","4"
"97512044","105227","1","97512","4"
"97512045","105257","1","97512","4"
"97512046","105557","1","97512","4"
"97512047","105587","1","97512","4"
"97512048","105617","1","97512","4"
"97512049","105287","1","97512","4"
"97512050","105317","1","97512","4"
"97512051","105347","1","97512","4"
"97512052","105377","1","97512","4"
"97512053","105464","1","97512","4"
"97512054","105403","1","97512","4"
"97513001","106011","1","97513","4"
"97513002","106041","1","97513","4"
"97513003","106071","1","97513","4"
"97513004","106101","1","97513","4"
"97513005","106131","1","97513","4"
"97513006","106161","1","97513","4"
"97513007","106191","1","97513","4"
"97513008","106221","1","97513","4"
"97513009","106251","1","97513","4"
"97513010","106551","1","97513","4"
"97513011","106581","1","97513","4"
"97513012","106611","1","97513","4"
"97513013","106281","1","97513","4"
"97513014","106311","1","97513","4"
"97513015","106341","1","97513","4"
"97513016","106371","1","97513","4"
"97513017","106401","1","97513","4"
"97513018","106461","1","97513","4"
"97513019","106042","1","97513","4"
"97513020","106072","1","97513","4"
"97513021","106132","1","97513","4"
"97513022","106192","1","97513","4"
"97513023","106012","1","97513","4"
"97513024","106102","1","97513","4"
"97513025","106162","1","97513","4"
"97513026","106222","1","97513","4"
"97513027","106252","1","97513","4"
"97513028","106552","1","97513","4"
"97513029","106582","1","97513","4"
"97513030","106612","1","97513","4"
"97513031","106312","1","97513","4"
"97513032","106282","1","97513","4"
"97513033","106342","1","97513","4"
"97513034","106372","1","97513","4"
"97513035","106431","1","97513","4"
"97513036","106521","1","97513","4"
"97513037","106013","1","97513","4"
"97513038","106043","1","97513","4"
"97513039","106073","1","97513","4"
"97513040","106103","1","97513","4"
"97513041","106133","1","97513","4"
"97513042","106163","1","97513","4"
"97513043","106193","1","97513","4"
"97513044","106253","1","97513","4"
"97513045","106223","1","97513","4"
"97513046","106553","1","97513","4"
"97513047","106583","1","97513","4"
"97513048","106613","1","97513","4"
"97513049","106313","1","97513","4"
"97513050","106283","1","97513","4"
"97513051","106343","1","97513","4"
"97513052","106373","1","97513","4"
"97513053","106491","1","97513","4"
"97513054","106462","1","97513","4"
"97514001","107041","1","97514","4"
"97514002","107071","1","97514","4"
"97514003","107131","1","97514","4"
"97514004","107191","1","97514","4"
"97514005","107011","1","97514","4"
"97514006","107101","1","97514","4"
"97514007","107161","1","97514","4"
"97514008","107221","1","97514","4"
"97514009","107251","1","97514","4"
"97514010","107551","1","97514","4"
"97514011","107581","1","97514","4"
"97514012","107611","1","97514","4"
"97514013","107281","1","97514","4"
"97514014","107311","1","97514","4"
"97514015","107371","1","97514","4"
"97514016","107341","1","97514","4"
"97514017","107461","1","97514","4"
"97514018","107491","1","97514","4"
"97514019","107042","1","97514","4"
"97514020","107072","1","97514","4"
"97514021","107132","1","97514","4"
"97514022","107192","1","97514","4"
"97514023","107012","1","97514","4"
"97514024","107102","1","97514","4"
"97514025","107162","1","97514","4"
"97514026","107222","1","97514","4"
"97514027","107252","1","97514","4"
"97514028","107552","1","97514","4"
"97514029","107582","1","97514","4"
"97514030","107612","1","97514","4"
"97515001","93001","1000","97515","6"
"97515002","94002","6000000","97515","12"
"97515003","90005","60","97515","2"
"97515004","140001","20","97515","4"
"97515005","20004","300","97515","2"
"97515006","24001","12","97515","2"
"97516001","105011","1","97516","4"
"97516002","105161","1","97516","4"
"97516003","105221","1","97516","4"
"97516004","105071","1","97516","4"
"97516005","105041","1","97516","4"
"97516006","105131","1","97516","4"
"97516007","105191","1","97516","4"
"97516008","105101","1","97516","4"
"97516009","105251","1","97516","4"
"97516010","105581","1","97516","4"
"97516011","105551","1","97516","4"
"97516012","105611","1","97516","4"
"97516013","105311","1","97516","4"
"97516014","105341","1","97516","4"
"97516015","105281","1","97516","4"
"97516016","105371","1","97516","4"
"97516017","105401","1","97516","4"
"97516018","105521","1","97516","4"
"97516019","105012","1","97516","4"
"97516020","105222","1","97516","4"
"97516021","105042","1","97516","4"
"97516022","105102","1","97516","4"
"97516023","105072","1","97516","4"
"97516024","105162","1","97516","4"
"97516025","105192","1","97516","4"
"97516026","105132","1","97516","4"
"97516027","105252","1","97516","4"
"97516028","105552","1","97516","4"
"97516029","105612","1","97516","4"
"97516030","105582","1","97516","4"
"97516031","105522","1","97516","4"
"97516032","105431","1","97516","4"
"97516033","105282","1","97516","4"
"97516034","105372","1","97516","4"
"97516035","105342","1","97516","4"
"97516036","105312","1","97516","4"
"97516037","105043","1","97516","4"
"97516038","105073","1","97516","4"
"97516039","105133","1","97516","4"
"97516040","105013","1","97516","4"
"97516041","105223","1","97516","4"
"97516042","105193","1","97516","4"
"97516043","105103","1","97516","4"
"97516044","105253","1","97516","4"
"97516045","105163","1","97516","4"
"97516046","105553","1","97516","4"
"97516047","105583","1","97516","4"
"97516048","105613","1","97516","4"
"97516049","105283","1","97516","4"
"97516050","105491","1","97516","4"
"97516051","105373","1","97516","4"
"97516052","105313","1","97516","4"
"97516053","105343","1","97516","4"
"97516054","105462","1","97516","4"
"97516055","105044","1","97516","4"
"97516056","105254","1","97516","4"
"97516057","105104","1","97516","4"
"97516058","105224","1","97516","4"
"97516059","105194","1","97516","4"
"97516060","105074","1","97516","4"
"97516061","105134","1","97516","4"
"97516062","105164","1","97516","4"
"97516063","105014","1","97516","4"
"97516064","105614","1","97516","4"
"97516065","105584","1","97516","4"
"97516066","105554","1","97516","4"
"97516067","105314","1","97516","4"
"97516068","105523","1","97516","4"
"97516069","105374","1","97516","4"
"97516070","105344","1","97516","4"
"97516071","105432","1","97516","4"
"97516072","105284","1","97516","4"
"97517001","105015","1","97517","4"
"97517002","105045","1","97517","4"
"97517003","105075","1","97517","4"
"97517004","105105","1","97517","4"
"97517005","105135","1","97517","4"
"97517006","105165","1","97517","4"
"97517007","105195","1","97517","4"
"97517008","105225","1","97517","4"
"97517009","105255","1","97517","4"
"97517010","105555","1","97517","4"
"97517011","105585","1","97517","4"
"97517012","105615","1","97517","4"
"97517013","105285","1","97517","4"
"97517014","105315","1","97517","4"
"97517015","105345","1","97517","4"
"97517016","105375","1","97517","4"
"97517017","105463","1","97517","4"
"97517018","105402","1","97517","4"
"97517019","105016","1","97517","4"
"97517020","105046","1","97517","4"
"97517021","105076","1","97517","4"
"97517022","105106","1","97517","4"
"97517023","105136","1","97517","4"
"97517024","105166","1","97517","4"
"97517025","105196","1","97517","4"
"97517026","105226","1","97517","4"
"97517027","105256","1","97517","4"
"97517028","105556","1","97517","4"
"97517029","105586","1","97517","4"
"97517030","105616","1","97517","4"
"97517031","105286","1","97517","4"
"97517032","105316","1","97517","4"
"97517033","105346","1","97517","4"
"97517034","105376","1","97517","4"
"97517035","105433","1","97517","4"
"97517036","105524","1","97517","4"
"97517037","105017","1","97517","4"
"97517038","105047","1","97517","4"
"97517039","105077","1","97517","4"
"97517040","105107","1","97517","4"
"97517041","105137","1","97517","4"
"97517042","105167","1","97517","4"
"97517043","105197","1","97517","4"
"97517044","105227","1","97517","4"
"97517045","105257","1","97517","4"
"97517046","105557","1","97517","4"
"97517047","105587","1","97517","4"
"97517048","105617","1","97517","4"
"97517049","105287","1","97517","4"
"97517050","105317","1","97517","4"
"97517051","105347","1","97517","4"
"97517052","105377","1","97517","4"
"97517053","105464","1","97517","4"
"97517054","105403","1","97517","4"
"97518001","106011","1","97518","4"
"97518002","106041","1","97518","4"
"97518003","106071","1","97518","4"
"97518004","106101","1","97518","4"
"97518005","106131","1","97518","4"
"97518006","106161","1","97518","4"
"97518007","106191","1","97518","4"
"97518008","106221","1","97518","4"
"97518009","106251","1","97518","4"
"97518010","106551","1","97518","4"
"97518011","106581","1","97518","4"
"97518012","106611","1","97518","4"
"97518013","106281","1","97518","4"
"97518014","106311","1","97518","4"
"97518015","106341","1","97518","4"
"97518016","106371","1","97518","4"
"97518017","106401","1","97518","4"
"97518018","106461","1","97518","4"
"97518019","106042","1","97518","4"
"97518020","106072","1","97518","4"
"97518021","106132","1","97518","4"
"97518022","106192","1","97518","4"
"97518023","106012","1","97518","4"
"97518024","106102","1","97518","4"
"97518025","106162","1","97518","4"
"97518026","106222","1","97518","4"
"97518027","106252","1","97518","4"
"97518028","106552","1","97518","4"
"97518029","106582","1","97518","4"
"97518030","106612","1","97518","4"
"97518031","106312","1","97518","4"
"97518032","106282","1","97518","4"
"97518033","106342","1","97518","4"
"97518034","106372","1","97518","4"
"97518035","106431","1","97518","4"
"97518036","106521","1","97518","4"
"97518037","106013","1","97518","4"
"97518038","106043","1","97518","4"
"97518039","106073","1","97518","4"
"97518040","106103","1","97518","4"
"97518041","106133","1","97518","4"
"97518042","106163","1","97518","4"
"97518043","106193","1","97518","4"
"97518044","106253","1","97518","4"
"97518045","106223","1","97518","4"
"97518046","106553","1","97518","4"
"97518047","106583","1","97518","4"
"97518048","106613","1","97518","4"
"97518049","106313","1","97518","4"
"97518050","106283","1","97518","4"
"97518051","106343","1","97518","4"
"97518052","106373","1","97518","4"
"97518053","106491","1","97518","4"
"97518054","106462","1","97518","4"
"97519001","107041","1","97519","4"
"97519002","107071","1","97519","4"
"97519003","107131","1","97519","4"
"97519004","107191","1","97519","4"
"97519005","107011","1","97519","4"
"97519006","107101","1","97519","4"
"97519007","107161","1","97519","4"
"97519008","107221","1","97519","4"
"97519009","107251","1","97519","4"
"97519010","107551","1","97519","4"
"97519011","107581","1","97519","4"
"97519012","107611","1","97519","4"
"97519013","107281","1","97519","4"
"97519014","107311","1","97519","4"
"97519015","107371","1","97519","4"
"97519016","107341","1","97519","4"
"97519017","107461","1","97519","4"
"97519018","107491","1","97519","4"
"97519019","107042","1","97519","4"
"97519020","107072","1","97519","4"
"97519021","107132","1","97519","4"
"97519022","107192","1","97519","4"
"97519023","107012","1","97519","4"
"97519024","107102","1","97519","4"
"97519025","107162","1","97519","4"
"97519026","107222","1","97519","4"
"97519027","107252","1","97519","4"
"97519028","107552","1","97519","4"
"97519029","107582","1","97519","4"
"97519030","107612","1","97519","4"
"97519031","107312","1","97519","4"
"97519032","107372","1","97519","4"
"97519033","107492","1","97519","4"
"97519034","107282","1","97519","4"
"97519035","107342","1","97519","4"
"97519036","107462","1","97519","4"
"97519037","107013","1","97519","4"
"97519038","107073","1","97519","4"
"97519039","107103","1","97519","4"
"97519040","107163","1","97519","4"
"97519041","107223","1","97519","4"
"97519042","107253","1","97519","4"
"97519043","107043","1","97519","4"
"97519044","107133","1","97519","4"
"97519045","107193","1","97519","4"
"97519046","107553","1","97519","4"
"97519047","107613","1","97519","4"
"97519048","107583","1","97519","4"
"97519049","107343","1","97519","4"
"97519050","107463","1","97519","4"
"97519051","107493","1","97519","4"
"97519052","107283","1","97519","4"
"97519053","107313","1","97519","4"
"97519054","107373","1","97519","4"
"97520001","108011","1","97520","4"
"97520002","108071","1","97520","4"
"97520003","108101","1","97520","4"
"97520004","108191","1","97520","4"
"97520005","108221","1","97520","4"
"97520006","108251","1","97520","4"
"97520007","108041","1","97520","4"
"97520008","108131","1","97520","4"
"97520009","108161","1","97520","4"
"97520010","108551","1","97520","4"
"97520011","108581","1","97520","4"
"97520012","108611","1","97520","4"
"97520013","108281","1","97520","4"
"97520014","108311","1","97520","4"
"97520015","108371","1","97520","4"
"97520016","108401","1","97520","4"
"97520017","108431","1","97520","4"
"97520018","108521","1","97520","4"
"97520019","108012","1","97520","4"
"97520020","108042","1","97520","4"
"97520021","108072","1","97520","4"
"97520022","108102","1","97520","4"
"97520023","108132","1","97520","4"
"97520024","108162","1","97520","4"
"97520025","108192","1","97520","4"
"97520026","108222","1","97520","4"
"97520027","108252","1","97520","4"
"97520028","108552","1","97520","4"
"97520029","108582","1","97520","4"
"97520030","108612","1","97520","4"
"97520031","108342","1","97520","4"
"97520032","108462","1","97520","4"
"97520033","108492","1","97520","4"
"97520034","108282","1","97520","4"
"97520035","108312","1","97520","4"
"97520036","108372","1","97520","4"
"97520037","108013","1","97520","4"
"97520038","108043","1","97520","4"
"97520039","108073","1","97520","4"
"97520040","108103","1","97520","4"
"97520041","108133","1","97520","4"
"97520042","108163","1","97520","4"
"97520043","108193","1","97520","4"
"97520044","108223","1","97520","4"
"97520045","108253","1","97520","4"
"97520046","108553","1","97520","4"
"97520047","108583","1","97520","4"
"97520048","108613","1","97520","4"
"97520049","93001","1000","97521","6"
"97520050","90005","80","97521","2"
"97520051","140001","120","97521","4"
"97520052","23002","60","97521","2"
"97520053","24001","12","97521","2"
"97520054","93001","1000","97522","6"
"97520055","90005","80","97522","2"
"97520056","140001","120","97522","4"
"97520057","23002","60","97522","2"
"97520058","24001","12","97522","2"
"97520059","93001","1000","97523","6"
"97520060","90005","80","97523","2"
"97520061","140001","120","97523","4"
"97520062","23002","60","97523","2"
"97520063","24001","12","97523","2"
"97520064","93001","1000","97524","6"
"97520065","90005","80","97524","2"
"97520066","140001","120","97524","4"
"97520067","23002","60","97524","2"
"97520068","24001","12","97524","2"
"97520069","93001","1000","97525","6"
"97520070","90005","80","97525","2"
"97520071","140001","120","97525","4"
"97520072","23002","60","97525","2"
"97520073","24001","12","97525","2"
