c6993bbd008f5db1fe11d0c76c3e15fc4b575d75ba7b14905d7b77ee109975ef,1b7e07020e2ffc5998b90d10dccc703de31342fb4b1bd869b14f03ce2cf9e8d2,cfca4981b11697c776fa0040cd512fb2b83f79a23bd7787a0671fc386162687b,176e6c04071ba507a33f24a79e043c60b8bce289a3df9f310bf72ef04766ff14,f6c8d8d6da52612d762aa95dfaabf4dda823bdd1bf799e2b1aa1d5ba6e4d1efd,ca80dac688c4a663e34527c4d1c274bf593938d4cf8bc21116120bb130275b3e,224d9a88f49312cddfd177872af36a811370567f1f3ce0da8e4e5ed64b6d0cbf,842206f2eee53fb44d0b1dc6408c98f865f9f5d4505d777037885960451d71cf,ddad479bd8e65ca82549d62346cda6c38f394a0d4a8b7e14e9c4316e31a7daa9,27c9c56ebfa15f444d8ccad2bb2a6bf4717e592a801fdf5277510276366dce56,bc9cf5bce345e68984048189b913330ae7dd7180c5c7e81c7ff3ce925ce92764,2df8bcad191e0bf3ae61abe36639cbe174ac714d08bb818811a4beea2b0f10c1
"1","1.929","100980528","0","0","4","0","0","0","1009805","0","28"
"0","0","100980529","0","0","2","vo_lsv","0","0","1009805","vo_lsv_0506","29"
"0","0","100980530","300","0.536","1","0","0","10","1009805","0","30"
"1","0.536","100980531","0","0","4","0","0","0","1009805","0","31"
"0","0","100980532","300","1.438","1","0","300","10","1009805","0","32"
"1","1.438","100980533","0","0","4","0","0","0","1009805","0","33"
"0","0","100980534","327","2.426","1","0","0","11","1009805","0","34"
"1","0.8","100980601","0","0","4","0","0","0","1009806","0","1"
"0","0","100980602","0","0","2","vo_lsv","0","0","1009806","vo_lsv_0601","2"
"0","0","100980603","330","2.5","1","0","0","1","1009806","0","3"
"1","2.5","100980604","0","0","4","0","0","0","1009806","0","4"
"0","0","100980605","350","1.5","1","0","0","2","1009806","0","5"
"1","2.5","100980606","0","0","4","0","0","0","1009806","0","6"
"0","0","100980607","0","0","2","vo_lsv","0","0","1009806","vo_lsv_0602","7"
"0","0","100980608","325","1.9","1","0","0","3","1009806","0","8"
"1","1.9","100980609","0","0","4","0","0","0","1009806","0","9"
"0","0","100980610","300","1.744","1","0","0","4","1009806","0","10"
"1","2.329","100980611","0","0","4","0","0","0","1009806","0","11"
"0","0","100980612","300","1.049","1","0","0","5","1009806","0","12"
"1","1.049","100980613","0","0","4","0","0","0","1009806","0","13"
"0","0","100980614","210","1.093","1","0","0","6","1009806","0","14"
"1","2.093","100980615","0","0","4","0","0","0","1009806","0","15"
"0","0","100980616","0","0","2","vo_lsv","0","0","1009806","vo_lsv_0603","16"
"0","0","100980617","300","1.9","1","0","0","7","1009806","0","17"
"1","1.9","100980618","0","0","4","0","0","0","1009806","0","18"
"0","0","100980619","300","2.4","1","0","0","8","1009806","0","19"
"1","2.4","100980620","0","0","4","0","0","0","1009806","0","20"
"0","0","100980621","300","1.65","1","0","0","9","1009806","0","21"
"1","2.65","100980622","0","0","4","0","0","0","1009806","0","22"
"0","0","100980623","0","0","2","vo_lsv","0","0","1009806","vo_lsv_0604","23"
"0","0","100980624","300","1.763","1","0","0","10","1009806","0","24"
"1","1.763","100980625","0","0","4","0","0","0","1009806","0","25"
"0","0","100980626","320","1.308","1","0","0","11","1009806","0","26"
"1","2.308","100980627","0","0","4","0","0","0","1009806","0","27"
"0","0","100980628","0","0","2","vo_lsv","0","0","1009806","vo_lsv_0605","28"
"0","0","100980629","320","1","1","0","0","12","1009806","0","29"
"1","1","100980630","0","0","4","0","0","0","1009806","0","30"
"0","0","100980631","320","1.853","1","0","320","12","1009806","0","31"
"1","0.8","100980701","0","0","4","0","0","0","1009807","0","1"
"0","0","100980702","0","0","2","vo_lsv","0","0","1009807","vo_lsv_0701","2"
"0","0","100980703","300","1.355","1","0","0","1","1009807","0","3"
"1","1.355","100980704","0","0","4","0","0","0","1009807","0","4"
"0","0","100980705","300","1.126","1","0","0","2","1009807","0","5"
"1","1.126","100980706","0","0","4","0","0","0","1009807","0","6"
"0","0","100980707","300","1.641","1","0","0","3","1009807","0","7"
"1","2","100980708","0","0","4","0","0","0","1009807","0","8"
"0","0","100980709","0","0","2","vo_lsv","0","0","1009807","vo_lsv_0702","9"
"0","0","100980710","300","1.325","1","0","0","4","1009807","0","10"
"1","1.325","100980711","0","0","4","0","0","0","1009807","0","11"
"0","0","100980712","327","1.891","1","0","0","5","1009807","0","12"
"1","2.437","100980713","0","0","4","0","0","0","1009807","0","13"
"0","0","100980714","327","1.93","1","0","0","6","1009807","0","14"
"1","2.93","100980715","0","0","4","0","0","0","1009807","0","15"
"0","0","100980716","0","0","2","vo_lsv","0","0","1009807","vo_lsv_0703","16"
"0","0","100980717","300","1.84","1","0","0","7","1009807","0","17"
"1","2.361","100980718","0","0","4","0","0","0","1009807","0","18"
"0","0","100980719","300","1.38","1","0","0","8","1009807","0","19"
"1","1.38","100980720","0","0","4","0","0","0","1009807","0","20"
"0","0","100980721","300","1.399","1","0","0","9","1009807","0","21"
"1","2.399","100980722","0","0","4","0","0","0","1009807","0","22"
"0","0","100980723","0","0","2","vo_lsv","0","0","1009807","vo_lsv_0704","23"
"0","0","100980724","300","2.268","1","0","0","10","1009807","0","24"
"1","2.268","100980725","0","0","4","0","0","0","1009807","0","25"
"0","0","100980726","300","1.299","1","0","0","11","1009807","0","26"
"1","0.8","100980801","0","0","4","0","0","0","1009808","0","1"
"0","0","100980802","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0801","2"
"0","0","100980803","300","1.4","1","0","0","1","1009808","0","3"
"1","1.4","100980804","0","0","4","0","0","0","1009808","0","4"
"0","0","100980805","300","1","1","0","0","2","1009808","0","5"
"1","2","100980806","0","0","4","0","0","0","1009808","0","6"
"0","0","100980807","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0802","7"
"0","0","100980808","300","1.6","1","0","0","3","1009808","0","8"
"1","1.8","100980809","0","0","4","0","0","0","1009808","0","9"
"0","0","100980810","300","1","1","0","0","4","1009808","0","10"
"1","1","100980811","0","0","4","0","0","0","1009808","0","11"
"0","0","100980812","300","1.5","1","0","300","4","1009808","0","12"
"1","2.5","100980813","0","0","4","0","0","0","1009808","0","13"
"0","0","100980814","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0803","14"
"0","0","100980815","320","1.9","1","0","0","5","1009808","0","15"
"1","2.5","100980816","0","0","4","0","0","0","1009808","0","16"
"0","0","100980817","350","1.3","1","0","0","6","1009808","0","17"
"1","2.3","100980818","0","0","4","0","0","0","1009808","0","18"
"0","0","100980819","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0804","19"
"0","0","100980820","300","1.3","1","0","0","7","1009808","0","20"
"1","1.3","100980821","0","0","4","0","0","0","1009808","0","21"
"0","0","100980822","300","1.5","1","0","0","8","1009808","0","22"
"1","2.5","100980823","0","0","4","0","0","0","1009808","0","23"
"0","0","100980824","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0805","24"
"0","0","100980825","300","1.4","1","0","0","9","1009808","0","25"
"1","2.6","100980826","0","0","4","0","0","0","1009808","0","26"
"0","0","100980827","0","0","2","vo_lsv","0","0","1009808","vo_lsv_0806","27"
"0","0","100980828","327","1.363","1","0","15","10","1009808","0","28"
"1","0.8","100980901","0","0","4","0","0","0","1009809","0","1"
"0","0","100980902","0","0","2","vo_lsv","0","0","1009809","vo_lsv_0901","2"
"0","0","100980903","300","2.1","1","0","0","1","1009809","0","3"
"1","2.9","100980904","0","0","4","0","0","0","1009809","0","4"
"0","0","100980905","0","0","2","vo_lsv","0","0","1009809","vo_lsv_0902","5"
"0","0","100980906","327","2.46","1","0","0","2","1009809","0","6"
"1","2.64","100980907","0","0","4","0","0","0","1009809","0","7"
"0","0","100980908","327","1.845","1","0","327","2","1009809","0","8"
"1","1.85","100980909","0","0","4","0","0","0","1009809","0","9"
"0","0","100980910","300","1.735","1","0","0","3","1009809","0","10"
"1","2","100980911","0","0","4","0","0","0","1009809","0","11"
"0","0","100980912","0","0","2","vo_lsv","0","0","1009809","vo_lsv_0903","12"
"0","0","100980913","327","2.484","1","0","0","4","1009809","0","13"
"1","2.663","100980914","0","0","4","0","0","0","1009809","0","14"
"0","0","100980915","327","1.546","1","0","327","4","1009809","0","15"
"1","1.55","100980916","0","0","4","0","0","0","1009809","0","16"
"0","0","100980917","327","1.205","1","0","0","5","1009809","0","17"
"1","1.5","100980918","0","0","4","0","0","0","1009809","0","18"
"0","0","100980919","0","0","2","vo_lsv","0","0","1009809","vo_lsv_0904","19"
"0","0","100980920","327","2.079","1","0","0","6","1009809","0","20"
"1","2.4","100980921","0","0","4","0","0","0","1009809","0","21"
"0","0","100980922","327","2.05","1","0","0","7","1009809","0","22"
"1","2.35","100980923","0","0","4","0","0","0","1009809","0","23"
"0","0","100980924","327","2.55","1","0","0","8","1009809","0","24"
"1","0.8","100981001","0","0","4","0","0","0","1009810","0","1"
"0","0","100981002","0","0","2","vo_lsv","0","0","1009810","vo_lsv_1001","2"
"0","0","100981003","300","1.707","1","0","0","1","1009810","0","3"
"1","1.717","100981004","0","0","4","0","0","0","1009810","0","4"
"0","0","100981005","120","0.75","1","0","0","2","1009810","0","5"
"1","1.15","100981006","0","0","4","0","0","0","1009810","0","6"
"0","0","100981007","327","1.46","1","0","120","2","1009810","0","7"
"1","1.66","100981008","0","0","4","0","0","0","1009810","0","8"
"0","0","100981009","327","2.03","1","0","0","3","1009810","0","9"
"1","2.23","100981010","0","0","4","0","0","0","1009810","0","10"
"0","0","100981011","327","1.732","1","0","327","3","1009810","0","11"
"1","2.5","100981012","0","0","4","0","0","0","1009810","0","12"
"0","0","100981013","0","0","2","vo_lsv","0","0","1009810","vo_lsv_1002","13"
"0","0","100981014","300","1.9","1","0","0","4","1009810","0","14"
"1","1.949","100981015","0","0","4","0","0","0","1009810","0","15"
"0","0","100981016","327","2.05","1","0","0","5","1009810","0","16"
"1","2.08","100981017","0","0","4","0","0","0","1009810","0","17"
"0","0","100981018","327","0.8","1","0","327","5","1009810","0","18"
"1","2","100981019","0","0","4","0","0","0","1009810","0","19"
"0","0","100981020","0","0","2","vo_lsv","0","0","1009810","vo_lsv_1003","20"
"0","0","100981021","116","1.575","1","0","0","6","1009810","0","21"
"1","1.6","100981022","0","0","4","0","0","0","1009810","0","22"
"0","0","100981023","300","1.243","1","0","116","6","1009810","0","23"
"1","3","100981024","0","0","4","0","0","0","1009810","0","24"
"0","0","100981025","0","0","2","vo_lsv","0","0","1009810","vo_lsv_1004","25"
"0","0","100981026","300","1.867","1","0","0","7","1009810","0","26"
"1","2.067","100981027","0","0","4","0","0","0","1009810","0","27"
"0","0","100981028","327","0.956","1","0","0","8","1009810","0","28"
"1","1","100981029","0","0","4","0","0","0","1009810","0","29"
"0","0","100981030","160","1.851","1","0","0","9","1009810","0","30"
"1","1.88","100981031","0","0","4","0","0","0","1009810","0","31"
"0","0","100981032","160","1.172","1","0","160","9","1009810","0","32"
"1","2.5","100981033","0","0","4","0","0","0","1009810","0","33"
"0","0","100981034","0","0","2","vo_lsv","0","0","1009810","vo_lsv_1005","34"
"0","0","100981035","52","0.95","1","0","0","10","1009810","0","35"
"1","1.1","100981036","0","0","4","0","0","0","1009810","0","36"
"0","0","100981037","300","1.392","1","0","52","10","1009810","0","37"
"1","0.8","100981101","0","0","4","0","0","0","1009811","0","1"
"0","0","100981102","0","0","2","vo_lsv","0","0","1009811","vo_lsv_1101","2"
"0","0","100981103","300","1.813","1","0","0","1","1009811","0","3"
"1","2","100981104","0","0","4","0","0","0","1009811","0","4"
"0","0","100981105","280","1.065","1","0","0","2","1009811","0","5"
"1","1.095","100981106","0","0","4","0","0","0","1009811","0","6"
"0","0","100981107","327","2.176","1","0","0","3","1009811","0","7"
"1","3.1","100981108","0","0","4","0","0","0","1009811","0","8"
"0","0","100981109","0","0","2","vo_lsv","0","0","1009811","vo_lsv_1102","9"
"0","0","100981110","327","1.283","1","0","0","4","1009811","0","10"
"1","1.31","100981111","0","0","4","0","0","0","1009811","0","11"
"0","0","100981112","327","2.351","1","0","0","5","1009811","0","12"
"1","2.381","100981113","0","0","4","0","0","0","1009811","0","13"
"0","0","100981114","327","2.037","1","0","0","6","1009811","0","14"
"1","3","100981115","0","0","4","0","0","0","1009811","0","15"
"0","0","100981116","0","0","2","vo_lsv","0","0","1009811","vo_lsv_1103","16"
"0","0","100981117","327","2.637","1","0","0","7","1009811","0","17"
"1","3.23","100981118","0","0","4","0","0","0","1009811","0","18"
"0","0","100981119","327","1.789","1","0","0","8","1009811","0","19"
"1","1.81","100981120","0","0","4","0","0","0","1009811","0","20"
"0","0","100981121","167","0.763","1","0","0","9","1009811","0","21"
"1","0.893","100981122","0","0","4","0","0","0","1009811","0","22"
"0","0","100981123","327","1.079","1","0","167","9","1009811","0","23"
"1","1.1","100981124","0","0","4","0","0","0","1009811","0","24"
"0","0","100981125","327","1.424","1","0","327","9","1009811","0","25"
"1","2.5","100981126","0","0","4","0","0","0","1009811","0","26"
"0","0","100981127","0","0","2","vo_lsv","0","0","1009811","vo_lsv_1104","27"
"0","0","100981128","350","2.2","1","0","0","10","1009811","0","28"
"1","2.25","100981129","0","0","4","0","0","0","1009811","0","29"
"0","0","100981130","350","0.85","1","0","350","10","1009811","0","30"
"1","1.05","100981131","0","0","4","0","0","0","1009811","0","31"
"0","0","100981132","300","1.6","1","0","0","11","1009811","0","32"
"1","0.8","100981201","0","0","4","0","0","0","1009812","0","1"
"0","0","100981202","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1201","2"
"0","0","100981203","300","2.379","1","0","0","1","1009812","0","3"
"1","3.5","100981204","0","0","4","0","0","0","1009812","0","4"
"0","0","100981205","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1202","5"
"0","0","100981206","327","1.623","1","0","0","2","1009812","0","6"
"1","1.63","100981207","0","0","4","0","0","0","1009812","0","7"
"0","0","100981208","327","2.644","1","0","0","3","1009812","0","8"
"1","3.5","100981209","0","0","4","0","0","0","1009812","0","9"
"0","0","100981210","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1203","10"
"0","0","100981211","300","1.502","1","0","0","4","1009812","0","11"
"1","1.51","100981212","0","0","4","0","0","0","1009812","0","12"
"0","0","100981213","327","2.171","1","0","0","5","1009812","0","13"
"1","2.2","100981214","0","0","4","0","0","0","1009812","0","14"
"0","0","100981215","155","1.319","1","0","0","6","1009812","0","15"
"1","1.8","100981216","0","0","4","0","0","0","1009812","0","16"
"0","0","100981217","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1204","17"
"0","0","100981218","300","1.03","1","0","155","6","1009812","0","18"
"1","2","100981219","0","0","4","0","0","0","1009812","0","19"
"0","0","100981220","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1205","20"
"0","0","100981221","300","3.21","1","0","0","7","1009812","0","21"
"1","3.25","100981222","0","0","4","0","0","0","1009812","0","22"
"0","0","100981223","327","0.887","1","0","0","8","1009812","0","23"
"1","2.25","100981224","0","0","4","0","0","0","1009812","0","24"
"0","0","100981225","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1206","25"
"0","0","100981226","300","1.602","1","0","0","9","1009812","0","26"
"1","1.7","100981227","0","0","4","0","0","0","1009812","0","27"
"0","0","100981228","327","2.476","1","0","0","10","1009812","0","28"
"1","3.5","100981229","0","0","4","0","0","0","1009812","0","29"
"0","0","100981230","0","0","2","vo_lsv","0","0","1009812","vo_lsv_1207","30"
"0","0","100981231","355","1.155","1","0","0","11","1009812","0","31"
"1","1.18","100981232","0","0","4","0","0","0","1009812","0","32"
"0","0","100981233","355","1.28","1","0","355","11","1009812","0","33"
"1","0.8","100981301","0","0","4","0","0","0","1009813","0","1"
"0","0","100981302","0","0","2","vo_lsv","0","0","1009813","vo_lsv_1301","2"
"0","0","100981303","300","2.09","1","0","0","1","1009813","0","3"
"1","2.12","100981304","0","0","4","0","0","0","1009813","0","4"
"0","0","100981305","340","2.649","1","0","0","2","1009813","0","5"
"1","3.6","100981306","0","0","4","0","0","0","1009813","0","6"
"0","0","100981307","0","0","2","vo_lsv","0","0","1009813","vo_lsv_1302","7"
"0","0","100981308","300","2.138","1","0","0","3","1009813","0","8"
"1","2.17","100981309","0","0","4","0","0","0","1009813","0","9"
"0","0","100981310","327","2.111","1","0","0","4","1009813","0","10"
"1","2.45","100981311","0","0","4","0","0","0","1009813","0","11"
"0","0","100981312","327","2","1","0","0","5","1009813","0","12"
"1","2.3","100981313","0","0","4","0","0","0","1009813","0","13"
"0","0","100981314","290","1.354","1","0","0","6","1009813","0","14"
"1","3","100981315","0","0","4","0","0","0","1009813","0","15"
"0","0","100981316","0","0","2","vo_lsv","0","0","1009813","vo_lsv_1303","16"
"0","0","100981317","300","1.539","1","0","0","7","1009813","0","17"
"1","1.569","100981318","0","0","4","0","0","0","1009813","0","18"
"0","0","100981319","0","0.732","1","0","0","8","1009813","0","19"
"1","1.08","100981320","0","0","4","0","0","0","1009813","0","20"
"0","0","100981321","300","1.207","1","0","0","8","1009813","0","21"
"1","1.407","100981322","0","0","4","0","0","0","1009813","0","22"
"0","0","100981323","327","1.798","1","0","0","9","1009813","0","23"
"1","2.7","100981324","0","0","4","0","0","0","1009813","0","24"
"0","0","100981325","0","0","2","vo_lsv","0","0","1009813","vo_lsv_1304","25"
"0","0","100981326","300","1.633","1","0","0","10","1009813","0","26"
