6d76bc817d97a9d964c417e93f9736102f2e1e49a1b76e9755c08da5133099fe,da98ee66bee6136119f29814a475311a3865c4e699b7044bf5231688774eed36,e7f1d8ed0149ba5b2b2b18950c0dfc27229b4b7279a48d438e0b83f67ea434d4,48c3514230976dd077718789216d7b350c229ef43b89b71faa138f9fdad53e41,2fb9ab43294971b6648334ce72d0c71726f5edbb552dd7ced642bd7043fc99fd,0934fa2cfcafae6972984c22fdf8e50f619bbb1052e179c2cde04a97b655d45c,4f47374bba7d053451d8dc91242fc82a7dc2bef14d2df3076d2e82c99ead808b,c7c684164b5c8e781353bdaac5f6fdd3e6d212bad3df326d8463c4d3d66b95c4,d7d95ddb8a632a038cb824a9bc997a4f54e7cc9eb48c1a08f77c09e7d041c034,3be5c1dead5f1580ec2d88288eb2d26e7bcbde8589391940adbe205f87f3892d,a15856857ba4d3d394e7038e2f55898e7e94752b4355125a113fd74750b36b50,8a6cf5fe66eb3aa02ed0fefe4a05156287ddeb4c7758fd90b817ca3ba3e69d33
"1","降低物理防禦90秒","1","0","3001","1640000000000","300116","3","36000","300116","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3001","1480000000000","300117","3","36000","300117","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","每秒HP恢復90秒","1","0","3001","1360000000000","300118","3","36000","300118","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","降低物理攻擊90秒","1","0","3001","1240000000000","300119","3","36000","300119","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3001","1080000000000","300120","3","36000","300120","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3001","960000000000","300121","3","36000","300121","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3001","840000000000","300122","3","36000","300122","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3001","720000000000","300123","3","36000","300123","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","TP提升150","1","0","3001","560000000000","300124","3","36000","300124","戰鬥開始時，我方的TP提升150","-1"
"1","無敵15秒","1","0","3001","440000000000","300125","3","36000","300125","戰鬥開始15秒內，我方進入無敵狀態","-1"
"1","降低物理攻擊90秒","1","0","3001","320000000000","300126","3","36000","300126","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3001","160000000000","300127","3","36000","300127","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3001","40000000000","300128","3","36000","300128","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","4656000000000","300201","3","36000","300201","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","4464000000000","300202","3","36000","300202","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3002","4320000000000","300203","3","36000","300203","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3002","4176000000000","300204","3","36000","300204","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3002","4032000000000","300205","3","36000","300205","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3002","3840000000000","300206","3","36000","300206","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法攻擊90秒","1","0","3002","3552000000000","300207","3","36000","300207","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3002","3408000000000","300208","3","36000","300208","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3002","3216000000000","300209","3","36000","300209","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法攻擊90秒","1","0","3002","3072000000000","300210","3","36000","300210","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","2880000000000","300211","3","36000","300211","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3002","2736000000000","300212","3","36000","300212","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3002","2592000000000","300213","3","36000","300213","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3002","2448000000000","300214","3","36000","300214","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3002","2256000000000","300215","3","36000","300215","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法攻擊90秒","1","0","3002","1968000000000","300216","3","36000","300216","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3002","1776000000000","300217","3","36000","300217","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3002","1632000000000","300218","3","36000","300218","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法攻擊90秒","1","0","3002","1488000000000","300219","3","36000","300219","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","1296000000000","300220","3","36000","300220","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3002","1152000000000","300221","3","36000","300221","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3002","1008000000000","300222","3","36000","300222","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","864000000000","300223","3","36000","300223","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","TP提升150","1","0","3002","672000000000","300224","3","36000","300224","戰鬥開始時，我方的TP提升150","-1"
"1","無敵15秒","1","0","3002","528000000000","300225","3","36000","300225","戰鬥開始15秒內，我方進入無敵狀態","-1"
"1","降低物理防禦90秒","1","0","3002","384000000000","300226","3","36000","300226","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3002","192000000000","300227","3","36000","300227","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低魔法攻擊90秒","1","0","3002","48000000000","300228","3","36000","300228","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3003","3880000000000","300301","3","36000","300301","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","3720000000000","300302","3","36000","300302","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","3480000000000","300303","3","36000","300303","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3003","3360000000000","300304","3","36000","300304","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3003","3200000000000","300305","3","36000","300305","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理攻擊90秒","1","0","3003","3080000000000","300306","3","36000","300306","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","2960000000000","300307","3","36000","300307","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","每秒HP恢復90秒","1","0","3003","2840000000000","300308","3","36000","300308","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","每秒TP提升90秒","1","0","3003","2680000000000","300309","3","36000","300309","戰鬥開始90秒內，每秒提升我方的TP","-1"
"1","降低物理攻擊90秒","1","0","3003","2560000000000","300310","3","36000","300310","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","2400000000000","300311","3","36000","300311","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","2160000000000","300312","3","36000","300312","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3003","2040000000000","300313","3","36000","300313","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3003","1880000000000","300314","3","36000","300314","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理攻擊90秒","1","0","3003","1760000000000","300315","3","36000","300315","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","1640000000000","300316","3","36000","300316","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","每秒HP恢復90秒","1","0","3003","1480000000000","300317","3","36000","300317","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","每秒TP提升90秒","1","0","3003","1360000000000","300318","3","36000","300318","戰鬥開始90秒內，每秒提升我方的TP","-1"
"1","降低物理攻擊90秒","1","0","3003","1240000000000","300319","3","36000","300319","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","1080000000000","300320","3","36000","300320","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3003","960000000000","300321","3","36000","300321","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","840000000000","300322","3","36000","300322","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3003","720000000000","300323","3","36000","300323","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","TP提升150","1","0","3003","560000000000","300324","3","36000","300324","戰鬥開始時，我方的TP提升150","-1"
"1","降低物理攻擊90秒","1","0","3003","440000000000","300325","3","36000","300325","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3003","320000000000","300326","3","36000","300326","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","每秒HP恢復90秒","1","0","3003","160000000000","300327","3","36000","300327","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","每秒TP提升90秒","1","0","3003","40000000000","300328","3","36000","300328","戰鬥開始90秒內，每秒提升我方的TP","-1"
"1","降低物理防禦90秒","1","0","3004","4656000000000","300401","3","36000","300401","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理防禦90秒","1","0","3004","4464000000000","300402","3","36000","300402","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3004","4320000000000","300403","3","36000","300403","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3004","4176000000000","300404","3","36000","300404","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3004","4032000000000","300405","3","36000","300405","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3004","3696000000000","300406","3","36000","300406","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3004","3552000000000","300407","3","36000","300407","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3004","3408000000000","300408","3","36000","300408","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理防禦90秒","1","0","3004","3216000000000","300409","3","36000","300409","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理防禦90秒","1","0","3004","3072000000000","300410","3","36000","300410","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理防禦90秒","1","0","3004","2880000000000","300411","3","36000","300411","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3004","2736000000000","300412","3","36000","300412","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3004","2592000000000","300413","3","36000","300413","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3004","2448000000000","300414","3","36000","300414","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3004","2112000000000","300415","3","36000","300415","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3004","1968000000000","300416","3","36000","300416","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3004","1776000000000","300417","3","36000","300417","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理防禦90秒","1","0","3004","1632000000000","300418","3","36000","300418","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升物理攻擊90秒","1","0","3004","1488000000000","300419","3","36000","300419","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升物理攻擊90秒","1","0","3004","1296000000000","300420","3","36000","300420","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升物理攻擊90秒","1","0","3004","1152000000000","300421","3","36000","300421","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3004","1008000000000","300422","3","36000","300422","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3004","864000000000","300423","3","36000","300423","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","TP提升150","1","0","3004","672000000000","300424","3","36000","300424","戰鬥開始時，我方的TP提升150","-1"
"1","無敵15秒","1","0","3004","528000000000","300425","3","36000","300425","戰鬥開始15秒內，我方進入無敵狀態","-1"
"1","提升物理攻擊90秒","1","0","3004","384000000000","300426","3","36000","300426","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升物理攻擊90秒","1","0","3004","192000000000","300427","3","36000","300427","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","降低物理防禦90秒","1","0","3004","48000000000","300428","3","36000","300428","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","17363000000000","300501","3","36000","300501","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","16647000000000","300502","3","36000","300502","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","16110000000000","300503","3","36000","300503","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","15573000000000","300504","3","36000","300504","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3005","15036000000000","300505","3","36000","300505","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3005","14320000000000","300506","3","36000","300506","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","13783000000000","300507","3","36000","300507","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","13246000000000","300508","3","36000","300508","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3005","12709000000000","300509","3","36000","300509","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3005","11993000000000","300510","3","36000","300510","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","11456000000000","300511","3","36000","300511","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","10740000000000","300512","3","36000","300512","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","10203000000000","300513","3","36000","300513","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","9666000000000","300514","3","36000","300514","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3005","9129000000000","300515","3","36000","300515","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3005","8413000000000","300516","3","36000","300516","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","7876000000000","300517","3","36000","300517","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","7339000000000","300518","3","36000","300518","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理防禦90秒","1","0","3005","6623000000000","300519","3","36000","300519","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3005","6086000000000","300520","3","36000","300520","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","5549000000000","300521","3","36000","300521","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低物理攻擊90秒","1","0","3005","4833000000000","300522","3","36000","300522","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3005","4296000000000","300523","3","36000","300523","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3005","3759000000000","300524","3","36000","300524","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理攻擊90秒","1","0","3005","3222000000000","300525","3","36000","300525","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","TP提升150","1","0","3005","2506000000000","300526","3","36000","300526","戰鬥開始時，我方的TP提升150","-1"
"1","無敵15秒","1","0","3005","1969000000000","300527","3","36000","300527","戰鬥開始15秒內，我方進入無敵狀態","-1"
"1","提升物理攻擊90秒","1","0","3005","1432000000000","300528","3","36000","300528","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3005","716000000000","300529","3","36000","300529","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理攻擊90秒","1","0","3005","179000000000","300530","3","36000","300530","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","提升魔法攻擊90秒","1","0","3006","7857000000000","300601","3","54000","300601","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","提升物理攻擊90秒","1","0","3006","7290000000000","300602","3","54000","300602","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","降低物理防禦90秒","1","0","3006","6804000000000","300603","3","54000","300603","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升魔法攻擊90秒","1","0","3006","6237000000000","300604","3","54000","300604","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法防禦90秒","1","0","3006","5751000000000","300605","3","54000","300605","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","提升魔法攻擊90秒","1","0","3006","5184000000000","300606","3","54000","300606","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","每秒HP恢復90秒","1","0","3006","4617000000000","300607","3","54000","300607","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","提升魔法攻擊90秒","1","0","3006","4131000000000","300608","3","54000","300608","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","提升物理攻擊90秒","1","0","3006","3564000000000","300609","3","54000","300609","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","降低物理防禦90秒","1","0","3006","2997000000000","300610","3","54000","300610","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","提升魔法攻擊90秒","1","0","3006","2511000000000","300611","3","54000","300611","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低魔法防禦90秒","1","0","3006","2187000000000","300612","3","54000","300612","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","提升魔法攻擊90秒","1","0","3006","1701000000000","300613","3","54000","300613","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","每秒HP恢復90秒","1","0","3006","1134000000000","300614","3","54000","300614","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","無敵15秒","1","0","3006","891000000000","300615","3","54000","300615","戰鬥開始15秒內，我方進入無敵狀態","-1"
"1","提升魔法攻擊90秒","1","0","3006","648000000000","300616","3","54000","300616","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3006","324000000000","300617","3","54000","300617","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","降低魔法防禦90秒","1","0","3006","81000000000","300618","3","54000","300618","戰鬥開始90秒內，使敵人的魔法防禦力下降","-1"
"1","每秒HP恢復90秒","1","0","3007","9409000000000","300701","3","54000","300701","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","降低物理攻擊90秒","1","0","3007","8730000000000","300702","3","54000","300702","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3007","8148000000000","300703","3","54000","300703","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3007","7469000000000","300704","3","54000","300704","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
"1","提升魔法攻擊90秒","1","0","3007","6887000000000","300705","3","54000","300705","戰鬥開始90秒內，使我方的魔法攻擊力提升","-1"
"1","降低物理防禦90秒","1","0","3007","6208000000000","300706","3","54000","300706","戰鬥開始90秒內，使敵人的物理防禦力下降","-1"
"1","每秒TP提升90秒","1","0","3007","5529000000000","300707","3","54000","300707","戰鬥開始90秒內，每秒提升我方的TP","-1"
"1","每秒HP恢復90秒","1","0","3007","4947000000000","300708","3","54000","300708","戰鬥開始90秒內，每秒恢復我方的HP","-1"
"1","降低物理攻擊90秒","1","0","3007","4268000000000","300709","3","54000","300709","戰鬥開始90秒內，使敵人的物理攻擊力下降","-1"
"1","降低魔法攻擊90秒","1","0","3007","3589000000000","300710","3","54000","300710","戰鬥開始90秒內，使敵人的魔法攻擊力下降","-1"
"1","提升物理攻擊90秒","1","0","3007","3007000000000","300711","3","54000","300711","戰鬥開始90秒內，使我方的物理攻擊力提升。","-1"
