ed5a72050e7b73d41e06b293a18f13c69a2e92f1d273108245ac679612fc7cdd,00a026209250d4645712c4f0183343fe3e7c51d0cca81f9e01a06c9edfb9b08c,23229f92394225a8d2f440b4ef2813b5d484b53c0820255c6ddc1af39a514a39,f10bb6d374b7ae8c58388697e23ca0f174e388ed7532c1ae66f86cfcf1968e6e,990b7233318abc661ef873d225fb71c0ef7231351c9580bf2957d3a6506d84c6,ab33f3059a5ba08bb07659904f67227bea1a57f33a5a4e2c97469894b29be703,0335d9a1e1bff45e4a88241e68ac2bf28984b2ebd69802e70c7c945277298516,2458d46b81954e02c5c65de3552545cfcc4b124256e3905606c2afbeb11aeed3,3aa5f5267a16a6d6decf0feaa4de2773ddf617e21d3bcdf25dcf36b1cedd3878,fb3548e5d0d2b8ab53301689ba3a712d3024d72e66af41fe3bc225c168a17a33,12bbffb50399e2933a77c5057213d07afe75ae9faec61c897d2d2255d79329cc,37cc19b86b081582e4fd48889eedc5f1c0ec4f22a5b1b87aab23e3c1199550cd,3a0579260db39e9fdc14af438b5fe3611474fe7b10c35300a524d58d7ba84d7a,e0f93bbf45eee1dc629411d4b8e78bc8d007a621c8664e774def63bbdf04bb3f,eefd0228b843e76efddacd020364f77aff43ec20f67710fad249ff95cb296761,9cf8b5558ba50420548ffd78009a37b15fd371173908a018a3c85a4c7f4f1eee,82d6351c3cbbe9424b348f32fa6cc463e47e734e0b4fe5115d2164e0923c7223,b03f1d32481ed425dae8ed070fc155b52dec66f082994cb29382b1a712d49bdf,f37a730d2d880cb212804250949abab50ece1f00b3c05c01b5c43956fe0b4b39,ffb661c4d1408034b2448159335e5c92dadbed1d37e074a6f4c0168e1c9a448a,20767925576017e63b8a423ffb505efcc0be3d2a87728edac0229ab08ba32909
"0","1010","BeachJumpOverTrap","1400","NONE","BeachJumpOverTrap","400","BeachJumpOverTrap","SpeedTerritoryA","0","NONE","0","2200","0","NONE","3000","3500","NONE","EnemyB","0","NONE"
"3300","1011","SummerEnemyD","900","AccelBoardA","SummerEnemyA","400","BeachJumpBoard","SpeedTerritoryA","0","NONE","0","1500","0","NONE","2400","2800","NONE","BeachJumpOverTrap","0","NONE"
"0","1012","Balloon","1200","NONE","EnemyB","300","SpeedTerritoryA_NoColl","SpeedTerritoryA_NoColl","0","NONE","0","2200","0","NONE","2850","3750","NONE","BeachJumpBoard","0","NONE"
"0","1013","SpeedTerritoryA","1400","NONE","BeachTrap","900","BeachTrap","AccelBoardA","0","NONE","0","2100","0","NONE","2600","3300","NONE","SummerEnemyD","0","NONE"
"3000","1014","WaterMelon","1400","AccelBoardA","BeachJumpOverTrap","400","BeachTrap","SpeedTerritoryA","0","NONE","3500","1800","0","SummerJumpOverEnemyB","2200","2600","NONE","SummerJumpOverEnemyB","0","NONE"
"0","1015","Balloon","1100","NONE","SummerEnemyB","600","SpeedTerritoryA_NoColl","SummerEnemyA_NoColl","0","NONE","0","1900","0","NONE","2500","3700","NONE","BeachTrap_NoCall","0","NONE"
"0","1016","AccelBoardA","1400","NONE","NONE","600","AccelBoardA","EnemyB","0","NONE","0","2300","0","NONE","3300","0","NONE","BeachTrap","0","NONE"
"0","1017","AccelBoardA","1200","NONE","BeachTrap","400","WaterMelon","EnemyB","0","NONE","0","1600","0","NONE","2500","3300","NONE","AccelBoardA","0","NONE"
"2900","1018","BeachTrap","900","EnemyB_NoColl","SummerEnemyA_NoColl","600","Balloon","BeachTrap","0","NONE","0","1100","0","NONE","1900","2400","NONE","EnemyB_NoColl","0","NONE"
"3800","1019","BeachTrap","1200","BeachTrap","AccelBoardA","500","BeachTrap","BeachTrap","0","NONE","0","2000","0","NONE","2500","3000","NONE","SummerEnemyA","0","NONE"
"3100","1020","AccelBoardA","900","SummerEnemyD","BeachTrap","400","BeachTrap","BeachJumpBoard","0","NONE","3700","1900","0","SummerEnemyD","2300","2700","NONE","BeachTrap","0","NONE"
"0","1021","EnemyB","700","NONE","AccelBoardA","400","SummerEnemyA_NoColl","Balloon","0","NONE","0","1550","0","NONE","2400","3400","NONE","BeachTrap_NoCall","0","NONE"
"0","1022","SummerEnemyB","1200","NONE","SpeedTerritoryA","800","BeachTrap","BeachTrap","0","NONE","0","1800","0","NONE","2500","3400","NONE","AccelBoardA","0","NONE"
"3500","1023","SummerEnemyC","1000","BeachTrap","BeachTrap","500","SummerJumpOverEnemyC","BeachTrap","0","NONE","0","1500","0","NONE","2000","3000","NONE","WaterMelon","0","NONE"
"3200","1024","SummerEnemyB","600","BeachTrap","EnemyB_NoColl","400","SummerEnemyA_NoColl","Balloon","0","NONE","3700","1300","0","SummerJumpOverEnemyC","1800","2300","NONE","SpeedTerritoryA_NoColl","0","NONE"
"0","1025","EnemyB","1300","NONE","AccelBoardA","900","AccelBoardA","AccelBoardA","0","NONE","0","2000","0","NONE","2700","3400","NONE","AccelBoardA","0","NONE"
"0","1026","EnemyB","800","NONE","NONE","400","WaterMelon","AccelBoardA","0","NONE","0","1500","0","NONE","2500","0","NONE","BeachJumpBoard","0","NONE"
"3100","1027","SpeedTerritoryA","630","BeachJumpBoard","SummerEnemyA_NoColl","400","Balloon","BeachTrap","0","NONE","0","700","0","NONE","1700","2600","NONE","EnemyB_NoColl","0","NONE"
"0","1028","SpeedTerritoryA","1400","NONE","AccelBoardA","600","SummerEnemyD","AccelBoardA","0","NONE","0","2300","0","NONE","2700","3200","NONE","BeachTrap","0","NONE"
"0","1029","SummerEnemyC","1000","NONE","NONE","500","SpeedTerritoryA","BeachTrap","0","NONE","0","1700","0","NONE","2500","0","NONE","WarpGateA","0","NONE"
"3500","1030","WaterMelon","1500","SpeedTerritoryA","BeachTrap","500","AccelBoardA","AccelBoardA","0","NONE","0","2000","0","NONE","2500","2800","NONE","BeachTrap","0","NONE"
"3500","1031","Balloon","1200","AccelBoardA","SummerEnemyD","350","SpeedTerritoryA_NoColl","SpeedTerritoryA_NoColl","0","NONE","0","2200","0","NONE","2900","3200","NONE","BeachTrap","0","NONE"
"0","1032","AccelBoardA","1500","NONE","NONE","700","SummerEnemyA","SummerEnemyA","0","NONE","0","3000","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1033","BeachTrap","1400","NONE","NONE","700","SummerEnemyA","AccelBoardA","0","NONE","0","2200","0","NONE","3100","0","NONE","SpeedTerritoryA","0","NONE"
"3500","1034","BeachTrap","1000","SpeedTerritoryB","SummerJumpOverEnemyA","500","SummerJumpOverEnemyC","BeachJumpOverTrap","0","NONE","0","2000","0","NONE","2500","3000","NONE","SummerJumpOverEnemyD","0","NONE"
"2700","1035","BeachJumpOverTrap","800","BeachTrap_NoCall","EnemyB_NoColl","400","BeachTrap","SummerEnemyC","0","NONE","3100","1200","0","EnemyB_NoColl","1500","2300","NONE","Balloon","0","NONE"
"0","1036","AccelBoardA","1200","NONE","NONE","500","BeachTrap","SpeedTerritoryA","0","NONE","0","2700","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1037","SummerEnemyD","1000","NONE","NONE","500","BeachTrap","AccelBoardA","0","NONE","0","2000","0","NONE","3000","0","NONE","AccelBoardA","0","NONE"
"3500","1038","SpeedTerritoryB","1000","AccelBoardA","AccelBoardA","500","AccelBoardA","WaterMelon","0","NONE","0","2200","0","NONE","2700","3000","NONE","EnemyB","0","NONE"
"0","1039","SpeedTerritoryA","1700","NONE","NONE","800","WarpGateA","BeachTrap","0","NONE","0","2500","0","NONE","2400","3100","NONE","NONE","0","NONE"
"0","1040","EnemyB","1000","NONE","WarpGateA","500","SummerJumpOverEnemyA","SummerEnemyC","0","NONE","0","1400","0","NONE","1800","2500","NONE","SummerJumpOverEnemyA","0","NONE"
"0","1041","BeachTrap","1500","NONE","AccelBoardA","1000","AccelBoardA","BeachTrap","0","NONE","0","2000","0","NONE","2800","3300","NONE","SummerEnemyC","0","NONE"
"3300","1042","BeachTrap","900","AccelBoardA","SummerJumpOverEnemyA","500","AccelBoardA","BeachTrap","0","NONE","0","1300","0","NONE","1800","2700","NONE","WaterMelon","0","NONE"
"0","1043","AccelBoardA","1100","NONE","BeachTrap","500","AccelBoardA","SummerEnemyB","0","NONE","0","1500","0","NONE","2200","2700","NONE","SummerEnemyC","0","NONE"
"0","1044","AccelBoardA","1400","NONE","NONE","500","BeachJumpBoard","SummerEnemyB","0","NONE","0","2300","0","NONE","3300","0","NONE","SpeedTerritoryB","0","NONE"
"0","1045","EnemyB","1900","NONE","NONE","1280","AccelBoardA","AccelBoardA","0","NONE","0","2300","0","NONE","2700","0","NONE","AccelBoardA","0","NONE"
"0","1046","AccelBoardA","900","NONE","BeachJumpBoard","400","AccelBoardA","AccelBoardA","0","NONE","0","1300","0","NONE","2000","2500","NONE","EnemyB","0","NONE"
"0","1047","SpeedTerritoryB","1500","NONE","NONE","700","WarpGateA","AccelBoardA","0","NONE","0","2400","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1048","SummerEnemyD","1600","NONE","NONE","550","BeachTrap","AccelBoardA","0","NONE","0","2500","0","NONE","3100","0","NONE","BeachTrap","0","NONE"
"3500","1049","SpeedTerritoryB","1000","BeachTrap","BeachTrap","500","AccelBoardA","WaterMelon","0","NONE","0","2000","0","NONE","2500","3000","NONE","BeachJumpOverTrap","0","NONE"
"3600","1050","BeachJumpOverTrap","1200","BeachJumpOverTrap","BeachJumpOverTrap","600","BeachJumpOverTrap","BeachJumpOverTrap","0","NONE","0","1800","0","NONE","2400","3000","NONE","BeachJumpOverTrap","0","NONE"
"0","1051","BeachJumpBoard","1300","NONE","NONE","500","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2200","0","NONE","3000","0","NONE","BeachJumpBoard","0","NONE"
"0","1052","BeachJumpBoard","1200","NONE","NONE","300","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2100","0","NONE","3500","0","NONE","SpeedTerritoryA","0","NONE"
"3600","1053","BeachJumpOverTrap","1200","BeachTrap","BeachTrap","600","BeachJumpOverTrap","BeachJumpOverTrap","0","NONE","0","1800","0","NONE","2400","3000","NONE","BeachTrap","0","NONE"
"0","1054","BeachJumpBoard","0","NONE","NONE","500","NONE","NONE","0","NONE","0","0","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1055","BeachJumpBoard","1200","NONE","NONE","300","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2100","0","NONE","3500","0","NONE","EnemyB","0","NONE"
"3600","1056","BeachJumpOverTrap","1200","BeachTrap","BeachJumpOverTrap","600","BeachJumpOverTrap","BeachJumpOverTrap","0","NONE","0","1800","0","NONE","2400","3000","NONE","BeachJumpOverTrap","0","NONE"
"0","1057","BeachJumpBoard","1500","NONE","NONE","500","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2500","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1058","BeachJumpBoard","1200","NONE","NONE","300","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2100","0","NONE","3500","0","NONE","SummerEnemyC","0","NONE"
"3600","1059","BeachJumpOverTrap","1200","BeachTrap","BeachTrap","600","BeachJumpOverTrap","BeachJumpOverTrap","0","NONE","0","1800","0","NONE","2400","3000","NONE","BeachJumpOverTrap","0","NONE"
"0","1060","BeachJumpBoard","2500","NONE","NONE","1300","NONE","BeachJumpBoard","0","NONE","0","0","0","NONE","0","0","NONE","NONE","0","NONE"
"0","1061","BeachJumpBoard","1200","NONE","NONE","300","BeachJumpBoard","BeachJumpBoard","0","NONE","0","2100","0","NONE","3500","0","NONE","SummerJumpOverEnemyB","0","NONE"
"0","1062","SummerEnemyD","1200","NONE","BeachJumpOverTrap","500","AccelBoardA","BeachTrap","0","NONE","0","1800","0","NONE","2600","3300","NONE","BeachJumpOverTrap","0","NONE"
"0","1063","BeachJumpBoard","2300","NONE","NONE","700","AccelBoardA","SpeedTerritoryB","0","NONE","0","3300","0","NONE","0","0","NONE","NONE","0","NONE"
"2800","1064","SpeedTerritoryB","1200","SummerEnemyG","ShellFlyingItem","600","ShellFlyingItem","ShaveIce","0","NONE","3200","1600","0","ShellFlyingItem","2000","2400","NONE","EnemyB","0","NONE"
"2400","1065","SummerEnemyD","800","SummerEnemyA","ShellFlyingItem","400","ShaveIce","BeachTrap","3600","NONE","2800","1200","3200","ShellFlyingItem","1600","2000","SummerEnemyG","EnemyB","0","SummerEnemyG"
"2800","1066","BeachJumpBoard","800","SummerEnemyC","EnemyB","400","SummerEnemyG","SummerEnemyA_NoColl","0","NONE","3200","1600","3600","SummerEnemyG","2000","2400","SummerEnemyG","ShaveIce","0","NONE"
"3200","1067","AccelBoardA","1100","EnemyB","ShaveIce","400","AccelBoardA","AccelBoardA","0","NONE","3600","1800","0","SummerEnemyA","2400","2800","NONE","SpeedTerritoryA","0","NONE"
"0","1068","WaterMelon","1300","NONE","NONE","300","WaterMelon","WaterMelon","0","NONE","0","2000","0","NONE","2700","0","NONE","ShaveIce","0","NONE"
"0","1069","WaterMelon","1200","NONE","NONE","300","WaterMelon","WaterMelon","0","NONE","0","2200","0","NONE","3200","0","NONE","WaterMelon","0","NONE"
"0","1070","WaterMelon","1150","NONE","NONE","300","WaterMelon","WaterMelon","0","NONE","0","1850","0","NONE","2550","0","NONE","ShaveIce","0","NONE"
"0","1071","WaterMelon","1000","NONE","NONE","300","WaterMelon","WaterMelon","0","NONE","0","1700","0","NONE","2400","0","NONE","ShaveIce","0","NONE"
"0","1072","BeachTrap","800","NONE","NONE","400","SummerEnemyA","SpeedTerritoryB","0","NONE","0","1200","0","NONE","1600","0","NONE","WaterMelon","0","NONE"
"0","1073","BeachTrap","800","NONE","NONE","400","SummerEnemyB","SpeedTerritoryB","0","NONE","0","1200","0","NONE","1600","0","NONE","Balloon","0","NONE"
"0","1074","BeachTrap","800","NONE","NONE","400","SummerEnemyC","SpeedTerritoryB","0","NONE","0","1200","0","NONE","1600","0","NONE","BeachJumpBoard","0","NONE"
"0","1075","BeachTrap","800","NONE","NONE","400","SummerEnemyD","SpeedTerritoryB","0","NONE","0","1200","0","NONE","1600","0","NONE","ShaveIce","0","NONE"
"3000","1076","SummerEnemyD","800","ShellFlyingItem","EnemyB","400","EnemyB","SummerJumpOverEnemyC","0","NONE","3600","1200","0","SummerEnemyG","1800","2400","NONE","ShaveIce","0","NONE"
"3200","1077","SpeedTerritoryA","800","EnemyB","SummerEnemyC","400","SpeedTerritoryA","WaterMelon","0","NONE","3600","1600","0","SummerEnemyG","2000","2600","NONE","ShaveIce","0","NONE"
"3600","1078","Surf","800","SummerEnemyG","BeachJumpOverTrap","400","SummerEnemyB","ShellFlyingItem","0","NONE","3600","1600","0","NONE","2000","2800","NONE","SummerEnemyG","0","NONE"
"2400","1079","BeachTrap","800","ShellFlyingItem","ShellFlyingItem","400","BeachTrap","BeachJumpOverTrap","0","NONE","2800","1200","0","SummerEnemyB","1600","2000","NONE","Surf","0","NONE"
"2000","1080","BeachJumpBoard","700","Surf","SummerEnemyC","400","BeachTrap_NoCall","SummerEnemyA_NoColl","3200","NONE","2400","1000","2800","SummerEnemyB","1300","1600","ShellFlyingItem","SummerEnemyB","0","SummerEnemyB"
"2800","1081","SummerEnemyA","800","BeachTrap","SummerEnemyB","400","ShellFlyingItem","Surf","0","NONE","3600","1200","0","BeachJumpOverTrap","1600","2000","NONE","SummerEnemyB","0","NONE"
"3200","1082","SurfB","800","SummerEnemyB","SummerEnemyB","400","BeachTrap","ShellFlyingItem","0","NONE","3600","1600","0","BeachJumpOverTrap","2000","2400","NONE","SurfB","0","NONE"
"2600","1083","SpeedTerritoryA","800","SummerEnemyC","Surf","400","ShellFlyingItem","SurfB","0","NONE","3000","1100","3400","ShellFlyingItem","1800","2000","SummerEnemyG","SummerEnemyB","0","NONE"
"2800","1084","Surf","800","SummerEnemyG","SurfB","300","ShellFlyingItem","EnemyB","0","NONE","3600","1500","0","SummerEnemyC","1800","2500","NONE","SummerEnemyC","0","NONE"
"2800","1085","SurfB","800","SummerEnemyG","SurfB","300","BeachJumpOverTrap","EnemyB","0","NONE","3600","1500","0","SummerEnemyC","1800","2500","NONE","SummerEnemyC","0","NONE"
"2800","1086","Surf","800","SummerEnemyG","SurfB","300","ShellFlyingItem","EnemyB","0","NONE","3600","1500","0","BeachJumpOverTrap","1800","2500","NONE","SummerEnemyC","0","NONE"
"2800","1087","Surf","800","SummerEnemyG","SurfB","300","ShellFlyingItem","EnemyB","0","NONE","3600","1500","0","BeachTrap","1800","2500","NONE","SummerEnemyC","0","NONE"
"0","1088","Carpet500","0","NONE","NONE","400","NONE","NONE","0","NONE","0","0","0","NONE","0","0","NONE","NONE","0","NONE"
"3000","1089","SummerEnemyA","1000","BeachJumpOverTrap","AccelBoardA","500","BeachTrap","SummerEnemyB","0","NONE","3500","1500","0","SummerJumpOverEnemyA","2100","2600","NONE","BeachJumpOverTrap","0","NONE"
"2800","1090","BeachTrap","900","SummerEnemyC","SummerEnemyB","400","SummerJumpOverEnemyA","SpeedTerritoryA","0","NONE","3300","1500","0","BeachTrap","1900","2300","NONE","AccelBoardA","0","NONE"
"0","1091","WaterMelon","1500","NONE","SummerEnemyA","500","SummerEnemyA","BeachTrap","0","NONE","0","2200","0","NONE","2700","3200","NONE","SummerEnemyB","0","NONE"
"3300","1092","BeachJumpOverTrap","1100","BeachTrap","SpeedTerritoryA","600","BeachTrap","SummerEnemyA","0","NONE","0","1700","0","NONE","2200","2600","NONE","SummerJumpOverEnemyA","0","NONE"
"3400","1093","Surf","900","SummerEnemyC","SummerEnemyG","500","ShellFlyingItem","EnemyB","0","NONE","0","1500","0","NONE","2600","3000","NONE","ShaveIce","0","NONE"
"3400","1094","SummerEnemyC","800","SummerEnemyC","SummerEnemyG","400","ShaveIce","BeachJumpOverTrap","0","NONE","0","1300","0","NONE","2000","2700","NONE","EnemyB","0","NONE"
"3300","1095","BeachTrap","1000","ShellFlyingItem","SummerEnemyC","500","SpeedTerritoryA","WaterMelon","0","NONE","0","1900","0","NONE","2300","2800","NONE","ShaveIce","0","NONE"
"3500","1096","SummerJumpOverEnemyA","900","SummerEnemyC","ShellFlyingItem","400","SummerEnemyB","BeachJumpBoard","0","NONE","0","1800","0","NONE","2500","3000","NONE","ShaveIce","0","NONE"
"3000","1097","SummerEnemyA","800","SummerEnemyB","AccelBoardA","400","AccelBoardA","SpeedTerritoryA","0","NONE","3400","1400","0","SummerEnemyA","1900","2200","NONE","SummerEnemyC","0","NONE"
"3000","1098","BeachTrap","900","SummerEnemyB","SummerEnemyC","500","SummerEnemyB","AccelBoardA","0","NONE","3300","1500","0","BeachTrap","1900","2400","NONE","BeachTrap","0","NONE"
"3000","1099","SummerEnemyB","800","SummerEnemyB","SummerEnemyA","400","SummerEnemyC","BeachTrap","0","NONE","0","1400","0","NONE","1900","2500","NONE","AccelBoardA","0","NONE"
"3000","1100","SummerEnemyA","900","BeachTrap","SummerEnemyD","500","AccelBoardA","BeachTrap","0","NONE","3400","1300","0","SummerEnemyB","1900","2300","NONE","SpeedTerritoryA","0","NONE"
"3300","1101","SummerEnemyA","1000","BeachTrap","SummerEnemyB","600","SpeedTerritoryA","BeachTrap","0","NONE","0","1600","0","NONE","2100","2700","NONE","SummerEnemyB","0","NONE"
"2700","1102","BeachTrap","900","BeachTrap","SummerEnemyC","500","AccelBoardA","SummerEnemyA","0","NONE","3000","1500","3400","SummerEnemyA","1900","2300","SummerEnemyB","SummerEnemyB","0","NONE"
"3300","1103","SummerEnemyB","1100","SpeedTerritoryA","SummerEnemyB","600","BeachTrap","SummerEnemyC","0","NONE","3600","1500","0","SummerEnemyC","1900","2800","NONE","SpeedTerritoryA","0","NONE"
"2600","1104","BeachTrap","1000","SummerEnemyA","AccelBoardA","600","BeachTrap","SummerEnemyD","0","NONE","2900","1400","3300","SpeedTerritoryA","1800","2200","SummerEnemyC","SummerEnemyA","0","NONE"
"2800","1105","SummerJumpOverEnemyA","1000","SummerJumpOverEnemyC","SummerEnemyD","500","SummerEnemyC","SummerJumpOverEnemyD","0","NONE","3100","1500","3500","SummerEnemyD","1900","2400","SummerEnemyA","SummerEnemyA","0","NONE"
"3100","1106","SummerJumpOverEnemyC","900","SummerEnemyD","SummerJumpOverEnemyB","500","SummerJumpOverEnemyB","SummerEnemyA","0","NONE","3500","1500","0","SummerEnemyC","2000","2500","NONE","SummerEnemyD","0","NONE"
"3400","1107","SummerEnemyA","1200","SummerJumpOverEnemyB","SummerEnemyA","600","SummerJumpOverEnemyC","SummerJumpOverEnemyC","0","NONE","0","1800","0","NONE","2300","2800","NONE","SummerJumpOverEnemyA","0","NONE"
"3500","1108","SummerJumpOverEnemyB","1000","SummerEnemyB","SummerEnemyA","500","SummerJumpOverEnemyA","SummerEnemyD","0","NONE","0","1700","0","NONE","2400","2900","NONE","SummerJumpOverEnemyC","0","NONE"
"0","8001","SurfC","1000","NONE","SummerEnemyG","700","SummerEnemyB","ShellFlyingItem","0","NONE","0","1300","0","NONE","2000","3000","NONE","SummerEnemyG","0","NONE"
"0","8002","SurfC","1000","NONE","SummerEnemyG","700","EnemyB","SummerEnemyA","0","NONE","0","1300","0","NONE","2000","3000","NONE","SummerEnemyA","0","NONE"
"2500","8003","SurfB","1300","SpeedTerritoryA","BeachJumpOverTrap","300","SummerJumpOverEnemyA","SummerEnemyA","0","NONE","2800","1600","3100","SpeedTerritoryB","1900","2200","AccelBoardA","BeachTrap","0","NONE"
"3200","8004","SurfB","1300","WaterMelon","WarpGateA","300","SummerEnemyA_NoColl","BeachJumpBoard","0","NONE","0","1600","0","NONE","1800","2200","NONE","SpeedTerritoryA_NoColl","0","NONE"
"0","8005","SurfB","1300","NONE","NONE","300","SummerEnemyA_NoColl","Balloon","0","NONE","0","2000","0","NONE","2400","0","NONE","SpeedTerritoryA_NoColl","0","NONE"
"1500","8006","NONE","300","SpeedTerritoryA","BeachJumpOverTrap","0","SummerJumpOverEnemyA","SummerEnemyA","3000","NONE","1800","600","2100","SpeedTerritoryB","900","1200","AccelBoardA","BeachTrap","0","SurfB"
"2200","8007","NONE","300","WaterMelon","WarpGateA","0","SummerEnemyA_NoColl","BeachJumpBoard","0","NONE","3000","600","0","SurfB","800","1200","NONE","SpeedTerritoryA_NoColl","0","NONE"
"0","8008","NONE","300","NONE","SurfB","0","SummerEnemyA_NoColl","Balloon","0","NONE","0","1000","0","NONE","1300","3000","NONE","SpeedTerritoryA_NoColl","0","NONE"
"0","8009","NONE","300","NONE","NONE","0","NONE","NONE","0","NONE","0","1000","0","NONE","1300","3000","NONE","NONE","0","NONE"
"0","9990","AccelBoardA","1000","NONE","NONE","500","WarpGateA","AccelBoardA","0","NONE","0","2000","0","NONE","3100","0","NONE","BeachJumpBoard","0","NONE"
"3000","9991","AccelBoardA","800","NONE","EnemyB","500","BeachTrap","BeachTrap","0","NONE","0","1300","0","NONE","2000","2500","NONE","SummerJumpOverEnemyB","0","NONE"
"3300","9992","AccelBoardA","1100","BeachTrap","AccelBoardA","500","SummerJumpOverEnemyB","SummerEnemyC","0","NONE","0","1400","0","NONE","2100","2800","NONE","EnemyB","0","NONE"
"3300","9993","AccelBoardA","1200","SummerEnemyA","SummerEnemyB","500","SummerEnemyA","SummerJumpOverEnemyA","0","NONE","3600","2000","0","SummerEnemyA","2500","3000","NONE","AccelBoardA","0","NONE"
"3000","9994","WaterMelon","1000","AccelBoardA","AccelBoardA","300","AccelBoardA","AccelBoardA","0","NONE","0","1500","0","NONE","2000","2500","NONE","AccelBoardA","0","NONE"
"3000","9995","SummerJumpOverEnemyA","900","SummerJumpOverEnemyA","BeachJumpOverTrap","500","BeachJumpOverTrap","EnemyB","0","NONE","0","1400","0","NONE","1700","2600","NONE","SpeedTerritoryA","0","NONE"
"0","9996","SummerJumpOverEnemyB","700","NONE","NONE","400","AccelBoardA","WarpGateA","0","NONE","0","1900","0","NONE","2700","0","NONE","AccelBoardA","0","NONE"
"0","9997","ShaveIce","700","NONE","ShellFlyingItem","400","SummerEnemyA","ShellFlyingItem","0","NONE","0","1900","0","NONE","2700","3600","NONE","ShellFlyingItem","0","NONE"
