cffd900e85e42bd9e246bddb233df0556ce991f95900f939cb115a8bf895b998,65d9835c85d83e4940bb0c1fd777e6cf9c4b93a8035ce65094d3a0011fb1437a,28d2f98c8ba34f785f3e7a5afe6be58cb0315eccf2ad74039763961cd1e785d8,b16f358dde2142147263cf648451301f28a6468bb34e7f0e26f93b9739cb73d1,a2c3da862245fcf7fe0be347d5f9fac144e4dd9c6aa8276f34873da17ca15507,bb8aaf85425e8556f92ae4b3c0dd2f0b8bd700febf715120bf064e322ecdf287,663afb0e94317533ca254b41e8368be7927b3297d9057fb165a8f4effa2d4547
"1","10040","60392","10040","5","2","牧場的四農士　貧窮農場奮鬥記"
"1","10041","60402","10041","5","2","將軍道中記　白翼的武士"
"1","10042","60412","10042","5","2","不可思議之國的璃乃 小小愛麗絲與希望的繪本"
"1","10043","60422","10043","5","2","鈴奈的彩虹舞臺！"
"1","10044","60432","10044","5","2","七夕劍客旅情譚 天際川流夏之戀"
"1","10045","60442","10045","5","2","盛夏的真步真步王國 浪花拍岸的靈魂之夏！"
"1","10046","60452","10046","5","2","美里的夏日聲援！　追夢的盛夏棒球隊"
"1","10047","60462","10047","5","2","森林的膽小鬼與神聖學院的問題兒童"
"1","10048","60472","10048","5","2","Happy・Change・Angels"
"1","10049","60482","10049","5","2","小小勇敢的萬聖節之夜！"
"1","10050","60492","10050","5","2","迴響！尖叫！萬聖鬼怪狂歡節"
"1","10051","60502","10051","5","2","龍的探索者們"
"1","10052","60512","10052","5","2","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！"
"1","10053","60522","10053","5","2","Re:從零開始聚集的異世界餐桌"
"1","10054","60532","10054","6","2","名媛初登夢想秘境　聖誕夜的戀愛遊戲"
"1","10055","60542","10055","5","2","禮物大恐慌！蘭德索爾的聖誕老人們"
"1","10056","60552","10056","6","2","新春美食公主！　賭上關鍵一擲的少女們"
"1","10057","60562","10057","5","2","狂奔！　蘭德索爾的公會競速賽"
"1","10058","60572","10058","6","2","羈絆相連。心相繫。"
"1","10059","60572","10059","6","2","羈絆相連。心相繫。"
"1","10060","60592","10060","5","2","魔法少女　兩人是Misty&Purely"
"1","10061","60602","10061","6","2","灰姑娘課程　璀璨的日子有著蘋果的滋味"
"1","10062","60612","10062","5","2","星光公主　Re:M@STER！"
"1","10063","60612","10063","5","2","星光公主　Re:M@STER！"
"1","10064","60632","10064","6","2","鋼鐵聖女與神聖學院的問題兒童"
"1","10065","60642","10065","5","2","恩賜的財團與神聖學院的問題兒童"
"1","10066","60652","10066","6","2","祈梨ＳＯＳ！！ 踏上時空旅行的龍人族"
"1","10067","60662","10067","5","2","牧場的四農士　貧窮農場奮鬥記"
"1","10068","60672","10068","6","2","心電感應！碧與玩具朋友們"
"1","10069","60682","10069","5","2","不可思議之國的璃乃 小小愛麗絲與希望的繪本"
"1","10070","60692","10070","6","2","永不完結的夏日計畫　盛夏的雙人獨佔樂園"
"1","10071","60702","10071","5","2","七夕劍客旅情譚 天際川流夏之戀"
"1","10072","60712","10072","6","2","慈樂之音的夏日演唱會　Just a Moment！ "
"1","10073","60722","10073","5","2","美里的夏日聲援！　追夢的盛夏棒球隊"
"1","10074","60732","10074","6","2","大江戶的非法病歷　Dr.深月的診療室"
"1","10075","60742","10075","5","2","Happy・Change・Angels"
"1","10076","60752","10076","6","2","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰"
"1","10077","60762","10077","5","2","迴響！尖叫！萬聖鬼怪狂歡節"
"1","10078","60772","10078","6","2","魔法少女外傳　黑暗魔法★三人組！"
"1","10079","60782","10079","5","2","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！"
"1","10080","60792","10080","6","2","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心"
"1","10081","60802","10081","6","2","名媛初登夢想秘境　聖誕夜的戀愛遊戲"
"1","10082","60812","10082","6","2","新春美食回憶　雪菲的跑腿大作戰！"
"1","10083","60822","10083","6","2","新春美食公主！　賭上關鍵一擲的少女們"
"1","10084","60832","10084","6","2","Re:member　我的心願編織出的未來"
"1","10085","60842","10085","6","2","Re:member　我的心願編織出的未來"
"1","10086","60852","10086","6","2","羈絆相連。心相繫。"
"1","10087","60852","10087","6","2","羈絆相連。心相繫。"
"1","10088","60872","10088","6","2","Sweet Tiny Stage！　初出茅廬的女演員與小小淑女"
"1","10089","60882","10089","6","2","灰姑娘課程　璀璨的日子有著蘋果的滋味"
"1","10090","60892","10090","6","2","交出寶物！透明怪盜雙人組"
"1","10091","60902","10091","6","2","鋼鐵聖女與神聖學院的問題兒童"
"1","10092","60912","10092","6","2"," Episode of Pirate　海盜島上被詛咒的遺寶"
"1","10093","60922","10093","6","2","祈梨ＳＯＳ！！ 踏上時空旅行的龍人族"
"1","10094","60932","10094","6","2","Enjoy＆Refresh！　天差地遠的女孩露營"
"1","10095","60942","10095","6","2","心電感應！碧與玩具朋友們"
"1","10096","60952","10096","6","2","破曉之星的夏日遊戲　\n於夏海閃耀的三份心意"
"1","10097","60962","10097","6","2","永不完結的夏日計畫　盛夏的雙人獨佔樂園"
"1","10098","60972","10098","6","2","小小夏日回憶錄　在海邊發現的小小幸福"
"1","10099","60982","10099","6","2","慈樂之音的夏日演唱會　Just a Moment！ "
"1","10100","60992","10100","6","2","真步真步的神奇旅程！　旅行的少女與邊境的大樹"
"1","10101","61002","10101","6","2","大江戶的非法病歷　Dr.深月的診療室"
"1","10102","61012","10102","6","2","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務"
"1","10103","61022","10103","6","2","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰"
"1","10104","61032","10104","6","2","部族精神　高揭之劍與榮耀和平之橋"
"1","10105","61042","10105","6","2","魔法少女外傳　黑暗魔法★三人組！"
"1","10106","61052","10106","6","2","Happy Happening　幸福的雙子天使與聖誕夜的禮物"
"1","10107","61062","10107","6","2","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心"
"1","10108","61072","10108","6","2","煙霧繚繞忘年奇譚　為旭日初升舉杯"
"1","10109","61082","10109","6","2","新春美食回憶　雪菲的跑腿大作戰！"
"1","10110","61092","10110","6","2","解放自由的伊甸園　有朝一日重逢的未來"
"1","10111","61102","10111","6","2","解放自由的伊甸園　有朝一日重逢的未來"
"1","10112","61112","10112","6","2","Re:member　我的心願編織出的未來"
"1","10113","61122","10113","6","2","Re:member　我的心願編織出的未來"
"1","10114","61132","10114","6","2","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze"
"1","10115","61142","10115","6","2","Sweet Tiny Stage！　初出茅廬的女演員與小小淑女"
"1","10116","61152","10116","6","2","Dears　歡迎回家與我回來了的約定"
"1","10117","61162","10117","6","2","交出寶物！透明怪盜雙人組"
"1","10118","61172","10118","6","2","Connect‧With‧Blue　直至少女前往天際"
"1","10119","61182","10119","6","2"," Episode of Pirate　海盜島上被詛咒的遺寶"
"1","10120","61192","10120","6","2","吸血鬼傳聞錄　黑夜與美麗的饗宴"
"1","10121","61202","10121","6","2","Enjoy＆Refresh！　天差地遠的女孩露營"
"1","10122","61212","10122","6","2","大間的排光海水大作戰　祕密主義者與禁斷之海"
"1","10123","61222","10123","6","2","破曉之星的夏日遊戲　\n於夏海閃耀的三份心意"
"1","10124","61232","10124","6","2","戰慄幽奇海岸　～夏日度假村驚悚怪談～"
"1","10125","61242","10125","6","2","小小夏日回憶錄　在海邊發現的小小幸福"
"1","10126","61252","10126","6","2","魔法師的青春時日　魔法學園與奇蹟之鐘"
"1","10127","61262","10127","6","2","真步真步的神奇旅程！　旅行的少女與邊境的大樹"
"1","10128","61272","10128","6","2","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～"
"1","10129","61282","10129","6","2","點讚！最愛！大集合！　至高祭典與少女祕密的本命任務"
"1","10130","61292","10130","6","2","Criminal Rookie　天使們的悖論"
"1","10131","61302","10131","6","2","部族精神　高揭之劍與榮耀和平之橋"
"1","10132","61312","10132","6","2","聖誕哭泣寶貝　為誰存在的幸福之日"
"1","10133","61322","10133","6","2","Happy Happening　幸福的雙子天使與聖誕夜的禮物"
"1","10134","61332","10134","6","2","迎春夢想家們！　新年隕石碎碎平安！？"
"1","10135","61342","10135","6","2","煙霧繚繞忘年奇譚　為旭日初升舉杯"
"1","10136","61352","10136","6","2","I Wish　緊握的這雙手"
"1","10137","61362","10137","6","2","I Wish　緊握的這雙手"
"1","10138","61372","10138","6","2","解放自由的伊甸園　有朝一日重逢的未來"
"1","10139","61382","10139","6","2","解放自由的伊甸園　有朝一日重逢的未來"
"1","10140","61392","10140","6","2","寒冬的盛夏與神聖學院的問題兒童"
"1","10141","61402","10141","6","2","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze"
"1","10142","61412","10142","6","2","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？"
"1","10143","61422","10143","6","2","Dears　歡迎回家與我回來了的約定"
"1","10144","61432","10144","6","2","花開季節的真心"
"1","10145","61442","10145","6","2","Connect‧With‧Blue　直至少女前往天際"
"1","10146","61452","10146","6","2","大夢想樂園大遊行　寶石兔與祕密的夥伴們"
"1","10147","61462","10147","6","2","吸血鬼傳聞錄　黑夜與美麗的饗宴"
"1","10148","61472","10148","6","2","集合吧，做好事社團！　美空的愉快暑假"
"1","10149","61482","10149","6","2","大間的排光海水大作戰　祕密主義者與禁斷之海"
"1","10150","61492","10150","6","2","幻惑的妖精　-於盛夏之園起舞的身影-"
"1","10151","61502","10151","6","2","戰慄幽奇海岸　～夏日度假村驚悚怪談～"
"1","10152","61512","10152","6","2","Re:從零開始享受的異世界夏日"
"1","10153","61522","10153","6","2","Re:從零開始聚集的異世界餐桌"
"1","10154","61532","10154","6","2","望的一日店長記　這裡是阿爾克絲鍊金堂"
"1","10155","61542","10155","6","2","魔法師的青春時日　魔法學園與奇蹟之鐘"
"1","10156","61552","10156","6","2","蠻賊歸來　炎國的無法無天姊妹"
"1","10157","61562","10157","6","2","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～"
"1","10158","61572","10158","6","2","Love＆Punishment　惡魔送來的聖誕節"
"1","10159","61582","10159","6","2","Criminal Rookie　天使們的悖論"
"1","10160","61592","10160","6","2","迎春吉歐‧格黑納　蛇少女與雙姝劍士"
"1","10161","61602","10161","6","2","聖誕哭泣寶貝　為誰存在的幸福之日"
"1","10163","61622","10163","6","2","迎春夢想家們！　新年隕石碎碎平安！？"
"1","10003","60022","19003","5","2","吸血鬼獵人 with伊莉亞"
