8acf6ba8c07a5ae4623c1a540e457f85a3b371faca9b3bb2d358d22b6a2fad6f,d234b4b2d9ac40e1cbc638c491c2fd894ccae70e3fe5f72ed84d668b3c158654,07f2eb4dc2d4c752a345f79bdad5a3d357498053ad4067732d9a8ae2ebf23f5a,11d1c6d7e1ef08abb9fcd3609cbfef004411d4582fc4ca30e87c1a48be01c6e5,edb5196a9a9eddd98adf42cf427b60ff23c9d1a5f8ae276011f4e56b08763987,b4f3b586e5790a41a9536662ca920dafc2071c8c2c6c2b30bbecf29bb0714699,da5e494ab8c30e2ad778088b2a6c3777c2f71d3d3c71287f14d647f8674095aa,5cef5cd936e214f4ab52e41aee85f21d06703cd1e8d3e994596dc10e395d2107,e0d93db2e12aba1b2e5f9dee9e3814f1f9982053be0bf03f7bbee14f224789b9,67b75e99d5088aa086dd5e09966264894657a434488f2b7033c657b71c7535c1,860e73ae8d998cecf8b8140ed0cd21003505f7d6a556654e08911356dc80f9da
"6","0","0","1","1101010034","0","10101","3","1","1",""
"32","","","0","1101010035","","10101","0","","",""
"32","","","0","1101010036","","10101","1","","",""
"32","","","0","1101010037","","10101","2","","",""
"32","","","0","1101010038","","10101","3","","",""
"32","","","0","1101010039","","10101","4","","",""
"32","","","0","1101010040","","10101","10","","",""
"93","","","0","1101010041","","10101","0.3","","",""
"111","0","0","1","1101010042","0.1","10101","1","1","1",""
"5","0","-325","1","1102010001","0.9","10201","2","-205","50","empty"
"5","0","-325","2","1102010002","0.9","10201","102000","-205","58","empty"
"5","0","-263","100","1102010003","0.6","10201","100","1500","54","idle_single"
"31","","1","0","1102010004","0","10201","102000","0","0",""
"31","","1","1","1102010005","0","10201","102001","-263","1500",""
"31","","1","2","1102010006","0","10201","102002","0","0",""
"31","","1","3","1102010007","0","10201","102003","-136","-132",""
"31","","1","4","1102010008","0","10201","102004","0","0",""
"31","","1","10","1102010009","0","10201","1","0","0",""
"31","","1","20","1102010010","0","10201","2","0","0",""
"31","","1","30","1102010011","0","10201","3","0","0",""
"91","","","0","1102010012","","10201","0","","",""
"32","","","1","1102010013","","10201","0","","",""
"32","","","1","1102010014","","10201","10","","",""
"23","","","se_caravan_dice_get_intro","1102010015","","10201","se_caravan","","0",""
"3","","","getDice_idle","1102010016","0","10201","1","","1",""
"3","0","1","run_getDice","1102010017","0","10201","100","eat_loop","0",""
"32","","","1","1102010018","","10201","1","","",""
"2","","11","344","1102010019","","10201","100","2","-263",""
"33","","11","344","1102010020","","10201","1","2","-263",""
"32","","","1","1102010021","","10201","2","","",""
"93","","","0","1102010022","","10201","1.7","","",""
"3","0","","getDice_curious","1102010023","0.2","10201","1","","1",""
"21","","","vo_caravan_event_002_000","1102010024","","10201","vo_caravan","0","0",""
"93","","","0","1102010025","","10201","1.5","","",""
"23","","","se_caravan_dice_get_outro_1","1102010026","","10201","se_caravan","","0",""
"21","","","vo_caravan_event_002_001","1102010027","","10201","vo_caravan","0.1","0",""
"3","","","spit_in","1102010028","0.1","10201","100","","0",""
"3","","","getDice_1","1102010029","0","10201","2","","0",""
"3","","","getDice_panic_1","1102010030","0.1","10201","1","","0",""
"93","","","0","1102010031","","10201","0.5","","",""
"3","0","1","spit_out","1102010032","0","10201","100","idle_single","0",""
"93","","","0","1102010033","","10201","1.4","","",""
"3","0","1","joy_single","1102010034","0.2","10201","100","idle_single","0",""
"93","","","0","1102010035","","10201","0.1","","",""
"32","","","1","1102010036","","10201","3","","",""
"93","","","0","1102010037","","10201","0.5","","",""
"21","","","vo_caravan_event_002_002","1102010038","","10201","vo_caravan","0","0",""
"93","","","0","1102010039","","10201","1.3","","",""
"101","","","0","1102010040","","10201","1102010041","","",""
"35","","","1","1102010041","","10201","4","","",""
"32","","","1","1102010042","","10201","4","","",""
"32","","","1","1102010043","","10201","20","","",""
"32","","","0","1102010044","","10201","1","","",""
"93","","","0","1102010045","","10201","0.4","","",""
"92","","","","1102010046","","10201","","","",""
"35","","","1","1102010047","","10201","30","","",""
"32","","","1","1102010048","","10201","30","","",""
"93","","","0","1102010049","","10201","0.2","","",""
"6","0","0","1","1102010050","0","10201","1","1","1",""
"6","0","0","1","1102010051","0","10201","2","1","1",""
"6","0","0","1","1102010052","0","10201","100","1","1",""
"32","","","0","1102010053","","10201","0","","",""
"32","","","0","1102010054","","10201","2","","",""
"32","","","0","1102010055","","10201","3","","",""
"32","","","0","1102010056","","10201","4","","",""
"32","","","0","1102010057","","10201","10","","",""
"93","","","0","1102010058","","10201","0.3","","",""
"5","0","-325","1","1102020001","0.9","10202","2","-205","50","empty"
"5","0","-325","2","1102020002","0.9","10202","102000","-205","58","empty"
"5","0","-263","100","1102020003","0.6","10202","100","1500","54","idle_single"
"31","","1","0","1102020004","0","10202","102000","0","0",""
"31","","1","1","1102020005","0","10202","102001","-263","1500",""
"31","","1","2","1102020006","0","10202","102002","0","0",""
"31","","1","3","1102020007","0","10202","102003","-136","-132",""
"31","","1","4","1102020008","0","10202","102005","0","0",""
"31","","1","10","1102020009","0","10202","1","0","0",""
"31","","1","20","1102020010","0","10202","2","0","0",""
"31","","1","30","1102020011","0","10202","3","0","0",""
"91","","","0","1102020012","","10202","0","","",""
"32","","","1","1102020013","","10202","0","","",""
"32","","","1","1102020014","","10202","10","","",""
"23","","","se_caravan_dice_get_intro","1102020015","","10202","se_caravan","","0",""
"3","","","getDice_idle","1102020016","0","10202","1","","1",""
"3","0","1","run_getDice","1102020017","0","10202","100","eat_loop","0",""
"32","","","1","1102020018","","10202","1","","",""
"2","","11","344","1102020019","","10202","100","2","-263",""
"33","","11","344","1102020020","","10202","1","2","-263",""
"32","","","1","1102020021","","10202","2","","",""
"93","","","0","1102020022","","10202","1.7","","",""
"3","0","","getDice_curious","1102020023","0.2","10202","1","","1",""
"21","","","vo_caravan_event_003_000","1102020024","","10202","vo_caravan","0","0",""
"93","","","0","1102020025","","10202","1.5","","",""
"23","","","se_caravan_dice_get_outro_2","1102020026","","10202","se_caravan","","0",""
"21","","","vo_caravan_event_003_001","1102020027","","10202","vo_caravan","0","0",""
"3","0","1","spit_in","1102020028","0.1","10202","100","idle_single","0",""
"3","","","getDice_2","1102020029","0","10202","2","","0",""
"3","","","getDice_panic_2","1102020030","0.1","10202","1","","0",""
"93","","","0","1102020031","","10202","2.5","","",""
"3","0","1","joy_single","1102020032","0.2","10202","100","idle_single","0",""
"93","","","0","1102020033","","10202","0.5","","",""
"21","","","vo_caravan_event_003_002","1102020034","","10202","vo_caravan","0.1","0",""
"93","","","0","1102020035","","10202","0.1","","",""
"32","","","1","1102020036","","10202","3","","",""
"93","","","0","1102020037","","10202","1.6","","",""
"101","","","0","1102020038","","10202","1102020039","","",""
"35","","","1","1102020039","","10202","4","","",""
"32","","","1","1102020040","","10202","4","","",""
"32","","","1","1102020041","","10202","20","","",""
"32","","","0","1102020042","","10202","1","","",""
"93","","","0","1102020043","","10202","0.4","","",""
"92","","","","1102020044","","10202","","","",""
"35","","","1","1102020045","","10202","30","","",""
"32","","","1","1102020046","","10202","30","","",""
"93","","","0","1102020047","","10202","0.2","","",""
"6","0","0","1","1102020048","0","10202","1","1","1",""
"6","0","0","1","1102020049","0","10202","2","1","1",""
"6","0","0","1","1102020050","0","10202","100","1","1",""
"32","","","0","1102020051","","10202","0","","",""
"32","","","0","1102020052","","10202","2","","",""
"32","","","0","1102020053","","10202","3","","",""
"32","","","0","1102020054","","10202","4","","",""
"32","","","0","1102020055","","10202","10","","",""
"32","","","0","1102020056","","10202","20","","",""
"93","","","0","1102020057","","10202","0.3","","",""
"5","0","0","1","1103010001","1","10301","1","0","20","magicitem_1"
"5","0","0","2","1103010002","1","10301","2","0","19","magicitem_2"
"5","0","0","3","1103010003","1","10301","3","0","18","magicitem_3"
"5","0","0","4","1103010004","1","10301","103000","0","21","magicitem_kyaru"
"31","","1","10","1103010005","0","10301","103000","0","0",""
"31","","1","11","1103010006","0","10301","103001","0","0",""
"31","","1","12","1103010007","0","10301","103002","0","0",""
"31","","1","13","1103010008","0","10301","103003","0","0",""
"31","","1","14","1103010009","0","10301","103007","0","0",""
"31","","1","19","1103010010","0","10301","103011","0","0",""
"31","","1","15","1103010011","1","10301","1","0","0",""
"31","","1","16","1103010012","0","10301","2","0","0",""
"31","","1","17","1103010013","0","10301","3","0","0",""
"31","","1","18","1103010014","0","10301","4","0","0",""
"35","","1","0","1103010015","1","10301","18","0","0",""
"32","","","1","1103010016","","10301","18","","",""
"91","","","0","1103010017","","10301","0","","",""
"32","","","1","1103010018","","10301","10","","",""
"32","","","1","1103010019","","10301","11","","",""
"32","","","1","1103010020","","10301","12","","",""
"32","","","1","1103010021","","10301","13","","",""
"32","","","1","1103010022","","10301","19","","",""
"3","","","magicitem_1","1103010023","0","10301","1","","0",""
"3","","","magicitem_2","1103010024","0","10301","2","","0",""
"3","","","magicitem_3","1103010025","0","10301","3","","0",""
"3","","","magicitem_kyaru","1103010026","0","10301","4","","0",""
"21","","","vo_caravan_event_004_000","1103010027","","10301","vo_caravan","2.17","0",""
"21","","","vo_caravan_event_004_001","1103010028","","10301","vo_caravan","3.2","1",""
"21","","","vo_caravan_event_004_002","1103010029","","10301","vo_caravan","4.9","2",""
"93","","","0","1103010030","","10301","7","","",""
"32","","","0","1103010031","","10301","18","","",""
"93","","","0","1103010032","","10301","0.67","","",""
"101","","","1","1103010033","","10301","1103010034","","",""
"35","","","1","1103010034","","10301","14","","",""
"32","","","1","1103010035","","10301","14","","",""
"32","","","1","1103010036","","10301","16","","",""
"32","","","0","1103010037","","10301","19","","",""
"35","","","1","1103010038","","10301","18","","",""
"93","","","0","1103010039","","10301","0.4","","",""
"92","","","","1103010040","","10301","","","",""
"35","","","1","1103010041","","10301","17","","",""
"32","","","1","1103010042","","10301","17","","",""
"93","","","0","1103010043","","10301","0.2","","",""
"6","0","0","0","1103010044","0.01","10301","1","0","0",""
"6","0","0","0","1103010045","0.01","10301","2","0","0",""
"6","0","0","0","1103010046","0.01","10301","3","0","0",""
"6","0","0","0","1103010047","0.01","10301","4","0","0",""
"32","","","0","1103010048","","10301","10","","",""
"32","","","0","1103010049","","10301","11","","",""
"32","","","0","1103010050","","10301","12","","",""
"32","","","0","1103010051","","10301","13","","",""
"32","","","0","1103010052","","10301","14","","",""
"32","","","0","1103010053","","10301","15","","",""
"32","","","0","1103010054","","10301","16","","",""
"32","","","0","1103010055","","10301","18","","",""
"93","","","0","1103010056","","10301","0.3","","",""
"5","0","0","1","1103020001","1","10302","4","0","20","magicitem_1"
"5","0","0","2","1103020002","1","10302","3","0","19","magicitem_2"
"5","0","0","3","1103020003","1","10302","1","0","18","magicitem_3"
"5","0","0","4","1103020004","1","10302","103000","0","21","magicitem_pekorine"
"31","","1","10","1103020005","0","10302","103000","0","0",""
"31","","1","11","1103020006","0","10302","103001","0","0",""
"31","","1","12","1103020007","0","10302","103002","0","0",""
"31","","1","13","1103020008","0","10302","103004","9","-25",""
"31","","1","14","1103020009","0","10302","103008","0","0",""
"31","","1","19","1103020010","0","10302","103011","0","0",""
"31","","1","15","1103020011","1","10302","1","0","0",""
"31","","1","16","1103020012","0","10302","2","0","0",""
"31","","1","17","1103020013","0","10302","3","0","0",""
"31","","1","18","1103020014","0","10302","4","0","0",""
"35","","1","0","1103020015","1","10302","18","0","0",""
"32","","","1","1103020016","","10302","18","","",""
"91","","","0","1103020017","","10302","0","","",""
"32","","","1","1103020018","","10302","10","","",""
"32","","","1","1103020019","","10302","11","","",""
"32","","","1","1103020020","","10302","12","","",""
"32","","","1","1103020021","","10302","13","","",""
"32","","","1","1103020022","","10302","19","","",""
"3","","","magicitem_1","1103020023","0","10302","1","","0",""
"3","","","magicitem_2","1103020024","0","10302","2","","0",""
"3","","","magicitem_3","1103020025","0","10302","3","","0",""
"3","","","magicitem_pekorine","1103020026","0","10302","4","","0",""
"21","","","vo_caravan_event_006_000","1103020027","","10302","vo_caravan","2.17","0",""
"21","","","vo_caravan_event_006_001","1103020028","","10302","vo_caravan","3.2","1",""
"21","","","vo_caravan_event_006_002","1103020029","","10302","vo_caravan","4.9","2",""
"93","","","0","1103020030","","10302","7","","",""
"32","","","0","1103020031","","10302","18","","",""
"93","","","0","1103020032","","10302","0.67","","",""
"101","","","1","1103020033","","10302","1103020034","","",""
"35","","","1","1103020034","","10302","14","","",""
"32","","","1","1103020035","","10302","14","","",""
"32","","","1","1103020036","","10302","16","","",""
"32","","","0","1103020037","","10302","19","","",""
"35","","","1","1103020038","","10302","18","","",""
"93","","","0","1103020039","","10302","0.4","","",""
"92","","","","1103020040","","10302","","","",""
"35","","","1","1103020041","","10302","17","","",""
"32","","","1","1103020042","","10302","17","","",""
"93","","","0","1103020043","","10302","0.2","","",""
"6","0","0","0","1103020044","0.01","10302","1","0","0",""
"6","0","0","0","1103020045","0.01","10302","2","0","0",""
"6","0","0","0","1103020046","0.01","10302","3","0","0",""
"6","0","0","0","1103020047","0.01","10302","4","0","0",""
"32","","","0","1103020048","","10302","10","","",""
"32","","","0","1103020049","","10302","11","","",""
"32","","","0","1103020050","","10302","12","","",""
"32","","","0","1103020051","","10302","13","","",""
"32","","","0","1103020052","","10302","14","","",""
"32","","","0","1103020053","","10302","15","","",""
"32","","","0","1103020054","","10302","16","","",""
"32","","","0","1103020055","","10302","18","","",""
"93","","","0","1103020056","","10302","0.3","","",""
"5","0","0","1","1103030001","1","10303","3","0","20","magicitem_1"
"5","0","0","2","1103030002","1","10303","1","0","19","magicitem_2"
"5","0","0","3","1103030003","1","10303","2","0","18","magicitem_3"
"5","0","0","4","1103030004","1","10303","103000","0","21","magicitem_kokkoro"
"31","","1","10","1103030005","0","10303","103000","0","0",""
"31","","1","11","1103030006","0","10303","103001","0","0",""
"31","","1","12","1103030007","0","10303","103002","0","0",""
"31","","1","13","1103030008","0","10303","103005","-35","8",""
"31","","1","14","1103030009","0","10303","103009","0","0",""
"31","","1","19","1103030010","0","10303","103012","0","0",""
"31","","1","15","1103030011","1","10303","1","0","0",""
"31","","1","16","1103030012","0","10303","2","0","0",""
"31","","1","17","1103030013","0","10303","3","0","0",""
"31","","1","18","1103030014","0","10303","4","0","0",""
"35","","1","0","1103030015","1","10303","18","0","0",""
"32","","","1","1103030016","","10303","18","","",""
"91","","","0","1103030017","","10303","0","","",""
"32","","","1","1103030018","","10303","10","","",""
"32","","","1","1103030019","","10303","11","","",""
"32","","","1","1103030020","","10303","12","","",""
"32","","","1","1103030021","","10303","13","","",""
"32","","","1","1103030022","","10303","19","","",""
"3","","","magicitem_1","1103030023","0","10303","1","","0",""
"3","","","magicitem_2","1103030024","0","10303","2","","0",""
"3","","","magicitem_3","1103030025","0","10303","3","","0",""
"3","","","magicitem_kokkoro","1103030026","0","10303","4","","0",""
"21","","","vo_caravan_event_005_000","1103030027","","10303","vo_caravan","2.17","0",""
"21","","","vo_caravan_event_005_001","1103030028","","10303","vo_caravan","3.2","1",""
"21","","","vo_caravan_event_005_002","1103030029","","10303","vo_caravan","4.9","2",""
"93","","","0","1103030030","","10303","7","","",""
"32","","","0","1103030031","","10303","18","","",""
"93","","","0","1103030032","","10303","0.67","","",""
"101","","","1","1103030033","","10303","1103030034","","",""
"35","","","1","1103030034","","10303","14","","",""
"32","","","1","1103030035","","10303","14","","",""
"32","","","1","1103030036","","10303","16","","",""
"32","","","0","1103030037","","10303","19","","",""
"35","","","1","1103030038","","10303","18","","",""
"93","","","0","1103030039","","10303","0.4","","",""
"92","","","","1103030040","","10303","","","",""
"35","","","1","1103030041","","10303","17","","",""
"32","","","1","1103030042","","10303","17","","",""
"93","","","0","1103030043","","10303","0.2","","",""
"6","0","0","0","1103030044","0.01","10303","1","0","0",""
"6","0","0","0","1103030045","0.01","10303","2","0","0",""
"6","0","0","0","1103030046","0.01","10303","3","0","0",""
"6","0","0","0","1103030047","0.01","10303","4","0","0",""
"32","","","0","1103030048","","10303","10","","",""
"32","","","0","1103030049","","10303","11","","",""
"32","","","0","1103030050","","10303","12","","",""
"32","","","0","1103030051","","10303","13","","",""
"32","","","0","1103030052","","10303","14","","",""
"32","","","0","1103030053","","10303","15","","",""
"32","","","0","1103030054","","10303","16","","",""
"32","","","0","1103030055","","10303","18","","",""
"93","","","0","1103030056","","10303","0.3","","",""
"5","0","0","1","1103040001","1","10304","1","0","20","magicitem_1"
"5","0","0","2","1103040002","1","10304","2","0","19","magicitem_2"
"5","0","0","3","1103040003","1","10304","4","0","18","magicitem_3"
"5","0","0","4","1103040004","1","10304","103000","0","21","magicitem_kyaru"
"31","","1","10","1103040005","0","10304","103000","0","0",""
"31","","1","11","1103040006","0","10304","103001","0","0",""
"31","","1","12","1103040007","0","10304","103002","0","0",""
"31","","1","13","1103040008","0","10304","103006","0","0",""
"31","","1","14","1103040009","0","10304","103010","0","0",""
"31","","1","19","1103040010","0","10304","103011","0","0",""
"31","","1","15","1103040011","1","10304","1","0","0",""
"31","","1","16","1103040012","0","10304","2","0","0",""
"31","","1","17","1103040013","0","10304","3","0","0",""
"31","","1","18","1103040014","0","10304","4","0","0",""
"35","","1","0","1103040015","1","10304","18","0","0",""
"32","","","1","1103040016","","10304","18","","",""
"91","","","0","1103040017","","10304","0","","",""
"32","","","1","1103040018","","10304","10","","",""
"32","","","1","1103040019","","10304","11","","",""
"32","","","1","1103040020","","10304","12","","",""
"32","","","1","1103040021","","10304","13","","",""
"32","","","1","1103040022","","10304","19","","",""
"3","","","magicitem_1","1103040023","0","10304","1","","0",""
"3","","","magicitem_2","1103040024","0","10304","2","","0",""
"3","","","magicitem_3","1103040025","0","10304","3","","0",""
"3","","","magicitem_kyaru2","1103040026","0","10304","4","","0",""
"21","","","vo_caravan_event_007_000","1103040027","","10304","vo_caravan","2.17","0",""
"21","","","vo_caravan_event_007_001","1103040028","","10304","vo_caravan","3.2","1",""
"21","","","vo_caravan_event_007_002","1103040029","","10304","vo_caravan","4.9","2",""
"93","","","0","1103040030","","10304","7","","",""
"32","","","0","1103040031","","10304","18","","",""
"93","","","0","1103040032","","10304","0.67","","",""
"101","","","1","1103040033","","10304","1103040034","","",""
"35","","","1","1103040034","","10304","14","","",""
"32","","","1","1103040035","","10304","14","","",""
"32","","","1","1103040036","","10304","16","","",""
"32","","","0","1103040037","","10304","19","","",""
"35","","","1","1103040038","","10304","18","","",""
"93","","","0","1103040039","","10304","0.4","","",""
"92","","","","1103040040","","10304","","","",""
"35","","","1","1103040041","","10304","17","","",""
"32","","","1","1103040042","","10304","17","","",""
"93","","","0","1103040043","","10304","0.2","","",""
"6","0","0","0","1103040044","0.01","10304","1","0","0",""
"6","0","0","0","1103040045","0.01","10304","2","0","0",""
"6","0","0","0","1103040046","0.01","10304","3","0","0",""
"6","0","0","0","1103040047","0.01","10304","4","0","0",""
"32","","","0","1103040048","","10304","10","","",""
"32","","","0","1103040049","","10304","11","","",""
"32","","","0","1103040050","","10304","12","","",""
"32","","","0","1103040051","","10304","13","","",""
"32","","","0","1103040052","","10304","14","","",""
"32","","","0","1103040053","","10304","15","","",""
"32","","","0","1103040054","","10304","16","","",""
"32","","","0","1103040055","","10304","18","","",""
"93","","","0","1103040056","","10304","0.3","","",""
"5","0","-270","1","1104010001","0.95","10401","3","-250","55","empty"
"5","0","-270","2","1104010002","0.95","10401","104000","-250","57","empty"
"5","0","-260","3","1104010003","0.95","10401","5","150","50","empty"
"5","0","-260","4","1104010004","0.95","10401","5","150","52","empty"
"31","","1","0","1104010005","0","10401","104000","0","220",""
"31","","1","1","1104010006","0","10401","104001","0","0",""
"31","","1","2","1104010007","0","10401","104002","-235","-225",""
"31","","1","3","1104010008","0","10401","104003","0","0",""
"31","","1","4","1104010009","0","10401","104004","0","0",""
"31","","1","6","1104010010","0","10401","104006","0","400",""
"31","","1","10","1104010011","0","10401","1","0","0",""
"31","","1","20","1104010012","0","10401","2","0","0",""
"31","","1","30","1104010013","0","10401","3","0","0",""
"31","","1","50","1104010014","0","10401","5","0","0",""
"91","","","0","1104010015","","10401","0","","",""
"32","","","1","1104010016","","10401","50","","",""
"32","","","1","1104010017","","10401","0","","",""
"32","","","1","1104010018","","10401","10","","",""
"93","","","0","1104010019","","10401","0.5","","",""
"23","","","se_caravan_event_kyaru_A","1104010020","","10401","se_caravan","","0",""
"21","","","vo_caravan_event_98011_000","1104010021","","10401","vo_caravan","0.2","0",""
"32","","","1","1104010022","","10401","6","","",""
"3","0","","turnSkip_1_karin","1104010023","0","10401","3","","0",""
"3","0","","turnSkip_1_pen","1104010024","0","10401","4","","0",""
"3","0","","turnSkip_1","1104010025","0","10401","1","","0",""
"3","0","","turnSkip_1","1104010026","0","10401","2","","0",""
"33","","8","0","1104010027","","10401","0","0.7","0",""
"2","","8","-250","1104010028","","10401","3","0.7","-260",""
"2","","8","-250","1104010029","","10401","4","0.7","-260",""
"33","","8","0","1104010030","","10401","6","0.7","0",""
"93","","","0","1104010031","","10401","4.3","","",""
"23","","","se_caravan_event_kyaru_1turn_B","1104010032","","10401","se_caravan","","0",""
"21","","","vo_caravan_event_98011_001","1104010033","","10401","vo_caravan","0.533","0",""
"93","","","0","1104010034","","10401","0.833","","",""
"32","","","1","1104010035","","10401","3","","",""
"93","","","0","1104010036","","10401","0.3003","","",""
"32","","","1","1104010037","","10401","1","","",""
"93","","","0","1104010038","","10401","1.0337","","",""
"21","","","vo_caravan_event_98011_002","1104010039","","10401","vo_caravan","","0",""
"32","","","1","1104010040","","10401","2","","",""
"93","","","0","1104010041","","10401","0.833","","",""
"101","","","0","1104010042","","10401","1104010043","","",""
"35","","","1","1104010043","","10401","4","","",""
"32","","","1","1104010044","","10401","4","","",""
"32","","","1","1104010045","","10401","20","","",""
"93","","","0","1104010046","","10401","0.4","","",""
"92","","","","1104010047","","10401","","","",""
"35","","","1","1104010048","","10401","30","","",""
"32","","","1","1104010049","","10401","30","","",""
"93","","","0","1104010050","","10401","0.2","","",""
"6","0","0","1","1104010051","0","10401","1","1","1",""
"6","0","0","1","1104010052","0","10401","2","1","1",""
"6","0","0","1","1104010053","0","10401","3","1","1",""
"6","0","0","1","1104010054","0","10401","4","1","1",""
"32","","","0","1104010055","","10401","0","","",""
"32","","","0","1104010056","","10401","1","","",""
"32","","","0","1104010057","","10401","2","","",""
"32","","","0","1104010058","","10401","3","","",""
"32","","","0","1104010059","","10401","4","","",""
"32","","","0","1104010060","","10401","6","","",""
"32","","","0","1104010061","","10401","10","","",""
"32","","","0","1104010062","","10401","20","","",""
"32","","","0","1104010063","","10401","50","","",""
"93","","","0","1104010064","","10401","0.3","","",""
"5","0","-270","1","1104020001","0.95","10402","3","-250","55","empty"
"5","0","-270","2","1104020002","0.95","10402","104000","-250","57","empty"
"5","0","-260","3","1104020003","0.95","10402","5","100","50","empty"
"5","0","-260","4","1104020004","0.95","10402","5","100","52","empty"
"31","","1","0","1104020005","0","10402","104000","0","220",""
"31","","1","1","1104020006","0","10402","104001","0","0",""
"31","","1","2","1104020007","0","10402","104002","-245","-205",""
"31","","1","3","1104020008","0","10402","104003","0","0",""
"31","","1","5","1104020009","0","10402","104005","0","0",""
"31","","1","6","1104020010","0","10402","104006","0","265",""
"31","","1","10","1104020011","0","10402","1","0","0",""
"31","","1","20","1104020012","0","10402","2","0","0",""
"31","","1","30","1104020013","0","10402","3","0","0",""
"31","","1","50","1104020014","0","10402","5","0","0",""
"91","","","0","1104020015","","10402","0","","",""
"32","","","1","1104020016","","10402","50","","",""
"32","","","1","1104020017","","10402","0","","",""
"32","","","1","1104020018","","10402","10","","",""
"93","","","0","1104020019","","10402","0.5","","",""
"23","","","se_caravan_event_kyaru_A","1104020020","","10402","se_caravan","","0",""
"21","","","vo_caravan_event_98012_000","1104020021","","10402","vo_caravan","0.2","0",""
"32","","","1","1104020022","","10402","6","","",""
"3","0","","turnSkip_2_karin","1104020023","0","10402","3","","0",""
"3","0","","turnSkip_2_pen","1104020024","0","10402","4","","0",""
"3","0","","turnSkip_2","1104020025","0","10402","1","","0",""
"3","0","","turnSkip_2","1104020026","0","10402","2","","0",""
"33","","8","0","1104020027","","10402","0","0.7","0",""
"2","","8","-250","1104020028","","10402","3","0.7","-260",""
"2","","8","-250","1104020029","","10402","4","0.7","-260",""
"33","","8","0","1104020030","","10402","6","0.7","0",""
"93","","","0","1104020031","","10402","4.3","","",""
"23","","","se_caravan_event_kyaru_2turn_B","1104020032","","10402","se_caravan","","0",""
"21","","","vo_caravan_event_98012_001","1104020033","","10402","vo_caravan","0.63","0",""
"21","","","vo_caravan_event_98012_002","1104020034","","10402","vo_caravan","2.2","0",""
"93","","","0","1104020035","","10402","2.5","","",""
"32","","","1","1104020036","","10402","3","","",""
"93","","","0","1104020037","","10402","0.3","","",""
"32","","","1","1104020038","","10402","1","","",""
"93","","","0","1104020039","","10402","1.067","","",""
"21","","","vo_caravan_event_98012_003","1104020040","","10402","vo_caravan","","0",""
"32","","","1","1104020041","","10402","2","","",""
"93","","","0","1104020042","","10402","0.933","","",""
"101","","","0","1104020043","","10402","1104020044","","",""
"35","","","1","1104020044","","10402","5","","",""
"32","","","1","1104020045","","10402","5","","",""
"32","","","1","1104020046","","10402","20","","",""
"93","","","0","1104020047","","10402","0.4","","",""
