0f25d89d2a7848e6b6d29c7d92ce0633d8471aefb74aa47b5674a7d1ca43f930,b4ceedd9ba6b6dabcad4f179f5276a0a085d606b5514981cb1d2997152f0ae36,23be72fb4eeee15d98cd762dfe94bd6988017597b519b04c278345e596baac08,82dc6710e384b6beb153577bea0b348071e519af4116df8210f15319849065fa,9792d9de75310ea408e231b08e80c8ca165495ce805778bde1e692d5271350d2,97f2eab3aec61842ac28fd03eda11a40c5cecfff22d241468f1ea18364d19cda
"200","91002","30","8","99001107","0"
"201","11001108","1","15","99001108","1001"
"202","91002","30","8","99001108","0"
"203","11001109","1","15","99001109","1002"
"204","91002","30","8","99001109","0"
"205","11001110","1","15","99001110","1003"
"206","91002","30","8","99001110","0"
"207","11001111","1","15","99001111","1001"
"208","91002","30","8","99001111","0"
"209","11001112","1","15","99001112","1001"
"210","91002","30","8","99001112","0"
"211","11001113","1","15","99001113","1002"
"212","91002","30","8","99001113","0"
"213","11001114","1","15","99001114","1003"
"214","91002","30","8","99001114","0"
"215","11001115","1","15","99001115","1001"
"216","91002","30","8","99001115","0"
"217","11001116","1","15","99001116","1001"
"218","91002","30","8","99001116","0"
"219","11001117","1","15","99001117","1002"
"220","91002","30","8","99001117","0"
"221","11001118","1","15","99001118","1003"
"222","91002","30","8","99001118","0"
"223","11001119","1","15","99001119","1001"
"224","91002","30","8","99001119","0"
"225","11001120","1","15","99001120","1001"
"226","91002","30","8","99001120","0"
"227","11001121","1","15","99001121","1002"
"228","91002","30","8","99001121","0"
"229","11001122","1","15","99001122","1003"
"230","91002","30","8","99001122","0"
"231","11001123","1","15","99001123","1001"
"232","91002","30","8","99001123","0"
"233","11001124","1","15","99001124","1001"
"234","91002","30","8","99001124","0"
"235","11001125","1","15","99001125","1002"
"236","91002","30","8","99001125","0"
"237","11001126","1","15","99001126","1003"
"238","91002","30","8","99001126","0"
"239","11001127","1","15","99001127","1001"
"240","91002","30","8","99001127","0"
"241","11001128","1","15","99001128","1001"
"242","91002","30","8","99001128","0"
"243","11001129","1","15","99001129","1002"
"244","91002","30","8","99001129","0"
"245","11001130","1","15","99001130","1003"
"246","91002","30","8","99001130","0"
"247","11001131","1","15","99001131","1003"
"248","11001132","1","15","99001132","1001"
"249","91002","30","8","99001132","0"
"250","11001133","1","15","99001133","1001"
"251","91002","30","8","99001133","0"
"252","11001134","1","15","99001134","1002"
"253","91002","30","8","99001134","0"
"254","11001135","1","15","99001135","1003"
"255","91002","30","8","99001135","0"
"256","11001136","1","15","99001136","1001"
"257","91002","30","8","99001136","0"
"258","11001137","1","15","99001137","1001"
"259","91002","30","8","99001137","0"
"260","11001138","1","15","99001138","1002"
"261","91002","30","8","99001138","0"
"262","11001139","1","15","99001139","1003"
"263","91002","30","8","99001139","0"
"264","11001140","1","15","99001140","1003"
"265","11001142","1","15","99001142","1001"
"266","91002","30","8","99001142","0"
"267","11001143","1","15","99001143","1001"
"268","91002","30","8","99001143","0"
"269","11001144","1","15","99001144","1002"
"270","91002","30","8","99001144","0"
"271","11001145","1","15","99001145","1003"
"272","91002","30","8","99001145","0"
"273","11001146","0","15","99001146","1001"
"274","11001147","0","15","99001147","1002"
"275","11001148","1","15","99001148","1001"
"276","91002","30","8","99001148","0"
"277","11001149","1","15","99001149","1001"
"278","91002","30","8","99001149","0"
"279","11001150","1","15","99001150","1002"
"280","91002","30","8","99001150","0"
"281","11001151","1","15","99001151","1003"
"282","91002","30","8","99001151","0"
"283","11001152","1","15","99001152","1001"
"284","91002","30","8","99001152","0"
"285","11001153","1","15","99001153","1001"
"286","91002","30","8","99001153","0"
"287","11001154","1","15","99001154","1002"
"288","91002","30","8","99001154","0"
"289","11001155","1","15","99001155","1003"
"290","91002","30","8","99001155","0"
"291","11001156","1","15","99001156","1001"
"292","91002","30","8","99001156","0"
"293","11001157","1","15","99001157","1001"
"294","91002","30","8","99001157","0"
"295","11001158","1","15","99001158","1002"
"296","91002","30","8","99001158","0"
"297","11001159","1","15","99001159","1003"
"298","91002","30","8","99001159","0"
"299","11001160","1","15","99001160","1001"
"300","91002","30","8","99001160","0"
"301","11001161","1","15","99001161","1001"
"302","91002","30","8","99001161","0"
"303","11001162","1","15","99001162","1002"
"304","91002","30","8","99001162","0"
"305","11001163","1","15","99001163","1003"
"306","91002","30","8","99001163","0"
"307","11001164","1","15","99001164","1002"
"308","11001165","1","15","99001165","1003"
"309","11001166","1","15","99001166","1001"
"310","91002","30","8","99001166","0"
"311","11001167","1","15","99001167","1001"
"312","91002","30","8","99001167","0"
"313","11001168","1","15","99001168","1002"
"314","91002","30","8","99001168","0"
"315","11001169","1","15","99001169","1003"
"316","91002","30","8","99001169","0"
"317","11001170","1","15","99001170","1001"
"318","91002","30","8","99001170","0"
"319","11001171","1","15","99001171","1001"
"320","91002","30","8","99001171","0"
"321","11001172","1","15","99001172","1002"
"322","91002","30","8","99001172","0"
"323","11001173","1","15","99001173","1003"
"324","91002","30","8","99001173","0"
"325","11001174","1","15","99001174","1001"
"326","91002","30","8","99001174","0"
"327","11001175","1","15","99001175","1001"
"328","91002","30","8","99001175","0"
"329","11001176","1","15","99001176","1002"
"330","91002","30","8","99001176","0"
"331","11001177","1","15","99001177","1003"
"332","91002","30","8","99001177","0"
"333","11001178","1","15","99001178","1001"
"334","91002","30","8","99001178","0"
"335","11001179","1","15","99001179","1001"
"336","91002","30","8","99001179","0"
"337","11001180","1","15","99001180","1002"
"338","91002","30","8","99001180","0"
"339","11001181","1","15","99001181","1003"
"340","91002","30","8","99001181","0"
"341","11001182","1","15","99001182","1001"
"342","91002","30","8","99001182","0"
"343","11001183","1","15","99001183","1001"
"344","91002","30","8","99001183","0"
"345","11001184","1","15","99001184","1002"
"346","91002","30","8","99001184","0"
"347","11001185","1","15","99001185","1003"
"348","91002","30","8","99001185","0"
"349","11001186","1","15","99001186","1001"
"350","91002","30","8","99001186","0"
"351","11001187","1","15","99001187","1001"
"352","91002","30","8","99001187","0"
"353","11001188","1","15","99001188","1002"
"354","91002","30","8","99001188","0"
"355","11001189","1","15","99001189","1003"
"356","91002","30","8","99001189","0"
"357","11001190","1","15","99001190","1001"
"358","91002","30","8","99001190","0"
"359","11001191","1","15","99001191","1001"
"360","91002","30","8","99001191","0"
"361","11001192","1","15","99001192","1002"
"362","91002","30","8","99001192","0"
"363","11001193","1","15","99001193","1003"
"364","91002","30","8","99001193","0"
"365","11001194","1","15","99001194","1001"
"366","91002","30","8","99001194","0"
"367","11001195","1","15","99001195","1001"
"368","91002","30","8","99001195","0"
"369","11001196","1","15","99001196","1002"
"370","91002","30","8","99001196","0"
"371","11001197","1","15","99001197","1003"
"372","91002","30","8","99001197","0"
"373","11001198","1","15","99001198","1002"
"374","11001199","1","15","99001199","1003"
"375","11001200","1","15","99001200","1001"
"376","91002","30","8","99001200","0"
"377","11001201","1","15","99001201","1001"
"378","91002","30","8","99001201","0"
"379","11001202","1","15","99001202","1002"
"380","91002","30","8","99001202","0"
"381","11001203","1","15","99001203","1003"
"382","91002","30","8","99001203","0"
"383","11001204","1","15","99001204","1003"
"384","11001205","1","15","99001205","1001"
"385","91002","30","8","99001205","0"
"386","11001206","1","15","99001206","1001"
"387","91002","30","8","99001206","0"
"388","11001207","1","15","99001207","1002"
"389","91002","30","8","99001207","0"
"390","11001208","1","15","99001208","1003"
"391","91002","30","8","99001208","0"
"392","11001209","1","15","99001209","1001"
"393","91002","30","8","99001209","0"
"394","11001210","1","15","99001210","1001"
"395","91002","30","8","99001210","0"
"396","11001211","1","15","99001211","1002"
"397","91002","30","8","99001211","0"
"398","11001212","1","15","99001212","1003"
"399","91002","30","8","99001212","0"
"400","11001213","1","15","99001213","1001"
"401","91002","30","8","99001213","0"
"402","11001214","1","15","99001214","1001"
"403","91002","30","8","99001214","0"
"404","11001215","1","15","99001215","1002"
"405","91002","30","8","99001215","0"
"406","11001216","1","15","99001216","1003"
"407","91002","30","8","99001216","0"
"408","11001217","1","15","99001217","1001"
"409","91002","30","8","99001217","0"
"410","11001218","1","15","99001218","1001"
"411","91002","30","8","99001218","0"
"412","11001219","1","15","99001219","1002"
"413","91002","30","8","99001219","0"
"414","11001220","1","15","99001220","1003"
"415","91002","30","8","99001220","0"
"416","11001221","1","15","99001221","1001"
"417","91002","30","8","99001221","0"
"418","11001222","1","15","99001222","1001"
"419","91002","30","8","99001222","0"
"420","11001223","1","15","99001223","1002"
"421","91002","30","8","99001223","0"
"422","11001224","1","15","99001224","1003"
"423","91002","30","8","99001224","0"
"424","11001225","1","15","99001225","1001"
"425","91002","30","8","99001225","0"
"426","11001226","1","15","99001226","1001"
"427","91002","30","8","99001226","0"
"428","11001227","1","15","99001227","1002"
"429","91002","30","8","99001227","0"
"430","11001228","1","15","99001228","1003"
"431","91002","30","8","99001228","0"
"432","11001229","1","15","99001229","1001"
"433","91002","30","8","99001229","0"
"434","11001230","1","15","99001230","1001"
"435","91002","30","8","99001230","0"
"436","11001231","1","15","99001231","1002"
"437","91002","30","8","99001231","0"
"438","11001232","1","15","99001232","1003"
"439","91002","30","8","99001232","0"
"440","11001233","1","15","99001233","1001"
"441","91002","30","8","99001233","0"
"442","11001234","1","15","99001234","1001"
"443","91002","30","8","99001234","0"
"444","11001235","1","15","99001235","1002"
"445","91002","30","8","99001235","0"
"446","11001236","1","15","99001236","1003"
"447","91002","30","8","99001236","0"
"448","11001237","1","15","99001237","1001"
"449","91002","30","8","99001237","0"
"450","11001238","1","15","99001238","1001"
"451","91002","30","8","99001238","0"
"452","11001239","1","15","99001239","1002"
"453","91002","30","8","99001239","0"
"454","11001240","1","15","99001240","1003"
"455","91002","30","8","99001240","0"
"456","11001241","1","15","99001241","1001"
"457","91002","30","8","99001241","0"
"458","11001242","1","15","99001242","1001"
"459","91002","30","8","99001242","0"
"460","11001243","1","15","99001243","1002"
"461","91002","30","8","99001243","0"
"462","11001244","1","15","99001244","1003"
"463","91002","30","8","99001244","0"
"464","11001245","1","15","99001245","1001"
"465","91002","30","8","99001245","0"
"466","11001246","1","15","99001246","1001"
"467","91002","30","8","99001246","0"
"468","11001247","1","15","99001247","1002"
"469","91002","30","8","99001247","0"
"470","11001248","1","15","99001248","1003"
"471","91002","30","8","99001248","0"
"472","11001249","1","15","99001249","1003"
"473","11001250","1","15","99001250","1001"
"474","91002","30","8","99001250","0"
"475","11001251","1","15","99001251","1001"
"476","91002","30","8","99001251","0"
"477","11001252","1","15","99001252","1002"
"478","91002","30","8","99001252","0"
"479","11001253","1","15","99001253","1003"
"480","91002","30","8","99001253","0"
"481","11001254","1","15","99001254","1001"
"482","91002","30","8","99001254","0"
"483","11001255","1","15","99001255","1001"
"484","91002","30","8","99001255","0"
"485","11001256","1","15","99001256","1002"
"486","91002","30","8","99001256","0"
"487","11001257","1","15","99001257","1003"
"488","91002","30","8","99001257","0"
"489","11001258","1","15","99001258","1001"
"490","91002","30","8","99001258","0"
"491","11001259","1","15","99001259","1001"
"492","91002","30","8","99001259","0"
"493","11001260","1","15","99001260","1002"
"494","91002","30","8","99001260","0"
"495","11001261","1","15","99001261","1003"
"496","91002","30","8","99001261","0"
"497","11001262","1","15","99001262","1001"
"498","11001263","1","15","99001263","1001"
"499","11001264","1","15","99001264","1001"
"500","11001265","1","15","99001265","1002"
"501","11001266","1","15","99001266","1003"
"502","11001267","1","15","99001267","1001"
"503","91002","30","8","99001267","0"
"504","11001268","1","15","99001268","1001"
"505","91002","30","8","99001268","0"
"506","11001269","1","15","99001269","1002"
"507","91002","30","8","99001269","0"
"508","11001270","1","15","99001270","1003"
"509","91002","30","8","99001270","0"
"510","11001271","1","15","99001271","1003"
"511","11001272","1","15","99001272","1001"
"512","91002","30","8","99001272","0"
"513","11001273","1","15","99001273","1001"
"514","91002","30","8","99001273","0"
"515","11001274","1","15","99001274","1002"
"516","91002","30","8","99001274","0"
"517","11001275","1","15","99001275","1003"
"518","91002","30","8","99001275","0"
"519","11001276","1","15","99001276","1003"
"520","11001277","1","15","99001277","1001"
"521","91002","30","8","99001277","0"
"522","11001278","1","15","99001278","1001"
"523","91002","30","8","99001278","0"
"524","11001279","1","15","99001279","1002"
"525","91002","30","8","99001279","0"
"526","11001280","1","15","99001280","1003"
"527","91002","30","8","99001280","0"
"528","11001281","1","15","99001281","1001"
"529","91002","30","8","99001281","0"
"530","11001282","1","15","99001282","1001"
"531","91002","30","8","99001282","0"
"532","11001283","1","15","99001283","1002"
"533","91002","30","8","99001283","0"
"534","11001284","1","15","99001284","1003"
"535","91002","30","8","99001284","0"
"536","11001285","1","15","99001285","1003"
"537","11001286","1","15","99001286","1001"
"538","91002","30","8","99001286","0"
"539","11001287","1","15","99001287","1001"
"540","91002","30","8","99001287","0"
"541","11001288","1","15","99001288","1002"
"542","91002","30","8","99001288","0"
"543","11001289","1","15","99001289","1003"
"544","91002","30","8","99001289","0"
"545","11001290","1","15","99001290","1001"
"546","91002","30","8","99001290","0"
"547","11001291","1","15","99001291","1001"
"548","91002","30","8","99001291","0"
"549","11001292","1","15","99001292","1002"
"550","91002","30","8","99001292","0"
"551","11001293","1","15","99001293","1003"
"552","91002","30","8","99001293","0"
"553","11001294","1","15","99001294","1001"
"554","91002","30","8","99001294","0"
"555","11001295","1","15","99001295","1001"
"556","91002","30","8","99001295","0"
"557","11001296","1","15","99001296","1002"
"558","91002","30","8","99001296","0"
"559","11001297","1","15","99001297","1003"
"560","91002","30","8","99001297","0"
"561","11001298","1","15","99001298","1001"
"562","91002","30","8","99001298","0"
"563","11001299","1","15","99001299","1001"
"564","91002","30","8","99001299","0"
"565","11001300","1","15","99001300","1002"
"566","91002","30","8","99001300","0"
"567","11001301","1","15","99001301","1003"
"568","91002","30","8","99001301","0"
"569","11001302","1","15","99001302","1003"
"570","11001303","1","15","99001303","1003"
"571","11001304","1","15","99001304","1003"
"572","11001305","1","15","99001305","1001"
"573","91002","30","8","99001305","0"
"574","11001306","1","15","99001306","1001"
"575","91002","30","8","99001306","0"
"576","11001307","1","15","99001307","1002"
"577","91002","30","8","99001307","0"
"578","11001308","1","15","99001308","1003"
"579","91002","30","8","99001308","0"
"580","11001309","1","15","99001309","1001"
"581","91002","30","8","99001309","0"
"582","11001310","1","15","99001310","1001"
"583","91002","30","8","99001310","0"
"584","11001311","1","15","99001311","1002"
"585","91002","30","8","99001311","0"
"586","11001312","1","15","99001312","1003"
"587","91002","30","8","99001312","0"
"588","11001313","1","15","99001313","1003"
"589","11001314","1","15","99001314","1001"
"590","91002","30","8","99001314","0"
"591","11001315","1","15","99001315","1001"
"592","91002","30","8","99001315","0"
"593","11001316","1","15","99001316","1002"
"594","91002","30","8","99001316","0"
"595","11001317","1","15","99001317","1003"
"596","91002","30","8","99001317","0"
"597","11001318","1","15","99001318","1003"
"598","11001319","1","15","99001319","1001"
"599","91002","30","8","99001319","0"
"600","11001320","1","15","99001320","1001"
"601","91002","30","8","99001320","0"
"602","11001321","1","15","99001321","1002"
"603","91002","30","8","99001321","0"
"604","11001322","1","15","99001322","1003"
"605","91002","30","8","99001322","0"
"606","11001323","1","15","99001323","1003"
"607","11001324","1","15","99001324","1001"
"608","91002","30","8","99001324","0"
"609","11001325","1","15","99001325","1001"
"610","91002","30","8","99001325","0"
"611","11001326","1","15","99001326","1002"
"612","91002","30","8","99001326","0"
"613","11001327","1","15","99001327","1003"
"614","91002","30","8","99001327","0"
"615","11001328","1","15","99001328","1003"
"616","11001329","1","15","99001329","1001"
"617","91002","30","8","99001329","0"
"618","11001330","1","15","99001330","1001"
"619","91002","30","8","99001330","0"
"620","11001331","1","15","99001331","1002"
"621","91002","30","8","99001331","0"
"622","11001332","1","15","99001332","1003"
"623","91002","30","8","99001332","0"
"624","11001333","1","15","99001333","1001"
"625","91002","30","8","99001333","0"
"626","11001334","1","15","99001334","1001"
"627","91002","30","8","99001334","0"
"628","11001335","1","15","99001335","1002"
"629","91002","30","8","99001335","0"
"630","11001336","1","15","99001336","1003"
"631","91002","30","8","99001336","0"
"632","11001337","1","15","99001337","1002"
"633","11001338","1","15","99001338","1002"
"634","11001339","1","15","99001339","1003"
"635","11001340","1","15","99001340","1001"
"636","91002","30","8","99001340","0"
"637","11001341","1","15","99001341","1001"
"638","91002","30","8","99001341","0"
"639","11001342","1","15","99001342","1002"
"640","91002","30","8","99001342","0"
"641","11001343","1","15","99001343","1003"
"642","91002","30","8","99001343","0"
"646","11001344","1","15","99001344","1001"
"647","91002","30","8","99001344","0"
"648","11001345","1","15","99001345","1001"
"649","91002","30","8","99001345","0"
"650","11001346","1","15","99001346","1002"
"651","91002","30","8","99001346","0"
"652","11001347","1","15","99001347","1003"
"653","91002","30","8","99001347","0"
