3a99c20f682f9d6f063b8c179497b8143c67c35af63fffb1f357cc43a3d6863e,9230bedbf87f3e413967757491dc297b0f2e8e3cf6371a7e309a631f028e5886,70f1fd42a1b4e3f25eb14c700526b573f471d87393ed5a28900bc9fe00f3e407,b19ffd1e20bec37cbe7a50b21af3c30889bf42a4f169a0b4b6ee6076e486113e,1af1114e15884997dd6f039ee9856aefec267a55739eb2dbc8c6eb87f122afd9,7463d418a1e5f05609014d197526ea29130be3fcbe9091726e36bb7695a6a2cb,12eb8bd51fb3d97597afd17c57430ec8eaae630842d1aac5e4ffcf4606e03bf3,b55b6a408efcbd04e14117c5ba8aa9710cd0d0394386914568b43de579fb8911,ae6e5380e73eaeaff5ae3a6f68656a91fed194fce38394ccf8b3e93828e80e21,294e22a43d5a1cf333c30428430e5d35a1c726b2adfd158d30ac0f38051eec47,87a277a8f657bdc8670bf65c4d27b0245576c2f8bd35cf8d34ddcd571f9025d3,5824357ff159373580308a05eaccff2516ee4c4cc1a7bcd4d27c8f2c53069260,34cac1963c35b9eb17da2a2953eabf5884ef8d7c247c4a62da98cc635c686256,3500f3641f9ac8f9a6a105dce41a1c34cd375dedb9bb88a5a62769a82d64f72d,b17354d55ebbbfb37c030e7dde6fa1ba59b5bda33d3c9769fb1bf5ecc1ce9806,c3c741114fbb4b47ed3ad242d03f771f91c69e31e18f7cf206a45c06370267ec,0a2329eb2361bab4ef14b8feb9e46dd10367964a3f1d32cb934cd70e29c63f34,679c64e74e5aad16e06fc3d1eba083b71ad075f368e4e5d0cec169b7508036e2,606f0f06506700a45389adc096e2dea1638064c071a529e69b17ee4b85b178a7,2727aa5dc4ca99c8b65e883bf355053a924431f103aed985f69caafad2c5edd8,45ffe6b3def321c880f4589427b4227136c4ede6054d3d6f8ccdcd103b58e7c6
"NONE","NONE","1012","Balloon","SpeedTerritoryA_NoColl","2850","1200","BeachJumpBoard","0","NONE","NONE","0","0","0","0","NONE","2200","300","EnemyB","SpeedTerritoryA_NoColl","3750"
"NONE","NONE","1013","SpeedTerritoryA","AccelBoardA","2600","1400","SummerEnemyD","0","NONE","NONE","0","0","0","0","NONE","2100","900","BeachTrap","BeachTrap","3300"
"NONE","AccelBoardA","1014","WaterMelon","SpeedTerritoryA","2200","1400","SummerJumpOverEnemyB","3000","NONE","NONE","0","0","3500","0","SummerJumpOverEnemyB","1800","400","BeachJumpOverTrap","BeachTrap","2600"
"NONE","NONE","1015","Balloon","SummerEnemyA_NoColl","2500","1100","BeachTrap_NoCall","0","NONE","NONE","0","0","0","0","NONE","1900","600","SummerEnemyB","SpeedTerritoryA_NoColl","3700"
"NONE","NONE","1016","AccelBoardA","EnemyB","3300","1400","BeachTrap","0","NONE","NONE","0","0","0","0","NONE","2300","600","NONE","AccelBoardA","0"
"NONE","NONE","1017","AccelBoardA","EnemyB","2500","1200","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","1600","400","BeachTrap","WaterMelon","3300"
"NONE","EnemyB_NoColl","1018","BeachTrap","BeachTrap","1900","900","EnemyB_NoColl","2900","NONE","NONE","0","0","0","0","NONE","1100","600","SummerEnemyA_NoColl","Balloon","2400"
"NONE","BeachTrap","1019","BeachTrap","BeachTrap","2500","1200","SummerEnemyA","3800","NONE","NONE","0","0","0","0","NONE","2000","500","AccelBoardA","BeachTrap","3000"
"NONE","SummerEnemyD","1020","AccelBoardA","BeachJumpBoard","2300","900","BeachTrap","3100","NONE","NONE","0","0","3700","0","SummerEnemyD","1900","400","BeachTrap","BeachTrap","2700"
"NONE","NONE","1021","EnemyB","Balloon","2400","700","BeachTrap_NoCall","0","NONE","NONE","0","0","0","0","NONE","1550","400","AccelBoardA","SummerEnemyA_NoColl","3400"
"NONE","NONE","1022","SummerEnemyB","BeachTrap","2500","1200","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","1800","800","SpeedTerritoryA","BeachTrap","3400"
"NONE","BeachTrap","1023","SummerEnemyC","BeachTrap","2000","1000","WaterMelon","3500","NONE","NONE","0","0","0","0","NONE","1500","500","BeachTrap","SummerJumpOverEnemyC","3000"
"NONE","BeachTrap","1024","SummerEnemyB","Balloon","1800","600","SpeedTerritoryA_NoColl","3200","NONE","NONE","0","0","3700","0","SummerJumpOverEnemyC","1300","400","EnemyB_NoColl","SummerEnemyA_NoColl","2300"
"NONE","NONE","1025","EnemyB","AccelBoardA","2700","1300","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","2000","900","AccelBoardA","AccelBoardA","3400"
"NONE","NONE","1026","EnemyB","AccelBoardA","2500","800","BeachJumpBoard","0","NONE","NONE","0","0","0","0","NONE","1500","400","NONE","WaterMelon","0"
"NONE","BeachJumpBoard","1027","SpeedTerritoryA","BeachTrap","1700","630","EnemyB_NoColl","3100","NONE","NONE","0","0","0","0","NONE","700","400","SummerEnemyA_NoColl","Balloon","2600"
"NONE","NONE","1028","SpeedTerritoryA","AccelBoardA","2700","1400","BeachTrap","0","NONE","NONE","0","0","0","0","NONE","2300","600","AccelBoardA","SummerEnemyD","3200"
"NONE","NONE","1029","SummerEnemyC","BeachTrap","2500","1000","WarpGateA","0","NONE","NONE","0","0","0","0","NONE","1700","500","NONE","SpeedTerritoryA","0"
"NONE","SpeedTerritoryA","1030","WaterMelon","AccelBoardA","2500","1500","BeachTrap","3500","NONE","NONE","0","0","0","0","NONE","2000","500","BeachTrap","AccelBoardA","2800"
"NONE","AccelBoardA","1031","Balloon","SpeedTerritoryA_NoColl","2900","1200","BeachTrap","3500","NONE","NONE","0","0","0","0","NONE","2200","350","SummerEnemyD","SpeedTerritoryA_NoColl","3200"
"NONE","NONE","1032","AccelBoardA","SummerEnemyA","0","1500","NONE","0","NONE","NONE","0","0","0","0","NONE","3000","700","NONE","SummerEnemyA","0"
"NONE","NONE","1033","BeachTrap","AccelBoardA","3100","1400","SpeedTerritoryA","0","NONE","NONE","0","0","0","0","NONE","2200","700","NONE","SummerEnemyA","0"
"NONE","SpeedTerritoryB","1034","BeachTrap","BeachJumpOverTrap","2500","1000","SummerJumpOverEnemyD","3500","NONE","NONE","0","0","0","0","NONE","2000","500","SummerJumpOverEnemyA","SummerJumpOverEnemyC","3000"
"NONE","BeachTrap_NoCall","1035","BeachJumpOverTrap","SummerEnemyC","1500","800","Balloon","2700","NONE","NONE","0","0","3100","0","EnemyB_NoColl","1200","400","EnemyB_NoColl","BeachTrap","2300"
"NONE","NONE","1036","AccelBoardA","SpeedTerritoryA","0","1200","NONE","0","NONE","NONE","0","0","0","0","NONE","2700","500","NONE","BeachTrap","0"
"NONE","NONE","1037","SummerEnemyD","AccelBoardA","3000","1000","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","2000","500","NONE","BeachTrap","0"
"NONE","AccelBoardA","1038","SpeedTerritoryB","WaterMelon","2700","1000","EnemyB","3500","NONE","NONE","0","0","0","0","NONE","2200","500","AccelBoardA","AccelBoardA","3000"
"NONE","NONE","1039","SpeedTerritoryA","BeachTrap","2400","1700","NONE","0","NONE","NONE","0","0","0","0","NONE","2500","800","NONE","WarpGateA","3100"
"NONE","NONE","1040","EnemyB","SummerEnemyC","1800","1000","SummerJumpOverEnemyA","0","NONE","NONE","0","0","0","0","NONE","1400","500","WarpGateA","SummerJumpOverEnemyA","2500"
"NONE","NONE","1041","BeachTrap","BeachTrap","2800","1500","SummerEnemyC","0","NONE","NONE","0","0","0","0","NONE","2000","1000","AccelBoardA","AccelBoardA","3300"
"NONE","AccelBoardA","1042","BeachTrap","BeachTrap","1800","900","WaterMelon","3300","NONE","NONE","0","0","0","0","NONE","1300","500","SummerJumpOverEnemyA","AccelBoardA","2700"
"NONE","NONE","1043","AccelBoardA","SummerEnemyB","2200","1100","SummerEnemyC","0","NONE","NONE","0","0","0","0","NONE","1500","500","BeachTrap","AccelBoardA","2700"
"NONE","NONE","1044","AccelBoardA","SummerEnemyB","3300","1400","SpeedTerritoryB","0","NONE","NONE","0","0","0","0","NONE","2300","500","NONE","BeachJumpBoard","0"
"NONE","NONE","1045","EnemyB","AccelBoardA","2700","1900","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","2300","1280","NONE","AccelBoardA","0"
"NONE","NONE","1046","AccelBoardA","AccelBoardA","2000","900","EnemyB","0","NONE","NONE","0","0","0","0","NONE","1300","400","BeachJumpBoard","AccelBoardA","2500"
"NONE","NONE","1047","SpeedTerritoryB","AccelBoardA","0","1500","NONE","0","NONE","NONE","0","0","0","0","NONE","2400","700","NONE","WarpGateA","0"
"NONE","NONE","1048","SummerEnemyD","AccelBoardA","3100","1600","BeachTrap","0","NONE","NONE","0","0","0","0","NONE","2500","550","NONE","BeachTrap","0"
"NONE","BeachTrap","1049","SpeedTerritoryB","WaterMelon","2500","1000","BeachJumpOverTrap","3500","NONE","NONE","0","0","0","0","NONE","2000","500","BeachTrap","AccelBoardA","3000"
"NONE","BeachJumpOverTrap","1050","BeachJumpOverTrap","BeachJumpOverTrap","2400","1200","BeachJumpOverTrap","3600","NONE","NONE","0","0","0","0","NONE","1800","600","BeachJumpOverTrap","BeachJumpOverTrap","3000"
"NONE","NONE","1051","BeachJumpBoard","BeachJumpBoard","3000","1300","BeachJumpBoard","0","NONE","NONE","0","0","0","0","NONE","2200","500","NONE","BeachJumpBoard","0"
"NONE","NONE","1052","BeachJumpBoard","BeachJumpBoard","3500","1200","SpeedTerritoryA","0","NONE","NONE","0","0","0","0","NONE","2100","300","NONE","BeachJumpBoard","0"
"NONE","BeachTrap","1053","BeachJumpOverTrap","BeachJumpOverTrap","2400","1200","BeachTrap","3600","NONE","NONE","0","0","0","0","NONE","1800","600","BeachTrap","BeachJumpOverTrap","3000"
"NONE","NONE","1054","BeachJumpBoard","NONE","0","0","NONE","0","NONE","NONE","0","0","0","0","NONE","0","500","NONE","NONE","0"
"NONE","NONE","1055","BeachJumpBoard","BeachJumpBoard","3500","1200","EnemyB","0","NONE","NONE","0","0","0","0","NONE","2100","300","NONE","BeachJumpBoard","0"
"NONE","BeachTrap","1056","BeachJumpOverTrap","BeachJumpOverTrap","2400","1200","BeachJumpOverTrap","3600","NONE","NONE","0","0","0","0","NONE","1800","600","BeachJumpOverTrap","BeachJumpOverTrap","3000"
"NONE","NONE","1057","BeachJumpBoard","BeachJumpBoard","0","1500","NONE","0","NONE","NONE","0","0","0","0","NONE","2500","500","NONE","BeachJumpBoard","0"
"NONE","NONE","1058","BeachJumpBoard","BeachJumpBoard","3500","1200","SummerEnemyC","0","NONE","NONE","0","0","0","0","NONE","2100","300","NONE","BeachJumpBoard","0"
"NONE","BeachTrap","1059","BeachJumpOverTrap","BeachJumpOverTrap","2400","1200","BeachJumpOverTrap","3600","NONE","NONE","0","0","0","0","NONE","1800","600","BeachTrap","BeachJumpOverTrap","3000"
"NONE","NONE","1060","BeachJumpBoard","BeachJumpBoard","0","2500","NONE","0","NONE","NONE","0","0","0","0","NONE","0","1300","NONE","NONE","0"
"NONE","NONE","1061","BeachJumpBoard","BeachJumpBoard","3500","1200","SummerJumpOverEnemyB","0","NONE","NONE","0","0","0","0","NONE","2100","300","NONE","BeachJumpBoard","0"
"NONE","NONE","1062","SummerEnemyD","BeachTrap","2600","1200","BeachJumpOverTrap","0","NONE","NONE","0","0","0","0","NONE","1800","500","BeachJumpOverTrap","AccelBoardA","3300"
"NONE","NONE","1063","BeachJumpBoard","SpeedTerritoryB","0","2300","NONE","0","NONE","NONE","0","0","0","0","NONE","3300","700","NONE","AccelBoardA","0"
"NONE","SummerEnemyG","1064","SpeedTerritoryB","ShaveIce","2000","1200","EnemyB","2800","NONE","NONE","0","0","3200","0","ShellFlyingItem","1600","600","ShellFlyingItem","ShellFlyingItem","2400"
"NONE","SummerEnemyA","1065","SummerEnemyD","BeachTrap","1600","800","EnemyB","2400","SummerEnemyG","SummerEnemyG","0","3200","2800","3600","ShellFlyingItem","1200","400","ShellFlyingItem","ShaveIce","2000"
"NONE","SummerEnemyC","1066","BeachJumpBoard","SummerEnemyA_NoColl","2000","800","ShaveIce","2800","NONE","SummerEnemyG","0","3600","3200","0","SummerEnemyG","1600","400","EnemyB","SummerEnemyG","2400"
"NONE","EnemyB","1067","AccelBoardA","AccelBoardA","2400","1100","SpeedTerritoryA","3200","NONE","NONE","0","0","3600","0","SummerEnemyA","1800","400","ShaveIce","AccelBoardA","2800"
"NONE","NONE","1068","WaterMelon","WaterMelon","2700","1300","ShaveIce","0","NONE","NONE","0","0","0","0","NONE","2000","300","NONE","WaterMelon","0"
"NONE","NONE","1069","WaterMelon","WaterMelon","3200","1200","WaterMelon","0","NONE","NONE","0","0","0","0","NONE","2200","300","NONE","WaterMelon","0"
"NONE","NONE","1070","WaterMelon","WaterMelon","2550","1150","ShaveIce","0","NONE","NONE","0","0","0","0","NONE","1850","300","NONE","WaterMelon","0"
"NONE","NONE","1071","WaterMelon","WaterMelon","2400","1000","ShaveIce","0","NONE","NONE","0","0","0","0","NONE","1700","300","NONE","WaterMelon","0"
"NONE","NONE","1072","BeachTrap","SpeedTerritoryB","1600","800","WaterMelon","0","NONE","NONE","0","0","0","0","NONE","1200","400","NONE","SummerEnemyA","0"
"NONE","NONE","1073","BeachTrap","SpeedTerritoryB","1600","800","Balloon","0","NONE","NONE","0","0","0","0","NONE","1200","400","NONE","SummerEnemyB","0"
"NONE","NONE","1074","BeachTrap","SpeedTerritoryB","1600","800","BeachJumpBoard","0","NONE","NONE","0","0","0","0","NONE","1200","400","NONE","SummerEnemyC","0"
"NONE","NONE","1075","BeachTrap","SpeedTerritoryB","1600","800","ShaveIce","0","NONE","NONE","0","0","0","0","NONE","1200","400","NONE","SummerEnemyD","0"
"NONE","ShellFlyingItem","1076","SummerEnemyD","SummerJumpOverEnemyC","1800","800","ShaveIce","3000","NONE","NONE","0","0","3600","0","SummerEnemyG","1200","400","EnemyB","EnemyB","2400"
"NONE","EnemyB","1077","SpeedTerritoryA","WaterMelon","2000","800","ShaveIce","3200","NONE","NONE","0","0","3600","0","SummerEnemyG","1600","400","SummerEnemyC","SpeedTerritoryA","2600"
"NONE","SummerEnemyG","1078","Surf","ShellFlyingItem","2000","800","SummerEnemyG","3600","NONE","NONE","0","0","3600","0","NONE","1600","400","BeachJumpOverTrap","SummerEnemyB","2800"
"NONE","ShellFlyingItem","1079","BeachTrap","BeachJumpOverTrap","1600","800","Surf","2400","NONE","NONE","0","0","2800","0","SummerEnemyB","1200","400","ShellFlyingItem","BeachTrap","2000"
"NONE","Surf","1080","BeachJumpBoard","SummerEnemyA_NoColl","1300","700","SummerEnemyB","2000","SummerEnemyB","ShellFlyingItem","0","2800","2400","3200","SummerEnemyB","1000","400","SummerEnemyC","BeachTrap_NoCall","1600"
"NONE","BeachTrap","1081","SummerEnemyA","Surf","1600","800","SummerEnemyB","2800","NONE","NONE","0","0","3600","0","BeachJumpOverTrap","1200","400","SummerEnemyB","ShellFlyingItem","2000"
"NONE","SummerEnemyB","1082","SurfB","ShellFlyingItem","2000","800","SurfB","3200","NONE","NONE","0","0","3600","0","BeachJumpOverTrap","1600","400","SummerEnemyB","BeachTrap","2400"
"NONE","SummerEnemyC","1083","SpeedTerritoryA","SurfB","1800","800","SummerEnemyB","2600","NONE","SummerEnemyG","0","3400","3000","0","ShellFlyingItem","1100","400","Surf","ShellFlyingItem","2000"
"NONE","SummerEnemyG","1084","Surf","EnemyB","1800","800","SummerEnemyC","2800","NONE","NONE","0","0","3600","0","SummerEnemyC","1500","300","SurfB","ShellFlyingItem","2500"
"NONE","SummerEnemyG","1085","SurfB","EnemyB","1800","800","SummerEnemyC","2800","NONE","NONE","0","0","3600","0","SummerEnemyC","1500","300","SurfB","BeachJumpOverTrap","2500"
"NONE","SummerEnemyG","1086","Surf","EnemyB","1800","800","SummerEnemyC","2800","NONE","NONE","0","0","3600","0","BeachJumpOverTrap","1500","300","SurfB","ShellFlyingItem","2500"
"NONE","SummerEnemyG","1087","Surf","EnemyB","1800","800","SummerEnemyC","2800","NONE","NONE","0","0","3600","0","BeachTrap","1500","300","SurfB","ShellFlyingItem","2500"
"NONE","NONE","1088","Carpet500","NONE","0","0","NONE","0","NONE","NONE","0","0","0","0","NONE","0","400","NONE","NONE","0"
"NONE","BeachJumpOverTrap","1089","SummerEnemyA","SummerEnemyB","2100","1000","BeachJumpOverTrap","3000","NONE","NONE","0","0","3500","0","SummerJumpOverEnemyA","1500","500","AccelBoardA","BeachTrap","2600"
"NONE","SummerEnemyC","1090","BeachTrap","SpeedTerritoryA","1900","900","AccelBoardA","2800","NONE","NONE","0","0","3300","0","BeachTrap","1500","400","SummerEnemyB","SummerJumpOverEnemyA","2300"
"NONE","NONE","1091","WaterMelon","BeachTrap","2700","1500","SummerEnemyB","0","NONE","NONE","0","0","0","0","NONE","2200","500","SummerEnemyA","SummerEnemyA","3200"
"NONE","BeachTrap","1092","BeachJumpOverTrap","SummerEnemyA","2200","1100","SummerJumpOverEnemyA","3300","NONE","NONE","0","0","0","0","NONE","1700","600","SpeedTerritoryA","BeachTrap","2600"
"NONE","SummerEnemyC","1093","Surf","EnemyB","2600","900","ShaveIce","3400","NONE","NONE","0","0","0","0","NONE","1500","500","SummerEnemyG","ShellFlyingItem","3000"
"NONE","SummerEnemyC","1094","SummerEnemyC","BeachJumpOverTrap","2000","800","EnemyB","3400","NONE","NONE","0","0","0","0","NONE","1300","400","SummerEnemyG","ShaveIce","2700"
"NONE","ShellFlyingItem","1095","BeachTrap","WaterMelon","2300","1000","ShaveIce","3300","NONE","NONE","0","0","0","0","NONE","1900","500","SummerEnemyC","SpeedTerritoryA","2800"
"NONE","SummerEnemyC","1096","SummerJumpOverEnemyA","BeachJumpBoard","2500","900","ShaveIce","3500","NONE","NONE","0","0","0","0","NONE","1800","400","ShellFlyingItem","SummerEnemyB","3000"
"NONE","SummerEnemyB","1097","SummerEnemyA","SpeedTerritoryA","1900","800","SummerEnemyC","3000","NONE","NONE","0","0","3400","0","SummerEnemyA","1400","400","AccelBoardA","AccelBoardA","2200"
"NONE","SummerEnemyB","1098","BeachTrap","AccelBoardA","1900","900","BeachTrap","3000","NONE","NONE","0","0","3300","0","BeachTrap","1500","500","SummerEnemyC","SummerEnemyB","2400"
"NONE","SummerEnemyB","1099","SummerEnemyB","BeachTrap","1900","800","AccelBoardA","3000","NONE","NONE","0","0","0","0","NONE","1400","400","SummerEnemyA","SummerEnemyC","2500"
"NONE","BeachTrap","1100","SummerEnemyA","BeachTrap","1900","900","SpeedTerritoryA","3000","NONE","NONE","0","0","3400","0","SummerEnemyB","1300","500","SummerEnemyD","AccelBoardA","2300"
"NONE","BeachTrap","1101","SummerEnemyA","BeachTrap","2100","1000","SummerEnemyB","3300","NONE","NONE","0","0","0","0","NONE","1600","600","SummerEnemyB","SpeedTerritoryA","2700"
"NONE","BeachTrap","1102","BeachTrap","SummerEnemyA","1900","900","SummerEnemyB","2700","NONE","SummerEnemyB","0","3400","3000","0","SummerEnemyA","1500","500","SummerEnemyC","AccelBoardA","2300"
"NONE","SpeedTerritoryA","1103","SummerEnemyB","SummerEnemyC","1900","1100","SpeedTerritoryA","3300","NONE","NONE","0","0","3600","0","SummerEnemyC","1500","600","SummerEnemyB","BeachTrap","2800"
"NONE","SummerEnemyA","1104","BeachTrap","SummerEnemyD","1800","1000","SummerEnemyA","2600","NONE","SummerEnemyC","0","3300","2900","0","SpeedTerritoryA","1400","600","AccelBoardA","BeachTrap","2200"
"NONE","SummerJumpOverEnemyC","1105","SummerJumpOverEnemyA","SummerJumpOverEnemyD","1900","1000","SummerEnemyA","2800","NONE","SummerEnemyA","0","3500","3100","0","SummerEnemyD","1500","500","SummerEnemyD","SummerEnemyC","2400"
"NONE","SummerEnemyD","1106","SummerJumpOverEnemyC","SummerEnemyA","2000","900","SummerEnemyD","3100","NONE","NONE","0","0","3500","0","SummerEnemyC","1500","500","SummerJumpOverEnemyB","SummerJumpOverEnemyB","2500"
"NONE","SummerJumpOverEnemyB","1107","SummerEnemyA","SummerJumpOverEnemyC","2300","1200","SummerJumpOverEnemyA","3400","NONE","NONE","0","0","0","0","NONE","1800","600","SummerEnemyA","SummerJumpOverEnemyC","2800"
"NONE","SummerEnemyB","1108","SummerJumpOverEnemyB","SummerEnemyD","2400","1000","SummerJumpOverEnemyC","3500","NONE","NONE","0","0","0","0","NONE","1700","500","SummerEnemyA","SummerJumpOverEnemyA","2900"
"NONE","NONE","8001","SurfC","ShellFlyingItem","2000","1000","SummerEnemyG","0","NONE","NONE","0","0","0","0","NONE","1300","700","SummerEnemyG","SummerEnemyB","3000"
"NONE","NONE","8002","SurfC","SummerEnemyA","2000","1000","SummerEnemyA","0","NONE","NONE","0","0","0","0","NONE","1300","700","SummerEnemyG","EnemyB","3000"
"NONE","SpeedTerritoryA","8003","SurfB","SummerEnemyA","1900","1300","BeachTrap","2500","NONE","AccelBoardA","0","3100","2800","0","SpeedTerritoryB","1600","300","BeachJumpOverTrap","SummerJumpOverEnemyA","2200"
"NONE","WaterMelon","8004","SurfB","BeachJumpBoard","1800","1300","SpeedTerritoryA_NoColl","3200","NONE","NONE","0","0","0","0","NONE","1600","300","WarpGateA","SummerEnemyA_NoColl","2200"
"NONE","NONE","8005","SurfB","Balloon","2400","1300","SpeedTerritoryA_NoColl","0","NONE","NONE","0","0","0","0","NONE","2000","300","NONE","SummerEnemyA_NoColl","0"
"NONE","SpeedTerritoryA","8006","NONE","SummerEnemyA","900","300","BeachTrap","1500","SurfB","AccelBoardA","0","2100","1800","3000","SpeedTerritoryB","600","0","BeachJumpOverTrap","SummerJumpOverEnemyA","1200"
"NONE","WaterMelon","8007","NONE","BeachJumpBoard","800","300","SpeedTerritoryA_NoColl","2200","NONE","NONE","0","0","3000","0","SurfB","600","0","WarpGateA","SummerEnemyA_NoColl","1200"
"NONE","NONE","8008","NONE","Balloon","1300","300","SpeedTerritoryA_NoColl","0","NONE","NONE","0","0","0","0","NONE","1000","0","SurfB","SummerEnemyA_NoColl","3000"
"NONE","NONE","8009","NONE","NONE","1300","300","NONE","0","NONE","NONE","0","0","0","0","NONE","1000","0","NONE","NONE","3000"
"NONE","NONE","9990","AccelBoardA","AccelBoardA","3100","1000","BeachJumpBoard","0","NONE","NONE","0","0","0","0","NONE","2000","500","NONE","WarpGateA","0"
"NONE","NONE","9991","AccelBoardA","BeachTrap","2000","800","SummerJumpOverEnemyB","3000","NONE","NONE","0","0","0","0","NONE","1300","500","EnemyB","BeachTrap","2500"
"NONE","BeachTrap","9992","AccelBoardA","SummerEnemyC","2100","1100","EnemyB","3300","NONE","NONE","0","0","0","0","NONE","1400","500","AccelBoardA","SummerJumpOverEnemyB","2800"
"NONE","SummerEnemyA","9993","AccelBoardA","SummerJumpOverEnemyA","2500","1200","AccelBoardA","3300","NONE","NONE","0","0","3600","0","SummerEnemyA","2000","500","SummerEnemyB","SummerEnemyA","3000"
"NONE","AccelBoardA","9994","WaterMelon","AccelBoardA","2000","1000","AccelBoardA","3000","NONE","NONE","0","0","0","0","NONE","1500","300","AccelBoardA","AccelBoardA","2500"
"NONE","SummerJumpOverEnemyA","9995","SummerJumpOverEnemyA","EnemyB","1700","900","SpeedTerritoryA","3000","NONE","NONE","0","0","0","0","NONE","1400","500","BeachJumpOverTrap","BeachJumpOverTrap","2600"
"NONE","NONE","9996","SummerJumpOverEnemyB","WarpGateA","2700","700","AccelBoardA","0","NONE","NONE","0","0","0","0","NONE","1900","400","NONE","AccelBoardA","0"
