a146d9230590b30a208160f695924eeae482c77b3046fff5b4a6608a9c5c4041,8a996d851b7369e8663968689c8f3051a34061a0fa1bf11fbf95e1d268dc94c3,0eb9997b6edc5dcbfef802702dceba8c36b444945a41f97c69098c4e55e47ebf,c59a0eed761934320a146aed427bd7414b8df2135d243bcb3844bb8ebcc589fa,6a1100fdc6a20f07c8761ca99637a41c1a60751efcc4d0e8279bcc86f663ca48,87ec6850c63cd309fc977a99e1a7d916b999a8a263dd3a861a7d1bf837fca486,34dc28084d6dbd22dca707284e6cf833bd1d77de2675ef0fd39b19efefc58ce7,9def07ba3b31da6de672805a0f72e06439c9c639a1207e3c353135b15908b8ea,a7f3b72c26d68ae65a0c440cabf3515cd54c488de105637f2a252e016c381393,c7915a575b4eca405fd80bd024745e6435b5ecc685866d46ff6c04952b0a5a32,a09eae06b84986b61908eb4da696c735968baf37e1355f4c74d1db9835d5dbfc
"","","","93","5.4","3002","130020007","","","0",""
"0","","0.4","123","0.95","3002","130020008","","0.95","0.95","0.95"
"0.2","","","3","1000001","3002","130020009","","","glad","0"
"","","","32","300100","3002","130020010","","","1",""
"","","","32","996","3002","130020011","","","1",""
"","","","93","0.1","3002","130020012","","","0",""
"","","","32","2","3002","130020013","","","0",""
"","","","32","3","3002","130020014","","","0",""
"","","","93","1.5","3002","130020015","","","0",""
"0.2","","","3","1000001","3002","130020016","","","joy","0"
"","","","93","1.7","3002","130020017","","","0",""
"0","","","3","1000001","3002","130020018","","","run_gatein","1"
"","","0","2","1000001","3002","130020019","","1","450","-195"
"","","","93","0.5","3002","130020020","","","1",""
"0.4","0","0","6","1000001","3002","130020021","","1","1","1"
"","","","93","0.4","3002","130020022","","","0",""
"","","","113","1","3002","130020023","","","",""
"0","","1","31","6","3011","130110001","","0","6","345.4"
"0","","1","31","8","3011","130110002","","0","8","345.4"
"0","","1","31","301100","3011","130110003","","0","301100","345.4"
"","","","91","0","3011","130110004","","","",""
"0","","7.4","123","1.05","3011","130110005","","1.05","1.05","1.05"
"0.2","","","3","1000001","3011","130110006","","","wait","0"
"","","","35","2","3011","130110007","","","1",""
"","","","93","4.9","3011","130110008","","","0",""
"0","","0.3","123","0.95","3011","130110009","","0.95","0.95","0.95"
"","","","23","se_travel","3011","130110010","","","se_travel_treasure_ghost_success","0"
"","","","32","8","3011","130110011","","","1",""
"","","","35","8","3011","130110012","","","0",""
"","","","32","6","3011","130110013","","","1",""
"","","","93","0.1","3011","130110014","","","0",""
"","","","32","2","3011","130110015","","","0",""
"","","","32","3","3011","130110016","","","0",""
"","","","3","1000001","3011","130110017","","","dotEyes","0"
"","","","93","0.87","3011","130110018","","","0",""
"0.2","","","3","1000001","3011","130110019","","","glad","0"
"","","","32","301100","3011","130110020","","","1",""
"","","","35","8","3011","130110021","","","1",""
"","","","93","0.6","3011","130110022","","","0",""
"","","","32","996","3011","130110023","","","1",""
"","","","93","0.5","3011","130110024","","","0",""
"","","","3","1000001","3011","130110025","","","joy","0"
"","","","93","1.67","3011","130110026","","","0",""
"0","","","3","1000001","3011","130110027","","","run_gatein","1"
"","","0","2","1000001","3011","130110028","","1","450","-195"
"","","","93","0.5","3011","130110029","","","1",""
"0.4","0","0","6","1000001","3011","130110030","","1","1","1"
"","","","93","0.4","3011","130110031","","","0",""
"","","","113","1","3011","130110032","","","",""
"0.2","","","3","1000001","3012","130120001","","","idle","1"
"0","","1","31","301200","3012","130120002","","0","13","0"
"0","","1","31","101","3012","130120003","","0","14","0"
"0","","1","31","301204","3012","130120004","","-150","16","260"
"0","","1","31","301205","3012","130120005","","0","17","0"
"0","","1","31","6","3012","130120006","","0","18","345.4"
"0","","1","31","301201","3012","130120007","","0","20","345.4"
"0","","1","31","301202","3012","130120008","","0","21","345.4"
"1","0","-234","5","1","3012","130120009","round_monster_walk","9340","3","55"
"","","","91","0","3012","130120010","","","",""
"0","0","0","6","3","3012","130120011","","1","1","1"
"0","0","0","2","3","3012","130120012","","0","345","-234"
"0","0","7.4","123","1.05","3012","130120013","","1.05","1.05","1.05"
"0.2","","","3","1000001","3012","130120014","","","wait","0"
"","","","35","2","3012","130120015","","","1",""
"0","","1","31","301203","3012","130120016","","0","15","0"
"0.89","0","-250","1","2","3012","130120017","<weapon>_run","9340","1000002","57"
"","","","93","4.3","3012","130120018","","","0",""
"0","","0.4","123","0.95","3012","130120019","","0.95","0.95","0.95"
"","","","32","21","3012","130120020","","","1",""
"","","","35","21","3012","130120021","","","0",""
"","","","23","se_travel","3012","130120022","","","se_travel_treasure_success_monster_helper_1",""
"","","","32","18","3012","130120023","","","1",""
"","","","93","0.1","3012","130120024","","","0",""
"","","","32","2","3012","130120025","","","0",""
"0.3","0","1","6","3","3012","130120026","","1","1","1"
"","","","32","13","3012","130120027","","","1",""
"","","","3","3","3012","130120028","","","round_monster_appear","0"
"","","","3","1000001","3012","130120029","","","back","0"
"","","","93","0.67","3012","130120030","","","0",""
"0.2","","","3","3","3012","130120031","","","round_monster_walk","0"
"","","0","2","3","3012","130120032","","1.4","220","-234"
"","","","32","20","3012","130120033","","","1",""
"","","","93","0.1","3012","130120034","","","0",""
"","","","32","18","3012","130120035","","","0",""
"","","","93","0.5","3012","130120036","","","0",""
"","","","4","1000002","3012","130120037","","","1",""
"","","0","2","1000002","3012","130120038","","0","1445","-240"
"","","","93","0.5","3012","130120039","","","0",""
"0.3","","","3","3","3012","130120040","","","round_monster_attack","0"
"","","","93","0.5","3012","130120041","","","0",""
"","","","32","17","3012","130120042","","","1",""
"0.1","","","3","1000001","3012","130120043","","","back_loop","0"
"","","","93","0.5","3012","130120044","","","0",""
"","","0","2","1000002","3012","130120045","","0","950","-240"
"","","0","2","1000002","3012","130120046","","0.16","650","-240"
"0.2","","","3","1000002","3012","130120047","","","<weapon>_run","0"
"","","","93","0.16","3012","130120048","","","0",""
"0.2","","","3","1000002","3012","130120049","","","<weapon>_attack_skipQuest","0"
"","","","93","0.1","3012","130120050","","","0",""
"","","0","2","3","3012","130120051","","0","280","-234"
"","","","4","3","3012","130120052","","","1",""
"0.2","","","3","3","3012","130120053","","","round_monster_die","0"
"","","","32","16","3012","130120054","","","1",""
"","","","93","0.5","3012","130120055","","","0",""
"","","0","2","1000001","3012","130120056","","0","20","-240"
"0","","","3","1000001","3012","130120057","","","back_origin","0"
"0.2","","","3","1000001","3012","130120058","","","surprise","0"
"0.2","","","3","1000002","3012","130120059","","","<weapon>_idle","1"
"","","","93","0.66","3012","130120060","","","0",""
"","","","32","15","3012","130120061","","","1",""
"","","","32","996","3012","130120062","","","1",""
"0.6","","0","6","3","3012","130120063","","1","1","1"
"0.2","","","3","1000001","3012","130120064","","","joy_short","0"
"","","","32","18","3012","130120065","","","1",""
"","","","93","0.02","3012","130120066","","","0",""
"","","","32","20","3012","130120067","","","0",""
"","","","32","21","3012","130120068","","","0",""
"","","","93","1.5","3012","130120069","","","0",""
"0.2","","","3","1000001","3012","130120070","","","smile","0"
"0","","","3","1000002","3012","130120071","","","<weapon>_run","1"
"","","","4","1000002","3012","130120072","","","0",""
"","","0","2","1000002","3012","130120073","","2","1500","-250"
"","","","93","1","3012","130120074","","","0",""
"0.2","","0","6","1000002","3012","130120075","","1","1","1"
"0.2","","","3","1000001","3012","130120076","","","run_gatein","1"
"","","0","2","1000001","3012","130120077","","1","360","-200"
"","","","93","0.5","3012","130120078","","","0",""
"0.4","","0","6","1000001","3012","130120079","","1","1","1"
"","","","93","0.4","3012","130120080","","","0",""
"","","","113","1","3012","130120081","","","0",""
"0","","1","31","301300","3013","130130001","","0","301300","345.4"
"","","","91","0","3013","130130002","","","",""
"0.2","","","3","1000001","3013","130130003","","","wait_gradeUp","0"
"","","","32","301300","3013","130130004","","","1",""
"","","","93","0.1","3013","130130005","","","0",""
"","","","32","2","3013","130130006","","","0",""
"","","","93","0.8","3013","130130007","","","0",""
"0","","0","123","1.05","3013","130130008","","1.05","1.05","1.05"
"","","","122","5","3013","130130009","","","5","0.5"
"","","","93","1.1","3013","130130010","","","0",""
"0","","0","123","1.05","3013","130130011","","1.05","1.05","1.05"
"","","","122","10","3013","130130012","","","10","0.5"
"","","","93","0.8","3013","130130013","","","0",""
"0.2","","","3","1000001","3013","130130014","","","glad","0"
"","","","93","0.1","3013","130130015","","","0",""
"2","","2","123","0.907","3013","130130016","","0.907","0.907","0.907"
"","","","93","0.3","3013","130130017","","","0",""
"","","","32","996","3013","130130018","","","1",""
"","","","93","0.5","3013","130130019","","","0",""
"0.2","","","3","1000001","3013","130130020","","","joy","0"
"","","","93","1.7","3013","130130021","","","0",""
"0","","","3","1000001","3013","130130022","","","run_gatein","1"
"","","0","2","1000001","3013","130130023","","1","450","-195"
"","","","93","0.5","3013","130130024","","","1",""
"0.4","0","0","6","1000001","3013","130130025","","1","1","1"
"","","","93","0.4","3013","130130026","","","0",""
"","","","113","1","3013","130130027","","","",""
"0","","1","31","301400","3014","130140001","","0","301400","345.4"
"","","","91","0","3014","130140002","","","",""
"0","","7.4","123","1.05","3014","130140003","","1.05","1.05","1.05"
"0.2","","","3","1000001","3014","130140004","","","wait","0"
"","","","32","301400","3014","130140005","","","1",""
"","","","93","0.1","3014","130140006","","","0",""
"","","","32","2","3014","130140007","","","0",""
"","","","93","3.4","3014","130140008","","","0",""
"5","","3.2","123","0.95","3014","130140009","","0.95","0.95","0.95"
"","","","93","1.6","3014","130140010","","","0",""
"0.2","","","3","1000001","3014","130140011","","","relief","0"
"","","","32","996","3014","130140012","","","1",""
"","","","93","1.7","3014","130140013","","","0",""
"0","","","3","1000001","3014","130140014","","","run_gatein","1"
"","","0","2","1000001","3014","130140015","","1","450","-195"
"","","","93","0.5","3014","130140016","","","1",""
"0.4","0","0","6","1000001","3014","130140017","","1","1","1"
"","","","93","0.4","3014","130140018","","","0",""
"","","","113","1","3014","130140019","","","",""
"0","","1","31","301501","3015","130150001","","0","301501","345.4"
"1","","1","31","301500","3015","130150002","","0","301500","345.4"
"","","","91","0","3015","130150003","","","",""
"0","","7.4","123","1.05","3015","130150004","","1.05","1.05","1.05"
"0.2","","","3","1000001","3015","130150005","","","wait_wakuwaku","0"
"","","","35","2","3015","130150006","","","1",""
"","","","93","5.4","3015","130150007","","","0",""
"0","","0.4","123","0.95","3015","130150008","","0.95","0.95","0.95"
"0.2","","","3","1000001","3015","130150009","","","glad","0"
"","","","32","301501","3015","130150010","","","1",""
"","","","32","996","3015","130150011","","","1",""
"","","","93","0.1","3015","130150012","","","0",""
"","","","32","2","3015","130150013","","","0",""
"","","","32","3","3015","130150014","","","0",""
"","","","93","1.5","3015","130150015","","","0",""
"0.2","","","3","1000001","3015","130150016","","","joy","0"
"","","","93","1.7","3015","130150017","","","0",""
"0","","","3","1000001","3015","130150018","","","run_gatein","1"
"","","0","2","1000001","3015","130150019","","1","450","-195"
"","","","93","0.5","3015","130150020","","","1",""
"0.4","0","0","6","1000001","3015","130150021","","1","1","1"
"","","","93","0.4","3015","130150022","","","0",""
"","","","113","1","3015","130150023","","","",""
"0","","1","31","6","3016","130160001","","0","6","345.4"
"0","","1","31","8","3016","130160002","","0","8","345.4"
"0","","1","31","301600","3016","130160003","","-80","301600","345.4"
"0","","1","31","301601","3016","130160004","","0","301601","345.4"
"1","","1","31","990002","3016","130160005","","0","990002","345.4"
"","","","91","0","3016","130160006","","","",""
"0","","7.4","123","1.05","3016","130160007","","1.05","1.05","1.05"
"0.2","","","3","1000001","3016","130160008","","","wait","0"
"","","","35","2","3016","130160009","","","1",""
"","","","93","5.4","3016","130160010","","","0",""
"0","","0.4","123","0.95","3016","130160011","","0.95","0.95","0.95"
"","","","32","8","3016","130160012","","","1",""
"","","","35","8","3016","130160013","","","0",""
"","","","32","301600","3016","130160014","","","1",""
"","","","32","6","3016","130160015","","","1",""
"","","","93","0.1","3016","130160016","","","0",""
"","","","32","2","3016","130160017","","","0",""
"","","","32","3","3016","130160018","","","0",""
"0.1","","","3","1000001","3016","130160019","","","glad","0"
"","","","23","se_travel","3016","130160020","","","se_travel_treasure_success_butterfly","0"
"","","","93","0.5","3016","130160021","","","0",""
"","","","35","8","3016","130160022","","","1",""
"","","","93","1.1","3016","130160023","","","0",""
"","","","32","301601","3016","130160024","","","1",""
"","","","32","996","3016","130160025","","","1",""
"0.2","","","3","1000001","3016","130160026","","","joy","0"
"","","","93","1.67","3016","130160027","","","0",""
"0","","","3","1000001","3016","130160028","","","run_gatein","1"
"","","","23","se_travel","3016","130160029","","","se_travel_treasure_cha_run","0"
"","","0","2","1000001","3016","130160030","","1","450","-195"
"","","","93","0.5","3016","130160031","","","1",""
"0.4","0","0","6","1000001","3016","130160032","","1","1","1"
"","","","93","0.4","3016","130160033","","","0",""
"","","","113","1","3016","130160034","","","",""
"0","","1","31","310000","3017","130170001","","0","310000","345.4"
"0","","1","31","310001","3017","130170002","","0","310001","0"
"0","","1","31","301700","3017","130170003","","0","301700","345.4"
"0","","1","31","301701","3017","130170004","","-115","301701","740"
"0","","1","31","301702","3017","130170005","","0","301702","345.4"
"0","","1","31","301703","3017","130170006","","0","301703","345.4"
"0.44","0","-235","5","5","3017","130170007","empty","610","15","100"
"0.44","0","-235","5","5","3017","130170008","empty","610","16","55"
"","","","91","0","3017","130170009","","","",""
"0","","7.4","123","1.05","3017","130170010","","1.05","1.05","1.05"
"0.2","","","3","1000001","3017","130170011","","","wait","0"
"","","","35","2","3017","130170012","","","1",""
"","","","93","5.4","3017","130170013","","","0",""
"0","","0.3","123","0.95","3017","130170014","","0.95","0.95","0.95"
"","","","32","310000","3017","130170015","","","1",""
"","","","32","310001","3017","130170016","","","1",""
"","","","93","0.2","3017","130170017","","","0",""
"","","","122","50","3017","130170018","","","50","0.6"
"0.2","","","3","1000001","3017","130170019","","","shock","0"
"","","","93","1.6","3017","130170020","","","0",""
"","","","32","301700","3017","130170021","","","1",""
"","","","93","1.2","3017","130170022","","","0",""
"","","","23","se_travel","3017","130170023","","","se_travel_treasure_croce_ui","0"
"","","","3","15","3017","130170024","","","punch","0"
"","","","3","16","3017","130170025","","","punch_B","0"
"","","","93","0.2","3017","130170026","","","0",""
"11","","0.1","123","1.05","3017","130170027","","1.05","1.05","1.05"
"","","","93","0.1","3017","130170028","","","0",""
"0","","0.3","123","0.95","3017","130170029","","0.95","0.95","0.95"
"","","","93","1","3017","130170030","","","0",""
"","","","23","se_travel","3017","130170031","","","se_travel_treasure_croce_door","0"
"","","","93","0.4","3017","130170032","","","0",""
"","","","32","301701","3017","130170033","","","1",""
"","","","93","0.9","3017","130170034","","","0",""
"0","","0","123","1.05","3017","130170035","","1.05","1.05","1.05"
"","","","122","75","3017","130170036","","","75","0.6"
"","","","32","301702","3017","130170037","","","1",""
"","","","93","0.4","3017","130170038","","","0",""
"","","","32","2","3017","130170039","","","0",""
"","","","32","310000","3017","130170040","","","0",""
"","","","93","0.4","3017","130170041","","","0",""
"11","","2","123","0.95","3017","130170042","","0.95","0.95","0.95"
"","","","93","0.2","3017","130170043","","","0",""
"0.2","","","3","1000001","3017","130170044","","","glad","0"
"","","","32","301703","3017","130170045","","","1",""
"","","","93","0.1","3017","130170046","","","0",""
"","","","32","996","3017","130170047","","","1",""
"","","","93","0.9","3017","130170048","","","0",""
"0.2","","","3","1000001","3017","130170049","","","joy","0"
"","","","93","1.7","3017","130170050","","","0",""
"0","","","3","1000001","3017","130170051","","","run_gatein","1"
"","","","23","se_travel","3017","130170052","","","se_travel_treasure_cha_run",""
"","","0","2","1000001","3017","130170053","","1","450","-195"
"","","","93","0.5","3017","130170054","","","1",""
"0.4","0","0","6","1000001","3017","130170055","","1","1","1"
"","","","93","0.4","3017","130170056","","","0",""
"","","","113","1","3017","130170057","","","",""
"0","","1","31","310000","3100","131000001","","0","310000","345.4"
"0","","1","31","310001","3100","131000002","","0","310001","0"
"","","","91","0","3100","131000003","","","",""
"0","","7.4","123","1.05","3100","131000004","","1.05","1.05","1.05"
"0.2","","","3","1000001","3100","131000005","","","wait","0"
"","","","35","2","3100","131000006","","","1",""
"","","","93","5.4","3100","131000007","","","0",""
"0","","0.3","123","0.95","3100","131000008","","0.95","0.95","0.95"
"","","","32","310000","3100","131000009","","","1",""
"","","","32","310001","3100","131000010","","","1",""
"","","","93","0.2","3100","131000011","","","0",""
"","","","122","50","3100","131000012","","","50","0.6"
"0.2","","","3","1000001","3100","131000013","","","shock","0"
"","","","93","1.6","3100","131000014","","","0",""
"","","","113","2","3100","131000015","","","",""
"0","","1","31","6","3111","131110001","","0","6","345.4"
"0","","1","31","7","3111","131110002","","0","7","345.4"
"0","","1","31","8","3111","131110003","","0","8","345.4"
"1.3","0","0","5","3","3111","131110004","appear","8000","13","55"
"","","","91","0","3111","131110005","","","",""
"0","0","0","6","13","3111","131110006","","1","1","1"
"","","0","2","13","3111","131110007","","0","95","-250"
"0","","7.4","123","1.05","3111","131110008","","1.05","1.05","1.05"
"0.2","","","3","1000001","3111","131110009","","","wait","0"
"","","","35","2","3111","131110010","","","1",""
"","","","93","4.9","3111","131110011","","","0",""
"0","","0.3","123","0.95","3111","131110012","","0.95","0.95","0.95"
"","","","23","se_travel","3111","131110013","","","se_travel_treasure_ghost_fail","0"
"","","","32","8","3111","131110014","","","1",""
"","","","35","8","3111","131110015","","","0",""
"","","","32","6","3111","131110016","","","1",""
"","","","93","0.1","3111","131110017","","","0",""
"","","","32","2","3111","131110018","","","0",""
"","","","32","3","3111","131110019","","","0",""
"","","","3","1000001","3111","131110020","","","dotEyes","0"
"","","","93","0.3","3111","131110021","","","0",""
"","","","3","13","3111","131110022","","","appear","0"
"0","0","1","6","13","3111","131110023","","1","1","1"
"","","","93","0.67","3111","131110024","","","0",""
"","","","3","1000001","3111","131110025","","","shock_jump","0"
"","","0","2","1000001","3111","131110026","","1","70","-250"
"","","","93","1.1","3111","131110027","","","0",""
"","","","3","1000001","3111","131110028","","","escape","1"
"","","0","2","1000001","3111","131110029","","1.2","-350","-250"
"","","","3","13","3111","131110030","","","march","0"
"","","","93","0.2","3111","131110031","","","0",""
"","","","32","7","3111","131110032","","","1",""
"","","","93","0.1","3111","131110033","","","0",""
"","","","32","6","3111","131110034","","","0",""
"","","","93","1.6","3111","131110035","","","0",""
"","","","113","2","3111","131110036","","","",""
"0.2","","","3","1000001","3112","131120001","","","idle","1"
"0","","1","31","301200","3112","131120002","","0","13","0"
"0","","1","31","101","3112","131120003","","0","14","0"
"0","","1","31","301205","3112","131120004","","0","15","0"
"0","","1","31","301206","3112","131120005","","-170","16","130"
"0","","1","31","6","3112","131120006","","0","18","345.4"
"0","","1","31","301201","3112","131120007","","0","20","345.4"
"0","","1","31","301202","3112","131120008","","0","21","345.4"
"1","0","-234","5","1","3112","131120009","round_monster_walk","9340","3","55"
"","","","91","0","3112","131120010","","","",""
"0","0","0","6","3","3112","131120011","","1","1","1"
"0","0","0","2","3","3112","131120012","","0","345","-234"
"0","0","7.4","123","1.05","3112","131120013","","1.05","1.05","1.05"
"0.2","","","3","1000001","3112","131120014","","","wait","0"
"","","","35","2","3112","131120015","","","1",""
"","","","93","4.3","3112","131120016","","","0",""
"0","","0.4","123","0.95","3112","131120017","","0.95","0.95","0.95"
"","","","32","21","3112","131120018","","","1",""
"","","","35","21","3112","131120019","","","0",""
"","","","23","se_travel","3112","131120020","","","se_travel_treasure_monster_failure",""
"","","","32","18","3112","131120021","","","1",""
"","","","93","0.1","3112","131120022","","","0",""
"","","","32","2","3112","131120023","","","0",""
"0.3","0","1","6","3","3112","131120024","","1","1","1"
"","","","32","13","3112","131120025","","","1",""
"","","","3","3","3112","131120026","","","round_monster_appear","0"
"","","","3","1000001","3112","131120027","","","back","0"
"","","","93","0.67","3112","131120028","","","0",""
"0.2","","","3","3","3112","131120029","","","round_monster_walk","0"
"0","0","0","2","3","3112","131120030","","1.4","220","-234"
"","","","32","20","3112","131120031","","","1",""
"","","","93","0.1","3112","131120032","","","0",""
"","","","32","18","3112","131120033","","","0",""
"","","","93","1","3112","131120034","","","0",""
"0.3","","","3","3","3112","131120035","","","round_monster_attack","0"
"","","","93","0.5","3112","131120036","","","0",""
"","","","32","15","3112","131120037","","","1",""
"0.2","","","3","1000001","3112","131120038","","","back_loop","1"
"","","","93","1","3112","131120039","","","0",""
"","","","32","16","3112","131120040","","","1",""
"","","","122","0","3112","131120041","","","50","0.5"
"","","0","2","1000001","3112","131120042","","0","40","-250"
"0","","","3","1000001","3112","131120043","","","shock_jump","0"
"","","","93","0.6","3112","131120044","","","0",""
