003d2079ecc76bbceadd17a78b97766c0beb4f3f10559f4d92a92ef75c79a48b,dcd0c32613a266c0428d012804cdc3c1c02c907a1973fdb3459ab116cd8fa17a,db655bd6741b23c90c72b93ab3460392ca92a2f0a0e8275e4beec54e3a3e4c51,dde947b5aca2cbe5ade06f6f31252e5e52e3fa3d7561eecfe6603d9cd1d223e5,3d1a948157dd9af460f7062677d9ea954da28c2d3702b94bbd48eda376075fd7,fa854553443e6e36e805c7b93e88dbdca9629e1cfc612e82b2b636c13b89a3c5,341685e379ae07dd0a16760ce3332e3dcf1bede4d49a0e0405f2168990e1cb4b,3c528883b4a48aadfad6df96c4d7b745cfa5c7511247c619917bdcf195265d08,e460768ff65f7177fec3a59bf149ab3866564b6be5bc13646bdcfbc20f6bc6a6,db9f60de1d9d93b9b8ef4c40e5f13aaacabaff37d5bc07a83ceda4d610554ef7,65fe6cbe15f9bfb1f54bd1f18ae0ec9fed93e86a7f2c5cef73cae32157b3080d
"27","2","25021","283001042","25013","8","2","10","123","42","91002"
"28","2","25021","283001043","25013","8","2","10","125","43","91002"
"28","2","25021","283001044","25013","8","2","10","128","44","91002"
"29","2","25021","283001045","25013","8","2","10","130","45","91002"
"30","2","25021","283001046","25013","8","2","10","132","46","91002"
"30","2","25021","283001047","25013","8","2","10","135","47","91002"
"31","2","25021","283001048","25013","8","2","10","137","48","91002"
"31","2","25021","283001049","25013","8","2","10","139","49","91002"
"31","2","25021","283001050","25013","8","2","30","142","50","91002"
"32","2","25021","283001051","25013","8","2","10","144","51","91002"
"32","2","25021","283001052","25013","8","2","10","146","52","91002"
"32","2","25021","283001053","25013","8","2","10","149","53","91002"
"33","2","25021","283001054","25013","8","2","10","152","54","91002"
"33","2","25021","283001055","25013","8","2","10","155","55","91002"
"33","2","25021","283001056","25013","8","2","10","157","56","91002"
"34","2","25021","283001057","25013","8","2","10","160","57","91002"
"34","2","25021","283001058","25013","8","2","10","163","58","91002"
"34","2","25021","283001059","25013","8","2","10","166","59","91002"
"35","2","25021","283001060","25013","8","2","30","169","60","91002"
"35","2","25021","283001061","25013","8","2","10","171","61","91002"
"35","2","25021","283001062","25013","8","2","10","174","62","91002"
"36","2","25021","283001063","25013","8","2","10","177","63","91002"
"36","2","25021","283001064","25013","8","2","10","180","64","91002"
"36","2","25021","283001065","25013","8","2","10","182","65","91002"
"37","2","25021","283001066","25013","8","2","10","185","66","91002"
"37","2","25021","283001067","25013","8","2","10","187","67","91002"
"37","2","25021","283001068","25013","8","2","10","190","68","91002"
"38","2","25021","283001069","25013","8","2","10","193","69","91002"
"38","2","25021","283001070","25013","8","2","30","196","70","91002"
"39","2","25021","283001071","25013","8","2","10","200","71","91002"
"39","2","25021","283001072","25013","8","2","10","204","72","91002"
"40","2","25021","283001073","25013","8","2","10","208","73","91002"
"40","2","25021","283001074","25013","8","2","10","212","74","91002"
"41","2","25021","283001075","25013","8","2","10","216","75","91002"
"41","2","25021","283001076","25013","8","2","10","220","76","91002"
"42","2","25021","283001077","25013","8","2","10","224","77","91002"
"42","2","25021","283001078","25013","8","2","10","228","78","91002"
"43","2","25021","283001079","25013","8","2","10","232","79","91002"
"43","2","25021","283001080","25013","8","2","30","236","80","91002"
"44","2","25021","283001081","25013","8","2","10","240","81","91002"
"44","2","25021","283001082","25013","8","2","10","244","82","91002"
"45","2","25021","283001083","25013","8","2","10","248","83","91002"
"45","2","25021","283001084","25013","8","2","10","252","84","91002"
"46","2","25021","283001085","25013","8","2","10","256","85","91002"
"46","2","25021","283001086","25013","8","2","10","260","86","91002"
"47","2","25021","283001087","25013","8","2","10","264","87","91002"
"47","2","25021","283001088","25013","8","2","10","268","88","91002"
"48","2","25021","283001089","25013","8","2","10","272","89","91002"
"48","2","25021","283001090","25013","8","2","30","276","90","91002"
"49","2","25021","283001091","25013","8","2","10","280","91","91002"
"49","2","25021","283001092","25013","8","2","10","284","92","91002"
"50","2","25021","283001093","25013","8","2","10","288","93","91002"
"50","2","25021","283001094","25013","8","2","10","292","94","91002"
"51","2","25021","283001095","25013","8","2","10","296","95","91002"
"51","2","25021","283001096","25013","8","2","10","300","96","91002"
"52","2","25021","283001097","25013","8","2","10","304","97","91002"
"52","2","25021","283001098","25013","8","2","10","308","98","91002"
"53","2","25021","283001099","25013","8","2","10","312","99","91002"
"53","2","25021","283001100","25013","8","2","30","316","100","91002"
