a0d43a21375d73e0b43a46865782f175e989fcbe05250fff420e6aeaceb1451f,cd72bd061de83a2e7168b2d5b562b7374b135d27f281c773d6cae68d63ceffa4,3061e97d3b1e2c0400508fc9045b26f313106845ce995886769e0a676ff88d24,123245a9ab49ea2f80c697c661a667c6e4e292dcc77849ba91f3496206c46ac4,b900ce09ca1a30e5a24a0fb05b83564c6dcb83b8d8a09b30a5dd8677ba82a297,34f022d9e1b005a29c86dd1eaca9cc99a46b55b58cb498b03926883d96833a1f
"35490","1","16","250","680","222"
"35740","1","16","250","680","223"
"35990","1","16","250","680","224"
"36240","1","16","250","680","225"
"36490","1","16","250","680","226"
"36740","1","16","250","680","227"
"36990","1","16","250","680","228"
"37240","1","16","250","680","229"
"37490","1","16","250","680","230"
"37740","1","17","250","680","231"
"37990","1","17","250","680","232"
"38240","1","17","250","680","233"
"38490","1","17","250","680","234"
"38740","1","17","250","680","235"
"38990","1","17","250","680","236"
"39240","1","17","250","680","237"
"39490","1","17","250","680","238"
"39740","1","17","250","680","239"
"39990","1","17","250","680","240"
"40240","1","18","250","680","241"
"40490","1","18","250","680","242"
"40740","1","18","250","680","243"
"40990","1","18","250","680","244"
"41240","1","18","250","680","245"
"41490","1","18","250","680","246"
"41740","1","18","250","680","247"
"41990","1","18","250","680","248"
"42240","1","18","250","680","249"
"42490","1","18","250","680","250"
"42740","1","19","250","680","251"
"42990","1","19","250","680","252"
"43240","1","19","250","680","253"
"43490","1","19","250","680","254"
"43740","1","19","250","680","255"
"43990","1","19","250","680","256"
"44240","1","19","250","680","257"
"44490","1","19","250","680","258"
"44740","1","19","250","680","259"
"44990","1","19","250","680","260"
"45240","1","20","250","680","261"
"45490","1","20","250","680","262"
"45740","1","20","250","680","263"
"45990","1","20","250","680","264"
"46240","1","20","250","680","265"
"46490","1","20","250","680","266"
"46740","1","20","250","680","267"
"46990","1","20","250","680","268"
"47240","1","20","250","680","269"
"47490","1","20","250","680","270"
"47740","1","21","250","680","271"
"47990","1","21","250","680","272"
"48240","1","21","250","680","273"
"48490","1","21","250","680","274"
"48740","1","21","250","680","275"
"48990","1","21","250","680","276"
"49240","1","21","250","680","277"
"49490","1","21","250","680","278"
"49740","1","21","250","680","279"
"49990","1","21","250","680","280"
"50240","1","22","250","680","281"
"50490","1","22","250","680","282"
"50740","1","22","250","680","283"
"50990","1","22","250","680","284"
"51240","1","22","250","680","285"
"51490","1","22","250","680","286"
"51740","1","22","250","680","287"
"51990","1","22","250","680","288"
"52240","1","22","250","680","289"
"52490","1","22","250","680","290"
"52740","1","23","250","680","291"
"52990","1","23","250","680","292"
"53240","1","23","250","680","293"
"53490","1","23","250","680","294"
"53740","1","23","250","680","295"
"53990","1","23","250","680","296"
"54240","1","23","250","680","297"
"54490","1","23","250","680","298"
"54740","1","23","250","680","299"
"54990","1","23","250","680","300"
"55240","1","24","250","680","301"
"55490","1","24","250","680","302"
"55740","1","24","250","680","303"
"55990","1","24","250","680","304"
"56240","1","24","250","680","305"
"56490","1","24","250","680","306"
"56740","1","24","250","680","307"
"56990","1","24","250","680","308"
"57240","1","24","250","680","309"
"57490","1","24","250","680","310"
"57740","1","25","250","680","311"
"57990","1","25","250","680","312"
"58240","1","25","250","680","313"
"58490","1","25","250","680","314"
"58740","1","25","250","680","315"
"58990","1","25","250","680","316"
"59240","1","25","250","680","317"
"59490","1","25","250","680","318"
"59740","1","25","250","680","319"
"59990","1","25","250","680","320"
"60240","1","26","250","680","321"
"60490","1","26","250","680","322"
"60740","1","26","250","680","323"
"60990","1","26","250","680","324"
"61240","1","26","250","680","325"
"61490","1","26","250","680","326"
"61740","1","26","250","680","327"
"61990","1","26","250","680","328"
"62240","1","26","250","680","329"
"62490","1","26","250","680","330"
"62740","1","27","250","680","331"
"62990","1","27","250","680","332"
"63240","1","27","250","680","333"
"63490","1","27","250","680","334"
"63740","1","27","250","680","335"
"63990","1","27","250","680","336"
"64240","1","27","250","680","337"
"64490","1","27","250","680","338"
"64740","1","27","250","680","339"
"64990","1","27","250","680","340"
"65240","1","28","250","680","341"
"65490","1","28","250","680","342"
"65740","1","28","250","680","343"
"65990","1","28","250","680","344"
"66240","1","28","250","680","345"
"66490","1","28","250","680","346"
"66740","1","28","250","680","347"
"66990","1","28","250","680","348"
"67240","1","28","250","680","349"
"67490","1","28","250","680","350"
"67740","1","29","250","680","351"
"67990","1","29","250","680","352"
"68240","1","29","250","680","353"
"68490","1","29","250","680","354"
"68740","1","29","250","680","355"
"68990","1","29","250","680","356"
"69240","1","29","250","680","357"
"69490","1","29","250","680","358"
"69740","1","29","250","680","359"
"69990","1","29","250","680","360"
"50","2","1","50","200000","0"
"60","2","1","10","500000","1"
"75","2","1","15","500000","2"
"95","2","1","20","500000","3"
"120","2","1","25","500000","4"
"150","2","1","30","500000","5"
