6ca1b6c9cb55e3251bfbcd3dbbc6a733c4753a4f26678d4100205518d2138704,e36fce8e46cc5dd2694964fc08dfdeffc787047a476574be41c99b0710b13895,35a40e5b25c25709693e5d7ea8499c8e762d8692f4e383366bd6a05fff830955,09481062ec42f2f86b52ed77a2a809c8fa7e67defb90495f030f9aa47a3c8c08,14f2f23037e8023adfd986f926a0816ca48cb27f57f821725e1d15cd2cfcf9c6,0f89999672f78bd2b63f2f16e4581239d735de4ce164dfc44c7525209d2eab99,f5bcdf6e10b28c4d05ae3ccb46c81845f22381e0097e86e84358c14fe8e26efc,d5de15013996c6b03bd7ad7e79171cbbad61a429e5dde224b35130c46b8b2655,de4cfb1d75f7779408952bf463ee0f9e6a985931be255964cfcde4f1abbd0bbf,04cd0a39e81b154dcd0ff484058fe0ace6e29ab67418e5145fa10208c0b28074,7a3c8ca90d70e18772a6bdc0def01482c8f2bb050dd1000cd3b3ab2efd6cd96a,e853daed1dc54e7db7bd8b1fae2dd837b59ca4aa8c25136bf35fbfbabb50bd70,9e1894f2d44602889e25bb856970ee2d03dfa1c3ebd05801065334a8902cb197,eba68350989a560a193d1c34ac9f16418b62674f484bb2777b820bd5b14729d0,34a43c17feed90ca251edb6c4a7ba3a615e8bc743283415c7c7e18c51a18143c,7e8a0646400311be5aab9a6e72057fd0616ac1597c47240437b29b96a65781ed,4c1de733e31b9d6d391246d40f47bf877c27ec1b35eb9e41e06e363ec927b8ec,049c446072aebcc0c5dab08491c91380e7c42c8855d13c6c1559ea27cfb85ff0,1a70363b22cab712aa7eb967984619183fce1270ebb65f7b9091c25078bb954a,0efa07d489cbe582eca3f3a6ab7c2ae6460074e153a6ef3ad3218862b2851a01,78eaa192e2599c021b72d585d4b9d466dcd711693efb0eb4edc760d7dbbf66dc,f04a7e83ac90e0c9f0d7e98336eb1c073cf7bca5de260f031c7ca85701529a36,a6f3c522634595d39d14a4416d3c310130a8cb46704443b465acefe3cd6d40d5,74f019aa7916e1fbcf97d0e3733feee16a8c377a1457c7cb2df66d76cab75f3b,6b7d75e386364e56853ffb16e213aa01900faca6a43495f11b3590aa3c9b298b,4af5bca1ec1078c54f44c2fcf5d508d843efee4d5788b467ce015c57c4589fe3,481ea39bca235a6d785c09a47b0a7be340516097086e65c298004b77d64e48de,52ffcffae7c4b6ee11d377d91e170fd6e0421e794d7ea8aa367f2f7bc60bf86d,440c20e320064f60b977f1360ccc7380e1376bd9f36f2c28951c484f2aeb74b5,ff9709cb4d874d2319b1d3e2df14bdcf8d2476cc08e5b44f634b411c9f792720,570ab923476981a0973ab6011447668225a1b3fcc691a7c170758454f4cd0cf6,2e32151601604374c8e1ae8996c55df2c8abd22164771babcd8e19695469a8ec,6dff9da4dbd8a7ba82bd60ea0346cd75739298e10f69a25c7f7568e5c317a341,d8adc90beaec54b2f2b64d5b1eba1f27728443758f2a7f5e90150f77fcd0f417,d015ecc5711b2c03917f8a41f608d69768f07e4551580e704679fabe218abf12,a4e4d849bae0cfefda65f6debbff9e88681f8e547c62eb5f94f034a55a13e57b,851a6df154cf7f7c88fcd86be1790fd06912883552b45aa42900d188fcc828b4,222af78cb7f9e68fb96d6cd826d1e49d4cb83abd9fd49ae331f62c9020c6e85c,bf2baaa7c9be869b8744164a7539c6e5c28249fccbb8a0029274e17952334ce0,ec4ccf692207d12f32010cf0cedb72679bda0a3e0318c9ac6136b2b79d8c1489,6bde9fecc7bceba8c9a325ba1f7405e68248796135794c7d0deef26b74bdf7ec,6fe4e2a3a791169610ff241f786e3305f9ccd87181831362323ed0cd9ae5b527,562516b9b4a5385bbabf499e86e5124297daab2326569c1a277283e8e6260915,58a67eb16aabbf06f9462e66ce6aebc35f604e708640944ab70bac4c8fb6b19e
"100","3985","0","0","33","924020103","0","紡希（萬聖節）的闇影","100","100","200000001","613901","0","27","0","100","0","59","0","1390288","0","5","72","0","100","48","0","0","1","100","4","0","1006","1470","0","0","0","0","0","100","0","0","1037","0"
"1000","5863","0","0","1","924020104","0","鼠妖","1000","1000","200000001","253700","0","0","0","1000","0","0","0","1576412","0","0","0","0","1000","44","0","0","0","100","0","0","711","474","0","0","0","0","0","1000","0","0","0","0"
"100","8112","0","0","33","924020105","0","璃乃（聖誕節）的闇影","100","100","200000001","619301","0","36","0","100","0","35","0","1140842","0","5","17","0","100","66","0","0","1","100","0","0","296","266","0","0","0","0","0","100","0","0","2744","0"
"2000","4876","0","0","1","924020201","0","青藍魔像","2000","2000","200000001","250800","0","0","0","2000","0","0","0","16200076","0","0","0","0","2000","41","0","0","0","200","0","0","1974","329","0","0","0","0","0","2000","0","0","0","0"
"2000","5079","0","0","1","924020202","0","狂野角鹿","2000","2000","200000001","251600","0","0","0","2000","0","0","0","15339984","0","0","0","0","2000","41","0","0","0","200","0","0","987","658","0","0","0","0","0","2000","0","0","0","0"
"2000","5481","0","0","1","924020203","0","擰扭相思樹","2000","2000","200000001","251900","0","0","0","2000","0","0","0","15298711","0","0","0","0","2000","41","0","0","0","200","0","0","987","658","0","0","0","0","0","2000","0","0","0","0"
"200","23195","0","0","34","924020204","0","怜的闇影","200","200","200000001","600301","0","54","0","200","0","40","0","11180135","0","6","7","0","200","48","0","0","1","200","0","0","454","550","0","0","0","0","0","200","0","0","1838","0"
"200","23475","0","0","34","924020205","0","美美的闇影","200","200","200000001","602001","0","47","0","200","0","50","0","10962135","0","6","28","0","200","72","0","0","1","200","0","0","520","569","0","0","0","0","0","200","0","0","2213","0"
"355","0","0","0","33","924020301","0","空花（黑暗）的闇影","355","355","200000001","619101","0","25","0","355","0","86","0","15523416","0","5","12","0","355","44","0","0","1","355","20","0","2117","2674","0","0","0","136","14932","355","0","0","0","0"
"355","29338","0","0","33","924020302","0","智的闇影","355","355","200000001","603701","0","45","0","355","0","36","0","14243258","0","6","10","0","355","81","0","0","1","355","0","0","544","628","0","0","0","0","0","355","0","0","2690","0"
"3550","13787","0","0","1","924020303","0","毒牙蜥蜴","3550","3550","200000001","252200","0","0","0","3550","0","0","0","17714779","0","0","0","0","3550","44","0","0","0","355","0","0","1400","933","0","0","0","0","0","3550","0","0","0","0"
"355","16183","0","0","33","924020304","0","鈴的闇影","355","355","200000001","602601","0","38","0","355","0","2790","0","15312298","0","6","43","0","355","44","0","0","1","355","4","0","2889","2149","0","0","0","0","0","355","0","0","205","0"
"3550","17540","0","0","1","924020305","0","小小格里芬","3550","3550","200000001","256400","0","0","0","3550","0","0","0","18206591","0","0","0","0","3550","44","0","0","0","355","0","0","700","467","0","0","0","0","0","3550","0","0","0","0"
"1000","685","0","0","1","924030101","0","高等獸人","1000","1000","200000001","252900","0","0","0","1000","0","0","0","2075714","0","0","0","0","1000","42","0","0","0","100","0","0","1359","544","0","0","0","0","0","1000","0","0","0","0"
"1000","710","0","0","1","924030102","0","狂野角鹿","1000","1000","200000001","251600","0","0","0","1000","0","0","0","1921532","0","0","0","0","1000","42","0","0","0","100","0","0","1087","725","0","0","0","0","0","1000","0","0","0","0"
"1000","809","0","0","1","924030103","0","綠葉野豬","1000","1000","200000001","253100","0","0","0","1000","0","0","0","1907497","0","0","0","0","1000","42","0","0","0","100","0","0","1087","725","0","0","0","0","0","1000","0","0","0","0"
"100","0","0","0","32","924030104","0","空花（大江戶）的闇影","100","100","200000001","609501","0","19","0","100","0","207","0","984143","0","5","12","0","100","42","0","0","1","100","20","0","1819","1315","0","0","0","120","3707","100","0","0","0","0"
"100","8341","0","0","32","924030105","0","碧（插班生）的闇影","100","100","200000001","610701","0","33","0","100","0","30","0","435817","0","5","5","0","100","65","0","0","1","100","0","0","421","327","0","0","0","0","0","100","0","0","1893","0"
"2000","10873","0","0","1","924030201","0","海獅怪","2000","2000","200000001","250400","0","0","0","2000","0","0","0","23528358","0","0","0","0","2000","42","0","0","0","200","0","0","1818","1212","0","0","0","0","0","2000","0","0","0","0"
"2000","11387","0","0","1","924030202","0","多倫多獸","2000","2000","200000001","252000","0","0","0","2000","0","0","0","24667394","0","0","0","0","2000","42","0","0","0","200","0","0","1454","970","0","0","0","0","0","2000","0","0","0","0"
"2000","12021","0","0","1","924030203","0","生者戰士像","2000","2000","200000001","250900","0","0","0","2000","0","0","0","23400621","0","0","0","0","2000","42","0","0","0","200","0","0","1454","1454","0","0","0","0","0","2000","0","0","0","0"
"200","25995","0","0","32","924030204","0","宮子的闇影","200","200","200000001","600701","0","18","0","200","0","44","0","20901298","0","6","113","0","200","42","0","0","1","200","4","0","1597","2590","0","0","0","0","0","200","0","0","281","0"
"200","52985","0","0","32","924030205","0","深月的闇影","200","200","200000001","605101","0","35","0","200","0","30","0","18509966","0","6","3","0","200","42","0","0","1","200","2","0","696","719","0","0","0","0","0","200","0","0","1717","0"
"3460","9199","0","0","1","924030301","0","魔像","3460","3460","200000001","250700","0","0","0","3460","0","0","0","23212921","0","0","0","0","3460","42","0","0","0","346","0","0","455","1212","0","0","0","0","0","3460","0","0","0","0"
"3460","10750","0","0","1","924030302","0","哥布林護衛","3460","3460","200000001","251200","0","0","0","3460","0","0","0","22682983","0","0","0","0","3460","42","0","0","0","346","0","0","682","758","0","0","0","0","0","3460","0","0","0","0"
"346","36638","0","0","32","924030303","0","美冬（工作服）的闇影","346","346","200000001","616901","0","29","0","346","0","35","0","15965801","0","5","13","0","346","42","0","0","1","346","0","0","458","556","0","0","0","0","0","346","0","0","1287","0"
"346","22348","0","0","32","924030304","0","鈴的闇影","346","346","200000001","602601","0","28","0","346","0","2600","0","18519180","0","6","43","0","346","42","0","0","1","346","4","0","1426","1080","0","0","0","0","0","346","0","0","190","0"
"346","0","0","0","32","924030305","0","優衣的闇影","346","346","200000001","600201","0","22","0","346","0","2690","0","17096065","0","6","6","0","346","42","0","0","1","346","18","0","1090","954","0","0","0","198","29780","346","0","0","0","0"
"1000","1997","0","0","1","924040101","0","哥布林護衛","1000","1000","200000001","251200","0","0","0","1000","0","0","0","1582476","0","0","0","0","1000","44","0","0","0","100","0","0","700","778","0","0","0","0","0","1000","0","0","0","0"
"1000","0","0","0","1","924040102","0","小狸貓","1000","1000","200000001","250600","0","0","0","1000","0","0","0","1744050","0","0","0","0","1000","44","0","0","0","100","0","0","467","311","0","0","0","0","1050","1000","0","0","0","0"
"100","7349","0","0","33","924040103","0","純的闇影","100","100","200000001","604701","0","40","0","100","0","69","0","1381974","0","6","26","0","100","44","0","0","1","100","5","0","1438","1398","0","0","0","0","0","100","0","0","535","0"
"100","0","0","0","33","924040104","0","空花（黑暗）的闇影","100","100","200000001","619101","0","25","0","100","0","86","0","1299865","0","5","12","0","100","44","0","0","1","100","20","0","1059","1337","0","0","0","136","8710","100","0","0","0","0"
"1000","0","0","0","1","924040105","0","寒冰雛鳥","1000","1000","200000001","255100","0","0","0","1000","0","0","0","1457869","0","0","0","0","1000","44","0","0","0","100","0","0","584","389","0","0","0","0","6287","1000","0","0","0","0"
"2000","4827","0","0","1","924040201","0","寄居蟹騎士","2000","2000","200000001","254100","0","0","0","2000","0","0","0","5577264","0","0","0","0","2000","44","0","0","0","200","0","0","1400","2177","0","0","0","0","0","2000","0","0","0","0"
"200","28242","0","0","33","924040202","0","克蘿依的闇影","200","200","200000001","610801","0","28","0","200","0","30","0","4089517","0","5","48","0","200","64","0","0","1","200","0","0","460","621","0","0","0","0","0","200","0","0","2753","0"
"2000","15443","0","0","1","924040203","0","火蜥蜴","2000","2000","200000001","252500","0","0","0","2000","0","0","0","5363668","0","0","0","0","2000","44","0","0","0","200","0","0","1400","933","0","0","0","0","0","2000","0","0","0","0"
"200","27436","0","0","33","924040204","0","莫妮卡（魔法少女）的闇影","200","200","200000001","614201","0","33","0","200","0","870","0","4161382","0","5","14","0","200","44","0","0","1","200","1","0","784","817","0","0","0","0","0","200","0","0","1755","0"
"2000","8448","0","0","1","924040205","0","殺人蜂","2000","2000","200000001","255500","0","0","0","2000","0","0","0","5282874","0","0","0","0","2000","44","0","0","0","200","0","0","1167","778","0","0","0","0","0","2000","0","0","0","0"
"3580","8230","0","0","1","924040301","0","生者劍士像","3580","3580","200000001","251000","0","0","0","3580","0","0","0","10870707","0","0","0","0","3580","44","0","0","0","358","0","0","2799","1944","0","0","0","0","0","3580","0","0","0","0"
"358","0","0","0","33","924040302","0","七七香（夏日）的闇影","358","358","200000001","613301","0","30","0","358","0","146","0","7991348","0","5","0","0","358","44","0","0","1","358","29","0","881","597","0","0","0","1024","41928","358","0","0","0","0"
"358","0","0","0","33","924040303","0","優衣（新年）的闇影","358","358","200000001","608802","0","40","0","358","0","1580","0","8463504","0","6","3","0","358","44","0","0","1","358","19","0","1755","1476","0","0","0","530","36972","358","0","0","0","0"
"358","0","0","0","33","924040304","0","鏡華的闇影","358","358","200000001","603602","0","39","0","358","0","60","0","8074486","0","6","0","0","358","44","0","0","1","358","17","0","602","504","0","0","0","2524","45602","358","0","0","0","0"
"3580","0","0","0","1","924040305","0","幼年巨蜥","3580","3580","200000001","258200","0","0","0","3580","0","0","0","10673465","0","0","0","0","3580","44","0","0","0","358","0","0","467","311","0","0","0","0","35746","3580","0","0","0","0"
"1000","0","0","0","1","924050101","0","守門者","1000","1000","200000001","251500","0","0","0","1000","0","0","0","2195123","0","0","0","0","1000","42","0","0","0","100","0","0","1140","760","0","0","0","0","5373","1000","0","0","0","0"
"1000","2381","0","0","1","924050102","0","生者劍士","1000","1000","200000001","251000","0","0","0","1000","0","0","0","2412647","0","0","0","0","1000","42","0","0","0","100","0","0","1368","608","0","0","0","0","0","1000","0","0","0","0"
"100","0","0","0","32","924050103","0","依里（天使）的闇影","100","100","200000001","613801","0","23","0","100","0","1580","0","1896746","0","5","6","0","100","42","0","0","1","100","18","0","1342","908","0","0","0","198","6405","100","0","0","0","0"
"1000","0","0","0","1","924050104","0","翼耳兔","1000","1000","200000001","256000","0","0","0","1000","0","0","0","2373859","0","0","0","0","1000","42","0","0","0","100","0","0","342","228","0","0","0","0","9367","1000","0","0","0","0"
"100","0","0","0","32","924050105","0","凱留（夏日）的闇影","100","100","200000001","607801","0","34","0","100","0","45","0","1764985","0","6","0","0","100","42","0","0","1","100","18","0","298","254","0","0","0","2393","11834","100","0","0","0","0"
"2000","10131","0","0","1","924050201","0","擰扭相思樹","2000","2000","200000001","251900","0","0","0","2000","0","0","0","14956327","0","0","0","0","2000","42","0","0","0","200","0","0","1277","851","0","0","0","0","0","2000","0","0","0","0"
"2000","10588","0","0","1","924050202","0","叢林護衛","2000","2000","200000001","251300","0","0","0","2000","0","0","0","15250939","0","0","0","0","2000","42","0","0","0","200","0","0","1596","638","0","0","0","0","0","2000","0","0","0","0"
"2000","0","0","0","1","924050203","0","小狸貓","2000","2000","200000001","250600","0","0","0","2000","0","0","0","16903254","0","0","0","0","2000","42","0","0","0","200","0","0","638","426","0","0","0","0","5274","2000","0","0","0","0"
"200","21192","0","0","32","924050204","0","空花的闇影","200","200","200000001","604503","0","23","0","200","0","256","0","12861731","0","6","22","0","200","42","0","0","1","200","6","0","2179","1516","0","0","0","60","0","200","0","0","876","0"
"200","39156","0","0","32","924050205","0","美冬的闇影","200","200","200000001","604801","0","28","0","200","0","62","0","11084446","0","6","32","0","200","42","0","0","1","200","3","0","1093","1243","0","0","0","0","0","200","0","0","858","0"
"3400","9248","0","0","1","924050301","0","岩龜暴君","3400","3400","200000001","251100","0","0","0","3400","0","0","0","16082234","0","0","0","0","3400","42","0","0","0","340","0","0","2265","1510","0","0","0","0","0","3400","0","0","0","0"
"3400","9874","0","0","1","924050302","0","高等獸人","3400","3400","200000001","252900","0","0","0","3400","0","0","0","17611260","0","0","0","0","3400","42","0","0","0","340","0","0","2265","906","0","0","0","0","0","3400","0","0","0","0"
"340","21443","0","0","32","924050303","0","望的闇影","340","340","200000001","602901","0","25","0","340","0","49","0","13515272","0","6","29","0","340","45","0","0","1","340","4","0","2242","2907","0","0","0","0","0","340","0","0","565","0"
"340","0","0","0","32","924050304","0","茜里的闇影","340","340","200000001","600601","0","29","0","340","0","153","0","11466214","0","6","3","0","340","42","0","0","1","340","21","0","1613","1338","0","0","0","598","38792","340","0","0","0","0"
"340","0","0","0","32","924050305","0","霞（夏日）的闇影","340","340","200000001","615701","0","18","0","340","0","146","0","9102962","0","5","0","0","340","42","0","0","1","340","30","0","757","538","0","0","0","1430","40648","340","0","0","0","0"
"3100","3775","0","0","1","924070101","0","魔像","3100","3100","200000001","250700","0","0","0","3100","0","0","0","2863593","0","0","0","0","3100","44","0","0","0","310","0","0","891","1109","0","0","0","0","0","3100","0","0","0","0"
"3100","4364","0","0","1","924070102","0","哥布林護衛","3100","3100","200000001","251200","0","0","0","3100","0","0","0","2663955","0","0","0","0","3100","44","0","0","0","310","0","0","801","1319","0","0","0","0","0","3100","0","0","0","0"
"310","10499","0","0","32","924070103","0","純的闇影","310","310","200000001","604701","0","40","0","310","0","69","0","4144500","0","6","26","0","310","44","0","0","1","310","5","0","946","876","0","0","0","0","0","310","0","0","535","0"
"310","21556","0","0","32","924070104","0","怜的闇影","310","310","200000001","600301","0","46","0","310","0","40","0","3453750","0","6","7","0","310","48","0","0","1","310","0","0","946","876","0","0","0","0","0","310","0","0","1645","0"
"3100","16227","0","0","1","924070105","0","洞窟猿猴","3100","3100","200000001","256800","0","0","0","3100","0","0","0","2703750","0","0","0","0","3100","44","0","0","0","310","0","0","645","792","0","0","0","0","0","3100","0","0","0","0"
"0","0","0","0","1","924070106","0","爆裂敵人","0","100","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"3100","10609","0","0","1","924070201","0","生者劍士像","3100","3100","200000001","251000","0","0","0","3100","0","0","0","5736000","0","0","0","0","3100","44","0","0","0","310","0","0","2239","995","0","0","0","0","0","3100","0","0","0","0"
"3100","29183","0","0","1","924070202","0","石蜥","3100","3100","200000001","250200","0","0","0","3100","0","0","0","4624000","0","0","0","0","3100","44","0","0","0","310","0","0","1120","1244","0","0","0","0","0","3100","0","0","0","0"
"310","53569","0","0","32","924070203","0","莉莉（墮落）的闇影","310","310","200000001","625801","0","34","0","310","0","30","0","7368000","0","5","4","0","310","44","0","0","1","310","0","0","338","378","0","0","0","0","0","310","0","0","1847","0"
"310","48013","0","0","32","924070204","0","莫妮卡（魔法少女）的闇影","310","310","200000001","614201","0","33","0","310","0","870","0","6999600","0","5","14","0","310","44","0","0","1","310","1","0","627","654","0","0","0","0","0","310","0","0","1755","0"
"3100","14666","0","0","1","924070205","0","噬岩怪","3100","3100","200000001","258700","0","0","0","3100","0","0","0","4320950","0","0","0","0","3100","44","0","0","0","310","0","0","374","249","0","0","0","0","0","3100","0","0","0","0"
"0","0","0","0","1","924070206","0","爆裂敵人","0","100","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"3100","13040","0","0","1","924070301","0","高等獸人","3100","3100","200000001","252900","0","0","0","3100","0","0","0","13001402","0","0","0","0","3100","44","0","0","0","310","0","0","2333","933","0","0","0","0","0","3100","0","0","0","0"
"3100","14398","0","0","1","924070302","0","樹精","3100","3100","200000001","251800","0","0","0","3100","0","0","0","12735143","0","0","0","0","3100","44","0","0","0","310","0","0","1866","1244","0","0","0","0","0","3100","0","0","0","0"
"310","70605","0","0","32","924070303","0","克蘿依的闇影","310","310","200000001","610801","0","28","0","310","0","30","0","9135162","0","5","48","0","310","64","0","0","1","310","0","0","460","621","0","0","0","0","0","310","0","0","2753","0"
"310","67552","0","0","32","924070304","0","美冬（工作服）的闇影","310","310","200000001","616901","0","39","0","310","0","35","0","9375125","0","5","13","0","310","44","0","0","1","310","0","0","903","1239","0","0","0","0","0","310","0","0","1308","0"
"310","73432","0","0","32","924070305","0","璃乃（奇幻）的闇影","310","310","200000001","612901","0","44","0","310","0","30","0","8585793","0","5","5","0","310","65","0","0","1","310","0","0","727","507","0","0","0","0","0","310","0","0","2066","0"
"0","0","0","0","1","924070306","0","爆裂敵人","0","100","300000009","217300","0","0","0","100","0","0","0","1000000000","0","1","0","0","0","100","0","0","0","500","0","0","0","0","0","0","150","0","0","0","0","5000","0","0"
"0","15000","0","0","1","924071101","0","野蠻之爪","5000","0","300000008","306403","0","30","0","5000","0","0","0","80000000","0","1","0","0","5000","60","0","0","0","100","0","0","0","100","0","0","0","0","0","0","0","0","0","0"
