cc3dd668ea592ea9659951462ff62b5afdb52f957ac72a85e2b32dc617d65f2f,13e61756ce159eda8adf45728bea7c203104d1df713fe236fe3bb8351bd155ad,4c4eb301c5e9e25ff4a576064357d8fd5f47582a65395792a06c12c0041bc772,8727290cdbe8ab1fc13dbf5dd75c5193af62bf107385873a157b25f1e0b6d87c,7cfac7965d31266623646eb8f3657e8ba2663b0eff5a8c819a9b495c08502da4,947b6eae94efdf1343507167ac24a5c7d8bcb62374b1ae42325a42c02d3bffa8,5e66cc137156d011fa19f372ffdb8331da617defe66c7eadff170c283267232c,9bfd5aa5f2df3faeb4abada552d3f945d0564cdb3eeaeb70d2033bcb3dbfeeb7,596e95347a6507a8f759ceb3c3cb51a62e9f2c747f1bc56d24f5c1301bf47147,0d568b4394feccf6fe1249fbd3fd6db2c3f72225b1851b7d6fda327a8b907e60,215b2524af1ab0b1aad456a5d3e568854f5e1a028f62bee5bcbd98a8efdaca82,01bc74f028d5c9a7c424218917426f43595de1e694f66eb29442375937b70fb3,2430f14d069ac3192aec209ea899f8845a9d24645191666a0c859dd67f71598b,22b68929b2e7d7fc25c8ba15616c03e41392d3e10f1cf69a294da79398caa435,a746ec710560cc1048c33026bb4aa13670c0606a7f00657874733cdb85a29aa1,804636a23544cecdf56120fe2c4eb7d057ebb432c81be1ec626ab28cde1ba682,a5471cec41e70bedba109a297e7be88264eb4306090bff0328c2912797c3773c,75776cc03a916099c7a10ff19b90776c6e0b9ad814e16c6e2f3cb78073add45b,c85fb678d3181209d64979abb97ca22a2aea3077a13ecaee60259ec85ffead43,024ee5d0a9e18e2516becd45e5062a7658d2a012a64ac2d1b2a511ea7c1539a2,8ce92404c1fbf0a8404e86fb4f1737cf8185a42d101cc5af79f13447ec97c628,1be8037960bb1a3624eeff4f153ac2d0a750a6821e34350580ba0ec457c00889,924301b9566d9c95c48703f381649ad306024047b78f8236e3da19dcb8cf4280,18b6ac37a86c3d18fde5ae9c1d020746593399fda89933d60569ce46963b276f,4e3e547440ca03c32946c6dd4dfd1509486b30c7e785bceb63d8ad35de8d7341,fb021d32ebcacc8832d2360f5b282333f66076016fd76420a322e60f344e737d,ca211c69b77e473c446fb98486002ead76336e3e3bcc251c82faa7d9a1a1341e,2db714f862db387885ca0bb1f6d7f190869ff8d781571afda45b5616c96fbf34,52754f020c92d2e68571eaa12b4622c4140853b54dfbcebad1ed818754a75f2f,9a201531dfe8b89800a5c02545a09c77f1611d12f84b17eccd0dfc9f1ab9b7e2,23a006ee1eab828594dc13543438580c9f57900d64d4455acacb5f64b487b90f,18499d802212019fc7235110c593197cf6329dbd1573dc88605da64204b98e5c,903de7a244d2f7aff4bdd4e4a516be363c6a05582064ffbb43a924557f3cf612,79f0765cab6f63c9f948a494d341c22d223bae9d6b1ce80f5e059a7e8efbf1a6,f371e4d94def7a02e8ac028787bcf7521c86cdea0b492ce0d70f098477d693c3,590f757c8db5d35d69f593bb529d46385803a4cad890d56bc5c85131f2a6acb8,42350c6026be85d3d8f373bc7e22538239d8aad6aa017b3d40dfd425600a6168,aff55a3efe56d92c9385ac637b848e8762d63f20a0f0f7f3cc52cbeee00bf1b2
"650002063","0","10011005","670040014","3","10011004","101011","0","66","670100015","0","0","0","0","0","4","0","670210115","0","670030015","1","0","0","1","1","66","0","1","0","0","0","313","0","0","0","0","10011006","66"
"650002071","0","61001004","670060016","1","61001007","0","0","36","670130016","0","0","0","0","0","0","0","0","0","670090016","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002072","0","10011002","670090016","2","10011001","0","0","66","670070016","4","0","0","0","0","0","0","0","0","670300116","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002073","0","10011005","670290116","3","10011004","101011","0","66","670160016","0","0","0","0","0","4","0","670340016","0","670380115","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002081","0","61001004","670090117","1","61001007","0","0","36","670110017","0","0","0","0","0","0","0","0","0","670300017","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002082","0","10011002","670120015","2","10011001","0","0","66","670390017","4","0","0","0","0","0","0","0","0","670300017","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002083","0","10011005","670380016","3","10011004","101011","0","66","670420017","0","0","0","0","0","4","0","670230017","0","670050016","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002091","0","61001004","670030018","1","61001007","0","0","36","670020018","0","0","0","0","0","0","0","0","0","670280018","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002092","0","10011002","670210118","2","10011001","0","0","66","670280018","4","0","0","0","0","0","0","0","0","670010018","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002093","0","10011005","670270018","3","10011004","101011","0","66","670420018","0","0","0","0","0","4","0","670160018","0","670380117","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002101","0","61001004","670380018","1","61001007","0","0","36","670340019","0","0","0","0","0","0","0","0","0","670320019","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002102","0","10011002","670330017","2","10011001","0","0","66","670080019","4","0","0","0","0","0","0","0","0","670210119","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002103","0","10011005","670290119","3","10011004","101011","0","66","670160019","0","0","0","0","0","4","0","670340019","0","670380118","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002111","0","61001004","670090120","1","61001007","0","0","36","670110020","0","0","0","0","0","0","0","0","0","670300020","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002112","0","10011002","670210120","2","10011001","0","0","66","670280020","4","0","0","0","0","0","0","0","0","670010020","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002113","0","10011005","670040019","3","10011004","101011","0","66","670100020","0","0","0","0","0","4","0","670210120","0","670030020","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002121","0","61001004","670370021","1","61001007","0","0","36","670440021","0","0","0","0","0","0","0","0","0","670060021","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650002122","0","10011002","670090021","2","10011001","0","0","66","670070021","4","0","0","0","0","0","0","0","0","670300121","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650002123","0","10011005","670270021","3","10011004","101011","0","66","670420021","0","0","0","0","0","4","0","670160021","0","670380120","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650002131","0","61001004","670060022","1","61001007","0","0","36","670130022","0","0","0","0","0","0","0","0","0","670090022","1","0","0","1","1","18","0","1","0","0","0","326","0","0","0","0","61001005","30"
"650002132","0","10011002","670330020","2","10011001","0","0","66","670080022","4","0","0","0","0","0","0","0","0","670210122","1","0","0","1","1","66","0","1","0","101011","0","326","0","0","0","0","10011003","66"
"650002133","0","10011005","670380021","3","10011004","101011","0","66","670420022","0","0","0","0","0","4","0","670230022","0","670050021","1","0","0","1","1","66","0","1","0","0","0","326","0","0","0","0","10011006","66"
"650002141","0","61001004","670030023","1","61001007","0","0","36","670020023","0","0","0","0","0","0","0","0","0","670280023","1","0","0","1","1","18","0","1","0","0","0","336","0","0","0","0","61001005","30"
"650002142","0","10011002","670120021","2","10011001","0","0","66","670390023","4","0","0","0","0","0","0","0","0","670300023","1","0","0","1","1","66","0","1","0","101011","0","336","0","0","0","0","10011003","66"
"650002143","0","10011005","670270023","3","10011004","101011","0","66","670420023","0","0","0","0","0","4","0","670160023","0","670380122","1","0","0","1","1","66","0","1","0","0","0","336","0","0","0","0","10011006","66"
"650002151","0","61001004","670030025","1","61001007","0","0","36","670020025","0","0","0","0","0","0","0","0","0","670280025","1","0","0","1","1","18","0","1","0","0","0","341","0","0","0","0","61001005","30"
"650002152","0","10011002","670050024","2","10011001","0","0","66","670140025","4","0","0","0","0","0","0","0","0","670300025","1","0","0","1","1","66","0","1","0","101011","0","341","0","0","0","0","10011003","66"
"650002153","0","10011005","670330023","3","10011004","101011","0","66","670250025","0","0","0","0","0","4","0","670130125","0","670290225","1","0","0","1","1","66","0","1","0","0","0","341","0","0","0","0","10011006","66"
"650002161","0","10011002","670070027","1","10011001","0","0","86","670430027","4","0","101011","0","0","0","0","0","0","670090127","1","0","4","2","1","86","0","1","0","101011","0","356","0","0","0","0","10011003","86"
"650002162","0","61001004","670280026","2","62001007","0","0","36","670010025","0","0","0","0","0","0","0","0","0","670270027","1","0","0","2","1","36","0","1","0","0","0","356","0","0","0","0","62001005","60"
"650002163","0","10011005","670240027","3","10011004","101011","0","86","670220027","0","0","0","0","0","4","0","670150027","0","670380127","1","0","0","2","1","86","0","1","0","0","0","356","0","0","0","0","10011006","86"
"650002171","0","61001004","670090029","1","62001007","0","0","36","670110029","0","0","0","0","0","0","0","0","0","670400029","1","0","0","2","1","36","0","1","0","0","0","356","0","0","0","0","62001005","60"
"650002172","0","10011002","670050029","2","10011001","0","0","86","670380029","4","0","101011","0","0","0","0","0","0","670190027","1","0","4","2","1","86","0","1","0","101011","0","356","0","0","0","0","10011003","86"
"650002173","0","10011005","670130129","3","10011004","101011","0","86","670050029","0","0","0","0","0","4","0","670020029","0","670040029","1","0","0","2","1","86","0","1","0","0","0","356","0","0","0","0","10011006","86"
"650002181","0","10011002","670070032","1","10011001","0","0","86","670430032","4","0","101011","0","0","0","0","0","0","670090132","1","0","4","2","1","86","0","1","0","101011","0","356","0","0","0","0","10011003","86"
"650002182","0","61001004","670060032","2","62001007","0","0","36","670300132","0","0","0","0","0","0","0","0","0","670230030","1","0","0","2","1","36","0","1","0","0","0","356","0","0","0","0","62001005","60"
"650002183","0","10011005","670120032","3","10011004","101011","0","86","670420032","0","0","0","0","0","4","0","670140032","0","670380132","1","0","0","2","1","86","0","1","0","0","0","356","0","0","0","0","10011006","86"
"650002191","0","61001004","670030034","1","62001007","0","0","36","670390034","0","0","0","0","0","0","0","0","0","670290134","1","0","0","2","1","36","0","1","0","0","0","371","0","0","0","0","62001005","60"
"650002192","0","10011002","670280033","2","10011001","0","0","86","670010032","4","0","101011","0","0","0","0","0","0","670270034","1","0","4","2","1","86","0","1","0","101011","0","371","0","0","0","0","10011003","86"
"650002193","0","10011005","670130134","3","10011004","101011","0","86","670050034","0","0","0","0","0","4","0","670020034","0","670040034","1","0","0","2","1","86","0","1","0","0","0","371","0","0","0","0","10011006","86"
"650002201","0","61001004","670090037","1","62001007","0","0","36","670110037","0","0","0","0","0","0","0","0","0","670400037","1","0","0","2","1","36","0","1","0","0","0","386","0","0","0","0","62001005","60"
"650002202","0","10011002","670050037","2","10011001","0","0","86","670380037","4","0","101011","0","0","0","0","0","0","670190035","1","0","4","2","1","86","0","1","0","101011","0","386","0","0","0","0","10011003","86"
"650002203","0","10011005","670240037","3","10011004","101011","0","86","670220037","0","0","0","0","0","4","0","670150037","0","670380137","1","0","0","2","1","86","0","1","0","0","0","386","0","0","0","0","10011006","86"
"650003011","0","61001004","670370010","1","61001007","0","0","36","670440010","0","0","0","0","0","0","0","0","0","670060010","1","0","0","1","1","18","0","1","0","0","0","273","0","0","0","0","61001005","30"
"650003012","0","10011002","670090010","2","10011001","0","0","66","670070010","4","0","0","0","0","0","0","0","0","670300110","1","0","0","1","1","66","0","1","0","101011","0","273","0","0","0","0","10011003","66"
"650003013","0","10011005","670270010","3","10011004","101011","0","66","670420010","0","0","0","0","0","4","0","670160010","0","670380109","1","0","0","1","1","66","0","1","0","0","0","273","0","0","0","0","10011006","66"
"650003021","0","61001004","670090111","1","61001007","0","0","36","670110011","0","0","0","0","0","0","0","0","0","670300011","1","0","0","1","1","18","0","1","0","0","0","281","0","0","0","0","61001005","30"
"650003022","0","10011002","670210111","2","10011001","0","0","66","670280011","4","0","0","0","0","0","0","0","0","670010011","1","0","0","1","1","66","0","1","0","101011","0","281","0","0","0","0","10011003","66"
"650003023","0","10011005","670380010","3","10011004","101011","0","66","670420011","0","0","0","0","0","4","0","670230011","0","670050010","1","0","0","1","1","66","0","1","0","0","0","281","0","0","0","0","10011006","66"
"650003031","0","61001004","670380011","1","61001007","0","0","36","670340012","0","0","0","0","0","0","0","0","0","670320012","1","0","0","1","1","18","0","1","0","0","0","288","0","0","0","0","61001005","30"
"650003032","0","10011002","670330010","2","10011001","0","0","66","670080012","4","0","0","0","0","0","0","0","0","670210112","1","0","0","1","1","66","0","1","0","101011","0","288","0","0","0","0","10011003","66"
"650003033","0","10011005","670290112","3","10011004","101011","0","66","670160012","0","0","0","0","0","4","0","670340012","0","670380111","1","0","0","1","1","66","0","1","0","0","0","288","0","0","0","0","10011006","66"
"650003041","0","61001004","670060013","1","61001007","0","0","36","670130013","0","0","0","0","0","0","0","0","0","670090013","1","0","0","1","1","18","0","1","0","0","0","298","0","0","0","0","61001005","30"
"650003042","0","10011002","670090013","2","10011001","0","0","66","670070013","4","0","0","0","0","0","0","0","0","670300113","1","0","0","1","1","66","0","1","0","101011","0","298","0","0","0","0","10011003","66"
"650003043","0","10011005","670040012","3","10011004","101011","0","66","670100013","0","0","0","0","0","4","0","670210113","0","670030013","1","0","0","1","1","66","0","1","0","0","0","298","0","0","0","0","10011006","66"
"650003051","0","61001004","670030014","1","61001007","0","0","36","670020014","0","0","0","0","0","0","0","0","0","670280014","1","0","0","1","1","18","0","1","0","0","0","309","0","0","0","0","61001005","30"
"650003052","0","10011002","670210114","2","10011001","0","0","66","670280014","4","0","0","0","0","0","0","0","0","670010014","1","0","0","1","1","66","0","1","0","101011","0","309","0","0","0","0","10011003","66"
"650003053","0","10011005","670270014","3","10011004","101011","0","66","670420014","0","0","0","0","0","4","0","670160014","0","670380113","1","0","0","1","1","66","0","1","0","0","0","309","0","0","0","0","10011006","66"
"650003061","0","61001004","670060015","1","61001007","0","0","36","670130015","0","0","0","0","0","0","0","0","0","670090015","1","0","0","1","1","18","0","1","0","0","0","313","0","0","0","0","61001005","30"
"650003062","0","10011002","670120013","2","10011001","0","0","66","670390015","4","0","0","0","0","0","0","0","0","670300015","1","0","0","1","1","66","0","1","0","101011","0","313","0","0","0","0","10011003","66"
"650003063","0","10011005","670330013","3","10011004","101011","0","66","670250015","0","0","0","0","0","4","0","670130115","0","670290215","1","0","0","1","1","66","0","1","0","0","0","313","0","0","0","0","10011006","66"
"650003071","0","61001004","670090116","1","61001007","0","0","36","670110016","0","0","0","0","0","0","0","0","0","670300016","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003072","0","10011002","670050015","2","10011001","0","0","66","670140016","4","0","0","0","0","0","0","0","0","670300016","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003073","0","10011005","670380015","3","10011004","101011","0","66","670420016","0","0","0","0","0","4","0","670230016","0","670050015","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003081","0","61001004","670060017","1","61001007","0","0","36","670130017","0","0","0","0","0","0","0","0","0","670090017","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003082","0","10011002","670090017","2","10011001","0","0","66","670070017","4","0","0","0","0","0","0","0","0","670300117","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003083","0","10011005","670290117","3","10011004","101011","0","66","670160017","0","0","0","0","0","4","0","670340017","0","670380116","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003091","0","61001004","670090118","1","61001007","0","0","36","670110018","0","0","0","0","0","0","0","0","0","670300018","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003092","0","10011002","670120016","2","10011001","0","0","66","670390018","4","0","0","0","0","0","0","0","0","670300018","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003093","0","10011005","670040017","3","10011004","101011","0","66","670100018","0","0","0","0","0","4","0","670210118","0","670030018","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003101","0","61001004","670370019","1","61001007","0","0","36","670440019","0","0","0","0","0","0","0","0","0","670060019","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003102","0","10011002","670210119","2","10011001","0","0","66","670280019","4","0","0","0","0","0","0","0","0","670010019","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003103","0","10011005","670270019","3","10011004","101011","0","66","670420019","0","0","0","0","0","4","0","670160019","0","670380118","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003111","0","61001004","670380019","1","61001007","0","0","36","670340020","0","0","0","0","0","0","0","0","0","670320020","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003112","0","10011002","670050019","2","10011001","0","0","66","670140020","4","0","0","0","0","0","0","0","0","670300020","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003113","0","10011005","670330018","3","10011004","101011","0","66","670250020","0","0","0","0","0","4","0","670130120","0","670290220","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003121","0","61001004","670030021","1","61001007","0","0","36","670020021","0","0","0","0","0","0","0","0","0","670280021","1","0","0","1","1","18","0","1","0","0","0","321","0","0","0","0","61001005","30"
"650003122","0","10011002","670120019","2","10011001","0","0","66","670390021","4","0","0","0","0","0","0","0","0","670300021","1","0","0","1","1","66","0","1","0","101011","0","321","0","0","0","0","10011003","66"
"650003123","0","10011005","670290121","3","10011004","101011","0","66","670160021","0","0","0","0","0","4","0","670340021","0","670380120","1","0","0","1","1","66","0","1","0","0","0","321","0","0","0","0","10011006","66"
"650003131","0","61001004","670030022","1","61001007","0","0","36","670020022","0","0","0","0","0","0","0","0","0","670280022","1","0","0","1","1","18","0","1","0","0","0","326","0","0","0","0","61001005","30"
"650003132","0","10011002","670090022","2","10011001","0","0","66","670070022","4","0","0","0","0","0","0","0","0","670300122","1","0","0","1","1","66","0","1","0","101011","0","326","0","0","0","0","10011003","66"
"650003133","0","10011005","670040021","3","10011004","101011","0","66","670100022","0","0","0","0","0","4","0","670210122","0","670030022","1","0","0","1","1","66","0","1","0","0","0","326","0","0","0","0","10011006","66"
"650003141","0","61001004","670370023","1","61001007","0","0","36","670440023","0","0","0","0","0","0","0","0","0","670060023","1","0","0","1","1","18","0","1","0","0","0","336","0","0","0","0","61001005","30"
"650003142","0","10011002","670050022","2","10011001","0","0","66","670140023","4","0","0","0","0","0","0","0","0","670300023","1","0","0","1","1","66","0","1","0","101011","0","336","0","0","0","0","10011003","66"
"650003143","0","10011005","670380022","3","10011004","101011","0","66","670420023","0","0","0","0","0","4","0","670230023","0","670050022","1","0","0","1","1","66","0","1","0","0","0","336","0","0","0","0","10011006","66"
"650003151","0","61001004","670090125","1","61001007","0","0","36","670110025","0","0","0","0","0","0","0","0","0","670300025","1","0","0","1","1","18","0","1","0","0","0","341","0","0","0","0","61001005","30"
"650003152","0","10011002","670330023","2","10011001","0","0","66","670080025","4","0","0","0","0","0","0","0","0","670210125","1","0","0","1","1","66","0","1","0","101011","0","341","0","0","0","0","10011003","66"
"650003153","0","10011005","670270025","3","10011004","101011","0","66","670420025","0","0","0","0","0","4","0","670160025","0","670380124","1","0","0","1","1","66","0","1","0","0","0","341","0","0","0","0","10011006","66"
"650003161","0","10011002","670030029","1","10011001","0","0","86","670390029","4","0","101011","0","0","0","0","0","0","670290129","1","0","4","2","1","86","0","1","0","101011","0","356","0","0","0","0","10011003","86"
"650003162","0","61001004","670060029","2","62001007","0","0","36","670300129","0","0","0","0","0","0","0","0","0","670230027","1","0","0","2","1","36","0","1","0","0","0","356","0","0","0","0","62001005","60"
"650003163","0","10011005","670130129","3","10011004","101011","0","86","670050029","0","0","0","0","0","4","0","670020029","0","670040029","1","0","0","2","1","86","0","1","0","0","0","356","0","0","0","0","10011006","86"
"650003171","0","61001004","670070031","1","62001007","0","0","36","670430031","0","0","0","0","0","0","0","0","0","670090131","1","0","0","2","1","36","0","1","0","0","0","356","0","0","0","0","62001005","60"
"650003172","0","10011002","670280030","2","10011001","0","0","86","670010029","4","0","101011","0","0","0","0","0","0","670270031","1","0","4","2","1","86","0","1","0","101011","0","356","0","0","0","0","10011003","86"
"650003173","0","10011005","670120031","3","10011004","101011","0","86","670420031","0","0","0","0","0","4","0","670140031","0","670380131","1","0","0","2","1","86","0","1","0","0","0","356","0","0","0","0","10011006","86"
"650003181","0","10011002","670090034","1","10011001","0","0","86","670110034","4","0","101011","0","0","0","0","0","0","670400034","1","0","4","2","1","86","0","1","0","101011","0","371","0","0","0","0","10011003","86"
"650003182","0","61001004","670050034","2","62001007","0","0","36","670380034","0","0","0","0","0","0","0","0","0","670190032","1","0","0","2","1","36","0","1","0","0","0","371","0","0","0","0","62001005","60"
"650003183","0","10011005","670240034","3","10011004","101011","0","86","670220034","0","0","0","0","0","4","0","670150034","0","670380134","1","0","0","2","1","86","0","1","0","0","0","371","0","0","0","0","10011006","86"
"650003191","0","61001004","670070036","1","62001007","0","0","36","670430036","0","0","0","0","0","0","0","0","0","670090136","1","0","0","2","1","36","0","1","0","0","0","381","0","0","0","0","62001005","60"
