383a9c9d884b9180845b4167966acac4fa659ca77f2bbd65ebd5d172fbeee976,3ee6df5b40fc8eae19d4160ceeb48f813c35f2d8f6d9f225b231c9270240cabf,f64e658f099cefdd4485c229943af72951f3669e52e3cf6e4aefaa49b3061705,680a49637243ac07e06daf08931a30e972f14b360f5bdce0f901a9fba3afdf49,05a9311b3408870e71e6c91dbf5443b0596ae31a3b096bc20dba8225992a92df,84f04d9b0b3d68354638c26a13d8bdda591f603a4410d84a53efb52b389bffb6,aa1de190aa690d4eb92aefe3d5fb488deb665bad7e354d31fcc99846fedfdd28,653dded330ab23659b3f699a240bcd2ec8f72eed0dbcabb8d4217cd382b23041,153985bc0c038c533303496d9a90cce6b4cef24ef652b5129540e95232779246,07a7881ca496ce019451f80ca92b3e49750629b3540c24235d9dc3f20da47270
"2","vo_10011600","0","0","0","29","9","vo_10011600_0907","","1090029"
"1","0","0","0","8","30","9","0","切嚕～切嚕～切嚕～","1090030"
"4","0","2.875","1","0","31","9","0","","1090031"
"2","vo_10011600","0","0","0","1","10","vo_10011600_1001","","1100001"
"1","0","0","0","8","2","10","0","　忘記了忘記了忘記了！\n","1100002"
"4","0","2.75","1","0","3","10","0","","1100003"
"1","0","0","0","8","4","10","0","特別講座到底該怎麼辦啦！","1100004"
"4","0","2.25","1","0","5","10","0","","1100005"
"2","vo_10011600","0","0","0","6","10","vo_10011600_1002","","1100006"
"1","0","0","0","8","7","10","0","從精靈之森帶來的曼德拉草逃跑了，","1100007"
"4","0","3.625","1","0","8","10","0","","1100008"
"1","0","0","0","8","9","10","0","我完全沒有任何準備！\n","1100009"
"4","0","2.375","1","0","10","10","0","","1100010"
"2","vo_10011600","0","0","0","11","10","vo_10011600_1003","","1100011"
"1","0","0","0","8","12","10","0","……精靈之森嗎","1100012"
"4","0","2","1","0","13","10","0","","1100013"
"1","0","0","0","8","14","10","0","似乎在呼喚我……","1100014"
"4","0","2.25","1","0","15","10","0","","1100015"
"2","vo_10011600","0","0","0","16","10","vo_10011600_1004","","1100016"
"1","0","0","0","8","17","10","0","不對，不行不行，","1100017"
"4","0","1.875","1","0","18","10","0","","1100018"
"1","0","0","0","8","19","10","0","我不能背叛美里老師的期待！\n","1100019"
"4","0","4.125","1","0","20","10","0","","1100020"
"2","vo_10011600","0","0","0","21","10","vo_10011600_1005","","1100021"
"1","0","0","0","8","22","10","0","但是我該如何是好？","1100022"
"4","0","3.125","1","0","23","10","0","","1100023"
"2","vo_10011600","0","0","0","24","10","vo_10011600_1006","","1100024"
"1","0","0","0","8","25","10","0","既然如此，","1100025"
"4","0","1.75","1","0","26","10","0","","1100026"
"1","0","0","0","8","27","10","0","乾脆將「如何度過孤獨人生」的要點整理出來","1100027"
"4","0","3.375","1","0","28","10","0","","1100028"
"1","0","0","0","8","29","10","0","並且對外發表吧……？","1100029"
"4","0","2.5","1","0","30","10","0","","1100030"
"2","vo_10011600","0","0","0","1","11","vo_10011600_1101","","1110001"
"1","0","0","0","8","2","11","0","　特別講座","1110002"
"4","0","1.75","1","0","3","11","0","","1110003"
"1","0","0","0","8","4","11","0","結束！\n","1110004"
"4","0","2.625","1","0","5","11","0","","1110005"
"2","vo_10011600","0","0","0","6","11","vo_10011600_1102","","1110006"
"1","0","0","0","8","7","11","0","結果……","1110007"
"4","0","1.625","1","0","8","11","0","","1110008"
"1","0","0","0","8","9","11","0","成功","1110009"
"4","0","1.375","1","0","10","11","0","","1110010"
"1","0","0","0","8","11","11","0","…應該吧。","1110011"
"4","0","3.125","1","0","12","11","0","","1110012"
"2","vo_10011600","0","0","0","13","11","vo_10011600_1103","","1110013"
"1","0","0","0","8","14","11","0","　這一切都要感謝","1110014"
"4","0","2.5","1","0","15","11","0","","1110015"
"1","0","0","0","8","16","11","0","從旁協助的那個人，","1110016"
"4","0","1.875","1","0","17","11","0","","1110017"
"1","0","0","0","8","18","11","0","以及","1110018"
"4","0","0.875","1","0","19","11","0","","1110019"
"1","0","0","0","8","20","11","0","好朋友社的各位。\n","1110020"
"4","0","3","1","0","21","11","0","","1110021"
"2","vo_10011600","0","0","0","22","11","vo_10011600_1104","","1110022"
"1","0","0","0","8","23","11","0","講座結束之後，","1110023"
"4","0","2.125","1","0","24","11","0","","1110024"
"1","0","0","0","8","25","11","0","許多人圍在我身邊，讓我感到很害怕。","1110025"
"4","0","3","1","0","26","11","0","","1110026"
"2","vo_10011600","0","0","0","27","11","vo_10011600_1105","","1110027"
"1","0","0","0","8","28","11","0","可是我…","1110028"
"4","0","1.5","1","0","29","11","0","","1110029"
"1","0","0","0","8","30","11","0","沒有像往常一樣逃跑！\n","1110030"
"4","0","3.125","1","0","31","11","0","","1110031"
"2","vo_10011600","0","0","0","32","11","vo_10011600_1106","","1110032"
"1","0","0","0","8","33","11","0","我是否也有稍微……","1110033"
"4","0","2","1","0","34","11","0","","1110034"
"1","0","0","0","8","35","11","0","雖然只有一點點……","1110035"
"4","0","2.625","1","0","36","11","0","","1110036"
"1","0","0","0","8","37","11","0","成長……","1110037"
"4","0","1.5","1","0","38","11","0","","1110038"
"1","0","0","0","8","39","11","0","了呢？","1110039"
"4","0","1.875","1","0","40","11","0","","1110040"
"2","vo_10011600","0","0","0","1","12","vo_10011600_1201","","1120001"
"1","0","0","0","8","2","12","0","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","1120002"
"4","0","4.25","1","0","3","12","0","","1120003"
"1","0","0","0","8","4","12","0","那個人果然好厲害啊！\n","1120004"
"4","0","3.5","1","0","5","12","0","","1120005"
"2","vo_10011600","0","0","0","6","12","vo_10011600_1202","","1120006"
"1","0","0","0","8","7","12","0","　走在走廊時，","1120007"
"4","0","2.125","1","0","8","12","0","","1120008"
"1","0","0","0","8","9","12","0","其他學生看見那個人後紛紛露出驚訝的表情，","1120009"
"4","0","3.375","1","0","10","12","0","","1120010"
"1","0","0","0","8","11","12","0","不過那個人還是微笑著向大家打招呼！\n","1120011"
"4","0","3.125","1","0","12","12","0","","1120012"
"2","vo_10011600","0","0","0","13","12","vo_10011600_1203","","1120013"
"1","0","0","0","8","14","12","0","即使有人","1120014"
"4","0","1.375","1","0","15","12","0","","1120015"
"1","0","0","0","8","16","12","0","朝著他尖叫，","1120016"
"4","0","1.25","1","0","17","12","0","","1120017"
"1","0","0","0","8","18","12","0","他依舊一臉蠻不在乎地揮手以對！","1120018"
"4","0","2.5","1","0","19","12","0","","1120019"
"2","vo_10011600","0","0","0","20","12","vo_10011600_1204","","1120020"
"1","0","0","0","8","21","12","0","　和不懂得打招呼的我完全不同！\n\n","1120021"
"4","0","4.625","1","0","22","12","0","","1120022"
"2","vo_10011600","0","0","0","23","12","vo_10011600_1205","","1120023"
"1","0","0","0","8","24","12","0","我也好想盡快","1120024"
"4","0","1.25","1","0","25","12","0","","1120025"
"1","0","0","0","8","26","12","0","變成那樣的人……","1120026"
"4","0","2.5","1","0","27","12","0","","1120027"
"2","vo_10011600","0","0","0","1","13","vo_10011600_1301","","1130001"
"1","0","0","0","8","2","13","0","　我帶來的曼德拉草惹出大麻煩……","1130002"
"4","0","4.875","1","0","3","13","0","","1130003"
"2","vo_10011600","0","0","0","4","13","vo_10011600_1302","","1130004"
"1","0","0","0","8","5","13","0","可是，","1130005"
"4","0","1.25","1","0","6","13","0","","1130006"
"1","0","0","0","8","7","13","0","多虧那個人和好朋友社出手相助，","1130007"
"4","0","4","1","0","8","13","0","","1130008"
"1","0","0","0","8","9","13","0","最後終於趕在釀成重大災情前及時阻止了牠。","1130009"
"4","0","5","1","0","10","13","0","","1130010"
"2","vo_10011600","0","0","0","11","13","vo_10011600_1303","","1130011"
"1","0","0","0","8","12","13","0","　雖然大家","1130012"
"4","0","1.45","1","0","13","13","0","","1130013"
"1","0","0","0","8","14","13","0","口口聲聲說自己別有所圖，","1130014"
"4","0","2.75","1","0","15","13","0","","1130015"
"1","0","0","0","8","16","13","0","但是我相信事情一定不是那樣的。\n","1130016"
"4","0","3.25","1","0","17","13","0","","1130017"
"2","vo_10011600","0","0","0","18","13","vo_10011600_1304","","1130018"
"1","0","0","0","8","19","13","0","能夠像這樣和大家並肩作戰，","1130019"
"4","0","2.75","1","0","20","13","0","","1130020"
"1","0","0","0","8","21","13","0","我真的很高興。\n","1130021"
"4","0","2.5","1","0","22","13","0","","1130022"
"2","vo_10011600","0","0","0","23","13","vo_10011600_1305","","1130023"
"1","0","0","0","8","24","13","0","感覺就像……","1130024"
"4","0","1.75","1","0","25","13","0","","1130025"
"1","0","0","0","8","26","13","0","和大家…","1130026"
"4","0","1.375","1","0","27","13","0","","1130027"
"1","0","0","0","8","28","13","0","變成了同伴。","1130028"
"4","0","2.125","1","0","29","13","0","","1130029"
"2","vo_10011600","0","0","0","1","14","vo_10011600_1401","","1140001"
"1","0","0","0","8","2","14","0","　今天是","1140002"
"4","0","1.5","1","0","3","14","0","","1140003"
"1","0","0","0","7","4","14","0","在聖德蕾莎女學院上課的","1140004"
"4","0","3.60714285714286","1","0","5","14","0","","1140005"
"1","0","0","0","8","6","14","0","……最後一天。\n","1140006"
"4","0","3.25","1","0","7","14","0","","1140007"
"2","vo_10011600","0","0","0","8","14","vo_10011600_1402","","1140008"
"1","0","0","0","8","9","14","0","一開始聽見美里老師提出這項要求時，","1140009"
"4","0","3.375","1","0","10","14","0","","1140010"
"1","0","0","0","8","11","14","0","我認為自己一定無法辦到。","1140011"
"4","0","3.125","1","0","12","14","0","","1140012"
"2","vo_10011600","0","0","0","13","14","vo_10011600_1403","","1140013"
"1","0","0","0","8","14","14","0","　但是現在心中卻十分不捨，","1140014"
"4","0","2.625","1","0","15","14","0","","1140015"
"1","0","0","0","8","16","14","0","於是像這樣靠著寫日記紀錄一切。\n","1140016"
"4","0","3.375","1","0","17","14","0","","1140017"
"2","vo_10011600","0","0","0","18","14","vo_10011600_1404","","1140018"
"1","0","0","0","8","19","14","0","　閉上眼睛，","1140019"
"4","0","2","1","0","20","14","0","","1140020"
"1","0","0","0","8","21","14","0","那個人和","1140021"
"4","0","1.5","1","0","22","14","0","","1140022"
"1","0","0","0","8","23","14","0","好朋友社的各位、","1140023"
"4","0","2.125","1","0","24","14","0","","1140024"
"1","0","0","0","8","25","14","0","以及所有對我親切友好的同學們。\n\n","1140025"
"4","0","6.375","1","0","26","14","0","","1140026"
"2","vo_10011600","0","0","0","27","14","vo_10011600_1405","","1140027"
