060d2d70e2bec90bd81d6ed2767d57d189f97112b65d41cc81ba61f3c8f14e75,e36b2fcad1641efb3ee1af66ad2e13be62dc0e2d93d88f7837182bbba1edc372,4992e77b4f6c00f882e769d44bcd606537c06851faf2985cb71929c5dcda067d,51404bc775ff28ce903b535434f7a244db6b74dbcc3cf767715a7320a4874384,81b03f82f005f90e7b79349d21b5e7bb4de1dc4080ea18bf18d998e1012d265e,294bc438157336875d20dc8a56131c356c425534e530912a897655e2320e611e,9e10ef0f5e6f7bbfafebd423557c6c5af25f0ef7818808f30f2212b84c2bbc3a,3e6346d94683603b63c688f1a2fb27e05748494001360ca25146e0fde953a1b4,1cce5518be53475306a3984ba793996780f797b2235947bca17d88c8bf000b19,3c26ddad39111f16529453cd5491fe168b4f47a18064fa8c4b525532d054ddb8,62462eda24748892e2d99774d7367e9dd9ebb4460143fab25802c372b8f729b3,40df8fa4579a967b212f50a05b19daf67e0d1786785db764dffb539ecd83aa69,20068745b8b4e5056e5c3561941e54e62a5b49d3631ffa8a734fc7a4fb564959
"20033","1,22","2030/04/19 15:00:00","2023/03/24 16:00:00","0","1123","10059","0","0","0","20034","2021/06/12 16:00:00","0"
"0","1,23","2030/04/19 15:00:00","2023/04/25 16:00:00","0","2194","10061","0","0","12","20035","2021/07/05 16:00:00","0"
"0","1","2030/04/19 15:00:00","2023/05/26 16:00:00","0","5010","10064","0","0","0","20036","2021/08/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2023/06/26 16:00:00","0","144","10066","0","0","0","20037","2021/09/01 16:00:00","0"
"0","1,24","2030/04/19 15:00:00","2023/07/26 16:00:00","0","121","10068","0","0","0","20038","2021/10/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2023/08/25 16:00:00","0","394","10070","0","0","0","20039","2021/11/01 16:00:00","0"
"0","1,25","2030/04/19 15:00:00","2023/09/25 16:00:00","0","1082","10072","0","0","0","20040","2021/12/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2023/10/25 16:00:00","0","181","10074","0","0","0","20041","2022/01/03 16:00:00","0"
"0","1,26","2030/04/19 15:00:00","2023/11/24 16:00:00","0","5084","10076","0","0","0","20042","2022/02/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2023/12/26 16:00:00","0","6054","10078","0","0","0","20043","2022/03/01 16:00:00","0"
"0","1,27","2030/04/19 15:00:00","2024/01/26 16:00:00","0","6381","10080","0","0","0","20044","2022/04/01 16:00:00","0"
"0","1,28","2030/04/19 15:00:00","2024/02/23 16:00:00","0","2193","10082","0","0","0","20045","2022/05/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2024/03/26 16:00:00","0","8163","10084","0","0","0","20046","2022/06/01 16:00:00","0"
"20046","1,29","2030/04/19 15:00:00","2024/03/26 16:00:00","0","8164","10085","0","0","0","20047","2022/06/08 16:00:00","0"
"0","1","2030/04/19 15:00:00","2024/04/25 16:00:00","0","2201","10088","0","0","0","20048","2022/07/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2024/05/26 16:00:00","0","430","10090","0","0","0","20049","2022/08/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2024/07/26 16:00:00","0","351","10092","0","0","0","20050","2022/09/01 16:00:00","0"
"0","1,30","2030/04/19 15:00:00","2024/08/26 16:00:00","0","392","10094","0","0","0","20051","2022/10/02 16:00:00","0"
"0","1,31","2030/04/19 15:00:00","2024/10/26 16:00:00","0","3402","10096","0","0","0","20052","2022/11/01 16:00:00","0"
"0","1,32","2030/04/19 15:00:00","2024/11/26 16:00:00","0","8132","10098","0","0","0","20053","2022/12/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2024/12/26 16:00:00","0","6057","10100","0","0","0","20054","2023/01/02 16:00:00","0"
"0","1,33","2030/04/19 15:00:00","2025/01/26 16:00:00","0","5200","10102","0","0","0","20055","2023/02/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2025/02/26 16:00:00","0","3479","10104","0","0","0","20056","2023/03/01 16:00:00","0"
"0","1,34","2030/04/19 15:00:00","2025/03/26 16:00:00","0","5033","10106","0","0","0","20057","2023/04/01 16:00:00","0"
"0","1,35","2030/04/19 15:00:00","2025/04/26 16:00:00","0","7213","10108","0","0","-10","20058","2023/05/01 16:00:00","0"
"0","1,36","2030/04/19 15:00:00","2025/05/26 16:00:00","0","8153","10110","0","0","-10","20059","2023/06/01 16:00:00","0"
"20059","1,36","2030/04/19 15:00:00","2025/05/26 16:00:00","0","8154","10111","0","0","-10","20060","2023/06/08 16:00:00","0"
"0","1","2030/04/19 15:00:00","2025/06/26 16:00:00","0","4314","10114","0","0","-10","20061","2023/07/02 16:00:00","0"
"0","1","2030/04/19 15:00:00","2025/07/26 16:00:00","0","3301","10116","0","0","-10","20062","2023/08/01 16:00:00","0"
"0","1,37","2030/04/19 15:00:00","2025/08/26 16:00:00","0","1443","10118","0","0","10","20063","2023/09/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2025/09/26 16:00:00","0","202","10120","0","0","0","20064","2023/10/01 16:00:00","0"
"0","1,38","2030/04/19 15:00:00","2025/10/26 16:00:00","0","460","10122","0","0","0","20065","2023/11/01 16:00:00","0"
"0","1,39","2030/04/19 15:00:00","2025/11/26 16:00:00","0","2394","10124","0","0","0","20066","2023/12/01 16:00:00","0"
"0","1,40","2030/04/19 15:00:00","2025/12/26 16:00:00","0","1","10136","0","0","0","20067","2023/12/15 16:00:00","0"
"20067","1,40","2030/04/19 15:00:00","2025/12/26 16:00:00","0","2","10137","0","0","0","20068","2023/12/15 16:00:00","0"
"0","1","2030/04/19 15:00:00","2026/01/26 16:00:00","0","203","10126","0","0","0","20069","2024/01/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2026/02/26 16:00:00","0","8460","10128","0","0","0","20070","2024/02/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2026/03/26 16:00:00","0","1281","10130","0","0","0","20071","2024/03/01 16:00:00","0"
"0","1","2030/04/19 15:00:00","2026/04/26 16:00:00","0","1280","10132","0","0","0","20072","2024/04/01 16:00:00","0"
