e3afab6f987c02366cf205f99720c47144c9f95c3910822c23724bcaf879c34a,7505c75a47acb9ba1205d13ba6842e198e7997f2c307ce98644bf24db2aa83a0,a220a0651a02c26101604ab7466afb8217af43be3d14910d913dd2c86cd73d80,00a87918043244ce892c82d042cf3f3e1f5e0dd179b1233e3c7f8f262adefe82,bfd2de476dc7e5932739bd4e66f5560225d079afd3b3d53cb85aa46813e36044,6001c62116b72436178170e2eaea4c99bbc402dc69d5bbb21f0fac02c582c234,c0e264554e24783a4d3f87b986dbc1fee8377b56b9a2924d87c8c1c73288f177,c9693bbfba963e81a04b1f825b48bcd41494ab82a4b12b06041d1cb3cee3bc87,c18b7e95fcde4d0f0910763b89e1529a287ebfbfb10a6d0b05b9602863635ea8,14f46ff0efe801751bc9aee80c3d2d7324fc2c77042f613b173fee1fbcf5de72,ca93963edb021edcfbe13f24360f32ed2417a4489249625aa8f6093aa5ccd63e,c74f62ef3e158f03c16250073179ca61d99db280d5cfa49ac111928ebce2284e,b9f07637fd189d140692c65d04c5390101d7e866ed06128489e0055f72769b87,10ac10bbb6df2a353d366bc871d25810dbf83facdaf0208922c6de609b98fadc,51266d4a73f7976cc8e12761720db9043094ccadf84a1ae8166074ede99d3663,cc536d1c5f49e744aaf63a546c13bca194a09e956b88fe7f469bb52d3ad528d6,87c298317ef8bc69cb2d9c8df107e6077e886e2ab143d261a755d3039bcb4277,74f4d258d463571704a87b8d65c419d7a2ad145b410193472e5587f531643268,4d195f555e94817c44e72d474a74cbea90db86424763cb0514577767d9938ee1,f2e0cb18389c1f08e823daa608a151604fd4935fcc18cae9fc05701f78cf3acc,a42c5aa34655ecf8042a2c5450203e892741a66ae0d9343fdfb950adeb6596e2,b3d45e92b7e679fbabaf8df46eb079c9eae9e6e43ddaf7427d6582e807a532f3,a34155232e4fabf873da285fd4b9cb644170eae6e106a5ae41d351d7ab55506b,e5fe370eeb087d7e483153798c43fa1e0fec0aea20ef963d68f34a2b252e0dce,c45d186415b1b6f67b9944a425a2756a3c417fc69885447723948e27c586cfe7,bcd628c77128a1e47c9d20496d0fa0ad6436d1f6e8c533f8064973f7ec399b9c,c532c83e9c47c9554f1800d739b0cef8666bcf0099ede6a1336b4155a47cb1fe,7ab2b3ae4fb4f723660b2ac05cd15b1749187d34be76df242410638b89efcbba,959895f5ef3cf35b3663a753d440e4da7f5133febe27ea4e92d7feddf0a58aee,3b72db200b93ce30646e19d7deed663f3c046b501015e9e05c246ad1127c730f,6cf4ce3c972dbee87fc5a3bb5d01a18f9e036766bfbba074a16465a3ea0cc1a9,2e887297255c6af5a55141dc36f729c550abd25356114dc77e33edc298dd0af9,93c0a2e1dc3bce35510bbfc9cde3aa61747a040a2ed0a653ea77cb9c97862861,558466806f2d0d3996cc9560f72fc1b1872b3488da569f42f547169a3b3bacbe,2a2512ac0eb5a4f0cbd0b409726ea6e774ef50725e88876787287d665166b8d4,5c57274c8c6002c601a036e6ef4a5ef92a728686d7833487e302c4a65e91bbe3,7d43b0cc530d2f37e79574ec5b7bf9cf946227a95672b461795faa097d7fae42,ccbc8d18a5a672cd5ec6ff046ab4f703455d3fdbd7e3d78d7f4e6336d1953095,b6590f6feba781ffe8ac40923973a5ae86b10a8efab09a23ae1211cfd9aaa47e,515bd2a61b0d84521ec2890a6605bc3c04e0d925e7b50c82beed1418dc118294,589b47b466e6c8f58096388652b0a051348e72d6c44ae8daeac5c1fd9939ddfe,d042110c1e72e7bfc24fda5fd14a5ed40398685dc45262bbcf3f3a8b9e58efa7,7d34a95cce18ff9ac6ec427066299dd725a00ecff630125ddefb9aaec7a79b2e,41af9c5c15ed0c22afba8607bf8c21e647ba018aeb5167599b4f41552635b131
"30","4","1","鼠妖","200000001","1","4","10","0","4","0","4","4","0","4","4","10","49","200600","4","0","0","4","0","0","297","4","4","600060004","5","4","0","0","0","4","4","0","4","0","4","4","4","0","1"
"30","13","1","鼠妖","200000001","1","13","10","0","13","0","13","13","0","13","13","10","203","200600","13","0","0","13","0","0","699","13","13","600060013","11","13","0","0","0","13","13","0","10","0","13","13","13","0","1"
"30","16","1","鼠妖","200000001","1","16","10","0","16","0","16","16","0","16","16","10","260","200600","16","0","0","16","0","0","1026","16","16","600060016","13","16","0","0","0","16","16","0","12","0","16","16","16","0","1"
"30","20","1","鼠妖","200000001","1","20","10","0","20","0","20","20","0","20","20","10","335","200600","20","0","0","20","0","0","1462","20","20","600060020","16","20","0","0","0","20","20","0","15","0","20","20","20","0","1"
"30","1","1","木靈","200000006","1","1","10","0","1","0","1","1","0","1","1","10","0","200700","1","0","0","1","23","0","356","1","1","600070001","3","1","0","0","0","1","1","0","2","0","1","1","1","0","1"
"30","13","1","木靈","200000006","1","13","10","0","13","0","13","13","0","13","13","10","0","200700","13","0","0","13","235","0","1229","13","13","600070013","12","13","0","0","0","13","13","0","14","0","13","13","13","0","1"
"30","22","1","木靈","200000006","1","22","10","0","22","0","22","22","0","22","22","10","0","200700","22","0","0","22","358","0","2081","22","22","600070022","14","22","0","0","0","22","22","0","17","0","22","22","22","0","1"
"30","4","1","噬岩怪","200000006","1","4","10","0","4","0","4","4","0","4","4","10","43","200800","4","0","0","4","0","0","409","4","4","600080004","6","4","0","0","0","4","4","0","4","0","4","4","4","0","1"
"30","16","1","噬岩怪","200000006","1","16","10","0","16","0","16","16","0","16","16","10","163","200800","16","0","0","16","0","0","1003","16","16","600080016","18","16","0","0","0","16","16","0","12","0","16","16","16","0","1"
"30","1","1","樹精","200000001","1","1","10","0","1","0","1","1","0","1","1","10","28","200900","1","0","0","1","0","0","301","1","1","600090001","3","1","0","0","0","1","1","0","2","0","1","1","1","0","1"
"30","13","1","樹精","200000001","1","13","10","0","13","0","13","13","0","13","13","10","170","200900","13","0","0","13","0","0","1182","13","13","600090013","15","13","0","0","0","13","13","0","14","0","13","13","13","0","1"
"30","22","1","樹精","200000001","1","22","10","0","22","0","22","22","0","22","22","10","298","200900","22","0","0","22","0","0","2743","22","22","600090022","22","22","0","0","0","22","22","0","21","0","22","22","22","0","1"
"30","23","1","樹精","200000001","1","23","10","0","23","0","23","23","0","23","23","10","307","200900","23","0","0","23","0","0","2878","23","23","600090023","22","23","0","0","0","23","23","0","21","0","23","23","23","0","1"
"30","3","1","擰扭相思樹","200000001","1","3","10","0","3","0","3","3","0","3","3","10","44","200901","3","0","0","3","0","0","665","3","3","600090103","6","3","0","0","0","3","3","0","5","0","3","3","3","0","1"
"30","14","1","擰扭相思樹","200000001","1","14","10","0","14","0","14","14","0","14","14","10","284","200901","14","0","0","14","0","0","1594","14","14","600090114","14","14","0","0","0","14","14","0","12","0","14","14","14","0","1"
"30","22","1","擰扭相思樹","200000001","1","22","10","0","22","0","22","22","0","22","22","10","455","200901","22","0","0","22","0","0","3199","22","22","600090122","20","22","0","0","0","22","22","0","17","0","22","22","22","0","1"
"30","11","1","怨火之顱","200000010","1","11","10","0","11","0","11","11","0","11","11","10","0","201000","11","0","0","11","165","0","769","11","11","600100011","10","11","0","0","0","11","11","0","12","0","11","11","11","0","1"
"30","19","1","怨火之顱","200000010","1","19","10","0","19","0","19","19","0","19","19","10","0","201000","19","0","0","19","285","0","1944","19","19","600100019","16","19","0","0","0","19","19","0","19","0","19","19","19","0","1"
"30","3","1","狗頭人","200000001","1","3","10","0","3","0","3","3","0","3","3","10","29","201100","3","0","0","3","0","0","463","3","3","600110003","5","3","0","0","0","3","3","0","4","0","3","3","3","0","1"
"30","14","1","狗頭人","200000001","1","14","10","0","14","0","14","14","0","14","14","10","162","201100","14","0","0","14","0","0","1265","14","14","600110014","12","14","0","0","0","14","14","0","11","0","14","14","14","0","1"
"30","22","1","狗頭人","200000001","1","22","10","0","22","0","22","22","0","22","22","10","251","201100","22","0","0","22","0","0","2079","22","22","600110022","16","22","0","0","0","22","22","0","14","0","22","22","22","0","1"
"30","23","1","狗頭人","200000001","1","23","10","0","23","0","23","23","0","23","23","10","266","201100","23","0","0","23","0","0","2091","23","23","600110023","23","23","0","0","0","23","23","0","21","0","23","23","23","0","1"
"30","1","1","魔像","200000001","1","1","10","0","1","0","1","1","0","1","1","10","52","201200","1","0","0","1","0","0","231","1","1","600120001","102","1","0","0","0","1","1","0","3","0","1","1","1","0","1"
"30","12","1","魔像","200000003","1","12","10","0","12","0","12","12","0","12","12","10","192","201200","12","0","0","12","0","0","878","12","12","600120012","273","12","0","0","0","12","12","0","18","0","12","12","12","0","1"
"30","22","1","魔像","200000003","1","22","10","0","22","0","22","22","0","22","22","10","413","201200","22","0","0","22","0","0","2461","22","22","600120022","300","22","0","0","0","22","22","0","33","0","22","22","22","0","1"
"30","1","1","岩花","200000003","1","1","10","0","1","0","1","1","0","1","1","10","31","201300","1","0","0","1","0","0","479","1","1","600130001","5","1","0","0","0","1","1","0","4","0","1","1","1","0","1"
"30","13","1","岩花","200000003","1","13","10","0","13","0","13","13","0","13","13","10","137","201300","13","0","0","13","0","0","1088","13","13","600130013","17","13","0","0","0","13","13","0","13","0","13","13","13","0","1"
"30","10","1","癲狂之花","200000009","1","10","10","0","10","0","10","10","0","10","10","10","83","201301","10","0","0","10","0","0","1033","10","10","600130110","10","10","0","0","0","10","10","0","9","0","10","10","10","0","1"
"30","17","1","癲狂之花","200000009","1","17","10","0","17","0","17","17","0","17","17","10","155","201301","17","0","0","17","0","0","2063","17","17","600130117","16","17","0","0","0","17","17","0","14","0","17","17","17","0","1"
"30","20","1","癲狂之花","200000009","1","20","10","0","20","0","20","20","0","20","20","10","166","201301","20","0","0","20","0","0","2504","20","20","600130120","18","20","0","0","0","20","20","0","15","0","20","20","20","0","1"
"30","10","1","雷雲長老","200000001","1","10","10","0","10","0","10","10","0","10","10","10","0","201400","10","0","0","10","114","0","579","10","10","600140010","14","10","0","0","0","10","10","0","10","0","10","10","10","0","1"
"30","17","1","雷雲長老","200000001","1","17","10","0","17","0","17","17","0","17","17","10","0","201400","17","0","0","17","227","0","965","17","17","600140017","20","17","0","0","0","17","17","0","14","0","17","17","17","0","1"
"30","22","1","雷雲長老","200000001","1","22","10","0","22","0","22","22","0","22","22","10","0","201400","22","0","0","22","414","0","2106","22","22","600140022","27","22","0","0","0","22","22","0","19","0","22","22","22","0","1"
"30","23","1","潛陸水母","200000001","1","23","10","0","23","0","23","23","0","23","23","10","0","201500","23","0","0","23","196","0","2420","23","23","600150023","14","23","0","0","0","23","23","0","17","0","23","23","23","0","1"
"30","3","1","森之寧芙","200000001","1","3","10","0","3","0","3","3","0","3","3","10","0","201600","3","0","0","3","17","0","520","3","3","600160003","6","3","0","0","0","3","3","0","3","0","3","3","3","0","1"
"30","4","1","森之寧芙","200000001","1","4","10","0","4","0","4","4","0","4","4","10","0","201600","4","0","0","4","36","0","579","4","4","600160004","6","4","0","0","0","4","4","0","4","0","4","4","4","0","1"
"30","14","1","森之寧芙","200000001","1","14","10","0","14","0","14","14","0","14","14","10","0","201600","14","0","0","14","198","0","2305","14","14","600160014","10","14","0","0","0","14","14","0","11","0","14","14","14","0","1"
"30","16","1","森之寧芙","200000001","1","16","10","0","16","0","16","16","0","16","16","10","0","201600","16","0","0","16","232","0","2723","16","16","600160016","11","16","0","0","0","16","16","0","13","0","16","16","16","0","1"
"30","4","1","紅蕈菇","200000001","1","4","10","0","4","0","4","4","0","4","4","10","50","202101","4","0","0","4","0","0","473","4","4","600210104","5","4","0","0","0","4","4","0","3","0","4","4","4","0","1"
"30","11","1","紅蕈菇","200000001","1","11","10","0","11","0","11","11","0","11","11","10","183","202101","11","0","0","11","0","0","1101","11","11","600210111","10","11","0","0","0","11","11","0","9","0","11","11","11","0","1"
"30","16","1","紅蕈菇","200000001","1","16","10","0","16","0","16","16","0","16","16","10","262","202101","16","0","0","16","0","0","1670","16","16","600210116","15","16","0","0","0","16","16","0","13","0","16","16","16","0","1"
"30","19","1","紅蕈菇","200000001","1","19","10","0","19","0","19","19","0","19","19","10","295","202101","19","0","0","19","0","0","2023","19","19","600210119","16","19","0","0","0","19","19","0","13","0","19","19","19","0","1"
"30","23","1","翼耳兔","200000001","1","23","10","0","23","0","23","23","0","23","23","10","0","202200","23","0","0","23","409","0","2807","23","23","600220023","21","23","0","0","0","23","23","0","29","0","23","23","23","0","1"
"30","1","1","火焰咒士","200000006","1","1","10","0","1","0","1","1","0","1","1","10","0","202300","1","0","0","1","55","0","210","1","1","600230001","5","1","0","0","0","1","1","0","6","0","1","1","1","0","1"
"30","13","1","火焰咒士","200000006","1","13","10","0","13","0","13","13","0","13","13","10","0","202300","13","0","0","13","171","0","981","13","13","600230013","13","13","0","0","0","13","13","0","16","0","13","13","13","0","1"
"30","18","1","火焰咒士","200000006","1","18","10","0","18","0","18","18","0","18","18","10","0","202300","18","0","0","18","252","0","1681","18","18","600230018","13","18","0","0","0","18","18","0","17","0","18","18","18","0","1"
"30","23","1","洞窟猿猴","200000001","1","23","10","0","23","0","23","23","0","23","23","10","578","202400","23","0","0","23","0","0","3490","23","23","600240023","33","23","0","0","0","23","23","0","18","0","23","23","23","0","1"
"30","10","1","洞窟蝙蝠","200000001","1","10","10","0","10","0","10","10","0","10","10","10","0","202500","10","0","0","10","129","0","965","10","10","600250010","11","10","0","0","0","10","10","0","14","0","10","10","10","0","1"
"30","17","1","洞窟蝙蝠","200000001","1","17","10","0","17","0","17","17","0","17","17","10","0","202500","17","0","0","17","233","0","1658","17","17","600250017","17","17","0","0","0","17","17","0","23","0","17","17","17","0","1"
"30","4","1","寄居蟹騎士","200000001","1","4","10","0","4","0","4","4","0","4","4","10","61","202700","4","0","0","4","0","0","503","4","4","600270004","8","4","0","0","0","4","4","0","5","0","4","4","4","0","1"
"30","16","1","寄居蟹騎士","200000001","1","16","10","0","16","0","16","16","0","16","16","10","323","202700","16","0","0","16","0","0","1736","16","16","600270016","20","16","0","0","0","16","16","0","16","0","16","16","16","0","1"
"30","23","1","寄居蟹騎士","200000001","1","23","10","0","23","0","23","23","0","23","23","10","455","202700","23","0","0","23","0","0","2881","23","23","600270023","26","23","0","0","0","23","23","0","19","0","23","23","23","0","1"
"30","11","1","流浪之鴉","200000006","1","11","10","0","11","0","11","11","0","11","11","10","310","202800","11","0","0","11","0","0","4614","11","11","600280011","9","11","0","0","0","11","11","0","8","0","11","11","11","0","1"
"30","19","1","流浪之鴉","200000006","1","19","10","0","19","0","19","19","0","19","19","10","486","202800","19","0","0","19","0","0","5818","19","19","600280019","15","19","0","0","0","19","19","0","12","0","19","19","19","0","1"
"30","22","1","流浪之鴉","200000006","1","22","10","0","22","0","22","22","0","22","22","10","552","202800","22","0","0","22","0","0","6270","22","22","600280022","19","22","0","0","0","22","22","0","14","0","22","22","22","0","1"
"30","3","1","岩石蜥蜴","200000003","1","3","10","0","3","0","3","3","0","3","3","10","37","202901","3","0","0","3","0","0","615","3","3","600290103","8","3","0","0","0","3","3","0","5","0","3","3","3","0","1"
"30","14","1","岩石蜥蜴","200000003","1","14","10","0","14","0","14","14","0","14","14","10","222","202901","14","0","0","14","0","0","1276","14","14","600290114","18","14","0","0","0","14","14","0","12","0","14","14","14","0","1"
"30","20","1","岩石蜥蜴","200000003","1","20","10","0","20","0","20","20","0","20","20","10","366","202901","20","0","0","20","0","0","2932","20","20","600290120","21","20","0","0","0","20","20","0","13","0","20","20","20","0","1"
"30","10","1","翠綠蜥蜴","200000001","1","10","10","0","10","0","10","10","0","10","10","10","174","202902","10","0","0","10","0","0","1294","10","10","600290210","12","10","0","0","0","10","10","0","11","0","10","10","10","0","1"
"30","17","1","翠綠蜥蜴","200000001","1","17","10","0","17","0","17","17","0","17","17","10","296","202902","17","0","0","17","0","0","2625","17","17","600290217","16","17","0","0","0","17","17","0","16","0","17","17","17","0","1"
"30","3","1","軟泥怪","200000001","1","3","10","0","3","0","3","3","0","3","3","10","0","203000","3","0","0","3","45","0","372","3","3","600300003","6","3","0","0","0","3","3","0","4","0","3","3","3","0","1"
"30","10","1","軟泥怪","200000001","1","10","10","0","10","0","10","10","0","10","10","10","0","203000","10","0","0","10","209","0","626","10","10","600300010","14","10","0","0","0","10","10","0","11","0","10","10","10","0","1"
"30","14","1","軟泥怪","200000001","1","14","10","0","14","0","14","14","0","14","14","10","0","203000","14","0","0","14","240","0","904","14","14","600300014","16","14","0","0","0","14","14","0","13","0","14","14","14","0","1"
"30","17","1","軟泥怪","200000001","1","17","10","0","17","0","17","17","0","17","17","10","0","203000","17","0","0","17","304","0","1348","17","17","600300017","16","17","0","0","0","17","17","0","15","0","17","17","17","0","1"
"30","1","1","閃焰軟泥怪","200000001","1","1","10","0","1","0","1","1","0","1","1","10","0","203001","1","0","0","1","16","0","383","1","1","600300101","4","1","0","0","0","1","1","0","2","0","1","1","1","0","1"
"30","13","1","閃焰軟泥怪","200000005","1","13","10","0","13","0","13","13","0","13","13","10","0","203001","13","0","0","13","141","0","1314","13","13","600300113","20","13","0","0","0","13","13","0","11","0","13","13","13","0","1"
"30","20","1","閃焰軟泥怪","200000005","1","20","10","0","20","0","20","20","0","20","20","10","0","203001","20","0","0","20","215","0","2952","20","20","600300120","22","20","0","0","0","20","20","0","15","0","20","20","20","0","1"
"30","10","1","搗蛋惡魔","200000001","1","10","10","0","10","0","10","10","0","10","10","10","0","203200","10","0","0","10","148","0","1128","10","10","600320010","8","10","0","0","0","10","10","0","11","0","10","10","10","0","1"
"30","17","1","搗蛋惡魔","200000001","1","17","10","0","17","0","17","17","0","17","17","10","0","203200","17","0","0","17","268","0","1938","17","17","600320017","13","17","0","0","0","17","17","0","18","0","17","17","17","0","1"
"30","2","1","哥布林護衛","200000001","1","2","10","0","2","0","2","2","0","2","2","10","17","203300","2","0","0","2","0","0","414","2","2","600330002","150","2","0","0","0","2","2","0","28","0","2","2","2","0","1"
"30","8","1","哥布林護衛","200000001","1","8","10","0","8","0","8","8","0","8","8","10","136","203300","8","0","0","8","0","0","934","8","8","600330008","221","8","0","0","0","8","8","0","8","0","8","8","8","0","1"
"30","14","1","哥布林護衛","200000001","1","14","10","0","14","0","14","14","0","14","14","10","240","203300","14","0","0","14","0","0","1341","14","14","600330014","300","14","0","0","0","14","14","0","14","0","14","14","14","0","1"
"30","15","1","哥布林護衛","200000001","1","15","10","0","15","0","15","15","0","15","15","10","249","203300","15","0","0","15","0","0","1539","15","15","600330015","300","15","0","0","0","15","15","0","14","0","15","15","15","0","1"
"30","3","1","鬼燈螢","200000001","1","3","10","0","3","0","3","3","0","3","3","10","0","203400","3","0","0","3","126","0","844","3","3","600340003","8","3","0","0","0","3","3","0","10","0","3","3","3","0","1"
"30","10","1","鬼燈螢","200000001","1","10","10","0","10","0","10","10","0","10","10","10","0","203400","10","0","0","10","151","0","863","10","10","600340010","10","10","0","0","0","10","10","0","13","0","10","10","10","0","1"
"30","14","1","鬼燈螢","200000001","1","14","10","0","14","0","14","14","0","14","14","10","0","203400","14","0","0","14","165","0","874","14","14","600340014","12","14","0","0","0","14","14","0","14","0","14","14","14","0","1"
"30","17","1","鬼燈螢","200000001","1","17","10","0","17","0","17","17","0","17","17","10","0","203400","17","0","0","17","220","0","1522","17","17","600340017","13","17","0","0","0","17","17","0","15","0","17","17","17","0","1"
"30","4","1","堅果射手","200000006","1","4","10","0","4","0","4","4","0","4","4","10","52","203700","4","0","0","4","0","0","633","4","4","600370004","5","4","0","0","0","4","4","0","4","0","4","4","4","0","1"
"30","16","1","堅果射手","200000006","1","16","10","0","16","0","16","16","0","16","16","10","272","203700","16","0","0","16","0","0","2185","16","16","600370016","13","16","0","0","0","16","16","0","10","0","16","16","16","0","1"
"30","1","1","獸人","200000001","1","1","10","0","1","0","1","1","0","1","1","10","36","203800","1","0","0","1","0","0","370","1","1","600380001","5","1","0","0","0","1","1","0","2","0","1","1","1","0","1"
"30","9","1","獸人","200000001","1","9","10","0","9","0","9","9","0","9","9","10","195","203800","9","0","0","9","0","0","1306","9","9","600380009","14","9","0","0","0","9","9","0","8","0","9","9","9","0","1"
"30","12","1","獸人","200000001","1","12","10","0","12","0","12","12","0","12","12","10","234","203800","12","0","0","12","0","0","1416","12","12","600380012","15","12","0","0","0","12","12","0","9","0","12","12","12","0","1"
"30","16","1","獸人","200000001","1","16","10","0","16","0","16","16","0","16","16","10","331","203800","16","0","0","16","0","0","2463","16","16","600380016","18","16","0","0","0","16","16","0","12","0","16","16","16","0","1"
"30","2","1","高等獸人","200000001","1","2","10","0","2","0","2","2","0","2","2","10","44","203801","2","0","0","2","0","0","539","2","2","600380102","5","2","0","0","0","2","2","0","3","0","2","2","2","0","1"
