19babfaa311a6b1bc38878d70e00418dded01bddc331bc442d5c49f0e16f951f,61bbcd8f08bafe370852f3c2bb0d21d160422c8aa9c61830151a3ee564170131,83aa098369e39a8e554ddec6f17a24b146e7ea8b8a88404fa0de53d8e5c35f5c,35f1ed81741988a8eda92299aec22a4e98f1111114161044eabab2169ae7096c,8cd71933c91cf1a0ab85e4fb8dd7af8840282e35d3f3f5a83ccce3effa21f69b,3b12dece0c44ca17fd482409a11e4cfa394b3d98875283c35e502a8954e4b9ac,fd5fbe201655a77d1fa91e24a73d9fa5ad9549cde64a491ef6c943090910035a,973f0a46d2d38b45ef831ce12e9fa719c8ed849f86b73f9203b892e5b0267ed5,daa0cdff2d246839883b7ea164bb66d29ed8d3d06c2fcc26bcc4085fefa4aaed,1eaa7cc0a501460011eed0f041363ac4c9cd27658123087ab8f4bd79b7a198d9,e1d87b1e7c510e889409ca7fee98fa3d384c6d8b7d5a7bdbe8a97fbdfe08295b,7a93b55ec88b33a45876ab27762ed28e72bfc642c34d73c89da0f31aa78ac74a,5b488efc5227bc7d17b0aa45a5b6a5d41f20ed9c3816a1cea92948c2d124790f
"6","4","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？","7","1","2","vo_minigame_1012_result_1023","0","11300124","3001","1","1","4.19"
"6","4","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！","1","1","3","vo_minigame_1012_result_1024","0","11300125","3001","1","7","3.43"
"6","4","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪","1","1","3","vo_minigame_1012_result_1025","0","11300126","3001","1","1","0"
"6","4","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！","7","1","3","vo_minigame_1012_result_1026","0","11300127","3001","1","8","3.72"
"3","1","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！","2","1","1","vo_minigame_1012_result_1027","1","11300128","3001","1","3","3.5"
"3","1","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？","2","1","1","vo_minigame_1012_result_1028","1","11300129","3001","1","4","3.25"
"3","1","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！","2","1","1","vo_minigame_1012_result_1029","0","11300130","3001","1","3","4.62"
"3","1","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！","1","1","2","vo_minigame_1012_result_1030","0","11300131","3001","1","9","4.5"
"3","1","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？","3","1","2","vo_minigame_1012_result_1031","9","11300132","3001","1","3","0.01"
"3","1","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！","9","1","2","vo_minigame_1012_result_1032","9","11300133","3001","1","9","0.01"
"3","1","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？","3","1","3","vo_minigame_1012_result_1033","6","11300134","3001","1","3","0.01"
"3","1","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！","9","1","3","vo_minigame_1012_result_1034","0","11300135","3001","1","3","2.97"
"3","1","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！","1","1","3","vo_minigame_1012_result_1035","0","11300136","3001","1","3","3.1"
"0","0","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？","2","1","1","vo_minigame_1012_result_1036","1","11300137","3001","1","6","4.31"
"0","0","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？","2","1","1","vo_minigame_1012_result_1037","1","11300138","3001","1","2","0.1"
"0","0","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！","3","1","1","vo_minigame_1012_result_1038","9","11300139","3001","1","9","4.23"
"0","0","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？","2","1","2","vo_minigame_1012_result_1039","0","11300140","3001","1","3","4.38"
"0","0","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！","2","1","2","vo_minigame_1012_result_1040","0","11300141","3001","1","8","3.58"
"0","0","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！","2","1","2","vo_minigame_1012_result_1041","1","11300142","3001","1","4","2.02"
"0","0","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！","1","1","3","vo_minigame_1012_result_1042","9","11300143","3001","1","9","5.53"
"0","0","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！","1","1","3","vo_minigame_1012_result_1043","9","11300144","3001","1","3","4.4"
"0","0","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！","1","1","3","vo_minigame_1012_result_1044","0","11300145","3001","1","3","5.35"
"0","0","OK！","8","1","0","vo_minigame_1012_correct_132","0","12120101","1201","2","8","0"
"0","0","對了！","7","1","0","vo_minigame_1012_correct_133","0","12120102","1201","2","7","0"
"0","0","很好！","7","1","0","vo_minigame_1012_correct_134","0","12120103","1201","2","7","0"
"3000","0","真的假的！？","5","1","0","vo_minigame_1012_correct_135","0","12120201","1202","2","5","0"
"3000","0","哦～！","10","1","0","vo_minigame_1012_correct_136","0","12120202","1202","2","10","0"
"6000","3001","就是這樣！","7","1","0","vo_minigame_1012_correct_137","0","12120203","1202","2","7","0"
"-1","13333","要趕快囉！","1","1","0","vo_minigame_1012_correct_138","0","12120204","1202","2","1","0"
"0","0","太厲害了！","5","1","0","vo_minigame_1012_correct_139","0","12120301","1203","2","5","0"
"0","0","輕鬆！","7","1","0","vo_minigame_1012_correct_141","0","12120401","1204","2","7","0"
"0","0","雪恥吧！","7","1","0","vo_minigame_1012_correct_140","0","12120501","1205","2","7","0"
"-1","3","很好喔！","1","1","0","vo_minigame_1012_correct_142","0","12120601","1206","2","1","0"
"-1","3","還早得很！","2","1","0","vo_minigame_1012_correct_143","0","12120701","1207","2","2","0"
"0","0","噗～！","2","1","0","vo_minigame_1012_incorrect_127","0","12130101","1301","2","2","0"
"0","0","不行～！","2","1","0","vo_minigame_1012_incorrect_128","0","12130102","1301","2","2","0"
"0","0","唉呀呀……！","9","1","0","vo_minigame_1012_incorrect_129","0","12130103","1301","2","9","0"
"3000","0","不要急！","3","1","0","vo_minigame_1012_incorrect_130","0","12130201","1302","2","3","0"
"3000","0","慢慢來！","5","1","0","vo_minigame_1012_incorrect_131","0","12130202","1302","2","5","0"
"6000","3001","深呼吸！","2","1","0","vo_minigame_1012_incorrect_132","0","12130203","1302","2","2","0"
"-1","20000","好慢喔……！","3","1","0","vo_minigame_1012_incorrect_133","0","12130204","1302","2","3","0"
"0","0","好難！","5","1","0","vo_minigame_1012_incorrect_134","0","12130301","1303","2","5","0"
"0","0","你忘了嗎？","6","1","0","vo_minigame_1012_incorrect_135","0","12130401","1304","2","6","0"
"0","0","下一題一定行！","2","1","0","vo_minigame_1012_incorrect_136","0","12130501","1305","2","2","0"
"30000","20000","最後衝刺！","2","1","0","vo_minigame_1012_time_100","3","12170101","1701","2","2","0.01"
"30000","20000","馬上要結束了！","1","1","0","vo_minigame_1012_time_101","3","12170102","1701","2","1","0.01"
"-1","20","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！","1","1","1","vo_minigame_1012_result_1045","10","12300101","3001","2","7","3.74"
"-1","20","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！","9","1","1","vo_minigame_1012_result_1046","0","12300102","3001","2","1","3.85"
"-1","20","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？","5","1","1","vo_minigame_1012_result_1047","8","12300103","3001","2","5","0.01"
"-1","20","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪","7","1","2","vo_minigame_1012_result_1048","4","12300104","3001","2","8","2.86"
"-1","20","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！","3","1","2","vo_minigame_1012_result_1049","9","12300105","3001","2","5","2.02"
"-1","20","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！","1","1","2","vo_minigame_1012_result_1050","0","12300106","3001","2","5","4.46"
"-1","20","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！","4","1","3","vo_minigame_1012_result_1051","7","12300107","3001","2","5","6.85"
"-1","20","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！","9","1","3","vo_minigame_1012_result_1052","0","12300108","3001","2","5","3.79"
"-1","20","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！","4","1","3","vo_minigame_1012_result_1053","7","12300109","3001","2","4","0.01"
"-1","20","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","5","1","1","vo_minigame_1012_result_1054","0","12300110","3001","2","5","0"
"-1","20","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","5","1","2","vo_minigame_1012_result_1054","0","12300112","3001","2","5","0"
"-1","20","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","5","1","3","vo_minigame_1012_result_1054","0","12300114","3001","2","5","0"
"19","15","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！","7","1","1","vo_minigame_1012_result_1056","10","12300116","3001","2","5","3"
"19","15","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪","8","1","1","vo_minigame_1012_result_1057","10","12300117","3001","2","8","0.01"
"19","15","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！","8","1","1","vo_minigame_1012_result_1058","0","12300118","3001","2","5","4.01"
"19","15","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？","7","1","2","vo_minigame_1012_result_1059","10","12300119","3001","2","8","2.83"
"19","15","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！","10","1","2","vo_minigame_1012_result_1060","0","12300120","3001","2","10","0"
"19","15","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！","7","1","2","vo_minigame_1012_result_1061","4","12300121","3001","2","8","3.66"
"19","15","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！","8","1","3","vo_minigame_1012_result_1062","0","12300122","3001","2","5","3.28"
"19","15","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？","1","1","3","vo_minigame_1012_result_1063","0","12300123","3001","2","8","2.7"
"19","15","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！","9","1","3","vo_minigame_1012_result_1064","9","12300124","3001","2","5","3.98"
"14","10","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！","1","1","1","vo_minigame_1012_result_1067","0","12300131","3001","2","7","2.51"
"14","10","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！","7","1","1","vo_minigame_1012_result_1068","0","12300132","3001","2","1","4.16"
"14","10","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！","7","1","1","vo_minigame_1012_result_1069","0","12300133","3001","2","8","2.07"
"14","10","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！","1","1","2","vo_minigame_1012_result_1070","0","12300134","3001","2","8","3.51"
"14","10","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！","1","1","2","vo_minigame_1012_result_1071","0","12300135","3001","2","1","0"
"14","10","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？","7","1","2","vo_minigame_1012_result_1072","0","12300136","3001","2","1","4.3"
"14","10","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪","7","1","3","vo_minigame_1012_result_1073","0","12300137","3001","2","8","4.47"
"14","10","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！","9","1","3","vo_minigame_1012_result_1074","0","12300138","3001","2","8","3.68"
"14","10","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～","1","1","3","vo_minigame_1012_result_1075","0","12300139","3001","2","5","3.34"
"14","10","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","8","1","1","vo_minigame_1012_result_1077","0","12300141","3001","2","1","6.58"
"14","10","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","8","1","2","vo_minigame_1012_result_1077","0","12300143","3001","2","1","6.58"
"14","10","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","8","1","3","vo_minigame_1012_result_1077","0","12300145","3001","2","1","6.58"
"9","5","喔～成績還不錯嘛。\n雖然不差……但我對你\n還抱有更多更多期待～","7","1","1","vo_minigame_1012_result_1078","0","12300146","3001","2","1","4.24"
"9","5","嗯，雖然很努力了……\n但說實話你能答對更多吧～？\n這分數對你來說只是及格！\n要不要以更高分為目標？","1","1","1","vo_minigame_1012_result_1079","0","12300147","3001","2","7","4.74"
"9","5","分數普普通通，\n對你來說這很棘手嗎？\n如果你覺得這樣不行的話，\n就表示還有成長空間呢！","1","1","1","vo_minigame_1012_result_1080","0","12300148","3001","2","1","0"
"9","5","嗯，還不錯的結果吧！\n但你應該能拿到更好的成績的！\n繼續努力吧！","1","1","2","vo_minigame_1012_result_1081","0","12300149","3001","2","8","2.21"
"9","5","嗯～說實話有點尷尬呢！\n算了，畢竟題目很難。\n只要繼續學習，\n分數一定會更提升的！","1","1","2","vo_minigame_1012_result_1082","0","12300150","3001","2","3","2.46"
"9","5","嗯～\n沒拿到10分啊～\n下次要不要以超過10分為目標，\n努力學習看看？","1","1","2","vo_minigame_1012_result_1083","0","12300151","3001","2","3","2.94"
"9","5","好，辛苦了～\n分數還馬馬虎虎吧！\n畢竟題目超難，你很努力了！","1","1","3","vo_minigame_1012_result_1084","0","12300152","3001","2","7","4.19"
"9","5","嗯，題目相當難，\n但你還是作答到最後了。\n要不要以更好的分數為目標？","1","1","3","vo_minigame_1012_result_1085","0","12300153","3001","2","1","0"
"9","5","失誤有點多呢～\n但把錯的地方好好複習，\n下次就會答對了～！","1","1","3","vo_minigame_1012_result_1086","0","12300154","3001","2","3","2.63"
"4","1","唉呀……分數不太好看呢～\n怎麼了，狀況不好嗎？\n下次再更努力一點吧！","1","1","1","vo_minigame_1012_result_1087","0","12300155","3001","2","3","5.53"
"4","1","嗯～\n答對題數讓人不滿意呢～\n再多增加點讀書的時間吧？","3","1","1","vo_minigame_1012_result_1088","9","12300156","3001","2","3","0.01"
"4","1","嗯……若是你的話，\n能拿到更高分吧～？\n再多努力點啊，\n我可是對你很期待的！","1","1","1","vo_minigame_1012_result_1089","3","12300157","3001","2","3","4.15"
"4","1","嗯～對現在的你而言，\n這個題目太難了嗎……\n挑戰較低的難度，\n也許是個好選擇喔～？","9","1","2","vo_minigame_1012_result_1090","9","12300158","3001","2","9","0.01"
"4","1","成績不太好看呢～\n畢竟是很難的題目也沒辦法。\n希望你下次更努力！","1","1","2","vo_minigame_1012_result_1091","0","12300159","3001","2","3","5.37"
"4","1","原來如此……\n不擅長的題型很多嗎？\n再挑戰一次\n試試看吧～","1","1","2","vo_minigame_1012_result_1092","0","12300160","3001","2","3","1.44"
"4","1","嗯嗯～題目太難了嗎？\n比起硬要繼續回答難題，\n降低難易度的話，\n搞不好讀書效率會更好喔～？","3","1","3","vo_minigame_1012_result_1093","0","12300161","3001","2","3","0"
"4","1","……拿到的分數很少呢。\n但這對我來說也很難，\n別那麼垂頭喪氣也沒問題！\n接著繼續加油吧！","9","1","3","vo_minigame_1012_result_1094","3","12300162","3001","2","3","2.91"
"4","1","抱歉，有點太難了嗎？\n再挑戰一次也行，\n降低難度也行，\n只要你有幹勁我就會陪你！","1","1","3","vo_minigame_1012_result_1095","0","12300163","3001","2","5","2.61"
"0","0","喂……\n你沒有幹勁吧～！？\n下次再考這種分數，\n我就要生氣囉！","2","1","1","vo_minigame_1012_result_1096","1","12300164","3001","2","4","3.63"
"0","0","唉……你知道自己\n考了幾分吧……？\n是0分喔，0分！你在小看考試嗎？","2","1","1","vo_minigame_1012_result_1097","1","12300165","3001","2","6","4.16"
"0","0","嗚嗚～頭好痛……\n都是你的錯！\n0分是什麼鬼啦！\n唉，這樣下去就要被當了……","3","1","1","vo_minigame_1012_result_1098","6","12300166","3001","2","3","0.01"
"0","0","喂，你是認真應考的嗎？\n不會是隨便回答的吧？\n……我明白了，\n再挑戰一次吧！","2","1","2","vo_minigame_1012_result_1099","0","12300167","3001","2","6","5.75"
"0","0","你……你啊，考了0分喔，0分……！\n我的教法不好嗎……？\n……我燃起鬥志了！\n我絕對要拉高你的實力！","2","1","2","vo_minigame_1012_result_1100","1","12300168","3001","2","4","5.64"
"0","0","等一下，可能是算錯分了……\n……不，是對的呢。好，0分。\n……呃，0分！？\n開什麼玩笑──！","4","1","2","vo_minigame_1012_result_1101","8","12300169","3001","2","8","5.73"
"0","0","唉呀呀……是0分喔。\n畢竟題目很難啦……\n……不過0分也太扯！\n至少答對一題吧！","3","1","3","vo_minigame_1012_result_1102","1","12300170","3001","2","5","5.32"
"0","0","很遺憾，是0分喔。\n但如果以積極的態度來看，\n你現在就是在底層喔！最底層！\n往後只會一直往上了！","9","1","3","vo_minigame_1012_result_1103","9","12300171","3001","2","3","2.37"
"0","0","……分數很不理想呢，\n稍微休息一下吧？\n讓自己重新振作，改變一下心情，\n再次努力吧！","1","1","3","vo_minigame_1012_result_1104","3","12300172","3001","2","9","4.25"
"0","0","好了，開始學習吧。","7","1","0","vo_minigame_1012_gamestart_100","0","13100101","1001","3","7","0"
"0","0","好，讓大家看看學習的成果吧！","1","1","0","vo_minigame_1012_gamestart_101","0","13100102","1001","3","1","0"
"0","0","那就開始考試吧，來，把課本闔上！","7","1","0","vo_minigame_1012_gamestart_102","0","13100103","1001","3","1","1.82"
"-1","3","你很有幹勁嘛！","8","1","0","vo_minigame_1012_gamestart_103","4","13100201","1002","3","8","0.01"
"-1","3","好，那就再來一次囉！","1","1","0","vo_minigame_1012_gamestart_104","0","13100202","1002","3","1","0"
"1","1","這只是普通的難度喔！","0","1","0","vo_minigame_1012_gamestart_105","0","13100301","1003","3","0","0"
"1","1","首先從基礎開始！","7","1","0","vo_minigame_1012_gamestart_106","0","13100302","1003","3","7","0"
"2","2","要挑戰困難的題目吧！","10","1","0","vo_minigame_1012_gamestart_107","0","13100303","1003","3","10","0"
"2","2","好，你的話一定辦得到的！","8","1","0","vo_minigame_1012_gamestart_108","0","13100304","1003","3","1","0.67"
"3","3","都是些我也覺得很棘手的題目喔……！","5","1","0","vo_minigame_1012_gamestart_109","0","13100305","1003","3","5","0"
"3","3","雖然超難的但是加油吧！","2","1","0","vo_minigame_1012_gamestart_110","0","13100306","1003","3","2","0"
"0","0","俗話說打鐵趁熱\n……對吧♪","7","1","0","vo_minigame_1012_gamestart_111","0","13100401","1004","3","7","0"
"0","0","好，再來一次喔！","1","1","0","vo_minigame_1012_gamestart_112","0","13100402","1004","3","1","0"
"0","0","鈴奈好像也很認真在讀書呢～","9","1","0","vo_minigame_1012_gamestart_113","0","13100501","1005","3","9","0"
"0","0","你要當鈴奈的老師？\n嗯──","3","1","0","vo_minigame_1012_gamestart_114","0","13100502","1005","3","3","0"
"0","0","題目！","1","1","0","vo_minigame_1012_start_100","0","13110101","1101","3","1","0"
"0","0","要上囉！","1","1","0","vo_minigame_1012_start_101","0","13110102","1101","3","1","0"
"0","0","答得出來嗎？","7","1","0","vo_minigame_1012_start_102","0","13110103","1101","3","7","0"
