fc9953322ac697e231cac7c8d3d8344bd78764891581307d4a0fc82752854e3e,5b7472b6d67d7abddecbd4198c63ea2dc212528f76a81a4a74d377557b76299a,fefce575f2dc3951b55c6f64c0a44cd785136de5218d3d2d852408f105dcf5a0,3478e5c9464eaed2945ff82b7fcb3677b3678bd1ca9311e48e111603b6577589,c261b897ffb119b200b462a1b8c9d2200d7b75ba744d0b231079833fdcdad4a6,e2a9229143d96c8c56ee724326bcef59e3640dd35135b5bcad2ad4db77bc7084,f3594e8e7ea2b5fcafb7b41ca644b60ca71c1c325ed3416500559ff9a4b76da4,9642b0cd194aa28bc6bf0ff152d9d203371218228cc4d28e69a50c967dd60f03,d59ad9d078cf609147fbeab5eeddc7add911ee70c94aa81edad55d422a5ea171,40e7c2f101af3327311bdc4d6db9a7c67fb49749d2a952657d37a37b3772040b,7de597fd9b18f3493e7312ba3b9650b04b108a5e5b9facfb5a6b7c4958f31059
"1","0","1012","travel_exdrama_r_101_walk","0.2","travel_exdrama_r_101_joy","0.2","1000001","","3","1010120006"
"1","0","1012","travel_exdrama_r_101_walk","0.2","travel_exdrama_r_101_joy","0.2","1000002","","3","1010120007"
"1","0","1012","travel_exdrama_r_101_walk","0.2","travel_exdrama_r_101_joy","0.2","1","","3","1010120008"
"1","0","1012","travel_exdrama_r_101_walk","0.2","travel_exdrama_r_101_joy","0.2","2","","3","1010120009"
"","0","1012","","","0","","10101","","32","1010120010"
"","0","1012","","","1","","10102","","32","1010120011"
"","","1012","","","0","","1.66","","93","1010120012"
"","0","1012","","","1","","10101","","32","1010120013"
"","0","1012","","","0","","10102","","32","1010120014"
"0","-200","1012","0.2","","-470","","1000001","","2","1010120015"
"0","-150","1012","0.2","","-320","","1000002","","2","1010120016"
"0","-200","1012","0.2","","-470","","1","","2","1010120017"
"0","-150","1012","0.2","","-320","","2","","2","1010120018"
"","0","1013","","","se_travel_finish_cave_event","","se_travel","","23","1010130001"
"1","0","1013","travel_exdrama_r_101_walk","0","travel_exdrama_r_101_panic_A","0.2","1000001","","3","1010130002"
"1","0","1013","travel_exdrama_r_101_walk","0","travel_exdrama_r_101_panic_B","0.2","1000002","","3","1010130003"
"1","0","1013","travel_exdrama_r_101_walk","0","travel_exdrama_r_101_panic_A","0.2","1","","3","1010130004"
"1","0","1013","travel_exdrama_r_101_walk","0","travel_exdrama_r_101_panic_B","0.2","2","","3","1010130005"
"","","1013","","","1","","10002","","32","1010130006"
"","","1013","","","1","","10103","","32","1010130007"
"","","1013","","","0","","3","","93","1010130008"
"","","1013","","","0","","10002","","32","1010130009"
"","","1013","","","0","","10103","","32","1010130010"
"0","-200","1014","0.1","0","-500","0","1000001","","2","1010140001"
"0","-150","1014","0.1","0","-350","0","1000002","","2","1010140002"
"0","-200","1014","0.1","0","-500","0","1","","2","1010140003"
"0","-150","1014","0.1","0","-350","0","2","","2","1010140004"
"0","0","1014","","0","travel_exdrama_r_finish_B_hand","0","1000001","","3","1010140005"
"0","0","1014","","0","travel_exdrama_r_finish_B_hand","0","1000002","","3","1010140006"
"0","0","1014","","0","travel_exdrama_r_101_finish","0","1","","3","1010140007"
"0","0","1014","","0","travel_exdrama_r_101_finish","0","2","","3","1010140008"
"","0","1014","","","0","","10101","","32","1010140009"
"","0","1014","","","1","","10104","","32","1010140010"
"1","-350","1021","5","","10200","1","10200","","31","1010210001"
"1","-350","1021","5","","10201","0","10201","","31","1010210002"
"1","-350","1021","5","","10202","0","10202","","31","1010210003"
"1","-490","1021","86","","10203","0","10203","","31","1010210004"
"1","-200","1021","105","","10204","0","10204","","31","1010210005"
"1","-525","1021","50","","10001","0","10001","","31","1010210006"
"-180","1","1021","-490","0","1000001","1.46","1","travel_exdrama_r_102_book","1","1010210007"
"-180","2","1021","-200","0","1000002","1.46","1","travel_exdrama_r_102_loupe","1","1010210008"
"-180","11","1021","-490","0","1","1.46","1","travel_exdrama_r_102_book","5","1010210009"
"-180","12","1021","-200","0","2","1.46","1","travel_exdrama_r_102_loupe","5","1010210010"
"-136","13","1021","-339","0","5","2","5","reliclight_none","5","1010210011"
"","0","1022","","","se_travel_finish_ruins_rare","","se_travel","","23","1010220001"
"1","0","1022","travel_exdrama_r_102_book","0.2","travel_exdrama_r_102_bookFind_A","0.2","1000001","","3","1010220002"
"1","0","1022","travel_exdrama_r_102_loupe","0.2","travel_exdrama_r_102_loupeFind_A","0.2","1000002","","3","1010220003"
"1","0","1022","travel_exdrama_r_102_book","0.2","travel_exdrama_r_102_bookFind_A","0.2","1","","3","1010220004"
"1","0","1022","travel_exdrama_r_102_loupe","0.2","travel_exdrama_r_102_loupeFind_A","0.2","2","","3","1010220005"
"","","1022","","","1","","10202","","32","1010220006"
"","","1022","","","1","","10203","","32","1010220007"
"","","1022","","","1","","10204","","32","1010220008"
"","","1022","","","0","","1.66","","93","1010220009"
"","","1022","","","0","","10202","","32","1010220010"
"","","1022","","","0","","10203","","32","1010220011"
"","","1022","","","0","","10204","","32","1010220012"
"","0","1023","","","se_travel_finish_ruins_event","","se_travel","","23","1010230001"
"1","0","1023","travel_exdrama_r_102_book","0","travel_exdrama_r_102_bookFind_B","0.2","1000001","","3","1010230002"
"1","0","1023","travel_exdrama_r_102_loupe","0","travel_exdrama_r_102_loupeFind_B","0.2","1000002","","3","1010230003"
"1","0","1023","travel_exdrama_r_102_book","0","travel_exdrama_r_102_bookFind_B","0.2","1","","3","1010230004"
"1","0","1023","travel_exdrama_r_102_loupe","0","travel_exdrama_r_102_loupeFind_B","0.2","2","","3","1010230005"
"","0","1023","","","reliclight_on","","5","","3","1010230006"
"","","1023","","","1","","10201","","32","1010230007"
"","","1023","","","1","","10001","","32","1010230008"
"","","1023","","","0","","3","","93","1010230009"
"","","1023","","","0","","10201","","32","1010230010"
"","","1023","","","0","","10001","","32","1010230011"
"","0","1023","","","reliclight_none","","5","","3","1010230012"
"0","0","1024","","0","1","0","1000002","","4","1010240001"
"0","0","1024","","0","1","0","2","","4","1010240002"
"0","0","1024","","0","travel_exdrama_r_finish_A","0","1000001","","3","1010240003"
"0","0","1024","","0","travel_exdrama_r_finish_A_front","0","1000002","","3","1010240004"
"0","0","1024","","0","travel_exdrama_r_102_book_finish","0","1","","3","1010240005"
"0","0","1024","","0","travel_exdrama_r_102_loupe_finish","0","2","","3","1010240006"
"","0","1024","","","reliclight_none","","5","","3","1010240007"
"1","-350","1031","5","","10300","1","10300","","31","1010310001"
"1","-350","1031","5","","10301","0","10301","","31","1010310002"
"1","-350","1031","5","","10302","0","10302","","31","1010310003"
"1","-525","1031","50","","10002","0","10002","","31","1010310004"
"-200","5","1031","-510","0","1000001","1.46","1","travel_exdrama_r_103_dig_A","1","1010310005"
"-175","3","1031","-400","0","1000002","1.46","1","travel_exdrama_r_103_dig_B","1","1010310006"
"-140","1","1031","-190","0","1000003","1.46","1","travel_exdrama_r_103_map","1","1010310007"
"-200","6","1031","-510","0","1","1.46","1","travel_exdrama_r_103_dig_A","5","1010310008"
"-175","4","1031","-400","0","2","1.46","1","travel_exdrama_r_103_dig_B","5","1010310009"
"-140","2","1031","-190","0","3","1.46","1","travel_exdrama_r_103_map","5","1010310010"
"","0","1032","","","se_travel_finish_dig_rare","","se_travel","","23","1010320001"
"1","0","1032","travel_exdrama_r_103_dig_A","0.2","travel_exdrama_r_103_surprise_A","0.2","1000001","","3","1010320002"
"1","0","1032","travel_exdrama_r_103_dig_B","0.2","travel_exdrama_r_103_surprise_A","0.2","1000002","","3","1010320003"
"1","0","1032","travel_exdrama_r_103_map","0.2","travel_exdrama_r_103_mapSurprise_A","0.2","1000003","","3","1010320004"
"1","0","1032","travel_exdrama_r_103_dig_A","0.2","travel_exdrama_r_103_surprise_A","0.2","1","","3","1010320005"
"1","0","1032","travel_exdrama_r_103_dig_B","0.2","travel_exdrama_r_103_surprise_A","0.2","2","","3","1010320006"
"1","0","1032","travel_exdrama_r_103_map","0.2","travel_exdrama_r_103_mapSurprise_A","0.2","3","","3","1010320007"
"","","1032","","","1","","10302","","32","1010320008"
"","","1032","","","0","","1.25","","93","1010320009"
"","","1032","","","0","","10302","","32","1010320010"
"","0","1033","","","se_travel_finish_dig_event","","se_travel","","23","1010330001"
"1","0","1033","travel_exdrama_r_103_dig_A","0","travel_exdrama_r_103_surprise_B","0.2","1000001","","3","1010330002"
"1","0","1033","travel_exdrama_r_103_dig_B","0","travel_exdrama_r_103_surprise_B","0.2","1000002","","3","1010330003"
"1","0","1033","travel_exdrama_r_103_map","0","travel_exdrama_r_103_mapSurprise_B","0.2","1000003","","3","1010330004"
"1","0","1033","travel_exdrama_r_103_dig_A","0","travel_exdrama_r_103_surprise_B","0.2","1","","3","1010330005"
"1","0","1033","travel_exdrama_r_103_dig_B","0","travel_exdrama_r_103_surprise_B","0.2","2","","3","1010330006"
"1","0","1033","travel_exdrama_r_103_map","0","travel_exdrama_r_103_mapSurprise_B","0.2","3","","3","1010330007"
"","","1033","","","1","","10301","","32","1010330008"
"","","1033","","","1","","10002","","32","1010330009"
"","","1033","","","0","","3","","93","1010330010"
"","","1033","","","0","","10301","","32","1010330011"
"","","1033","","","0","","10002","","32","1010330012"
"","","1034","","","1","","1000003","","4","1010340001"
"","","1034","","","1","","3","","4","1010340002"
"0","0","1034","","0","travel_exdrama_r_finish_B","0","1000001","","3","1010340003"
"0","0","1034","","0","travel_exdrama_r_finish_B","0","1000002","","3","1010340004"
"0","0","1034","","0","travel_exdrama_r_finish_A_front","0","1000003","","3","1010340005"
"0","0","1034","","0","travel_exdrama_r_103_shovel","0","1","","3","1010340006"
"0","0","1034","","0","travel_exdrama_r_103_shovel","0","2","","3","1010340007"
"0","0","1034","","0","travel_exdrama_r_103_map_finish","0","3","","3","1010340008"
"1","-350","1041","5","","10400","1","10400","","31","1010410001"
"1","-350","1041","5","","10401","1","10401","","31","1010410002"
"1","-350","1041","5","","10402","0","10402","","31","1010410003"
"1","-350","1041","5","","10403","0","10403","","31","1010410004"
"1","-525","1041","50","","10001","0","10001","","31","1010410005"
"-150","12","1041","-450","0","1000001","1.46","1","travel_exdrama_r_104_fishingIdle","1","1010410006"
"-125","10","1041","-200","0","1000002","1.46","1","travel_exdrama_r_104_idle_B","1","1010410007"
"-150","11","1041","-450","0","1","1.46","2","travel_exdrama_r_104_fishingIdle","5","1010410008"
"-150","20","1041","-350","0","10","1","4","none","5","1010410009"
"","0","1042","","","se_travel_finish_bridge_rare","","se_travel","","23","1010420001"
"1","0","1042","travel_exdrama_r_104_fishingIdle","0.2","travel_exdrama_r_104_fishingCatch","0.2","1000001","","3","1010420002"
"1","0","1042","travel_exdrama_r_104_idle_B","0.2","travel_exdrama_r_104_glad_B","0.2","1000002","","3","1010420003"
"1","0","1042","travel_exdrama_r_104_fishingIdle","0.2","travel_exdrama_r_104_fishingCatch","0.2","1","","3","1010420004"
"1","0","1042","none","0","fish","0","10","","3","1010420005"
"","","1042","","","1","","10402","","32","1010420006"
"","","1042","","","0","","1.25","","93","1010420007"
"","","1042","","","0","","10402","","32","1010420008"
"","0","1043","","","se_travel_finish_bridge_event","","se_travel","","23","1010430001"
"1","0","1043","travel_exdrama_r_104_fishingIdle","0","travel_exdrama_r_104_fishingBig","0","1000001","","3","1010430002"
"1","0","1043","travel_exdrama_r_104_idle_B","0","travel_exdrama_r_104_surprise_B","0","1000002","","3","1010430003"
"1","0","1043","travel_exdrama_r_104_fishingIdle","0","travel_exdrama_r_104_fishingBig","0","1","","3","1010430004"
"","","1043","","","1","","10403","","32","1010430005"
"","","1043","","","1","","10001","","32","1010430006"
"","","1043","","","0","","3","","93","1010430007"
"","","1043","","","0","","10403","","32","1010430008"
"","","1043","","","0","","10001","","32","1010430009"
"","","1044","","","1","","1000002","","4","1010440001"
"0","0","1044","","0","travel_exdrama_r_104_fishing_finish","0","1000001","","3","1010440002"
"0","0","1044","","0","travel_exdrama_r_finish_A_front","0","1000002","","3","1010440003"
"0","0","1044","","0","travel_exdrama_r_104_fishing_finish","0.2","1","","3","1010440004"
"1","-350","1051","5","","10500","1","10500","","31","1010510001"
"1","-350","1051","-200","","10501","0","10501","","31","1010510002"
"1","-525","1051","50","","10001","0","10001","","31","1010510003"
"-200","1","1051","-470","0","1000001","1.46","1","travel_exdrama_r_105_netSearch","1","1010510004"
"-220","2","1051","-200","0","1000002","1.46","1","travel_exdrama_r_105_binoculars","1","1010510005"
"-200","5","1051","-470","0","1","1.46","1","travel_exdrama_r_105_netSearch","5","1010510006"
"-220","3","1051","-200","0","2","1.46","1","travel_exdrama_r_105_binoculars","5","1010510007"
"-230","4","1051","-350","0","10","1.46","3","idle","5","1010510008"
"1","0","1052","travel_exdrama_r_105_netSearch","0.1","travel_exdrama_r_105_netFind_A","0.2","1000001","","3","1010520001"
"1","0","1052","travel_exdrama_r_105_binoculars","0.2","travel_exdrama_r_105_binocularsFind_A","0.2","1000002","","3","1010520002"
"1","0","1052","travel_exdrama_r_105_netSearch","0.1","travel_exdrama_r_105_netFind_A","0.2","1","","3","1010520003"
"1","0","1052","travel_exdrama_r_105_binoculars","0.2","travel_exdrama_r_105_binocularsFind_A","0.2","2","","3","1010520004"
"1","0","1052","idle","0.2","beetle","0.2","10","","3","1010520005"
"","","1052","","","1","","10501","","32","1010520006"
"","","1052","","","0","","1.2","","93","1010520007"
"","","1052","","","0","","10501","","32","1010520008"
"","0","1053","","","se_travel_finish_insects_event","","se_travel","","23","1010530001"
"1","0","1053","travel_exdrama_r_105_netSearch","0","travel_exdrama_r_105_netFind_B","0.2","1000001","","3","1010530002"
"1","0","1053","travel_exdrama_r_105_binoculars","0","travel_exdrama_r_105_binocularsFind_B","0.2","1000002","","3","1010530003"
"1","0","1053","travel_exdrama_r_105_netSearch","0","travel_exdrama_r_105_netFind_B","0.2","1","","3","1010530004"
"1","0","1053","travel_exdrama_r_105_binoculars","0","travel_exdrama_r_105_binocularsFind_B","0.2","2","","3","1010530005"
"1","0","1053","idle","0","butterfly","0.2","10","","3","1010530006"
"","","1053","","","1","","10501","","32","1010530007"
"","","1053","","","1","","10001","","32","1010530008"
"","","1053","","","0","","2.6","","93","1010530009"
"","","1053","","","0","","10501","","32","1010530010"
"","","1053","","","1","","10501","","32","1010530011"
"","","1053","","","0","","0.4","","93","1010530012"
"","","1053","","","0","","10501","","32","1010530013"
"","","1053","","","0","","10001","","32","1010530014"
"","","1054","","","1","","1000002","","4","1010540001"
"","","1054","","","1","","2","","4","1010540002"
"0","0","1054","","0","travel_exdrama_r_finish_B_hand","0","1000001","","3","1010540003"
"0","0","1054","","0","travel_exdrama_r_finish_B","0","1000002","","3","1010540004"
"0","0","1054","","0","travel_exdrama_r_105_net_finish","0","1","","3","1010540005"
"0","0","1054","","0","travel_exdrama_r_105_binoculars_finish","0","2","","3","1010540006"
"0","0","1054","","0","stop","0","10","","3","1010540007"
"1","-350","1061","5","","10600","1","10600","","31","1010610001"
"1","-350","1061","5","","10601","0","10601","","31","1010610002"
"1","-350","1061","5","","10602","0","10602","","31","1010610003"
"1","-350","1061","5","","10603","0","10603","","31","1010610004"
"1","-350","1061","5","","10604","1","10604","","31","1010610005"
"1","-350","1061","5","","10605","1","10605","","31","1010610006"
"1","-525","1061","50","","10001","0","10001","","31","1010610007"
"-224","18","1061","-497","0","1000001","1.46","1","travel_exdrama_r_106_idle_A","1","1010610008"
"-116","2","1061","-208","0","1000002","1.46","1","travel_exdrama_r_106_idle_B","1","1010610009"
"-224","30","1061","-497","0","1","1.46","1","travel_exdrama_r_106_idle_A","5","1010610010"
"-116","3","1061","-208","0","2","1.46","1","travel_exdrama_r_000_none","5","1010610011"
"","0","1062","","","se_travel_finish_beach_rare","","se_travel","","23","1010620001"
"1","0","1062","travel_exdrama_r_106_idle_A","0.2","travel_exdrama_r_106_rare_A","0","1000001","","3","1010620002"
"1","0","1062","travel_exdrama_r_106_idle_B","0.2","travel_exdrama_r_106_rare_B","0","1000002","","3","1010620003"
"1","0","1062","travel_exdrama_r_106_idle_A","0.2","travel_exdrama_r_106_rare_A","0","1","","3","1010620004"
"0","0","1062","travel_exdrama_r_000_none","0.2","travel_exdrama_r_106_rare_B","0","2","","3","1010620005"
"","","1062","","","1","","10603","","32","1010620006"
"","","1062","","","0","","1.2","","93","1010620007"
"","","1062","","","0","","10603","","32","1010620008"
"","0","1063","","","se_travel_finish_beach_event","","se_travel","","23","1010630001"
"1","0","1063","travel_exdrama_r_106_idle_A","0","travel_exdrama_r_106_memory_A","0","1000001","","3","1010630002"
"1","0","1063","travel_exdrama_r_106_idle_B","0","travel_exdrama_r_106_memory_B","0","1000002","","3","1010630003"
"1","0","1063","travel_exdrama_r_106_idle_A","0","travel_exdrama_r_106_memory_A","0","1","","3","1010630004"
"","","1063","","","1","","10601","","32","1010630005"
"","","1063","","","1","","10602","","32","1010630006"
"","","1063","","","1","","10001","","32","1010630007"
"","","1063","","","0","","3","","93","1010630008"
"","","1063","","","0","","10601","","32","1010630009"
"","","1063","","","0","","10602","","32","1010630010"
"","","1063","","","0","","10001","","32","1010630011"
"","","1064","","","1","","1000002","","4","1010640001"
"","","1064","","","1","","1000001","","4","1010640002"
"","","1064","","","1","","2","","4","1010640003"
"","0","1064","","0","travel_exdrama_r_106_finish_A","0","1000001","","3","1010640004"
"","0","1064","","0","travel_exdrama_r_106_finish_B","0","1000002","","3","1010640005"
"","0","1064","","0","travel_exdrama_r_106_rare_A","0","1","","3","1010640006"
"","0","1064","","0","travel_exdrama_r_000_none","0","2","","3","1010640007"
"1","-350","1071","5","","10700","1","10700","","31","1010710001"
"1","-350","1071","5","","10701","1","10701","","31","1010710002"
"1","-350","1071","5","","10702","0","10702","","31","1010710003"
"1","-350","1071","5","","10703","0","10703","","31","1010710004"
"1","-525","1071","50","","10001","0","10001","","31","1010710005"
"-170","32","1071","-470","0","1000001","1.46","1","travel_exdrama_r_107_dig_A","1","1010710006"
"-170","30","1071","-215","1","1000002","1.46","1","travel_exdrama_r_107_dig_B","1","1010710007"
"-170","33","1071","-470","0","1","1.46","1","travel_exdrama_r_107_dig_A","5","1010710008"
"-170","31","1071","-215","1","10","1.46","1","travel_exdrama_r_107_dig_B","5","1010710009"
"","0","1072","","","se_travel_finish_raredrop","","se_travel","","23","1010720001"
"1","0","1072","travel_exdrama_r_107_dig_A","0.2","travel_exdrama_r_107_joy","0.2","1000001","","3","1010720002"
"1","0","1072","travel_exdrama_r_107_dig_B","0.2","travel_exdrama_r_107_joy","0.2","1000002","","3","1010720003"
"1","0","1072","travel_exdrama_r_107_dig_A","0.2","travel_exdrama_r_107_joy","0.2","1","","3","1010720004"
"1","0","1072","travel_exdrama_r_107_dig_B","0.2","travel_exdrama_r_107_joy","0.2","10","","3","1010720005"
"","","1072","","","0","","10701","","32","1010720006"
"","","1072","","","1","","10702","","32","1010720007"
"","","1072","","","0","","1.4","","93","1010720008"
"","","1072","","","1","","10701","","32","1010720009"
"","","1072","","","0","","10702","","32","1010720010"
"","0","1073","","","se_travel_finish_memory_event","","se_travel","","23","1010730001"
"1","0","1073","travel_exdrama_r_107_dig_A","0","travel_exdrama_r_107_surprise_A","0.2","1000001","","3","1010730002"
"1","0","1073","travel_exdrama_r_107_dig_B","0","travel_exdrama_r_107_surprise_B","0.2","1000002","","3","1010730003"
"1","0","1073","travel_exdrama_r_107_dig_A","0","travel_exdrama_r_107_surprise_A","0.2","1","","3","1010730004"
"1","0","1073","travel_exdrama_r_107_dig_B","0","travel_exdrama_r_107_surprise_B","0.2","10","","3","1010730005"
"","","1073","","","1","","10703","","32","1010730006"
"","","1073","","","1","","10001","","32","1010730007"
"","","1073","","","0","","10701","","32","1010730008"
"","","1073","","","0","","3","","93","1010730009"
"","","1073","","","0","","10703","","32","1010730010"
"","","1073","","","0","","10001","","32","1010730011"
"","","1073","","","1","","10701","","32","1010730012"
"","","1074","","","1","","1000002","","4","1010740001"
"","","1074","","","1","","10","","4","1010740002"
"0","0","1074","","0","travel_exdrama_r_finish_B_hand","0","1000001","","3","1010740003"
"0","0","1074","","0","travel_exdrama_r_finish_B_hand","0","1000002","","3","1010740004"
"0","0","1074","","0","travel_exdrama_r_107_finish_A","0","1","","3","1010740005"
"0","0","1074","","0","travel_exdrama_r_107_finish_A","0","10","","3","1010740006"
"","","1074","","","0","","10701","","32","1010740007"
"1","-350","1081","5","","10800","1","10800","","31","1010810001"
"1","-350","1081","5","","10401","1","10401","","31","1010810002"
"1","-350","1081","5","","10402","0","10402","","31","1010810003"
"1","-350","1081","5","","10403","0","10403","","31","1010810004"
"1","-525","1081","50","","10001","0","10001","","31","1010810005"
"-150","12","1081","-450","0","1000001","1.46","1","travel_exdrama_r_104_fishingIdle","1","1010810006"
"-125","10","1081","-200","0","1000002","1.46","1","travel_exdrama_r_104_idle_B","1","1010810007"
"-150","11","1081","-450","0","1","1.46","2","travel_exdrama_r_104_fishingIdle","5","1010810008"
"-150","20","1081","-350","0","10","1","4","none","5","1010810009"
"","0","1082","","","se_travel_finish_bridge_rare","","se_travel","","23","1010820001"
"1","0","1082","travel_exdrama_r_104_fishingIdle","0.2","travel_exdrama_r_104_fishingCatch","0.2","1000001","","3","1010820002"
"1","0","1082","travel_exdrama_r_104_idle_B","0.2","travel_exdrama_r_104_glad_B","0.2","1000002","","3","1010820003"
"1","0","1082","travel_exdrama_r_104_fishingIdle","0.2","travel_exdrama_r_104_fishingCatch","0.2","1","","3","1010820004"
"1","0","1082","none","0","fish","0","10","","3","1010820005"
"","","1082","","","1","","10402","","32","1010820006"
"","","1082","","","0","","1.25","","93","1010820007"
"","","1082","","","0","","10402","","32","1010820008"
"","0","1083","","","se_travel_finish_bridge_event","","se_travel","","23","1010830001"
"1","0","1083","travel_exdrama_r_104_fishingIdle","0","travel_exdrama_r_104_fishingBig","0","1000001","","3","1010830002"
"1","0","1083","travel_exdrama_r_104_idle_B","0","travel_exdrama_r_104_surprise_B","0","1000002","","3","1010830003"
