574a975b69bfb406ebff2890b945723d6abac160d5e1654ef8955399f4ed754e,60e105c9c54278ebf1a96ac63cb8b3d1b8ffcd427f2d256323a2da4b022d8620,c177b3e559edcf614d10f1db76dcc61ec420bf991a9254a5f71a42cb781da1f7,63872dd7d39db74f88003d70885f9d0c9438622ee3ce901a0894b32d85900e5a,4921850687ee6f96ddb0804d0f19ff6decc2dec393f92b3f65a40aa9ce301688,47e5096ab12d7f623ba85f06fd786a934b69300c5b32e0c77b9a0b808d82e598,c8ba55352d19031ecf93b864fd9890cc4fd758877ade76521e25b61d62e3f519,aae57b230483b70c849e67c3ff1c1f1f67ea145cce84b529fea41116f15e1e27,3e61a1544a57ddb4686c454fa7aa992800db49da41a7a7793785409c2778328d,965dda3c55632715615f4d8b4568071cbfef09e006cfb8951bcd42ebdf8ac635,1ad748ddc08d82aefaadcd3e72d007f8ee43f9ea524be2b58badd36fe2a17aa1,0578c02e3e2e3db3bd4fc7290820b419914c9df8abf0f507198a59bdc904a4e4
"10","1","10140","0","踢水","0","0","10140177","151","122611","2","0"
"10","1","10140","0","踢水","0","0","10140179","151","122811","1","0"
"10","1","10140","0","踢水","0","0","10140180","151","122911","1","0"
"5","1","10140","0","踢水","0","0","10140182","151","126711","1","0"
"10","1","10140","0","踢水","0","0","10140183","151","126811","2","0"
"5","1","10140","0","踢水","0","0","10140185","151","127011","1","0"
"10","1","10140","0","踢水","0","0","10140188","151","129411","2","0"
"10","1","10140","0","踢水","0","0","10140189","151","129511","2","0"
"10","1","10140","0","蛙泳","0","0","10140201","201","107511","2","0"
"10","1","10140","0","蛙泳","0","0","10140202","201","107611","2","0"
"10","1","10140","0","蛙泳","0","0","10140203","201","107711","1","0"
"20","1","10140","0","蛙泳","0","0","10140206","201","108011","2","0"
"10","1","10140","0","蛙泳","0","0","10140207","201","110011","2","0"
"3","1","10140","0","蛙泳","0","0","10140209","201","110311","1","0"
"10","1","10140","0","蛙泳","0","0","10140210","201","110411","2","0"
"10","1","10140","0","蛙泳","0","0","10140211","201","110511","2","0"
"5","1","10140","0","蛙泳","0","0","10140213","201","113111","1","0"
"5","1","10140","0","蛙泳","0","0","10140214","201","113211","1","0"
"10","1","10140","0","蛙泳","0","0","10140216","201","113411","2","0"
"10","1","10140","0","蛙泳","0","0","10140217","201","113511","2","0"
"10","1","10140","0","蛙泳","0","0","10140218","201","113611","2","0"
"5","1","10140","0","蛙泳","0","0","10140219","201","115711","1","0"
"10","1","10140","0","蛙泳","0","0","10140220","201","117011","2","0"
"10","1","10140","0","蛙泳","0","0","10140221","201","117111","2","0"
"10","1","10140","0","蛙泳","0","0","10140222","201","117211","2","0"
"10","1","10140","0","蛙泳","0","0","10140223","201","117311","2","0"
"10","1","10140","0","蛙泳","0","0","10140224","201","117411","2","0"
"10","1","10140","0","蛙泳","0","0","10140225","201","122411","2","0"
"5","1","10140","0","蛙泳","0","0","10140226","201","122511","1","0"
"10","1","10140","0","蛙泳","0","0","10140227","201","122611","2","0"
"5","1","10140","0","蛙泳","0","0","10140232","201","126711","1","0"
"10","1","10140","0","蛙泳","0","0","10140233","201","126811","2","0"
"5","1","10140","0","蛙泳","0","0","10140235","201","127011","1","0"
"10","1","10140","0","蛙泳","0","0","10140238","201","129411","2","0"
"10","1","10140","0","蛙泳","0","0","10140239","201","129511","2","0"
"10","1","10140","0","潛水","0","0","10140251","251","107511","2","0"
"10","1","10140","0","潛水","0","0","10140252","251","107611","2","0"
"20","1","10140","0","潛水","0","0","10140256","251","108011","2","0"
"10","1","10140","0","潛水","0","0","10140257","251","110011","2","0"
"3","1","10140","0","潛水","0","0","10140259","251","110311","1","0"
"10","1","10140","0","潛水","0","0","10140260","251","110411","2","0"
"10","1","10140","0","潛水","0","0","10140261","251","110511","2","0"
"5","1","10140","0","潛水","0","0","10140263","251","113111","1","0"
"5","1","10140","0","潛水","0","0","10140264","251","113211","1","0"
"10","1","10140","0","潛水","0","0","10140266","251","113411","2","0"
"10","1","10140","0","潛水","0","0","10140268","251","113611","2","0"
"5","1","10140","0","潛水","0","0","10140269","251","115711","1","0"
"10","1","10140","0","潛水","0","0","10140270","251","117011","2","0"
"10","1","10140","0","潛水","0","0","10140272","251","117211","2","0"
"10","1","10140","0","潛水","0","0","10140273","251","117311","2","0"
"10","1","10140","0","潛水","0","0","10140274","251","117411","2","0"
"10","1","10140","0","潛水","0","0","10140275","251","122411","2","0"
"5","1","10140","0","潛水","0","0","10140276","251","122511","1","0"
"10","1","10140","0","潛水","0","0","10140277","251","122611","2","0"
"5","1","10140","0","潛水","0","0","10140282","251","126711","1","0"
"5","1","10140","0","潛水","0","0","10140285","251","127011","1","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140301","303","107511","2","0"
"15","1","10140","0","游泳圈+踢水（藍）","0","0","10140302","302","107611","2","0"
"20","1","10140","0","游泳圈+踢水（藍）","0","0","10140306","302","108011","2","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140307","301","110011","2","0"
"3","1","10140","0","游泳圈+踢水（黃）","0","0","10140309","303","110311","1","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140310","302","110411","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140311","302","110511","2","0"
"5","1","10140","0","游泳圈+踢水（藍）","0","0","10140313","302","113111","1","0"
"5","1","10140","0","游泳圈+踢水（藍）","0","0","10140314","302","113211","1","0"
"5","1","10140","0","游泳圈+踢水（藍）","0","0","10140315","302","113311","1","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140316","302","113411","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140317","302","113511","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140318","302","113611","2","0"
"5","1","10140","0","游泳圈+踢水（藍）","0","0","10140319","302","115711","1","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140320","301","117011","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140321","302","117111","2","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140322","303","117211","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140323","302","117311","2","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140324","301","117411","2","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140325","303","122411","2","0"
"5","1","10140","0","游泳圈+踢水（藍）","0","0","10140326","302","122511","1","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140327","301","122611","2","0"
"10","1","10140","0","游泳圈+踢水（藍）","0","0","10140328","302","122711","1","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140329","303","122811","1","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140330","301","122911","1","0"
"5","1","10140","0","游泳圈+踢水（粉）","0","0","10140332","301","126711","1","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140333","303","126811","2","0"
"5","1","10140","0","游泳圈+踢水（粉）","0","0","10140335","301","127011","1","0"
"10","1","10140","0","游泳圈+踢水（黃）","0","0","10140338","303","129411","2","0"
"10","1","10140","0","游泳圈+踢水（粉）","0","0","10140339","301","129511","2","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140351","351","107511","2","0"
"15","1","10140","0","浮板+踢水（藍）","0","0","10140352","352","107611","2","0"
"20","1","10140","0","浮板+踢水（藍）","0","0","10140356","352","108011","2","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140357","351","110011","2","0"
"3","1","10140","0","浮板+踢水（藍）","0","0","10140359","352","110311","1","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140360","352","110411","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140361","352","110511","2","0"
"5","1","10140","0","浮板+踢水（藍）","0","0","10140363","352","113111","1","0"
"5","1","10140","0","浮板+踢水（藍）","0","0","10140364","352","113211","1","0"
"5","1","10140","0","浮板+踢水（藍）","0","0","10140365","352","113311","1","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140366","352","113411","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140367","352","113511","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140368","352","113611","2","0"
"5","1","10140","0","浮板+踢水（藍）","0","0","10140369","352","115711","1","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140370","351","117011","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140371","352","117111","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140372","352","117211","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140373","352","117311","2","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140374","351","117411","2","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140375","351","122411","2","0"
"5","1","10140","0","浮板+踢水（藍）","0","0","10140376","352","122511","1","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140377","351","122611","2","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140378","352","122711","1","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140379","351","122811","1","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140380","351","122911","1","0"
"5","1","10140","0","浮板+踢水（粉）","0","0","10140382","351","126711","1","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140383","352","126811","2","0"
"5","1","10140","0","浮板+踢水（粉）","0","0","10140385","351","127011","1","0"
"10","1","10140","0","浮板+踢水（藍）","0","0","10140388","352","129411","2","0"
"10","1","10140","0","浮板+踢水（粉）","0","0","10140389","351","129511","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140401","401","107511","2","0"
"15","1","10140","0","漂浮（小孩）","0","0","10140402","402","107611","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140403","401","107711","1","0"
"20","1","10140","0","漂浮（普通）","0","0","10140406","401","108011","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140407","401","110011","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140408","401","110111","1","0"
"3","1","10140","0","漂浮（普通）","0","0","10140409","401","110311","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140410","401","110411","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140411","401","110511","2","0"
"50","1","10140","0","漂浮（普通）","0","0","10140412","401","110611","2","0"
"5","1","10140","0","漂浮（普通）","0","0","10140413","401","113111","1","0"
"5","1","10140","0","漂浮（普通）","0","0","10140414","401","113211","1","0"
"5","1","10140","0","漂浮（普通）","0","0","10140415","401","113311","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140416","401","113411","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140417","401","113511","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140418","401","113611","2","0"
"5","1","10140","0","漂浮（普通）","0","0","10140419","401","115711","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140420","401","117011","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140421","401","117111","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140422","401","117211","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140423","401","117311","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140424","401","117411","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140425","401","122411","2","0"
"5","1","10140","0","漂浮（普通）","0","0","10140426","401","122511","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140427","401","122611","2","0"
"10","1","10140","0","漂浮（小孩）","0","0","10140428","402","122711","1","0"
"10","1","10140","0","漂浮（小孩）","0","0","10140429","402","122811","1","0"
"10","1","10140","0","漂浮（小孩）","0","0","10140430","402","122911","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140431","401","126611","2","0"
"5","1","10140","0","漂浮（普通）","0","0","10140432","401","126711","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140433","401","126811","2","0"
"30","1","10140","0","漂浮（普通）","0","0","10140434","401","126911","2","0"
"5","1","10140","0","漂浮（普通）","0","0","10140435","401","127011","1","0"
"10","1","10140","0","漂浮（普通）","0","0","10140436","401","127111","2","0"
"30","1","10140","0","漂浮（小孩）","0","0","10140437","402","129311","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140438","401","129411","2","0"
"10","1","10140","0","漂浮（普通）","0","0","10140439","401","129511","2","0"
"10","1","10140","0","捷泳","0","0","10140451","451","107511","2","0"
"20","1","10140","0","捷泳","0","0","10140456","451","108011","2","0"
"10","1","10140","0","捷泳","0","0","10140457","451","110011","2","0"
"3","1","10140","0","捷泳","0","0","10140459","451","110311","1","0"
"10","1","10140","0","捷泳","0","0","10140460","451","110411","2","0"
"10","1","10140","0","捷泳","0","0","10140461","451","110511","2","0"
"5","1","10140","0","捷泳","0","0","10140463","451","113111","1","0"
"5","1","10140","0","捷泳","0","0","10140464","451","113211","1","0"
"10","1","10140","0","捷泳","0","0","10140466","451","113411","2","0"
"10","1","10140","0","捷泳","0","0","10140467","451","113511","2","0"
"5","1","10140","0","捷泳","0","0","10140469","451","115711","1","0"
"10","1","10140","0","捷泳","0","0","10140470","451","117011","2","0"
"10","1","10140","0","捷泳","0","0","10140471","451","117111","2","0"
"10","1","10140","0","捷泳","0","0","10140472","451","117211","2","0"
"10","1","10140","0","捷泳","0","0","10140473","451","117311","2","0"
"10","1","10140","0","捷泳","0","0","10140474","451","117411","2","0"
"10","1","10140","0","捷泳","0","0","10140475","451","122411","2","0"
"5","1","10140","0","捷泳","0","0","10140476","451","122511","1","0"
"10","1","10140","0","捷泳","0","0","10140477","451","122611","2","0"
"5","1","10140","0","捷泳","0","0","10140482","451","126711","1","0"
"10","1","10140","0","捷泳","0","0","10140483","451","126811","2","0"
"5","1","10140","0","捷泳","0","0","10140485","451","127011","1","0"
"10","1","10140","0","捷泳","0","0","10140488","451","129411","2","0"
"10","1","10140","0","衝浪","0","0","10140501","501","107511","2","0"
"20","1","10140","0","衝浪","0","0","10140505","501","107911","2","0"
"20","1","10140","0","衝浪","0","0","10140506","501","108011","2","0"
"10","1","10140","0","衝浪","0","0","10140507","501","110011","2","0"
"3","1","10140","0","衝浪","0","0","10140509","501","110311","1","0"
"10","1","10140","0","衝浪","0","0","10140510","501","110411","2","0"
"10","1","10140","0","衝浪","0","0","10140511","501","110511","2","0"
"5","1","10140","0","衝浪","0","0","10140513","501","113111","1","0"
"5","1","10140","0","衝浪","0","0","10140514","501","113211","1","0"
"5","1","10140","0","衝浪","0","0","10140515","501","113311","1","0"
"10","1","10140","0","衝浪","0","0","10140516","501","113411","2","0"
"5","1","10140","0","衝浪","0","0","10140519","501","115711","1","0"
"10","1","10140","0","衝浪","0","0","10140521","501","117111","2","0"
"10","1","10140","0","衝浪","0","0","10140522","501","117211","2","0"
"10","1","10140","0","衝浪","0","0","10140524","501","117411","2","0"
"10","1","10140","0","衝浪","0","0","10140525","501","122411","2","0"
"5","1","10140","0","衝浪","0","0","10140526","501","122511","1","0"
"10","1","10140","0","衝浪","0","0","10140529","501","122811","1","0"
"5","1","10140","0","衝浪","0","0","10140532","501","126711","1","0"
"10","1","10140","0","衝浪","0","0","10140533","501","126811","2","0"
"5","1","10140","0","衝浪","0","0","10140535","501","127011","1","0"
"10","1","10140","0","衝浪","0","0","10140538","501","129411","2","0"
"10","1","10140","0","衝浪","0","0","10140539","501","129511","2","0"
"10","1","10140","107811","貪吃佩可 / 可可蘿 / 凱留","107611","0","10140851","851","107511","2","0"
"10","1","10140","122511","日和 / 優衣 / 怜","122611","0","10140852","852","122411","2","0"
"10","1","10140","117311","千歌 / 望 / 紡希","117411","0","10140853","853","117211","2","0"
"10","1","10140","122811","禊 / 美美 / 鏡華","122711","0","10140854","854","122911","1","0"
"20","1","10140","113511","初音 / 美里","0","0","10140855","855","113411","1","0"
"20","1","10140","107711","咲戀 / 鈴莓","0","0","10140856","856","110311","1","0"
"10","1","10140","115711","真琴 / 霞 / 真步 / 香織","110611","0","10140857","857","110411","2","110511"
"10","1","10140","107911","美冬 / 秋乃 / 珠希 / 優花梨","126711","0","10140858","858","126811","2","108011"
"10","1","10140","113211","惠理子 / 杏奈 / 七七香 / 流夏","113311","0","10140859","859","117011","1","113111"
"20","1","10140","110011","伊緒 / 鈴奈","0","0","10140860","860","110111","1","0"
"10","1","10140","129411","琪愛兒 / 優妮 / 克蘿依","129511","0","10140861","861","129311","2","0"
"20","1","10140","126711","似似花 / 秋乃 / 優花梨","126811","0","10140862","862","126611","1","0"
"20","1","10140","127011","忍 / 空花 / 蘭法","126911","0","10140863","863","127111","2","0"
"20","1","10140","110011","凱留 / 鈴奈","0","0","10140864","864","107811","2","0"
"20","1","10140","113111","咲戀 / 流夏","0","0","10140865","865","110311","1","0"
"20","1","10140","115711","初音 / 霞","0","0","10140866","866","113411","1","0"
"20","1","10140","127111","杏奈 / 忍","0","0","10140867","867","113211","2","0"
"20","1","10140","117111","惠理子 / 靜流","0","0","10140868","868","117011","2","0"
"20","1","10140","110511","鈴奈 / 香織","0","0","10140869","869","110011","2","0"
"20","1","10140","127011","伊緒 / 空花 / 靜流","117111","0","10140870","870","110111","2","0"
"20","1","10140","117411","怜 / 紡希","0","0","10140871","871","122511","2","0"
"20","1","10140","126711","咲戀 / 秋乃","0","0","10140872","872","110311","1","0"
"20","1","10140","115711","真琴 / 霞","0","0","10140873","873","110411","2","0"
"20","1","10140","110411","優衣 / 真琴","0","0","10140874","874","122611","2","0"
"20","1","10140","108011","克蘿依 / 美冬","0","0","10140875","875","129411","2","0"
"20","1","10140","117111","優妮 / 靜流","0","0","10140876","876","129311","2","0"
"20","1","10140","117211","琪愛兒 / 望 / 紡希 / 千歌","117411","0","10140877","877","129511","2","117311"
"20","1","10140","110611","琪愛兒 / 真步","0","0","10140878","878","129511","2","0"
"20","1","10140","122611","可可蘿 / 優衣","0","0","10140879","879","107611","2","0"
"20","1","10140","110311","優妮 / 咲戀","0","0","10140880","880","129311","2","0"
"20","1","10140","113511","優妮 / 美里","0","0","10140881","881","129311","2","0"
"20","1","10140","108011","珠希 / 美冬","0","0","10140882","882","107911","2","0"
"20","1","10140","110511","真琴 / 香織 / 霞 / 日和","115711","0","10140883","883","110411","2","122411"
"20","1","10140","107511","似似花 / 貪吃佩可","0","0","10140884","884","126611","2","0"
"20","1","10140","107611","鈴莓 / 可可蘿","0","0","10140885","885","107711","2","0"
"20","1","10140","122511","流夏 / 怜","0","0","10140886","886","113111","1","0"
"20","1","10140","122711","鈴莓 / 鏡華","0","0","10140887","887","107711","1","0"
"10","1","10140","0","泳池邊奔跑的禊","0","0","10140889","889","122811","1","0"
"10","1","10140","0","泳池邊奔跑的珠希","0","0","10140890","890","107911","2","0"
"10","1","10140","0","踢水逆向的日和","0","0","10140891","891","122411","2","0"
"10","1","10140","0","小船上害怕的珠希","0","0","10140892","892","107911","2","0"
"10","1","10140","0","小船上害怕的凱留","0","0","10140893","893","107811","2","0"
"5","1","10140","0","和水母一起漂流的空花","0","0","10140894","894","127011","1","0"
"10","1","10140","0","用游泳圈漂流的凱留","0","0","10140895","895","107811","2","0"
"10","1","10140","0","用游泳圈漂流的似似花","0","0","10140896","896","126611","2","0"
"10","2","10140","0","喝麥酒也不要喝得爛醉","0","1","10140901","901","126811","1","0"
"10","2","10140","0","漂流的大妃","0","1","10140902","902","126611","2","0"
"10","2","10140","113311","當她換穿上傳說","0","1","10140903","903","113211","2","0"
"10","2","10140","122811","同世代很棒吧？","122711","1","10140904","904","122911","1","129311"
"30","2","10140","117011","漂流的氣場","107611","1","10140905","905","117111","1","0"
"30","2","10140","117311","泳池內的音樂會","0","1","10140906","906","126911","1","0"
"10","2","10140","427111","色慾薰心","113111","1","10140907","907","127111","2","0"
"10","2","10140","107811","漂浮的怪奇怪靈","0","1","10140908","908","126911","1","0"
"30","2","10140","113511","她的著裝守則","113411","1","10140909","909","113611","1","0"
"10","2","10140","110511","經商精神化為泡影","110411","1","10140910","910","107911","1","0"
"10","2","10140","122811","開心的小小甜心一家","122711","1","10140911","911","122911","1","129311"
"10","2","10140","126911","您看出來了嗎","122711","1","10140912","912","127111","1","0"
"5","2","10140","0","被虐狂水漂","0","1","10140913","913","127011","2","0"
"20","2","10140","110511","出發！度假村遊船","110411","1","10140914","914","110611","1","0"
"10","2","10140","110311","泳池邊的女僕","0","1","10140915","915","107711","2","0"
"5","2","10140","113311","喜歡釣魚的天性","117411","1","10140916","916","113111","2","117011"
"5","2","10140","110311","秋乃之輪迴","0","1","10140917","917","126711","2","0"
"20","2","10140","113511","老師也是努力的孩子！","0","1","10140918","918","110111","2","0"
"30","2","10140","110011","閃亮亮☆網紅","117411","1","10140919","919","117211","1","0"
"2","2","10140","0","名偵探霞的墨丘利度假村事件簿①","0","1","10140920","920","115711","2","0"
"2","2","10140","0","名偵探霞的墨丘利度假村事件簿②","0","1","10140921","921","115711","2","0"
"2","2","10140","0","名偵探霞的墨丘利度假村事件簿③","0","1","10140922","922","115711","2","0"
"2","2","10140","0","名偵探霞的墨丘利度假村事件簿④","0","1","10140923","923","115711","2","0"
"30","2","10140","107811","享受度假村！美食殿堂♪","107611","2","10140941","941","107511","1","0"
"10","2","10140","127111","那之後的冒險故事","0","2","10140942","942","113211","2","0"
"10","2","10140","122511","了解魚心即為釣心？","0","2","10140943","943","117411","2","0"
"10","2","10140","126811","STOP！無照營業","108011","2","10140944","944","107911","1","0"
"30","2","10140","110411","請小心戀愛話題？","117011","2","10140945","945","122611","1","0"
"30","2","10140","107811","十貓十色","107911","2","10140946","946","122411","1","0"
"30","2","10140","129411","從微亮的水底處","129311","2","10140947","947","129511","1","0"
"5","1","10140","0","擲岩猴玩具","0","0","10140951","951","0","2","0"
"5","1","10140","0","雷雲長老玩具","0","0","10140952","952","0","1","0"
"5","1","10140","0","可可拉玩具","0","0","10140953","953","0","2","0"
"5","1","10140","0","魔像玩具","0","0","10140954","954","0","1","0"
"5","1","10140","0","席茲玩具","0","0","10140955","955","0","2","0"
"5","1","10140","0","沉睡之梟玩具","0","0","10140956","956","0","1","0"
"5","1","10140","0","軟泥怪玩具","0","0","10140957","957","0","2","0"
"5","1","10140","0","喵特玩具","0","0","10140958","958","0","1","0"
"5","1","10140","0","氣球鳥玩具","0","0","10140959","959","0","2","0"
"5","1","10140","0","小小格里芬玩具","0","0","10140960","960","0","1","0"
"5","1","10140","0","紅蕈菇玩具","0","0","10140961","961","0","2","0"
"5","1","10140","0","摩拉玩具","0","0","10140962","962","0","1","0"
"5","1","10140","0","鼠妖玩具","0","0","10140963","963","0","2","0"
