df037cce79ad87222f80911e67f7ffeb424a6cec7fef9cb01fa14d11ac46e0b1,db0851c4d16972b9e5969647df712afaae8ea3bd825e98c0b2ef2d3221dacab9
"3000003","401711604"
"3000007","401711605"
"3000000","401711606"
"3000004","401711607"
"3000009","401711608"
"3000009","401711609"
"3000009","401711610"
"3000003","401711701"
"3000003","401711702"
"3000003","401711703"
"3000003","401711704"
"3000007","401711705"
"3000000","401711706"
"3000004","401711707"
"3000009","401711708"
"3000009","401711709"
"3000009","401711710"
"3000005","401712101"
"3000003","401712102"
"3000004","401712103"
"3000009","401712104"
"3000009","401712105"
"3000009","401712106"
"3000009","401712107"
"3000000","401712108"
"3000005","401712201"
"3000003","401712202"
"3000004","401712203"
"3000009","401712204"
"3000009","401712205"
"3000009","401712206"
"3000009","401712207"
"3000000","401712208"
"3000005","401712301"
"3000003","401712302"
"3000004","401712303"
"3000009","401712304"
"3000009","401712305"
"3000009","401712306"
"3000009","401712307"
"3000000","401712308"
"3000005","401712401"
"3000003","401712402"
"3000004","401712403"
"3000009","401712404"
"3000009","401712405"
"3000009","401712406"
"3000009","401712407"
"3000000","401712408"
"3000005","401712501"
"3000003","401712502"
"3000004","401712503"
"3000009","401712504"
"3000009","401712505"
"3000009","401712506"
"3000009","401712507"
"3000000","401712508"
"3000005","401712601"
"3000003","401712602"
"3000004","401712603"
"3000009","401712604"
"3000009","401712605"
"3000009","401712606"
"3000009","401712607"
"3000000","401712608"
"3000005","401712701"
"3000003","401712702"
"3000004","401712703"
"3000009","401712704"
"3000009","401712705"
"3000009","401712706"
"3000009","401712707"
"3000000","401712708"
"3000001","401801101"
"3000003","401801102"
"3000003","401801103"
"3000003","401801104"
"3000003","401801105"
"3000005","401801106"
"3000006","401801107"
"3000007","401801108"
"3000007","401801109"
"3000007","401801110"
"3000001","401801201"
"3000003","401801202"
"3000003","401801203"
"3000003","401801204"
"3000003","401801205"
"3000005","401801206"
"3000006","401801207"
"3000007","401801208"
"3000007","401801209"
"3000007","401801210"
"3000001","401801301"
"3000003","401801302"
"3000003","401801303"
"3000003","401801304"
"3000003","401801305"
"3000005","401801306"
"3000006","401801307"
"3000007","401801308"
"3000007","401801309"
"3000007","401801310"
"3000001","401801401"
"3000003","401801402"
"3000003","401801403"
"3000003","401801404"
"3000003","401801405"
"3000005","401801406"
"3000006","401801407"
"3000007","401801408"
"3000007","401801409"
"3000007","401801410"
"3000001","401801501"
"3000003","401801502"
"3000003","401801503"
"3000003","401801504"
"3000003","401801505"
"3000005","401801506"
"3000006","401801507"
"3000007","401801508"
"3000007","401801509"
"3000007","401801510"
"3000001","401801601"
"3000003","401801602"
"3000003","401801603"
"3000003","401801604"
"3000003","401801605"
"3000005","401801606"
"3000006","401801607"
"3000007","401801608"
"3000007","401801609"
"3000007","401801610"
"3000001","401801701"
"3000003","401801702"
"3000003","401801703"
"3000003","401801704"
"3000003","401801705"
"3000005","401801706"
"3000006","401801707"
"3000007","401801708"
"3000007","401801709"
"3000007","401801710"
"3000010","401802101"
"3000011","401802102"
"3000017","401802103"
"3000016","401802104"
"3000016","401802105"
"3000016","401802106"
"3000016","401802107"
"3000019","401802108"
"3000010","401802201"
"3000011","401802202"
"3000017","401802203"
"3000016","401802204"
"3000016","401802205"
"3000016","401802206"
"3000016","401802207"
"3000019","401802208"
"3000010","401802301"
"3000011","401802302"
"3000017","401802303"
"3000016","401802304"
"3000016","401802305"
"3000016","401802306"
"3000016","401802307"
"3000019","401802308"
"3000010","401802401"
"3000011","401802402"
"3000017","401802403"
"3000016","401802404"
"3000016","401802405"
"3000016","401802406"
"3000016","401802407"
"3000019","401802408"
"3000010","401802501"
"3000011","401802502"
"3000017","401802503"
"3000016","401802504"
"3000016","401802505"
"3000016","401802506"
"3000016","401802507"
"3000019","401802508"
"3000010","401802601"
"3000011","401802602"
"3000017","401802603"
"3000016","401802604"
"3000016","401802605"
"3000016","401802606"
"3000016","401802607"
"3000019","401802608"
"3000010","401802701"
"3000011","401802702"
"3000017","401802703"
"3000016","401802704"
"3000016","401802705"
"3000016","401802706"
"3000016","401802707"
"3000019","401802708"
"3000010","401803101"
"3000014","401803102"
"3000014","401803103"
"3000014","401803104"
"3000011","401803105"
"3000011","401803106"
"3000011","401803107"
"3000011","401803108"
"3000019","401803109"
"3000017","401803112"
"3000010","401803201"
"3000014","401803202"
"3000014","401803203"
"3000014","401803204"
"3000011","401803205"
"3000011","401803206"
"3000011","401803207"
"3000011","401803208"
"3000019","401803209"
"3000017","401803210"
"3000010","401803301"
"3000014","401803302"
"3000014","401803303"
"3000014","401803304"
"3000011","401803305"
"3000011","401803306"
"3000011","401803307"
"3000011","401803308"
"3000019","401803309"
"3000017","401803310"
"3000010","401803401"
"3000014","401803402"
"3000014","401803403"
"3000014","401803404"
"3000011","401803405"
"3000011","401803406"
"3000011","401803407"
"3000011","401803408"
"3000019","401803409"
"3000017","401803413"
"3000010","401803501"
"3000014","401803502"
"3000014","401803503"
"3000014","401803504"
"3000011","401803505"
"3000011","401803506"
"3000011","401803507"
"3000011","401803508"
"3000019","401803509"
"3000017","401803510"
"3000010","401803601"
"3000014","401803602"
"3000014","401803603"
"3000014","401803604"
"3000011","401803605"
"3000011","401803606"
"3000011","401803607"
"3000011","401803608"
"3000019","401803609"
"3000017","401803610"
"3000010","401803701"
"3000014","401803702"
"3000014","401803703"
"3000014","401803704"
"3000011","401803705"
"3000011","401803706"
"3000011","401803707"
"3000011","401803708"
"3000019","401803709"
"3000017","401803710"
"3000017","401804101"
"3000018","401804102"
"3000013","401804103"
"3000015","401804104"
"3000015","401804105"
"3000015","401804106"
"3000015","401804107"
"3000010","401804108"
"3000017","401804201"
"3000018","401804202"
"3000013","401804203"
"3000015","401804204"
"3000015","401804205"
"3000015","401804206"
"3000015","401804207"
"3000010","401804208"
"3000017","401804301"
"3000018","401804302"
"3000013","401804303"
"3000015","401804304"
"3000015","401804305"
"3000015","401804306"
"3000015","401804307"
"3000010","401804308"
"3000017","401804401"
"3000018","401804402"
"3000013","401804403"
"3000015","401804404"
"3000015","401804405"
"3000015","401804406"
"3000015","401804407"
"3000010","401804408"
"3000017","401804501"
"3000018","401804502"
"3000013","401804503"
"3000015","401804504"
"3000015","401804505"
"3000015","401804506"
"3000015","401804507"
"3000010","401804508"
"3000017","401804601"
"3000018","401804602"
"3000013","401804603"
"3000015","401804604"
"3000015","401804605"
"3000015","401804606"
"3000015","401804607"
"3000010","401804608"
"3000017","401804701"
"3000018","401804702"
"3000013","401804703"
"3000015","401804704"
"3000015","401804705"
"3000015","401804706"
"3000015","401804707"
"3000010","401804708"
"3000018","401805101"
"3000018","401805102"
"3000018","401805103"
"3000018","401805104"
"3000017","401805105"
"3000010","401805106"
"3000015","401805107"
"3000013","401805108"
"3000013","401805109"
"3000013","401805110"
"3000013","401805111"
"3000013","401805112"
"3000018","401805201"
"3000018","401805202"
"3000018","401805203"
"3000018","401805204"
"3000017","401805205"
"3000010","401805206"
"3000015","401805207"
"3000013","401805208"
"3000013","401805209"
"3000013","401805210"
"3000013","401805211"
"3000013","401805212"
"3000018","401805301"
"3000018","401805302"
"3000018","401805303"
"3000018","401805304"
"3000017","401805305"
"3000010","401805306"
"3000015","401805307"
"3000013","401805308"
"3000013","401805309"
"3000013","401805310"
"3000013","401805311"
"3000013","401805312"
"3000018","401805401"
"3000018","401805402"
"3000018","401805403"
"3000018","401805404"
"3000017","401805405"
"3000010","401805406"
"3000015","401805407"
"3000013","401805408"
"3000013","401805409"
"3000013","401805410"
"3000013","401805411"
"3000013","401805412"
"3000018","401805501"
"3000018","401805502"
"3000018","401805503"
"3000018","401805504"
"3000017","401805505"
"3000010","401805506"
"3000015","401805507"
"3000013","401805508"
"3000013","401805509"
"3000013","401805510"
"3000013","401805511"
"3000013","401805512"
"3000018","401805601"
"3000018","401805602"
"3000018","401805603"
"3000018","401805604"
"3000017","401805605"
"3000010","401805606"
"3000015","401805607"
"3000013","401805608"
"3000013","401805609"
"3000013","401805610"
"3000013","401805611"
"3000013","401805612"
"3000018","401805701"
"3000018","401805702"
"3000018","401805703"
"3000018","401805704"
"3000017","401805705"
"3000010","401805706"
"3000015","401805707"
"3000013","401805708"
"3000013","401805709"
"3000013","401805710"
"3000013","401805711"
"3000013","401805712"
"3000013","401806101"
"3000014","401806102"
"3000014","401806103"
"3000014","401806104"
"3000015","401806105"
"3000018","401806106"
"3000018","401806107"
"3000018","401806108"
"3000018","401806109"
"3000012","401806110"
"3000013","401806201"
"3000014","401806202"
"3000014","401806203"
"3000014","401806204"
"3000015","401806205"
"3000018","401806206"
"3000018","401806207"
"3000018","401806208"
"3000018","401806209"
"3000012","401806210"
"3000013","401806301"
"3000014","401806302"
"3000014","401806303"
"3000014","401806304"
"3000015","401806305"
"3000018","401806306"
"3000018","401806307"
"3000018","401806308"
"3000018","401806309"
"3000012","401806310"
"3000013","401806401"
"3000014","401806402"
"3000014","401806403"
"3000014","401806404"
"3000015","401806405"
"3000018","401806406"
"3000018","401806407"
"3000018","401806408"
"3000018","401806409"
"3000012","401806410"
"3000013","401806501"
"3000014","401806502"
"3000014","401806503"
"3000014","401806504"
"3000015","401806505"
"3000018","401806506"
"3000018","401806507"
"3000018","401806508"
"3000018","401806509"
"3000012","401806510"
"3000013","401806601"
"3000014","401806602"
"3000014","401806603"
"3000014","401806604"
"3000015","401806605"
"3000018","401806606"
"3000018","401806607"
"3000018","401806608"
"3000018","401806609"
"3000012","401806610"
"3000013","401806701"
"3000014","401806702"
"3000014","401806703"
"3000014","401806704"
"3000015","401806705"
"3000018","401806706"
"3000018","401806707"
"3000018","401806708"
"3000018","401806709"
"3000012","401806710"
"3000017","401807101"
"3000016","401807102"
"3000013","401807103"
"3000011","401807104"
"3000015","401807105"
"3000015","401807106"
"3000015","401807107"
"3000015","401807108"
"3000017","401807201"
"3000016","401807202"
"3000013","401807203"
"3000011","401807204"
"3000015","401807205"
"3000015","401807206"
"3000015","401807207"
"3000015","401807208"
"3000017","401807301"
"3000016","401807302"
"3000013","401807303"
"3000011","401807304"
"3000015","401807305"
"3000015","401807306"
"3000015","401807307"
"3000015","401807308"
"3000017","401807401"
"3000016","401807402"
"3000013","401807403"
"3000011","401807404"
"3000015","401807405"
"3000015","401807406"
"3000015","401807407"
"3000015","401807408"
"3000017","401807501"
"3000016","401807502"
"3000013","401807503"
"3000011","401807504"
"3000015","401807505"
"3000015","401807506"
"3000015","401807507"
"3000015","401807508"
"3000017","401807601"
"3000016","401807602"
"3000013","401807603"
"3000011","401807604"
"3000015","401807605"
"3000015","401807606"
"3000015","401807607"
"3000015","401807608"
"3000017","401807701"
"3000016","401807702"
"3000013","401807703"
"3000011","401807704"
"3000015","401807705"
"3000015","401807706"
"3000015","401807707"
"3000015","401807708"
"3000013","401808101"
"3000011","401808102"
"3000015","401808103"
"3000015","401808104"
"3000015","401808105"
"3000015","401808106"
"3000015","401808107"
"3000018","401808108"
"3000013","401808201"
"3000011","401808202"
"3000015","401808203"
"3000015","401808204"
"3000015","401808205"
"3000015","401808206"
"3000015","401808207"
"3000018","401808208"
"3000013","401808301"
"3000011","401808302"
"3000015","401808303"
"3000015","401808304"
"3000015","401808305"
"3000015","401808306"
"3000015","401808307"
"3000018","401808308"
"3000013","401808401"
"3000011","401808402"
"3000015","401808403"
"3000015","401808404"
"3000015","401808405"
"3000015","401808406"
"3000015","401808407"
"3000018","401808408"
"3000013","401808501"
"3000011","401808502"
"3000015","401808503"
"3000015","401808504"
"3000015","401808505"
"3000015","401808506"
"3000015","401808507"
"3000018","401808508"
"3000013","401808601"
"3000011","401808602"
"3000015","401808603"
"3000015","401808604"
"3000015","401808605"
"3000015","401808606"
"3000015","401808607"
"3000018","401808608"
"3000013","401808701"
"3000011","401808702"
"3000015","401808703"
"3000015","401808704"
"3000015","401808705"
"3000015","401808706"
"3000015","401808707"
"3000018","401808708"
"3000010","401809101"
"3000010","401809102"
"3000010","401809103"
"3000010","401809104"
"3000019","401809105"
"3000014","401809106"
"3000012","401809107"
"3000018","401809108"
"3000018","401809109"
"3000018","401809110"
"3000018","401809111"
"3000010","401809201"
"3000010","401809202"
"3000010","401809203"
"3000010","401809204"
"3000019","401809205"
"3000014","401809206"
"3000012","401809207"
"3000018","401809208"
"3000018","401809209"
"3000018","401809210"
"3000018","401809211"
"3000010","401809301"
"3000010","401809302"
"3000010","401809303"
"3000010","401809304"
"3000019","401809305"
"3000014","401809306"
"3000012","401809307"
"3000018","401809308"
"3000018","401809309"
"3000018","401809310"
"3000018","401809311"
"3000010","401809401"
"3000010","401809402"
"3000010","401809403"
"3000010","401809404"
"3000019","401809405"
"3000014","401809406"
"3000012","401809407"
"3000018","401809408"
"3000018","401809409"
"3000018","401809410"
"3000018","401809411"
"3000010","401809501"
"3000010","401809502"
"3000010","401809503"
"3000010","401809504"
"3000019","401809505"
"3000014","401809506"
"3000012","401809507"
"3000018","401809508"
"3000018","401809509"
"3000018","401809510"
"3000018","401809511"
"3000010","401809601"
"3000010","401809602"
"3000010","401809603"
"3000010","401809604"
"3000019","401809605"
"3000014","401809606"
"3000012","401809607"
"3000018","401809608"
"3000018","401809609"
"3000018","401809610"
"3000018","401809611"
"3000010","401809701"
"3000010","401809702"
"3000010","401809703"
"3000010","401809704"
"3000019","401809705"
"3000014","401809706"
"3000012","401809707"
"3000018","401809708"
"3000018","401809709"
"3000018","401809710"
"3000018","401809711"
"3000018","401810101"
"3000013","401810102"
"3000013","401810103"
"3000013","401810104"
"3000013","401810105"
"3000014","401810106"
"3000015","401810107"
"3000012","401810108"
"3000018","401810201"
"3000013","401810202"
"3000013","401810203"
"3000013","401810204"
"3000013","401810205"
"3000014","401810206"
"3000015","401810207"
"3000012","401810208"
"3000018","401810301"
"3000013","401810302"
"3000013","401810303"
"3000013","401810304"
"3000013","401810305"
"3000014","401810306"
"3000015","401810307"
"3000012","401810308"
"3000018","401810401"
"3000013","401810402"
"3000013","401810403"
"3000013","401810404"
"3000013","401810405"
"3000014","401810406"
"3000015","401810407"
"3000012","401810408"
"3000018","401810501"
"3000013","401810502"
"3000013","401810503"
"3000013","401810504"
"3000013","401810505"
"3000014","401810506"
"3000015","401810507"
"3000012","401810508"
"3000018","401810601"
"3000013","401810602"
"3000013","401810603"
"3000013","401810604"
"3000013","401810605"
"3000014","401810606"
"3000015","401810607"
"3000012","401810608"
"3000018","401810701"
"3000013","401810702"
"3000013","401810703"
"3000013","401810704"
"3000013","401810705"
"3000014","401810706"
"3000015","401810707"
"3000012","401810708"
"3000016","401811101"
"3000017","401811102"
"3000010","401811103"
"3000010","401811104"
"3000010","401811105"
"3000010","401811106"
"3000012","401811107"
"3000018","401811108"
"3000018","401811109"
"3000018","401811110"
"3000016","401811201"
"3000017","401811202"
"3000010","401811203"
"3000010","401811204"
"3000010","401811205"
"3000010","401811206"
"3000012","401811207"
"3000018","401811208"
"3000018","401811209"
"3000018","401811210"
"3000016","401811301"
"3000017","401811302"
"3000010","401811303"
"3000010","401811304"
"3000010","401811305"
"3000010","401811306"
"3000012","401811307"
"3000018","401811308"
"3000018","401811309"
"3000018","401811310"
"3000016","401811401"
"3000017","401811402"
"3000010","401811403"
"3000010","401811404"
"3000010","401811405"
"3000010","401811406"
"3000012","401811407"
"3000018","401811408"
"3000018","401811409"
"3000018","401811410"
"3000016","401811501"
"3000017","401811502"
"3000010","401811503"
"3000010","401811504"
"3000010","401811505"
"3000010","401811506"
"3000012","401811507"
"3000018","401811508"
"3000018","401811509"
"3000018","401811510"
"3000016","401811601"
"3000017","401811602"
"3000010","401811603"
"3000010","401811604"
"3000010","401811605"
"3000010","401811606"
"3000012","401811607"
"3000018","401811608"
"3000018","401811609"
"3000018","401811610"
"3000016","401811701"
"3000017","401811702"
"3000010","401811703"
"3000010","401811704"
"3000010","401811705"
"3000010","401811706"
"3000012","401811707"
"3000018","401811708"
"3000018","401811709"
"3000018","401811710"
"3000019","401812101"
"3000011","401812102"
"3000011","401812103"
"3000011","401812104"
"3000015","401812105"
"3000015","401812106"
"3000015","401812107"
"3000015","401812108"
"3000016","401812109"
"3000011","401812112"
"3000019","401812201"
"3000011","401812202"
"3000011","401812203"
"3000011","401812204"
"3000015","401812205"
"3000015","401812206"
"3000015","401812207"
"3000015","401812208"
"3000016","401812209"
"3000011","401812210"
"3000019","401812301"
"3000011","401812302"
"3000011","401812303"
"3000011","401812304"
"3000015","401812305"
"3000015","401812306"
"3000015","401812307"
"3000015","401812308"
"3000016","401812309"
"3000011","401812310"
"3000019","401812401"
"3000011","401812402"
"3000011","401812403"
"3000011","401812404"
"3000015","401812405"
"3000015","401812406"
"3000015","401812407"
"3000015","401812408"
