a42563f3a5fa39802521a6f93713e73e79d874f178c9eaf2db47a6ec7146d476,0ebb65e49ee766d0b18eab8f96202f8ef7ce5b3778fa9a76a852733f04465765,80dc2217de563ae8f69be25a7b2a0e7d1d010e3a4ef5aec06ff74b8ff6853a83,842f38bb4f68262880138e419e3fce399421ec1166b5fd1a0bcb033a0de05515,fedd6e085c9e3fde7460016674b6b004984bc368f9cb233e87c09c7a8cb1c49a,76f82f07f70d61b66370b5281562f55499930c791ea9cf294f7e7a3a145cab63
"2","2591","-430","2816","9","-472"
"1","2601","-1440","2816","10","-1440"
"1","2611","-1440","2816","10","-1440"
"1","2621","-1440","2816","10","-1440"
"1","2622","-1440","2816","10","-1440"
"1","2623","-1440","2816","10","-1440"
"1","2631","-1373","2816","10","-1440"
"1","2641","-1308","2816","10","-1373"
"1","2651","-1244","2816","10","-1308"
"1","2661","-1181","2816","10","-1244"
"1","2671","-1118","2816","10","-1181"
"1","2681","-1055","2816","10","-1118"
"1","2691","-992","2816","10","-1055"
"1","2701","-992","2816","10","-992"
"1","2711","-929","2816","10","-992"
"1","2721","-866","2816","10","-929"
"1","2731","-803","2816","10","-866"
"1","2741","-740","2816","10","-803"
"1","2751","-677","2816","10","-740"
"1","2761","-614","2816","10","-677"
"1","2771","-551","2816","10","-614"
"1","2781","-551","2816","10","-551"
"1","2791","-551","2816","10","-551"
"1","2801","-551","2816","10","-551"
"1","2811","-551","2816","10","-551"
"1","2821","-551","2816","10","-551"
"1","2831","-551","2816","10","-551"
"1","2841","-551","2816","10","-551"
"1","2851","-488","2816","10","-551"
"1","2861","-425","2816","10","-488"
"1","2871","-361","2816","10","-425"
"1","2881","-296","2816","10","-361"
"1","2891","-230","2816","10","-296"
"2","2901","-1240","2816","11","-1240"
"2","2911","-1203","2816","11","-1240"
"2","2921","-1168","2816","11","-1203"
"2","2931","-1133","2816","11","-1168"
"2","2941","-1098","2816","11","-1133"
"2","2951","-1063","2816","11","-1098"
"2","2961","-1028","2816","11","-1063"
"2","2971","-993","2816","11","-1028"
"2","2981","-958","2816","11","-993"
"2","2991","-923","2816","11","-958"
"2","3001","-888","2816","11","-923"
"2","3011","-888","2816","11","-888"
"2","3021","-853","2816","11","-888"
"2","3031","-853","2816","11","-853"
"2","3041","-818","2816","11","-853"
"2","3051","-783","2816","11","-818"
"2","3061","-748","2816","11","-783"
"2","3071","-713","2816","11","-748"
"2","3081","-678","2816","11","-713"
"2","3091","-643","2816","11","-678"
"2","3101","-608","2816","11","-643"
"2","3111","-608","2816","11","-608"
"2","3121","-573","2816","11","-608"
"2","3131","-573","2816","11","-573"
"2","3141","-573","2816","11","-573"
"2","3151","-573","2816","11","-573"
"2","3161","-538","2816","11","-573"
"2","3171","-538","2816","11","-538"
"2","3181","-503","2816","11","-538"
"2","3191","-468","2816","11","-503"
"2","3201","-430","2816","11","-468"
"2","3211","-1240","2816","12","-1240"
"2","3221","-1240","2816","12","-1240"
"2","3231","-1240","2816","12","-1240"
"2","3241","-1194","2816","12","-1240"
"2","3251","-1150","2816","12","-1194"
"2","3261","-1108","2816","12","-1150"
"2","3271","-1066","2816","12","-1108"
"2","3281","-1024","2816","12","-1066"
"2","3291","-982","2816","12","-1024"
"2","3301","-940","2816","12","-982"
"2","3311","-898","2816","12","-940"
"2","3321","-898","2816","12","-898"
"2","3331","-856","2816","12","-898"
"2","3341","-814","2816","12","-856"
"2","3351","-772","2816","12","-814"
"2","3361","-730","2816","12","-772"
"2","3371","-688","2816","12","-730"
"2","3381","-688","2816","12","-688"
"2","3391","-688","2816","12","-688"
"2","3401","-646","2816","12","-688"
"2","3411","-604","2816","12","-646"
"2","3421","-562","2816","12","-604"
"2","3431","-562","2816","12","-562"
"2","3441","-562","2816","12","-562"
"2","3451","-519","2816","12","-562"
"2","3461","-519","2816","12","-519"
"2","3471","-519","2816","12","-519"
"2","3481","-475","2816","12","-519"
"2","3491","-475","2816","12","-475"
"2","3501","-475","2816","12","-475"
"2","3511","-430","2816","12","-475"
"2","3521","-1190","2816","13","-1240"
"2","3531","-1190","2816","13","-1190"
"2","3541","-1190","2816","13","-1190"
"2","3551","-1190","2816","13","-1190"
"2","3561","-1190","2816","13","-1190"
"2","3571","-1190","2816","13","-1190"
"2","3581","-1190","2816","13","-1190"
"2","3591","-1141","2816","13","-1190"
"2","3601","-1094","2816","13","-1141"
"2","3611","-1047","2816","13","-1094"
"2","3621","-1000","2816","13","-1047"
"2","3631","-953","2816","13","-1000"
"2","3641","-906","2816","13","-953"
"2","3651","-859","2816","13","-906"
"2","3661","-812","2816","13","-859"
"2","3671","-765","2816","13","-812"
"2","3681","-718","2816","13","-765"
"2","3691","-718","2816","13","-718"
"2","3701","-718","2816","13","-718"
"2","3711","-671","2816","13","-718"
"2","3721","-624","2816","13","-671"
"2","3731","-577","2816","13","-624"
"2","3741","-577","2816","13","-577"
"2","3751","-577","2816","13","-577"
"2","3761","-529","2816","13","-577"
"2","3771","-480","2816","13","-529"
"2","3781","-430","2816","13","-480"
"2","3791","-430","2816","13","-430"
"1","3801","-1440","2816","14","-1440"
"1","3811","-1440","2816","14","-1440"
"1","3821","-1440","2816","14","-1440"
"1","3831","-1362","2816","14","-1440"
"1","3841","-1285","2816","14","-1362"
"1","3851","-1209","2816","14","-1285"
"1","3861","-1209","2816","14","-1209"
"1","3871","-1134","2816","14","-1209"
"1","3881","-1059","2816","14","-1134"
"1","3891","-1059","2816","14","-1059"
"1","3901","-984","2816","14","-1059"
"1","3911","-984","2816","14","-984"
"1","3921","-984","2816","14","-984"
"1","3931","-984","2816","14","-984"
"1","3941","-984","2816","14","-984"
"1","3951","-984","2816","14","-984"
"1","3961","-984","2816","14","-984"
"1","3971","-984","2816","14","-984"
"1","3981","-909","2816","14","-984"
"1","3991","-834","2816","14","-909"
"1","4001","-759","2816","14","-834"
"1","4011","-684","2816","14","-759"
"1","4021","-684","2816","14","-684"
"1","4031","-684","2816","14","-684"
"1","4041","-609","2816","14","-684"
"1","4051","-534","2816","14","-609"
"1","4061","-459","2816","14","-534"
"1","4071","-384","2816","14","-459"
"1","4081","-308","2816","14","-384"
"1","4091","-230","2816","14","-308"
"1","4092","-200","2816","1","-200"
