1a127a1401e63d60f5d84c25c8e4dbe58f5650d9520875e431d9565ed8562496,1949b490751ad644db31ab6ee3955da03cdf69ed33bcbc1d87794426dc9fee1c,fd5755bdbad1d7c32b7f573d97af1dd59693470ea38ae22f012e66f69a112b9c,0e5351a01bcc580b0d98fd6775d0b116874bf87c3ead917db3bd41af7a2e5a5c,53258d602748c937374eb7b54ce2f92e0c18b7b1e737631eaff3fd0ed7955412,13c87842b34a6bf3f74d4c93ee3b0a705bf533e55700365f1d38a35c7fff6e8b
"288","10201214","56011214","1","15","1001"
"289","10201215","56011215","1","15","1002"
"290","10201216","56011216","1","15","1003"
"291","91002","56011216","50","8","0"
"292","10201217","56011217","1","15","1001"
"293","10201218","56011218","1","15","1002"
"294","10201219","56011219","1","15","1003"
"295","91002","56011219","50","8","0"
"296","10201220","56011220","1","15","1001"
"297","10201221","56011221","1","15","1002"
"298","10201222","56011222","1","15","1003"
"299","91002","56011222","50","8","0"
"300","10201223","56011223","1","15","1001"
"301","10201224","56011224","1","15","1002"
"302","10201225","56011225","1","15","1003"
"303","91002","56011225","50","8","0"
"304","10201226","56011226","1","15","1001"
"305","10201227","56011227","1","15","1002"
"306","10201228","56011228","1","15","1003"
"307","91002","56011228","50","8","0"
"308","10201229","56011229","1","15","1001"
"309","10201230","56011230","1","15","1002"
"310","10201231","56011231","1","15","1003"
"311","91002","56011231","50","8","0"
"312","10201232","56011232","1","15","1001"
"313","10201233","56011233","1","15","1002"
"314","10201234","56011234","1","15","1003"
"315","91002","56011234","50","8","0"
"316","10202001","56012001","1","15","1003"
"317","10202002","56012002","1","15","1003"
"318","10202003","56012003","1","15","1003"
"319","10202004","56012004","1","15","1003"
"320","10202005","56012005","1","15","1003"
"321","10202006","56012006","1","15","1003"
"322","10202007","56012007","1","15","1003"
"323","10202008","56012008","1","15","1003"
"324","10202009","56012009","1","15","1003"
"325","10202010","56012010","1","15","1003"
"326","10202011","56012011","1","15","1003"
"327","10202012","56012012","1","15","1003"
"328","10202013","56012013","1","15","1003"
"329","10202014","56012014","1","15","1003"
"330","10202015","56012015","1","15","1003"
"447","10501001","54002001","1","15","1001"
"448","91002","54002001","50","8","0"
"449","10501002","54002002","1","15","1002"
"450","91002","54002002","50","8","0"
"451","10501003","54002003","1","15","1003"
"452","91002","54002003","50","8","0"
"453","10502001","54004001","1","15","1001"
"454","91002","54004001","50","8","0"
"455","10502002","54004002","1","15","1002"
"456","91002","54004002","50","8","0"
"457","10502003","54004003","1","15","1003"
"458","91002","54004003","50","8","0"
"459","10601001","55006001","1","15","1001"
"460","91002","55006001","10","8","0"
"461","10601002","55006002","1","15","1002"
"462","91002","55006002","30","8","0"
"463","10601003","55006003","1","15","1003"
"464","91002","55006003","50","8","0"
"465","10201235","56011235","1","15","1001"
"466","10201236","56011236","1","15","1002"
"467","10201237","56011237","1","15","1003"
"468","91002","56011237","50","8","0"
"469","10201238","56011238","1","15","1001"
"470","10201239","56011239","1","15","1002"
"471","10201240","56011240","1","15","1003"
"472","91002","56011240","50","8","0"
"473","10201241","56011241","1","15","1001"
"474","10201242","56011242","1","15","1002"
"475","10201243","56011243","1","15","1003"
"476","91002","56011243","50","8","0"
"477","10201244","56011244","1","15","1001"
"478","10201245","56011245","1","15","1002"
"479","10201246","56011246","1","15","1003"
"480","91002","56011246","50","8","0"
"481","10201247","56011247","1","15","1001"
"482","10201248","56011248","1","15","1002"
"483","10201249","56011249","1","15","1003"
"484","91002","56011249","50","8","0"
"485","10201250","56011250","1","15","1001"
"486","10201251","56011251","1","15","1002"
"487","10201252","56011252","1","15","1003"
"488","91002","56011252","50","8","0"
"489","10201253","56011253","1","15","1001"
"490","10201254","56011254","1","15","1002"
"491","10201255","56011255","1","15","1003"
"492","91002","56011255","50","8","0"
"493","10201256","56011256","1","15","1001"
"494","10201257","56011257","1","15","1002"
"495","10201258","56011258","1","15","1003"
"496","91002","56011258","50","8","0"
"497","10201259","56011259","1","15","1001"
"498","10201260","56011260","1","15","1002"
"499","10201261","56011261","1","15","1003"
"500","91002","56011261","50","8","0"
"501","10201262","56011262","1","15","1001"
"502","10201263","56011263","1","15","1002"
"503","10201264","56011264","1","15","1003"
"504","91002","56011264","50","8","0"
"505","10201265","56011265","1","15","1001"
"506","10201266","56011266","1","15","1002"
"507","10201267","56011267","1","15","1003"
"508","91002","56011267","50","8","0"
"509","10201268","56011268","1","15","1001"
"510","10201269","56011269","1","15","1002"
"511","10201270","56011270","1","15","1003"
"512","91002","56011270","50","8","0"
"513","10201271","56011271","1","15","1003"
"514","91002","56011271","100","8","0"
"515","10201272","56011272","1","15","1003"
"516","91002","56011272","100","8","0"
"517","10201273","56011273","1","15","1003"
"518","91002","56011273","100","8","0"
"519","10201274","56011274","1","15","1001"
"520","10201275","56011275","1","15","1002"
"521","10201276","56011276","1","15","1003"
"522","91002","56011276","50","8","0"
"523","10201277","56011277","1","15","1001"
"524","10201278","56011278","1","15","1002"
"525","10201279","56011279","1","15","1003"
"526","91002","56011279","50","8","0"
"527","10201280","56011280","1","15","1001"
"528","10201281","56011281","1","15","1002"
"529","10201282","56011282","1","15","1003"
"530","91002","56011282","50","8","0"
"531","10201283","56011283","1","15","1001"
"532","10201284","56011284","1","15","1002"
"533","10201285","56011285","1","15","1003"
"534","91002","56011285","50","8","0"
"535","10201286","56011286","1","15","1003"
"536","91002","56011286","100","8","0"
"537","11101001","56014001","1","15","1001"
"538","91002","56014001","10","8","0"
"539","11101002","56014002","1","15","1002"
"540","91002","56014002","20","8","0"
"541","11101003","56014003","1","15","1003"
"542","91002","56014003","50","8","0"
"543","11201001","56015001","1","15","1001"
"544","91002","56015001","50","8","0"
"545","11201002","56015002","1","15","1002"
"546","91002","56015002","50","8","0"
"547","11201003","56015003","1","15","1003"
"548","91002","56015003","50","8","0"
"549","10201287","56011287","1","15","1001"
"550","10201288","56011288","1","15","1002"
"551","10201289","56011289","1","15","1003"
"552","91002","56011289","50","8","0"
"553","10201290","56011290","1","15","1001"
"554","10201291","56011291","1","15","1002"
"555","10201292","56011292","1","15","1003"
"556","91002","56011292","50","8","0"
"557","10201293","56011293","1","15","1003"
"558","91002","56011293","100","8","0"
"559","10201294","56011294","1","15","1001"
"560","10201295","56011295","1","15","1002"
"561","10201296","56011296","1","15","1003"
"562","91002","56011296","50","8","0"
"563","10201297","56011297","1","15","1001"
"564","10201298","56011298","1","15","1002"
"565","10201299","56011299","1","15","1003"
"566","91002","56011299","50","8","0"
"567","10201300","56011300","1","15","1001"
"568","10201301","56011301","1","15","1002"
"569","10201302","56011302","1","15","1003"
"570","91002","56011302","50","8","0"
"571","10201303","56011303","1","15","1003"
"572","91002","56011303","100","8","0"
"573","10201304","56011304","1","15","1001"
"574","10201305","56011305","1","15","1002"
"575","10201306","56011306","1","15","1003"
"576","91002","56011306","50","8","0"
"577","10301015","58008015","1","15","1003"
"578","91002","58008015","50","8","0"
"579","10201307","56011307","1","15","1001"
"580","10201308","56011308","1","15","1002"
"581","10201309","56011309","1","15","1003"
"582","91002","56011309","50","8","0"
"583","10201310","56011310","1","15","1001"
"584","10201311","56011311","1","15","1002"
"585","10201312","56011312","1","15","1003"
"586","91002","56011312","50","8","0"
"587","10201313","56011313","1","15","1003"
"588","91002","56011313","100","8","0"
"589","10201314","56011314","1","15","1001"
"590","10201315","56011315","1","15","1002"
"591","10201316","56011316","1","15","1003"
"592","91002","56011316","50","8","0"
"593","10201317","56011317","1","15","1001"
"594","10201318","56011318","1","15","1002"
"595","10201319","56011319","1","15","1003"
"596","91002","56011319","50","8","0"
"597","10201320","56011320","1","15","1001"
"598","10201321","56011321","1","15","1002"
"599","10201322","56011322","1","15","1003"
"600","91002","56011322","50","8","0"
"601","10201323","56011323","1","15","1003"
"602","91002","56011323","100","8","0"
"603","10201324","56011324","1","15","1001"
"604","10201325","56011325","1","15","1002"
"605","10201326","56011326","1","15","1003"
"606","91002","56011326","50","8","0"
"607","10201327","56011327","1","15","1001"
"608","10201328","56011328","1","15","1002"
"609","10201329","56011329","1","15","1003"
"610","91002","56011329","50","8","0"
"611","10201330","56011330","1","15","1001"
"612","10201331","56011331","1","15","1002"
"613","10201332","56011332","1","15","1003"
"614","91002","56011332","50","8","0"
"615","10201333","56011333","1","15","1003"
"616","91002","56011333","100","8","0"
"617","10201334","56011334","1","15","1003"
"618","91002","56011334","100","8","0"
"619","10201335","56011335","1","15","1003"
"620","91002","56011335","100","8","0"
"621","10202100","56012100","1","15","1003"
"622","10201336","56011336","1","15","1001"
"623","10201337","56011337","1","15","1002"
"624","10201338","56011338","1","15","1003"
"625","91002","56011338","50","8","0"
"626","10201339","56011339","1","15","1001"
"627","10201340","56011340","1","15","1002"
"628","10201341","56011341","1","15","1003"
"629","91002","56011341","50","8","0"
"630","10202016","56012016","1","15","1003"
"631","10201342","56011342","1","15","1003"
"632","91002","56011342","100","8","0"
"633","10201343","56011343","1","15","1001"
"634","10201344","56011344","1","15","1002"
"635","10201345","56011345","1","15","1003"
"636","91002","56011345","50","8","0"
"637","10201346","56011346","1","15","1001"
"638","10201347","56011347","1","15","1002"
"639","10201348","56011348","1","15","1003"
"640","91002","56011348","50","8","0"
"641","10201349","56011349","1","15","1003"
"642","91002","56011349","100","8","0"
"643","10603001","55008001","1","15","1001"
"644","91002","55008001","50","8","0"
"645","10603002","55008002","1","15","1001"
"646","91002","55008002","50","8","0"
"647","10603003","55008003","1","15","1002"
"648","91002","55008003","50","8","0"
"649","10603004","55008004","1","15","1002"
"650","91002","55008004","50","8","0"
"651","10603005","55008005","1","15","1003"
"652","91002","55008005","50","8","0"
"653","10603006","55008006","1","15","1003"
"654","91002","55008006","50","8","0"
"655","10201350","56011350","1","15","1001"
"656","10201351","56011351","1","15","1002"
"657","10201352","56011352","1","15","1003"
"658","91002","56011352","50","8","0"
"659","10201353","56011353","1","15","1001"
"660","10201354","56011354","1","15","1002"
"661","10201355","56011355","1","15","1003"
"662","91002","56011355","50","8","0"
"663","10201356","56011356","1","15","1001"
"664","10201357","56011357","1","15","1002"
"665","10201358","56011358","1","15","1003"
"666","91002","56011358","50","8","0"
"667","10201359","56011359","1","15","1003"
"668","91002","56011359","100","8","0"
"669","10201360","56011360","1","15","1001"
"670","10201361","56011361","1","15","1002"
"671","10201362","56011362","1","15","1003"
"672","91002","56011362","50","8","0"
"673","10201363","56011363","1","15","1001"
"674","10201364","56011364","1","15","1002"
"675","10201365","56011365","1","15","1003"
"676","91002","56011365","50","8","0"
"677","10202017","56012017","1","15","1003"
"678","10201366","56011366","1","15","1001"
"679","10201367","56011367","1","15","1002"
"680","10201368","56011368","1","15","1003"
"681","91002","56011368","50","8","0"
"682","10201369","56011369","1","15","1001"
"683","10201370","56011370","1","15","1002"
"684","10201371","56011371","1","15","1003"
"685","91002","56011371","50","8","0"
"686","10201372","56011372","1","15","1003"
"687","91002","56011372","100","8","0"
"688","10201373","56011373","1","15","1001"
"689","10201374","56011374","1","15","1002"
"690","10201375","56011375","1","15","1003"
"691","91002","56011375","50","8","0"
"692","10201376","56011376","1","15","1001"
"693","10201377","56011377","1","15","1002"
"694","10201378","56011378","1","15","1003"
"695","91002","56011378","50","8","0"
"696","10201379","56011379","1","15","1001"
"697","10201380","56011380","1","15","1002"
"698","10201381","56011381","1","15","1003"
"699","91002","56011381","50","8","0"
"700","10201382","56011382","1","15","1001"
"701","10201383","56011383","1","15","1002"
"702","10201384","56011384","1","15","1003"
"703","91002","56011384","50","8","0"
"704","10201385","56011385","1","15","1003"
"705","91002","56011385","100","8","0"
"706","10201386","56011386","1","15","1001"
"707","10201387","56011387","1","15","1002"
"708","10201388","56011388","1","15","1003"
"709","91002","56011388","50","8","0"
"710","10201389","56011389","1","15","1001"
"711","10201390","56011390","1","15","1002"
"712","10201391","56011391","1","15","1003"
"713","91002","56011391","50","8","0"
"714","10201392","56011392","1","15","1001"
"715","10201393","56011393","1","15","1002"
"716","10201394","56011394","1","15","1003"
"717","91002","56011394","50","8","0"
"718","10201395","56011395","1","15","1003"
"719","91002","56011395","100","8","0"
"720","10201396","56011396","1","15","1003"
"721","91002","56011396","100","8","0"
"722","10201397","56011397","1","15","1001"
"723","10201398","56011398","1","15","1002"
"724","10201399","56011399","1","15","1003"
"725","91002","56011399","50","8","0"
"726","10201400","56011400","1","15","1001"
"727","10201401","56011401","1","15","1002"
"728","10201402","56011402","1","15","1003"
"729","91002","56011402","50","8","0"
"730","10201403","56011403","1","15","1001"
"731","10201404","56011404","1","15","1002"
"732","10201405","56011405","1","15","1003"
"733","91002","56011405","50","8","0"
"734","10201406","56011406","1","15","1003"
"735","91002","56011406","100","8","0"
"736","10201407","56011407","1","15","1001"
"737","10201408","56011408","1","15","1002"
"738","10201409","56011409","1","15","1003"
"739","91002","56011409","50","8","0"
"740","10201410","56011410","1","15","1001"
"741","10201411","56011411","1","15","1002"
"742","10201412","56011412","1","15","1003"
"743","91002","56011412","50","8","0"
"744","10201413","56011413","1","15","1003"
"745","91002","56011413","100","8","0"
"746","10201414","56011414","1","15","1001"
"747","10201415","56011415","1","15","1002"
"748","10201416","56011416","1","15","1003"
"749","91002","56011416","50","8","0"
"750","10201417","56011417","1","15","1001"
"751","10201418","56011418","1","15","1002"
"752","10201419","56011419","1","15","1003"
"753","91002","56011419","50","8","0"
"754","10201420","56011420","1","15","1001"
"755","10201421","56011421","1","15","1002"
"756","10201422","56011422","1","15","1003"
"757","91002","56011422","50","8","0"
"758","10201423","56011423","1","15","1003"
"759","91002","56011423","100","8","0"
"760","10201424","56011424","1","15","1001"
"761","10201425","56011425","1","15","1002"
"762","10201426","56011426","1","15","1003"
"763","91002","56011426","50","8","0"
"764","10201427","56011427","1","15","1001"
"765","10201428","56011428","1","15","1002"
"766","10201429","56011429","1","15","1003"
"767","91002","56011429","50","8","0"
"768","10201430","56011430","1","15","1001"
"769","10201431","56011431","1","15","1002"
"770","10201432","56011432","1","15","1003"
"771","91002","56011432","50","8","0"
"772","10201433","56011433","1","15","1001"
"773","10201434","56011434","1","15","1002"
"774","10201435","56011435","1","15","1003"
"775","91002","56011435","50","8","0"
"776","10201436","56011436","1","15","1003"
"777","91002","56011436","100","8","0"
"778","10201437","56011437","1","15","1001"
"779","10201438","56011438","1","15","1002"
"780","10201439","56011439","1","15","1003"
"781","91002","56011439","50","8","0"
"782","10201440","56011440","1","15","1001"
"783","10201441","56011441","1","15","1002"
"784","10201442","56011442","1","15","1003"
"785","91002","56011442","50","8","0"
"786","10201443","56011443","1","15","1001"
"787","10201444","56011444","1","15","1002"
"788","10201445","56011445","1","15","1003"
"789","91002","56011445","50","8","0"
"790","10201446","56011446","1","15","1003"
"791","91002","56011446","100","8","0"
"792","10201447","56011447","1","15","1001"
"793","10201448","56011448","1","15","1002"
"794","10201449","56011449","1","15","1003"
"795","91002","56011449","50","8","0"
"796","10201450","56011450","1","15","1001"
"797","10201451","56011451","1","15","1002"
"798","10201452","56011452","1","15","1003"
"799","91002","56011452","50","8","0"
"800","10201453","56011453","1","15","1001"
"801","10201454","56011454","1","15","1002"
"802","10201455","56011455","1","15","1003"
"803","91002","56011455","50","8","0"
"804","10201456","56011456","1","15","1001"
"805","10201457","56011457","1","15","1002"
"806","10201458","56011458","1","15","1003"
"807","91002","56011458","50","8","0"
"808","10201459","56011459","1","15","1001"
"809","10201460","56011460","1","15","1002"
"810","10201461","56011461","1","15","1003"
"811","91002","56011461","50","8","0"
"812","10201462","56011462","1","15","1003"
"813","91002","56011462","100","8","0"
"814","10201463","56011463","1","15","1003"
"815","91002","56011463","100","8","0"
"816","10201464","56011464","1","15","1003"
"817","91002","56011464","100","8","0"
"818","10201465","56011465","1","15","1001"
"819","10201466","56011466","1","15","1002"
"820","10201467","56011467","1","15","1003"
"821","91002","56011467","50","8","0"
"822","10201468","56011468","1","15","1001"
"823","10201469","56011469","1","15","1002"
"824","10201470","56011470","1","15","1003"
"825","91002","56011470","50","8","0"
"826","10201471","56011471","1","15","1003"
"827","91002","56011471","100","8","0"
"828","10201472","56011472","1","15","1001"
"829","10201473","56011473","1","15","1002"
"830","10201474","56011474","1","15","1003"
"831","91002","56011474","50","8","0"
"832","10201475","56011475","1","15","1001"
"833","10201476","56011476","1","15","1002"
"834","10201477","56011477","1","15","1003"
"835","91002","56011477","50","8","0"
"836","10201484","56011484","1","15","1003"
"837","91002","56011484","100","8","0"
"838","10201485","56011485","1","15","1001"
"839","10201486","56011486","1","15","1002"
"840","10201487","56011487","1","15","1003"
"841","91002","56011487","50","8","0"
"842","10201488","56011488","1","15","1001"
"843","10201489","56011489","1","15","1002"
"844","10201490","56011490","1","15","1003"
"845","91002","56011490","50","8","0"
"846","10201491","56011491","1","15","1001"
