6e7597adffb7476c09e60f1a75f40577dda4f95a861cfab577c4a8bd1fb357ca,bb5226714ff8847fc4c610652a3276cf45dcbbd65f5d1843097791ae14727475,928881ae51f01887fe48347b7048b35b4fc63dd55830ee042c1f3fe450e5ab6b,8c7ae9e7e9bbd9169ecf2c63a7e5ea3e6b7f40908bb451318d0d2631cf83eceb,c65a763ad48d23ba76e3be5156484a49d4b98fb27cad9109e137c35cd6659bbb,f87eef8bfb681a45c57dcc515977dca437f3bc8a9ee8c906c06df1ca86929f59,195869711daa591c6b746eef7944a550a50afd3939ca696fc14515277686efe9,a0c18c411784dac1918ad8d3f9c64b9a036dce1589ae296a00bc5e25535d37ad,ed2e9ebc5b00ab8f94c86be1225225e5d3ee766e8c9901f2a02348838b42dfa8,1bed9ed6facd6dee9b2ce08f3701a17680bf78e56f871638dac9b0de1edb64ee,169d417f9413e5c688be4505702db23fb2baa045979949a43191eef45ba7083e,24a606a45c781241e52743b4b506d2b4df57c9d5cf54ed0be3178e3e8c84170c,6daccfacf08eef024fd30767acd352314b9cd53d24f5d8ef118f76d0921fb48b,c57a00cb130fadb154802f56994e0b7819ae61b8727c8510986a85a8e45d0d41,8f8357f70af977e611bb706602c1ac177af4443fbb66a04ea08f0be582af0ad2,e4524ab8275db42ccae5302f0722b3ad3a8ffe80eff3e9376efb72d0bb025e84,199b31b6b0ae04f08490c944484272c1507a490479cfce34d742e3815c0d5047,af8996dcbb3cc9dff2541dc4ebf13b7ddc396ba147f02240d441b8267d8e148d
"1002001","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","4004101","巨影復活","15","0","bgm_M220","2500000000000","480","1","1","2023/04/01","0","1002","2023/04/01 07:59:59","1250000000001","100584"
"1002002","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","4004102","巨影復活","16","0","bgm_M220","1250000000000","300","1","2","2023/04/01 08:00:00","0","1002","2023/04/01 12:59:59","750000000001","100584"
"1002003","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","4004103","巨影復活","17","0","bgm_M220","750000000000","300","1","3","2023/04/01 13:00:00","0","1002","2023/04/01 17:59:59","250000000001","100584"
"1002001","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","4004104","巨影復活","18","0","bgm_M220","250000000000","120","1","1","2023/04/01 18:00:00","0","1002","2023/04/01 19:59:59","125000000001","100584"
"1002002","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","19","0","bgm_M220","125000000000","240","1","2","2023/04/01 20:00:00","0","1002","2023/04/01 23:59:59","0","100584"
"1002004","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","4004109","巨影復活","22","0","bgm_M220","0","480","1","1","2023/04/01","0","1002","2023/04/01 07:59:59","0","100584"
"1002005","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","23","0","bgm_M220","0","300","1","2","2023/04/01 08:00:00","0","1002","2023/04/01 12:59:59","0","100584"
"1002006","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","24","0","bgm_M220","0","300","1","3","2023/04/01 13:00:00","0","1002","2023/04/01 17:59:59","0","100584"
"1002004","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","25","0","bgm_M220","0","180","1","1","2023/04/01 18:00:00","0","1002","2023/04/01 20:59:59","0","100584"
"1002005","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","26","0","bgm_M220","0","60","1","2","2023/04/01 21:00:00","0","1002","2023/04/01 21:59:59","0","100584"
"1002006","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","27","0","bgm_M220","0","60","1","3","2023/04/01 22:00:00","0","1002","2023/04/01 22:59:59","0","100584"
"1002004","蘭德索爾之戰 巨影復活　～04/01 23：59","bgm_M220","0","巨影復活","28","0","bgm_M220","0","60","1","1","2023/04/01 23:00:00","0","1002","2023/04/01 23:59:59","0","100584"
