d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"122911","3","","lsv_look_idle_normal","0","0","lsv_choice","1009801","1","1009801079","0.2"
"0.1","93","","","","","0","1009801","","1009801080",""
"122711","2","","0.33","-235","","-452","1009801","2","1009801081","0.2"
"122811","2","","0.33","-220","","420","1009801","2","1009801082","0.2"
"122911","2","","0.33","-250","","545","1009801","2","1009801083","0.2"
"0","22","","","1","0.2","0","1009801","","1009801084",""
"怪獸的寶寶。","103","","","0","","1009801088","1009801","","1009801085",""
"大隻的蛞蝓。","103","","","0","","1009801102","1009801","","1009801086",""
"有毒的生物。","103","","","0","","1009801115","1009801","","1009801087",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801088","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801089","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801090","0.2"
"0.1","93","","","","","0","1009801","","1009801091",""
"122711","2","","0.33","-235","","-200","1009801","2","1009801092","0.2"
"122811","2","","0.33","-220","","100","1009801","2","1009801093","0.2"
"122911","2","","0.33","-250","","270","1009801","2","1009801094","0.2"
"0.7","93","","","","","0","1009801","","1009801095",""
"122911","3","","","1","0.2","lsv_talk_wish_joy","1009801","","1009801096",""
"vo_lsv","21","","0","0","","vo_lsv_0132","1009801","","1009801097",""
"122911","11","0","1","10","0","怪獸先生？\n那一定會長很大吧～♪\n會長得比城堡還要大嗎？","1009801","1","1009801098","0"
"0","91","","","","","","1009801","","1009801099",""
"122911","3","","","1","0.2","lsv_idle_normal","1009801","","1009801100",""
"1009801129","101","","","","","","1009801","","1009801101",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801102","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801103","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801104","0.2"
"0.1","93","","","","","0","1009801","","1009801105",""
"122711","2","","0.33","-235","","-200","1009801","2","1009801106","0.2"
"122811","2","","0.33","-220","","100","1009801","2","1009801107","0.2"
"122911","2","","0.33","-250","","270","1009801","2","1009801108","0.2"
"0.7","93","","","","","0","1009801","","1009801109",""
"122811","3","","","1","0.2","lsv_talk_bitter_sad","1009801","","1009801110",""
"vo_lsv","21","","0","0","","vo_lsv_0133","1009801","","1009801111",""
"122811","11","0","1","10","0","咦──蛞蝓～？\n感覺不怎麼帥氣……\n那還是不要讓牠接近鹽好了？","1009801","1","1009801112","0"
"0","91","","","","","","1009801","","1009801113",""
"1009801129","101","","","","","","1009801","","1009801114",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801115","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801116","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009801","1","1009801117","0.2"
"0.1","93","","","","","0","1009801","","1009801118",""
"122711","2","","0.33","-235","","-200","1009801","2","1009801119","0.2"
"122811","2","","0.33","-220","","100","1009801","2","1009801120","0.2"
"122911","2","","0.33","-250","","270","1009801","2","1009801121","0.2"
"0.7","93","","","","","0","1009801","","1009801122",""
"122711","3","","","1","0.2","lsv_talk_normal_worry","1009801","","1009801123",""
"vo_lsv","21","","0","0","","vo_lsv_0134","1009801","","1009801124",""
"122711","11","0","1","10","0","大家都一起摸過牠了，\n這不可能啦。\n更何況……牠那麼可愛。","1009801","1","1009801125","0"
"0","91","","","","","","1009801","","1009801126",""
"122711","3","","","1","0.2","lsv_idle_normal","1009801","","1009801127",""
"1009801129","101","","","","","","1009801","","1009801128",""
"0","91","","","","","","1009801","","1009801129",""
"122811","3","","lsv_talk_arm_crossed_loop_joy","0","0","lsv_talk_arm_crossed_joy","1009801","1","1009801130","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0135","1009801","","1009801131",""
"122811","11","0","1","10","0","哎，不管怎麼樣，\n養養看就知道啦！\n那麼，一起加油吧──！","1009801","1","1009801132","0"
"0","91","","","","","","1009801","","1009801133",""
"122811","3","","lsv_idle_normal_joy","0","0","lsv_handsup_joy","1009801","1","1009801134","0.2"
"122911","3","","lsv_idle_normal_joy","0","0","lsv_handsup_joy","1009801","1","1009801135","0.2"
"122711","3","","lsv_idle_normal_joy","0","0","lsv_handsup_joy2","1009801","1","1009801136","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0136","1009801","","1009801137",""
"122811","11","0","1","10","0","喔──！","1009801","1","1009801138","0"
"122911","11","0","1","10","0","喔──！","1009801","1","1009801139","0"
"122711","11","0","1","10","0","喔──！","1009801","1","1009801140","0"
"0","91","","","","","","1009801","","1009801141",""
"0","22","","","","","0.2","1009801","","1009801142",""
"0.2","93","","","","","","1009801","","1009801143",""
"","102","","","","","","1009801","","1009801144",""
"122911","12","0","0","1","0","7","1009801","0","1009801145","0"
"122911","3","","","1","0.2","lsv_talk_joy3","1009801","","1009801146",""
"3","93","","","","","0","1009801","","1009801147",""
"122911","3","","","1","0.2","lsv_idle_normal_joyR","1009801","","1009801148",""
"122811","12","0","0","1","0","6","1009801","0","1009801149","0"
"122811","3","","lsv_talk_guts1_loop","0","0","lsv_talk_guts1","1009801","1","1009801150","0.2"
"3","93","","","","","0","1009801","","1009801151",""
"122811","3","","","1","0.2","lsv_idle_joy","1009801","","1009801152",""
"122711","12","0","0","1","0","10","1009801","0","1009801153","0"
"122711","3","","","1","0.2","lsv_talk_joy1_normal","1009801","","1009801154",""
"3","93","","","","","0","1009801","","1009801155",""
"122711","3","","","1","0.2","lsv_idle_normal_joy","1009801","","1009801156",""
"1009801145","101","","","","","","1009801","","1009801157",""
"333","6","","1","1","1","1","1009801","0","1009801158","0"
"122711","4","","","","","1","1009801","","1009801159",""
"122711","3","","","1","0.2","lsv_run","1009801","","1009801160",""
"122711","2","","0.8","-235","","-750","1009801","0","1009801161",""
"122811","4","","","","","0","1009801","","1009801162",""
"122811","3","","","1","0.2","lsv_run","1009801","","1009801163",""
"122811","2","","0.8","-220","","750","1009801","0","1009801164",""
"122911","4","","","","","0","1009801","","1009801165",""
"122911","3","","","1","0.2","lsv_run","1009801","","1009801166",""
"122911","2","","0.8","-250","","850","1009801","0","1009801167",""
"0.6","93","","","","","","1009801","","1009801168",""
"122711","6","","1","1","0.2","1","1009801","0","1009801169","0"
"122811","6","","1","1","0.2","1","1009801","0","1009801170","0"
"122911","6","","1","1","0.2","1","1009801","0","1009801171","0"
"0","91","","","","","","1009801","","1009801172",""
"1","1","lsv_idle_normal","-650","102","1.95","122911","1009802","-235","1009802001","0"
"1","1","lsv_idle_normal","650","100","1.95","122811","1009802","-220","1009802002","1"
"1","1","lsv_idle_normal","750","101","1.95","122711","1009802","-250","1009802003","1"
"1","5","lsv_white_loop","0","0","1","333","1009802","0","1009802004","0"
"333","6","","1","1","0","1","1009802","0","1009802005","0"
"122911","6","","1","1","0","1","1009802","0","1009802006","0"
"122811","6","","1","1","0","1","1009802","0","1009802007","0"
"122711","6","","1","1","0","1","1009802","0","1009802008","0"
"1","93","","","","","0","1009802","","1009802009",""
"333","6","","1","1","0.8","1","1009802","0.4","1009802010","0"
"122911","3","","","1","0.2","lsv_walk","1009802","","1009802011",""
"122911","2","","2","-235","","-200","1009802","0","1009802012",""
"122911","6","","1","1","0.4","1","1009802","1","1009802013","0"
"122811","3","","","1","0.2","lsv_walk","1009802","","1009802014",""
"122811","2","","2","-220","","100","1009802","0","1009802015",""
"122811","6","","1","1","0.4","1","1009802","1","1009802016","0"
"122711","3","","","1","0.2","lsv_walk","1009802","","1009802017",""
"122711","2","","2","-250","","270","1009802","0","1009802018",""
"122711","6","","1","1","0.4","1","1009802","1","1009802019","0"
"2","93","","","","","0","1009802","","1009802020",""
"122911","3","","","1","0.2","lsv_idle_normal","1009802","","1009802021",""
"122811","3","","","1","0.2","lsv_idle_normal","1009802","","1009802022",""
"122711","3","","","1","0.2","lsv_idle_normal","1009802","","1009802023",""
"0.6","93","","","","","0","1009802","","1009802024",""
"122811","3","","","1","0.2","lsv_talk_sad_dead","1009802","","1009802025",""
"vo_lsv","21","","0","0","","vo_lsv_0221","1009802","","1009802026",""
"122811","11","0","1","10","0","雖然又去了一次海邊，\n還是找不到\n小繆的家人耶。","1009802","1","1009802027","0"
"0","91","","","","","","1009802","","1009802028",""
"122811","3","","","1","0.2","lsv_idle_sad_talk1","1009802","","1009802029",""
"122711","3","","","1","0.2","lsv_talk_thinking_sadR","1009802","","1009802030",""
"vo_lsv","21","","0","0","","vo_lsv_0222","1009802","","1009802031",""
"122711","11","0","1","10","0","嗯，不僅如此，\n搞不懂的事\n又更多了呢。","1009802","1","1009802032","0"
"0","91","","","","","","1009802","","1009802033",""
"122711","3","","","1","0.2","lsv_idle_normal_suprise1","1009802","","1009802034",""
"122811","3","","","1","0.2","lsv_idle_normal","1009802","","1009802035",""
"122911","3","","","1","0.2","lsv_talk_normal","1009802","","1009802036",""
"vo_lsv","21","","0","0","","vo_lsv_0223","1009802","","1009802037",""
"122911","11","0","1","10","0","但知道小繆\n會吃什麼了呢～\n跟我們吃一樣的就行了♪","1009802","1","1009802038","0"
"0","91","","","","","","1009802","","1009802039",""
"122911","3","","","1","0.2","lsv_idle_normal_joyR","1009802","","1009802040",""
"122711","3","","","1","0.2","lsv_talk_normal","1009802","","1009802041",""
"vo_lsv","21","","0","0","","vo_lsv_0224","1009802","","1009802042",""
"122711","11","0","1","10","0","啊，確實如此。\n這件事有搞清楚\n真是太好了。","1009802","1","1009802043","0"
"0","91","","","","","","1009802","","1009802044",""
"122711","3","","","1","0.2","lsv_idle_normal","1009802","","1009802045",""
"122911","3","","","1","0.2","lsv_talk_surprise","1009802","","1009802046",""
"vo_lsv","21","","0","0","","vo_lsv_0225","1009802","","1009802047",""
"122911","11","0","1","10","0","小繆會喜歡\n哪種食物呢～？\n哥哥知道嗎？","1009802","1","1009802048","0"
"0","91","","","","","","1009802","","1009802049",""
"122911","3","","","1","0.2","lsv_idle_surprise_talkjoy","1009802","","1009802050",""
"122911","3","","lsv_look_idle_normal","0","0","lsv_choice","1009802","1","1009802051","0.2"
"122811","3","","lsv_look_idle_normal","0","0","lsv_choice","1009802","1","1009802052","0.2"
"122711","3","","lsv_look_idle_normal","0","0","lsv_choice","1009802","1","1009802053","0.2"
"0.1","93","","","","","0","1009802","","1009802054",""
"122911","2","","0.33","-235","","-452","1009802","2","1009802055","0.2"
"122811","2","","0.33","-220","","420","1009802","2","1009802056","0.2"
"122711","2","","0.33","-250","","545","1009802","2","1009802057","0.2"
"0","22","","","1","0.2","0","1009802","","1009802058",""
"蛋糕。","103","","","0","","1009802062","1009802","","1009802059",""
"蘋果。","103","","","0","","1009802086","1009802","","1009802060",""
"麵包。","103","","","0","","1009802109","1009802","","1009802061",""
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802062","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802063","0.2"
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802064","0.2"
"0.1","93","","","","","0","1009802","","1009802065",""
"122911","2","","0.33","-235","","-200","1009802","2","1009802066","0.2"
"122811","2","","0.33","-220","","100","1009802","2","1009802067","0.2"
"122711","2","","0.33","-250","","270","1009802","2","1009802068","0.2"
"0.7","93","","","","","0","1009802","","1009802069",""
"122911","3","","","1","0.2","lsv_talk_joy3","1009802","","1009802070",""
"vo_lsv","21","","0","0","","vo_lsv_0226","1009802","","1009802071",""
"122911","11","0","1","10","0","蛋糕很好吃嘛～\n美美也最～喜歡了♪","1009802","1","1009802072","0"
"0","91","","","","","","1009802","","1009802073",""
"122911","3","","","1","0.2","lsv_idle_normal_joy","1009802","","1009802074",""
"122811","3","","","1","0.2","lsv_talk_wish_joy","1009802","","1009802075",""
"vo_lsv","21","","0","0","","vo_lsv_0227","1009802","","1009802076",""
"122811","11","0","1","10","0","蛋糕……既然如此，\n也來調查牠喜歡哪種蛋糕吧！\n這樣一定更好！","1009802","1","1009802077","0"
"0","91","","","","","","1009802","","1009802078",""
"122811","3","","","1","0.2","lsv_idle_wish_joy","1009802","","1009802079",""
"122711","3","","lsv_talk_doya_shy_loop","0","0","lsv_talk_doya_shy","1009802","1","1009802080","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0228","1009802","","1009802081",""
"122711","11","0","1","10","0","說是這麼說，其實只是\n妳自己想吃各種蛋糕吧……\n不過我也贊成♪","1009802","1","1009802082","0"
"0","91","","","","","","1009802","","1009802083",""
"122711","3","","","1","0.2","lsv_idle_doya","1009802","","1009802084",""
"1009802133","101","","","","","","1009802","","1009802085",""
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802086","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802087","0.2"
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802088","0.2"
"0.1","93","","","","","0","1009802","","1009802089",""
"122911","2","","0.33","-235","","-200","1009802","2","1009802090","0.2"
"122811","2","","0.33","-220","","100","1009802","2","1009802091","0.2"
"122711","2","","0.33","-250","","270","1009802","2","1009802092","0.2"
"0.7","93","","","","","0","1009802","","1009802093",""
"122711","3","","","1","0.2","lsv_talk_thinking_joyR","1009802","","1009802094",""
"vo_lsv","21","","0","0","","vo_lsv_0229","1009802","","1009802095",""
"122711","11","0","1","10","0","蘋果……水果啊。\n很健康，我覺得很不錯。","1009802","1","1009802096","0"
"0","91","","","","","","1009802","","1009802097",""
"122711","3","","","1","0.2","lsv_idle_normal_joy","1009802","","1009802098",""
"122911","3","","lsv_talk_guts2_joy_loop","0","0","lsv_talk_guts2_joy","1009802","1","1009802099","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0230","1009802","","1009802100",""
"122911","11","0","1","10","0","美美喜歡切成\n兔子形狀的蘋果～♪","1009802","1","1009802101","0"
"0","91","","","","","","1009802","","1009802102",""
"122911","3","","","1","0.2","lsv_idle_normal_joyR","1009802","","1009802103",""
"122811","3","","lsv_talk_guts2_loop","0","0","lsv_talk_guts2","1009802","1","1009802104","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0231","1009802","","1009802105",""
"122811","11","0","1","10","0","我們也切給牠吃吧！\n雖然好像很難，\n但總會有辦法的！","1009802","1","1009802106","0"
"0","91","","","","","","1009802","","1009802107",""
"1009802133","101","","","","","","1009802","","1009802108",""
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802109","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802110","0.2"
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009802","1","1009802111","0.2"
"0.1","93","","","","","0","1009802","","1009802112",""
"122911","2","","0.33","-235","","-200","1009802","2","1009802113","0.2"
"122811","2","","0.33","-220","","100","1009802","2","1009802114","0.2"
"122711","2","","0.33","-250","","270","1009802","2","1009802115","0.2"
"0.7","93","","","","","0","1009802","","1009802116",""
"122811","3","","","1","0.2","lsv_talk_normal_worry","1009802","","1009802117",""
"vo_lsv","21","","0","0","","vo_lsv_0232","1009802","","1009802118",""
"122811","11","0","1","10","0","麵包啊……感覺好普通喔──\n我們也每天都在吃。","1009802","1","1009802119","0"
"0","91","","","","","","1009802","","1009802120",""
"122811","3","","","1","0.2","lsv_idle_normal_suprise1","1009802","","1009802121",""
"122711","3","","","1","0.2","lsv_talk_normal","1009802","","1009802122",""
"vo_lsv","21","","0","0","","vo_lsv_0233","1009802","","1009802123",""
"122711","11","0","1","10","0","不過，如果真的討厭\n是沒辦法每天吃的。\n而且也能換換口味。","1009802","1","1009802124","0"
"0","91","","","","","","1009802","","1009802125",""
"122711","3","","","1","0.2","lsv_idle_normal","1009802","","1009802126",""
"122911","3","","","1","0.2","lsv_talk_wish_joy","1009802","","1009802127",""
"vo_lsv","21","","0","0","","vo_lsv_0234","1009802","","1009802128",""
"122911","11","0","1","10","0","如果是三明治，\n我們或許也做得出來！\n來做做看吧～♪","1009802","1","1009802129","0"
"0","91","","","","","","1009802","","1009802130",""
"122911","3","","","1","0.2","lsv_idle_wish_joyR","1009802","","1009802131",""
"1009802133","101","","","","","","1009802","","1009802132",""
"0","91","","","","","","1009802","","1009802133",""
"","102","","","","","","1009802","","1009802134",""
"0","22","","","","","0.2","1009802","","1009802135",""
"0.2","93","","","","","","1009802","","1009802136",""
"122811","12","0","0","1","0","11","1009802","0","1009802137","0"
"122811","3","","lsv_surprise3_kira_loop","0","0.2","lsv_surprise3_kira","1009802","1","1009802138","0.2"
"3","93","","","","","0","1009802","","1009802139",""
"122811","3","","","1","0.2","lsv_idle_normal_joy","1009802","","1009802140",""
"122711","12","0","0","1","0","10","1009802","0","1009802141","0"
"122711","3","","","1","0.2","lsv_talk_joy3_dere","1009802","","1009802142",""
"3","93","","","","","0","1009802","","1009802143",""
"122711","3","","","1","0.2","lsv_idle_normal_joy","1009802","","1009802144",""
"122911","12","0","0","1","0","7","1009802","0","1009802145","0"
"122911","3","","","1","0.2","lsv_talk_memory","1009802","","1009802146",""
"3","93","","","","","0","1009802","","1009802147",""
"122911","3","","","1","0.2","lsv_idle_normal_joyR","1009802","","1009802148",""
"1009802137","101","","","","","","1009802","","1009802149",""
"333","6","","1","1","1","1","1009802","0","1009802150","0"
"122911","4","","","","","1","1009802","","1009802151",""
"122911","3","","","1","0.2","lsv_run","1009802","","1009802152",""
"122911","2","","0.8","-235","","-750","1009802","0","1009802153",""
"122811","4","","","","","0","1009802","","1009802154",""
"122811","3","","","1","0.2","lsv_run","1009802","","1009802155",""
"122811","2","","0.8","-220","","750","1009802","0","1009802156",""
"122711","4","","","","","0","1009802","","1009802157",""
"122711","3","","","1","0.2","lsv_run","1009802","","1009802158",""
"122711","2","","0.8","-250","","850","1009802","0","1009802159",""
"0.6","93","","","","","","1009802","","1009802160",""
"122911","6","","1","1","0.2","1","1009802","0","1009802161","0"
"122811","6","","1","1","0.2","1","1009802","0","1009802162","0"
"122711","6","","1","1","0.2","1","1009802","0","1009802163","0"
"0","91","","","","","","1009802","","1009802164",""
"1","1","lsv_idle_normal","-700","101","1.95","100411","1009803","-220","1009803001","0"
"1","1","lsv_idle_normal","-550","100","1.95","103611","1009803","-235","1009803002","0"
"1","1","lsv_idle_normal","-800","102","1.95","102011","1009803","-250","1009803003","0"
"1","5","lsv_white_loop","0","0","1","333","1009803","0","1009803004","0"
"333","6","","1","1","0","1","1009803","0","1009803005","0"
"3","31","","110","-630","0","13","1009803","1.3","1009803006",""
"100411","6","","1","1","0","1","1009803","0","1009803007","0"
"103611","6","","1","1","0","1","1009803","0","1009803008","0"
"102011","6","","1","1","0","1","1009803","0","1009803009","0"
"1","93","","","","","0","1009803","","1009803010",""
"333","6","","1","1","0.8","1","1009803","0.4","1009803011","0"
"100411","3","","","1","0.2","lsv_walk_glad","1009803","","1009803012",""
"100411","2","","2","-220","","-100","1009803","0","1009803013",""
"100411","6","","1","1","0.4","1","1009803","1","1009803014","0"
"103611","3","","","1","0.2","lsv_walk_glad2","1009803","","1009803015",""
"103611","2","","2.2","-235","","100","1009803","0","1009803016",""
"103611","6","","1","1","0.4","1","1009803","1","1009803017","0"
"102011","3","","","1","0.2","lsv_walk_glad","1009803","","1009803018",""
"102011","2","","2","-250","","-270","1009803","0","1009803019",""
"102011","6","","1","1","0.4","1","1009803","1","1009803020","0"
"13","32","","","","","1","1009803","","1009803021",""
"13","33","","2","110","","-180","1009803","0","1009803022",""
"2","93","","","","","","1009803","","1009803023",""
"13","32","","","","","0","1009803","","1009803024",""
"100411","3","","","1","0.2","lsv_idle_normal","1009803","","1009803025",""
"102011","3","","","1","0.2","lsv_idle_normal","1009803","","1009803026",""
"0.2","93","","","","","","1009803","","1009803027",""
"103611","4","","","","","1","1009803","","1009803028",""
"103611","3","","","1","0.2","lsv_idle_normal","1009803","","1009803029",""
"0.5","93","","","","","","1009803","","1009803030",""
"100411","12","","","0.5","0","10","1009803","","1009803031","0"
"100411","3","","lsv_idle_normal","0","0","lsv_smile2","1009803","1","1009803032","0.2"
