6b24d572255ec13761eece004309603ed2da97d4c8e33e40c944bbef89640f7e,d2234983530b0666fa9014945ffcd4e5c3df67db48e6c8274ed3df97f9cb7a9f,68cecaac99066a27da85c1a3399c4c4349020aaef11e7c6862a30cf5105f4ea9,ff9813cd35cada88bc64529f18de76a296de8ca5f33ac20c234f19a529d89b0c,fc24a1ba9918e849778486ae33d1696a7a3b7cf77977ab1f22a25b3a9e5d7217,185cf227557fd6cfac98648ba49b2a44d5d3d946dc1ffd082b11ba6b2044ca32,75f1e7f9e9b3788717bb5a2b7f977d478c572a23686f43506069f6a196695a85,92323c84ed3daae655c5909b8eb2b99b24180cbae1cf8a3e7910a7cfa72c1c5e,3f1cff6a1b8dce3616519b82a219de520e97e8df59efd31705d5a0129433a297,d12bec8a89cc5dc6e2e5259fa31137f52fc4a11139e4627f0fc1bc187b068539,46175bcf8f8a3720dfc0e9208efb4f35e1db851ab0d4850641d222af28d3d148
"30025","380000","2019/06/03 16:00:00","25","0","380000","2019/06/17 15:59:59","0","0","1","0"
"30026","380000","2019/06/17 16:00:00","26","0","380000","2019/07/01 15:59:59","0","0","1","0"
"50027","380000","2019/07/01 16:00:00","27","380000","0","2019/07/15 15:59:59","0","380000","2","0"
"30028","380000","2019/07/15 16:00:00","28","0","380000","2019/07/26 15:59:59","0","0","1","0"
"30029","380000","2019/07/26 16:00:00","29","0","380000","2019/08/01 15:59:59","0","0","1","0"
"30031","380000","2019/08/01 16:00:00","30","0","380000","2019/08/15 15:59:59","0","0","1","0"
"30032","380000","2019/08/15 16:00:00","31","0","380000","2019/08/28 15:59:59","0","0","1","0"
"50033","380000","2019/09/02 16:00:00","33","380000","0","2019/09/09 15:59:59","0","380000","2","0"
"30035","380000","2019/09/17 16:00:00","34","0","380000","2019/09/20 15:59:59","0","0","1","0"
"30036","380000","2019/09/20 16:00:00","35","0","380000","2019/10/01 15:59:59","0","0","1","0"
"30037","380000","2019/10/01 16:00:00","36","0","380000","2019/10/15 15:59:59","0","0","1","0"
"30038","380000","2019/10/15 16:00:00","37","0","380000","2019/10/18 15:59:59","0","0","1","0"
"30039","380000","2019/10/18 16:00:00","38","0","380000","2019/11/01 15:59:59","0","0","1","0"
"30040","380000","2019/11/01 16:00:00","39","0","380000","2019/11/15 15:59:59","0","0","1","0"
"30041","380000","2019/11/15 16:00:00","40","0","380000","2019/11/19 15:59:59","0","0","1","0"
"30042","380000","2019/11/19 16:00:00","41","0","380000","2019/12/02 15:59:59","0","0","1","0"
"30043","380000","2019/12/02 16:00:00","42","0","380000","2019/12/13 15:59:59","0","0","1","0"
"30044","380000","2019/12/13 16:00:00","43","0","380000","2019/12/16 15:59:59","0","0","1","0"
"30046","380000","2019/12/30 16:00:00","45","0","380000","2020/01/02 15:59:59","0","0","1","0"
"30047","380000","2020/01/02 16:00:00","46","0","380000","2020/01/10 15:59:59","0","0","1","0"
"30048","380000","2020/01/10 16:00:00","47","0","380000","2020/01/21 15:59:59","0","0","1","0"
"50049","380000","2020/01/21 16:00:00","48","380000","0","2020/01/28 15:59:59","0","380000","2","0"
"30050","380000","2020/01/28 16:00:00","49","0","380000","2020/02/04 15:59:59","0","0","1","0"
"30052","380000","2020/02/04 16:00:00","51","0","380000","2020/02/14 15:59:59","0","0","1","0"
"30053","380000","2020/02/14 16:00:00","52","0","380000","2020/02/19 15:59:59","0","0","1","0"
"30054","380000","2020/02/19 16:00:00","53","0","380000","2020/03/04 15:59:59","0","0","1","0"
"30055","380000","2020/03/04 16:00:00","54","0","380000","2020/03/13 15:59:59","0","0","1","0"
"30056","380000","2020/03/13 16:00:00","55","0","380000","2020/03/19 15:59:59","0","0","1","0"
"30057","380000","2020/03/19 16:00:00","56","0","380000","2020/04/01 15:59:59","0","0","1","0"
"30058","380000","2020/04/01 16:00:00","57","0","380000","2020/04/14 15:59:59","0","0","1","0"
"30059","380000","2020/04/14 16:00:00","58","0","380000","2020/04/22 15:59:59","0","0","1","0"
"30060","380000","2020/04/22 16:00:00","59","0","380000","2020/05/05 15:59:59","0","0","1","0"
"50061","380000","2020/05/05 16:00:00","60","380000","0","2020/05/08 15:59:59","0","380000","2","0"
"30063","380000","2020/05/15 16:00:00","61","0","380000","2020/05/22 15:59:59","0","0","1","0"
"30064","380000","2020/05/22 16:00:00","62","0","380000","2020/06/03 15:59:59","0","0","1","0"
"30065","380000","2020/06/03 16:00:00","63","0","380000","2020/06/15 15:59:59","0","0","1","0"
"30066","380000","2020/06/15 16:00:00","64","0","380000","2020/06/22 15:59:59","0","0","1","0"
"50067","380000","2020/06/22 16:00:00","65","380000","0","2020/07/02 15:59:59","0","380000","2","0"
"30068","380000","2020/08/03 16:00:00","66","0","380000","2020/08/06 15:59:59","0","0","1","0"
"30069","380000","2020/09/30 16:00:00","67","0","380000","2020/10/13 15:59:59","0","0","1","0"
"30070","380000","2020/10/13 16:00:00","68","0","380000","2020/10/26 15:59:59","0","0","1","0"
"30071","380000","2020/08/17 16:00:00","69","0","380000","2020/08/21 15:59:59","0","0","1","0"
"30072","380000","2020/07/02 16:00:00","70","0","380000","2020/07/13 15:59:59","0","0","1","0"
"30073","380000","2020/07/13 16:00:00","71","0","380000","2020/07/20 15:59:59","0","0","1","0"
"30074","380000","2020/07/20 16:00:00","72","0","380000","2020/07/30 15:59:59","0","0","1","0"
"30075","380000","2020/07/30 16:00:00","73","0","380000","2020/08/03 15:59:59","0","0","1","0"
"30076","380000","2020/08/06 16:00:00","74","0","380000","2020/08/17 15:59:59","0","0","1","0"
"30077","380000","2020/09/11 16:00:00","75","0","380000","2020/09/16 15:59:59","0","0","1","0"
"30078","380000","2020/08/21 16:00:00","76","0","380000","2020/09/01 11:59:59","0","0","1","0"
"50079","380000","2020/09/01 16:00:00","77","380000","0","2020/09/04 15:59:59","0","380000","2","0"
"30080","380000","2020/09/04 16:00:00","78","0","380000","2020/09/11 15:59:59","0","0","1","0"
"30081","380000","2020/10/26 16:00:00","79","0","380000","2020/11/02 15:59:59","0","0","1","0"
"30082","380000","2020/09/16 16:00:00","80","0","380000","2020/09/24 15:59:59","0","0","1","0"
"30083","380000","2020/09/24 16:00:00","81","0","380000","2020/09/30 15:59:59","0","0","1","0"
"50084","380000","2020/11/02 16:00:00","82","380000","0","2020/11/05 15:59:59","0","380000","2","0"
"30085","380000","2020/11/05 16:00:00","83","0","380000","2020/11/13 15:59:59","0","0","1","0"
"30086","380000","2020/11/13 16:00:00","84","0","380000","2020/11/18 15:59:59","0","0","1","0"
"30087","380000","2020/11/18 16:00:00","85","0","380000","2020/11/26 15:59:59","0","0","1","0"
"30088","380000","2020/11/26 16:00:00","86","0","380000","2020/12/01 15:59:59","0","0","1","0"
"30089","380000","2020/12/01 16:00:00","87","0","380000","2020/12/04 15:59:59","0","0","1","0"
"30090","380000","2020/12/04 16:00:00","88","0","380000","2020/12/14 15:59:59","0","0","1","0"
"30091","380000","2020/12/14 16:00:00","89","0","380000","2020/12/18 15:59:59","0","0","1","0"
"40003","380000","2020/12/26 16:00:00","90","0","380000","2021/01/06 15:59:59","0","0","1","0"
"30093","380000","2020/12/21 16:00:00","91","0","380000","2020/12/26 15:59:59","0","0","1","0"
"50094","380000","2020/12/18 16:00:00","92","380000","0","2020/12/21 15:59:59","0","380000","2","0"
"30095","380000","2021/01/06 16:00:00","93","0","380000","2021/01/15 15:59:59","0","0","1","0"
"30096","380000","2021/01/15 16:00:00","94","0","380000","2021/01/20 15:59:59","0","0","1","0"
"30097","380000","2021/01/20 16:00:00","95","0","380000","2021/02/01 15:59:59","0","0","1","0"
"30098","380000","2021/02/01 16:00:00","96","0","380000","2021/02/11 15:59:59","0","0","1","0"
"30099","380000","2021/02/15 16:00:00","97","0","380000","2021/02/19 15:59:59","0","0","1","0"
"30100","380000","2021/02/19 16:00:00","98","0","380000","2021/03/02 15:59:59","0","0","1","0"
"30101","380000","2021/03/12 16:00:00","99","0","380000","2021/03/17 15:59:59","0","0","1","0"
"30102","380000","2021/03/02 16:00:00","100","0","380000","2021/03/12 15:59:59","0","0","1","0"
"30103","380000","2021/04/16 16:00:00","101","0","380000","2021/04/27 15:59:59","0","0","1","0"
"30104","380000","2021/03/28 16:00:00","102","0","380000","2021/04/06 15:59:59","0","0","1","0"
"30105","380000","2021/04/06 16:00:00","103","0","380000","2021/04/16 15:59:59","0","0","1","0"
"30106","380000","2021/03/17 16:00:00","104","0","380000","2021/03/28 15:59:59","0","0","1","0"
"30107","380000","2021/04/27 16:00:00","105","0","380000","2021/05/07 15:59:59","0","0","1","0"
"50108","380000","2021/02/11 16:00:00","106","380000","0","2021/02/15 15:59:59","0","380000","2","0"
"30109","380000","2021/05/07 16:00:00","107","0","380000","2021/05/16 15:59:59","0","0","1","0"
"30110","380000","2021/05/16 16:00:00","108","0","380000","2021/05/21 15:59:59","0","0","1","0"
"30111","380000","2021/05/21 16:00:00","109","0","380000","2021/05/26 15:59:59","0","0","1","0"
"30112","380000","2021/05/26 16:00:00","110","0","380000","2021/06/04 15:59:59","0","0","1","0"
"30113","380000","2021/06/04 16:00:00","111","0","380000","2021/06/14 15:59:59","0","0","1","0"
"30114","380000","2021/06/14 16:00:00","112","0","380000","2021/06/19 15:59:59","0","0","1","0"
"40004","380000","2021/06/19 16:00:00","113","0","380000","2021/06/27 15:59:59","0","0","1","0"
"30117","380000","2021/06/27 16:00:00","114","380000","380000","2021/07/02 15:59:59","0","380000","2","0"
"50119","380000","2021/07/02 16:00:00","115","380000","0","2021/07/05 15:59:59","0","380000","2","0"
"30120","380000","2021/07/05 16:00:00","116","0","380000","2021/07/14 15:59:59","0","0","1","0"
"30121","380000","2021/08/09 16:00:00","117","0","380000","2021/08/25 15:59:59","0","0","1","0"
"30122","380000","2021/07/14 16:00:00","118","0","380000","2021/07/24 15:59:59","0","0","1","0"
"30123","380000","2021/07/21 16:00:00","119","0","380000","2021/07/30 15:59:59","0","0","1","0"
"30125","380000","2021/08/01 16:00:00","120","0","380000","2021/08/09 15:59:59","0","0","1","0"
"30126","380000","2021/07/14 16:00:00","121","0","380000","2021/07/21 15:59:59","0","0","1","0"
"30127","380000","2021/08/25 16:00:00","122","0","380000","2021/09/01 15:59:59","0","0","1","0"
"30128","380000","2021/08/25 16:00:00","123","0","380000","2021/08/31 15:59:59","0","0","1","0"
"50129","380000","2021/07/30 16:00:00","124","380000","0","2021/08/01 15:59:59","0","380000","2","0"
"30130","380000","2021/09/01 16:00:00","125","0","380000","2021/09/12 15:59:59","0","0","1","0"
"30131","380000","2021/09/12 16:00:00","126","0","380000","2021/09/22 15:59:59","0","0","1","0"
"30133","380000","2021/09/22 16:00:00","127","0","380000","2021/10/02 15:59:59","0","0","1","0"
"30134","380000","2021/10/02 16:00:00","128","0","380000","2021/10/11 15:59:59","0","0","1","0"
"30135","380000","2021/10/11 16:00:00","129","0","380000","2021/10/18 15:59:59","0","0","1","0"
"30137","380000","2021/10/18 16:00:00","130","0","380000","2021/10/26 15:59:59","0","0","1","0"
"30136","380000","2021/10/18 16:00:00","131","0","380000","2021/10/22 15:59:59","0","0","1","0"
"30138","380000","2021/10/22 16:00:00","132","0","380000","2021/10/26 15:59:59","0","0","1","0"
"30139","380000","2021/10/26 16:00:00","133","0","380000","2021/11/01 15:59:59","0","0","1","0"
"50140","380000","2021/11/01 16:00:00","134","380000","0","2021/11/04 15:59:59","0","380000","2","0"
"30141","380000","2021/11/04 16:00:00","135","0","380000","2021/11/13 15:59:59","0","0","1","0"
"30142","380000","2021/11/09 16:00:00","136","0","380000","2021/11/16 15:59:59","0","0","1","0"
"30144","380000","2021/11/16 16:00:00","137","0","380000","2021/11/25 15:59:59","0","0","1","0"
"30143","380000","2021/11/16 16:00:00","138","0","380000","2021/11/20 15:59:59","0","0","1","0"
"30145","380000","2021/11/20 16:00:00","139","0","380000","2021/11/25 15:59:59","0","0","1","0"
"30146","380000","2021/11/25 16:00:00","140","0","380000","2021/12/02 15:59:59","0","0","1","0"
"30147","380000","2021/12/02 16:00:00","141","0","380000","2021/12/11 15:59:59","0","0","1","0"
"30148","380000","2021/12/11 16:00:00","142","0","380000","2021/12/17 15:59:59","0","0","1","0"
"40005","380000","2021/12/17 16:00:00","143","0","380000","2021/12/25 15:59:59","0","0","1","0"
"30150","380000","2021/12/25 16:00:00","144","0","380000","2022/01/02 15:59:59","0","0","1","0"
"50151","380000","2022/01/02 16:00:00","145","380000","0","2022/01/05 15:59:59","0","380000","2","0"
"30152","380000","2022/01/05 16:00:00","146","0","380000","2022/01/10 15:59:59","0","0","1","0"
"30153","380000","2022/01/10 16:00:00","147","0","380000","2022/01/15 15:59:59","0","0","1","0"
"30154","380000","2022/01/15 16:00:00","148","0","380000","2022/01/20 15:59:59","0","0","1","0"
"40006","380000","2022/01/20 16:00:00","149","0","380000","2022/01/26 15:59:59","0","0","1","0"
"30157","380000","2022/01/26 16:00:00","150","0","380000","2022/02/01 15:59:59","0","0","1","0"
"30156","380000","2022/01/26 16:00:00","151","0","380000","2022/02/01 15:59:59","0","0","1","0"
"30158","380000","2022/02/04 16:00:00","152","0","380000","2022/02/12 15:59:59","0","0","1","0"
"30159","380000","2022/02/12 16:00:00","153","0","380000","2022/02/19 15:59:59","0","0","1","0"
"30160","380000","2022/02/19 16:00:00","154","0","380000","2022/02/26 15:59:59","0","0","1","0"
"30161","380000","2022/02/26 16:00:00","155","0","380000","2022/03/07 15:59:59","0","0","1","0"
"50162","380000","2022/02/01 16:00:00","156","380000","0","2022/02/04 15:59:59","0","380000","2","0"
"30163","380000","2022/03/07 16:00:00","157","0","380000","2022/03/15 15:59:59","0","0","1","0"
"30164","380000","2022/03/15 16:00:00","158","0","380000","2022/03/20 15:59:59","0","0","1","0"
"30166","380000","2022/03/20 16:00:00","159","0","380000","2022/03/28 15:59:59","0","0","1","0"
"30167","380000","2022/03/28 16:00:00","160","0","380000","2022/04/03 15:59:59","0","0","1","0"
"30168","380000","2022/04/03 16:00:00","161","0","380000","2022/04/11 15:59:59","0","0","1","0"
"30169","380000","2022/04/11 16:00:00","162","0","380000","2022/04/18 15:59:59","0","0","1","0"
"30170","380000","2022/04/18 16:00:00","163","0","380000","2022/04/25 15:59:59","0","0","1","0"
"30171","380000","2022/04/25 16:00:00","164","0","380000","2022/05/04 15:59:59","0","0","1","0"
"50172","380000","2022/05/04 16:00:00","165","380000","0","2022/05/07 15:59:59","0","380000","2","0"
"30173","380000","2022/05/07 16:00:00","166","0","380000","2022/05/15 15:59:59","0","0","1","0"
"30174","380000","2022/05/15 16:00:00","167","0","380000","2022/05/19 15:59:59","0","0","1","0"
"30175","380000","2022/05/19 16:00:00","168","0","380000","2022/05/28 15:59:59","0","0","1","0"
"30176","380000","2022/05/28 16:00:00","169","0","380000","2022/05/31 15:59:59","0","0","1","0"
"30177","380000","2022/05/31 16:00:00","170","0","380000","2022/06/04 15:59:59","0","0","1","0"
"30178","380000","2022/06/04 16:00:00","171","0","380000","2022/06/12 15:59:59","0","0","1","0"
"30179","380000","2022/06/12 16:00:00","172","0","380000","2022/06/19 15:59:59","0","0","1","0"
"40007","380000","2022/06/19 16:00:00","173","0","380000","2022/06/28 15:59:59","0","0","1","0"
"30180","380000","2022/06/19 16:00:00","174","0","380000","2022/06/28 15:59:59","0","0","1","0"
"30182","380000","2022/06/28 16:00:00","175","0","380000","2022/07/02 15:59:59","0","0","1","0"
"50183","380000","2022/07/02 16:00:00","176","380000","0","2022/07/05 15:59:59","0","380000","2","0"
"30184","380000","2022/07/05 16:00:00","177","0","380000","2022/07/13 15:59:59","0","0","1","0"
"30185","380000","2022/07/10 16:00:00","178","0","380000","2022/07/13 15:59:59","0","0","1","0"
"30186","380000","2022/07/13 16:00:00","179","0","380000","2022/07/17 15:59:59","0","0","1","0"
"30187","380000","2022/07/17 16:00:00","180","0","380000","2022/07/26 15:59:59","0","0","1","0"
"30188","380000","2022/07/26 16:00:00","181","0","380000","2022/07/30 15:59:59","0","0","1","0"
"30189","380000","2022/08/10 16:00:00","182","0","380000","2022/08/13 15:59:59","0","0","1","0"
"50190","380000","2022/09/01 16:00:00","183","380000","0","2022/09/04 15:59:59","0","380000","2","0"
"30191","380000","2022/08/02 16:00:00","184","0","380000","2022/08/10 15:59:59","0","0","1","0"
"30192","380000","2022/08/13 16:00:00","185","0","380000","2022/08/17 15:59:59","0","0","1","0"
"30193","380000","2022/08/17 16:00:00","186","0","380000","2022/08/24 15:59:59","0","0","1","0"
"30194","380000","2022/08/24 16:00:00","187","0","380000","2022/09/01 15:59:59","0","0","1","0"
"50195","380000","2022/07/30 16:00:00","188","380000","0","2022/08/02 15:59:59","0","380000","2","0"
"30196","380000","2022/09/04 16:00:00","189","0","380000","2022/09/12 15:59:59","0","0","1","0"
"30197","380000","2022/09/12 16:00:00","190","0","380000","2022/09/16 15:59:59","0","0","1","0"
"30198","380000","2022/09/16 16:00:00","191","0","380000","2022/09/25 15:59:59","0","0","1","0"
"30199","380000","2022/09/25 16:00:00","192","0","380000","2022/09/29 15:59:59","0","0","1","0"
"50200","380000","2022/09/29 16:00:00","193","380000","0","2022/10/02 15:59:59","0","380000","2","0"
"30201","380000","2022/10/02 16:00:00","194","0","380000","2022/10/11 15:59:59","0","0","1","0"
"30202","380000","2022/10/11 16:00:00","195","0","380000","2022/10/17 15:59:59","0","0","1","0"
"30203","380000","2022/10/17 16:00:00","196","0","380000","2022/10/26 15:59:59","0","0","1","0"
"30204","380000","2022/10/26 16:00:00","197","0","380000","2022/11/01 15:59:59","0","0","1","0"
"30205","380000","2022/11/01 16:00:00","198","0","380000","2022/11/09 15:59:59","0","0","1","0"
"30206","380000","2022/11/09 16:00:00","199","0","380000","2022/11/12 15:59:59","0","0","1","0"
"30207","380000","2022/11/12 16:00:00","200","0","380000","2022/11/16 15:59:59","0","0","1","0"
"30208","380000","2022/11/16 16:00:00","201","0","380000","2022/11/26 15:59:59","0","0","1","0"
"30209","380000","2022/11/26 16:00:00","202","0","380000","2022/11/29 15:59:59","0","0","1","0"
"30210","380000","2022/11/29 16:00:00","203","0","380000","2022/12/02 15:59:59","0","0","1","0"
"30211","380000","2022/12/02 16:00:00","204","0","380000","2022/12/11 15:59:59","0","0","1","0"
"30212","380000","2022/12/11 16:00:00","205","0","380000","2022/12/14 15:59:59","0","0","1","0"
"30213","380000","2022/12/14 16:00:00","206","0","380000","2022/12/17 15:59:59","0","0","1","0"
"40008","380000","2022/12/17 16:00:00","207","0","380000","2022/12/25 15:59:59","0","0","1","0"
"30215","380000","2022/12/25 16:00:00","208","0","380000","2022/12/28 15:59:59","0","0","1","0"
"30216","380000","2022/12/28 16:00:00","209","0","380000","2023/01/02 15:59:59","0","0","1","0"
"50217","380000","2023/01/02 16:00:00","210","380000","0","2023/01/05 15:59:59","0","380000","2","0"
"30218","380000","2023/01/05 16:00:00","211","0","380000","2023/01/14 15:59:59","0","0","1","0"
"30219","380000","2023/01/14 16:00:00","212","0","380000","2023/01/17 15:59:59","0","0","1","0"
"30220","380000","2023/01/17 16:00:00","213","0","380000","2023/01/24 15:59:59","0","0","1","0"
"30221","380000","2023/01/24 16:00:00","214","0","380000","2023/02/01 15:59:59","0","0","1","0"
"30222","380000","2023/02/01 16:00:00","215","0","380000","2023/02/12 15:59:59","0","0","1","0"
"30223","380000","2023/02/12 16:00:00","216","0","380000","2023/02/16 15:59:59","0","0","1","0"
"30224","380000","2023/02/16 16:00:00","217","0","380000","2023/02/26 15:59:59","0","0","1","0"
"30225","380000","2023/02/26 16:00:00","218","0","380000","2023/03/01 15:59:59","0","0","1","0"
"30226","380000","2023/03/01 16:00:00","219","0","380000","2023/03/04 15:59:59","0","0","1","0"
"30227","380000","2023/03/04 16:00:00","220","0","380000","2023/03/12 15:59:59","0","0","1","0"
"30228","380000","2023/03/12 16:00:00","221","0","380000","2023/03/15 15:59:59","0","0","1","0"
"30229","380000","2023/03/15 16:00:00","222","0","380000","2023/03/19 15:59:59","0","0","1","0"
"30230","380000","2023/03/19 16:00:00","223","0","380000","2023/03/28 15:59:59","0","0","1","0"
"50231","380000","2023/03/28 16:00:00","224","380000","0","2023/03/31 15:59:59","0","380000","2","0"
"30232","380000","2023/03/31 16:00:00","225","0","380000","2023/04/03 15:59:59","0","0","1","0"
"30233","380000","2023/04/03 16:00:00","226","0","380000","2023/04/12 15:59:59","0","0","1","0"
"30234","380000","2023/04/12 16:00:00","227","0","380000","2023/04/19 15:59:59","0","0","1","0"
"30235","380000","2023/04/19 16:00:00","228","0","380000","2023/04/26 15:59:59","0","0","1","0"
"30236","380000","2023/04/26 16:00:00","229","0","380000","2023/05/04 15:59:59","0","0","1","0"
"50237","380000","2023/05/04 16:00:00","230","380000","0","2023/05/07 15:59:59","0","380000","2","0"
"30238","380000","2023/05/07 16:00:00","231","0","380000","2023/05/16 15:59:59","0","0","1","0"
"30239","380000","2023/05/16 16:00:00","232","0","380000","2023/05/20 15:59:59","0","0","1","0"
"30240","380000","2023/05/20 16:00:00","233","0","380000","2023/05/28 15:59:59","0","0","1","0"
"30241","380000","2023/05/28 16:00:00","234","0","380000","2023/06/04 15:59:59","0","0","1","0"
"30242","380000","2023/06/04 16:00:00","235","0","380000","2023/06/15 15:59:59","0","0","1","0"
"30243","380000","2023/06/15 16:00:00","236","0","380000","2023/06/17 15:59:59","0","0","1","0"
"30244","380000","2023/06/17 16:00:00","237","0","380000","2023/06/19 15:59:59","0","0","1","0"
"40009","380000","2023/06/19 16:00:00","238","0","380000","2023/06/28 15:59:59","0","0","1","0"
"30245","380000","2023/06/19 16:00:00","239","0","380000","2023/06/26 15:59:59","0","0","1","0"
"30247","380000","2023/06/28 16:00:00","240","0","380000","2023/07/03 15:59:59","0","0","1","0"
"50248","380000","2023/07/02 16:00:00","241","380000","0","2023/07/05 15:59:59","0","380000","2","0"
"30249","380000","2023/07/05 16:00:00","242","0","380000","2023/07/12 15:59:59","0","0","1","0"
"30250","380000","2023/07/12 16:00:00","243","0","380000","2023/07/19 15:59:59","0","0","1","0"
"30251","380000","2023/07/19 16:00:00","244","0","380000","2023/07/29 15:59:59","0","0","1","0"
"30252","380000","2023/07/29 16:00:00","245","0","380000","2023/08/01 15:59:59","0","0","1","0"
"30253","380000","2023/08/01 16:00:00","246","0","380000","2023/08/09 15:59:59","0","0","1","0"
"30254","380000","2023/08/09 16:00:00","247","0","380000","2023/08/12 15:59:59","0","0","1","0"
"30255","380000","2023/08/12 16:00:00","248","0","380000","2023/08/19 15:59:59","0","0","1","0"
"30256","380000","2023/08/19 16:00:00","249","0","380000","2023/08/27 15:59:59","0","0","1","0"
"30257","380000","2023/08/27 16:00:00","250","0","380000","2023/09/01 15:59:59","0","0","1","0"
"30258","380000","2023/09/01 16:00:00","251","0","380000","2023/09/11 15:59:59","0","0","1","0"
"30259","380000","2023/09/11 16:00:00","252","0","380000","2023/09/16 15:59:59","0","0","1","0"
"30260","380000","2023/09/16 16:00:00","253","0","380000","2023/09/25 15:59:59","0","0","1","0"
"50261","380000","2023/09/25 16:00:00","254","380000","0","2023/09/28 15:59:59","0","380000","2","0"
"30262","380000","2023/09/28 16:00:00","255","0","380000","2023/10/02 15:59:59","0","0","1","0"
"30263","380000","2023/10/02 16:00:00","256","0","380000","2023/10/11 15:59:59","0","0","1","0"
"30264","380000","2023/10/11 16:00:00","257","0","380000","2023/10/17 15:59:59","0","0","1","0"
"30265","380000","2023/10/17 16:00:00","258","0","380000","2023/10/25 15:59:59","0","0","1","0"
"30266","380000","2023/10/25 16:00:00","259","0","380000","2023/11/01 15:59:59","0","0","1","0"
"50267","380000","2023/11/01 16:00:00","260","380000","0","2023/11/04 15:59:59","0","380000","2","0"
"30268","380000","2023/11/04 16:00:00","261","0","380000","2023/11/13 15:59:59","0","0","1","0"
"30269","380000","2023/11/13 16:00:00","262","0","380000","2023/11/16 15:59:59","0","0","1","0"
"30270","380000","2023/11/16 16:00:00","263","0","380000","2023/11/26 15:59:59","0","0","1","0"
"30271","380000","2023/11/26 16:00:00","264","0","380000","2023/12/01 15:59:59","0","0","1","0"
"30272","380000","2023/12/01 16:00:00","265","0","380000","2023/12/10 15:59:59","0","0","1","0"
"30273","380000","2023/12/10 16:00:00","266","0","380000","2023/12/13 15:59:59","0","0","1","0"
"30274","380000","2023/12/13 16:00:00","267","0","380000","2023/12/16 15:59:59","0","0","1","0"
"40010","380000","2023/12/16 16:00:00","268","0","380000","2023/12/23 15:59:59","0","0","1","0"
"30276","380000","2023/12/23 16:00:00","269","0","380000","2023/12/27 15:59:59","0","0","1","0"
"30277","380000","2023/12/27 16:00:00","270","0","380000","2024/01/01 15:59:59","0","0","1","0"
