4aa9a67a28f8e012c7b8cc38f791a752cf0f96dae33b455d0632ba7664511093,5f66171b5f44a8cbbbd8d249d32fc858f6b347f3511042dc7441f50b94dee83a,9441ba3e824a02afe3467ed415b9f4e1fe59747c6f6d9e528c7ff1c008eb84e7,fb762ba1de2bc179f1a145fbf547da9dd2f17630d27a4617e61ae4dc1b3569f6,2ccc726e34e3ac24419471d33f07e226df867d2e83732e1d34056c8d96499f2f,5ce8d0af4bb700ad3e306e3b53f383f899f46b8b3c76498fe0e055630e5090ea,24a3c737f10462cb549aa0c012e6ac4a55d55bcd2d76f2eba9b2f2295944f4f9
"00:45","01:22","12","bgm_M145","小小冒險","角色歌曲\n\n時間 / 01:22\n演唱　 / 鏡華（小倉唯）\n　　　禊（諸星すみれ）\n　　　美美（日高里菜）\n作詞 / Mitsu\n作曲 / 池田健仁\n編曲 / 池田健仁","bgm_M145"
"00:00","01:07","13","bgm_M139_juke","大胃王","戰隊競賽\n\n時間 / 01:07\n作曲 / 江原大介\n編曲 / 江原大介","bgm_M139"
"00:00","01:01","14","bgm_M135_juke","不給布丁就搗蛋！約定的萬聖節派對","故事劇情主題曲\n-「還要！兩人的派～對～夜～」編曲-\n\n時間 / 01:01\n作曲 / TAKT\n編曲 / 西村真吾","bgm_M135"
"00:00","02:26","15","bgm_M138_juke","傑克南瓜布丁","故事劇情頭目戰\n\n時間 / 02:26\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M138"
"00:46","01:21","16","bgm_M161","還要！兩人的派～對～夜～","角色歌曲\n\n時間 / 01:21\n演唱　 / 忍（大坪由佳）\n　　　宮子（雨宮天）\n作詞 / 亀井博之（Cygames）\n作曲 / TAKT\n編曲 / TAKT","bgm_M161"
"00:00","01:31","17","bgm_M140_juke","閃耀的冰晶","主線冒險\n\n時間 / 01:31\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M140"
"01:00","02:01","18","bgm_M150","Shining Future","角色歌曲\n\n時間 / 02:01\n演唱　 / 望（日笠陽子）\n　　　千歌（福原綾香）\n　　　紡希（木戸衣吹）\n作詞 / 莊野ジュリ\n作曲 / 武田城以\n編曲 / TAKT","bgm_M150"
"00:37","01:31","19","bgm_M143","向風起誓","角色歌曲\n\n時間 / 01:31\n演唱　 / 千歌（福原綾香）\n作詞 / 野村イクミ\n作曲 / 內海孝彰\n編曲 / 內海孝彰","bgm_M143"
"00:54","01:47","20","bgm_M144","因為想看到你的笑容","角色歌曲\n\n時間 / 01:47\n演唱　 / 望（日笠陽子）\n作詞 / Manami\n作曲 / 內海孝彰\n編曲 / 岡野裕次郎","bgm_M144"
"00:48","01:34","21","bgm_M148","無法坦率的心！","角色歌曲\n\n時間 / 01:34\n演唱　 / 紡希（木戸衣吹）\n作詞 / 磯谷佳江\n作曲 / 磯谷佳江\n編曲 / 內海孝彰","bgm_M148"
"00:00","01:46","22","bgm_M42_juke","向詭譎氣氛挺身而出的鬥志","主線冒險\n\n時間 / 01:46\n作曲 / 本田晃弘（Cygames）\n編曲 / 岡出莉菜","bgm_M42"
"00:00","01:07","23","bgm_M104_juke","野豬雙胞胎","戰隊競賽\n\n時間 / 01:07\n作曲 / 西木康智\n編曲 / 西木康智","bgm_M104"
"00:00","00:54","24","bgm_M106_juke","吸血鬼獵人with伊莉亞","故事劇情主題曲\n-「Peaceful*沖繩雜炒」編曲-\n\n時間 / 00:54\n作曲 / 小野貴光\n編曲 / 東大路憲太","bgm_M106"
"00:00","03:18","25","bgm_M109_juke","加爾格","故事劇情頭目戰\n\n時間 / 03:18\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M109"
"00:44","01:30","26","bgm_M151","Peaceful*沖繩雜炒","角色歌曲\n\n時間 / 01:30\n演唱　 / 真步（内田真礼）\n　　　香織（高森奈津美）\n作詞 / 磯谷佳江\n作曲 / 小野貴光\n編曲 / 玉木千尋","bgm_M151"
"00:00","01:12","27","bgm_M166_juke","天蠍毒者","戰隊競賽\n\n時間 / 01:12\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M166"
"00:00","01:30","28","bgm_M162_juke","暮光破壞者","故事劇情主題曲\n-「最強對吧，對吧？」編曲-\n\n時間 / 01:30\n作曲 / Heart's Cry\n編曲 / 多田彰文","bgm_M162"
"00:00","02:02","29","bgm_M165_juke","奧拉姆","故事劇情頭目戰\n\n時間 / 02:02\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M165"
"00:42","01:22","30","bgm_M176","最強對吧，對吧？","角色歌曲\n\n時間 / 01:22\n演唱　 / 杏奈（髙野麻美）\n　　　七七香（佳村はるか）\n作詞 / Heart's Cry\n作曲 / Heart's Cry\n編曲 / Heart's Cry","bgm_M176"
"00:00","02:05","31","bgm_M141_juke","冰海之地","主線冒險\n\n時間 / 02:05\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M141"
"00:00","01:08","32","bgm_M58_juke","冰天雪地","主線冒險\n\n時間 / 01:08\n作曲 / 西村真吾\n編曲 / 西村真吾","bgm_M58"
"00:00","01:05","33","bgm_M101_juke","涼爽的風","主線冒險\n\n時間 / 01:05\n作曲 / 加藤慶\n編曲 / 加藤慶","bgm_M101"
"00:00","01:02","34","bgm_M115_juke","加爾基諾司","戰隊競賽\n\n時間 / 01:02\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","bgm_M115"
"00:00","01:05","35","bgm_M112_juke","危險的假期海岸邊的美食家公主","故事劇情主題曲\n-「充滿笑容的家」編曲-\n\n時間 / 01:05\n作曲 / Lucas\n編曲 / 西村真吾","bgm_M112"
"00:00","02:10","36","bgm_M116_juke","天塔帕斯","故事劇情頭目戰\n\n時間 / 02:10\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M116"
"01:00","01:40","37","bgm_M147","充滿笑容的家","角色歌曲\n\n時間 / 01:40\n演唱　 / 咲戀（堀江由衣）\n　　　鈴莓（悠木碧）\n作詞 / Mitsu\n作曲 / Lucas\n編曲 / Lucas","bgm_M147"
"00:00","00:45","38","bgm_M175_juke","人馬座","戰隊競賽\n\n時間 / 00:45\n作曲 / 庄司真吾（Cygames）\n編曲 / 庄司真吾（Cygames）","bgm_M175"
"00:00","00:55","39","bgm_M171_juke","忘却的頌歌","故事劇情主題曲\n-「Ding Dong Holy Night♪」編曲-\n\n時間 / 00:55\n作曲 / 馬淵直純\n編曲 / 中村早織（Cygames）","bgm_M171"
"00:00","02:57","40","bgm_M172_juke","霧奇","故事劇情頭目戰\n\n時間 / 02:57\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M172"
"00:42","01:28","41","bgm_M187","Ding Dong Holy Night♪","角色歌曲\n\n時間 / 01:28\n演唱　 / 綾音（芹澤優）\n　　　胡桃（植田佳奈）\n作詞 / 磯谷佳江\n作曲 / 馬淵直純\n編曲 / 馬淵直純","bgm_M187"
"00:00","00:57","42","bgm_M93_juke","險峻枯原","主線冒險\n\n時間 / 00:57\n作曲 / 多田彰文\n編曲 / 多田彰文","bgm_M93"
"00:00","01:06","43","bgm_M119_juke","奧爾獅","戰隊競賽\n\n時間 / 01:06\n作曲 / 庄司真吾（Cygames）\n編曲 / 西村真吾","bgm_M119"
"00:00","01:10","44","bgm_M121_juke","珠希和美冬的無人島0盧幣生活","故事劇情主題曲\n-「閃亮亮☆Happiness！」編曲-\n\n時間 / 01:10\n作曲 / 齊藤裕也\n編曲 / 西村真吾","bgm_M121"
"00:00","02:35","45","bgm_M124_juke","島鯨","故事劇情頭目戰\n\n時間 / 02:35\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M124"
"00:42","01:20","46","bgm_M146","閃亮亮☆Happiness！","角色歌曲\n\n時間 / 01:20\n演唱　 / 珠希（沼倉愛美）\n　　　美冬（田所あずさ）\n　　　秋乃（松嵜麗）\n　　　優花梨（今井麻美）\n作詞 / joru\n作曲 / 齊藤裕也\n編曲 / 齊藤裕也","bgm_M146"
"00:00","01:20","47","bgm_M179_juke","新的出航","主線冒險\n\n時間 / 01:20\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M179"
"00:00","00:58","48","bgm_M181_juke","阿爾珈提","戰隊競賽\n\n時間 / 00:58\n作曲 / 加藤慶\n編曲 / 加藤慶","bgm_M181"
"00:00","00:58","49","bgm_M182_juke","新春破曉之星大危機！","故事劇情主題曲\n-「TwinkleStars」編曲-\n\n時間 / 00:58\n作曲 / 石濱翔（MONACA）\n編曲 / 東大路憲太","bgm_M182"
"00:00","02:32","50","bgm_M183_juke","邪餅神鏡餅","故事劇情頭目戰\n\n時間 / 02:32\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M183"
"00:45","01:24","51","bgm_M202","TwinkleStars","角色歌曲\n\n時間 / 01:24\n演唱　 / 優衣（種田梨沙）\n　　　日和（東山奈央）\n　　　怜（早見沙織）\n作詞 / 野村イクミ（Cygames）\n作曲 / 石濱翔（MONACA）\n編曲 / 石濱翔（MONACA）","bgm_M202"
"00:00","01:26","52","bgm_M94_juke","酷熱沙漠","主線冒險\n\n時間 / 01:26\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M94"
"00:00","01:25","53","bgm_M132_juke","美杜莎","戰隊競賽\n\n時間 / 01:25\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M132"
"00:00","01:29","54","bgm_M128_juke","黑鐵的亡靈（Nightmare）","故事劇情主題曲\n-｢Aloofness Code｣編曲-\n\n時間 / 01:29\n作曲 / 小野貴光\n編曲 / 多田彰文","bgm_M128"
"00:00","02:28","55","bgm_M131_juke","亡靈鎧甲","故事劇情頭目戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M131"
"00:46","01:20","56","bgm_M154","Aloofness Code","角色歌曲\n\n時間 / 01:20\n歌　 / 純（川澄綾子）\n　　　克莉絲提娜（たかはし智秋）\n　　　智（茅原実里）\n　　　茉莉（下田麻美）\n作詞 / a*mu\n作曲 / 小野貴光\n編曲 / 玉木千尋","bgm_M154"
"00:44","01:13","57","bgm_M214","Absolute Secret","角色歌曲\n\n時間 / 01:13\n歌　 / 凱留（立花理香）\n作詞 / corochi（Cygames）\n作曲 / 馬淵直純\n編曲 / 馬淵直純","bgm_M214"
"00:00","01:00","58","bgm_M186_juke","水之里歐斯","戰隊競賽\n\n時間 / 01:00\n作曲 / 加藤慶\n編曲 / 加藤慶","bgm_M186"
"00:00","01:02","59","bgm_M189_juke","情人節之戰！正中紅心的甜蜜戰鬥","故事劇情主題曲\n-｢SUPER CHOCOLATE｣アレンジ-\n\n時間 / 01:02\n作曲 / 山崎真吾\n編曲 / 藤原宏惠","bgm_M189"
"00:00","02:24","60","bgm_M192_juke","醜陋可愛","故事劇情頭目戰\n\n時間 / 02:24\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M192"
"00:40","01:15","61","bgm_M200","SUPER CHOCOLATE","角色歌曲\n\n時間 / 01:15\n歌　 / 靜流（生天目仁美）\n　　　璃乃（阿澄佳奈）\n作詞 / 坂井龍二\n作曲 / 山崎真吾\n編曲 / 山崎真吾","bgm_M200"
"00:00","01:07","62","bgm_M118_juke","砂海綠洲","主線冒險\n\n時間 / 01:07\n作曲 / 石塚玲衣\n編曲 / 石塚玲衣","bgm_M118"
"00:00","01:20","63","bgm_M180_juke","不可思議的森林","主線冒險\n\n時間 / 01:20\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M180"
"00:00","01:00","64","bgm_M205_juke","托爾披頓","戰隊競賽\n\n時間 / 01:00\n作曲 / 中村早織（Cygames）\n編曲 / 中村早織（Cygames）","bgm_M205"
"00:00","00:39","65","bgm_M206_juke","王都的名偵探　嘆息的追緝者","故事劇情主題曲\n-｢未解明的心意｣編曲-\n\n時間 / 00:39\n作曲 / 出口遼\n編曲 / 庄司真吾（Cygames）","bgm_M206"
"00:00","02:09","66","bgm_M209_juke","哀嘆之女神","故事劇情頭目戰\n\n時間 / 02:09\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","bgm_M209"
"00:38","01:22","67","bgm_M222","未解明的心意","角色歌曲\n\n時間 / 01:22\n歌　 / 真琴（小松未可子）\n　　　霞（水瀨いのり）\n作詞 / 出口遼\n作曲 / 出口遼\n編曲 / 飯田涼太","bgm_M222"
"00:00","01:27","68","bgm_M219_juke","機械莉瑪來襲！王都毀滅前的倒數","愚人節活動\n\n時間 / 01:27\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M219"
"00:00","01:38","69","bgm_M220_juke","機械莉瑪","愚人節活動\n\n時間 / 01:38\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M220"
"00:00","01:12","70","bgm_M221_juke","機械莉瑪~終焉~","愚人節活動\n\n時間 / 01:12\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M221"
"00:00","00:55","71","bgm_M215_juke","在阿斯特朗盛開的雙輪之花","故事劇情主題曲\n-｢Crossing Destiny｣編曲-\n\n時間 / 00:55\n作曲 / 宮崎誠\n編曲 / 中村早織（Cygames）","bgm_M215"
"00:00","01:45","72","bgm_M218_juke","元核‧巨靈","故事劇情頭目戰\n\n時間 / 01:45\n作曲 / 中村博\n編曲 / 中村博","bgm_M218"
"00:54","01:30","73","bgm_M235","Crossing Destiny","角色歌曲\n\n時間 / 01:30\n歌　 / 安（日笠陽子）\n　　　古蕾婭（福原綾香）\n作詞 / 宮崎誠\n作曲 / 宮崎誠\n編曲 / 宮崎誠","bgm_M235"
"00:00","00:55","74","bgm_M232_juke","潛入岩峰","主線冒險\n\n\n\n時間 / 00:55\n作曲 / 西村真吾\n編曲 / 西村真吾","bgm_M232"
"00:00","00:59","75","bgm_M223_juke","將軍道中記　白翼的武士","故事劇情主題曲\n-「白翼的榮耀」編曲-\n\n\n\n時間 / 00:59\n作曲 / 渡部チェル\n編曲 / 中村博","bgm_M223"
"00:00","01:58","76","bgm_M226_juke","惡代官","故事劇情頭目戰\n\n時間 / 01:58\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M226"
"00:42","01:13","77","bgm_M236","白翼的榮耀","角色歌曲\n\n時間 / 01:13\n歌　 / 莫妮卡（辻あゆみ）\n　　　雪（大空直美）\n　　　妮諾（佐藤聡美）\n　　　空花（長妻樹里）\n　　　步未（大関英里）\n作詞 / 磯谷佳江\n作曲 / 渡部チェル\n編曲 / 渡部チェル","bgm_M236"
"00:00","1:20","78","bgm_M95_juke","火山山麓","主線冒險\n\n時間 / 01:20\n作曲 / 伊藤翼\n編曲 / 伊藤翼","bgm_M95"
"00:00","1:02","79","bgm_M96_juke","險惡荒地","主線冒險\n\n時間 / 01:02\n作曲 / 伊藤翼\n編曲 / 伊藤翼","bgm_M96"
"00:00","2:33","80","bgm_M231_juke","怠惰的狂人","故事劇情頭目戰\n\n時間 / 02:33\n作曲 / 松尾早人\n編曲 / 松尾早人","bgm_M231"
"00:00","1:08","81","bgm_M233_juke","鼓聲響動的森林","主線冒險\n\n時間 / 01:08\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M233"
"00:00","0:52","82","bgm_M237_juke","鈴奈的彩虹舞臺！","故事劇情主題曲\n-｢踮腳尖的First Kiss｣編曲-\n\n時間 / 00:52\n作曲 / 設樂哲也\n\n編曲 / 庄司真吾（Cygames）","bgm_M237"
"00:00","2:47","83","bgm_M240_juke","雨神大人","故事劇情頭目戰\n\n時間 / 02:47\n作曲 / 澤下葵\n編曲 / 東大路憲太","bgm_M240"
"00:45","1:19","84","bgm_M252","踮腳尖的First Kiss","角色歌曲\n\n時間 / 01:19\n演唱　 / 伊緒（伊藤静）\n　　　鈴奈（上坂すみれ）\n　　　美咲（久野美咲）\n作詞 / 野村イクミ&瀧沢和也（Cygames）\n作曲 / 設樂哲也\n\n編曲 / 設樂哲也\n","bgm_M252"
"00:00","00:31","85","bgm_M199_juke","哥哥爭奪戰！　幫忙靜流","小遊戲\n-｢SUPER CHOCOLATE｣編曲-\n\n時間 / 00:31\n作曲 / 山崎真吾\n編曲 / 中村早織（Cygames）","bgm_M199"
"00:00","00:34","86","bgm_M198_juke","哥哥爭奪戰！　幫忙惠理子","小遊戲\n-｢SUPER CHOCOLATE｣編曲-\n\n時間 / 00:34\n作曲 / 山崎真吾\n編曲 / 庄司真吾（Cygames）","bgm_M198"
"00:00","00:57","87","bgm_M245_juke","盛夏的真步真步王國　浪花拍岸的靈魂之夏！","故事劇情主題曲\n-｢We Are Golden｣編曲-\n\n時間 / 00:57\n作曲 / TAKU INOUE\n編曲 / 伊禮完（Cygames）","bgm_M245"
"00:00","02:03","88","bgm_M248_juke","奄美魔物","故事劇情頭目戰\n\n時間 / 02:03\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M248"
"00:44","01:18","89","bgm_M263","We Are Golden","角色歌曲\n\n時間 / 01:18\n演唱　 / 真步（内田真礼）\n　　　真琴（小松未可子）\n　　　香織（高森奈津美）\n作詞 / MCTC\n作曲 / TAKU INOUE\n編曲 / TAKU INOUE","bgm_M263"
"0:00","0:30","90","bgm_M227_juke","空花大迴轉","小遊戲\n-｢白翼的榮耀｣編曲-\n\n時間 / 00:30\n作曲 / 渡部チェル\n編曲 / 中村早織（Cygames）","bgm_M227"
"0:00","0:57","91","bgm_M254_juke","森林的膽小鬼與神聖學院的問題兒童","故事劇情主題曲\n-｢好朋友新感覺｣編曲-\n\n時間 / 00:57\n作曲 / 大久保薰\n編曲 / 中村早織（Cygames）","bgm_M254"
"0:00","2:45","92","bgm_M257_juke","劇毒曼德拉草","故事劇情頭目戰\n\n時間 / 02:45\n作曲 / 澤下葵\n編曲 / 東大路憲太","bgm_M257"
"00:47","01:20","93","bgm_M272","好朋友新感覺","角色歌曲\n\n時間 / 01:20\n歌　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / 磯谷佳江\n作曲 / 大久保薰\n編曲 / 大久保薰","bgm_M272"
"0:00","1:00","94","bgm_M260_juke","跨越危險之根","主線冒險\n\n時間 / 01:00\n作曲 / 伊禮完（Cygames）\n編曲 / 伊禮完（Cygames）","bgm_M260"
"0:00","0:34","95","bgm_M249_juke","香織的靈魂式空手道場","小遊戲\n-｢We Are Golden｣編曲-\n\n時間 / 00:34\n作曲 / TAKU INOUE\n編曲 / 中村早織（Cygames）","bgm_M249"
"0:00","0:52","96","bgm_M265_juke","小小勇敢的萬聖節之夜！","故事劇情主題曲\n-｢惡作劇狂熱｣編曲-\n\n時間 / 00:52\n作曲 / 宮崎誠\n編曲 / 中村早織（Cygames）","bgm_M265"
"0:00","2:50","97","bgm_M268_juke","幻影男爵","故事劇情頭目戰\n\n時間 / 02:50\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","bgm_M268"
"0:46","1:24","98","bgm_M280","惡作劇狂熱","角色歌曲\n\n時間 / 01:24\n演唱　 / 鏡華（小倉唯）\n　　　禊（諸星すみれ）\n　　　美美（日高里菜）\n作詞 / 宮崎誠\n作曲 / 宮崎誠\n編曲 / 宮崎誠","bgm_M280"
"0:00","1:14","99","bgm_M278_juke","泥濘森林的前方","主線冒險\n\n時間 / 01:14\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M278"
"0:00","0:48","100","bgm_M277_juke","大激戰！龍人們的接龍競賽","小遊戲\n-｢in flames｣編曲-\n\n時間 / 00:48\n作曲 / R・O・N\n編曲 / 東大路憲太","bgm_M277"
"0:00","1:07","101","bgm_M273_juke","龍的探索者們","故事劇情主題曲\n-｢in flames｣編曲-\n\n時間 / 01:07\n作曲 / R・O・N\n編曲 / 東大路憲太","bgm_M273"
"0:00","2:29","102","bgm_M276_juke","似龍生物","故事劇情頭目戰\n\n時間 / 02:29\n作曲 / 澤下葵\n編曲 / 東大路憲太","bgm_M276"
"0:56","1:28","103","bgm_M291","in flames","角色歌曲\n\n時間 / 01:28\n歌　 / 祈梨（藤田茜）\n　　　嘉夜（小市眞琴）\n　　　帆稀（大西沙織）\n作詞 / eNu\n作曲 / R・O・N\n編曲 / R・O・N","bgm_M291"
"0:00","1:13","104","bgm_M259_juke","獲得全新力量的試煉","解放冒險\n\n時間 / 01:13\n作曲 / 長門千晴(Cygames)\n編曲 / 長門千晴(Cygames)","bgm_M259"
"0:00","0:58","105","bgm_M281_juke","禮物大恐慌！　蘭德索爾的聖誕老人們","故事劇情主題曲\n-｢Call Me Darling！｣編曲\n\n時間 / 00:58\n作曲 / 池田健仁(Cygames)\n編曲 / 中村早織(Cygames)","bgm_M281"
"0:00","1:48","106","bgm_M284_juke","復仇者馴鹿","故事劇情頭目戰\n\n時間 / 01:48\n作曲 / 伊禮完(Cygames)\n編曲 / 伊禮完(Cygames)","bgm_M284"
"0:54","1:30","107","bgm_M285","Call Me Darling！","角色歌曲\n\n時間 / 01:30\n歌　 / 望（日笠陽子）\n　　　千歌（福原綾香）\n　　　紡希（木戸衣吹）\n作詞 / 野村イクミ(Cygames)\n作曲 / 池田健仁(Cygames)\n編曲 / 池田健仁(Cygames)","bgm_M285"
"0:00","1:45","108","bgm_M300_juke","王都終末決戰","王都終末決戰\n\n時間 / 01:45\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","bgm_M300"
"0:00","2:15","109","bgm_M301_juke","與侍奉皇帝之徒的戰鬥","王都終末決戰Boss戰\n\n時間 / 02:15\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","bgm_M301"
"0:00","2:45","110","bgm_M299_juke","與神的決戰","王都終末決戰Boss戰\n-｢Lost Princess｣「真正的皇帝」編曲-\n\n時間 / 02:45\n作曲 / 田中公平、西木康智\n編曲 / 東大路憲太","bgm_M299"
"0:00","1:08","111","bgm_M294_juke","狂奔！　蘭德索爾的公會競速賽","故事劇情主題曲\n-｢SAI＊KOU起跑衝刺｣編曲-\n\n時間 / 01:08\n作曲 / 奧井康介\n編曲 / 伊禮完（Cygames）","bgm_M294"
"0:00","2:00","112","bgm_M297_juke","山神大人","故事劇情Boss戰\n\n時間 / 02:00\n作曲 / 長門千晴（Cygames）\n編曲 / 長門千晴（Cygames）","bgm_M297"
"1:00","1:25","113","bgm_M327","SAI＊KOU起跑衝刺","角色歌曲\n\n時間 / 01:25\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　凱留（立花理香）\n　　　可可蘿（伊藤美来）\n　　　鈴莓（悠木碧）\n作詞 / KOCHO\n作曲 / 奧井康介\n編曲 / 奧井康介","bgm_M327"
"0:00","1:25","114","bgm_M293_juke","遙望著大海","主線冒險\n\n時間 / 01:25\n作曲 / 長門千晴(Cygames)\n編曲 / 長門千晴(Cygames)","bgm_M293"
"0:00","1:06","115","bgm_M316_juke","魔法少女　兩人是Misty&Purely","故事劇情主題曲\n-｢枝葉流光下的蒙太奇｣編曲-\n\n時間 / 01:06\n作曲 / 渡部チェル\n編曲 / 加藤慶久(Cygames)","bgm_M316"
"0:00","1:28","116","bgm_M319_juke","反逆獸","故事劇情Boss戰\n\n時間 / 01:28\n作曲 / 中村博\n編曲 / 中村博","bgm_M319"
"0:50","1:32","117","bgm_M340","枝葉流光下的蒙太奇","角色歌曲\n\n時間 / 01:32\n演唱　 / 霞（水瀨いのり）\n　　　栞（小清水亜美）\n作詞 / 磯谷佳江\n作曲 / 渡部チェル\n編曲 / 渡部チェル","bgm_M340"
"0:00","0:51","118","bgm_M330_juke","目標成為偶像！","故事劇情主題曲\n\n時間 / 00:51\n作曲 / 中村早織(Cygames)\n編曲 / 中村早織(Cygames)","bgm_M330"
"0:00","1:34","119","bgm_M333_juke","回憶的足跡","回憶地圖\n\n時間 / 01:34\n作曲 / 東大路憲太\n編曲 / 東大路憲太","bgm_M333"
"0:00","2:24","120","bgm_M57_juke","公主騎士","主線劇情\n\n時間 / 02:24\n作曲 / 西木康智\n編曲 / 西木康智","bgm_M57"
"0:00","1:07","121","bgm_M343_juke","恩賜的財團與神聖學院的問題兒童","故事劇情主題曲\n-｢青春翻轉家｣アレンジ-\n\n時間 / 01:07\n作曲 / 睦月周平\n編曲 / 澤下葵","bgm_M343"
"0:00","2:43","122","bgm_M346_juke","好朋友X","故事劇情BOSS戰\n\n時間 / 02:43\n作曲 / 加藤慶久（Cygames）\n編曲 / 加藤慶久（Cygames）","bgm_M346"
"0:51","1:20","123","bgm_M359","青春翻轉家","角色歌曲\n\n時間 / 01:20\n演唱　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / ミズノゲンキ\n作曲 / 睦月周平\n編曲 / 睦月周平","bgm_M359"
