60a6c44509dfb69c586fc277ed8e24e9ffb8b610a5f9c367525832a3f0f870f2,7e970fb76fa240ed2da9e196c028319185fa0495d837e0ad891798aa7d08b42d,b4b869cc190ff56372ae441e67d37f01330f86db48de22acdc0cdb3241215dce,d4bc27f843aa1abc5b45e024f00afa5714cacb27b31c4c7d58c168a1287484b3,3a897e4c6bf961cd24701ba5f84d70871c6c7c7bd97a0df7f585dcf4c504ec4d,d78d13baac055cbd2618d8e32d6dfa50effe5462276b11f9ec79bb47836c339d,d94e5b2fa87b126aae1b37e966c43ba8c79bd7f72ed8b133f81f913a7d726eae,191a8995c03f89382af7276341c586d8302a1298d27a3e2690201b8aea4c4f91,493e36e6b12842038df30256122abb3a30a8d7cad9f776ec4344aef9903ad97f,8b9feb42c5f4e2f682505b4afe1264a010736b3d6655422dd5acff55283afa9f,a68b4dcbd46eef2f9f4a582782a883540ad0cf0d817a71eb8c40a685623294d6
"0","再怎麼說\n那未免也\n太困難了吧……？","1120008","11","101431","12","","","","10","0"
"","","1120009","91","0","12","","","","",""
"0","03_uek_cmn_idol_def_N","1120010","3","101431","12","0.2","","","1",""
"-45","105831","1130001","1","1","13","1.3","0","01_uek_cmn_idol_def_N","100","-165"
"-20","105931","1130002","1","1","13","1.3","0","01_uek_cmn_idol_def_N","100","-45"
"-5","106031","1130003","1","1","13","1.3","1","01_uek_cmn_idol_def_N","100","120"
"1","01_uek_talk_normal","1130004","3","105931","13","","","","1",""
"0","已經爬到滿高的\n地方來了呢……","1130005","11","105931","13","","","","10","0"
"","","1130006","91","0","13","","","","",""
"1","01_uek_13_kokkoro","1130007","3","105931","13","0.2","","","0","01_uek_cmn_idol_def_N"
"1","01_uek_13_kyaru","1130008","3","106031","13","","","","0","01_uek_13_kyaru_loop"
"0","根本完全\n看不見頂端啊！\n到底有多高啊！","1130009","11","106031","13","","","","10","0"
"","","1130010","91","0","13","","","","",""
"0","01_uek_13_peco_loop","1130011","3","105831","13","","","","1",""
"0","有什麼關係嘛。\n運動後吃的東西\n會格外美味哦☆","1130012","11","105831","13","","","","10","0"
"","","1130013","91","0","13","","","","",""
"-25","104031","1140001","1","1","14","1.3","0","03_uek_cmn_idol_def_N","100","-86"
"1","1","1140002","31","1","14","1","","","0","250"
"1","03_uek_14_aoi","1140003","3","104031","14","","","","0","03_uek_14_aoi_loop"
"0","嗚嗚，這風是\n對邊緣人的\n猛烈排擠嗎！？","1140004","11","104031","14","","","","10","0"
"-20","100731","1150001","1","1","15","1.3","0","03_uek_cmn_idol_def_N","100","-75"
"10","103131","1150002","1","1","15","1.3","1","03_uek_15_father","100","65"
"0","03_uek_15_miyako","1150003","3","100731","15","","","","1",""
"0","天上好舒服哦～\n這就是所謂的\n幸福到快升天嗎？","1150004","11","100731","15","","","","10","0"
"","","1150005","91","0","15","","","","",""
"0","03_uek_15_father","1150006","3","103131","15","","","","1",""
"0","小鬼妳也是嗎？\n本大爺的身體也\n變得好輕啊！","1150007","11","103131","15","","","","10","0"
"","","1150008","91","0","15","","","","",""
"0","03_uek_talk_normal","1150009","3","103131","15","","","","1",""
"0","宮子\n妳可不能\n真的升天哦……？","1150010","11","103131","15","","","","10","0"
"","","1150011","91","0","15","","","","",""
"0","03_uek_cmn_idol_def_N","1150012","3","103131","15","0.2","","","1",""
"-45","112431","1160001","1","1","16","1.3","0","01_uek_cmn_idol_def_N","100","-110"
"-15","105831","1160002","1","1","16","1.3","1","01_uek_cmn_idol_def_N","100","40"
"10","105931","1160003","1","1","16","1.3","1","01_uek_cmn_idol_def_N","100","140"
"0","01_uek_01_kokkoro","1160004","3","105931","16","","","","0","01_uek_cmn_idol_def_N"
"1","01_uek_01_uduki","1160005","3","112431","16","","","","0","01_uek_cmn_idol_def_N"
"1","01_uek_01_peko","1160006","3","105831","16","","","","0","01_uek_cmn_idol_def_N"
"","","1160007","91","0","16","","","","",""
"1","01_uek_talk_normal","1160008","3","105931","16","","","","1",""
"0","卯月小姐。前路似乎\n還很漫長，\n您不休息沒問題嗎？","1160009","11","105931","16","","","","10","0"
"","","1160010","91","0","16","","","","",""
"1","01_uek_cmn_idol_def_N","1160011","3","105931","16","","","","1",""
"","01_uek_talk_joy1","1160012","3","112431","16","","","","1",""
"0","嗯，沒問題！\n我很樂在其中，\n太讚了吧☆","1160013","11","112431","16","","","","10","0"
"","","1160014","93","1.5","16","","","","",""
"1","01_uek_16_uduki","1160015","3","112431","16","0.2","","","0","01_uek_16_uduki_loop"
"","","1160016","91","1160013","16","","","","",""
"","01_uek_talk_joy1","1160017","3","105831","16","","","","1",""
"0","妳很有活力呢！\n卯月，我們\n一起加油吧～☆","1160018","11","105831","16","","","","10","0"
"","","1160019","93","2.2","16","","","","",""
"1","01_uek_16_peco","1160020","3","105831","16","0.2","","","0","01_uek_16_uduki_loop"
"","","1160021","91","1160018","16","","","","",""
"10","102331","1170001","1","1","17","1.3","1","03_uek_cmn_idol_def_N","300","150"
"-15","102131","1170002","1","1","17","1.3","0","03_uek_cmn_idol_def_N","100","-100"
"1.3","3","1170003","31","3","17","0","","","20","10"
"1","03_uek_17_ayane","1170004","3","102331","17","0.2","0.2","","0","03_uek_17_ayane_loop"
"1","03_uek_cmn_pose05","1170005","3","102131","17","0.2","","","0","03_uek_cmn_idol_def_N"
"","1","1170006","32","3","17","","","","",""
"0","妳看妳看！\n我用雲做出了\n噗吉哦～！","1170007","11","102331","17","","","","10","0"
"","","1170008","91","0","17","","","","",""
"","03_uek_talk_joy1","1170009","3","102131","17","0.2","","","1",""
"0","哇，好厲害～！\n我也想\n做點什麼呢……♪","1170010","11","102131","17","","","","10","0"
"","","1170011","91","0","17","","","","",""
"","03_uek_cmn_idol_def_N","1170012","3","102131","17","0.2","","","1",""
"45","112631","1180001","1","1","18","1.3","0","01_uek_cmn_idol_def_N","100","229"
"20","105831","1180002","1","1","18","1.3","0","01_uek_cmn_idol_def_N","110","170"
"-10","105931","1180003","1","1","18","1.3","0","01_uek_cmn_idol_def_N","100","-85"
"1","01_uek_18_mio","1180004","3","112631","18","","","","0","01_uek_18_mio_loop"
"0","已經爬了很高呢～\n來看看底下的\n景色吧！","1180005","11","112631","18","","","","10","0"
"","","1180006","91","0","18","","","","",""
"1","01_uek_18_mio","1180007","3","105831","18","","","","0","01_uek_18_mio_loop"
"0","是啊！\n嗯，我看看…\n唔，哇哇哇哇！","1180008","11","105831","18","","","","10","0"
"","","1180009","93","3","18","","","","",""
"1","170","1180010","2","105831","18","","","","5","2"
"","","1180011","91","1180008","18","","","","",""
"1","01_uek_18_kokkoro","1180012","3","105931","18","","","","0","01_uek_cmn_idol_def_N"
"0","呵呵，兩位\n嬉嬉鬧鬧的，\n好像很開心呢。","1180013","11","105931","18","","","","10","0"
"110","101231","1190001","1","1","19","1.3","0","02_uek_19_hatsune","100","402"
"30","103831","1190002","1","1","19","1.3","0","02_uek_talk_surprise2","100","166"
"0","02_uek_talk_surprise2","1190003","3","103831","19","0.2","","","1",""
"0","啊！姊姊！\n在這種地方睡著\n很危險的！","1190004","11","103831","19","","","","10","0"
"","","1190005","91","0","19","","","","",""
"0","我好像聽到了\n小栞的聲音……\n呼嚕……☆","1190006","11","101231","19","","","","10","0"
"-35","105831","1200001","1","2","20","0.9","0","05_idle","100","-195"
"30","304602","1200002","1","2","20","1.4","0","304602_idle","1000","150"
"1","17","1200003","31","102","20","1","","","150","50"
"1","18","1200004","31","103","20","1","","","150","400"
"25","105931","1210001","1","1","21","1.3","0","01_uek_21_kokkoro_loop","110","185"
"-5","112531","1210002","1","1","21","1.3","0","01_uek_21_rin_loop","120","65"
"-35","106031","1210003","1","1","21","1.3","0","01_uek_cmn_idol_def_N","100","-140"
"0","風吹得好舒服呢。\n像在溫柔地對我們\n輕聲呢喃一樣。","1210004","11","105931","21","","","","10","0"
"","","1210005","91","0","21","","","","",""
"0","說不定蒼風有什麼話\n想對向上邁進的\n我們說呢……","1210006","11","112531","21","","","","10","0"
"","","1210007","91","0","21","","","","",""
"1","01_uek_21_kyaru","1210008","3","106031","21","","","","0","01_uek_cmn_idol_def_N"
"0","……妳們好像\n在奇妙的地方\n同步了呢。","1210009","11","106031","21","","","","10","0"
"","","1210010","91","0","21","","","","",""
"40","105831","1220001","1","1","22","1.3","0","01_uek_cmn_idol_def_N","100","180"
"1.3","4","1220002","31","4","22","1","","","420","250"
"","01_uek_cmn_pose03","1220003","3","105831","22","0.2","","","1",""
"0","像飯糰的雲\n會是什麼味道呢\n……流口水☆","1220004","11","105831","22","","","","10","0"
"","","1220005","91","0","22","","","","",""
"5","105231","1230001","1","1","23","1.3","0","03_uek_cmn_idol_def_N","100","33"
"40","102631","1230002","1","1","23","1.3","0","03_uek_23_rin","1010","200"
"-25","103331","1230003","1","1","23","1.3","0","03_uek_cmn_idol_def_N","100","-110"
"1","5","1230004","31","5","23","1","","","220","32"
"","03_uek_23_rin","1230005","3","102631","23","0.2","","","1",""
"0","這朵雲軟綿綿的\n好舒服～\n好像能睡得很熟～","1230006","11","102631","23","","","","10","0"
"","","1230007","91","0","23","","","","",""
"0","1100","1230008","2","102631","23","","","","40","45"
"0","1120","1230009","33","5","23","","","","32","45"
"","03_uek_cmn_pose04","1230010","3","105231","23","0.2","","","1",""
"","03_uek_talk_surprise2","1230011","3","103331","23","0.2","","","1",""
"0","鈴睡在上面的\n那朵雲飄走了！\n怎、怎麼辦！","1230012","11","105231","23","","","","10","0"
"","","1230013","91","0","23","","","","",""
"0","乾草比這\n更軟的啦！\n快點回來啦！","1230014","11","103331","23","","","","10","0"
"","","1230015","91","0","23","","","","",""
"-45","105531","1240001","1","1","24","1.3","0","03_uek_24_ayumi","10","-240"
"0","03_uek_24_ayumi","1240002","3","105531","24","","","","1",""
"0","啊，\n前輩在那裡，\n盯……………","1240003","11","105531","24","","","","10","0"
"15","103631","1250001","1","1","25","1.3","1","03_uek_cmn_idol_def_N","100","175"
"-10","100431","1250002","1","1","25","1.3","0","03_uek_cmn_idol_def_N","100","-36"
"-45","102031","1250003","1","1","25","1.3","0","03_uek_cmn_idol_def_N","100","-158"
"0","03_uek_cmn_pose06","1250004","3","102031","25","","","","1",""
"0","在天上玩耍\n真的很舒服呢。\n嚕啦啦～♪","1250005","11","102031","25","","","","10","0"
"","","1250006","91","0","25","","","","",""
"1","03_uek_25_misogi","1250007","3","100431","25","","","","0","03_uek_25_misogi_loop"
"0","對啊！鏡華也\n這樣覺得吧？\n……哇！","1250008","11","100431","25","","","","10","0"
"0","03_uek_25_kyouka","1250009","3","103631","25","","","","1","03_uek_25_kyouka_loop"
"","","1250010","91","0","25","","","","",""
"0","慢著，禊！\n掉下去會很危險，\n妳不要嚇我啦！","1250011","11","103631","25","","","","10","0"
"","","1250012","91","0","25","","","","",""
"-43","104831","1270001","1","1","27","1.3","0","01_uek_cmn_idol_def_N","100","-179"
"-14","104631","1270002","1","1","27","1.3","0","01_uek_27_tamaki_loop","100","0"
"24","103231","1270003","1","1","27","1.3","1","01_uek_cmn_idol_def_N","100","200"
"0","呼呼……\n到、到極限了喵……\n我想回去喵……","1270004","11","104631","27","","","","10","0"
"","","1270005","91","0","27","","","","",""
"1","01_uek_cmn_pose02","1270006","3","104831","27","","","","0","01_uek_talk_normal"
"0","步行只要有效率地\n分配體力，\n這點程度不算什麼。","1270007","11","104831","27","","","","10","0"
"","","1270008","91","0","27","","","","",""
"0","01_uek_cmn_idol_def_N","1270009","3","104831","27","0.3","","","1",""
"0","01_uek_27_akino_loop","1270010","3","103231","27","","","","1",""
"0","喔――呵呵呵！\n風景真不錯！\n之後景色真讓人期待","1270011","11","103231","27","","","","10","0"
"-10","102931","1280001","1","1","28","1.3","0","04_uek_cmn_idol_def_N","110","0"
"-30","104231","1280002","1","1","28","1.3","0","04_uek_cmn_idol_def_N","120","-120"
"10","105431","1280003","1","1","28","1.3","0","04_uek_cmn_idol_def_N","100","120"
"1.3","6","1280004","31","6","28","0","","","35","10"
"1.3","9","1280005","31","6","28","0","","","-85","-10"
"1.3","10","1280006","31","6","28","0","","","155","30"
"","04_uek_28_nozomi","1280007","3","102931","28","0.2","","","1",""
"","04_uek_28_chika","1280008","3","104231","28","0.2","","","1",""
"","04_uek_28_tsumugi","1280009","3","105431","28","0.2","","","1",""
"","1","1280010","32","6","28","","","","",""
"","1","1280011","32","9","28","","","","",""
"","1","1280012","32","10","28","","","","",""
"0","就算在天空上\n慈樂之音也要…\n站上舞台！","1280013","11","102931","28","","","","10","0"
"","","1280014","91","0","28","","","","",""
"0","風吹得真舒服……！\n精靈們好像\n也很開心！","1280015","11","104231","28","","","","10","0"
"","","1280016","91","0","28","","","","",""
"0","太棒了呢！\n就一路嗨到\n安可吧！","1280017","11","105431","28","","","","10","0"
"","","1280018","91","0","28","","","","",""
"-10","101531","1290001","1","1","29","1.3","0","03_uek_cmn_idol_def_N","100","-40"
"10","101831","1290002","1","1","29","1.3","1","03_uek_cmn_idol_def_N","100","95"
"0","03_uek_talk_joy1","1290003","3","101831","29","","","","1",""
"0","真是宜人的地方呢，\n要不要在遠足的時候\n帶學生們來這裡呢？","1290004","11","101831","29","","","","10","0"
"","","1290005","91","0","29","","","","",""
"0","03_uek_cmn_idol_def_N","1290006","3","101831","29","0.3","","","1",""
"0","03_uek_talk_joy1","1290007","3","101531","29","0.3","","","1",""
"0","哎呀哎呀～那還真想\n讓村裡的孩子們\n也一起來呢～","1290008","11","101531","29","","","","10","0"
"","","1290009","91","0","29","","","","",""
"0","03_uek_cmn_idol_def_N","1290010","3","101531","29","0.3","","","1",""
"-35","105831","1300001","1","2","30","0.9","0","05_idle","100","-195"
"-50","307505","1300002","1","2","30","1.5","0","307505_idle","1000","150"
"1","19","1300003","31","102","30","1","","","150","50"
"1","20","1300004","31","103","30","1","","","150","400"
"1","307505_awake","1300005","3","307505","30","0","","","0","307505_idle"
"10","105831","1310001","1","1","31","1.3","0","01_uek_cmn_idol_def_N","110","140"
"0","105931","1310002","1","1","31","1.3","0","01_uek_cmn_idol_def_N","110","20"
"-55","106031","1310003","1","1","31","1.3","0","01_uek_26_kyaru_loop","110","-200"
"","","1310004","93","1","31","","","","",""
"","1","1310005","4","105831","31","","","","",""
"","01_uek_cmn_pose04","1310006","3","105831","31","0","","","1",""
"","妳們快看！\n是星星的世界！\n好棒的景色呢☆","1310007","11","105831","31","","","","10",""
"","","1310008","93","2.3","31","","","","",""
"0","01_uek_cmn_idol_def_N","1310009","3","105831","31","0.2","","","0",""
"","","1310010","91","1310007","31","","","","",""
"0","01_uek_cmn_idol_def_N","1310011","3","105831","31","0.2","","","1",""
"","01_uek_talk_normal","1310012","3","105931","31","","","","1",""
"","真的是\n很棒的地方呢，\n我們好好享受吧。","1310013","11","105931","31","","","","10",""
"","","1310014","91","0","31","","","","",""
"","01_uek_cmn_idol_def_N","1310015","3","105931","31","0.2","","","1",""
"","妳們也太冷靜了吧！\n這一切都\n太奇怪了吧……！","1310016","11","106031","31","","","","10",""
"91","104531","1320001","1","1","32","1.3","1","02_uek_32_kuka_loop","100","255"
"-29","105331","1320002","1","1","32","1.3","0","02_uek_cmn_idol_def_N","100","-97"
"0","103031","1320003","1","1","32","1.3","0","02_uek_cmn_idol_def_N","100","50"
"0","02_uek_32_kuka","1320004","3","104531","32","0.5","","","0",""
"1","02_uek_cmn_shock_def_N","1320005","3","105331","32","0.5","","","0","02_uek_talk_surprise2"
"1","02_uek_cmn_shock_def_N","1320006","3","103031","32","0.5","","","0","02_uek_talk_surprise2"
"","","1320007","91","0","32","","","","",""
"0","02_uek_talk_surprise2","1320008","3","103031","32","0.5","","","1",""
"0","好不容易找到的\n空花\n又要飛走了！","1320009","11","103031","32","","","","10","0"
"","","1320010","91","0","32","","","","",""
"0","02_uek_talk_surprise2","1320011","3","105331","32","0.5","","","1",""
"0","她果然\n很開心的樣子！？","1320012","11","105331","32","","","","10","0"
"0","100831","1330001","1","1","33","1.3","1","02_uek_cmn_idol_def_N","100","0"
"1.3","7","1330002","31","7","33","1","","","-120","130"
"1","02_uek_33_yuki","1330003","3","100831","33","0.2","","","0","02_uek_33_yuki_loop"
"0","沐浴在星星的\n光輝之下，讓我\n顯得更加美麗了…","1330004","11","100831","33","","","","10","0"
"","","1330005","91","0","33","","","","",""
"0","100931","1340001","1","1","34","1.3","1","02_uek_cmn_idol_def_N","110","10"
"10","101331","1340002","1","1","34","1.3","1","02_uek_cmn_idol_def_N","110","180"
"","","1340003","93","1","34","","","","",""
"1","02_uek_cmn_pose01","1340004","3","101331","34","0.2","0.2","","1","02_uek_cmn_idol_def_N"
"0","來到宇宙啦！\n人家超嗨\n爆嗨的啦！","1340005","11","101331","34","","","","10","0"
"","","1340006","91","0","34","","","","",""
"1","02_uek_34_anna","1340007","3","100931","34","0.2","0","","0","02_uek_34_anna_loop"
"0","呵呵呵……我強烈地\n感受到星星之力了！\n覺醒的時刻近了…！","1340008","11","100931","34","","","","10","0"
"-60","100231","1350001","1","1","35","1.3","1","01_uek_cmn_idol_def_N","100","-200"
"10","100331","1350002","1","1","35","1.3","1","01_uek_cmn_idol_def_N","100","0"
"20","100131","1350003","1","1","35","1.3","1","01_uek_cmn_idol_def_N","100","200"
"1","8","1350004","31","8","35","1","","","0","270"
"1","01_uek_35_yui","1350005","3","100231","35","0.2","0.2","","0","01_uek_35_yui_loop"
"1","01_uek_35_rei","1350006","3","100331","35","0.2","0.2","","0","01_uek_35_rei_loop"
"","01_uek_cmn_pose03","1350007","3","100131","35","0.2","","","1",""
"0","快看，是流星…！\n大家一起\n許願吧！","1350008","11","100231","35","","","","10","0"
"","","1350009","91","0","35","","","","",""
"0","嗯，是呀。\n這個情境\n很適合我們呢。","1350010","11","100331","35","","","","10","0"
"","","1350011","91","0","35","","","","",""
"0","贊成！\n那麼我要許……\n嗯、嗯……！","1350012","11","100131","35","","","","10","0"
"","","1350013","91","0","35","","","","",""
"5","102531","1360001","1","1","36","1.3","0","03_uek_cmn_idol_def_N","110","105"
