549de2897f39daf542f39ecb0e9a85f645f541cded58d60b8af1ad589b05ee9d,665de8722f6611362af5701ba1842cf678f10e5289919037a6625451fab346fa,4deb5bbb546c7d4389dcd8bac92c695b229055358fa987ae33077ad8618a1fb2,fa2c58a85afaee9ad82f9c50055ec665d05b6107e188e5c2aec14eb7d02f624d,877fcb9f3ecb83b592a253d136e87cc8caff9fd3903200c9e575c39d2841ed98,3e34be19b3166f71629166e411935905e7b04b6f229a28f89f9422001ec7bac9,c689c8fb39ce0ef921b3e3bca01f6fadd14ccf9f6b8bb2050e033039de7a8d7b,ca5924639dd461b723969fbd346f5a5591be87b3856169cf0ef794d5682258d8,91c9445d7d674754e5cd31eebdd35118885d2ec4096cf0e4fb63086e894f8233,afd043876c5223fa0e143aedeb4bafa2e9eb9bbe49eb1bb3da944eab40508ea3,8cd51102d9d89611d16ffe16e8e28df3d62865891d31f6ad85222777246909c9
"0","","","","2","93","","6","6019","",""
"top_luis_notice","","","1","1","3","","6","6020","","0"
"0","","","","1","93","","6","6021","",""
"top_luis_walk_jog","","","1","1","3","","6","6022","","0.2"
"-100","","0","-130","1","2","","6","6023","0.5",""
"0","","","","0.5","93","","6","6024","",""
"1","","","","1","4","","6","6025","",""
"top_luis_sit_in","0","1","0","1","3","","6","6026","top_luis_sit_idle","0.2"
"0","","","","0.1","93","","6","6027","",""
"-57","","0","-140","1","2","","6","6028","0.4",""
"0","","","","0.4","93","","6","6029","",""
"-16","","0","-140","1","2","","6","6030","0",""
"0","","","","1","4","","6","6031","",""
"0","","","","0.6","93","","6","6032","",""
"top_luis_experiment_failer_in","","","0","1","3","","6","6033","","0.2"
"0","","","","2.3","93","","6","6034","",""
"top_luis_experiment_failer_mix","","","0","1","3","","6","6035","","0.1"
"0","","","","2.7","93","","6","6036","",""
"top_sono_notice_in_surprise","0","1","0","3","3","","6","6037","top_sono_notice_loop_surprise","0.2"
"1","","","","13","32","","6","6038","",""
"top_luis_experiment_failer_burst","","","0","1","3","","6","6039","","0.1"
"0","","","","2.7","93","","6","6040","",""
"top_sono_readPaper_loop","","","1","3","3","","6","6041","","0.2"
"top_luis_experiment_failer_out","","","0","1","3","","6","6042","","0.1"
"0","","","","1.1","93","","6","6043","",""
"top_luis_sit_out","0","1","0","1","3","","6","6044","idle_normal","0.2"
"1","","","","1","4","","6","6045","",""
"-57","","0","-140","1","2","","6","6046","0",""
"-100","","0","-130","1","2","","6","6047","0.3",""
"0","","","","1","93","","6","6048","",""
"walk_normal","","","0","1","3","","6","6049","","0.2"
"-216","","0","-103","1","2","","6","6050","1",""
"0","","","","1","93","","6","6051","",""
"idle_normal","","","0","1","3","","6","6052","","0.1"
"0","","","","0.8","93","","6","6053","",""
"0","","","","13","32","","6","6054","",""
"top_luis_arm_crossed_in","0","1","0","1","3","","6","6055","top_luis_arm_crossed_idle","0.2"
"0","","","","4","93","","6","6056","",""
"top_luis_approach_in","0","1","0","1","3","","6","6057","top_luis_approach_idle","0.2"
"0","","","","3.5","93","","6","6058","",""
"top_luis_thinking","","","1","1","3","","6","6059","","0.2"
"0","","","","3.5","93","","6","6060","",""
"top_luis_walk_think","","","1","1","3","","6","6061","","0.2"
"-495","","0","-103","1","2","","6","6062","2",""
"0","","","","2","93","","6","6063","",""
"0","","","","1","4","","6","6064","",""
"-216","","0","-103","1","2","","6","6065","2",""
"0","","","","2","93","","6","6066","",""
"top_luis_notice","","","1","1","3","","6","6067","","0"
"0","","","","1","93","","6","6068","",""
"top_luis_walk_jog","","","1","1","3","","6","6069","","0.2"
"-100","","0","-130","1","2","","6","6070","0.5",""
"0","","","","0.5","93","","6","6071","",""
"1","","","","1","4","","6","6072","",""
"top_luis_sit_in","0","1","0","1","3","","6","6073","top_luis_sit_idle","0.2"
"0","","","","0.1","93","","6","6074","",""
"-57","","0","-140","1","2","","6","6075","0.4",""
"0","","","","0.4","93","","6","6076","",""
"-16","","0","-140","1","2","","6","6077","0",""
"0","","","","1","4","","6","6078","",""
"0","","","","0.6","93","","6","6079","",""
"top_luis_experiment_success_in","","","0","1","3","","6","6080","","0.2"
"0","","","","2.3","93","","6","6081","",""
"top_luis_experiment_success_mix","","","0","1","3","","6","6082","","0.1"
"0","","","","2.7","93","","6","6083","",""
"top_sono_notice_in_dere","0","1","0","3","3","","6","6084","top_sono_notice_loop_dere","0.2"
"1","","","","14","32","","6","6085","",""
"top_luis_experiment_success_burst","","","0","1","3","","6","6086","","0.1"
"0","","","","2.7","93","","6","6087","",""
"top_sono_readPaper_loop","","","1","3","3","","6","6088","","0.2"
"top_luis_experiment_success_out","","","0","1","3","","6","6089","","0.1"
"0","","","","1.1","93","","6","6090","",""
"top_luis_sit_out","0","1","0","1","3","","6","6091","idle_normal","0.2"
"1","","","","1","4","","6","6092","",""
"-57","","0","-140","1","2","","6","6093","0",""
"-100","","0","-130","1","2","","6","6094","0.3",""
"0","","","","1","93","","6","6095","",""
"walk_normal","","","0","1","3","","6","6096","","0.2"
"-216","","0","-103","1","2","","6","6097","1",""
"0","","","","1","93","","6","6098","",""
"idle_normal","","","0","1","3","","6","6099","","0.1"
"0","","","","0.8","93","","6","6100","",""
"0","","","","14","32","","6","6101","",""
"","","","0","6008","101","","6","6102","0",""
"1","1","-103","100","1","5","idle_normal","7","7001","-216","1.4"
"2","1","-130","110","2","5","top_iroha_read_loop","7","7002","452","1.43"
"3","1","-130","101","3","5","top_sono_readPaper_loop","7","7003","350","1.38"
"11","1","130","111","11","5","butterfly","7","7004","980","1.4"
"11","","1","452","11","31","","7","7005","-130","0"
"14","","1","56","14","31","","7","7006","-140","0"
"0","","","","0","91","","7","7007","",""
"top_iroha_read_loop","","","1","2","3","","7","7008","","0.2"
"top_sono_readPaper_loop","","","1","3","3","","7","7009","","0.2"
"top_luis_arm_crossed_in","0","1","0","1","3","","7","7010","top_luis_arm_crossed_idle","0.2"
"0","","","","4","93","","7","7011","",""
"top_luis_approach_in","0","1","0","1","3","","7","7012","top_luis_approach_idle","0.2"
"0","","","","3.5","93","","7","7013","",""
"top_luis_thinking","","","1","1","3","","7","7014","","0.2"
"0","","","","3.5","93","","7","7015","",""
"top_luis_walk_think","","","1","1","3","","7","7016","","0.2"
"-495","","0","-103","1","2","","7","7017","2",""
"0","","","","2","93","","7","7018","",""
"0","","","","1","4","","7","7019","",""
"-216","","0","-103","1","2","","7","7020","2",""
"0","","","","2","93","","7","7021","",""
"top_luis_notice","","","1","1","3","","7","7022","","0"
"0","","","","1","93","","7","7023","",""
"top_luis_walk_jog","","","1","1","3","","7","7024","","0.2"
"-100","","0","-130","1","2","","7","7025","0.5",""
"0","","","","0.5","93","","7","7026","",""
"1","","","","1","4","","7","7027","",""
"top_luis_sit_in","0","1","0","1","3","","7","7028","top_luis_sit_idle","0.2"
"0","","","","0.1","93","","7","7029","",""
"-57","","0","-140","1","2","","7","7030","0.4",""
"0","","","","0.4","93","","7","7031","",""
"-16","","0","-140","1","2","","7","7032","0",""
"0","","","","1","4","","7","7033","",""
"0","","","","0.6","93","","7","7034","",""
"top_luis_experiment_success_in","","","0","1","3","","7","7035","","0.2"
"0","","","","2.3","93","","7","7036","",""
"top_luis_experiment_success_mix","","","0","1","3","","7","7037","","0.1"
"0","","","","2.7","93","","7","7038","",""
"top_sono_notice_in_dere","0","1","0","3","3","","7","7039","top_sono_notice_loop_dere","0.2"
"top_iroha_read_look_light","","","1","2","3","","7","7040","","0.2"
"1","","","","14","32","","7","7041","",""
"top_luis_experiment_success_burst","","","0","1","3","","7","7042","","0.1"
"0","","","","2.7","93","","7","7043","",""
"top_sono_readPaper_loop","","","1","3","3","","7","7044","","0.2"
"top_iroha_read","","","1","2","3","","7","7045","","0.2"
"top_luis_experiment_success_out","","","0","1","3","","7","7046","","0.1"
"0","","","","1.1","93","","7","7047","",""
"top_luis_sit_out","0","1","0","1","3","","7","7048","idle_normal","0.2"
"1","","","","1","4","","7","7049","",""
"-57","","0","-140","1","2","","7","7050","0",""
"-100","","0","-130","1","2","","7","7051","0.3",""
"0","","","","1","93","","7","7052","",""
"walk_normal","","","0","1","3","","7","7053","","0.2"
"-216","","0","-103","1","2","","7","7054","1",""
"0","","","","1","93","","7","7055","",""
"idle_normal","","","0","1","3","","7","7056","","0.1"
"0","","","","0.8","93","","7","7057","",""
"0","","","","14","32","","7","7058","",""
"top_luis_thinking","","","1","1","3","","7","7059","","0.2"
"0","","","","5.1","93","","7","7060","",""
"1","","","","11","4","","7","7061","",""
"-980","","0","130","11","2","","7","7062","7",""
"0","","","","2.5","93","","7","7063","",""
"top_iroha_read_notice","","","0","2","3","","7","7064","","0.2"
"0","","","","0.6","93","","7","7065","",""
"top_iroha_notice_to_run","0","1","0","2","3","","7","7066","top_iroha_run","0"
"0","","","","0.4","93","","7","7067","",""
"1","","","","11","32","","7","7068","",""
"smokeR","","","","11","37","","7","7069","",""
"-980","","0","-130","11","33","","7","7070","4.2",""
"-980","","0","-130","2","2","","7","7071","4.2",""
"0","","","","0.2","93","","7","7072","",""
"top_sono_notice_in_surprise","0","1","0","3","3","","7","7073","top_sono_notice_loop_surprise","0.2"
"0","","","","1.7","93","","7","7074","",""
"top_luis_surprise_in","0","1","0","1","3","","7","7075","top_luis_surprise_idle","0.2"
"0","","","","2.5","93","","7","7076","",""
"0","","","","11","32","","7","7077","",""
"0","","","","1","93","","7","7078","",""
"0","","","","11","4","","7","7079","",""
"980","","0","130","11","2","","7","7080","7",""
"0","","","","1.5","93","","7","7081","",""
"1","","","","11","32","","7","7082","",""
"smokeL","","","","11","37","","7","7083","",""
"980","","0","-130","11","33","","7","7084","5.964",""
"top_iroha_run_joy","","","1","2","3","","7","7085","","0"
"0","","","","2","4","","7","7086","",""
"980","","0","-130","2","2","","7","7087","5.964",""
"0","","","","2.2","93","","7","7088","",""
"top_luis_surprise_look","","","1","1","3","","7","7089","","0"
"0","","","","1.8","93","","7","7090","",""
"top_sono_notice_loop_look","","","1","3","3","","7","7091","","0"
"0","","","","1.964","93","","7","7092","",""
"0","","","","11","32","","7","7093","",""
"0","","","","0.5","93","","7","7094","",""
"top_luis_thinking","","","1","1","3","","7","7095","","0.2"
"0","","","","1.5","93","","7","7096","",""
"top_iroha_walk","","","1","2","3","","7","7097","","0"
"1","","","","2","4","","7","7098","",""
"1032","","0","-130","2","2","","7","7099","0",""
"1032","","0","-130","11","33","","7","7100","0",""
"452","","0","-130","2","2","","7","7101","3",""
"452","","0","-130","11","33","","7","7102","3",""
"0","","","","3","93","","7","7103","",""
"top_iroha_walk_out","0","1","0","2","3","","7","7104","idle_normal","0.2"
"0","","","","0.4","93","","7","7105","",""
"top_iroha_sit_in","0.2","1","0","2","3","","7","7106","top_iroha_read_loop","0.2"
"top_sono_readPaper","","","1","3","3","","7","7107","","0.2"
"0","","","","4","93","","7","7108","",""
"0","","","","9.6","93","","7","7109","",""
"top_sono_sit_out","0","1","0","3","3","","7","7110","top_sono_stretch","0.2"
"287","","0","-130","3","2","","7","7111","0.3",""
"0","","","","3.5","93","","7","7112","",""
"top_sono_drink","","","1","3","3","","7","7113","","0.2"
"0","","","","2.6","93","","7","7114","",""
"top_iroha_read_look","","","0","2","3","","7","7115","","0.4"
"0","","","","3.5","93","","7","7116","",""
"top_luis_thinking_look","","","1","1","3","","7","7117","","0.2"
"0","","","","2.9","93","","7","7118","",""
"top_luis_thinking","","","1","1","3","","7","7119","","0.2"
"0","","","","1.5","93","","7","7120","",""
"top_sono_sit_in","","","0","3","3","","7","7121","","0.2"
"0","","","","0.1","93","","7","7122","",""
"top_iroha_read_loop","","","1","2","3","","7","7123","","0.2"
"350","","0","-130","3","2","","7","7124","0.3",""
"0","","","","2.5","93","","7","7125","",""
"top_sono_readPaper_loop","","","1","3","3","","7","7126","","0.2"
"0","","","","1","93","","7","7127","",""
"","","","","7012","101","","7","7128","",""
"3","1","-130","100","3","5","sit_readPaper","11","11001","350","1.4"
"1","0","-150","102","1","5","empty","11","11002","950","1.5"
"10","","1","475","10","31","","11","11003","-18","1"
"11","","1","350","11","31","","11","11004","-130","0"
"0","","","","0","91","","11","11005","",""
"1","","","","0.5","93","","11","11006","",""
"vo_alces_1100","","","0","vo_alces","21","","11","11007","0",""
"…………\n…………","0","0","10","3","11","0.5","11","11008","1","10"
"","","","0","0","91","","11","11009","0",""
"sit_readPaperTurn","0","1","0","3","3","","11","11010","sit_readPaper","0.2"
"1","","","","1","93","","11","11011","",""
"0","","","","1","93","","11","11012","",""
"sit_readPaper_surprise","","","1","3","3","","11","11013","","0.2"
"vo_alces_1101","","","0","vo_alces","21","","11","11014","0",""
"…………\n…………","0","0","10","3","11","0.5","11","11015","1","10"
"","","","0","0","91","","11","11016","0",""
"0","","","","1","93","","11","11017","",""
"se_alces_emotion_exQuestion","","","","se_alces","23","","11","11018","",""
"3","0","0","0.2","3","12","","11","11019","0","10"
"sit_readPaper_notice_in","0","1","0","3","3","","11","11020","sit_readPaper_notice_loop","0.1"
"0","","","","1.2","93","","11","11021","",""
"sit_readPaper_kira_in","0","1","0","3","3","","11","11022","sit_readPaper_kira_talk","0.2"
"vo_alces_1102","","","0","vo_alces","21","","11","11023","0",""
"……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","0","0","10","3","11","3.2","11","11024","1","0"
"","","","","0","91","","11","11025","",""
"0.5","","","","0","22","","11","11026","",""
"sit_out_readPaper_light","","","1","3","3","","11","11027","","0.2"
"0","","","","0.5","93","","11","11028","",""
"sono_walletPick_in","","","1","3","3","","11","11029","","0.2"
"0","","","","1.8","93","","11","11030","",""
"sono_walk_quick_R_in","0","1","0","3","3","","11","11031","sono_walk_quick_R","0.2"
"1","","","","11","32","","11","11032","",""
"1500","","0","-130","3","2","","11","11033","3.3",""
"1500","","0","-130","11","33","","11","11034","3.3",""
"0","","","","1","93","","11","11035","",""
"luis_walk_furimuki_in","0","1","0","1","3","","11","11036","luis_walk_furimuki","0.2"
"350","","0","-150","1","2","","11","11037","4",""
"0","","","","4","93","","11","11038","",""
"luis_walk_to_idle","0","1","0","1","3","","11","11039","luis_sad_idle","0.2"
"se_alces_emotion_question","","","","se_alces","23","","11","11040","",""
"5","0","0","1.3","1","12","","11","11041","0","0"
"0","","","","2.1","93","","11","11042","",""
"idle_normal","","","1","1","3","","11","11043","","0.2"
"0","","","","0","22","","11","11044","",""
"0","","","","3","93","","11","11045","",""
"","","","0","11045","101","","11","11046","0",""
"1","0","-190","101","1","5","luis_run_dash_pain","12","12001","400","1.45"
"1001","0","-190","102","10","5","empty","12","12002","-85","1.45"
"11","","1","400","11","31","","12","12003","-190",""
"130","","","","1","13","","12","12004","",""
"105111","1","-190","102","1","1","empty","12","12005","1050","1.45"
"1002","1","-190","103","10","5","empty","12","12006","1050","1.45"
"12","","1","-85","12","31","","12","12007","-190","0"
"0","","","","0","91","","12","12008","",""
"-85","","0","-190","1","2","","12","12009","1.3",""
"-85","","0","-190","11","33","","12","12010","1.3",""
"1","","","","11","32","","12","12011","",""
"sweatR_run","","","","11","37","","12","12012","",""
"0","","","","1.3","93","","12","12013","",""
"luis_run_turn","0","1","0","1","3","","12","12014","anger_talk_Ex0001","0.2"
"vo_alces_1200","","","0","vo_alces","21","","12","12015","0",""
"等等，為什麼\n那個人在追我啊！？","0","0","10","1","11","1","12","12016","1","0"
"","","","0","0","91","","12","12017","0",""
"sad_talk_normalR","","","1","1","3","","12","12018","","0.2"
"vo_alces_1201","","","0","vo_alces","21","","12","12019","0",""
