c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"","","","","4514054","0.1","","","","4514","93"
"0","0.2","","0.2","4514055","105911","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","4514","3"
"","","","","4514056","0.1","","","","4514","93"
"0","0.2","","0.2","4514057","106431","wac_birthday_idle_smile","1","wac_birthday_clap","4514","3"
"","","","","4514058","2","","","","4514","93"
"","","","","4514059","1","","","","4514","131"
"0","","","","4514060","vo_wac_04514","0","","vo_wac_04514_000","4514","21"
"10","0","0.5","0","4514061","105811","1","1","這是生日蛋糕嗎！？\n謝謝你♪\n看起來好好吃……\n我馬上來大快朵頤囉♪","4514","11"
"","","","","4514062","0","","","","4514","91"
"1","0.2","","","4514063","105811","","","wac_birthday_idle_kyapi","4514","3"
"1","0.2","","","4514064","106011","","","wac_birthday_talk_normal","4514","3"
"0","","","","4514065","vo_wac_04514","0","","vo_wac_04514_001","4514","21"
"10","0","0.5","0","4514066","106011","1","1","慢著慢著，等一下────！！\n蠟燭都還沒拿下來耶！？\n妳這個人真的是一點也沒變啊……\n呵呵，生日快樂。","4514","11"
"","","","","4514067","0","","","","4514","91"
"1","0.2","","","4514068","106011","","","wac_birthday_idle_doya","4514","3"
"1","0.2","","","4514069","105811","","","wac_birthday_talk_kyapi","4514","3"
"0","","","","4514070","vo_wac_04514","0","","vo_wac_04514_002","4514","21"
"10","0","0.5","0","4514071","105811","1","1","嘻嘻，謝謝妳♪\n我會好好品嚐的！\n能夠得到大家的祝福，\n今天是最棒的紀念日♪","4514","11"
"","","","","4514072","0","","","","4514","91"
"1","0.2","","","4514073","105811","","","wac_birthday_talk_wish","4514","3"
"0","","","","4514074","vo_wac_04514","0","","vo_wac_04514_003","4514","21"
"10","0","0.5","0","4514075","105811","1","1","不論是今天、明天，還是遙遠的未來，\n都希望我們可以同桌享用豐盛的餐點♪\n當然，你也要一起喔！\n今後也請多多指教呢！","4514","11"
"","","","","4514076","0","","","","4514","91"
"","","","","4514077","0","","","","4514","22"
"","","","","4814001","bgm_M321","","","bgm_M321_2C","4814","25"
"250","2","wac_birthday_idle_normal","0","4814002","1","-1000","-70","102011","4814","1"
"256","2","wac_birthday_idle_doya","1","4814003","1","230","-270","103611","4814","1"
"257","2","wac_birthday_idle_kyapi","1","4814004","1","410","-310","100411","4814","1"
"","","","","4814005","102011","","","300","4814","13"
"","","","","4814006","103611","","","300","4814","13"
"0","1","","","4814007","600","0","1","600","4814","31"
"0","0","","","4814008","602","0","1","602","4814","31"
"0","0","","","4814009","603","0","1","603","4814","31"
"30","1","","","4814010","604","60","1","604","4814","31"
"0","1","","","4814011","611","0","1","611","4814","31"
"0","0","","","4814012","700","0","1","700","4814","31"
"0","0","","","4814013","701","0","1","701","4814","31"
"0","0","","","4814014","702","0","1","702","4814","31"
"0","0","","","4814015","800","0","1","800","4814","31"
"30","1","","","4814016","901","60","1","901","4814","31"
"","","","","4814017","1","","","","4814","93"
"0","0.2","","0.2","4814018","100411","wac_birthday_reaction_03","1","wac_birthday_reaction_02","4814","3"
"","","","","4814019","0.1","","","","4814","93"
"0","0.2","","0.2","4814020","103611","wac_birthday_reaction_04","1","wac_birthday_reaction_01","4814","3"
"","","","","4814021","0.3","","","","4814","93"
"1","0.2","","","4814022","102011","","","wac_birthday_run_01","4814","3"
"-70","","","","4814023","102011","3","","0","4814","2"
"","","","","4814024","2.5","","","","4814","93"
"","","","","4814025","602","","","1","4814","32"
"","","","","4814026","0.6","","","","4814","93"
"","","","","4814027","600","","","0","4814","32"
"","","","","4814028","611","","","0","4814","32"
"","","","","4814029","604","","","0","4814","32"
"","","","","4814030","701","","","1","4814","32"
"0","","","","4814031","901","0.01","","0","4814","33"
"0","0.2","","0.2","4814032","102011","wac_birthday_wish_02","1","wac_birthday_blowout_02","4814","3"
"-330","","","","4814033","102011","0.01","","-200","4814","2"
"1","0.2","","","4814034","103611","","","wac_birthday_idle_doya","4814","3"
"-320","","","","4814035","103611","0.01","","180","4814","2"
"1","0.2","","","4814036","100411","","","wac_birthday_idle_kyapi","4814","3"
"-340","","","","4814037","100411","0.01","","320","4814","2"
"","","","","4814038","0","","","","4814","93"
"","","","","4814039","800","","","1","4814","32"
"","","","","4814040","0.7","","","","4814","93"
"","","","","4814041","702","","","1","4814","32"
"","","","","4814042","0.5","","","","4814","93"
"0","","","","4814043","se_common","","","se_sys_login_birthday_blow_candle","4814","23"
"","","","","4814044","701","","","0","4814","32"
"","","","","4814045","0.4","","","","4814","93"
"0","","","","4814046","se_common","","","se_sys_login_birthday_cracker","4814","23"
"","","","","4814047","700","","","1","4814","32"
"0","","","","4814048","se_common","","","se_sys_login_birthday_calendar_applause","4814","23"
"0","0.2","","0.2","4814049","103611","wac_birthday_idle_doya","1","wac_birthday_clap","4814","3"
"","","","","4814050","0.1","","","","4814","93"
"0","0.2","","0.2","4814051","100411","wac_birthday_idle_kyapi","1","wac_birthday_clap","4814","3"
"","","","","4814052","2","","","","4814","93"
"","","","","4814053","1","","","","4814","131"
"0","","","","4814054","vo_wac_04814","0","","vo_wac_04814_000","4814","21"
"10","0","0.5","0","4814055","102011","1","1","哇～是蛋糕呢～！\n比店裡賣的還要大個……！\n好厲害好厲害♪","4814","11"
"","","","","4814056","0","","","","4814","91"
"1","0.2","","","4814057","102011","","","wac_birthday_idle_smile","4814","3"
"1","0.2","","","4814058","103611","","","wac_birthday_talk_doya","4814","3"
"0","","","","4814059","vo_wac_04814","0","","vo_wac_04814_001","4814","21"
"10","0","0.5","0","4814060","103611","1","1","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","4814","11"
"","","","","4814061","0","","","","4814","91"
"1","0.2","","","4814062","103611","","","wac_birthday_idle_doya","4814","3"
"1","0.2","","","4814063","102011","","","wac_birthday_talk_smile","4814","3"
"0","","","","4814064","vo_wac_04814","0","","vo_wac_04814_002","4814","21"
"10","0","0.5","0","4814065","102011","1","1","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","4814","11"
"","","","","4814066","0","","","","4814","91"
"1","0.2","","","4814067","102011","","","wac_birthday_talk_kyapi","4814","3"
"0","","","","4814068","vo_wac_04814","0","","vo_wac_04814_003","4814","21"
"10","0","0.5","0","4814069","102011","1","1","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","4814","11"
"","","","","4814070","0","","","","4814","91"
"","","","","4814071","0","","","","4814","22"
"","","","","5014001","bgm_M321","","","bgm_M321_2C","5014","25"
"250","2","wac_birthday_idle_normal","0","5014002","1","-1000","-70","100211","5014","1"
"256","2","wac_birthday_idle_normal","1","5014003","1","230","-270","100311","5014","1"
"257","2","wac_birthday_idle_smile","1","5014004","1","410","-310","100111","5014","1"
"","","","","5014005","100211","","","300","5014","13"
"","","","","5014006","100311","","","300","5014","13"
"0","1","","","5014007","600","0","1","600","5014","31"
"0","0","","","5014008","602","0","1","602","5014","31"
"0","0","","","5014009","603","0","1","603","5014","31"
"30","1","","","5014010","604","60","1","604","5014","31"
"0","1","","","5014011","611","0","1","611","5014","31"
"0","0","","","5014012","700","0","1","700","5014","31"
"0","0","","","5014013","701","0","1","701","5014","31"
"0","0","","","5014014","702","0","1","702","5014","31"
"0","0","","","5014015","800","0","1","800","5014","31"
"30","1","","","5014016","902","60","1","902","5014","31"
"","","","","5014017","1","","","","5014","93"
"0","0.2","","0.2","5014018","100111","wac_birthday_reaction_03","1","wac_birthday_reaction_02","5014","3"
"","","","","5014019","0.1","","","","5014","93"
"0","0.2","","0.2","5014020","100311","wac_birthday_reaction_04","1","wac_birthday_reaction_01","5014","3"
"","","","","5014021","0.3","","","","5014","93"
"1","0.2","","","5014022","100211","","","wac_birthday_run_01","5014","3"
"-70","","","","5014023","100211","3","","0","5014","2"
"","","","","5014024","2.5","","","","5014","93"
"","","","","5014025","602","","","1","5014","32"
"","","","","5014026","0.6","","","","5014","93"
"","","","","5014027","600","","","0","5014","32"
"","","","","5014028","611","","","0","5014","32"
"","","","","5014029","604","","","0","5014","32"
"","","","","5014030","701","","","1","5014","32"
"0","","","","5014031","902","0.01","","0","5014","33"
"0","0.2","","0.2","5014032","100211","wac_birthday_wish_04","1","wac_birthday_blowout_01","5014","3"
"-330","","","","5014033","100211","0.01","","-200","5014","2"
"1","0.2","","","5014034","100311","","","wac_birthday_idle_normal","5014","3"
"-320","","","","5014035","100311","0.01","","180","5014","2"
"1","0.2","","","5014036","100111","","","wac_birthday_idle_smile","5014","3"
"-340","","","","5014037","100111","0.01","","320","5014","2"
"","","","","5014038","0","","","","5014","93"
"","","","","5014039","800","","","1","5014","32"
"","","","","5014040","0.7","","","","5014","93"
"","","","","5014041","702","","","1","5014","32"
"","","","","5014042","0.5","","","","5014","93"
"0","","","","5014043","se_common","","","se_sys_login_birthday_blow_candle","5014","23"
"","","","","5014044","701","","","0","5014","32"
"","","","","5014045","0.4","","","","5014","93"
"0","","","","5014046","se_common","","","se_sys_login_birthday_cracker","5014","23"
"","","","","5014047","700","","","1","5014","32"
"0","","","","5014048","se_common","","","se_sys_login_birthday_calendar_applause","5014","23"
"0","0.2","","0.2","5014049","100311","wac_birthday_idle_normal","1","wac_birthday_clap","5014","3"
"","","","","5014050","0.1","","","","5014","93"
"0","0.2","","0.2","5014051","100111","wac_birthday_idle_smile","1","wac_birthday_clap","5014","3"
"","","","","5014052","2","","","","5014","93"
"","","","","5014053","1","","","","5014","131"
"0","","","","5014054","vo_wac_05014","0","","vo_wac_05014_000","5014","21"
"10","0","0.5","0","5014055","100211","1","1","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","5014","11"
"","","","","5014056","0","","","","5014","91"
"1","0.2","","","5014057","100211","","","wac_birthday_idle_wish","5014","3"
"1","0.2","","","5014058","100311","","","wac_birthday_talk_normal","5014","3"
"0","","","","5014059","vo_wac_05014","0","","vo_wac_05014_001","5014","21"
"10","0","0.5","0","5014060","100311","1","1","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","5014","11"
"","","","","5014061","0","","","","5014","91"
"1","0.2","","","5014062","100311","","","wac_birthday_idle_normal","5014","3"
"1","0.2","","","5014063","100211","","","wac_birthday_talk_sad","5014","3"
"0","","","","5014064","vo_wac_05014","0","","vo_wac_05014_002","5014","21"
"10","0","0.5","0","5014065","100211","1","1","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","5014","11"
"","","","","5014066","0","","","","5014","91"
"1","0.2","","","5014067","100211","","","wac_birthday_talk_smile","5014","3"
"0","","","","5014068","vo_wac_05014","0","","vo_wac_05014_003","5014","21"
"10","0","0.5","0","5014069","100211","1","1","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","5014","11"
"","","","","5014070","0","","","","5014","91"
"","","","","5014071","0","","","","5014","22"
"","","","","5214001","bgm_M321","","","bgm_M321_2C","5214","25"
"250","2","wac_birthday_idle_normal","0","5214002","1","-1000","-70","105511","5214","1"
"256","2","wac_birthday_idle_doya","1","5214003","1","170","-260","105311","5214","1"
"259","2","wac_birthday_idle_normal","1","5214004","1","270","-310","104511","5214","1"
"257","2","wac_birthday_idle_wish","1","5214005","1","410","-270","100811","5214","1"
"258","2","wac_birthday_idle_kyapi","1","5214006","1","510","-310","103011","5214","1"
"","","","","5214007","105511","","","300","5214","13"
"","","","","5214008","105311","","","300","5214","13"
"0","1","","","5214009","600","0","1","600","5214","31"
"0","0","","","5214010","602","0","1","602","5214","31"
"0","0","","","5214011","603","0","1","603","5214","31"
"30","1","","","5214012","604","60","1","604","5214","31"
"0","1","","","5214013","611","0","1","611","5214","31"
"0","0","","","5214014","700","0","1","700","5214","31"
"0","0","","","5214015","701","0","1","701","5214","31"
"0","0","","","5214016","702","0","1","702","5214","31"
"0","0","","","5214017","800","0","1","800","5214","31"
"30","1","","","5214018","903","60","1","903","5214","31"
"","","","","5214019","1","","","","5214","93"
"0","0.2","","0.2","5214020","104511","wac_birthday_reaction_03","1","wac_birthday_reaction_05","5214","3"
"0","0.2","","0.2","5214021","105311","wac_birthday_reaction_03","1","wac_birthday_reaction_01","5214","3"
"","","","","5214022","0.1","","","","5214","93"
"0","0.2","","0.2","5214023","100811","wac_birthday_reaction_04","1","wac_birthday_reaction_01","5214","3"
"0","0.2","","0.2","5214024","103011","wac_birthday_reaction_03","1","wac_birthday_reaction_02","5214","3"
"","","","","5214025","0.3","","","","5214","93"
"1","0.2","","","5214026","105511","","","wac_birthday_run_01","5214","3"
"-70","","","","5214027","105511","3","","0","5214","2"
"","","","","5214028","2.5","","","","5214","93"
"","","","","5214029","602","","","1","5214","32"
"","","","","5214030","0.6","","","","5214","93"
"","","","","5214031","600","","","0","5214","32"
"","","","","5214032","611","","","0","5214","32"
"","","","","5214033","604","","","0","5214","32"
"","","","","5214034","701","","","1","5214","32"
"0","","","","5214035","903","0.01","","0","5214","33"
"0","0.2","","0.2","5214036","105511","wac_birthday_wish_04","1","wac_birthday_blowout_03","5214","3"
"-330","","","","5214037","105511","0.01","","-200","5214","2"
"1","0.2","","","5214038","105311","","","wac_birthday_idle_doya","5214","3"
"-320","","","","5214039","105311","0.01","","150","5214","2"
"1","0.2","","","5214040","104511","","","wac_birthday_idle_normal","5214","3"
"-360","","","","5214041","104511","0.01","","260","5214","2"
"1","0.2","","","5214042","100811","","","wac_birthday_idle_wish","5214","3"
"-320","","","","5214043","100811","0.01","","400","5214","2"
"1","0.2","","","5214044","103011","","","wac_birthday_idle_kyapi","5214","3"
"-340","","","","5214045","103011","0.01","","500","5214","2"
"","","","","5214046","0","","","","5214","93"
"","","","","5214047","800","","","1","5214","32"
"","","","","5214048","0.7","","","","5214","93"
"","","","","5214049","702","","","1","5214","32"
"","","","","5214050","0.5","","","","5214","93"
"0","","","","5214051","se_common","","","se_sys_login_birthday_blow_candle","5214","23"
"","","","","5214052","701","","","0","5214","32"
"","","","","5214053","0.4","","","","5214","93"
"0","","","","5214054","se_common","","","se_sys_login_birthday_cracker","5214","23"
"","","","","5214055","700","","","1","5214","32"
"0","","","","5214056","se_common","","","se_sys_login_birthday_calendar_applause","5214","23"
"0","0.2","","0.2","5214057","105311","wac_birthday_idle_doya","1","wac_birthday_clap","5214","3"
"0","0.2","","0.2","5214058","100811","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","5214","3"
"","","","","5214059","0.1","","","","5214","93"
"0","0.2","","0.2","5214060","104511","wac_birthday_idle_normal","1","wac_birthday_clap","5214","3"
"","","","","5214061","0.1","","","","5214","93"
"0","0.2","","0.2","5214062","103011","wac_birthday_idle_kyapi","1","wac_birthday_clap","5214","3"
"","","","","5214063","2","","","","5214","93"
"","","","","5214064","1","","","","5214","131"
"0","","","","5214065","vo_wac_05214","0","","vo_wac_05214_000","5214","21"
"10","0","0.5","0","5214066","105511","1","1","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","5214","11"
"","","","","5214067","0","","","","5214","91"
"1","0.2","","","5214068","105511","","","wac_birthday_idle_wish","5214","3"
"1","0.2","","","5214069","105311","","","wac_birthday_talk_smile","5214","3"
"0","","","","5214070","vo_wac_05214","0","","vo_wac_05214_001","5214","21"
"10","0","0.5","0","5214071","105311","1","1","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","5214","11"
"","","","","5214072","0","","","","5214","91"
"1","0.2","","","5214073","105311","","","wac_birthday_idle_doya","5214","3"
"1","0.2","","","5214074","105511","","","wac_birthday_talk_wish","5214","3"
"0","","","","5214075","vo_wac_05214","0","","vo_wac_05214_002","5214","21"
"10","0","0.5","0","5214076","105511","1","1","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","5214","11"
"","","","","5214077","0","","","","5214","91"
"1","0.2","","","5214078","105511","","","wac_birthday_talk_smile","5214","3"
"0","","","","5214079","vo_wac_05214","0","","vo_wac_05214_003","5214","21"
"10","0","0.5","0","5214080","105511","1","1","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","5214","11"
"","","","","5214081","0","","","","5214","91"
"","","","","5214082","0","","","","5214","22"
"","","","","5514001","bgm_M321","","","bgm_M321_2C","5514","25"
"250","2","wac_birthday_idle_normal","0","5514002","1","-1000","-70","101611","5514","1"
"256","2","wac_birthday_idle_normal","1","5514003","1","230","-270","105011","5514","1"
"257","2","wac_birthday_idle_smile","1","5514004","1","410","-310","101811","5514","1"
"","","","","5514005","101611","","","300","5514","13"
"","","","","5514006","105011","","","300","5514","13"
"0","1","","","5514007","600","0","1","600","5514","31"
"0","0","","","5514008","602","0","1","602","5514","31"
"0","0","","","5514009","603","0","1","603","5514","31"
"30","1","","","5514010","604","60","1","604","5514","31"
"0","1","","","5514011","611","0","1","611","5514","31"
"0","0","","","5514012","700","0","1","700","5514","31"
"0","0","","","5514013","701","0","1","701","5514","31"
"0","0","","","5514014","702","0","1","702","5514","31"
"0","0","","","5514015","800","0","1","800","5514","31"
"30","1","","","5514016","904","60","1","904","5514","31"
"","","","","5514017","1","","","","5514","93"
"0","0.2","","0.2","5514018","101811","wac_birthday_reaction_04","1","wac_birthday_reaction_01","5514","3"
"","","","","5514019","0.1","","","","5514","93"
"0","0.2","","0.2","5514020","105011","wac_birthday_reaction_03","1","wac_birthday_reaction_05","5514","3"
"","","","","5514021","0.3","","","","5514","93"
"1","0.2","","","5514022","101611","","","wac_birthday_run_01","5514","3"
"-70","","","","5514023","101611","3","","0","5514","2"
"","","","","5514024","2.5","","","","5514","93"
"","","","","5514025","602","","","1","5514","32"
"","","","","5514026","0.6","","","","5514","93"
"","","","","5514027","600","","","0","5514","32"
"","","","","5514028","611","","","0","5514","32"
"","","","","5514029","604","","","0","5514","32"
"","","","","5514030","701","","","1","5514","32"
"0","","","","5514031","904","0.01","","0","5514","33"
"0","0.2","","0.2","5514032","101611","wac_birthday_wish_03","1","wac_birthday_blowout_02","5514","3"
"-330","","","","5514033","101611","0.01","","-200","5514","2"
"1","0.2","","","5514034","105011","","","wac_birthday_idle_smile","5514","3"
"-320","","","","5514035","105011","0.01","","180","5514","2"
"1","0.2","","","5514036","101811","","","wac_birthday_idle_wish","5514","3"
"-340","","","","5514037","101811","0.01","","320","5514","2"
"","","","","5514038","0","","","","5514","93"
"","","","","5514039","800","","","1","5514","32"
"","","","","5514040","0.7","","","","5514","93"
"","","","","5514041","702","","","1","5514","32"
"","","","","5514042","0.5","","","","5514","93"
"0","","","","5514043","se_common","","","se_sys_login_birthday_blow_candle","5514","23"
"","","","","5514044","701","","","0","5514","32"
"","","","","5514045","0.4","","","","5514","93"
"0","","","","5514046","se_common","","","se_sys_login_birthday_cracker","5514","23"
"","","","","5514047","700","","","1","5514","32"
"0","","","","5514048","se_common","","","se_sys_login_birthday_calendar_applause","5514","23"
"0","0.2","","0.2","5514049","105011","wac_birthday_idle_smile","1","wac_birthday_clap","5514","3"
"","","","","5514050","0.1","","","","5514","93"
"0","0.2","","0.2","5514051","101811","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","5514","3"
"","","","","5514052","2","","","","5514","93"
"","","","","5514053","1","","","","5514","131"
"0","","","","5514054","vo_wac_05514","0","","vo_wac_05514_000","5514","21"
"10","0","0.5","0","5514055","101611","1","1","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","5514","11"
"","","","","5514056","0","","","","5514","91"
"1","0.2","","","5514057","101611","","","wac_birthday_idle_kyapi","5514","3"
"1","0.2","","","5514058","105011","","","wac_birthday_talk_smile","5514","3"
"0","","","","5514059","vo_wac_05514","0","","vo_wac_05514_001","5514","21"
"10","0","0.5","0","5514060","105011","1","1","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","5514","11"
"","","","","5514061","0","","","","5514","91"
"1","0.2","","","5514062","105011","","","wac_birthday_idle_smile","5514","3"
"1","0.2","","","5514063","101611","","","wac_birthday_talk_smile","5514","3"
"0","","","","5514064","vo_wac_05514","0","","vo_wac_05514_002","5514","21"
"10","0","0.5","0","5514065","101611","1","1","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","5514","11"
"","","","","5514066","0","","","","5514","91"
"1","0.2","","","5514067","101611","","","wac_birthday_talk_kyapi","5514","3"
"0","","","","5514068","vo_wac_05514","0","","vo_wac_05514_003","5514","21"
"10","0","0.5","0","5514069","101611","1","1","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","5514","11"
"","","","","5514070","0","","","","5514","91"
"","","","","5514071","0","","","","5514","22"
"","","","","6214001","bgm_M321","","","bgm_M321_2C","6214","25"
"250","2","wac_birthday_idle_normal","0","6214002","1","-1000","-70","106731","6214","1"
"256","2","wac_birthday_idle_doya","1","6214003","1","230","-270","106611","6214","1"
"257","2","wac_birthday_idle_normal","1","6214004","1","410","-310","106511","6214","1"
"","","","","6214005","106731","","","300","6214","13"
"","","","","6214006","106611","","","300","6214","13"
"0","1","","","6214007","600","0","1","600","6214","31"
"0","0","","","6214008","602","0","1","602","6214","31"
"0","0","","","6214009","603","0","1","603","6214","31"
"30","1","","","6214010","604","60","1","604","6214","31"
"0","1","","","6214011","611","0","1","611","6214","31"
"0","0","","","6214012","700","0","1","700","6214","31"
"0","0","","","6214013","701","0","1","701","6214","31"
"0","0","","","6214014","702","0","1","702","6214","31"
"0","0","","","6214015","800","0","1","800","6214","31"
"30","1","","","6214016","905","60","1","905","6214","31"
"","","","","6214017","1","","","","6214","93"
"0","0.2","","0.2","6214018","106511","wac_birthday_reaction_03","1","wac_birthday_reaction_02","6214","3"
"","","","","6214019","0.1","","","","6214","93"
"0","0.2","","0.2","6214020","106611","wac_birthday_reaction_03","1","wac_birthday_reaction_01","6214","3"
"","","","","6214021","0.3","","","","6214","93"
"1","0.2","","","6214022","106731","","","wac_birthday_run_01","6214","3"
"-70","","","","6214023","106731","3","","0","6214","2"
"","","","","6214024","2.5","","","","6214","93"
"","","","","6214025","602","","","1","6214","32"
"","","","","6214026","0.6","","","","6214","93"
"","","","","6214027","600","","","0","6214","32"
"","","","","6214028","611","","","0","6214","32"
"","","","","6214029","604","","","0","6214","32"
"","","","","6214030","701","","","1","6214","32"
"0","","","","6214031","905","0.01","","0","6214","33"
