26f0139c4ae7762a0c5d65d829e3e496953449733ae2e301129084877ed94201,b942361f53300b51b2cceccfb3066ce67b5ac5cdaa82bb4a0d61f7d8bcda6042,00b00fa3059cf957813ad6ed46b323bc4a131a035f8ad3f8e16f1e8278fe1f41,8cd536cd089d8ef533ba71f937402d387f1475b964c533bb083a5f43150b3b70,dee6818afb6c2a5504a6ca2111293a37112b493b94c52cc3b6d7df3ec7d62ba2,a36cc62f9de183f7eb40c1098f54becd6915a112d065a3049d1ecb1515a3567a
"101","105801","0","0","10017","10017301"
"101","109901","10017102","0","10017","10017302"
"102","109901","0","0","10017","10017303"
"3","211","1001704","0","10017","10017531"
"501","101921","10021112","101931","10021","10021001"
"501","101922","10021112","101932","10021","10021002"
"501","101923","10021112","101933","10021","10021003"
"501","100011","10021112","100351","10021","10021004"
"501","100012","10021112","100352","10021","10021005"
"501","100013","10021112","100353","10021","10021006"
"501","100014","10021112","100354","10021","10021007"
"501","100015","10021112","100355","10021","10021008"
"501","100016","10021112","100356","10021","10021009"
"501","100017","10021112","100357","10021","10021010"
"501","100018","10021112","100358","10021","10021011"
"501","100019","10021112","100359","10021","10021012"
"3","211","1003904","0","10039","10039531"
"1","1","10053102","0","10053","10053001"
"1","2","10053108","0","10053","10053002"
"1","3","10053115","0","10053","10053003"
"101","105801","0","0","10053","10053301"
"101","109901","10053102","0","10053","10053302"
"102","109901","0","0","10053","10053303"
"3","211","1005304","0","10053","10053531"
"1","1","10084102","0","10084","10084001"
"1","2","10084112","0","10084","10084002"
"1","3","10084115","0","10084","10084003"
"1","1","10085102","0","10085","10085001"
"1","2","10085108","0","10085","10085002"
"1","3","10085115","0","10085","10085003"
"1","1","10112102","0","10112","10112001"
"1","2","10112112","0","10112","10112002"
"1","3","10112115","0","10112","10112003"
"1","1","10113102","0","10113","10113001"
"1","2","10113108","0","10113","10113002"
"1","3","10113115","0","10113","10113003"
"1","1","10153102","0","10153","10153001"
"1","2","10153108","0","10153","10153002"
"1","3","10153115","0","10153","10153003"
"101","105801","0","0","10153","10153301"
"101","109901","10153102","0","10153","10153302"
"102","109901","0","0","10153","10153303"
"3","211","1015304","0","10153","10153531"
"1","1","20008103","0","20008","20008001"
"1","2","20008104","0","20008","20008002"
"1","3","20008105","0","20008","20008003"
"1","4","20008107","0","20008","20008004"
"1","5","20008111","0","20008","20008005"
"2","201","0","0","20008","20008006"
"201","101","20008105","0","20008","20008201"
"201","102","20008107","0","20008","20008202"
"201","103","20008111","0","20008","20008203"
"202","111","20008115","0","20008","20008204"
"101","105601","0","0","20008","20008301"
"101","100901","20008103","0","20008","20008302"
"101","101301","20008104","0","20008","20008303"
"101","105601","20008105","0","20008","20008304"
"101","101301","20008107","0","20008","20008305"
"101","100901","20008111","0","20008","20008306"
"102","105601","0","0","20008","20008307"
"2","201","0","0","20010","20010001"
"1","1","20010110","0","20010","20010002"
"1","2","20010112","0","20010","20010003"
"1","3","20010115","0","20010","20010004"
"1","4","20010103","0","20010","20010005"
"1","5","20010105","0","20010","20010006"
"1","6","20010107","0","20010","20010007"
"1","7","20010109","0","20010","20010008"
"211","101","20010112","0","20010","20010201"
"211","0","20010115","0","20010","20010202"
"501","101461","20010110","101471","20010","20010501"
"501","101462","20010110","101472","20010","20010502"
"501","101463","20010110","101473","20010","20010503"
"3","211","2001004","0","20010","20010531"
"4","1","2001201","0","20012","20012001"
"4","2","2001202","0","20012","20012002"
"4","3","2001203","0","20012","20012003"
"4","4","2001204","0","20012","20012004"
"5","101","2001201","0","20012","20012301"
"5","101","2001202","0","20012","20012302"
"5","101","2001203","0","20012","20012303"
"6","501","0","0","20012","20012401"
"3","211","2001204","0","20012","20012531"
"3","211","2001404","0","20014","20014531"
"501","101921","20016112","101931","20016","20016001"
"501","101922","20016112","101932","20016","20016002"
"501","101923","20016112","101933","20016","20016003"
"501","100011","20016112","100351","20016","20016004"
"501","100012","20016112","100352","20016","20016005"
"501","100013","20016112","100353","20016","20016006"
"501","100014","20016112","100354","20016","20016007"
"501","100015","20016112","100355","20016","20016008"
"501","100016","20016112","100356","20016","20016009"
"501","100017","20016112","100357","20016","20016010"
"501","100018","20016112","100358","20016","20016011"
"501","100019","20016112","100359","20016","20016012"
"1","1","20046102","0","20046","20046001"
"1","2","20046112","0","20046","20046002"
"1","3","20046115","0","20046","20046003"
"1","1","20047102","0","20047","20047001"
"1","2","20047108","0","20047","20047002"
"1","3","20047115","0","20047","20047003"
