776573175af58cb4feea6b0f89dfb83c6c9d84f824f198268c3a6577fe83fd62,fc993e572e7d77bde0806bdf4eec7698c05361016d47a16882a3ea305a8c2296,308acd2f34b908ecf6327a3ea32c628366c071de954495b2debe1d3c8ba605b4,15e81c19ea9876f2285eb7367920e350a2e8f70f6c48d7cc097c5e65cb4fe1d3,eb3ae3eecc22aec8a512aad0a92ca92373e19501d40e2696f67e5f76e974fcde,453098daedf93febb1fb91317087174f737d317428fe33a6b2d42a2b1e487556,5c56b882690bd3f1ce312408efaaa47275a2f6f5a85477749dbee1c559620060,db3baeb989e5c6a6114ee055d2d036d4e822057c0d4a9391554d092859d79a9d,80566eb5889a5b86806e39ccd701825596bb366129293b423343dcc904f533d7,2cb3e9a2950708e550a40414b3f1321a4a64d485bf1042a9b920adce16d2f576,cc4872e63cdcb6c9a582d2b9bfd2b02a816dd91225ca7a9eebcd563c4b5741f4
"","","","0.5","","","101","","0","93","101025"
"","","","1","0.2","1","101","","cgg_idle_normal","3","101026"
"","","","106011","0.2","1","101","","cgg_idle_def","3","101027"
"","","","105811","0.2","1","101","","cgg_idle_joy2","3","101028"
"","","","105811","0.2","1.4","101","","10","12","101029"
"","","","3","","","101","","0","93","101030"
"","","","105811","0.2","1","101","","cgg_idle_def","3","101031"
"","","","106011","0.2","1","101","","cgg_talk_surprise_dere","3","101032"
"","","","106011","0.2","1.4","101","","8","12","101033"
"","","","3","","","101","","0","93","101034"
"","","","106011","0.2","1","101","","cgg_idle_def","3","101035"
"0","1","cgg_idle_surprise1","1","0.2","0","101","","cgg_surprise1","3","101036"
"","","","1","0.2","1.4","101","","4","12","101037"
"","","","3","","","101","","0","93","101038"
"","","","101026","","","101","","0","101","101039"
"","","","0","","","101","","0.5","22","101040"
"0","0","1","1","0.1","1","101","","1","6","101041"
"0","0","1","105811","0.1","1","101","","1","6","101042"
"0","0","1","106011","0.1","1","101","","1","6","101043"
"","","","0.1","","","101","","0","93","101044"
"","","","1","0","1","101","","cgg_idle_normal","3","101045"
"","","","105811","0","1","101","","cgg_idle_def","3","101046"
"","","","106011","0","1","101","","cgg_idle_def","3","101047"
"0","-230","-420","1","160","100","102","cgg_idle_normal","1","5","102001"
"1","-230","375","1","1.6","100","102","cgg_idle_def","105911","1","102002"
"1","-230","490","1","1.6","101","102","cgg_idle_def","106411","1","102003"
"0","1","1","1","0.1","1","102","","1","6","102004"
"0","1","1","105911","0.1","1","102","","1","6","102005"
"0","1","1","106411","0.1","1","102","","1","6","102006"
"","","","0.2","","","102","","0","93","102007"
"","","0","vo_minigame_1007","","0","102","","vo_minigame_1007_top_talk_2_003","21","102008"
"0","0","0","105911","0","5","102","0","我們抵達\n演唱會會場了，\n這裡非常大，\n非常開闊呢……","11","102009"
"","","","1","0.2","1","102","","cgg_idle_surprise1","3","102010"
"","","","105911","0.2","0","102","","cgg_lookup","3","102011"
"","","","2.6","","","102","","0","93","102012"
"","","","105911","0.2","1","102","","cgg_talk_wish_surprise","3","102013"
"","","","102009","","","102","","","91","102014"
"","","","105911","0.4","1","102","","cgg_idle_def","3","102015"
"","","0","vo_minigame_1007","","0","102","","vo_minigame_1007_top_talk_2_004","21","102016"
"0","0","0","106411","0","4","102","0","慈樂之音的演唱會……\n呵呵，真令人期待呢。\n啊，我可以\n去看一下周邊嗎？","11","102017"
"","","","1","0.2","1","102","","cgg_idle_reaction1","3","102018"
"","","","106411","0.2","1","102","","cgg_talk_surprise1","3","102019"
"","","","2.6","","","102","","0","93","102020"
"0","1","cgg_idle_nod","1","0.2","0","102","","cgg_talk_nod","3","102021"
"","","","106411","0.2","1","102","","cgg_talk_joy3_blink","3","102022"
"","","","3.2","","","102","","0","93","102023"
"","","","1","0.2","1","102","","cgg_idle_reaction5","3","102024"
"","","","106411","0.2","1","102","","cgg_talk_normal","3","102025"
"","","","102017","","","102","","","91","102026"
"","","","0.5","","","102","","0","93","102027"
"","","","106411","0.2","1","102","","cgg_idle_def","3","102028"
"","","","1","0.2","1","102","","cgg_idle_normal","3","102029"
"","","","105911","0.2","1","102","","cgg_talk_joy3_blink","3","102030"
"","","","105911","0.2","1.4","102","","10","12","102031"
"","","","3","","","102","","0","93","102032"
"","","","105911","0.2","1","102","","cgg_idle_def","3","102033"
"","","","106411","0.2","1","102","","cgg_talk_joy1","3","102034"
"","","","106411","0.2","1.4","102","","11","12","102035"
"","","","3","","","102","","0","93","102036"
"","","","106411","0.2","1","102","","cgg_idle_def","3","102037"
"","","","1","0.2","1","102","","cgg_idle_surprise3","3","102038"
"","","","1","0.2","1.4","102","","6","12","102039"
"","","","3","","","102","","0","93","102040"
"","","","102029","","","102","","0","101","102041"
"","","","0","","","102","","0.5","22","102042"
"0","0","1","1","0.1","1","102","","1","6","102043"
"0","0","1","105911","0.1","1","102","","1","6","102044"
"0","0","1","106411","0.1","1","102","","1","6","102045"
"","","","0.1","","","102","","0","93","102046"
"","","","1","0","1","102","","cgg_idle_normal","3","102047"
"","","","105911","0","1","102","","cgg_idle_def","3","102048"
"","","","106411","0","1","102","","cgg_idle_def","3","102049"
"0","-230","-420","1","160","100","103","cgg_idle_normal","1","5","103001"
"1","-230","375","1","1.6","100","103","cgg_idle_def","100211","1","103002"
"1","-230","490","1","1.6","101","103","cgg_idle_def","100111","1","103003"
"0","1","1","1","0.1","1","103","","1","6","103004"
"0","1","1","100211","0.1","1","103","","1","6","103005"
"0","1","1","100111","0.1","1","103","","1","6","103006"
"","","","0.2","","","103","","0","93","103007"
"","","0","vo_minigame_1007","","0","103","","vo_minigame_1007_top_talk_3_005","21","103008"
"0","0","0","100211","0","5","103","0","下次會抽到什麼呢？\n讓人很期待呢，\n日和。","11","103009"
"","","","1","0.2","1","103","","cgg_idle_surprise1","3","103010"
"","","","100211","0.2","1","103","","cgg_talk_wish","3","103011"
"","","","2.4","","","103","","0","93","103012"
"","","","100211","0.2","1","103","","cgg_talk_joy3","3","103013"
"","","","103009","","","103","","","91","103014"
"","","","100211","0.2","1","103","","cgg_idle_def","3","103015"
"","","0","vo_minigame_1007","","0","103","","vo_minigame_1007_top_talk_3_006","21","103016"
"0","0","0","100111","0","4","103","0","就是說啊，優衣！\n好～\n來盡情地抽吧～！\n轉轉轉～♪","11","103017"
"","","","1","0.2","1","103","","cgg_idle_reaction5","3","103018"
"","","","100111","0.2","1","103","","cgg_talk_joy1","3","103019"
"","","","2.5","","","103","","0","93","103020"
"0","1","cgg_idle_guts","100111","0.2","0","103","","cgg_talk_guts_NoBlink","3","103021"
"","","","4","","","103","","0","93","103022"
"0.2","1","cgg_idle_reaction3","1","0.2","0","103","","cgg_joy","3","103023"
"","","","100111","0.2","1","103","","cgg_talk_joy2","3","103024"
"","","","103017","","","103","","","91","103025"
"","","","0.7","","","103","","0","93","103026"
"","","","1","0.2","1","103","","cgg_idle_normal","3","103027"
"","","","100111","0.2","1","103","","cgg_idle_def","3","103028"
"","","","100211","0.2","1","103","","cgg_idle_bitter3","3","103029"
"","","","100211","0.2","1.4","103","","1","12","103030"
"","","","3","","","103","","0","93","103031"
"","","","100211","0.2","1","103","","cgg_idle_def","3","103032"
"0.2","1","cgg_idle_reaction1","1","0.2","0","103","","cgg_talk_handsup","3","103033"
"","","","1","0.2","1.4","103","","10","12","103034"
"","","","3","","","103","","0","93","103035"
"","","","1","0.2","1","103","","cgg_idle_normal","3","103036"
"","","","100111","0.2","1","103","","cgg_idle_joy3","3","103037"
"","","","100111","0.2","1.4","103","","6","12","103038"
"","","","3","","","103","","0","93","103039"
"","","","103028","","","103","","0","101","103040"
"","","","0","","","103","","0.5","22","103041"
"0","0","1","1","0.1","1","103","","1","6","103042"
"0","0","1","100211","0.1","1","103","","1","6","103043"
"0","0","1","100111","0.1","1","103","","1","6","103044"
"","","","0.1","","","103","","0","93","103045"
"","","","1","0","1","103","","cgg_idle_normal","3","103046"
"","","","100211","0","1","103","","cgg_idle_def","3","103047"
"","","","100111","0","1","103","","cgg_idle_def","3","103048"
"0","-230","-420","1","160","100","104","cgg_idle_normal","1","5","104001"
"1","-230","375","1","1.6","100","104","cgg_idle_def","100111","1","104002"
"1","-230","490","1","1.6","101","104","cgg_idle_def","100311","1","104003"
"0","1","1","1","0.1","1","104","","1","6","104004"
"0","1","1","100111","0.1","1","104","","1","6","104005"
"0","1","1","100311","0.1","1","104","","1","6","104006"
"","","","0.2","","","104","","0","93","104007"
"","","0","vo_minigame_1007","","0","104","","vo_minigame_1007_top_talk_4_007","21","104008"
"0","0","0","100111","0","4","104","0","那個那個～怜，\n我可以再抽一次嗎？","11","104009"
"","","","1","0.2","1","104","","cgg_idle_reaction2","3","104010"
"","","","100111","0.2","1","104","","cgg_talk_joy3_dere","3","104011"
"","","","2.7","","","104","","0","93","104012"
"0","1","cgg_idle_guts2","1","0.2","0","104","","cgg_talk_guts2","3","104013"
"","","","100111","0.2","1","104","","cgg_talk_normal_dere2","3","104014"
"","","","104009","","","104","","","91","104015"
"","","0","vo_minigame_1007","","0","104","","vo_minigame_1007_top_talk_4_008","21","104016"
"0","0","0","100311","0","5","104","0","不可以喔，日和。\n因為接下來輪到我了。\n……呵呵，這意外地\n令人著迷呢。","11","104017"
"","","","1","0.2","1","104","","cgg_idle_reaction2","3","104018"
"0","1","cgg_idle_def","100311","0.2","0","104","","cgg_No","3","104019"
"","","","0.8","","","104","","0","93","104020"
"","","","100111","0.2","1","104","","cgg_idle_surprise2","3","104021"
"","","","0.9","","","104","","0","93","104022"
"0","1","cgg_idle_surprise2","1","0.2","0","104","","cgg_surprise2","3","104023"
"0","1","cgg_idle_arm_crossed2","100311","0.2","0","104","","cgg_talk_arm_crossed2","3","104024"
"","","","2.5","","","104","","0","93","104025"
"","","","100311","0.2","1","104","","cgg_idle_bitter","3","104026"
"","","","2","","","104","","0","93","104027"
"0","1","cgg_idle_nod","1","0.2","0","104","","cgg_talk_nod","3","104028"
"","","","104017","","","104","","","91","104029"
"","","","0.5","","","104","","0","93","104030"
"","","","100311","0.2","1","104","","cgg_idle_def","3","104031"
"","","","1","0.2","1","104","","cgg_idle_normal","3","104032"
"","","","100111","0.2","1","104","","cgg_idle_anger","3","104033"
"","","","100111","0.2","1.4","104","","17","12","104034"
"","","","3","","","104","","0","93","104035"
"","","","100111","0.2","1","104","","cgg_idle_def","3","104036"
"","","","100311","0.2","1","104","","cgg_idle_bitter4","3","104037"
"","","","100311","0.2","1.4","104","","2","12","104038"
"","","","3","","","104","","0","93","104039"
"","","","100311","0.2","1","104","","cgg_idle_def","3","104040"
"","","","1","0.2","1","104","","cgg_idle_surprise2","3","104041"
"","","","1","0.2","1.4","104","","1","12","104042"
"","","","3","","","104","","0","93","104043"
"","","","104032","","","104","","0","101","104044"
"","","","0","","","104","","0.5","22","104045"
"0","0","1","1","0.1","1","104","","1","6","104046"
"0","0","1","100111","0.1","1","104","","1","6","104047"
"0","0","1","100311","0.1","1","104","","1","6","104048"
"","","","0.1","","","104","","0","93","104049"
"","","","1","0","1","104","","cgg_idle_normal","3","104050"
"","","","100111","0","1","104","","cgg_idle_def","3","104051"
"","","","100311","0","1","104","","cgg_idle_def","3","104052"
"0","-230","-420","1","160","100","105","cgg_idle_normal","1","5","105001"
"1","-230","375","1","1.6","100","105","cgg_idle_def","100211","1","105002"
"1","-230","490","1","1.6","101","105","cgg_idle_def","105811","1","105003"
"0","1","1","1","0.1","1","105","","1","6","105004"
"0","1","1","100211","0.1","1","105","","1","6","105005"
"0","1","1","105811","0.1","1","105","","1","6","105006"
"","","","0.2","","","105","","0","93","105007"
"","","0","vo_minigame_1007","","0","105","","vo_minigame_1007_top_talk_5_009","21","105008"
"0","0","0","100211","0","6","105","0","因為周邊有很多種類，\n在集齊所有種類之前，\n我們要加油喔！","11","105009"
"","","","1","0.2","1","105","","cgg_idle_reaction1","3","105010"
"","","","100211","0.2","1","105","","cgg_talk_normal","3","105011"
"","","","2.4","","","105","","0","93","105012"
"","","","100211","0.2","1","105","","cgg_talk_joy3","3","105013"
"","","","1.1","","","105","","0","93","105014"
"0.2","1","cgg_idle_reaction1","1","0.2","0","105","","cgg_talk_handsup","3","105015"
"","","","105009","","","105","","","91","105016"
"","","","100211","0.2","1","105","","cgg_idle_def","3","105017"
"","","0","vo_minigame_1007","","0","105","","vo_minigame_1007_top_talk_5_010","21","105018"
"0","0","0","105811","0","6","105","0","蒐集到的周邊能裝飾\n在櫃子上，之後再來\n仔細鑑賞喔♪\n太讚了吧☆","11","105019"
"0","0","cgg_idle_arm_crossed","1","0.2","0","105","","cgg_talk_arm_crossed","3","105020"
"","","","105811","0.2","1","105","","cgg_talk_joy1","3","105021"
"","","","5","","","105","","0","93","105022"
"0","1","cgg_idle_guts2","1","0.2","0","105","","cgg_talk_guts2","3","105023"
"0.2","1","cgg_idle_def","105811","0.2","0","105","","cgg_jump_def_N","3","105024"
"","","","105019","","","105","","","91","105025"
"","","","0.5","","","105","","0","93","105026"
"","","","1","0.2","1","105","","cgg_idle_normal","3","105027"
"","","","100211","0.2","1","105","","cgg_talk_joy3","3","105028"
"","","","100211","0.2","1.4","105","","10","12","105029"
"","","","3","","","105","","0","93","105030"
"","","","100211","0.2","1","105","","cgg_idle_def","3","105031"
"0","1","cgg_idle_guts_anger","105811","0.2","0","105","","cgg_talk_guts_anger","3","105032"
"","","","105811","0.2","1.4","105","","4","12","105033"
"","","","3","","","105","","0","93","105034"
"","","","105811","0.2","1","105","","cgg_idle_def","3","105035"
"0","1","cgg_idle_guts2","1","0.2","0","105","","cgg_talk_guts2","3","105036"
"","","","1","0.2","1.4","105","","7","12","105037"
"","","","3","","","105","","0","93","105038"
"","","","105027","","","105","","0","101","105039"
"","","","0","","","105","","0.5","22","105040"
"0","0","1","1","0.1","1","105","","1","6","105041"
"0","0","1","100211","0.1","1","105","","1","6","105042"
"0","0","1","105811","0.1","1","105","","1","6","105043"
"","","","0.1","","","105","","0","93","105044"
"","","","1","0","1","105","","cgg_idle_normal","3","105045"
"","","","100211","0","1","105","","cgg_idle_def","3","105046"
"","","","105811","0","1","105","","cgg_idle_def","3","105047"
"0","-230","-420","1","160","100","106","cgg_idle_normal","1","5","106001"
"1","-230","420","1","1.6","100","106","cgg_idle_def","110911","1","106002"
"0","1","1","1","0.1","1","106","","1","6","106003"
"0","1","1","110911","0.1","1","106","","1","6","106004"
"","","","0.2","","","106","","0","93","106005"
"","","0","vo_minigame_1007","","0","106","","vo_minigame_1007_top_talk_6_011","21","106006"
"0","0","0","110911","0","5","106","0","咦……騙人的吧，\n學長……你居然還沒\n完全收齊慈樂之音的\n周邊，太扯了吧。","11","106007"
"","","","1","0.2","1","106","","cgg_idle_reaction2","3","106008"
"","","","110911","0.2","0","106","","cgg_shock","3","106009"
"","","","1","","","106","","0","93","106010"
"","","","110911","0.2","1","106","","cgg_idle_bitter2","3","106011"
"","","","4.2","","","106","","0","93","106012"
"0","1","cgg_idle_shock","1","0.2","0","106","","cgg_shock","3","106013"
"","","","106007","","","106","","","91","106014"
"","","0","vo_minigame_1007","","0","106","","vo_minigame_1007_top_talk_6_012","21","106015"
"0","0","0","110911","0","5","106","0","請你差不多一點，\n既然有空悠哉地和\n一般美少女聊天，\n還不趕快繼續抽啊！","11","106016"
"0","1","","110911","0.2","1","106","","cgg_talk_tsun_pain","3","106017"
"","","","0.7","","","106","","0","93","106018"
"0","1","cgg_idle_surprise2","1","0.2","0","106","","cgg_surprise2","3","106019"
"","","","1.3","","","106","","0","93","106020"
"0","1","","110911","0.2","1","106","","cgg_talk_joy1_sad","3","106021"
"","","","3","","","106","","0","93","106022"
"","1","cgg_idle_guts_anger","110911","0.2","0","106","","cgg_talk_guts_anger","3","106023"
"","","","0.7","","","106","","0","93","106024"
"0","1","cgg_idle_guts2","1","0.2","0","106","","cgg_talk_guts2","3","106025"
"","","","106016","","","106","","","91","106026"
"","","","0.5","","","106","","0","93","106027"
"","","","110911","0.2","1","106","","cgg_idle_def","3","106028"
"0","1","cgg_idle_doya","1","0.2","0","106","","cgg_talk_doya","3","106029"
"","","","1","0.2","1.4","106","","6","12","106030"
"","","","3","","","106","","0","93","106031"
"","","","1","0.2","1","106","","cgg_idle_normal","3","106032"
"0","1","cgg_idle_guts_anger","110911","0.2","0","106","","cgg_talk_guts_anger","3","106033"
"","","","110911","0.2","1.4","106","","11","12","106034"
"","","","3","","","106","","0","93","106035"
"","","","110911","0.2","1","106","","cgg_idle_def","3","106036"
"0","1","cgg_idle_surprise1","1","0.2","0","106","","cgg_surprise1","3","106037"
"","","","1","0.2","1.4","106","","4","12","106038"
"","","","3","","","106","","0","93","106039"
"","","","1","0.2","1","106","","cgg_idle_normal","3","106040"
"","","","110911","0.2","1","106","","cgg_talk_joy3_blink","3","106041"
"","","","110911","0.2","1.4","106","","10","12","106042"
"","","","3","","","106","","0","93","106043"
"","","","106028","","","106","","0","101","106044"
"","","","0","","","106","","0.5","22","106045"
"0","0","1","1","0.1","1","106","","1","6","106046"
"0","0","1","110911","0.1","1","106","","1","6","106047"
"","","","0.1","","","106","","0","93","106048"
"","","","1","0","1","106","","cgg_idle_normal","3","106049"
"","","","110911","0","1","106","","cgg_idle_def","3","106050"
"0","-230","-420","1","160","100","201","cgg_idle_normal","1","5","201001"
"1","-230","420","1","1.6","100","201","cgg_idle_def","100411","1","201002"
"0","1","1","1","0.1","1","201","","1","6","201003"
"0","1","1","100411","0.1","1","201","","1","6","201004"
"","","","0.2","","","201","","0","93","201005"
"","","0","vo_minigame_1007","","0","201","","vo_minigame_1007_top_talk_7_013","21","201006"
"0","0","0","100411","0","6","201","0","那個那個，哥哥！\n你蒐集到差不多\n一半的周邊囉！\n只差一點了呢！","11","201007"
"","","","1","0.2","1","201","","cgg_idle_reaction2","3","201008"
"","","","100411","0.2","1","201","","cgg_talk_joy1_normal","3","201009"
"","","","1.3","","","201","","0","93","201010"
"0","1","cgg_idle_doya","1","0.2","0","201","","cgg_talk_doya","3","201011"
"","","","100411","0.2","1","201","","cgg_talk_surprise_kira","3","201012"
"","","","2.7","","","201","","0","93","201013"
"0.2","1","cgg_idle_reaction1","1","0.2","0","201","","cgg_talk_handsup","3","201014"
"0","1","cgg_idle_guts","100411","0.2","0","201","","cgg_talk_guts","3","201015"
"","","","201007","","","201","","","91","201016"
"","","","0.5","","","201","","0","93","201017"
"","","","100411","0.2","1","201","","cgg_idle_def","3","201018"
"","","","1","0.2","1","201","","cgg_idle_surprise3","3","201019"
"","","","1","0.2","1.4","201","","6","12","201020"
"","","","3","","","201","","0","93","201021"
"","","","1","0.2","1","201","","cgg_idle_normal","3","201022"
"","","","100411","0.2","1","201","","cgg_talk_surprise_kira","3","201023"
"","","","100411","0.2","1.4","201","","7","12","201024"
"","","","3","","","201","","0","93","201025"
"","","","100411","0.2","1","201","","cgg_idle_def","3","201026"
"0","1","cgg_idle_reaction1","1","0.2","0","201","","cgg_talk_handsup","3","201027"
"","","","1","0.2","1.4","201","","11","12","201028"
"","","","3","","","201","","0","93","201029"
"","","","1","0.2","1","201","","cgg_idle_normal","3","201030"
"","","","100411","0.2","1","201","","cgg_talk_joy1","3","201031"
"","","","100411","0.2","1.4","201","","10","12","201032"
"","","","3","","","201","","0","93","201033"
"","","","201018","","","201","","0","101","201034"
"","","","0","","","201","","0.5","22","201035"
"0","0","1","1","0.1","1","201","","1","6","201036"
"0","0","1","100411","0.1","1","201","","1","6","201037"
"","","","0.1","","","201","","0","93","201038"
"","","","1","0","1","201","","cgg_idle_normal","3","201039"
"","","","100411","0","1","201","","cgg_idle_def","3","201040"
"0","-230","-420","1","160","100","202","cgg_idle_normal","1","5","202001"
"1","-230","420","1","1.6","100","202","cgg_idle_def","102011","1","202002"
"0","1","1","1","0.1","1","202","","1","6","202003"
"0","1","1","102011","0.1","1","202","","1","6","202004"
"","","","0.2","","","202","","0","93","202005"
"","","0","vo_minigame_1007","","0","202","","vo_minigame_1007_top_talk_8_014","21","202006"
"0","0","0","102011","0","4","202","0","好厲害喔～♪\n真想看看\n全部收齊的樣子～♪","11","202007"
"","","","1","0.2","1","202","","cgg_idle_reaction1","3","202008"
"","","","102011","0.2","1","202","","cgg_talk_joy3","3","202009"
"","","","2","","","202","","0","93","202010"
"","","","1","0.2","1","202","","cgg_idle_nod","3","202011"
"","","","102011","0.2","1","202","","cgg_talk_wish","3","202012"
"","","","202007","","","202","","","91","202013"
"","","","0.5","","","202","","0","93","202014"
"","","","102011","0.2","1","202","","cgg_idle_def","3","202015"
"","","","1","0.2","1","202","","cgg_idle_reaction3","3","202016"
"","","","1","0.2","1.4","202","","6","12","202017"
"","","","3","","","202","","0","93","202018"
"","","","1","0.2","1","202","","cgg_idle_normal","3","202019"
"","","","102011","0.2","1","202","","cgg_talk_joy1_normal","3","202020"
"","","","102011","0.2","1.4","202","","11","12","202021"
"","","","3","","","202","","0","93","202022"
"","","","102011","0.2","1","202","","cgg_idle_def","3","202023"
"0","1","cgg_idle_guts2","1","0.2","0","202","","cgg_talk_guts2","3","202024"
"","","","1","0.2","1.4","202","","11","12","202025"
"","","","3","","","202","","0","93","202026"
"","","","1","0.2","1","202","","cgg_idle_normal","3","202027"
"","","","102011","0.2","1","202","","cgg_talk_joy3","3","202028"
"","","","102011","0.2","1.4","202","","7","12","202029"
"","","","3","","","202","","0","93","202030"
"","","","202015","","","202","","0","101","202031"
"","","","0","","","202","","0.5","22","202032"
"0","0","1","1","0.1","1","202","","1","6","202033"
"0","0","1","102011","0.1","1","202","","1","6","202034"
"","","","0.1","","","202","","0","93","202035"
"","","","1","0","1","202","","cgg_idle_normal","3","202036"
"","","","102011","0","1","202","","cgg_idle_def","3","202037"
"0","-230","-420","1","160","100","203","cgg_idle_normal","1","5","203001"
"1","-230","420","1","1.6","100","203","cgg_idle_def","103611","1","203002"
"0","1","1","1","0.1","1","203","","1","6","203003"
"0","1","1","103611","0.1","1","203","","1","6","203004"
"","","","0.2","","","203","","0","93","203005"
"","","0","vo_minigame_1007","","0","203","","vo_minigame_1007_top_talk_9_015","21","203006"
"0","0","0","103611","0","6","203","0","只差一點了呢。\n要是全部集齊，\n我會誇獎你的。\n……請你加油。","11","203007"
"0","1","cgg_idle_arm_crossed","1","0.2","0","203","","cgg_talk_arm_crossed","3","203008"
"","","","103611","0.2","1","203","","cgg_talk_normal","3","203009"
"","","","1.9","","","203","","0","93","203010"
"","","","1","0.2","1","203","","cgg_idle_surprise1","3","203011"
"","","","103611","0.2","1","203","","cgg_talk_joy3_blink","3","203012"
"","","","3.1","","","203","","0","93","203013"
"0","1","cgg_idle_guts2","1","0.2","0","203","","cgg_talk_guts2","3","203014"
"","","","103611","0.2","1","203","","cgg_talk_surprise_dere","3","203015"
"","","","203007","","","203","","","91","203016"
"","","","0.5","","","203","","0","93","203017"
"","","","103611","0.2","1","203","","cgg_idle_def","3","203018"
"0","1","cgg_idle_nod","1","0.2","0","203","","cgg_talk_nod","3","203019"
"","","","1","0.2","1.4","203","","6","12","203020"
"","","","3","","","203","","0","93","203021"
"","","","1","0.2","1","203","","cgg_idle_normal","3","203022"
"","","","103611","0.2","1","203","","cgg_talk_joy1","3","203023"
"","","","103611","0.2","1.4","203","","10","12","203024"
"","","","3","","","203","","0","93","203025"
"","","","103611","0.2","1","203","","cgg_idle_def","3","203026"
"0","1","cgg_idle_guts1","1","0.2","0","203","","cgg_talk_guts1","3","203027"
"","","","1","0.2","1.4","203","","4","12","203028"
"","","","3","","","203","","0","93","203029"
"","","","1","0.2","1","203","","cgg_idle_normal","3","203030"
"","","","103611","0.2","1","203","","cgg_talk_joy3_dere","3","203031"
"","","","103611","0.2","1.4","203","","7","12","203032"
"","","","3","","","203","","0","93","203033"
"","","","203018","","","203","","0","101","203034"
"","","","0","","","203","","0.5","22","203035"
"0","0","1","1","0.1","1","203","","1","6","203036"
"0","0","1","103611","0.1","1","203","","1","6","203037"
"","","","0.1","","","203","","0","93","203038"
"","","","1","0","1","203","","cgg_idle_normal","3","203039"
"","","","103611","0","1","203","","cgg_idle_def","3","203040"
"0","-230","-420","1","160","100","204","cgg_idle_normal","1","5","204001"
"1","-230","420","1","1.6","100","204","cgg_idle_def","102811","1","204002"
"0","1","1","1","0.1","1","204","","1","6","204003"
"0","1","1","102811","0.1","1","204","","1","6","204004"
"","","","0.2","","","204","","0","93","204005"
"","","0","vo_minigame_1007","","0","204","","vo_minigame_1007_top_talk_10_016","21","204006"
"0","0","0","102811","0","6","204","0","你蒐集到這麼多\n周邊了？真厲害……\n我要不要\n也來試試呢？","11","204007"
"0","1","cgg_idle_doya","1","0.2","0","204","","cgg_talk_doya","3","204008"
"0","1","cgg_talk_surprise1","102811","0.2","0","204","","cgg_surprise","3","204009"
"","","","2.5","","","204","","0","93","204010"
"","","","1","0.2","1","204","","cgg_idle_reaction5","3","204011"
"","","","102811","0.2","1","204","","cgg_talk_bitter","3","204012"
"","","","204007","","","204","","","91","204013"
"","","","0.5","","","204","","0","93","204014"
"","","","102811","0.2","1","204","","cgg_idle_def","3","204015"
"0","1","cgg_idle_doya","1","0.2","0","204","","cgg_talk_doya","3","204016"
"","","","1","0.2","1.4","204","","6","12","204017"
"","","","3","","","204","","0","93","204018"
"","","","1","0.2","1","204","","cgg_idle_normal","3","204019"
