4c761639b9620132f1f3c2bd4d6c2295d47394d4f190c71c5c4fbc5cccf3eb3f,2f257954582dc050fd148a67c01a11a71792638745e1913f2d0b8dbc92cb5994,641417c02f959ce1d2414a4fba311d043e6283ed2ec7a877e2045ac4cb7e660d,4e5e7d230c0b3695f72b1b00604cd20446a8ad54566ceaad792903c210cfb5e2,a6dfabe040fa68cd90ff9c5f154be9cf1affc0af62818b9fa9fa2c35390abee2,0d18126a752857356df7a00f81943cc246363c4c3820dd18ab886efa14e076df
"500811","0","4","宅邸_主樓","111201","禊（萬聖節）"
"500811","0","4","宅邸_主樓","111301","美美（萬聖節）"
"500175","0","4","神秘森林","111401","露娜"
"500038","0","4","蘭德索爾_鬧區_聖誕節","111501","克莉絲提娜（聖誕節）"
"500038","0","4","蘭德索爾_鬧區_聖誕節","111601","望（聖誕節）"
"500038","0","4","蘭德索爾_鬧區_聖誕節","111701","伊莉亞（聖誕節）"
"500910","0","2","蘭德索爾_鬧區_接力賽","111801","貪吃佩可（新年）"
"500910","0","2","蘭德索爾_鬧區_接力賽","111901","可可蘿（新年）"
"500910","0","6","蘭德索爾_鬧區_接力賽","112001","凱留（新年）"
"500910","0","2","蘭德索爾_鬧區_接力賽","112101","鈴莓（新年）"
"500010","0","2","蘭德索爾 市中心_白天","112201","霞（魔法少女）"
"500010","0","2","蘭德索爾 市中心_白天","112301","栞（魔法少女）"
"500920","0","4","繆思小鎮_白天","112401","卯月（NGs）"
"500920","0","2","繆思小鎮_白天","112501","凜（NGs）"
"500920","0","4","繆思小鎮_白天","112601","未央（NGs）"
"500995","0","2","牧場 白天","112701","鈴（遊俠）"
"500995","0","2","牧場 白天","112801","真陽（遊俠）"
"501000","0","4","書中的世界_平原","112901","璃乃（奇幻）"
"501000","0","2","書中的世界_平原","113001","步未（奇幻）"
"501030","0","6","祈願海岸","113101","流夏（夏日）"
"501030","0","4","祈願海岸","113201","杏奈（夏日）"
"501030","0","4","祈願海岸","113301","七七香（夏日）"
"501100","0","4","海岸沙灘","113401","初音（夏日）"
"501100","0","4","海岸沙灘","113501","美里（夏日）"
"500164","0","2","瑪爾傑海岸","113601","純（夏日）"
"500010","0","4","蘭德索爾 市中心_白天","113701","茜里（天使）"
"500010","0","2","蘭德索爾 市中心_白天","113801","依里（天使）"
"501130","0","4","萬聖節樂園_白天","113901","紡希（萬聖節）"
"501130","0","3","萬聖節樂園_白天","114001","怜（萬聖節）"
"501130","0","4","萬聖節樂園_白天","114101","茉莉（萬聖節）"
"500010","0","4","蘭德索爾 市中心_白天","114201","莫妮卡（魔法少女）"
"500010","0","2","蘭德索爾 市中心_白天","114301","智（魔法少女）"
"500874","0","4","舞台_聖誕節_白天","114401","秋乃（聖誕節）"
"500874","0","2","舞台_聖誕節_白天","114501","咲戀（聖誕節）"
"500874","0","2","舞台_聖誕節_白天","114601","優花梨（聖誕節）"
"501162","0","4","大間小鎮_白天","114701","矛依未（新年）"
"501162","0","2","大間小鎮_白天","115001","似似花（新年）"
"500140","0","4","普拉諾平原","115501","可可蘿（祭服）"
"500140","0","17","普拉諾平原","115601","優衣（祭服）"
"500160","0","4","瑪爾傑海岸","115701","霞（夏日）"
"500130","0","4","埃斯特雷拉街道","115801","莉瑪（灰姑娘）"
"500130","0","4","埃斯特雷拉街道","115901","真琴（灰姑娘）"
"500060","0","4","埃斯特雷拉街道","116001","真步（灰姑娘）"
"500732","0","2","聖德蕾莎女子學院 _正門_聖學祭","116201","克蘿依（聖學祭）"
"500732","0","2","聖德蕾莎女子學院 _正門_聖學祭","116301","琪愛兒（聖學祭）"
"500732","0","4","聖德蕾莎女子學院 _正門_聖學祭","116401","優妮（聖學祭）"
"500010","0","18","蘭德索爾 市中心_白天","116501","祈梨（時空旅行）"
"500010","0","4","蘭德索爾 市中心_白天","116601","嘉夜（時空旅行）"
"501340","0","4","玩具工廠","116701","碧（工作服）"
"501340","0","4","玩具工廠","116801","珠希（工作服）"
"501340","0","2","玩具工廠","116901","美冬（工作服）"
"500160","0","4","瑪爾傑海岸","117001","惠理子（夏日）"
"500160","0","4","瑪爾傑海岸","117101","靜流（夏日）"
"501363","0","4","夏日音樂節會場","117201","望（夏日）"
"501363","0","2","夏日音樂節會場","117301","千歌（夏日）"
"501363","0","4","夏日音樂節會場","117401","紡希（夏日）"
"501380","0","6","大江戶_診療室_正午","117501","深月（大江戶）"
"501380","0","4","大江戶_診療室_正午","117601","雪（大江戶）"
"505035","0","4","蘭德索爾_鬧區_萬聖節_夜晚","117701","香織（萬聖節）"
"505035","0","4","蘭德索爾_鬧區_萬聖節_夜晚","117801","妮諾（萬聖節）"
"505035","0","4","蘭德索爾_鬧區_萬聖節_夜晚","117901","鈴奈（萬聖節）"
"501070","0","4","蘭德索爾_王城附近_勤務室","118001","克蕾琪塔"
"501040","0","4","憤怒‧軍團據點","118101","蘭法"
"501040","0","4","憤怒‧軍團據點","118201","美空"
"500371","0","4","蘭德索爾_公務機關","118501","花凜"
"500360","0","4","美食殿堂_公會小屋","118601","涅比亞"
"501450","0","4","黑暗的據點","119001","伊緒（黑暗）"
"501450","0","4","黑暗的據點","119101","空花（黑暗）"
"500863","0","4","牧場_雪_白天","119201","真陽（聖誕節）"
"500036","0","4","蘭德索爾_鬧區_聖誕節","119301","璃乃（聖誕節）"
"500038","0","4","蘭德索爾_鬧區_聖誕節","119901","宮子（聖誕節）"
"501450","0","2","黑暗的據點","120001","靜流（黑暗）"
"501480","0","2","美食殿堂_公會小屋_外觀_新年","120701","雪菲（新年）"
"500560","0","3","參道_白天","120801","流夏（新年）"
"500260","0","4","古城","120901","伊莉亞（新年）"
"500361","0","3","美食殿堂 公會小屋","121001","貪吃佩可（超載）"
"500361","0","2","美食殿堂 公會小屋","121101","凱留（超載）"
"500341","0","3","拉比林斯的公會據點","121201","拉比林斯達（超載）"
"501510","0","2","牧場_溫泉設施_舞台","121301","胡桃（舞台）"
"500354","0","2","咲戀育幼院_物產展","121401","美咲（舞台）"
"500012","0","18","蘭德索爾_市中心_夜晚","121501","步未（怪盜）"
"500892","0","20","小巷子_夜晚","121601","祈梨（怪盜）"
"500843","0","2","船上甲板","121901","杏奈（海盜）"
"500843","0","20","船上甲板","122001","忍（海盜）"
"501590","0","20","露營場_中午","122101","碧（露營）"
"501590","0","2","露營場_中午","122201","優花梨（露營）"
"500140","0","4","普拉諾平原","122301","班比"
"501610","0","4","度假海灘_中午","122401","日和（夏日）"
"501610","0","2","度假海灘_中午","122501","怜（夏日）"
"501610","0","6","度假海灘_中午","122601","優衣（夏日）"
"500285","0","2","無人島","122701","鏡華（夏日）"
"500160","0","4","瑪爾傑海岸","122801","禊（夏日）"
"500160","0","4","瑪爾傑海岸","122901","美美（夏日）"
"500270","0","4","索爾之塔_庭園","123001","愛梅斯"
"500833","0","4","叢林_帳篷","123101","真步（探險家）"
"501850","0","4","密林","123201","綾音（探險家）"
"501040","0","4","憤怒‧軍團據點","123301","涅婭"
"501870","0","2","舞台_文化祭_白天","123501","鈴（萬聖節）"
"501860","0","2","蘭德索爾_鬧區_萬聖節_文化祭","123601","智（萬聖節）"
"501870","0","4","舞台_文化祭_白天","123701","七七香（萬聖節）"
"500170","0","2","神秘森林","123801","克莉絲提娜（狂野）"
"500090","0","2","蘭德索爾 王城入口","123901","茉莉（狂野）"
"500036","0","2","蘭德索爾_鬧區_聖誕節_白天","124001","茜里（聖誕節）"
"500036","0","2","蘭德索爾_鬧區_聖誕節_白天","124101","依里（聖誕節）"
"500036","0","2","蘭德索爾_鬧區_聖誕節_白天","124201","純（聖誕節）"
"501890","0","2","大江戶_溫泉旅館_客房_正午","124501","帆稀（新年）"
"500553","0","4","新年 神殿","124601","美里（新年）"
"501890","0","2","大江戶_溫泉旅館_客房_正午","124701","深月（新年）"
"500033","0","2","蘭德索爾_鬧區_祭典_白天","124801","望（解放者）"
"500033","0","4","蘭德索爾_鬧區_祭典_白天","124901","嘉夜（解放者）"
"500033","0","2","蘭德索爾_鬧區_祭典_白天","125001","矛依未（解放者）"
"501950","0","4","蘭德索爾_餐廳內_貓咪咖啡廳_白天","125101","珠希（咖啡廳）"
"501950","0","2","蘭德索爾_餐廳內_貓咪咖啡廳_白天","125201","莫妮卡（咖啡廳）"
"501690","0","2","平原_競技場_白天","125301","可可蘿（遊俠）"
"501690","0","20","平原_競技場_白天","125401","栞（遊俠）"
"500033","0","4","蘭德索爾_鬧區_祭典_白天","125501","吉塔（術士）"
"500033","0","4","蘭德索爾_鬧區_祭典_白天","125601","碧卡拉"
"500371","0","2","蘭德索爾_公務機關","125701","花凜（鍊金術師）"
"501670","0","2","吉歐‧提格尼亞_街道_白天","125801","莉莉（墮落）"
"501670","0","2","吉歐‧提格尼亞_街道_白天","126001","可璃亞（墮落）"
"501670","0","2","吉歐‧提格尼亞_街道_白天","126101","普蕾西亞（墮落）"
"501372","0","20","瀑布潭_晚上","126201","伊莉亞（祭服）"
"500040","0","4","蘭德索爾 公會小屋","126301","雪（祭服）"
"501660","0","4","吉歐‧提格尼亞_平原_白天","126401","克蘿茜"
"501720","0","4","吉歐‧提格尼亞_芭菲之城_王座之廳_白天","126501","萊拉耶爾"
"500692","0","2","海邊的店_夜晚","126601","似似花（夏日）"
"501030","0","4","祈願海岸","126701","秋乃（夏日）"
"500280","0","4","無人島","126801","優花梨（夏日）"
"501030","0","2","祈願海岸","126901","蘭法（夏日）"
"500160","0","4","瑪爾傑海岸_白天","127001","空花（夏日）"
"500162","0","4","瑪爾傑海岸_夜晚","127101","忍（夏日）"
"502030","0","2","安布羅斯魔法學園_屋頂_白天","127201","凱留（插班生）"
"502030","0","4","安布羅斯魔法學園_屋頂_白天","127301","鈴奈（插班生）"
"502060","0","2","沙漠之國的大馬路_白天","127501","咲戀（薩拉薩利亞）"
"501370","0","3","瀑布潭_白天","127601","流夏（薩拉薩利亞）"
"500036","0","2","蘭德索爾_鬧區_聖誕節_白天","127901","貪吃佩可（聖誕節）"
"500036","0","2","蘭德索爾_鬧區_聖誕節_白天","128001","克蕾琪塔（聖誕節）"
"500893","0","4","暗巷_雪_白天","128301","祈梨（新年）"
"501470","0","4","蘭德索爾_鬧區_新年_白天","128401","初音（新年）"
"501470","0","18","蘭德索爾_鬧區_新年_白天","128501","霞（新年）"
"500140","0","2","普拉諾平原","128701","日和（星素）"
"500140","0","3","普拉諾平原","128801","怜（星素）"
"500140","0","2","普拉諾平原","128901","優衣（星素）"
"500510","0","2","花田","129001","厄莉絲"
"502220","0","2","墨丘利度假村_泳池區域_白天","129301","優妮（冬日）"
"502220","0","2","墨丘利度假村_泳池區域_白天","129401","克蘿依（冬日）"
"502071","0","2","吉歐‧格黑納_叢林_夜晚","129601","安涅默涅"
"502170","0","2","吉歐‧格黑納_鬼岩城塞_王座之廳_白天","129701","涅妃‧涅羅"
"501680","0","2","平原_白天","129801","真琴（指揮官）"
"500030","0","4","蘭德索爾 鬧區","129901","惠理子（指揮官）"
"500020","0","20","蘭德索爾_郊外","130701","鏡華（春日）"
"500351","0","2","咲戀育幼院_庭院","130801","鈴莓（春日）"
"502270","0","4","大夢想樂園_入口_白天","130901","庫露露"
"502280","0","2","大夢想樂園_園內_白天","131001","真步（夢想樂園）"
"501030","0","3","祈願海岸","131101","涅婭（夏日）"
"500690","0","4","海邊的店_白天","131201","美空（夏日）"
"500163","0","2","海邊_遮陽傘_白天","131601","莉莉（夏日）"
"500160","0","4","瑪爾傑海岸_白天","131701","愛梅斯（夏日）"
"500285","0","2","無人島","131801","帆稀（夏日）"
"500130","0","2","埃斯特雷拉街道","180101","日和（公主）"
"500130","0","4","埃斯特雷拉街道","180201","優衣（公主）"
"500130","0","3","埃斯特雷拉街道","180301","怜（公主）"
"500130","0","4","埃斯特雷拉街道","180401","貪吃佩可（公主）"
"500130","0","2","埃斯特雷拉街道","180501","可可蘿（公主）"
"500130","0","18","埃斯特雷拉街道","180601","凱留（公主）"
"501370","0","2","瀑布潭_白天","180701","初音＆栞"
"500194","0","2","精靈之森_祕密基地","180801","禊＆美美＆鏡華"
"500140","0","2","普拉諾平原","180901","秋乃＆咲戀"
"500213","0","2","山腰_白天","181001","安＆古蕾婭"
"500010","0","2","蘭德索爾 市中心_白天","181101","靜流＆璃乃"
"500130","0","2","埃斯特雷拉街道","181201","雪菲（公主）"
