2abe3df242379aea839aa687cc24ccc4400277f3499e706f205b9b6392cbfcc5,ae1b45742a57de31da63df99a31eefbf1c208c0fd325d35d725238d136d7d1a9,a52d68c33976c7fadd5e38049a3e30e1d66fbc53e4fdf5110754485c68d30a53,6941dbef9a1129ed1f4111765640efdb8020e3c559bcc16ef13dfa88044852fc,ed3b7885359d2f331ffe7658e5717b14daf03561d4dc34c8ab8ad8ecea9a52dd,5e3e47022a81184a4e408c44adcdde52210dedf9ef813e514907483be8d33135,2b052b825fbb9064164d0be183a8d4bb600d58c2a6efb5baac42a109a27a4edd,b76da75d9036109a4ab3762da44750c080da66f079f02accc17b65c643659d47,1f845a1d7d40ee62c2308aed284c1071b9566e183b5fa98a16529d65b6908a5d
"100200009","4101","27","27","累積獲得27個★","100209","1","1002","9"
"100200010","4101","30","30","累積獲得30個★","100210","0","1002","10"
"100200011","4101","33","33","累積獲得33個★","100211","0","1002","11"
"100200012","4101","36","36","累積獲得36個★","100212","1","1002","12"
"100200013","4101","39","39","累積獲得39個★","100213","0","1002","13"
"100200014","4101","42","42","累積獲得42個★","100214","0","1002","14"
"100200015","4101","45","45","累積獲得45個★","100215","1","1002","15"
"100200016","4101","48","48","累積獲得48個★","100216","0","1002","16"
"100200017","4101","51","51","累積獲得51個★","100217","1","1002","17"
"100200018","4101","54","54","累積獲得54個★","100218","0","1002","18"
"100300001","4101","3","3","累積獲得3個★","100301","0","1003","1"
"100300002","4101","6","6","累積獲得6個★","100302","0","1003","2"
"100300003","4101","9","9","累積獲得9個★","100303","1","1003","3"
"100300004","4101","12","12","累積獲得12個★","100304","0","1003","4"
"100300005","4101","15","15","累積獲得15個★","100305","0","1003","5"
"100300006","4101","18","18","累積獲得18個★","100306","0","1003","6"
"100300007","4101","21","21","累積獲得21個★","100307","1","1003","7"
"100300008","4101","24","24","累積獲得24個★","100308","0","1003","8"
"100300009","4101","27","27","累積獲得27個★","100309","1","1003","9"
"100300010","4101","30","30","累積獲得30個★","100310","0","1003","10"
"100300011","4101","33","33","累積獲得33個★","100311","0","1003","11"
"100300012","4101","36","36","累積獲得36個★","100312","1","1003","12"
"100300013","4101","39","39","累積獲得39個★","100313","0","1003","13"
"100300014","4101","42","42","累積獲得42個★","100314","0","1003","14"
"100300015","4101","45","45","累積獲得45個★","100315","1","1003","15"
"100300016","4101","48","48","累積獲得48個★","100316","0","1003","16"
"100300017","4101","51","51","累積獲得51個★","100317","1","1003","17"
"100300018","4101","54","54","累積獲得54個★","100318","0","1003","18"
"100400001","4101","3","3","累積獲得3個★","100401","0","1004","1"
"100400002","4101","6","6","累積獲得6個★","100402","0","1004","2"
"100400003","4101","9","9","累積獲得9個★","100403","1","1004","3"
"100400004","4101","12","12","累積獲得12個★","100404","0","1004","4"
"100400005","4101","15","15","累積獲得15個★","100405","0","1004","5"
"100400006","4101","18","18","累積獲得18個★","100406","0","1004","6"
"100400007","4101","21","21","累積獲得21個★","100407","1","1004","7"
"100400008","4101","24","24","累積獲得24個★","100408","0","1004","8"
"100400009","4101","27","27","累積獲得27個★","100409","1","1004","9"
"100400010","4101","30","30","累積獲得30個★","100410","0","1004","10"
"100400011","4101","33","33","累積獲得33個★","100411","0","1004","11"
"100400012","4101","36","36","累積獲得36個★","100412","1","1004","12"
"100400013","4101","39","39","累積獲得39個★","100413","0","1004","13"
"100400014","4101","42","42","累積獲得42個★","100414","0","1004","14"
"100400015","4101","45","45","累積獲得45個★","100415","1","1004","15"
"100400016","4101","48","48","累積獲得48個★","100416","0","1004","16"
"100400017","4101","51","51","累積獲得51個★","100417","1","1004","17"
"100400018","4101","54","54","累積獲得54個★","100418","0","1004","18"
"100500001","4101","3","3","累積獲得3個★","100501","0","1005","1"
"100500002","4101","6","6","累積獲得6個★","100502","0","1005","2"
"100500003","4101","9","9","累積獲得9個★","100503","1","1005","3"
"100500004","4101","12","12","累積獲得12個★","100504","0","1005","4"
"100500005","4101","15","15","累積獲得15個★","100505","0","1005","5"
"100500006","4101","18","18","累積獲得18個★","100506","0","1005","6"
"100500007","4101","21","21","累積獲得21個★","100507","1","1005","7"
"100500008","4101","24","24","累積獲得24個★","100508","0","1005","8"
"100500009","4101","27","27","累積獲得27個★","100509","1","1005","9"
"100500010","4101","30","30","累積獲得30個★","100510","0","1005","10"
"100500011","4101","33","33","累積獲得33個★","100511","0","1005","11"
"100500012","4101","36","36","累積獲得36個★","100512","1","1005","12"
"100500013","4101","39","39","累積獲得39個★","100513","0","1005","13"
"100500014","4101","42","42","累積獲得42個★","100514","0","1005","14"
"100500015","4101","45","45","累積獲得45個★","100515","1","1005","15"
"100500016","4101","48","48","累積獲得48個★","100516","0","1005","16"
"100500017","4101","51","51","累積獲得51個★","100517","1","1005","17"
"100500018","4101","54","54","累積獲得54個★","100518","0","1005","18"
"100600001","4101","3","3","累積獲得3個★","100601","0","1006","1"
"100600002","4101","6","6","累積獲得6個★","100602","0","1006","2"
"100600003","4101","9","9","累積獲得9個★","100603","1","1006","3"
"100600004","4101","12","12","累積獲得12個★","100604","0","1006","4"
"100600005","4101","15","15","累積獲得15個★","100605","0","1006","5"
"100600006","4101","18","18","累積獲得18個★","100606","0","1006","6"
"100600007","4101","21","21","累積獲得21個★","100607","1","1006","7"
"100600008","4101","24","24","累積獲得24個★","100608","0","1006","8"
"100600009","4101","27","27","累積獲得27個★","100609","1","1006","9"
"100600010","4101","30","30","累積獲得30個★","100610","0","1006","10"
"100600011","4101","33","33","累積獲得33個★","100611","0","1006","11"
"100600012","4101","36","36","累積獲得36個★","100612","1","1006","12"
"100600013","4101","39","39","累積獲得39個★","100613","0","1006","13"
"100600014","4101","42","42","累積獲得42個★","100614","0","1006","14"
"100600015","4101","45","45","累積獲得45個★","100615","1","1006","15"
"100600016","4101","48","48","累積獲得48個★","100616","0","1006","16"
"100600017","4101","51","51","累積獲得51個★","100617","1","1006","17"
"100600018","4101","54","54","累積獲得54個★","100618","0","1006","18"
"100700001","4101","3","3","累積獲得3個★","100701","0","1007","1"
"100700002","4101","6","6","累積獲得6個★","100702","0","1007","2"
"100700003","4101","9","9","累積獲得9個★","100703","1","1007","3"
"100700004","4101","12","12","累積獲得12個★","100704","0","1007","4"
"100700005","4101","15","15","累積獲得15個★","100705","0","1007","5"
"100700006","4101","18","18","累積獲得18個★","100706","0","1007","6"
"100700007","4101","21","21","累積獲得21個★","100707","1","1007","7"
"100700008","4101","24","24","累積獲得24個★","100708","0","1007","8"
"100700009","4101","27","27","累積獲得27個★","100709","1","1007","9"
"100700010","4101","30","30","累積獲得30個★","100710","0","1007","10"
"100700011","4101","33","33","累積獲得33個★","100711","0","1007","11"
"100700012","4101","36","36","累積獲得36個★","100712","1","1007","12"
"100700013","4101","39","39","累積獲得39個★","100713","0","1007","13"
"100700014","4101","42","42","累積獲得42個★","100714","0","1007","14"
"100700015","4101","45","45","累積獲得45個★","100715","1","1007","15"
"100700016","4101","48","48","累積獲得48個★","100716","0","1007","16"
"100700017","4101","51","51","累積獲得51個★","100717","1","1007","17"
"100700018","4101","54","54","累積獲得54個★","100718","0","1007","18"
"100800001","4101","3","3","累積獲得3個★","100801","0","1008","1"
"100800002","4101","6","6","累積獲得6個★","100802","0","1008","2"
"100800003","4101","9","9","累積獲得9個★","100803","1","1008","3"
"100800004","4101","12","12","累積獲得12個★","100804","0","1008","4"
"100800005","4101","15","15","累積獲得15個★","100805","0","1008","5"
"100800006","4101","18","18","累積獲得18個★","100806","0","1008","6"
"100800007","4101","21","21","累積獲得21個★","100807","1","1008","7"
"100800008","4101","24","24","累積獲得24個★","100808","0","1008","8"
"100800009","4101","27","27","累積獲得27個★","100809","1","1008","9"
"100800010","4101","30","30","累積獲得30個★","100810","0","1008","10"
"100800011","4101","33","33","累積獲得33個★","100811","0","1008","11"
"100800012","4101","36","36","累積獲得36個★","100812","1","1008","12"
"100800013","4101","39","39","累積獲得39個★","100813","0","1008","13"
"100800014","4101","42","42","累積獲得42個★","100814","0","1008","14"
"100800015","4101","45","45","累積獲得45個★","100815","1","1008","15"
"100800016","4101","48","48","累積獲得48個★","100816","0","1008","16"
"100800017","4101","51","51","累積獲得51個★","100817","1","1008","17"
"100800018","4101","54","54","累積獲得54個★","100818","0","1008","18"
"100900001","4101","3","3","累積獲得3個★","100901","0","1009","1"
"100900002","4101","6","6","累積獲得6個★","100902","0","1009","2"
"100900003","4101","9","9","累積獲得9個★","100903","1","1009","3"
"100900004","4101","12","12","累積獲得12個★","100904","0","1009","4"
"100900005","4101","15","15","累積獲得15個★","100905","0","1009","5"
"100900006","4101","18","18","累積獲得18個★","100906","0","1009","6"
"100900007","4101","21","21","累積獲得21個★","100907","1","1009","7"
"100900008","4101","24","24","累積獲得24個★","100908","0","1009","8"
"100900009","4101","27","27","累積獲得27個★","100909","1","1009","9"
"100900010","4101","30","30","累積獲得30個★","100910","0","1009","10"
"100900011","4101","33","33","累積獲得33個★","100911","0","1009","11"
"100900012","4101","36","36","累積獲得36個★","100912","1","1009","12"
"100900013","4101","39","39","累積獲得39個★","100913","0","1009","13"
"100900014","4101","42","42","累積獲得42個★","100914","0","1009","14"
"100900015","4101","45","45","累積獲得45個★","100915","1","1009","15"
"100900016","4101","48","48","累積獲得48個★","100916","0","1009","16"
"100900017","4101","51","51","累積獲得51個★","100917","1","1009","17"
"100900018","4101","54","54","累積獲得54個★","100918","0","1009","18"
"101000001","4101","3","3","累積獲得3個★","101001","0","1010","1"
"101000002","4101","6","6","累積獲得6個★","101002","0","1010","2"
"101000003","4101","9","9","累積獲得9個★","101003","1","1010","3"
"101000004","4101","12","12","累積獲得12個★","101004","0","1010","4"
"101000005","4101","15","15","累積獲得15個★","101005","0","1010","5"
"101000006","4101","18","18","累積獲得18個★","101006","0","1010","6"
"101000007","4101","21","21","累積獲得21個★","101007","1","1010","7"
"101000008","4101","24","24","累積獲得24個★","101008","0","1010","8"
"101000009","4101","27","27","累積獲得27個★","101009","1","1010","9"
"101000010","4101","30","30","累積獲得30個★","101010","0","1010","10"
"101000011","4101","33","33","累積獲得33個★","101011","0","1010","11"
"101000012","4101","36","36","累積獲得36個★","101012","1","1010","12"
"101000013","4101","39","39","累積獲得39個★","101013","0","1010","13"
"101000014","4101","42","42","累積獲得42個★","101014","0","1010","14"
"101000015","4101","45","45","累積獲得45個★","101015","1","1010","15"
"101000016","4101","48","48","累積獲得48個★","101016","0","1010","16"
"101000017","4101","51","51","累積獲得51個★","101017","1","1010","17"
"101000018","4101","54","54","累積獲得54個★","101018","0","1010","18"
"101100001","4101","3","3","累積獲得3個★","101101","0","1011","1"
"101100002","4101","6","6","累積獲得6個★","101102","0","1011","2"
"101100003","4101","9","9","累積獲得9個★","101103","1","1011","3"
"101100004","4101","12","12","累積獲得12個★","101104","0","1011","4"
"101100005","4101","15","15","累積獲得15個★","101105","0","1011","5"
"101100006","4101","18","18","累積獲得18個★","101106","0","1011","6"
"101100007","4101","21","21","累積獲得21個★","101107","1","1011","7"
"101100008","4101","24","24","累積獲得24個★","101108","0","1011","8"
"101100009","4101","27","27","累積獲得27個★","101109","1","1011","9"
"101100010","4101","30","30","累積獲得30個★","101110","0","1011","10"
"101100011","4101","33","33","累積獲得33個★","101111","0","1011","11"
"101100012","4101","36","36","累積獲得36個★","101112","1","1011","12"
"101100013","4101","39","39","累積獲得39個★","101113","0","1011","13"
"101100014","4101","42","42","累積獲得42個★","101114","0","1011","14"
"101100015","4101","45","45","累積獲得45個★","101115","1","1011","15"
"101100016","4101","48","48","累積獲得48個★","101116","0","1011","16"
"101100017","4101","51","51","累積獲得51個★","101117","1","1011","17"
"101100018","4101","54","54","累積獲得54個★","101118","0","1011","18"
"101200001","4101","3","3","累積獲得3個★","101201","0","1012","1"
"101200002","4101","6","6","累積獲得6個★","101202","0","1012","2"
"101200003","4101","9","9","累積獲得9個★","101203","1","1012","3"
"101200004","4101","12","12","累積獲得12個★","101204","0","1012","4"
"101200005","4101","15","15","累積獲得15個★","101205","0","1012","5"
"101200006","4101","18","18","累積獲得18個★","101206","0","1012","6"
"101200007","4101","21","21","累積獲得21個★","101207","1","1012","7"
"101200008","4101","24","24","累積獲得24個★","101208","0","1012","8"
"101200009","4101","27","27","累積獲得27個★","101209","1","1012","9"
"101200010","4101","30","30","累積獲得30個★","101210","0","1012","10"
"101200011","4101","33","33","累積獲得33個★","101211","0","1012","11"
"101200012","4101","36","36","累積獲得36個★","101212","1","1012","12"
"101200013","4101","39","39","累積獲得39個★","101213","0","1012","13"
"101200014","4101","42","42","累積獲得42個★","101214","0","1012","14"
"101200015","4101","45","45","累積獲得45個★","101215","1","1012","15"
"101200016","4101","48","48","累積獲得48個★","101216","0","1012","16"
"101200017","4101","51","51","累積獲得51個★","101217","1","1012","17"
"101200018","4101","54","54","累積獲得54個★","101218","0","1012","18"
"101300001","4101","3","3","累積獲得3個★","101301","0","1013","1"
"101300002","4101","6","6","累積獲得6個★","101302","0","1013","2"
"101300003","4101","9","9","累積獲得9個★","101303","1","1013","3"
"101300004","4101","12","12","累積獲得12個★","101304","0","1013","4"
"101300005","4101","15","15","累積獲得15個★","101305","0","1013","5"
"101300006","4101","18","18","累積獲得18個★","101306","0","1013","6"
"101300007","4101","21","21","累積獲得21個★","101307","1","1013","7"
"101300008","4101","24","24","累積獲得24個★","101308","0","1013","8"
"101300009","4101","27","27","累積獲得27個★","101309","1","1013","9"
"101300010","4101","30","30","累積獲得30個★","101310","0","1013","10"
"101300011","4101","33","33","累積獲得33個★","101311","0","1013","11"
"101300012","4101","36","36","累積獲得36個★","101312","1","1013","12"
"101300013","4101","39","39","累積獲得39個★","101313","0","1013","13"
"101300014","4101","42","42","累積獲得42個★","101314","0","1013","14"
"101300015","4101","45","45","累積獲得45個★","101315","1","1013","15"
"101300016","4101","48","48","累積獲得48個★","101316","0","1013","16"
"101300017","4101","51","51","累積獲得51個★","101317","1","1013","17"
"101300018","4101","54","54","累積獲得54個★","101318","0","1013","18"
"101400001","4101","3","3","累積獲得3個★","101401","0","1014","1"
"101400002","4101","6","6","累積獲得6個★","101402","0","1014","2"
"101400003","4101","9","9","累積獲得9個★","101403","1","1014","3"
"101400004","4101","12","12","累積獲得12個★","101404","0","1014","4"
"101400005","4101","15","15","累積獲得15個★","101405","0","1014","5"
"101400006","4101","18","18","累積獲得18個★","101406","0","1014","6"
"101400007","4101","21","21","累積獲得21個★","101407","1","1014","7"
"101400008","4101","24","24","累積獲得24個★","101408","0","1014","8"
"101400009","4101","27","27","累積獲得27個★","101409","1","1014","9"
"101400010","4101","30","30","累積獲得30個★","101410","0","1014","10"
"101400011","4101","33","33","累積獲得33個★","101411","0","1014","11"
"101400012","4101","36","36","累積獲得36個★","101412","1","1014","12"
"101400013","4101","39","39","累積獲得39個★","101413","0","1014","13"
"101400014","4101","42","42","累積獲得42個★","101414","0","1014","14"
"101400015","4101","45","45","累積獲得45個★","101415","1","1014","15"
"101400016","4101","48","48","累積獲得48個★","101416","0","1014","16"
"101400017","4101","51","51","累積獲得51個★","101417","1","1014","17"
"101400018","4101","54","54","累積獲得54個★","101418","0","1014","18"
"101500001","4101","3","3","累積獲得3個★","101501","0","1015","1"
"101500002","4101","6","6","累積獲得6個★","101502","0","1015","2"
"101500003","4101","9","9","累積獲得9個★","101503","1","1015","3"
"101500004","4101","12","12","累積獲得12個★","101504","0","1015","4"
"101500005","4101","15","15","累積獲得15個★","101505","0","1015","5"
"101500006","4101","18","18","累積獲得18個★","101506","0","1015","6"
"101500007","4101","21","21","累積獲得21個★","101507","1","1015","7"
"101500008","4101","24","24","累積獲得24個★","101508","0","1015","8"
"101500009","4101","27","27","累積獲得27個★","101509","1","1015","9"
"101500010","4101","30","30","累積獲得30個★","101510","0","1015","10"
"101500011","4101","33","33","累積獲得33個★","101511","0","1015","11"
"101500012","4101","36","36","累積獲得36個★","101512","1","1015","12"
"101500013","4101","39","39","累積獲得39個★","101513","0","1015","13"
"101500014","4101","42","42","累積獲得42個★","101514","0","1015","14"
"101500015","4101","45","45","累積獲得45個★","101515","1","1015","15"
"101500016","4101","48","48","累積獲得48個★","101516","0","1015","16"
"101500017","4101","51","51","累積獲得51個★","101517","1","1015","17"
"101500018","4101","54","54","累積獲得54個★","101518","0","1015","18"
"101600001","4101","3","3","累積獲得3個★","101601","0","1016","1"
"101600002","4101","6","6","累積獲得6個★","101602","0","1016","2"
"101600003","4101","9","9","累積獲得9個★","101603","1","1016","3"
"101600004","4101","12","12","累積獲得12個★","101604","0","1016","4"
"101600005","4101","15","15","累積獲得15個★","101605","0","1016","5"
"101600006","4101","18","18","累積獲得18個★","101606","0","1016","6"
"101600007","4101","21","21","累積獲得21個★","101607","1","1016","7"
"101600008","4101","24","24","累積獲得24個★","101608","0","1016","8"
"101600009","4101","27","27","累積獲得27個★","101609","1","1016","9"
"101600010","4101","30","30","累積獲得30個★","101610","0","1016","10"
"101600011","4101","33","33","累積獲得33個★","101611","0","1016","11"
"101600012","4101","36","36","累積獲得36個★","101612","1","1016","12"
"101600013","4101","39","39","累積獲得39個★","101613","0","1016","13"
"101600014","4101","42","42","累積獲得42個★","101614","0","1016","14"
"101600015","4101","45","45","累積獲得45個★","101615","1","1016","15"
"101600016","4101","48","48","累積獲得48個★","101616","0","1016","16"
"101600017","4101","51","51","累積獲得51個★","101617","1","1016","17"
"101600018","4101","54","54","累積獲得54個★","101618","0","1016","18"
"101700001","4101","3","3","累積獲得3個★","101701","0","1017","1"
"101700002","4101","6","6","累積獲得6個★","101702","0","1017","2"
"101700003","4101","9","9","累積獲得9個★","101703","1","1017","3"
"101700004","4101","12","12","累積獲得12個★","101704","0","1017","4"
"101700005","4101","15","15","累積獲得15個★","101705","0","1017","5"
"101700006","4101","18","18","累積獲得18個★","101706","0","1017","6"
"101700007","4101","21","21","累積獲得21個★","101707","1","1017","7"
"101700008","4101","24","24","累積獲得24個★","101708","0","1017","8"
"101700009","4101","27","27","累積獲得27個★","101709","1","1017","9"
"101700010","4101","30","30","累積獲得30個★","101710","0","1017","10"
"101700011","4101","33","33","累積獲得33個★","101711","0","1017","11"
"101700012","4101","36","36","累積獲得36個★","101712","1","1017","12"
"101700013","4101","39","39","累積獲得39個★","101713","0","1017","13"
"101700014","4101","42","42","累積獲得42個★","101714","0","1017","14"
"101700015","4101","45","45","累積獲得45個★","101715","1","1017","15"
"101700016","4101","48","48","累積獲得48個★","101716","0","1017","16"
"101700017","4101","51","51","累積獲得51個★","101717","1","1017","17"
"101700018","4101","54","54","累積獲得54個★","101718","0","1017","18"
"101800001","4101","3","3","累積獲得3個★","101801","0","1018","1"
"101800002","4101","6","6","累積獲得6個★","101802","0","1018","2"
"101800003","4101","9","9","累積獲得9個★","101803","1","1018","3"
"101800004","4101","12","12","累積獲得12個★","101804","0","1018","4"
"101800005","4101","15","15","累積獲得15個★","101805","0","1018","5"
"101800006","4101","18","18","累積獲得18個★","101806","0","1018","6"
"101800007","4101","21","21","累積獲得21個★","101807","1","1018","7"
"101800008","4101","24","24","累積獲得24個★","101808","0","1018","8"
"101800009","4101","27","27","累積獲得27個★","101809","1","1018","9"
"101800010","4101","30","30","累積獲得30個★","101810","0","1018","10"
"101800011","4101","33","33","累積獲得33個★","101811","0","1018","11"
"101800012","4101","36","36","累積獲得36個★","101812","1","1018","12"
"101800013","4101","39","39","累積獲得39個★","101813","0","1018","13"
"101800014","4101","42","42","累積獲得42個★","101814","0","1018","14"
"101800015","4101","45","45","累積獲得45個★","101815","1","1018","15"
"101800016","4101","48","48","累積獲得48個★","101816","0","1018","16"
"101800017","4101","51","51","累積獲得51個★","101817","1","1018","17"
"101800018","4101","54","54","累積獲得54個★","101818","0","1018","18"
"101900001","4101","3","3","累積獲得3個★","101901","0","1019","1"
"101900002","4101","6","6","累積獲得6個★","101902","0","1019","2"
"101900003","4101","9","9","累積獲得9個★","101903","1","1019","3"
"101900004","4101","12","12","累積獲得12個★","101904","0","1019","4"
"101900005","4101","15","15","累積獲得15個★","101905","0","1019","5"
"101900006","4101","18","18","累積獲得18個★","101906","0","1019","6"
"101900007","4101","21","21","累積獲得21個★","101907","1","1019","7"
"101900008","4101","24","24","累積獲得24個★","101908","0","1019","8"
"101900009","4101","27","27","累積獲得27個★","101909","1","1019","9"
"101900010","4101","30","30","累積獲得30個★","101910","0","1019","10"
"101900011","4101","33","33","累積獲得33個★","101911","0","1019","11"
"101900012","4101","36","36","累積獲得36個★","101912","1","1019","12"
"101900013","4101","39","39","累積獲得39個★","101913","0","1019","13"
"101900014","4101","42","42","累積獲得42個★","101914","0","1019","14"
"101900015","4101","45","45","累積獲得45個★","101915","1","1019","15"
"101900016","4101","48","48","累積獲得48個★","101916","0","1019","16"
"101900017","4101","51","51","累積獲得51個★","101917","1","1019","17"
"101900018","4101","54","54","累積獲得54個★","101918","0","1019","18"
"102000001","4101","3","3","累積獲得3個★","102001","0","1020","1"
"102000002","4101","6","6","累積獲得6個★","102002","0","1020","2"
"102000003","4101","9","9","累積獲得9個★","102003","1","1020","3"
"102000004","4101","12","12","累積獲得12個★","102004","0","1020","4"
"102000005","4101","15","15","累積獲得15個★","102005","0","1020","5"
"102000006","4101","18","18","累積獲得18個★","102006","0","1020","6"
"102000007","4101","21","21","累積獲得21個★","102007","1","1020","7"
"102000008","4101","24","24","累積獲得24個★","102008","0","1020","8"
"102000009","4101","27","27","累積獲得27個★","102009","1","1020","9"
"102000010","4101","30","30","累積獲得30個★","102010","0","1020","10"
"102000011","4101","33","33","累積獲得33個★","102011","0","1020","11"
"102000012","4101","36","36","累積獲得36個★","102012","1","1020","12"
"102000013","4101","39","39","累積獲得39個★","102013","0","1020","13"
"102000014","4101","42","42","累積獲得42個★","102014","0","1020","14"
"102000015","4101","45","45","累積獲得45個★","102015","1","1020","15"
"102000016","4101","48","48","累積獲得48個★","102016","0","1020","16"
"102000017","4101","51","51","累積獲得51個★","102017","1","1020","17"
"102000018","4101","54","54","累積獲得54個★","102018","0","1020","18"
"102100001","4101","3","3","累積獲得3個★","102101","0","1021","1"
"102100002","4101","6","6","累積獲得6個★","102102","0","1021","2"
"102100003","4101","9","9","累積獲得9個★","102103","1","1021","3"
"102100004","4101","12","12","累積獲得12個★","102104","0","1021","4"
"102100005","4101","15","15","累積獲得15個★","102105","0","1021","5"
"102100006","4101","18","18","累積獲得18個★","102106","0","1021","6"
"102100007","4101","21","21","累積獲得21個★","102107","1","1021","7"
"102100008","4101","24","24","累積獲得24個★","102108","0","1021","8"
"102100009","4101","27","27","累積獲得27個★","102109","1","1021","9"
"102100010","4101","30","30","累積獲得30個★","102110","0","1021","10"
"102100011","4101","33","33","累積獲得33個★","102111","0","1021","11"
"102100012","4101","36","36","累積獲得36個★","102112","1","1021","12"
"102100013","4101","39","39","累積獲得39個★","102113","0","1021","13"
"102100014","4101","42","42","累積獲得42個★","102114","0","1021","14"
"102100015","4101","45","45","累積獲得45個★","102115","1","1021","15"
"102100016","4101","48","48","累積獲得48個★","102116","0","1021","16"
"102100017","4101","51","51","累積獲得51個★","102117","1","1021","17"
"102100018","4101","54","54","累積獲得54個★","102118","0","1021","18"
