9ec34adef77109be06dc9ac56c32df7fca7d885886ca34ced2d45c33eb780aa7,41fe67e9b92a99c0c3ead418109f714f4f41c0608c795331002e8110b5a5154e,1b953ae93f23d17ae1c6c0a97f636e7218f34357b718f8fa6c107c1bdb7924d5,2d0cc41c6aee4e6d41efee5775a0137fc5dc8b2cc38f40c0ea5cd567cb75ef06,e2317404f0f0a49fe076b4de663aad666b8a3f32a68b38028f09947186c1d411,a6585f74959ea4c15adc4eb4d2c421082e19fe204613c9af471f29825fd88487,f8247d9af0f7006a248df289d43e3c6b7070405400dee9a00cb667cd07227f54,a50ca7e96ea659b50d06c36f038a7aaf95a9880fea003582dd1e1f0fa33eee6e,6fd1212510da7d4a364384351f041af5eb2a269a28dbf5c7689aebc3df1018e2,7176e41e9366f7575a7b3ea1816441d401598f39dd34b80e41cb0d1764577c7e,642e2031c75f8295d296451306a3dfb8992947c866d1935ed90405c9916a67e2,d430d4bbcb48f4a5a3e77d69b6d7b6fb1e4d1be41928a397356babc587685cf3
"1005802","0.341","0","0","0","7","350","350","0","41","1","100580241"
"1005802","0","0","1","0","0","0","0","0.341","42","4","100580242"
"1005802","1.202","0","0","0","8","0","0","0","43","1","100580243"
"1005802","0","0","1","0","0","0","0","3.101","44","4","100580244"
"1005802","0","vo_ske_0206","0","vo_ske","0","0","0","0","45","2","100580245"
"1005802","0.706","0","0","0","8","49","0","0","46","1","100580246"
"1005802","0","0","1","0","0","0","0","1.796","47","4","100580247"
"1005802","1.854","0","0","0","8","377","49","0","48","1","100580248"
"1005802","0","0","1","0","0","0","0","2.709","49","4","100580249"
"1005802","1.202","0","0","0","9","55","0","0","50","1","100580250"
"1005802","0","0","1","0","0","0","0","3.52","51","4","100580251"
"1005802","0","vo_ske_0207","0","vo_ske","0","0","0","0","52","2","100580252"
"1005802","0.754","0","0","0","9","100","55","0","53","1","100580253"
"1005802","0","0","1","0","0","0","0","1.291","54","4","100580254"
"1005802","0.505","0","0","0","9","350","100","0","55","1","100580255"
"1005802","0","0","1","0","0","0","0","2.624","56","4","100580256"
"1005802","0","vo_ske_0208","0","vo_ske","0","0","0","0","57","2","100580257"
"1005802","1.061","0","0","0","10","220","0","0","58","1","100580258"
"1005802","0","0","1","0","0","0","0","1.6","59","4","100580259"
"1005802","1.645","0","0","0","10","380","220","0","60","1","100580260"
"1005802","0","0","1","0","0","0","0","2.3","61","4","100580261"
"1005802","1.616","0","0","0","11","240","0","0","62","1","100580262"
"1005802","0","0","1","0","0","0","0","3.913","63","4","100580263"
"1005802","0","vo_ske_0209","0","vo_ske","0","0","0","0","64","2","100580264"
"1005802","1.258","0","0","0","12","128","0","0","65","1","100580265"
"1005802","0","0","1","0","0","0","0","3.579","66","4","100580266"
"1005802","0","vo_ske_0210","0","vo_ske","0","0","0","0","67","2","100580267"
"1005802","1.496","0","0","0","13","280","0","0","68","1","100580268"
"1005802","0","0","1","0","0","0","0","3.996","69","4","100580269"
"1005803","0","0","1","0","0","0","0","0.8","1","4","100580301"
"1005803","0","vo_ske_0301","0","vo_ske","0","0","0","0","2","2","100580302"
"1005803","1.797","0","0","0","1","160","0","0","3","1","100580303"
"1005803","0","0","1","0","0","0","0","2.514","4","4","100580304"
"1005803","0.612","0","0","0","1","339","160","0","5","1","100580305"
"1005803","0","0","1","0","0","0","0","0.612","6","4","100580306"
"1005803","0.464","0","0","0","2","163","0","0","7","1","100580307"
"1005803","0","0","1","0","0","0","0","0.889","8","4","100580308"
"1005803","1.164","0","0","0","2","163","163","0","9","1","100580309"
"1005803","0","0","1","0","0","0","0","2.59","10","4","100580310"
"1005803","0","vo_ske_0302","0","vo_ske","0","0","0","0","11","2","100580311"
"1005803","1.185","0","0","0","2","421","163","0","12","1","100580312"
"1005803","0","0","1","0","0","0","0","1.185","13","4","100580313"
"1005803","0.952","0","0","0","3","0","0","0","14","1","100580314"
"1005803","0","0","1","0","0","0","0","1.747","15","4","100580315"
"1005803","0.961","0","0","0","3","295","0","0","16","1","100580316"
"1005803","0","0","1","0","0","0","0","2.398","17","4","100580317"
"1005803","0","vo_ske_0303","0","vo_ske","0","0","0","0","18","2","100580318"
"1005803","1.401","0","0","0","4","150","0","0","19","1","100580319"
"1005803","0","0","1","0","0","0","0","1.935","20","4","100580320"
"1005803","1.288","0","0","0","4","356","150","0","21","1","100580321"
"1005803","0","0","1","0","0","0","0","2.418","22","4","100580322"
"1005803","0","vo_ske_0304","0","vo_ske","0","0","0","0","23","2","100580323"
"1005803","0.619","0","0","0","5","0","0","0","24","1","100580324"
"1005803","0","0","1","0","0","0","0","1.407","25","4","100580325"
"1005803","2.1","0","0","0","5","0","0","0","26","1","100580326"
"1005803","0","0","1","0","0","0","0","4.561","27","4","100580327"
"1005803","0","vo_ske_0305","0","vo_ske","0","0","0","0","28","2","100580328"
"1005803","2.309","0","0","0","5","318","0","0","29","1","100580329"
"1005803","0","0","1","0","0","0","0","3.378","30","4","100580330"
"1005803","0.664","0","0","0","6","101","0","0","31","1","100580331"
"1005803","0","0","1","0","0","0","0","1.555","32","4","100580332"
"1005803","1.706","0","0","0","6","366","101","0","33","1","100580333"
"1005803","0","0","1","0","0","0","0","4.399","34","4","100580334"
"1005803","0","vo_ske_0306","0","vo_ske","0","0","0","0","35","2","100580335"
"1005803","2.137","0","0","0","7","209","0","0","36","1","100580336"
"1005803","0","0","1","0","0","0","0","3.014","37","4","100580337"
"1005803","0.788","0","0","0","7","382","209","0","38","1","100580338"
"1005803","0","0","1","0","0","0","0","2.288","39","4","100580339"
"1005803","0","vo_ske_0307","0","vo_ske","0","0","0","0","40","2","100580340"
"1005803","2.054","0","0","0","8","290","0","0","41","1","100580341"
"1005803","0","0","1","0","0","0","0","2.931","42","4","100580342"
"1005803","0.801","0","0","0","8","410","290","0","43","1","100580343"
"1005803","0","0","1","0","0","0","0","1.48","44","4","100580344"
"1005803","2.75","0","0","0","9","347","0","0","45","1","100580345"
"1005803","0","0","1","0","0","0","0","5.052","46","4","100580346"
"1005803","0","vo_ske_0308","0","vo_ske","0","0","0","0","47","2","100580347"
"1005803","0.527","0","0","0","10","60","0","0","48","1","100580348"
"1005803","0","0","1","0","0","0","0","1.38","49","4","100580349"
"1005803","1.473","0","0","0","10","230","60","0","50","1","100580350"
"1005803","0","0","1","0","0","0","0","1.759","51","4","100580351"
"1005803","0.68","0","0","0","10","354","230","0","52","1","100580352"
"1005803","0","0","1","0","0","0","0","1.838","53","4","100580353"
"1005803","0","vo_ske_0309","0","vo_ske","0","0","0","0","54","2","100580354"
"1005803","0.477","0","0","0","11","71","0","0","55","1","100580355"
"1005803","0","0","1","0","0","0","0","1.108","56","4","100580356"
"1005803","2.144","0","0","0","11","323","71","0","57","1","100580357"
"1005803","0","0","1","0","0","0","0","3.802","58","4","100580358"
"1005803","0","vo_ske_0310","0","vo_ske","0","0","0","0","59","2","100580359"
"1005803","1.251","0","0","0","12","93","0","0","60","1","100580360"
"1005803","0","0","1","0","0","0","0","2.672","61","4","100580361"
"1005803","0.65","0","0","0","12","247","93","0","62","1","100580362"
"1005803","0","0","1","0","0","0","0","1.349","63","4","100580363"
"1005803","0.589","0","0","0","12","375","247","0","64","1","100580364"
"1005803","0","0","1","0","0","0","0","3.089","65","4","100580365"
"1005804","0","0","1","0","0","0","0","0.8","1","4","100580401"
"1005804","0","vo_ske_0401","0","vo_ske","0","0","0","0","2","2","100580402"
"1005804","1.769","0","0","0","1","186","0","0","3","1","100580403"
"1005804","0","0","1","0","0","0","0","3.723","4","4","100580404"
"1005804","0","vo_ske_0402","0","vo_ske","0","0","0","0","5","2","100580405"
"1005804","0.818","0","0","0","2","106","0","0","6","1","100580406"
"1005804","0","0","1","0","0","0","0","1.553","7","4","100580407"
"1005804","1.87","0","0","0","2","258","106","0","8","1","100580408"
"1005804","0","0","1","0","0","0","0","2.537","9","4","100580409"
"1005804","0.487","0","0","0","2","410","258","0","10","1","100580410"
"1005804","0","0","1","0","0","0","0","0.487","11","4","100580411"
"1005804","0.822","0","0","0","3","77","0","0","12","1","100580412"
"1005804","0","0","1","0","0","0","0","2.459","13","4","100580413"
"1005804","1.696","0","0","0","3","400","77","0","14","1","100580414"
"1005804","0","0","1","0","0","0","0","2.551","15","4","100580415"
"1005804","0.688","0","0","0","3","400","400","0","16","1","100580416"
"1005804","0","0","1","0","0","0","0","1.121","17","4","100580417"
"1005804","1.807","0","0","0","4","0","0","0","18","1","100580418"
"1005804","0","0","1","0","0","0","0","4.87","19","4","100580419"
"1005804","0","vo_ske_0403","0","vo_ske","0","0","0","0","20","2","100580420"
"1005804","0.78","0","0","0","4","93","0","0","21","1","100580421"
"1005804","0","0","1","0","0","0","0","2.288","22","4","100580422"
"1005804","1.497","0","0","0","4","324","93","0","23","1","100580423"
"1005804","0","0","1","0","0","0","0","3.177","24","4","100580424"
"1005804","0","vo_ske_0404","0","vo_ske","0","0","0","0","25","2","100580425"
"1005804","0.729","0","0","0","5","114","0","0","26","1","100580426"
"1005804","0","0","1","0","0","0","0","1.799","27","4","100580427"
"1005804","0.823","0","0","0","5","192","114","0","28","1","100580428"
"1005804","0","0","1","0","0","0","0","1.447","29","4","100580429"
"1005804","0.982","0","0","0","5","287","192","0","30","1","100580430"
"1005804","0","0","1","0","0","0","0","1.587","31","4","100580431"
"1005804","0.639","0","0","0","5","430","287","0","32","1","100580432"
"1005804","0","0","1","0","0","0","0","0.639","33","4","100580433"
"1005804","1.712","0","0","0","6","0","0","0","34","1","100580434"
"1005804","0","0","1","0","0","0","0","3.735","35","4","100580435"
"1005804","0","vo_ske_0405","0","vo_ske","0","0","0","0","36","2","100580436"
"1005804","0.793","0","0","0","6","201","0","0","37","1","100580437"
"1005804","0","0","1","0","0","0","0","2.073","38","4","100580438"
"1005804","0.405","0","0","0","6","201","201","0","39","1","100580439"
"1005804","0","0","1","0","0","0","0","1.081","40","4","100580440"
"1005804","0.962","0","0","0","6","293","201","0","41","1","100580441"
"1005804","0","0","1","0","0","0","0","3.994","42","4","100580442"
"1005804","0","vo_ske_0406","0","vo_ske","0","0","0","0","43","2","100580443"
"1005804","0.869","0","0","0","7","259","0","0","44","1","100580444"
"1005804","0","0","1","0","0","0","0","2.298","45","4","100580445"
"1005804","0","vo_ske_0407","0","vo_ske","0","0","0","0","46","2","100580446"
"1005804","1.07","0","0","0","7","389","259","0","47","1","100580447"
"1005804","0","0","1","0","0","0","0","2.401","48","4","100580448"
"1005804","0","vo_ske_0408","0","vo_ske","0","0","0","0","49","2","100580449"
"1005804","0.939","0","0","0","8","167","0","0","50","1","100580450"
"1005804","0","0","1","0","0","0","0","0.939","51","4","100580451"
"1005804","0.816","0","0","0","8","167","167","0","52","1","100580452"
"1005804","0","0","1","0","0","0","0","2.428","53","4","100580453"
"1005804","0","vo_ske_0409","0","vo_ske","0","0","0","0","54","2","100580454"
"1005804","0.626","0","0","0","8","211","167","0","55","1","100580455"
"1005804","0","0","1","0","0","0","0","1.776","56","4","100580456"
"1005804","1.439","0","0","0","8","390","211","0","57","1","100580457"
"1005804","0","0","1","0","0","0","0","1.439","58","4","100580458"
"1005804","0.447","0","0","0","9","60","0","0","59","1","100580459"
"1005804","0","0","1","0","0","0","0","2.012","60","4","100580460"
"1005804","0","vo_ske_0410","0","vo_ske","0","0","0","0","61","2","100580461"
"1005804","0.504","0","0","0","9","155","60","0","62","1","100580462"
"1005804","0","0","1","0","0","0","0","1.659","63","4","100580463"
"1005804","0.488","0","0","0","9","335","155","0","64","1","100580464"
"1005804","0","0","1","0","0","0","0","3.099","65","4","100580465"
"1005804","0","vo_ske_0411","0","vo_ske","0","0","0","0","66","2","100580466"
"1005804","0.743","0","0","0","10","93","0","0","67","1","100580467"
"1005804","0","0","1","0","0","0","0","1.683","68","4","100580468"
"1005804","2.16","0","0","0","10","319","93","0","69","1","100580469"
"1005804","0","0","1","0","0","0","0","3.689","70","4","100580470"
"1005804","1.846","0","0","0","11","284","0","0","71","1","100580471"
"1005804","0","0","1","0","0","0","0","4.239","72","4","100580472"
"1005804","0","vo_ske_0412","0","vo_ske","0","0","0","0","73","2","100580473"
"1005804","0.584","0","0","0","12","90","0","0","74","1","100580474"
"1005804","0","0","1","0","0","0","0","1.837","75","4","100580475"
"1005804","1.393","0","0","0","12","330","90","0","76","1","100580476"
"1005804","0","0","1","0","0","0","0","3.893","77","4","100580477"
"1005805","0","0","1","0","0","0","0","0.8","1","4","100580501"
"1005805","0","vo_ske_0501","0","vo_ske","0","0","0","0","2","2","100580502"
"1005805","1.013","0","0","0","1","136","0","0","3","1","100580503"
"1005805","0","0","1","0","0","0","0","1.598","4","4","100580504"
"1005805","1.062","0","0","0","1","399","136","0","5","1","100580505"
"1005805","0","0","1","0","0","0","0","2.428","6","4","100580506"
"1005805","0","vo_ske_0502","0","vo_ske","0","0","0","0","7","2","100580507"
"1005805","1.244","0","0","0","2","137","0","0","8","1","100580508"
"1005805","0","0","1","0","0","0","0","1.839","9","4","100580509"
"1005805","1.989","0","0","0","2","357","137","0","10","1","100580510"
"1005805","0","0","1","0","0","0","0","3.898","11","4","100580511"
"1005805","0","vo_ske_0503","0","vo_ske","0","0","0","0","12","2","100580512"
"1005805","1.43","0","0","0","3","220","0","0","13","1","100580513"
"1005805","0","0","1","0","0","0","0","1.915","14","4","100580514"
"1005805","0.906","0","0","0","3","365","220","0","15","1","100580515"
"1005805","0","0","1","0","0","0","0","2.75","16","4","100580516"
"1005805","0","vo_ske_0504","0","vo_ske","0","0","0","0","17","2","100580517"
"1005805","1.11","0","0","0","4","100","0","0","18","1","100580518"
"1005805","0","0","1","0","0","0","0","1.656","19","4","100580519"
"1005805","1.445","0","0","0","4","320","100","0","20","1","100580520"
"1005805","0","0","1","0","0","0","0","1.899","21","4","100580521"
"1005805","0.574","0","0","0","4","408","320","0","22","1","100580522"
"1005805","0","0","1","0","0","0","0","2.491","23","4","100580523"
"1005805","0","vo_ske_0505","0","vo_ske","0","0","0","0","24","2","100580524"
"1005805","1.192","0","0","0","5","167","0","0","25","1","100580525"
"1005805","0","0","1","0","0","0","0","1.943","26","4","100580526"
"1005805","0.864","0","0","0","5","316","167","0","27","1","100580527"
"1005805","0","0","1","0","0","0","0","1.47","28","4","100580528"
"1005805","0.713","0","0","0","5","376","316","0","29","1","100580529"
"1005805","0","0","1","0","0","0","0","3.073","30","4","100580530"
"1005805","0","vo_ske_0506","0","vo_ske","0","0","0","0","31","2","100580531"
"1005805","1.159","0","0","0","6","139","0","0","32","1","100580532"
"1005805","0","0","1","0","0","0","0","1.779","33","4","100580533"
"1005805","1.634","0","0","0","6","391","139","0","34","1","100580534"
"1005805","0","0","1","0","0","0","0","5.206","35","4","100580535"
"1005805","0","vo_ske_0507","0","vo_ske","0","0","0","0","36","2","100580536"
"1005805","1.363","0","0","0","7","202","0","0","37","1","100580537"
"1005805","0","0","1","0","0","0","0","2.334","38","4","100580538"
"1005805","1.128","0","0","0","7","343","202","0","39","1","100580539"
"1005805","0","0","1","0","0","0","0","3.267","40","4","100580540"
"1005805","0","vo_ske_0508","0","vo_ske","0","0","0","0","41","2","100580541"
"1005805","2.341","0","0","0","8","319","0","0","42","1","100580542"
"1005805","0","0","1","0","0","0","0","3.817","43","4","100580543"
"1005805","0.614","0","0","0","8","413","319","0","44","1","100580544"
"1005805","0","0","1","0","0","0","0","1.798","45","4","100580545"
"1005805","1.942","0","0","0","9","286","0","0","46","1","100580546"
"1005805","0","0","1","0","0","0","0","4.447","47","4","100580547"
"1005805","0","vo_ske_0509","0","vo_ske","0","0","0","0","48","2","100580548"
"1005805","0.441","0","0","0","10","95","0","0","49","1","100580549"
"1005805","0","0","1","0","0","0","0","1.691","50","4","100580550"
"1005805","2.177","0","0","0","10","382","95","0","51","1","100580551"
"1005805","0","0","1","0","0","0","0","4.215","52","4","100580552"
"1005805","0","vo_ske_0510","0","vo_ske","0","0","0","0","53","2","100580553"
"1005805","1.116","0","0","0","11","154","0","0","54","1","100580554"
"1005805","0","0","1","0","0","0","0","2.252","55","4","100580555"
"1005805","2.025","0","0","0","11","380","154","0","56","1","100580556"
"1005805","0","0","1","0","0","0","0","4.486","57","4","100580557"
"1005805","0","vo_ske_0511","0","vo_ske","0","0","0","0","58","2","100580558"
"1005805","0.473","0","0","0","12","93","0","0","59","1","100580559"
"1005805","0","0","1","0","0","0","0","1.015","60","4","100580560"
"1005805","0.759","0","0","0","12","164","93","0","61","1","100580561"
"1005805","0","0","1","0","0","0","0","2.172","62","4","100580562"
"1005805","2.606","0","0","0","13","362","0","0","63","1","100580563"
"1005805","0","0","1","0","0","0","0","5.313","64","4","100580564"
"1005805","0","vo_ske_0512","0","vo_ske","0","0","0","0","65","2","100580565"
"1005805","1.072","0","0","0","14","113","0","0","66","1","100580566"
"1005805","0","0","1","0","0","0","0","2.416","67","4","100580567"
"1005805","1.331","0","0","0","14","362","113","0","68","1","100580568"
"1005805","0","0","1","0","0","0","0","3.831","69","4","100580569"
"1005901","0","0","1","0","0","0","0","0.8","1","4","100590101"
"1005901","0","vo_ske_0601","0","vo_ske","0","0","0","0","2","2","100590102"
"1005901","1.86","0","0","0","1","320","0","0","3","1","100590103"
"1005901","0","0","1","0","0","0","0","2.5","4","4","100590104"
"1005901","1.2","0","0","0","1","380","320","0","5","1","100590105"
"1005901","0","0","1","0","0","0","0","3.1","6","4","100590106"
"1005901","0","vo_ske_0602","0","vo_ske","0","0","0","0","7","2","100590107"
"1005901","2.2","0","0","0","2","287","0","0","8","1","100590108"
"1005901","0","0","1","0","0","0","0","3.3","9","4","100590109"
"1005901","0.9","0","0","0","2","410","287","0","10","1","100590110"
"1005901","0","0","1","0","0","0","0","1.5","11","4","100590111"
"1005901","1.5","0","0","0","3","288","0","0","12","1","100590112"
"1005901","0","0","1","0","0","0","0","3.7","13","4","100590113"
"1005901","0","vo_ske_0603","0","vo_ske","0","0","0","0","14","2","100590114"
"1005901","1.5","0","0","0","3","410","288","0","15","1","100590115"
"1005901","0","0","1","0","0","0","0","1.5","16","4","100590116"
"1005901","0.3","0","0","0","4","87","0","0","17","1","100590117"
"1005901","0","0","1","0","0","0","0","1.5","18","4","100590118"
"1005901","0.8","0","0","0","4","246","87","0","19","1","100590119"
"1005901","0","0","1","0","0","0","0","1.5","20","4","100590120"
"1005901","1.9","0","0","0","4","378","246","0","21","1","100590121"
"1005901","0","0","1","0","0","0","0","4.5","22","4","100590122"
"1005901","0","vo_ske_0604","0","vo_ske","0","0","0","0","23","2","100590123"
"1005901","2.3","0","0","0","5","171","0","0","24","1","100590124"
"1005901","0","0","1","0","0","0","0","3.3","25","4","100590125"
"1005901","1.1","0","0","0","5","309","171","0","26","1","100590126"
"1005901","0","0","1","0","0","0","0","1.1","27","4","100590127"
"1005901","1.1","0","0","0","5","410","309","0","28","1","100590128"
"1005901","0","0","1","0","0","0","0","3.9","29","4","100590129"
"1005901","0","vo_ske_0605","0","vo_ske","0","0","0","0","30","2","100590130"
"1005901","0.5","0","0","0","6","52","0","0","31","1","100590131"
"1005901","0","0","1","0","0","0","0","1.7","32","4","100590132"
"1005901","1.2","0","0","0","6","109","52","0","33","1","100590133"
"1005901","0","0","1","0","0","0","0","1.9","34","4","100590134"
"1005901","0.9","0","0","0","6","292","109","0","35","1","100590135"
"1005901","0","0","1","0","0","0","0","2.6","36","4","100590136"
"1005901","0","vo_ske_0606","0","vo_ske","0","0","0","0","37","2","100590137"
"1005901","1.6","0","0","0","7","180","0","0","38","1","100590138"
"1005901","0","0","1","0","0","0","0","2","39","4","100590139"
"1005901","1","0","0","0","7","350","180","0","40","1","100590140"
"1005901","0","0","1","0","0","0","0","1","41","4","100590141"
"1005901","1.3","0","0","0","8","0","0","0","42","1","100590142"
"1005901","0","0","1","0","0","0","0","2.2","43","4","100590143"
"1005901","1.4","0","0","0","8","372","0","0","44","1","100590144"
"1005901","0","0","1","0","0","0","0","4","45","4","100590145"
"1005901","0","vo_ske_0607","0","vo_ske","0","0","0","0","46","2","100590146"
"1005901","1.1","0","0","0","9","130","0","0","47","1","100590147"
"1005901","0","0","1","0","0","0","0","1.8","48","4","100590148"
"1005901","1","0","0","0","9","253","130","0","49","1","100590149"
"1005901","0","0","1","0","0","0","0","2.3","50","4","100590150"
"1005901","1.4","0","0","0","9","400","253","0","51","1","100590151"
"1005901","0","0","1","0","0","0","0","3.4","52","4","100590152"
