1c8d4a46c1fc3f2cd3ca1aae1b90acc714cb621c7a84e41794527ad212d9ea2d,f6210aa9cc6656366b27efeaa74122faec3c2a9a9e19d206e238b3df4c2b5bc5,a26b12c44d3f2fab4f30b79f2ff6aaf17d823e5b6891c7867a98573c31ae1c62,a4491311bada2ac94a7b4c5546bb0cbc13229c9338c43e9b7f6f0b544e181c2b,909dd6cdc089e318310b2cd565ffe0d1df5d09623ce1c41af97245e2327e635e,a359a848e7ed85cd7560bc86c783e11876dbe01e8022f97050d3521bc9624df9,347992f2744030235e0c182e045e240ddbdd1002cdfe034a8ac74610ac80d4b4,fb25e881c2a118fb3786b6e40c48304c9d9801cd19a26a406c9038486bbba55d,376233baf33d88cfb4bf6612fee66cf7f0657f9838070c249ab4244484a9f8c2,246321194f980f85850dd13f418d5e00f01e62706cf7b7a678bc514af8a5f5dc,1f23da3c7f98ab46dc76b8286adb789d1db93973390d790dcce955a6cdec7d7b,2f990941b9b4795e3d46633ae1f8fd07ac97759a10b12d2127cbe9c01ad98f6a,67622871f361e3f1789d9a86273faaacdf6f5be01a2fbf73157ea08877431e1c
"60501","0","31005","0","0","10051","0","0","0","0","60502","0","31037"
"60511","0","31037","0","0","10052","0","0","0","0","60512","0","31014"
"60521","0","31025","0","0","10053","0","0","0","0","60522","0","31098"
"60531","0","31048","0","0","10054","0","0","0","0","60532","0","31146"
"60541","0","31044","0","0","10055","0","0","0","0","60542","0","31116"
"60551","0","31060","0","0","10056","0","0","0","0","60552","0","31147"
"60561","0","31021","0","0","10057","0","0","0","0","60562","0","31121"
"60571","0","31003","0","0","10058","0","0","0","0","60572","0","31156"
"60571","0","31003","0","0","10059","0","0","0","0","60572","0","31156"
"60591","0","31049","0","0","10060","0","0","0","0","60592","0","31123"
"60601","0","31010","0","0","10061","0","0","0","0","60602","0","31158"
"60611","0","31042","0","0","10062","0","0","0","0","60612","0","31126"
"60611","0","31042","0","0","10063","0","0","0","0","60612","0","31126"
"60631","0","31031","0","0","10064","0","0","0","0","60632","0","31032"
"60641","0","31046","0","0","10065","0","0","0","0","60642","0","31107"
"60651","0","31015","0","0","10066","0","0","0","0","60652","0","31065"
"60661","0","31033","0","0","10067","0","0","0","0","60662","0","31028"
"60671","0","31040","0","0","10068","0","0","0","0","60672","0","31168"
"60681","0","31065","0","0","10069","0","0","0","0","60682","0","31130"
"60691","0","31050","0","0","10070","0","0","0","0","60692","0","31018"
"60701","0","31027","0","0","10071","0","0","0","0","60702","0","31132"
"60711","0","31109","0","0","10072","0","0","0","0","60712","0","31174"
"60721","0","31023","0","0","10073","0","0","0","0","60722","0","31135"
"60731","0","31051","0","0","10074","0","0","0","0","60732","0","31096"
"60741","0","31013","0","0","10075","0","0","0","0","60742","0","31016"
"60751","0","31047","0","0","10076","0","0","0","0","60752","0","31178"
"60761","0","31054","0","0","10077","0","0","0","0","60762","0","31141"
"60771","0","31055","0","0","10078","0","0","0","0","60772","0","31053"
"60781","0","31037","0","0","10079","0","0","0","0","60782","0","31014"
"60791","0","31006","0","0","10080","0","0","0","0","60792","0","31192"
"60801","0","31048","0","0","10081","0","0","0","0","60802","0","31146"
"60811","0","31044","0","0","10082","0","0","0","0","60812","0","31208"
"60821","0","31060","0","0","10083","0","0","0","0","60822","0","31147"
"60831","0","31060","0","0","10084","0","0","0","0","60832","0","31059"
"60841","0","31058","0","0","10085","0","0","0","0","60842","0","31212"
"60851","0","31003","0","0","10086","0","0","0","0","60852","0","31156"
"60851","0","31003","0","0","10087","0","0","0","0","60852","0","31156"
"60871","0","31026","0","0","10088","0","0","0","0","60872","0","31128"
"60881","0","31010","0","0","10089","0","0","0","0","60882","0","31158"
"60891","0","31046","0","0","10090","0","0","0","0","60892","0","31065"
"60901","0","31031","0","0","10091","0","0","0","0","60902","0","31032"
"60911","0","31031","0","0","10092","0","0","0","0","60912","0","31014"
"60921","0","31015","0","0","10093","0","0","0","0","60922","0","31065"
"60931","0","31034","0","0","10094","0","0","0","0","60932","0","31221"
"60941","0","31040","0","0","10095","0","0","0","0","60942","0","31168"
"60951","0","31002","0","0","10096","0","0","0","0","60952","0","31224"
"60961","0","31050","0","0","10097","0","0","0","0","60962","0","31018"
"60971","0","31036","0","0","10098","0","0","0","0","60972","0","31228"
"60981","0","31109","0","0","10099","0","0","0","0","60982","0","31174"
"60991","0","31023","0","0","10100","0","0","0","0","60992","0","31010"
"61001","0","31051","0","0","10101","0","0","0","0","61002","0","31096"
"61011","0","31013","0","0","10102","0","0","0","0","61012","0","31235"
"61021","0","31047","0","0","10103","0","0","0","0","61022","0","31178"
"61031","0","31005","0","0","10104","0","0","0","0","61032","0","31037"
"61041","0","31055","0","0","10105","0","0","0","0","61042","0","31053"
"61051","0","31047","0","0","10106","0","0","0","0","61052","0","31241"
"61061","0","31006","0","0","10107","0","0","0","0","61062","0","31192"
"61071","0","31066","0","0","10108","0","0","0","0","61072","0","31247"
"61081","0","31044","0","0","10109","0","0","0","0","61082","0","31208"
"61091","0","31029","0","0","10110","0","0","0","0","61092","0","31249"
"61101","0","31042","0","0","10111","0","0","0","0","61102","0","31249"
"61111","0","31060","0","0","10112","0","0","0","0","61112","0","31059"
"61121","0","31058","0","0","10113","0","0","0","0","61122","0","31212"
"61131","0","31046","0","0","10114","0","0","0","0","61132","0","31053"
"61141","0","31026","0","0","10115","0","0","0","0","61142","0","31128"
"61151","0","31038","0","0","10116","0","0","0","0","61152","0","31012"
"61161","0","31046","0","0","10117","0","0","0","0","61162","0","31065"
"61171","0","31057","0","0","10118","0","0","0","0","61172","0","31257"
"61181","0","31031","0","0","10119","0","0","0","0","61182","0","31014"
"61191","0","31008","0","0","10120","0","0","0","0","61192","0","31044"
"61201","0","31034","0","0","10121","0","0","0","0","61202","0","31221"
"61211","0","31048","0","0","10122","0","0","0","0","61212","0","31267"
"61221","0","31002","0","0","10123","0","0","0","0","61222","0","31224"
"61231","0","31031","0","0","10124","0","0","0","0","61232","0","31270"
"61241","0","31036","0","0","10125","0","0","0","0","61242","0","31228"
"61251","0","31060","0","0","10126","0","0","0","0","61252","0","31011"
"61261","0","31023","0","0","10127","0","0","0","0","61262","0","31010"
"61271","0","31042","0","0","10128","0","0","0","0","61272","0","31056"
"61281","0","31013","0","0","10129","0","0","0","0","61282","0","31235"
"61291","0","31054","0","0","10130","0","0","0","0","61292","0","31018"
"61301","0","31005","0","0","10131","0","0","0","0","61302","0","31037"
"61311","0","31058","0","0","10132","0","0","0","0","61312","0","31028"
"61321","0","31047","0","0","10133","0","0","0","0","61322","0","31241"
"61331","0","31014","0","0","10134","0","0","0","0","61332","0","31283"
"61341","0","31066","0","0","10135","0","0","0","0","61342","0","31247"
"61351","0","31002","0","0","10136","0","0","0","0","61352","0","31288"
"61361","0","31001","0","0","10137","0","0","0","0","61362","0","31288"
"61371","0","31029","0","0","10138","0","0","0","0","61372","0","31249"
"61381","0","31042","0","0","10139","0","0","0","0","61382","0","31249"
"61391","0","31034","0","0","10140","0","0","0","0","61392","0","31110"
"61401","0","31046","0","0","10141","0","0","0","0","61402","0","31053"
"61411","0","31027","0","0","10142","0","0","0","0","61412","0","31043"
"61421","0","31038","0","0","10143","0","0","0","0","61422","0","31012"
"61431","0","31025","0","0","10144","0","0","0","0","61432","0","31036"
"61441","0","31057","0","0","10145","0","0","0","0","61442","0","31257"
"61451","0","31021","0","0","10146","0","0","0","0","61452","0","31010"
"61461","0","31008","0","0","10147","0","0","0","0","61462","0","31044"
"61471","0","31042","0","0","10148","0","0","0","0","61472","0","31029"
"61481","0","31048","0","0","10149","0","0","0","0","61482","0","31267"
"61491","0","31058","0","0","10150","0","0","0","0","61492","0","31047"
"61501","0","31031","0","0","10151","0","0","0","0","61502","0","31270"
"61511","0","31059","0","0","10152","0","0","0","0","61512","0","31319"
"61521","0","31025","0","0","10153","0","0","0","0","61522","0","31098"
"61531","0","31007","0","0","10154","0","0","0","0","61532","0","31012"
"61541","0","31060","0","0","10155","0","0","0","0","61542","0","31011"
"61551","0","31038","0","0","10156","0","0","0","0","61552","0","31049"
"61561","0","31042","0","0","10157","0","0","0","0","61562","0","31056"
"61571","0","31050","0","0","10158","0","0","0","0","61572","0","31016"
"61581","0","31054","0","0","10159","0","0","0","0","61582","0","31018"
"61591","0","31028","0","0","10160","0","0","0","0","61592","0","31332"
"61601","0","31058","0","0","10161","0","0","0","0","61602","0","31028"
"61621","0","31014","0","0","10163","0","0","0","0","61622","0","31283"
"61631","0","31002","0","0","10164","0","0","0","0","61632","0","31288"
"61641","0","31001","0","0","10165","0","0","0","0","61642","0","31288"
