tbl,idx,stat
"v1_cc1fb86515ffc9d0288d591fb36cb58f13ae681a01f340baef353236767653b2","v1_cc1fb86515ffc9d0288d591fb36cb58f13ae681a01f340baef353236767653b2_0_0e0af38beb44386858d462facf4ca68f61891201dccd873d5c0a9bbdde5fed1d_1_ada1e6b6dbb50bcefc3eb1f5441662722f7afbe5b107c527d8ea5325279e7caa","71 3 3"
"v1_cc1fb86515ffc9d0288d591fb36cb58f13ae681a01f340baef353236767653b2","sqlite_autoindex_v1_cc1fb86515ffc9d0288d591fb36cb58f13ae681a01f340baef353236767653b2_1","71 3 1"
"v1_f38f7a3c6e1899e23afc952789ecdf9eda1dca8b44bf05e02d9be91a45060d16","v1_f38f7a3c6e1899e23afc952789ecdf9eda1dca8b44bf05e02d9be91a45060d16_0_4cf8acf91f037020bbc74f379b3433f5534ecee68db2605f86f93d085e582966","3182 37"
"v1_ef68123e55dda0e008c70956aaccaadd8afdc974f5be2d50b897750239e62a44","","307"
"v1_6a35e74fcbe2ed2ebc8f8b39939b769e18e5b7a2e881087a94f29a37baa2e7b7","","22"
"v1_126a0e89408a5aad07b4b8c5e9c1e6e747f96979513795ab36d9207657ed6a28","v1_126a0e89408a5aad07b4b8c5e9c1e6e747f96979513795ab36d9207657ed6a28_0_fb20c10dae4daafe89b25deba939f75ca3b0540fa832333a11e68b6ae43a9786","2031 68"
"v1_7cbd3cb7ea66e910ce6314a11d89f9352e077f28134ec141ae49193910ef2a76","","25"
"v1_27a75761586fef7a1c5d5dba8feff8bd87cc7268d041a7239a1e6f8f71e7ed4b","","1"
"v1_c71e73920ba7de08fc4a0368921ab7840b69f15fc04e5a8f12e881a422fd33f9","","14"
"v1_7c13f69a40fe44b85d1389fb7405b6390c2b8f1f76a76e957802fe2a5161c7a5","v1_7c13f69a40fe44b85d1389fb7405b6390c2b8f1f76a76e957802fe2a5161c7a5_0_e72ddb9d107053737da682ef26c5812ece34aad1b03378bb83069be56fb298d0","10 10"
"v1_7c13f69a40fe44b85d1389fb7405b6390c2b8f1f76a76e957802fe2a5161c7a5","v1_7c13f69a40fe44b85d1389fb7405b6390c2b8f1f76a76e957802fe2a5161c7a5_0_68ed9d5065c897c0fb5ccace727977fa8213a416652826aadefc9ceedbde5572","10 10"
"v1_094ed719044cb8dd7b3162ed1d5f3e1e1b485a6ec8da8f9d0437e6ba0c1a1b2d","","1"
"v1_81e7c5aa6d2c4b96055b66a6a77bc5fcee67e9255929aa8fb2adc3ef45cf4c45","v1_81e7c5aa6d2c4b96055b66a6a77bc5fcee67e9255929aa8fb2adc3ef45cf4c45_0_48b29ca77421b67c5d8ea8540c4d58dcca7721b4224b899ddc734d4a46a3a1cf","362 362"
"v1_e980d8088980dadda2324d1c004fa941a1c5b67429603dca7e83e4c281a243b5","","1663"
"v1_42bc25f60dbc7a48861218bbb368af8cb91c022898f8e25500c34aeb133b1790","v1_42bc25f60dbc7a48861218bbb368af8cb91c022898f8e25500c34aeb133b1790_0_060d2d70e2bec90bd81d6ed2767d57d189f97112b65d41cc81ba61f3c8f14e75","70 14"
"v1_42bc25f60dbc7a48861218bbb368af8cb91c022898f8e25500c34aeb133b1790","v1_42bc25f60dbc7a48861218bbb368af8cb91c022898f8e25500c34aeb133b1790_0_9e10ef0f5e6f7bbfafebd423557c6c5af25f0ef7818808f30f2212b84c2bbc3a","70 1"
"v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292","v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292_0_fd9e6c6dbae6155d97c51c7f29b7b39266f6da446f2b0dd5b3e0d74263b76a06","45 1"
"v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292","v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292_0_6568498b3def84fe67a7ffb1cca49cf097365149b1d4e82335a6a0c189ee6d21","45 3"
"v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292","sqlite_autoindex_v1_03dbfa7fdeb12cddade173cec9927adef1f053004f61900fa713ddc85991a292_1","45 3 1"
"v1_95e4fad249f118c72b76c8691c45949f576ac237f37473a61d87b7262821d43b","","6"
"v1_ae8e010fb5840b47b4666508ddea4789fc373742387a3dde244818da545eb7d6","v1_ae8e010fb5840b47b4666508ddea4789fc373742387a3dde244818da545eb7d6_0_f4a9dd26962027dafb1e96046026befb7c26916306b5b58f5bd03cb5b24cabb8","540 60"
"v1_234431f166a02c0706ab0609ab427e5d7ec5d758b0340b7da7b2bee2e22de097","v1_234431f166a02c0706ab0609ab427e5d7ec5d758b0340b7da7b2bee2e22de097_0_2dd3623fd004253682c01150599f66d8decf997bce6dd3cd129c2990e591121d","67 14"
"v1_234431f166a02c0706ab0609ab427e5d7ec5d758b0340b7da7b2bee2e22de097","sqlite_autoindex_v1_234431f166a02c0706ab0609ab427e5d7ec5d758b0340b7da7b2bee2e22de097_1","67 1 1"
"v1_c2e499b4e45c6ce87326df54fa0757724902bb195c77466c4c07648762824d15","","41"
"v1_dd1e43fb8511b00dcee208b51bd7c193b30349c3046c35098084bcb6732ec03c","","12"
"v1_a2961f53c5ba26459cc092ffc0ca37f051c1d0f9c246133d7581a6926f4b6774","v1_a2961f53c5ba26459cc092ffc0ca37f051c1d0f9c246133d7581a6926f4b6774_0_5cf6c6c7059abee4170e8a62f11e7548e4cfbf86e445ede783bec7b75ebf7875","13 3"
"v1_0b11dda1222cc5bf357ef555a00b2da4f64dade28b52369ca27c9b1f63ab2467","v1_0b11dda1222cc5bf357ef555a00b2da4f64dade28b52369ca27c9b1f63ab2467_0_abac48a278deb15e0861420a42e4baa4b7efe3cdeb15b5008057dccf90d9d207","9 3"
"v1_0b11dda1222cc5bf357ef555a00b2da4f64dade28b52369ca27c9b1f63ab2467","sqlite_autoindex_v1_0b11dda1222cc5bf357ef555a00b2da4f64dade28b52369ca27c9b1f63ab2467_1","9 3 1"
"v1_42512a8f15987645fad93f074ad2ac8b2e2f09af08aee0f744baaf6b5bb297af","","3"
"v1_0821661933171be963b3d6fc4be3775fd5b1cd2c475bca71cf2a6653a4295483","v1_0821661933171be963b3d6fc4be3775fd5b1cd2c475bca71cf2a6653a4295483_0_2c660c7736e409ee9db1909de6ac19b829f9e8794e5dfd4a8bf18c547d245121","20 7"
"v1_75f99b5f4e0a3bd9491c945b601239b08163344dc0921941ffc4edd259c264e7","","126"
"v1_275997937a2f4615856214ed542b6714eeb0f0c9fb3d603f1ae65c4997c2bdc1","","5"
"v1_c093dd145a1aa8bf34879250a73e7df11aacd6e42627bc457bf46cbd44489086","v1_c093dd145a1aa8bf34879250a73e7df11aacd6e42627bc457bf46cbd44489086_0_e6ab22d82d010e0a01adcccb9e09279bc51be085cc467bdcd5f87146e080e23e","25 5"
"v1_25206b44de636d161b974304840ebae31514739b3446df30318780dbb8b9982e","v1_25206b44de636d161b974304840ebae31514739b3446df30318780dbb8b9982e_0_64e826f00732459f03cf742be2e51c355769aa75936695f3dfe5548aa0581a4e","76 19"
"v1_25206b44de636d161b974304840ebae31514739b3446df30318780dbb8b9982e","sqlite_autoindex_v1_25206b44de636d161b974304840ebae31514739b3446df30318780dbb8b9982e_1","76 19 1"
"v1_f7107db58e7ac91ae92eb92ea212a0cf092000354e2354edddd98bfb4c0f2f81","","1"
"v1_d857c33c9b53672e8b217b83d40ce871f90b6a63f8fa36758df92ba96d76a43c","v1_d857c33c9b53672e8b217b83d40ce871f90b6a63f8fa36758df92ba96d76a43c_0_1c41cfd2ed1f828f3e9b5616058b9e0f3bc527b75842245494a47b8b7517f41f","22 3"
"v1_d857c33c9b53672e8b217b83d40ce871f90b6a63f8fa36758df92ba96d76a43c","v1_d857c33c9b53672e8b217b83d40ce871f90b6a63f8fa36758df92ba96d76a43c_0_1d1368ef55a78c1d6153da70997b3d6e9da0e553a8f4b8e3b0949bd396693ab6","22 22"
"v1_ef0f23340804e93897fa3ee3c888ffb0efdb665226e74fa3bb72ec40b77fb3f0","v1_ef0f23340804e93897fa3ee3c888ffb0efdb665226e74fa3bb72ec40b77fb3f0_0_e935d65f246ac6e668c743671d169f5940aad1a6d0def506186b95a2c8016564","24 1"
"v1_2db8722075ff531f25a79d9f9dee9bd95e36adf2ed922dd5784d641080a18825","","72"
"v1_a91a0822243a0c70364c64ff38f5205bed88349f4aa085135d2915b0db818bd2","v1_a91a0822243a0c70364c64ff38f5205bed88349f4aa085135d2915b0db818bd2_0_8467f723830650441d16436b0fc8b85d410c3a66fe36008b6f5bfadf1c1caab5","1 1"
"v1_b96a7c6025635001dea4f5b97ed7068e201fa0efd9478854cb719c6e4d93c5b4","","27"
"v1_73fd051152913da89fec46bc49e2bba85930a0bc5c8475c5dfc9c9d1fa6c55d6","","2"
"v1_1b933252c40563bde178ec04d5e59c58011b7fd05c780365f26a29e3233dab78","","3"
"v1_800b34992817ff1cbb3988128b69945a4b25371c4f2c485dabecee62e4722f12","","5"
"v1_fdb53089ff7c7c361ca65b449e6bbc6bd9742e6db6bfa0c3aa0df88b3b2a1e42","","63"
"v1_7f5c4f8d73d4d8001a7e808dd89406da3c945e582adc54e9b4f18c8db7153049","v1_7f5c4f8d73d4d8001a7e808dd89406da3c945e582adc54e9b4f18c8db7153049_0_e016f306b9a5248694cb203dbca8d10c3672d88820d54bb5e982cca954f3d1a3_1_fb6cb2f146b5fae8313b25e8de020da4e48eca4c67d61b00214eda33cf031685","124 62 16"
"v1_7f5c4f8d73d4d8001a7e808dd89406da3c945e582adc54e9b4f18c8db7153049","v1_7f5c4f8d73d4d8001a7e808dd89406da3c945e582adc54e9b4f18c8db7153049_0_e016f306b9a5248694cb203dbca8d10c3672d88820d54bb5e982cca954f3d1a3","124 62"
"v1_4253c1153241f91827b244728ebb1a2346bf98f66be9d9e3775abc08f8353b16","v1_4253c1153241f91827b244728ebb1a2346bf98f66be9d9e3775abc08f8353b16_0_383a23c1d40614fa48f8afb50746defcb9ed145cfe16f4a5c37d99b2a014312a","728 364"
"v1_4253c1153241f91827b244728ebb1a2346bf98f66be9d9e3775abc08f8353b16","v1_4253c1153241f91827b244728ebb1a2346bf98f66be9d9e3775abc08f8353b16_0_90efa264d8b73146888271a76f679c42c80b76b884c5e8cf7bb401a042a0408b","728 4"
"v1_3a09cf227c4d92d00cc0929e5ef485f56216584dbabc620d7cfdebf86d4aa0cc","v1_3a09cf227c4d92d00cc0929e5ef485f56216584dbabc620d7cfdebf86d4aa0cc_0_7eb22714f5883756e8c861f50c886ed3a90be2e26b62bdc12829343204229970","9 9"
"v1_74b01507d4b863ec6fc95fb424a2bebf16c200c8b100f6fea3f9f4664553a88c","v1_74b01507d4b863ec6fc95fb424a2bebf16c200c8b100f6fea3f9f4664553a88c_0_b02ce72415d7ec7c57b4f70a6682fa78a15777282178c7a0751b3291f9caf670","787 72"
"v1_d7b1e565d7339f3fd316c64ad36ab6fbe51cc7b01b687bf15d3f60810cf1aefe","v1_d7b1e565d7339f3fd316c64ad36ab6fbe51cc7b01b687bf15d3f60810cf1aefe_0_2066a2ea73a790183028bfcd8c407bbb1462d37dce1a72d1ab34a16b925b616c","172 1"
"v1_708d1267a953fd9c500ca586cb7c2bd66639fdf8c6ce3c5e124539344ac644c0","v1_708d1267a953fd9c500ca586cb7c2bd66639fdf8c6ce3c5e124539344ac644c0_0_045ca5fd45a8bf8acfad30d6230b92815466883e5d941e5bf9ca26e94b982b70","5369 32"
"v1_512787fd701c61d879cdc425324b562b15585e6b73d6ab0cc91c12a83987fc7b","v1_512787fd701c61d879cdc425324b562b15585e6b73d6ab0cc91c12a83987fc7b_0_b9734ed12a9b901d639763d87537c218dda6d8322ad4b3a320a452cf66e2ba45","439 5"
"v1_6bd9a85e7b2edf8989d89fdadb21b8b60d6f4f42a6b8a59dfd465eca3b14d7a2","","329"
"v1_a069cba317443c2f4224cd90f2ae8cf864f188fef0342094f3b1a31223b1ad5f","","4"
"v1_3927ab226b10699e4a56588e29fcc5e5e2795548c1ba226bb3baef154d13a76b","","8"
"v1_b8e187d985cdf6081ffc428c0d7372d96050350c17f6ca41b12f66d0d6823aa7","","4"
"v1_cd467784daea1a90b26a53a964926f90d7442a4cb09b9f2b3957f6a9959c95f6","v1_cd467784daea1a90b26a53a964926f90d7442a4cb09b9f2b3957f6a9959c95f6_0_6523ca200b37d08272545ff5211c10b1550231befa40c7229f4a3e90bbb303f8","87 11"
"v1_cbc8c5097df2e3a6c2c2762bb0ae5f196154e98b36437aae8a962a11ad103565","v1_cbc8c5097df2e3a6c2c2762bb0ae5f196154e98b36437aae8a962a11ad103565_0_f2b3011b57ea881258cf7b9323c523a0836ab1ba5614912cdeb1c1caa5e32a16","215 22"
"v1_a5b7f793d8a9bdda448f81b2ffb427e0a0b7fa8d3e7476ca6cf6318b85069ee1","v1_a5b7f793d8a9bdda448f81b2ffb427e0a0b7fa8d3e7476ca6cf6318b85069ee1_0_96314dbe1bc113fe9754d5255fdfcd8376285360160ec0b68119f0c3e496bf9d","1 1"
"v1_a5b7f793d8a9bdda448f81b2ffb427e0a0b7fa8d3e7476ca6cf6318b85069ee1","sqlite_autoindex_v1_a5b7f793d8a9bdda448f81b2ffb427e0a0b7fa8d3e7476ca6cf6318b85069ee1_1","1 1 1"
"v1_2952b1d93a923239cf0b8b5c20c79c76eb1e6112f138ed43ccd99fea004c0adf","v1_2952b1d93a923239cf0b8b5c20c79c76eb1e6112f138ed43ccd99fea004c0adf_0_d0f3cde7ba226f59cb543ab238f5fcd13160d5003d61da516fa7ec6d7f44cc06","724 4"
"v1_2952b1d93a923239cf0b8b5c20c79c76eb1e6112f138ed43ccd99fea004c0adf","v1_2952b1d93a923239cf0b8b5c20c79c76eb1e6112f138ed43ccd99fea004c0adf_0_143faaff22086af43413fd33592ec32633f17cc20ae43e69eb77b58a7166e189","724 52"
"v1_6d621aacf76d708a6b84ccc8202dc3ed10337b3ff8d54ff6a2d341465e80c6aa","","1"
"v1_fbc5234d5b81d81df07230540fd31e7f7d05f657e3c4837662d9623afa85b7a0","","25"
"v1_9be7843c1660ee86d4949e4d892528920f042dfd78dbf33187a5e2e10f88f3bb","","1441"
"v1_49a7d45e2d1cef99697748b936ca0c8c290c2a7a2b5c3f31baf33a52951bdba9","v1_49a7d45e2d1cef99697748b936ca0c8c290c2a7a2b5c3f31baf33a52951bdba9_0_0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1","1672 152"
"v1_b310e02861119a1b185008709f95f8386b820886e26413f17605875bc4702e44","v1_b310e02861119a1b185008709f95f8386b820886e26413f17605875bc4702e44_0_37590745b4ae80ebf2eb3d1e9eb537bf6436a57b5a9cd0a8e52dd20bc11bdd2d","20 20"
"v1_71be2d8107ddeee676bbaa35cf3740c82dbb3ae9a8c596d214b56357527af000","v1_71be2d8107ddeee676bbaa35cf3740c82dbb3ae9a8c596d214b56357527af000_0_1463b995b2866d9906cabdc297068722a432621bb088789277e454eb5b092000","10 10"
"v1_22cb3ebf0bab32d7ee2d4e7a353fff09302e4905fe4a76194906094950c02453","v1_22cb3ebf0bab32d7ee2d4e7a353fff09302e4905fe4a76194906094950c02453_0_ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5","2814 83"
"v1_469831f4c39fd61a6952951140be35911e8579d83edf0fbf83f2bbf82d546395","v1_469831f4c39fd61a6952951140be35911e8579d83edf0fbf83f2bbf82d546395_0_89f61cba92afaed2e3263221b1118c4df41d5df0e7d2d9cbc76baaf0217255e6","20 5"
"v1_469831f4c39fd61a6952951140be35911e8579d83edf0fbf83f2bbf82d546395","v1_469831f4c39fd61a6952951140be35911e8579d83edf0fbf83f2bbf82d546395_0_46fca5892e349bfcf85a2042ec1e41c61ab62044be06d67b03aefc1480876b09","20 2"
"v1_59b57fea1363f20246f4fb61e9f8253ee70ce9361385470146b18ad6804066f9","","79"
"v1_5cd2a08b50ed933337648b282aee148ba8c34d42a97902805232358c23673c1a","","448"
"v1_184884e30808b6470fd14f3f6342109650584763ba0070df58057891c8397533","","1"
"v1_07112f2418b0d14498e3f73c23e399521845667f6c839ed5127a1d2c882da30d","v1_07112f2418b0d14498e3f73c23e399521845667f6c839ed5127a1d2c882da30d_0_455b4795c4c11aff324fc9152aa8ffc6dd2a21bca48cd989bc7770f6d8f33274_1_c4994d8721f5e516d630cb95ec4a0b20852000380d9b42924f05e7eeda1f57b8","4 4 1"
"v1_69e1f4e7ccad65480ad232da29cd079e864cf76212d64ad9c3e33cdc3a256619","","3"
"v1_db20130a8e6d91b6d2e3d8524fdae5e6535084651ea38eab71a07a317fd68d8a","","39"
"v1_4b63ee62c2d778d692839c6c5be50a9c59523cb6d02a58ed3b7088e1a6b0dbd2","","41"
"v1_e1a2996f36e15ad131cad4d47280db79ff421ac4a3ac6f077510db888e5b1453","","30"
"v1_be031bf859ec7567244e165b07bd8ac723b67fc8f7e9a263025a6ae68e8ae6f6","","30"
"v1_1a4aa4c32cc58ff97f5b42723807c62dd3e9ef1e1ba94963645adc3edd8b4af5","","13"
"v1_c26f8e90302b759164f557e0348c4db2631c03bdc2fd7ca3a9fe14c7e0041845","v1_c26f8e90302b759164f557e0348c4db2631c03bdc2fd7ca3a9fe14c7e0041845_0_26185802740ad7ba83d306819a327de360f53430601e7c7a27658f66c507009f","423 3"
"v1_ed0c4254f304225c9e72649f71beb0fd8322726680050c29bfc775020def9b0b","","33"
"v1_0012d2039452417c3a09057ae8519d1271e722ae065eabc40c1dba17cddea8f4","v1_0012d2039452417c3a09057ae8519d1271e722ae065eabc40c1dba17cddea8f4_0_834243a25f3b1e090b2a886ff887817d75bf457d43835b700f539a1f59e92ebe","315 2"
"v1_0012d2039452417c3a09057ae8519d1271e722ae065eabc40c1dba17cddea8f4","sqlite_autoindex_v1_0012d2039452417c3a09057ae8519d1271e722ae065eabc40c1dba17cddea8f4_1","315 2 1"
"v1_9e5b3fa8935cd3f5a53d11b30ead356f87f42833ddb5942f2d0ae746e9e108ea","sqlite_autoindex_v1_9e5b3fa8935cd3f5a53d11b30ead356f87f42833ddb5942f2d0ae746e9e108ea_1","33 4 1"
"v1_b95754cccfff49381aa47603ba124ead618eb3cb425b6018d96ea290dd325256","v1_b95754cccfff49381aa47603ba124ead618eb3cb425b6018d96ea290dd325256_0_ec59d3ca724f505371bb565f70a0245346bb6ae39fc3ea6b5e85b82ea94ac628","24 6"
"v1_a95a5a14846b3347b62e50fe09626170e1d4523871163aeedda417ab4792dd5e","sqlite_autoindex_v1_a95a5a14846b3347b62e50fe09626170e1d4523871163aeedda417ab4792dd5e_1","40 4 1"
