b53567e55d546d7e4e5eae631fc814ff885171f83a1c5009fff77e3fd4429056,0e56888ccd16cd0b5ed2b27c5a3e43bf34fe219272882a18c62f1aeb5c84f0f4,912848ca5c99788cfc7884c9d836ce5dc69d08ef63f6177fec96c3f8326f7013,7a658fd08fae21cc49aa7f95251bb9199567270218e47a954bb84ff07e1e632f,72099f8db0323ad4a08ef72b9adc6f29b00c662b5dce20052a599a39c217e99f,144887c10d2d8292010d7a8c5308a47a90c0974763731620d25080fa43262bb5,939a40f62e74ae70bf5112b836056a7de73ca677f7f0cdbc19dedd29c83547c5,c4bde1c7caa890abdb33f5b314d52b39842ee4a8498c30f8442b1c5b5de9ea87,42483b768687c54c66aa6fbd024166c1b9869d4c052b4e56546ca0abfaba1a3d,02706b6cec14d7fd045fe34fa5c7953333d9098569f18930c3a1873b6d8034ab,c72bfe34a54055619983e028ec4c8ce7a8a9360904fccad2d1a6844c6401809c,bd9b6fd6c3d1703c4aa51b86414c2f8e595c22206a6203e821c4ff92b69a15b0
"3","1600000000000","3","降低魔法攻擊90秒","30032","30032","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","72000","3003","9006510"
"3","3360000000000","3","暈眩15秒","30041","30041","0","戰鬥開始15秒內，敵人陷入暈眩狀態","1","32400","3004","9006512"
"3","2400000000000","3","降低物理防禦90秒","30042","30042","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","43200","3004","9006513"
"3","10382000000000","3","提升魔法攻擊90秒","30051","30051","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","2","43200","3005","9006516"
"3","7087500000000","3","每秒TP提升90秒","30061","30061","0","戰鬥開始90秒內，每秒提升我方的TP","3","21600","3006","9006519"
"3","4050000000000","3","降低魔法防禦90秒","30062","30062","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","43200","3006","9006520"
"3","8487500000000","3","提升物理攻擊90秒","30071","30071","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","43200","3007","9006522"
"3","2425000000000","3","無敵15秒","30072","30072","0","戰鬥開始15秒內，我方進入無敵狀態","3","64800","3007","9006523"
"1","3880000000000","3","降低物理攻擊90秒","300101","300101","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","3720000000000","3","降低物理攻擊90秒","300102","300102","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","3600000000000","3","降低物理防禦90秒","300103","300103","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","3480000000000","3","降低物理攻擊90秒","300104","300104","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","3360000000000","3","降低物理防禦90秒","300105","300105","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","3080000000000","3","降低魔法防禦90秒","300106","300106","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3001","0"
"1","2960000000000","3","降低物理防禦90秒","300107","300107","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","2840000000000","3","降低魔法防禦90秒","300108","300108","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3001","0"
"1","2680000000000","3","每秒HP恢復90秒","300109","300109","36000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3001","0"
"1","2560000000000","3","降低物理攻擊90秒","300110","300110","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","2400000000000","3","降低物理攻擊90秒","300111","300111","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","2280000000000","3","降低物理防禦90秒","300112","300112","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","2160000000000","3","降低物理攻擊90秒","300113","300113","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","1880000000000","3","降低物理防禦90秒","300114","300114","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","1760000000000","3","降低魔法防禦90秒","300115","300115","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3001","0"
"1","1640000000000","3","降低物理防禦90秒","300116","300116","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","1480000000000","3","降低魔法防禦90秒","300117","300117","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3001","0"
"1","1360000000000","3","每秒HP恢復90秒","300118","300118","36000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3001","0"
"1","1240000000000","3","降低物理攻擊90秒","300119","300119","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","1080000000000","3","降低物理攻擊90秒","300120","300120","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","960000000000","3","降低物理防禦90秒","300121","300121","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","840000000000","3","降低物理攻擊90秒","300122","300122","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","720000000000","3","降低物理防禦90秒","300123","300123","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","560000000000","3","TP提升150","300124","300124","36000","戰鬥開始時，我方的TP提升150","1","-1","3001","0"
"1","440000000000","3","無敵15秒","300125","300125","36000","戰鬥開始15秒內，我方進入無敵狀態","1","-1","3001","0"
"1","320000000000","3","降低物理攻擊90秒","300126","300126","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3001","0"
"1","160000000000","3","降低物理防禦90秒","300127","300127","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3001","0"
"1","40000000000","3","降低魔法防禦90秒","300128","300128","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3001","0"
"1","4656000000000","3","降低魔法攻擊90秒","300201","300201","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","4464000000000","3","降低魔法攻擊90秒","300202","300202","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","4320000000000","3","降低物理防禦90秒","300203","300203","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3002","0"
"1","4176000000000","3","降低魔法防禦90秒","300204","300204","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3002","0"
"1","4032000000000","3","提升物理攻擊90秒","300205","300205","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3002","0"
"1","3840000000000","3","提升魔法攻擊90秒","300206","300206","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3002","0"
"1","3552000000000","3","降低魔法攻擊90秒","300207","300207","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","3408000000000","3","提升物理攻擊90秒","300208","300208","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3002","0"
"1","3216000000000","3","提升魔法攻擊90秒","300209","300209","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3002","0"
"1","3072000000000","3","降低魔法攻擊90秒","300210","300210","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","2880000000000","3","降低魔法攻擊90秒","300211","300211","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","2736000000000","3","降低物理防禦90秒","300212","300212","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3002","0"
"1","2592000000000","3","降低魔法防禦90秒","300213","300213","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3002","0"
"1","2448000000000","3","提升物理攻擊90秒","300214","300214","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3002","0"
"1","2256000000000","3","提升魔法攻擊90秒","300215","300215","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3002","0"
"1","1968000000000","3","降低魔法攻擊90秒","300216","300216","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","1776000000000","3","提升物理攻擊90秒","300217","300217","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3002","0"
"1","1632000000000","3","提升魔法攻擊90秒","300218","300218","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3002","0"
"1","1488000000000","3","降低魔法攻擊90秒","300219","300219","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","1296000000000","3","降低魔法攻擊90秒","300220","300220","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","1152000000000","3","降低物理防禦90秒","300221","300221","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3002","0"
"1","1008000000000","3","降低魔法防禦90秒","300222","300222","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3002","0"
"1","864000000000","3","降低魔法攻擊90秒","300223","300223","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","672000000000","3","TP提升150","300224","300224","36000","戰鬥開始時，我方的TP提升150","1","-1","3002","0"
"1","528000000000","3","無敵15秒","300225","300225","36000","戰鬥開始15秒內，我方進入無敵狀態","1","-1","3002","0"
"1","384000000000","3","降低物理防禦90秒","300226","300226","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3002","0"
"1","192000000000","3","降低魔法防禦90秒","300227","300227","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3002","0"
"1","48000000000","3","降低魔法攻擊90秒","300228","300228","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3002","0"
"1","3880000000000","3","降低物理攻擊90秒","300301","300301","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","3720000000000","3","降低魔法攻擊90秒","300302","300302","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","3480000000000","3","降低魔法攻擊90秒","300303","300303","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","3360000000000","3","提升物理攻擊90秒","300304","300304","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3003","0"
"1","3200000000000","3","提升魔法攻擊90秒","300305","300305","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3003","0"
"1","3080000000000","3","降低物理攻擊90秒","300306","300306","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","2960000000000","3","降低魔法攻擊90秒","300307","300307","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","2840000000000","3","每秒HP恢復90秒","300308","300308","36000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3003","0"
"1","2680000000000","3","每秒TP提升90秒","300309","300309","36000","戰鬥開始90秒內，每秒提升我方的TP","1","-1","3003","0"
"1","2560000000000","3","降低物理攻擊90秒","300310","300310","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","2400000000000","3","降低魔法攻擊90秒","300311","300311","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","2160000000000","3","降低魔法攻擊90秒","300312","300312","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","2040000000000","3","提升物理攻擊90秒","300313","300313","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3003","0"
"1","1880000000000","3","提升魔法攻擊90秒","300314","300314","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3003","0"
"1","1760000000000","3","降低物理攻擊90秒","300315","300315","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","1640000000000","3","降低魔法攻擊90秒","300316","300316","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","1480000000000","3","每秒HP恢復90秒","300317","300317","36000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3003","0"
"1","1360000000000","3","每秒TP提升90秒","300318","300318","36000","戰鬥開始90秒內，每秒提升我方的TP","1","-1","3003","0"
"1","1240000000000","3","降低物理攻擊90秒","300319","300319","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","1080000000000","3","降低魔法攻擊90秒","300320","300320","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","960000000000","3","降低物理攻擊90秒","300321","300321","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","840000000000","3","降低魔法攻擊90秒","300322","300322","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","720000000000","3","提升物理攻擊90秒","300323","300323","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3003","0"
"1","560000000000","3","TP提升150","300324","300324","36000","戰鬥開始時，我方的TP提升150","1","-1","3003","0"
"1","440000000000","3","降低物理攻擊90秒","300325","300325","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3003","0"
"1","320000000000","3","降低魔法攻擊90秒","300326","300326","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3003","0"
"1","160000000000","3","每秒HP恢復90秒","300327","300327","36000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3003","0"
"1","40000000000","3","每秒TP提升90秒","300328","300328","36000","戰鬥開始90秒內，每秒提升我方的TP","1","-1","3003","0"
"1","4656000000000","3","降低物理防禦90秒","300401","300401","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","4464000000000","3","降低物理防禦90秒","300402","300402","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","4320000000000","3","提升物理攻擊90秒","300403","300403","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","4176000000000","3","提升魔法攻擊90秒","300404","300404","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3004","0"
"1","4032000000000","3","降低物理防禦90秒","300405","300405","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","3696000000000","3","提升物理攻擊90秒","300406","300406","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","3552000000000","3","提升魔法攻擊90秒","300407","300407","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3004","0"
"1","3408000000000","3","降低物理防禦90秒","300408","300408","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","3216000000000","3","降低物理防禦90秒","300409","300409","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","3072000000000","3","降低物理防禦90秒","300410","300410","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","2880000000000","3","降低物理防禦90秒","300411","300411","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","2736000000000","3","提升物理攻擊90秒","300412","300412","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","2592000000000","3","提升魔法攻擊90秒","300413","300413","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3004","0"
"1","2448000000000","3","降低物理防禦90秒","300414","300414","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","2112000000000","3","提升物理攻擊90秒","300415","300415","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","1968000000000","3","提升魔法攻擊90秒","300416","300416","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3004","0"
"1","1776000000000","3","降低物理防禦90秒","300417","300417","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","1632000000000","3","降低物理防禦90秒","300418","300418","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","1488000000000","3","提升物理攻擊90秒","300419","300419","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","1296000000000","3","提升物理攻擊90秒","300420","300420","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","1152000000000","3","提升物理攻擊90秒","300421","300421","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","1008000000000","3","提升魔法攻擊90秒","300422","300422","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3004","0"
"1","864000000000","3","降低物理防禦90秒","300423","300423","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","672000000000","3","TP提升150","300424","300424","36000","戰鬥開始時，我方的TP提升150","1","-1","3004","0"
"1","528000000000","3","無敵15秒","300425","300425","36000","戰鬥開始15秒內，我方進入無敵狀態","1","-1","3004","0"
"1","384000000000","3","提升物理攻擊90秒","300426","300426","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","192000000000","3","提升物理攻擊90秒","300427","300427","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3004","0"
"1","48000000000","3","降低物理防禦90秒","300428","300428","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3004","0"
"1","17363000000000","3","降低物理攻擊90秒","300501","300501","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","16647000000000","3","降低物理攻擊90秒","300502","300502","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","16110000000000","3","降低物理攻擊90秒","300503","300503","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","15573000000000","3","降低物理攻擊90秒","300504","300504","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","15036000000000","3","降低物理防禦90秒","300505","300505","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3005","0"
"1","14320000000000","3","降低魔法防禦90秒","300506","300506","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3005","0"
"1","13783000000000","3","降低物理攻擊90秒","300507","300507","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","13246000000000","3","降低物理攻擊90秒","300508","300508","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","12709000000000","3","降低物理防禦90秒","300509","300509","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3005","0"
"1","11993000000000","3","降低魔法防禦90秒","300510","300510","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3005","0"
"1","11456000000000","3","降低物理攻擊90秒","300511","300511","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","10740000000000","3","降低物理攻擊90秒","300512","300512","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","10203000000000","3","降低物理攻擊90秒","300513","300513","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","9666000000000","3","降低物理攻擊90秒","300514","300514","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","9129000000000","3","降低物理防禦90秒","300515","300515","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3005","0"
"1","8413000000000","3","降低魔法防禦90秒","300516","300516","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3005","0"
"1","7876000000000","3","降低物理攻擊90秒","300517","300517","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","7339000000000","3","降低物理攻擊90秒","300518","300518","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","6623000000000","3","降低物理防禦90秒","300519","300519","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3005","0"
"1","6086000000000","3","降低魔法防禦90秒","300520","300520","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3005","0"
"1","5549000000000","3","降低物理攻擊90秒","300521","300521","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","4833000000000","3","降低物理攻擊90秒","300522","300522","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","4296000000000","3","提升物理攻擊90秒","300523","300523","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3005","0"
"1","3759000000000","3","提升魔法攻擊90秒","300524","300524","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3005","0"
"1","3222000000000","3","降低物理攻擊90秒","300525","300525","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","2506000000000","3","TP提升150","300526","300526","36000","戰鬥開始時，我方的TP提升150","1","-1","3005","0"
"1","1969000000000","3","無敵15秒","300527","300527","36000","戰鬥開始15秒內，我方進入無敵狀態","1","-1","3005","0"
"1","1432000000000","3","提升物理攻擊90秒","300528","300528","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3005","0"
"1","716000000000","3","提升魔法攻擊90秒","300529","300529","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3005","0"
"1","179000000000","3","降低物理攻擊90秒","300530","300530","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3005","0"
"1","7857000000000","3","提升魔法攻擊90秒","300601","300601","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","7290000000000","3","提升物理攻擊90秒","300602","300602","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3006","0"
"1","6804000000000","3","降低物理防禦90秒","300603","300603","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3006","0"
"1","6237000000000","3","提升魔法攻擊90秒","300604","300604","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","5751000000000","3","降低魔法防禦90秒","300605","300605","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3006","0"
"1","5184000000000","3","提升魔法攻擊90秒","300606","300606","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","4617000000000","3","每秒HP恢復90秒","300607","300607","54000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3006","0"
"1","4131000000000","3","提升魔法攻擊90秒","300608","300608","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","3564000000000","3","提升物理攻擊90秒","300609","300609","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3006","0"
"1","2997000000000","3","降低物理防禦90秒","300610","300610","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3006","0"
"1","2511000000000","3","提升魔法攻擊90秒","300611","300611","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","2187000000000","3","降低魔法防禦90秒","300612","300612","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3006","0"
"1","1701000000000","3","提升魔法攻擊90秒","300613","300613","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","1134000000000","3","每秒HP恢復90秒","300614","300614","54000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3006","0"
"1","891000000000","3","無敵15秒","300615","300615","54000","戰鬥開始15秒內，我方進入無敵狀態","1","-1","3006","0"
"1","648000000000","3","提升魔法攻擊90秒","300616","300616","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3006","0"
"1","324000000000","3","降低物理防禦90秒","300617","300617","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3006","0"
"1","81000000000","3","降低魔法防禦90秒","300618","300618","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3006","0"
"1","9409000000000","3","每秒HP恢復90秒","300701","300701","54000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3007","0"
"1","8730000000000","3","降低物理攻擊90秒","300702","300702","54000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3007","0"
"1","8148000000000","3","降低魔法攻擊90秒","300703","300703","54000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3007","0"
"1","7469000000000","3","提升物理攻擊90秒","300704","300704","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3007","0"
"1","6887000000000","3","提升魔法攻擊90秒","300705","300705","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3007","0"
"1","6208000000000","3","降低物理防禦90秒","300706","300706","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3007","0"
"1","5529000000000","3","每秒TP提升90秒","300707","300707","54000","戰鬥開始90秒內，每秒提升我方的TP","1","-1","3007","0"
"1","4947000000000","3","每秒HP恢復90秒","300708","300708","54000","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","3007","0"
"1","4268000000000","3","降低物理攻擊90秒","300709","300709","54000","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3007","0"
"1","3589000000000","3","降低魔法攻擊90秒","300710","300710","54000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3007","0"
"1","3007000000000","3","提升物理攻擊90秒","300711","300711","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3007","0"
