ae8040c9e5ce4526b39f8c553af87c7490e48d038659a09bdbcada69b1c64171,a8492f94677d341e9b29c13444802663a250f05562ea8029fd97fc3d0bbce895,9831a8c4f26522f96476766625d8f356cfb2c365a5bac864d7adb3b4fcce7bc2,b177a294b32629c945280f4f95de9e8a4c5d632469dd4f55cde0a2d3d5dfd4dc,6ba0fcd57a434d205e8a8850b56beb31414eb1fa1c09d287217ab09750b2ee14,2f60aa169c15f6235aa73c7caa2212bd0160b4b56a107de4bc26e45559b7cbb9
"99001159","1","15","1003","297","11001159"
"99001159","30","8","0","298","91002"
"99001160","1","15","1001","299","11001160"
"99001160","30","8","0","300","91002"
"99001161","1","15","1001","301","11001161"
"99001161","30","8","0","302","91002"
"99001162","1","15","1002","303","11001162"
"99001162","30","8","0","304","91002"
"99001163","1","15","1003","305","11001163"
"99001163","30","8","0","306","91002"
"99001164","1","15","1002","307","11001164"
"99001165","1","15","1003","308","11001165"
"99001166","1","15","1001","309","11001166"
"99001166","30","8","0","310","91002"
"99001167","1","15","1001","311","11001167"
"99001167","30","8","0","312","91002"
"99001168","1","15","1002","313","11001168"
"99001168","30","8","0","314","91002"
"99001169","1","15","1003","315","11001169"
"99001169","30","8","0","316","91002"
"99001170","1","15","1001","317","11001170"
"99001170","30","8","0","318","91002"
"99001171","1","15","1001","319","11001171"
"99001171","30","8","0","320","91002"
"99001172","1","15","1002","321","11001172"
"99001172","30","8","0","322","91002"
"99001173","1","15","1003","323","11001173"
"99001173","30","8","0","324","91002"
"99001174","1","15","1001","325","11001174"
"99001174","30","8","0","326","91002"
"99001175","1","15","1001","327","11001175"
"99001175","30","8","0","328","91002"
"99001176","1","15","1002","329","11001176"
"99001176","30","8","0","330","91002"
"99001177","1","15","1003","331","11001177"
"99001177","30","8","0","332","91002"
"99001178","1","15","1001","333","11001178"
"99001178","30","8","0","334","91002"
"99001179","1","15","1001","335","11001179"
"99001179","30","8","0","336","91002"
"99001180","1","15","1002","337","11001180"
"99001180","30","8","0","338","91002"
"99001181","1","15","1003","339","11001181"
"99001181","30","8","0","340","91002"
"99001182","1","15","1001","341","11001182"
"99001182","30","8","0","342","91002"
"99001183","1","15","1001","343","11001183"
"99001183","30","8","0","344","91002"
"99001184","1","15","1002","345","11001184"
"99001184","30","8","0","346","91002"
"99001185","1","15","1003","347","11001185"
"99001185","30","8","0","348","91002"
"99001186","1","15","1001","349","11001186"
"99001186","30","8","0","350","91002"
"99001187","1","15","1001","351","11001187"
"99001187","30","8","0","352","91002"
"99001188","1","15","1002","353","11001188"
"99001188","30","8","0","354","91002"
"99001189","1","15","1003","355","11001189"
"99001189","30","8","0","356","91002"
"99001190","1","15","1001","357","11001190"
"99001190","30","8","0","358","91002"
"99001191","1","15","1001","359","11001191"
"99001191","30","8","0","360","91002"
"99001192","1","15","1002","361","11001192"
"99001192","30","8","0","362","91002"
"99001193","1","15","1003","363","11001193"
"99001193","30","8","0","364","91002"
"99001194","1","15","1001","365","11001194"
"99001194","30","8","0","366","91002"
"99001195","1","15","1001","367","11001195"
"99001195","30","8","0","368","91002"
"99001196","1","15","1002","369","11001196"
"99001196","30","8","0","370","91002"
"99001197","1","15","1003","371","11001197"
"99001197","30","8","0","372","91002"
"99001198","1","15","1002","373","11001198"
"99001199","1","15","1003","374","11001199"
"99001200","1","15","1001","375","11001200"
"99001200","30","8","0","376","91002"
"99001201","1","15","1001","377","11001201"
"99001201","30","8","0","378","91002"
"99001202","1","15","1002","379","11001202"
"99001202","30","8","0","380","91002"
"99001203","1","15","1003","381","11001203"
"99001203","30","8","0","382","91002"
"99001204","1","15","1003","383","11001204"
"99001205","1","15","1001","384","11001205"
"99001205","30","8","0","385","91002"
"99001206","1","15","1001","386","11001206"
"99001206","30","8","0","387","91002"
"99001207","1","15","1002","388","11001207"
"99001207","30","8","0","389","91002"
"99001208","1","15","1003","390","11001208"
"99001208","30","8","0","391","91002"
"99001209","1","15","1001","392","11001209"
"99001209","30","8","0","393","91002"
"99001210","1","15","1001","394","11001210"
"99001210","30","8","0","395","91002"
"99001211","1","15","1002","396","11001211"
"99001211","30","8","0","397","91002"
"99001212","1","15","1003","398","11001212"
"99001212","30","8","0","399","91002"
"99001213","1","15","1001","400","11001213"
"99001213","30","8","0","401","91002"
"99001214","1","15","1001","402","11001214"
"99001214","30","8","0","403","91002"
"99001215","1","15","1002","404","11001215"
"99001215","30","8","0","405","91002"
"99001216","1","15","1003","406","11001216"
"99001216","30","8","0","407","91002"
"99001217","1","15","1001","408","11001217"
"99001217","30","8","0","409","91002"
"99001218","1","15","1001","410","11001218"
"99001218","30","8","0","411","91002"
"99001219","1","15","1002","412","11001219"
"99001219","30","8","0","413","91002"
"99001220","1","15","1003","414","11001220"
"99001220","30","8","0","415","91002"
"99001221","1","15","1001","416","11001221"
"99001221","30","8","0","417","91002"
"99001222","1","15","1001","418","11001222"
"99001222","30","8","0","419","91002"
"99001223","1","15","1002","420","11001223"
"99001223","30","8","0","421","91002"
"99001224","1","15","1003","422","11001224"
"99001224","30","8","0","423","91002"
"99001225","1","15","1001","424","11001225"
"99001225","30","8","0","425","91002"
"99001226","1","15","1001","426","11001226"
"99001226","30","8","0","427","91002"
"99001227","1","15","1002","428","11001227"
"99001227","30","8","0","429","91002"
"99001228","1","15","1003","430","11001228"
"99001228","30","8","0","431","91002"
"99001229","1","15","1001","432","11001229"
"99001229","30","8","0","433","91002"
"99001230","1","15","1001","434","11001230"
"99001230","30","8","0","435","91002"
"99001231","1","15","1002","436","11001231"
"99001231","30","8","0","437","91002"
"99001232","1","15","1003","438","11001232"
"99001232","30","8","0","439","91002"
"99001233","1","15","1001","440","11001233"
"99001233","30","8","0","441","91002"
"99001234","1","15","1001","442","11001234"
"99001234","30","8","0","443","91002"
"99001235","1","15","1002","444","11001235"
"99001235","30","8","0","445","91002"
"99001236","1","15","1003","446","11001236"
"99001236","30","8","0","447","91002"
"99001237","1","15","1001","448","11001237"
"99001237","30","8","0","449","91002"
"99001238","1","15","1001","450","11001238"
"99001238","30","8","0","451","91002"
"99001239","1","15","1002","452","11001239"
"99001239","30","8","0","453","91002"
"99001240","1","15","1003","454","11001240"
"99001240","30","8","0","455","91002"
"99001241","1","15","1001","456","11001241"
"99001241","30","8","0","457","91002"
"99001242","1","15","1001","458","11001242"
"99001242","30","8","0","459","91002"
"99001243","1","15","1002","460","11001243"
"99001243","30","8","0","461","91002"
"99001244","1","15","1003","462","11001244"
"99001244","30","8","0","463","91002"
"99001245","1","15","1001","464","11001245"
"99001245","30","8","0","465","91002"
"99001246","1","15","1001","466","11001246"
"99001246","30","8","0","467","91002"
"99001247","1","15","1002","468","11001247"
"99001247","30","8","0","469","91002"
"99001248","1","15","1003","470","11001248"
"99001248","30","8","0","471","91002"
"99001249","1","15","1003","472","11001249"
"99001250","1","15","1001","473","11001250"
"99001250","30","8","0","474","91002"
"99001251","1","15","1001","475","11001251"
"99001251","30","8","0","476","91002"
"99001252","1","15","1002","477","11001252"
"99001252","30","8","0","478","91002"
"99001253","1","15","1003","479","11001253"
"99001253","30","8","0","480","91002"
"99001254","1","15","1001","481","11001254"
"99001254","30","8","0","482","91002"
"99001255","1","15","1001","483","11001255"
"99001255","30","8","0","484","91002"
"99001256","1","15","1002","485","11001256"
"99001256","30","8","0","486","91002"
"99001257","1","15","1003","487","11001257"
"99001257","30","8","0","488","91002"
"99001258","1","15","1001","489","11001258"
"99001258","30","8","0","490","91002"
"99001259","1","15","1001","491","11001259"
"99001259","30","8","0","492","91002"
"99001260","1","15","1002","493","11001260"
"99001260","30","8","0","494","91002"
"99001261","1","15","1003","495","11001261"
"99001261","30","8","0","496","91002"
"99001262","1","15","1001","497","11001262"
"99001263","1","15","1001","498","11001263"
"99001264","1","15","1001","499","11001264"
"99001265","1","15","1002","500","11001265"
"99001266","1","15","1003","501","11001266"
"99001267","1","15","1001","502","11001267"
"99001267","30","8","0","503","91002"
"99001268","1","15","1001","504","11001268"
"99001268","30","8","0","505","91002"
"99001269","1","15","1002","506","11001269"
"99001269","30","8","0","507","91002"
"99001270","1","15","1003","508","11001270"
"99001270","30","8","0","509","91002"
"99001271","1","15","1003","510","11001271"
"99001272","1","15","1001","511","11001272"
"99001272","30","8","0","512","91002"
"99001273","1","15","1001","513","11001273"
"99001273","30","8","0","514","91002"
"99001274","1","15","1002","515","11001274"
"99001274","30","8","0","516","91002"
"99001275","1","15","1003","517","11001275"
"99001275","30","8","0","518","91002"
"99001276","1","15","1003","519","11001276"
"99001277","1","15","1001","520","11001277"
"99001277","30","8","0","521","91002"
"99001278","1","15","1001","522","11001278"
"99001278","30","8","0","523","91002"
"99001279","1","15","1002","524","11001279"
"99001279","30","8","0","525","91002"
"99001280","1","15","1003","526","11001280"
"99001280","30","8","0","527","91002"
"99001281","1","15","1001","528","11001281"
"99001281","30","8","0","529","91002"
"99001282","1","15","1001","530","11001282"
"99001282","30","8","0","531","91002"
"99001283","1","15","1002","532","11001283"
"99001283","30","8","0","533","91002"
"99001284","1","15","1003","534","11001284"
"99001284","30","8","0","535","91002"
"99001285","1","15","1003","536","11001285"
"99001286","1","15","1001","537","11001286"
"99001286","30","8","0","538","91002"
"99001287","1","15","1001","539","11001287"
"99001287","30","8","0","540","91002"
"99001288","1","15","1002","541","11001288"
"99001288","30","8","0","542","91002"
"99001289","1","15","1003","543","11001289"
"99001289","30","8","0","544","91002"
"99001290","1","15","1001","545","11001290"
"99001290","30","8","0","546","91002"
"99001291","1","15","1001","547","11001291"
"99001291","30","8","0","548","91002"
"99001292","1","15","1002","549","11001292"
"99001292","30","8","0","550","91002"
"99001293","1","15","1003","551","11001293"
"99001293","30","8","0","552","91002"
"99001294","1","15","1001","553","11001294"
"99001294","30","8","0","554","91002"
"99001295","1","15","1001","555","11001295"
"99001295","30","8","0","556","91002"
"99001296","1","15","1002","557","11001296"
"99001296","30","8","0","558","91002"
"99001297","1","15","1003","559","11001297"
"99001297","30","8","0","560","91002"
"99001298","1","15","1001","561","11001298"
"99001298","30","8","0","562","91002"
"99001299","1","15","1001","563","11001299"
"99001299","30","8","0","564","91002"
"99001300","1","15","1002","565","11001300"
"99001300","30","8","0","566","91002"
"99001301","1","15","1003","567","11001301"
"99001301","30","8","0","568","91002"
"99001302","1","15","1003","569","11001302"
"99001303","1","15","1003","570","11001303"
"99001304","1","15","1003","571","11001304"
"99001305","1","15","1001","572","11001305"
"99001305","30","8","0","573","91002"
"99001306","1","15","1001","574","11001306"
"99001306","30","8","0","575","91002"
"99001307","1","15","1002","576","11001307"
"99001307","30","8","0","577","91002"
"99001308","1","15","1003","578","11001308"
"99001308","30","8","0","579","91002"
"99001309","1","15","1001","580","11001309"
"99001309","30","8","0","581","91002"
"99001310","1","15","1001","582","11001310"
"99001310","30","8","0","583","91002"
"99001311","1","15","1002","584","11001311"
"99001311","30","8","0","585","91002"
"99001312","1","15","1003","586","11001312"
"99001312","30","8","0","587","91002"
"99001313","1","15","1003","588","11001313"
"99001314","1","15","1001","589","11001314"
"99001314","30","8","0","590","91002"
"99001315","1","15","1001","591","11001315"
"99001315","30","8","0","592","91002"
"99001316","1","15","1002","593","11001316"
"99001316","30","8","0","594","91002"
"99001317","1","15","1003","595","11001317"
"99001317","30","8","0","596","91002"
"99001318","1","15","1003","597","11001318"
"99001319","1","15","1001","598","11001319"
"99001319","30","8","0","599","91002"
"99001320","1","15","1001","600","11001320"
"99001320","30","8","0","601","91002"
"99001321","1","15","1002","602","11001321"
"99001321","30","8","0","603","91002"
"99001322","1","15","1003","604","11001322"
"99001322","30","8","0","605","91002"
"99001323","1","15","1003","606","11001323"
"99001324","1","15","1001","607","11001324"
"99001324","30","8","0","608","91002"
"99001325","1","15","1001","609","11001325"
"99001325","30","8","0","610","91002"
"99001326","1","15","1002","611","11001326"
"99001326","30","8","0","612","91002"
"99001327","1","15","1003","613","11001327"
"99001327","30","8","0","614","91002"
"99001328","1","15","1003","615","11001328"
"99001329","1","15","1001","616","11001329"
"99001329","30","8","0","617","91002"
"99001330","1","15","1001","618","11001330"
"99001330","30","8","0","619","91002"
"99001331","1","15","1002","620","11001331"
"99001331","30","8","0","621","91002"
"99001332","1","15","1003","622","11001332"
"99001332","30","8","0","623","91002"
"99001333","1","15","1001","624","11001333"
"99001333","30","8","0","625","91002"
"99001334","1","15","1001","626","11001334"
"99001334","30","8","0","627","91002"
"99001335","1","15","1002","628","11001335"
"99001335","30","8","0","629","91002"
"99001336","1","15","1003","630","11001336"
"99001336","30","8","0","631","91002"
"99001337","1","15","1002","632","11001337"
"99001338","1","15","1002","633","11001338"
"99001339","1","15","1003","634","11001339"
"99001340","1","15","1001","635","11001340"
"99001340","30","8","0","636","91002"
"99001341","1","15","1001","637","11001341"
"99001341","30","8","0","638","91002"
"99001342","1","15","1002","639","11001342"
"99001342","30","8","0","640","91002"
"99001343","1","15","1003","641","11001343"
"99001343","30","8","0","642","91002"
"99001344","1","15","1001","646","11001344"
"99001344","30","8","0","647","91002"
"99001345","1","15","1001","648","11001345"
"99001345","30","8","0","649","91002"
"99001346","1","15","1002","650","11001346"
"99001346","30","8","0","651","91002"
"99001347","1","15","1003","652","11001347"
"99001347","30","8","0","653","91002"
