b804c5f1af37eb76e337e052dbaf491b5d45dd3dc0d4749b87b70bb08f3ea0f9,7973cb62acdc756c82e0c34ad2cf5a783f52c6730241d7539652f5d9a51ae807,41af5cd973553cb3617041d3eacae3db989ac8e3991ad34f0a8af72949d24651,bbe9b098f0f5f045d5ef0e112b79c5f851b0ef365c5247a27d218a93f39e861d
"0","20","10204","3"
"1","40","10204","3"
"2","50","10204","3"
"3","60","10204","3"
"4","70","10204","3"
"5","90","10204","3"
"0","20","10204","4"
"1","40","10204","4"
"2","50","10204","4"
"3","60","10204","4"
"4","70","10204","4"
"5","90","10204","4"
"0","20","10204","5"
"1","40","10204","5"
"2","50","10204","5"
"3","60","10204","5"
"4","70","10204","5"
"5","90","10204","5"
"0","20","10301","1"
"1","40","10301","1"
"2","50","10301","1"
"3","60","10301","1"
"4","70","10301","1"
"5","90","10301","1"
"0","20","10301","2"
"1","40","10301","2"
"2","50","10301","2"
"3","60","10301","2"
"4","70","10301","2"
"5","90","10301","2"
"0","20","10301","3"
"1","40","10301","3"
"2","50","10301","3"
"3","60","10301","3"
"4","70","10301","3"
"5","90","10301","3"
"0","20","10301","4"
"1","40","10301","4"
"2","50","10301","4"
"3","60","10301","4"
"4","70","10301","4"
"5","90","10301","4"
"0","20","10301","5"
"1","40","10301","5"
"2","50","10301","5"
"3","60","10301","5"
"4","70","10301","5"
"5","90","10301","5"
"0","20","10302","1"
"1","40","10302","1"
"2","50","10302","1"
"3","60","10302","1"
"4","70","10302","1"
"5","90","10302","1"
"0","20","10302","2"
"1","40","10302","2"
"2","50","10302","2"
"3","60","10302","2"
"4","70","10302","2"
"5","90","10302","2"
"0","20","10302","3"
"1","40","10302","3"
"2","50","10302","3"
"3","60","10302","3"
"4","70","10302","3"
"5","90","10302","3"
"0","20","10302","4"
"1","40","10302","4"
"2","50","10302","4"
"3","60","10302","4"
"4","70","10302","4"
"5","90","10302","4"
"0","20","10302","5"
"1","40","10302","5"
"2","50","10302","5"
"3","60","10302","5"
"4","70","10302","5"
"5","90","10302","5"
"0","20","10303","1"
"1","40","10303","1"
"2","50","10303","1"
"3","60","10303","1"
"4","70","10303","1"
"5","90","10303","1"
"0","20","10303","2"
"1","40","10303","2"
"2","50","10303","2"
"3","60","10303","2"
"4","70","10303","2"
"5","90","10303","2"
"0","20","10303","3"
"1","40","10303","3"
"2","50","10303","3"
"3","60","10303","3"
"4","70","10303","3"
"5","90","10303","3"
"0","20","10303","4"
"1","40","10303","4"
"2","50","10303","4"
"3","60","10303","4"
"4","70","10303","4"
"5","90","10303","4"
"0","20","10303","5"
"1","40","10303","5"
"2","50","10303","5"
"3","60","10303","5"
"4","70","10303","5"
"5","90","10303","5"
"0","20","10304","1"
"1","40","10304","1"
"2","50","10304","1"
"3","60","10304","1"
"4","70","10304","1"
"5","90","10304","1"
"0","20","10304","2"
"1","40","10304","2"
"2","50","10304","2"
"3","60","10304","2"
"4","70","10304","2"
"5","90","10304","2"
"0","20","10304","3"
"1","40","10304","3"
"2","50","10304","3"
"3","60","10304","3"
"4","70","10304","3"
"5","90","10304","3"
"0","20","10304","4"
"1","40","10304","4"
"2","50","10304","4"
"3","60","10304","4"
"4","70","10304","4"
"5","90","10304","4"
"0","20","10304","5"
"1","40","10304","5"
"2","50","10304","5"
"3","60","10304","5"
"4","70","10304","5"
"5","90","10304","5"
"0","20","10401","1"
"1","40","10401","1"
"2","50","10401","1"
"3","60","10401","1"
"4","70","10401","1"
"5","90","10401","1"
"0","20","10401","2"
"1","40","10401","2"
"2","50","10401","2"
"3","60","10401","2"
"4","70","10401","2"
"5","90","10401","2"
"0","20","10401","3"
"1","40","10401","3"
"2","50","10401","3"
"3","60","10401","3"
"4","70","10401","3"
"5","90","10401","3"
"0","20","10401","4"
"1","40","10401","4"
"2","50","10401","4"
"3","60","10401","4"
"4","70","10401","4"
"5","90","10401","4"
"0","20","10401","5"
"1","40","10401","5"
"2","50","10401","5"
"3","60","10401","5"
"4","70","10401","5"
"5","90","10401","5"
"0","20","10402","1"
"1","40","10402","1"
"2","50","10402","1"
"3","60","10402","1"
"4","70","10402","1"
"5","90","10402","1"
"0","20","10402","2"
"1","40","10402","2"
"2","50","10402","2"
"3","60","10402","2"
"4","70","10402","2"
"5","90","10402","2"
"0","20","10402","3"
"1","40","10402","3"
"2","50","10402","3"
"3","60","10402","3"
"4","70","10402","3"
"5","90","10402","3"
"0","20","10402","4"
"1","40","10402","4"
"2","50","10402","4"
"3","60","10402","4"
"4","70","10402","4"
"5","90","10402","4"
"0","20","10402","5"
"1","40","10402","5"
"2","50","10402","5"
"3","60","10402","5"
"4","70","10402","5"
"5","90","10402","5"
"0","20","10403","1"
"1","40","10403","1"
"2","50","10403","1"
"3","60","10403","1"
"4","70","10403","1"
"5","90","10403","1"
"0","20","10403","2"
"1","40","10403","2"
"2","50","10403","2"
"3","60","10403","2"
"4","70","10403","2"
"5","90","10403","2"
"0","20","10403","3"
"1","40","10403","3"
"2","50","10403","3"
"3","60","10403","3"
"4","70","10403","3"
"5","90","10403","3"
"0","20","10403","4"
"1","40","10403","4"
"2","50","10403","4"
"3","60","10403","4"
"4","70","10403","4"
"5","90","10403","4"
"0","20","10403","5"
"1","40","10403","5"
"2","50","10403","5"
"3","60","10403","5"
"4","70","10403","5"
"5","90","10403","5"
"0","20","10404","1"
"1","40","10404","1"
"2","50","10404","1"
"3","60","10404","1"
"4","70","10404","1"
"5","90","10404","1"
"0","20","10404","2"
"1","40","10404","2"
"2","50","10404","2"
"3","60","10404","2"
"4","70","10404","2"
"5","90","10404","2"
"0","20","10404","3"
"1","40","10404","3"
"2","50","10404","3"
"3","60","10404","3"
"4","70","10404","3"
"5","90","10404","3"
"0","20","10404","4"
"1","40","10404","4"
"2","50","10404","4"
"3","60","10404","4"
"4","70","10404","4"
"5","90","10404","4"
"0","20","10404","5"
"1","40","10404","5"
"2","50","10404","5"
"3","60","10404","5"
"4","70","10404","5"
"5","90","10404","5"
"0","20","10501","1"
"1","40","10501","1"
"2","50","10501","1"
"3","60","10501","1"
"4","70","10501","1"
"5","90","10501","1"
"0","20","10501","2"
"1","40","10501","2"
"2","50","10501","2"
"3","60","10501","2"
"4","70","10501","2"
"5","90","10501","2"
"0","20","10501","3"
"1","40","10501","3"
"2","50","10501","3"
"3","60","10501","3"
"4","70","10501","3"
"5","90","10501","3"
"0","20","10501","4"
"1","40","10501","4"
"2","50","10501","4"
"3","60","10501","4"
"4","70","10501","4"
"5","90","10501","4"
"0","20","10501","5"
"1","40","10501","5"
"2","50","10501","5"
"3","60","10501","5"
"4","70","10501","5"
"5","90","10501","5"
"0","20","10502","1"
"1","40","10502","1"
"2","50","10502","1"
"3","60","10502","1"
"4","70","10502","1"
"5","90","10502","1"
"0","20","10502","2"
"1","40","10502","2"
"2","50","10502","2"
"3","60","10502","2"
"4","70","10502","2"
"5","90","10502","2"
"0","20","10502","3"
"1","40","10502","3"
"2","50","10502","3"
"3","60","10502","3"
"4","70","10502","3"
"5","90","10502","3"
"0","20","10502","4"
"1","40","10502","4"
"2","50","10502","4"
"3","60","10502","4"
"4","70","10502","4"
"5","90","10502","4"
"0","20","10502","5"
"1","40","10502","5"
"2","50","10502","5"
"3","60","10502","5"
"4","70","10502","5"
"5","90","10502","5"
"0","20","10503","1"
"1","40","10503","1"
"2","50","10503","1"
"3","60","10503","1"
"4","70","10503","1"
"5","90","10503","1"
"0","20","10503","2"
"1","40","10503","2"
"2","50","10503","2"
"3","60","10503","2"
"4","70","10503","2"
"5","90","10503","2"
"0","20","10503","3"
"1","40","10503","3"
"2","50","10503","3"
"3","60","10503","3"
"4","70","10503","3"
"5","90","10503","3"
"0","20","10503","4"
"1","40","10503","4"
"2","50","10503","4"
"3","60","10503","4"
"4","70","10503","4"
"5","90","10503","4"
"0","20","10503","5"
"1","40","10503","5"
"2","50","10503","5"
"3","60","10503","5"
"4","70","10503","5"
"5","90","10503","5"
"0","20","10504","1"
"1","40","10504","1"
"2","50","10504","1"
"3","60","10504","1"
"4","70","10504","1"
"5","90","10504","1"
"0","20","10504","2"
"1","40","10504","2"
"2","50","10504","2"
"3","60","10504","2"
"4","70","10504","2"
"5","90","10504","2"
"0","20","10504","3"
"1","40","10504","3"
"2","50","10504","3"
"3","60","10504","3"
"4","70","10504","3"
"5","90","10504","3"
"0","20","10504","4"
"1","40","10504","4"
"2","50","10504","4"
"3","60","10504","4"
"4","70","10504","4"
"5","90","10504","4"
"0","20","10504","5"
"1","40","10504","5"
"2","50","10504","5"
"3","60","10504","5"
"4","70","10504","5"
"5","90","10504","5"
"0","20","10601","1"
"1","40","10601","1"
"2","50","10601","1"
"3","60","10601","1"
"4","70","10601","1"
"5","90","10601","1"
"0","20","10601","2"
"1","40","10601","2"
"2","50","10601","2"
"3","60","10601","2"
"4","70","10601","2"
"5","90","10601","2"
"0","20","10601","3"
"1","40","10601","3"
"2","50","10601","3"
"3","60","10601","3"
"4","70","10601","3"
"5","90","10601","3"
"0","20","10601","4"
"1","40","10601","4"
"2","50","10601","4"
"3","60","10601","4"
"4","70","10601","4"
"5","90","10601","4"
"0","20","10601","5"
"1","40","10601","5"
"2","50","10601","5"
"3","60","10601","5"
"4","70","10601","5"
"5","90","10601","5"
"0","20","10602","1"
"1","40","10602","1"
"2","50","10602","1"
"3","60","10602","1"
"4","70","10602","1"
"5","90","10602","1"
"0","20","10602","2"
"1","40","10602","2"
"2","50","10602","2"
"3","60","10602","2"
"4","70","10602","2"
"5","90","10602","2"
"0","20","10602","3"
"1","40","10602","3"
"2","50","10602","3"
"3","60","10602","3"
"4","70","10602","3"
"5","90","10602","3"
"0","20","10602","4"
"1","40","10602","4"
"2","50","10602","4"
"3","60","10602","4"
"4","70","10602","4"
"5","90","10602","4"
"0","20","10602","5"
"1","40","10602","5"
"2","50","10602","5"
"3","60","10602","5"
"4","70","10602","5"
"5","90","10602","5"
"0","20","10603","1"
"1","40","10603","1"
"2","50","10603","1"
"3","60","10603","1"
"4","70","10603","1"
"5","90","10603","1"
"0","20","10603","2"
"1","40","10603","2"
"2","50","10603","2"
"3","60","10603","2"
"4","70","10603","2"
"5","90","10603","2"
"0","20","10603","3"
"1","40","10603","3"
"2","50","10603","3"
"3","60","10603","3"
"4","70","10603","3"
"5","90","10603","3"
"0","20","10603","4"
"1","40","10603","4"
"2","50","10603","4"
"3","60","10603","4"
"4","70","10603","4"
"5","90","10603","4"
"0","20","10603","5"
"1","40","10603","5"
"2","50","10603","5"
"3","60","10603","5"
"4","70","10603","5"
"5","90","10603","5"
"0","20","10604","1"
"1","40","10604","1"
"2","50","10604","1"
"3","60","10604","1"
"4","70","10604","1"
"5","90","10604","1"
"0","20","10604","2"
"1","40","10604","2"
"2","50","10604","2"
"3","60","10604","2"
"4","70","10604","2"
"5","90","10604","2"
"0","20","10604","3"
"1","40","10604","3"
"2","50","10604","3"
"3","60","10604","3"
"4","70","10604","3"
"5","90","10604","3"
"0","20","10604","4"
"1","40","10604","4"
"2","50","10604","4"
"3","60","10604","4"
"4","70","10604","4"
"5","90","10604","4"
"0","20","10604","5"
"1","40","10604","5"
"2","50","10604","5"
"3","60","10604","5"
"4","70","10604","5"
"5","90","10604","5"
"0","20","10701","1"
"1","40","10701","1"
"2","50","10701","1"
"3","60","10701","1"
"4","70","10701","1"
"5","90","10701","1"
"0","20","10701","2"
"1","40","10701","2"
"2","50","10701","2"
"3","60","10701","2"
"4","70","10701","2"
"5","90","10701","2"
"0","20","10701","3"
"1","40","10701","3"
"2","50","10701","3"
"3","60","10701","3"
"4","70","10701","3"
"5","90","10701","3"
"0","20","10701","4"
"1","40","10701","4"
"2","50","10701","4"
"3","60","10701","4"
"4","70","10701","4"
"5","90","10701","4"
"0","20","10701","5"
"1","40","10701","5"
"2","50","10701","5"
"3","60","10701","5"
"4","70","10701","5"
"5","90","10701","5"
"0","20","10702","1"
"1","40","10702","1"
"2","50","10702","1"
"3","60","10702","1"
"4","70","10702","1"
"5","90","10702","1"
"0","20","10702","2"
"1","40","10702","2"
"2","50","10702","2"
"3","60","10702","2"
"4","70","10702","2"
"5","90","10702","2"
"0","20","10702","3"
"1","40","10702","3"
"2","50","10702","3"
"3","60","10702","3"
"4","70","10702","3"
"5","90","10702","3"
"0","20","10702","4"
"1","40","10702","4"
"2","50","10702","4"
"3","60","10702","4"
"4","70","10702","4"
"5","90","10702","4"
"0","20","10702","5"
"1","40","10702","5"
"2","50","10702","5"
"3","60","10702","5"
"4","70","10702","5"
"5","90","10702","5"
"0","20","10703","1"
"1","40","10703","1"
"2","50","10703","1"
"3","60","10703","1"
"4","70","10703","1"
"5","90","10703","1"
"0","20","10703","2"
"1","40","10703","2"
"2","50","10703","2"
"3","60","10703","2"
"4","70","10703","2"
"5","90","10703","2"
"0","20","10703","3"
"1","40","10703","3"
"2","50","10703","3"
"3","60","10703","3"
"4","70","10703","3"
"5","90","10703","3"
"0","20","10703","4"
"1","40","10703","4"
"2","50","10703","4"
"3","60","10703","4"
"4","70","10703","4"
"5","90","10703","4"
"0","20","10703","5"
"1","40","10703","5"
"2","50","10703","5"
"3","60","10703","5"
"4","70","10703","5"
"5","90","10703","5"
"0","20","10704","1"
"1","40","10704","1"
"2","50","10704","1"
"3","60","10704","1"
"4","70","10704","1"
"5","90","10704","1"
"0","20","10704","2"
"1","40","10704","2"
"2","50","10704","2"
"3","60","10704","2"
"4","70","10704","2"
"5","90","10704","2"
"0","20","10704","3"
"1","40","10704","3"
"2","50","10704","3"
"3","60","10704","3"
"4","70","10704","3"
"5","90","10704","3"
"0","20","10704","4"
"1","40","10704","4"
"2","50","10704","4"
"3","60","10704","4"
"4","70","10704","4"
"5","90","10704","4"
"0","20","10704","5"
"1","40","10704","5"
"2","50","10704","5"
"3","60","10704","5"
"4","70","10704","5"
"5","90","10704","5"
"0","20","10801","1"
"1","40","10801","1"
"2","50","10801","1"
"3","60","10801","1"
"4","70","10801","1"
"5","90","10801","1"
"0","20","10801","2"
"1","40","10801","2"
"2","50","10801","2"
"3","60","10801","2"
"4","70","10801","2"
"5","90","10801","2"
"0","20","10801","3"
"1","40","10801","3"
"2","50","10801","3"
"3","60","10801","3"
"4","70","10801","3"
"5","90","10801","3"
"0","20","10801","4"
"1","40","10801","4"
"2","50","10801","4"
"3","60","10801","4"
"4","70","10801","4"
"5","90","10801","4"
"0","20","10801","5"
"1","40","10801","5"
"2","50","10801","5"
"3","60","10801","5"
"4","70","10801","5"
"5","90","10801","5"
"0","20","10802","1"
"1","40","10802","1"
"2","50","10802","1"
"3","60","10802","1"
"4","70","10802","1"
"5","90","10802","1"
"0","20","10802","2"
"1","40","10802","2"
"2","50","10802","2"
"3","60","10802","2"
"4","70","10802","2"
"5","90","10802","2"
"0","20","10802","3"
"1","40","10802","3"
"2","50","10802","3"
"3","60","10802","3"
"4","70","10802","3"
"5","90","10802","3"
"0","20","10802","4"
"1","40","10802","4"
"2","50","10802","4"
"3","60","10802","4"
"4","70","10802","4"
"5","90","10802","4"
"0","20","10802","5"
"1","40","10802","5"
"2","50","10802","5"
"3","60","10802","5"
"4","70","10802","5"
"5","90","10802","5"
"0","20","10803","1"
"1","40","10803","1"
"2","50","10803","1"
"3","60","10803","1"
"4","70","10803","1"
"5","90","10803","1"
"0","20","10803","2"
"1","40","10803","2"
"2","50","10803","2"
"3","60","10803","2"
"4","70","10803","2"
"5","90","10803","2"
"0","20","10803","3"
"1","40","10803","3"
"2","50","10803","3"
"3","60","10803","3"
"4","70","10803","3"
"5","90","10803","3"
"0","20","10803","4"
"1","40","10803","4"
"2","50","10803","4"
"3","60","10803","4"
"4","70","10803","4"
"5","90","10803","4"
"0","20","10803","5"
"1","40","10803","5"
"2","50","10803","5"
"3","60","10803","5"
"4","70","10803","5"
"5","90","10803","5"
"0","20","10804","1"
"1","40","10804","1"
"2","50","10804","1"
"3","60","10804","1"
"4","70","10804","1"
"5","90","10804","1"
"0","20","10804","2"
"1","40","10804","2"
"2","50","10804","2"
"3","60","10804","2"
"4","70","10804","2"
"5","90","10804","2"
"0","20","10804","3"
"1","40","10804","3"
"2","50","10804","3"
"3","60","10804","3"
"4","70","10804","3"
"5","90","10804","3"
"0","20","10804","4"
"1","40","10804","4"
"2","50","10804","4"
"3","60","10804","4"
"4","70","10804","4"
"5","90","10804","4"
"0","20","10804","5"
"1","40","10804","5"
"2","50","10804","5"
"3","60","10804","5"
"4","70","10804","5"
"5","90","10804","5"
